Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Nets,Coordination,Last update,YSF Digital Enabled,DG-ID,Mixed-Mode,Web links,Features,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Wyoming,WyLOCAL,Affiliate,Links,EchoLink,Colorado,Northern Colorado,Downlink Tone,Notes,On-air,D-STAR Enabled,Node,Sources,Worldwide English,North America,DCI Bridge,Local/Cluster,N. Colorado,Commands,Worldwide,English,TAC 310,Mountain Reg USA,IRLP,Grid,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,P25 Digital Enabled,NAC,Default Reflector,AllStar,Southern Colorado,Denver Regional,Feed,Location Photo
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,198.3,S,,147.285,147.885,88.5,Chaffee,On-Air,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",Colorado Connection,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES Net: Sun at 20:00.",CCARC,,,,,,11,,,,,,,,,Full-time to the  Colorado Connection System .,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,151.4,KB0YNA,"Grand Junction, Grand Mesa",CO,OPEN,I,198.4,SW,,449.65,444.65,151.4,Mesa,On-Air,Wide area coverage,Keri Washburn,,CCARC,,,,,,NWS weather alert system.,,,,,,,,,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,151.4,,,,,,,,,,,11,,,,,8162,,,,,,,,,,,,,,,
145.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,198.4,SW,,145.355,144.755,88.5,Mesa,On-Air,"Rifle to the east, several miles east of Green River, Utah to the west.",Colorado Connection,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",CCARC,,,,,,E-power.,,,,,,,,,Full-time to the  Colorado Connection System .,,,,123,Colorado Connection system of repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,198.8,S,,449.925,444.925,103.5,Chaffee,On-Air,"Upper Arkansas and Platte Rivers, and the SLV",,,CCARC,,,,,,E-power (Bat),,,,,,,,Colorado ARES,,,,,103.5,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,198.8,S,,449.65,444.65,107.2,Chaffee,On-Air,Wide area.,,,CCARC,,,,,CMRG Repeaters,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Canon City, Canon City",CO,OPEN,,198.9,S,,449.975,444.975,100,Fremont,On-Air,,K0JSC,,CCARC,,,,,http://www.k0jsc.com,Simulcast TX / Voted RX with Cedarwood and Salida,,,,,,,,The Fun Machine,Full-time to the  The Fun Machine System .,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,D261,N7HYF,"Boysen, Boysen Peak",WY,PRIVATE,,199.1,NW,,147.06,147.66,,Fremont,On-Air,Wide area:,N7HYF,WYAME Nets,WRCG,,,,,,,,,,,,,,WYAME Club,"Full-time to  
        53.03000 (N7HYF) at Lander, WY .
 


Full-time to  
        449.90000 (N7HYF) at Lander, Limestone Mountain, WY .",,,,,,,,N7HYF (C),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,199.2,SSW,,147.33,147.93,107.2,Delta,On-Air,Wide area.,North Fork Repeater Assoc.,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,199.2,S,,449.975,444.975,100,Chaffee,On-Air,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",CCARC,,,,,K0JSC.COM,2,,,,,,,,,Full-time to the  The Fun Machine System .,363976,,,100,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,,,,,,,,,,,,,,,7301,DM68xk,,,,,,,,,,28368,,,,
147.3,0.6,162.2,NE7WY,"Newcastle, Mt Pisgah",WY,OPEN,,199.5,NNE,,147.3,147.9,162.2,Weston,On-Air,"Wide area: northeastern Wyoming, western South Dakota, into Nebraska and Montana.",Northeast Wyoming ARA,Tue at 20:00.,WRCG,,,,,,,,,,,,,,,"Full-time to  
        146.79000 (NE7WY) at Sundance, Warren Peak, WY .
 


Full-time to  
        147.36000 (NE7WY) at Gillette, Antelope Butte, WY .",,,,162.2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,146.2,K0HS,"Custer, Mt Coolidge",SD,OPEN,,199.5,NNE,,147.12,147.72,146.2,Custer,On-Air,"Custer State Pk, Eastern Custer Co 50 mi radius.",HSARC,,,,,,,,,,,,,,,,Hot Springs Amateur Radio Club,,,,,146.2,"Antenna and feed line upgraded, coverage improved.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,200,S,,447.975,442.975,100,Fremont,On-Air,"Canon City area. 
   Repeater Coverage Map",K0JSC,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",CCARC,,,,,http://www.k0jsc.com,Autopatch.,,,,,,,,,Full-time to the  The Fun Machine System .,363976,,,100,,,,,,,,,,,,,,,,7301,,,,,,,,,,,28368,,,Listen Live,
146.85,-0.6,146.2,KC0BXH,"Custer, Bear Mountain",SD,OPEN,,200.2,NNE,,146.85,146.25,146.2,Pennington,On-Air,"Wide area coverage, Sitting at 7200 ASL this repeater covers out 100 miles in most directions except north where the Black Hills block it some.  100 mi radius.",Northern Hills ARC,"Black Hills Club: Nightly Weather Net at 21:00 MT. 
SD Link: Wed at 21:00 CT/20:00 MT.",,,,,,NHARC Repeaters,WX,,,,,,,,,Full-time to the  Black Hills Repeater System .,,,,,"Linked system covers the Black Hills, Rapid City, Sturgis, Custer, Hot Springs, Newcastle and Sundance, WY.",,,,,,,,,,Black Hills Repeater System is hot all the time. When you key up one repeater the other key up. To tie in the SD Link repeaters for a short time use 7* to bring it up and 8* to bring it down. Bring it down when you're done using it.,,,,,,DN83du,,,,,,,,,,,,,,
145.34,-0.6,,NE7WY,Gillette,WY,OPEN,,200.3,N,,145.34,144.74,,Campbell,,,,,WRCG,,,,,North East Wyoming DStar,,,,,,,,,,,,,,,,Unknown,,NE7WY (C),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,123,NE7WY,"Gillette, Antelope Butte",WY,OPEN,,200.3,N,,147.36,147.96,123,Campbell,On-Air,Wide area.,CCARC,Tue at 20:00.,WRCG,,,,,,"Autopatch, e-power.",,,,,,,,,"Full-time to  
        147.30000 (NE7WY) at Newcastle, Mt Pisgah, WY .
 


Full-time to  
        146.79000 (NE7WY) at Sundance, Warren Peak, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.775,5,CC12 123.0,AD0BN,"Green River, Green River High School",WY,OPEN,,201.1,W,,444.775,449.775,123,Sweetwater,Testing,"Note: This repeater will operate in digital mode only. It may, however, be switched to analogue mode under special circumstances and will use a tone of 123/123. Digital repeater should provide portable coverage in the Green River area when operational. Repeater is not currently on-air but has been coordinated and is awaiting installation. Please use Talkgroup 2 and Timeslot 2 for local communications. Repeater uses color 12.",,,WRCG,,,,,,,,12,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,123,N0UGO,Ogallala,NE,OPEN,EI,201.6,ESE,,146.76,146.16,123,Keith,On-Air,,Charlie Allen,"Sun at 19:30. 
Wed at 20:00.",,,,,,,,,,,,,,,,,751985,,,,Linked to 146.940 in North Platte and 442.250 south of North Platte,,,,,,,,,,,,,,,7349,,,,,,,,,,,,,,,
146.67,-0.6,CSQ,N0UVP,Gordon,NE,OPEN,,202.1,E,,146.67,146.07,CSQ,Sheridan,Off-Air,,SHARC,,,,,,,,E-power.,,,,,,,,,,,,,CSQ,"Working on the transmitter, hope to be back on the air soon.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,107.2,,"Cedaredge, Grand Mesa",CO,OPEN,,203.6,SW,,447.35,442.35,107.2,Delta,,,Grand Mesa Repeater Assoc (GMRA),,CCARC,,,,,GMRA Repeaters,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,,W0VTL,Gunnison,CO,OPEN,,203.7,SSW,,147.12,147.72,,Gunnison,On-Air,,W0VTL,,CCARC,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,K5GF,Gunnison,CO,OPEN,,203.7,SSW,,449.95,444.95,,Gunnison,,,K5GF,,CCARC,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,136.5,W7BAR,"Vernal, Grizzly Ridge",UT,OPEN,,206.7,W,,147.04,147.64,136.5,Uintah,On-Air,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",Borderline ARC,,UVHFS,,,,,,E-power.,,,,,,,,,Full-time to the  Sinbad Desert (SDARC) System .,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,K7HEN,"Vernal, Grizzly Ridge",UT,OPEN,,206.7,W,,145.49,144.89,136.5,Uintah,On-Air,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.","W7BYU,  Borderline ARC",,UVHFS,,,,,,"Autopatch, 8,506', linked to (147.320).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0ALC,Cedaredge,CO,OPEN,,207.2,SW,,147.36,147.96,100,Delta,,,W0ALC,,CCARC,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,107.2,KC0QXX,"Cedaredge, Cedar Mesa",CO,OPEN,,207.2,SW,,147.195,147.795,107.2,Delta,,Local.,,,,,,,,,,,,,,,,,Colorado District 25 ARES,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,CC1,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,207.2,SW,,446.9125,441.9125,,Mesa,On-Air,"Grand Junction, I70",Bill Frost,,,,,,,,,,1,,,,,,,,,,,,Brandmeister network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,100,W0ALC,Cedaredge,CO,OPEN,,207.2,SW,,449.825,444.825,100,Delta,,,W0ALC,,CCARC,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.675,5,103.5,W7JRF,Thermopolis,WY,OPEN,,209.4,NW,,444.675,449.675,103.5,Hot Springs,,,,,WRCG,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,209.7,SE,,146.895,146.295,103.5,Kit Carson,On-Air,,Big Sandy ARC,,CCARC,,,,,,,,,,,,,,,,830619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,107.2,WA4HND,"Grand Junction, Grand Mesa",CO,OPEN,I,209.9,SW,,449.3,444.3,107.2,Mesa,On-Air,Wide Area I-70 West Rifle to Western Utah,,RACES Wed 1930 hrs,CCARC,,,,,http://www.gmra.org/,e-power Linked to GMRA Open System,,,,,,,,,,,,,107.2,Closed IRLP out,,,,,,,,,,,,,,,3710,,,,,,,,,,,,,,,
145.145,-0.6,103.5,W7BEQ,Ten Sleep,WY,OPEN,,210.5,NNW,,145.145,144.545,103.5,Washakie,On-Air,,,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,213.3,WSW,,447,442,107.2,Garfield,On-Air,Wide area.,,,CCARC,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,110.9,KG7KBJ,"Ten Sleep, Meadowlark Mountain",WY,OPEN,,213.5,NNW,,147.375,147.975,110.9,Washakie,On-Air,Big Horn basin.,WC EOC,,WRCG,,,,,,Linked to 444.925.,,,,,,,,,,,,,110.9,,,,,,,,,,,1111,,,,,,,,,,,,,,,,,,,,
449.9,-5,136.5,W7BAR,"Vernal, Uintah County EOC",UT,OPEN,I,215.1,WSW,,449.9,444.9,136.5,Uintah,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",Borderline Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,7705,,,,,,,,,,,,,,,
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,216.5,SW,,145.175,144.575,107.2,Mesa,On-Air,Greater grand Junction area.,,,CCARC,,,,,,"E-power,",,,,,,,,,,,,,,,,,,,,,,,,Standard IRLP node commands.,,,,,3161,,,,,,,,,,,,,,,
147.105,0.6,,K0SSI,Grand Junction,CO,OPEN,,220.2,SW,,147.105,147.705,,Mesa,On-Air,,K0SSI,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,W0GJT,Grand Junction,CO,OPEN,A,220.2,SW,,146.82,146.22,107.2,Mesa,On-Air,Wide area: North Western Colorado - South to Montrose and East on I-70.,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28515,,,,
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,220.2,SW,,449.775,444.775,173.8,Mesa,On-Air,,,,CCARC,,,,,,,,,,,,,,,,7572,,,88.5,,,,,,,,,,,,,,,,7573,,,,,,,,,,,,,,,
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,220.2,SW,,145.22,144.62,107.2,Mesa,,,KE0TY,,CCARC,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,220.2,SW,,449,444,,Mesa,On-Air,,KB0SW,,CCARC,,,,,,,,,,,,,,Grand Mesa Repeater Assoc,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,220.2,SW,,147.39,147.99,107.2,Mesa,,,KE0TY,,CCARC,,,,,,Linked.,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RED,Grand Junction,CO,OPEN,,220.2,SW,,446.775,441.775,,Mesa,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,KD0RED (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,,220.3,SW,,447.5,442.5,114.8,Mesa,,,KC0ARV,,CCARC,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,221.4,SW,,147.355,146.755,88.5,Mesa,On-Air,,Colorado Connection,,CCARC,,,,,,,,,,,,,,,Full-time to the  Colorado Connection System .,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.925,5,103.5,W7BEQ,Worland,WY,OPEN,I,222.2,NNW,,444.925,449.925,103.5,Washakie,,,,,WRCG,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,3044,,,,,,,,,,,,,,,
147.075,0.6,103.5,W7BEQ,Worland,WY,OPEN,,222.2,NNW,,147.075,147.675,,Washakie,On-Air,Local Worland,W7BEQ,,WRCG,,,Open ↑ / Open ↓,,,Linked to Meadowlark Mtn,,,,,,,,,,,,,,,,,,,,,,,,1111,,,,,,,,,,,,,,,,,,,,
147.57,0,146.2,WA0MFZ,Rapid City,SD,OPEN,I,224.3,NNE,,147.57,147.57,146.2,Pennington,On-Air,10,WA0MFZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IRLP:
Connect- [node nbr] / Disconnect- 73.",,,,,4044,,,,,,,,,,,,,,,
444.75,5,146.2,W0BLK,Rapid City,SD,OPEN,,225.7,NNE,,444.75,449.75,146.2,Pennington,Off-Air,,Black Hills ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.7,5,146.2,W0BLK,Rapid City,SD,OPEN,,225.7,NNE,,444.7,449.7,146.2,Pennington,On-Air,,,,,,,,,,,,,,,,,,,,,,,146.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,146.2,W0BLK,Rapid City,SD,OPEN,,225.7,NNE,,146.94,146.34,146.2,Pennington,On-Air,Covers Rapid City and surrounding area.,W0BLK Black Hills Amateur Radio Club,"Black Hills Club: Nightly Weather Net at 21:00 MT 
SD Link: Wed at 21:00 CT/20:00 MT",,,,,,http://www.w0blk.org,WX,,,,,,,,,Full-time to the  Black Hills Repeater System .,,,,,"Linked system covers the Black Hills, Rapid City, Sturgis, Custer, Hot Springs, Newcastle, and Sundance, WY.
Auto connects to the SD Link Wed at 8 pm MST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.5,0,CSQ,K0VVY,"Rapid City, NWS office",SD,OPEN,E,225.7,NNE,,147.5,147.5,CSQ,Pennington,On-Air,Rapid City,South Dakota School of Mines and Technology,,,,,,,,,,,,,,,,Rapid City National Weather Service,,457892,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,146.2,W0BLK,Rapid City,SD,OPEN,,225.7,NNE,,444.575,449.575,146.2,Pennington,On-Air,Good coverage.,W0BLK,,,,,,,,Remote base.,,,,,,,,,Full-time to the  Black Hills Repeater System .,,,,146.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.2,5,82.5,W0RE,Rapid City,SD,OPEN,,225.7,NNE,,444.2,449.2,82.5,Pennington,On-Air,,W0RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.825,5,103.5,W0BLK,Rapid City,SD,OPEN,,225.7,NNE,,444.825,449.825,103.5,Pennington,Off-Air,,NQ0F,,,,,,,,,,,,,,,,,,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.85,5,,W0RE,Rapid City,SD,OPEN,,225.7,NNE,,443.85,448.85,,Pennington,On-Air,,WØRE,,,,,,,,Portable Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,226.6,SW,,448.15,443.15,100,Mesa,On-Air,,,,CCARC,,,,,,,,,,,,,,,,312189,,,,,,,,,,,,,,,,,,,7963,,,,,,,,,,,,,,,
449.575,-5,131.8,WA4HND,"Grand Junction, Black Ridge",CO,OPEN,I,227.7,SW,,449.575,444.575,131.8,Mesa,On-Air,Grand Junction,,Wed RACES Net 1930 Hrs,CCARC,,,,,GMRA Repeaters,e-power. Linked to GMRA Open System,,,,,,,,Grand Mesa Repeater Assoc,,,,,131.8,Closed IRLP out,,,,,,,,,,,,,,,3710,,,,,,,,,,,,,,,
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,227.7,SW,,146.94,146.34,107.2,Mesa,On-Air,Grand Junction 30-50 mi,Western Colorado Amateur Radio Club,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,CCARC,,,,,http://w0rrz.org,E-power and autopatch for WCARC members,,,,,,,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,230.2,SSW,,146.79,146.19,107.2,Montrose,On-Air,,KC0UXX,,CCARC,,,,,,E-power.,,,,,,,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,230.2,SSW,,146.91,146.31,107.2,Montrose,On-Air,,,,CCARC,,,,,,E-Power,,,,,,,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,,KA1OTT,New Underwood,SD,OPEN,,237.7,NE,,146.97,146.37,,Pennington,On-Air,Very local coverage in and around town.,KA1OTT,"Black Hills Club: Nightly Weather Net at 21:00 MT.  
SD Link: Wed at 21:00 CT/20:00 MT.
This repeater may or may not have the nets on the air.",,,,,,,Linked to 146.970 and 146.850.,,,,,,,,,"Full-time to  
        146.94000 (W0BLK) at Rapid City, SD .",,,,,"This is very lower power local personal repeater. Linked system covers the Black Hills, Rapid City, Sturgis, Custer, Hot Springs, Newcastle and Sundance, WY.",,,,,,,,,,"Other commands may be used also.
Black Hills Repeater System is hot all the time. When you key up one repeater the other key up. To tie in the SD Link repeaters for a short time use 7* to bring it up and 8* to bring it down. Bring it down when you're done using it.",,,,,,,,,,,,,,,,,,,,
449.4,-5,131.8,KB0YNA,"Delta, Uncompahgre Butte",CO,OPEN,I,248.8,SW,,449.4,444.4,131.8,Mesa,On-Air,Wide area via links - Western Colorado - Eastern Utah,"WA4HND,  Grand Mesa Repeater Association",RACES Wed 1930 Hrs,CCARC,,,,,http://www.gmra.org,E-power.,,,,,,,,,Full-time to the  GMRA Open System .,,,,131.8,Closed IRLP out - Ask for a control op,,,,,,,,,,,,,,,3710,,,,,,,,,,,,,,,
147.33,0.6,103.5,KI7W,"Meeteetse, 3 Mile Hill",WY,OPEN,,257.6,NW,,147.33,147.93,103.5,Park,On-Air,,,,WRCG,,,,,,Linked to Cody (444.650).,,,,,,,,,"Full-time to  
        146.85000 (KI7W) at Cody, McCullough Peaks, WY .
 


Full-time to  
        146.61000 (KI7W) at Basin, WY .",,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,146.2,WA0VJR,Wallace,KS,OPEN,I,268.4,SE,,444.6,449.6,146.2,Wallace,On-Air,"US-40 
   Repeater Coverage Map",WA0VJR,,,,,,,,,,,,,,,,,,,,,,Dial 9335 to access K-Link,,,,,,,,,,,,,,,3148,,,,,,,,,,,,,,,
147.375,0.6,146.2,N0OMP,Philip,SD,OPEN,,274.4,NE,,147.375,147.975,146.2,Haakon,On-Air,40,SDARC,SD Link: Wed at 21:00CT/20:00 MT.,,,,,,http://www.sdlink.org,E-power.,,,,,,,,"Pierre ARC, SDPB",Full-time to the  SD Link System .,,,,,Linked to other SDARC repeaters across the state along interstates I-29 and I-90. The 10 largest towns in South Dakota are covered by the SD Link.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,88.5,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,275.7,SW,,146.76,146.16,88.5,Grand,On-Air,Moab and immediate surroundings.,Sinbad Desert ARC,,UVHFS,,,,,http://www.sdarc.us/repeaters/bald.html,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,107.2,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,275.8,SW,,449.1,444.1,107.2,Grand,On-Air,"Wide area: Moab and surrounding areas, including large portions of Arches and Canyonlands National Parks.",Grand Mesa Repeater Association (GMRA),RACES Wed. 1930 hours,UVHFS,,,,,GMRA Repeaters,8,,,,,,,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,88.5,K7QEQ,Moab,UT,OPEN,,282.3,SW,,146.9,146.3,88.5,Grand,On-Air,Moab and immediate surroundings.,Sinbad Desert ARC,,UVHFS,,,,,http://sdarc.us/repeaters/moab.html,"Closed autopatch, remote base, linked to Bald Mesa (146.760).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.175,5,156.7,K0WPM,Tribune,KS,OPEN,,282.7,SE,,442.175,447.175,156.7,Greeley,On-Air,,WKARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
