Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtscRxCode,DtcsPolarity,Mode,TStep,Comment,Distance,Downlink,Uplink,Uplink Tone,County,Call,Use,On-air,Coverage,Sponsor,Features,Coordination,Last update,,Links,Nets,Op Status,Downlink Tone,Notes,Feed,Web links,Affiliate,AllStar,EchoLink,IRLP,Commands,Grid,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Location Photo,YSF Digital Enabled,DG-ID,Mixed-Mode,P25 Digital Enabled,NAC,Default Reflector,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,WIRES-X,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Worldwide,North America,Local/Cluster,English,TAC 310,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA
214,K0UPSCN1UPS 449.250,449.25,-,5,TSQL,123,123,23,23,NN,FM,5,,68.3,449.2500,"444.2500  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",123.0,Elbert,K0UPS,OPEN,,"I-70 Limon, Co area.",K0UPS Club c/o N1UPS,Full duplex node.,CCARC,"2014-09-02   
     Please help us confirm this repeater!",,,,On-Air,123.0,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",,,,,3349 KC0HH-R,"3349 
          n/a",** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,WB0WDF 1287.700,1287.7,-,20,Tone,67,88.5,23,23,NN,FM,5,,69.3,1287.7000,"1267.7000  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",67.0,Teller,WB0WDF,OPEN,,,WB0WDF,,CCARC,"2012-06-18   
     Please help us confirm this repeater!",,,,Testing,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,RGARC 145.460,145.46,-,0.6,Tone,67,88.5,23,23,NN,FM,5,,69.3,145.4600,144.8600,67.0,Teller,WB0WDF,OPEN,,,WB0WDF,"E-power, 100% Solar",CCARC,"2012-06-15   
     Please help us confirm this repeater!",,,,On-Air,,,,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,MARC 147.015,147.015,+,0.6,Tone,107.2,88.5,23,23,NN,FM,5,,69.3,147.0150,147.6150,107.2,Teller,NX0G,OPEN,,,Mountain ARC,E-power.,CCARC,2016-11-17,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",MARC/PCRC: Tue at 19:30.,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,WB0WDF 224.940,224.94,-,1.6,Tone,67,88.5,23,23,NN,FM,5,,69.3,224.9400,223.3400,67.0,Teller,WB0WDF,OPEN,,,,,CCARC,"2012-06-18   
     Please help us confirm this repeater!",,,,Testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,WB0WDF 447.400,447.4,-,5,Tone,67,88.5,23,23,NN,FM,5,,69.3,447.4000,"442.4000  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",67.0,Teller,WB0WDF,OPEN,,,WB0WDF,"E-power, Solar, Remote Base",CCARC,"2012-06-15   
     Please help us confirm this repeater!",,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,CC 145.445,145.445,-,0.6,Tone,88.5,88.5,23,23,NN,FM,5,,71.2,145.4450,144.8450,88.5,Lake,KB0VJJ,OPEN,,,Colorado Connection,E-power (solar).,CCARC,"2013-06-14   
     Please help us confirm this repeater!",,Full-time to the  Colorado Connection System .,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",On-Air,,"At 13,685;, it is one of the highest 2-meter repeaters in North America.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,RMHR 448.200,448.2,-,5,,88.5,88.5,23,23,NN,DIG,5,,72.2,448.2000,"443.2000  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",,Morgan,W0FT,OPEN,,,,Mixed Mode,CCARC,2017-03-11,,Full-time to the  Colorado TRBO System .,,On-Air,,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",,Rocky Mountain Ham Radio,NEAHR,,,,,,,,,,,,,,,,,,,,,,7,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,2,,,,,,,,,
222,ECHO 146.610,146.61,-,0.6,Tone,107.2,88.5,23,23,NN,FM,5,,73.2,146.6100,146.0100,107.2,Eagle,K0RV,OPEN,,,ECHO,"11,250'.",CCARC,"2012-11-10   
     Please help us confirm this repeater!",,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,ECHO 449.900,449.9,-,5,TSQL,107.2,107.2,23,23,NN,FM,5,,73.9,449.9000,"444.9000  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",107.2,Eagle,N0AFO,OPEN,,,ECHO,,CCARC,"unverified. 
   
    Please help us confirm this repeater!",,,,Off-Air,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,ECHO 224.800,224.8,-,1.6,,88.5,88.5,23,23,NN,FM,5,,73.9,224.8000,223.2000,,Eagle,N0AFO,OPEN,Unknown,,ECHO,,CCARC,"2012-11-10   
     Please help us confirm this repeater!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,N0ZSN 147.240,147.24,+,0.6,TSQL,156.7,156.7,23,23,NN,FM,5,,77.2,147.2400,147.8400,156.7,Lake,N0ZSN,OPEN,,,,,CCARC,2016-06-30,,,,Off-Air,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,CC 147.075,147.075,+,0.6,TSQL,88.5,123,23,23,NN,FM,5,,77.3,147.0750,147.6750,88.5,Grand,KB0VJJ,OPEN,,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70.  Map,Colorado Connection,,CCARC,2016-05-23,,Full-time to the  Colorado Connection System .,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",On-Air,123.0,Part of the Colorado Connection system of Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,WZ0N 448.575,448.575,-,5,TSQL,103.5,103.5,23,23,NN,FM,5,,77.7,448.5750,"443.5750  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",103.5,Park,WZ0N,OPEN,,Western Park County,,,CCARC,2017-11-22,,"Full-time internet linked to  
        146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,Off-Air,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,RMHR 445.075,445.075,-,5,,88.5,88.5,23,23,NN,DIG,5,,77.8,445.0750,440.0750,,Eagle,N0SZ,OPEN,,,K2AD,,CCARC,2018-02-01,,,,On-Air,,,,http://www.rmham.org/,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,
229,CC 147.345,147.345,+,0.6,TSQL,88.5,123,23,23,NN,FM,5,,78.2,147.3450,147.9450,88.5,Eagle,KB0VJJ,OPEN,,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass.  Map,Colorado Connection,"9,500', e-power.",CCARC,2017-01-06,,Full-time to the  Colorado Connection System .,"Central Colorado Traffic Net: Daily at 19:3030 
Colorado Connection Net (All Welcome):  Thu at 20:00. 
Statewide ARES net: Sun at 20:00.",On-Air,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,ML 449.000,449,-,5,TSQL,67,67,23,23,NN,FM,5,,85.2,449.0000,"444.0000  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",67.0,Fremont,WB0WDF,OPEN,,,WB0WDF,"E-power (Solar, Wind)",CCARC,"2012-06-14   
     Please help us confirm this repeater!",,Full-time to the  Mega-Link System .,,On-Air,67.0,North of the Royal Gorge Bridge.,,Mega Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,RMH 446.738,446.7375,-,5,,88.5,88.5,23,23,NN,DIG,5,,85.6,446.7375,"441.7375  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",,Lincoln,K0RTS,OPEN,,"I-70  H-40  H-287  Arriba, Genoa, Hugo, Limon        50 mile radius",K0RTS KC0VJD,,CCARC,2016-01-31,,,,On-Air,,"Colorado on TG700 Slot 1
Denver on TG720 Slot 2",,,RMHam,,,,,,,,,,,,,,,,,,,,,,8,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,2,,,,,,,,,,
232,BSARC 147.060,147.06,+,0.6,Tone,103.5,88.5,23,23,NN,DIG,5,,86.4,147.0600,147.6600,103.5,Lincoln,KE0AE,OPEN,,"I-70, US-71, US-287, US-40, US-24",BSARC,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",CCARC,2018-04-04,,,Big Sandy Net: Wed 19:00,On-Air,,,,http://www.bigsandyradio.com/,,"42740 
   
     n/a",791116,"3794 
          n/a",,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,
233,WU7G 449.300,449.3,-,5,Tone,131.8,88.5,23,23,NN,FM,5,,90.1,449.3000,"444.3000  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",131.8,Laramie,WB7GR,OPEN,,,WU7G,,,2016-08-09,,,,On-Air,,,,,,,140284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,RGARC 53.030,53.03,-,1.7,TSQL,88.5,88.5,23,23,NN,FM,5,,90.2,53.0300,"51.3300  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",88.5,Fremont,WB0WDF,OPEN,,,WB0WDF,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",CCARC,"2012-07-10   
     Please help us confirm this repeater!",,,,On-Air,88.5,Split site Fremont peak transmitter and 8 mile mountain reciever.,,Http://www.qsl.net/rghc,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,RGARC 927.700,927.7,-,25,DTCS,88.5,88.5,114,114,NN,FM,5,,90.2,927.7000,"902.7000  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",D114,Fremont,KB0TUC,OPEN,,,Royal Gorge ARC,,CCARC,2017-03-11,,,,On-Air,D114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,RGARC 447.750,447.75,-,5,TSQL,103.5,103.5,23,23,NN,FM,5,,90.2,447.7500,442.7500,103.5,Fremont,WD0EKR,OPEN,,,RGARC,E-power (Bat),CCARC,2017-03-11,,,,On-Air,103.5,,,Royal Gorge Amateur Radio Club,,,,"3081 
          n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,RGARC 223.960,223.96,-,1.6,TSQL,103.5,103.5,23,23,NN,FM,5,,90.2,223.9600,222.3600,103.5,Fremont,WD0EKR,OPEN,,"Wide area. 
   Repeater Coverage Map",RGARC,"E-power (Bat), Remote Base",CCARC,2017-10-04,,,,On-Air,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,K0JSCC 447.250,447.25,-,5,TSQL,100,100,23,23,NN,FM,5,,90.2,447.2500,"442.2500  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",100.0,Fremont,K0JSC,OPEN,,"Wide from Custer County to Park County and Chaffee County to Pueblo County. 
   Repeater Coverage Map",,,CCARC,"2013-01-27   
     Please help us confirm this repeater!",,Full-time to the  The Fun Machine System .,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",On-Air,100.0,,Listen Live,K0JSC dot Com,,"28368 
   
     n/a",363976 CANONCTY,"7301 
          n/a",,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,RGARC 145.490,145.49,-,0.6,TSQL,103.5,103.5,23,23,NN,FM,5,,90.2,145.4900,144.8900,103.5,Fremont,WD0EKR,OPEN,,,Royal Gorge Amateur Radio Club,E-power (Bat),CCARC,2017-03-11,,,"RGARC Net: Wed at 19:00. 
ARES Net: Wed at 19:30.",On-Air,103.5,,,Royal Gorge Amateur Radio Club,Colorado ARES Region 5 District 1,,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,RMHR 446.738,446.7375,-,5,,88.5,88.5,23,23,NN,DIG,5,,90.2,446.7375,"441.7375  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",,Fremont,K0JSC,OPEN,,"Fremont county and state wide on Talk Slot 2.  40 mi radius. 
   Repeater Coverage Map",,IPSC Link to the Colorado network on Talk Slot 2.,CCARC,2017-03-11,,Full-time to the  Colorado TRBO System .,,On-Air,,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,,http://www.k0jsc.com,Rocky Mountain Ham Radio,,,,,DM78ii,,,,,,,,,,,,,,,,,7,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,
241,K7PFJ 449.938,449.9375,-,5,,88.5,88.5,23,23,NN,DIG,5,,91.4,449.9375,444.9375,,Laramie,K7PFJ,OPEN,,,,,WRCG,2018-01-29,,Full-time to the  Rocky Mountain Ham System .,,On-Air,,,,https://www.rmham.org/wordpress/,,,,,,,,,,,,,,,,,,,,,,,7,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,2,,,,,,,,,
242,K0JSC 447.975,447.975,-,5,TSQL,100,100,23,23,NN,FM,5,,91.4,447.9750,"442.9750  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",100.0,Fremont,K0JSC,OPEN,,"Canon City area. 
   Repeater Coverage Map",K0JSC,Autopatch.,CCARC,2017-03-11,,Full-time to the  The Fun Machine System .,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",On-Air,100.0,,Listen Live,http://www.k0jsc.com,,"28368 
   
     n/a",363976 CANONCTY,"7301 
          n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,BSAR 449.900,449.9,-,5,Tone,107.2,88.5,23,23,NN,FM,5,,92.3,449.9000,"444.9000  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",107.2,Lincoln,N1FSX,OPEN,,,,,CCARC,"2012-07-20   
     Please help us confirm this repeater!",,,,On-Air,,,,,BSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PHC 146.790,146.79,-,0.6,Tone,88.5,88.5,23,23,NN,FM,5,,95.9,146.7900,146.1900,88.5,Pueblo,ND0Q,OPEN,,Wide area.,Pueblo HC,E-power.,CCARC,"2015-04-15   
     Please help us confirm this repeater!",,,,On-Air,CSQ,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PHC 447.950,447.95,-,5,Tone,88.5,88.5,23,23,NN,FM,5,,95.9,447.9500,"442.9500  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",88.5,Pueblo,ND0Q,OPEN,,Wide area.,Pueblo Ham Club,E-power.,CCARC,2015-08-06,,,,On-Air,,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PHC 224.260,224.26,-,1.6,Tone,88.5,88.5,23,23,NN,FM,5,,95.9,224.2600,222.6600,88.5,Pueblo,ND0Q,OPEN,,Wide area.,Pueblo Ham Club,E-power.,CCARC,"2013-05-07   
     Please help us confirm this repeater!",,,,Off-Air,CSQ,,,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,CLARA 146.745,146.745,-,0.6,Tone,100,88.5,23,23,NN,FM,5,,96,146.7450,146.1450,100.0,Chaffee,W0LSD,OPEN,,,CLARA,E-power.,CCARC,2018-03-12,,,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,SWARC 146.775,146.775,-,0.6,Tone,114.8,88.5,23,23,NN,FM,5,,96.1,146.7750,146.1750,114.8,Laramie,KC7SNO,OPEN,,,Shy-Wy Amateur Radio Club,"E-power, WX.",WRCG,2017-01-04,,"Full-time to  
        147.16500 (KC7SNO) at Albin, WY .","Weather Net: Daily at 06:45. 
Shy-WY ARC: Sun at 07:00.",On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,N7EMA 447.025,447.025,-,5,,88.5,88.5,23,23,NN,FM,5,,96.1,447.0250,"442.0250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",,Laramie,N7EMA,OPEN,Unknown,,,,WRCG,2017-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,CC 145.160,145.16,-,0.6,TSQL,88.5,123,23,23,NN,FM,5,,96.7,145.1600,144.5600,88.5,Jackson,KB0VJJ,OPEN,,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",Colorado Connection,"8,610'.",CCARC,2017-01-06,,Full-time to the  Colorado Connection System .,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",On-Air,123.0,Part of the Colorado Connection system of repeaters.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,N7JJY 449.900,449.9,-,5,TSQL,100,100,23,23,NN,FM,5,,97.2,449.9000,"444.9000  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",100.0,Laramie,N7JJY,OPEN,,From 5 miles to 25 miles,N7JJY,,,2017-01-04,,,,On-Air,100.0,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,KC7DHF 448.950,448.95,-,5,Tone,151.4,88.5,23,23,NN,FM,5,,97.2,448.9500,"443.9500  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",151.4,Laramie,KC7DHF,OPEN,,Local,,,WRCG,2017-01-04,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,N7GT 145.235,145.235,-,0.6,Tone,114.8,88.5,23,23,NN,FM,5,,97.2,145.2350,144.6350,114.8,Laramie,KB7SWR,OPEN,,Local: Cheyenne.,N7GT,,WRCG,2017-01-04,,"Full-time to  
        448.15000 (KB7SWR) at Cheyenne, WY .",,On-Air,,25 watts.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,KC7SNO 147.105,147.105,+,0.6,Tone,114.8,88.5,23,23,NN,FM,5,,97.2,147.1050,147.7050,114.8,Laramie,KC7SNO,OPEN,,,,,WRCG,2017-01-04,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,KB7SWR 448.150,448.15,-,5,Tone,100,88.5,23,23,NN,FM,5,,98.4,448.1500,"443.1500  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",100.0,Laramie,KB7SWR,OPEN,,,KB7SWR,,WRCG,2017-01-04,,"Full-time to  
        145.23500 (KB7SWR) at Cheyenne, WY .",,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,RMHR 448.175,448.175,-,5,,88.5,88.5,23,23,NN,DIG,5,,98.5,448.1750,443.1750,,Morgan,W0FT,OPEN,,,W0FT,,CCARC,2018-02-01,,,,On-Air,,,,http://www.rmham.org/,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,
257,CC 145.400,145.4,-,0.8,TSQL,88.5,123,23,23,NN,FM,5,,98.5,145.4000,144.6000,88.5,Washington,KB0VJJ,OPEN,,Northeastern plains of Colorado.,Colorado Connection,,CCARC,2015-11-19,,Full-time to the  Colorado Connection System .,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",On-Air,123.0,Part of the Colorado Connection system of repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,KD0QPG 446.975,446.975,-,5,,88.5,88.5,23,23,NN,DIG,5,,99.2,446.9750,"441.9750  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",,Chaffee,KD0QPG,OPEN,,,Crestone Amateur Radio Emergency Services,,CCARC,"2013-07-06   
     Please help us confirm this repeater!",,,,On-Air,,,,KD0QPG,Crestone Amateur Radio Emergency Services,,,,,,,,,,,,,,,,,,,KD0QPG (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,
259,RMHAM 446.813,446.8125,-,5,,88.5,88.5,23,23,NN,DIG,5,,99.2,446.8125,"441.8125  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",,Chaffee,N0SZ,OPEN,,,RMHAM,,,"2015-01-13   
     Please help us confirm this repeater!",,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,
260,K0JSC 448.975,448.975,-,5,TSQL,100,100,23,23,NN,FM,5,,100.2,448.9750,443.9750,100.0,Pueblo,K0JSC,OPEN,,,,,CCARC,2017-03-11,,Full-time to the  The Fun Machine System .,,On-Air,100.0,Off air.  Will return to service,Listen Live,http://www.k0jsc.com,,"28368 
   
     n/a",363976 CANONCTY,"7301 
          n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,CH 147.000,147,+,0.6,,88.5,88.5,23,23,NN,FM,5,,100.9,147.0000,147.6000,,Pueblo,NE0Z,PRIVATE,,,Carl Higbee,,CCARC,"2014-02-26   
     Please help us confirm this repeater!",,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,CMRGR 145.295,145.295,-,0.6,Tone,107.2,88.5,23,23,NN,FM,5,,104,145.2950,144.6950,107.2,Chaffee,KC0CVU,OPEN,,Wide area.,Cheyenne Mtn Repeater Group,,CCARC,"2015-01-30   
     Please help us confirm this repeater!",,,,On-Air,,,,CMRG Repeaters,,,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,CMRGR 449.650,449.65,-,5,Tone,107.2,88.5,23,23,NN,FM,5,,104.6,449.6500,444.6500,107.2,Chaffee,KC0CVU,OPEN,,Wide area.,,E-power.,CCARC,2018-01-15,,,,On-Air,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,CARES 449.925,449.925,-,5,TSQL,103.5,103.5,23,23,NN,FM,5,,104.6,449.9250,"444.9250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",103.5,Chaffee,WZ0N,OPEN,,"Upper Arkansas and Platte Rivers, and the SLV",,E-power (Bat),CCARC,"2013-07-05   
     Please help us confirm this repeater!",,,,On-Air,103.5,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,,,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,K0JSCCOM 449.975,449.975,-,5,TSQL,100,100,23,23,NN,FM,5,,104.8,449.9750,"444.9750  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",100.0,Chaffee,K0JSC,OPEN,,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,,"2 meter Remote Base, E-Power (Bat) 3 Voted Recievers, Simulcast Transmitter Sites",CCARC,2017-03-11,,Full-time to the  The Fun Machine System .,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",On-Air,100.0,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,,K0JSC.COM,,"28368 
   
     n/a",363976 CANONCTY,"7301 
          n/a",,DM68xk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,RFARC 447.050,447.05,-,5,TSQL,136.5,136.5,23,23,NN,FM,5,,105.5,447.0500,"442.0500  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",136.5,Pitkin,K0VQ,OPEN,,Aspen-Snowmass areas.,Roaring Fork Amateur Repeater Cooperative,,CCARC,"2012-11-10   
     Please help us confirm this repeater!",,,,On-Air,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
