Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Coordination,Last update,YSF Digital Enabled,DG-ID,Features,Mixed-Mode,Web links,D-STAR Enabled,Node,Sources,Links,Affiliate,EchoLink,IRLP,AllStar,Notes,Grid,Nets,Feed,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,WIRES-X,Location Photo,Commands,On-air,Worldwide,North America,Local/Cluster,P25 Digital Enabled,NAC,Default Reflector,Talkgroup Network,Denver Regional,Northern Colorado,English,TAC 310,DCI Bridge,Texas,COMM 1,Texas/Oklahoma Regional USA,Europe,Southwest USA,NORCAL 1,NORCAL 5150,Local or Reflector,UA English 1,UA English 2,CAL 1,Hytera USA,Parrott,Audio Test,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Amarillo WIRES-X
147.27,0.6,127.3,KB5ITT,"Silverton, Engineer Mountain",CO,OPEN,,185,WNW,,147.27,147.87,127.3,,San Juan,On-Air,Wide area.,KB5ITT,CCARC,,,,E-power.,,,,,,,Durango ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,156.7,N0OMC,Lakin,KS,OPEN,,185,E,,146.985,146.385,156.7,156.7,Kearney,On-Air,"Kearny, Finney and Scott Counties",N0OMC,Kansas Repeater Council,,,,E-power,,,,,,,,,,,Linked full time to the Garden City 146.910 and Scott City 146.700 repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292.3,-20,,KF5VBD,"Bloomfield, Harris Mesa",NM,CLOSED,,185.3,W,,1292.3,1272.3,,,San Juan,On-Air,,San Juan County,NMFCC,,,,,,,,KF5VBD (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,100,NM5SJ,"Nebo, Cedar Hill",NM,OPEN,,185.3,W,,147.06,147.66,100,,San Juan,On-Air,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,185.4,NNW,,446.7875,441.7875,,,Jefferson,On-Air,,Denver Radio Club,CCARC,,,,,,http://www.w0tx.org/,,,,,Brandmeister Network,,,,,,,,,1,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,185.4,NNW,,927.8375,902.025,,,Jefferson,On-Air,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills.,,CCARC,,,,,,,,,,,,,,45770,The offset is -25.8125,,,,,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.9,-1.6,,KB5UGU,Albuquerque,NM,OPEN,E,185.5,SW,,223.9,222.3,,,Bernalillo,On-Air,,,,,,,"E-power (solar), Autopatch, Remote base.",,,,,,,,87120,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,185.7,NNW,,448.85,443.85,88.5,88.5,Jefferson,On-Air,"Denver metro, central front range",Aurora Repeater Assoc,CCARC,,,,e-power.,,ARA Repeaters,,,,,,,,,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,185.7,NNW,,145.22,144.62,103.5,103.5,Jefferson,On-Air,Wide area.,Rocky Mtn Radio League,CCARC,,,,8,Yes; analog capable.,Repeater,,,,,,,,,Talk-Group of $FFFF.,,,,,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,185.7,NNW,,147.15,147.75,100,100,Jefferson,On-Air,"Denver metro, central front range",Aurora Repeater Assoc (ARA),CCARC,,,,e-power,,ARA Repeaters,,,,"Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",,,,,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,185.7,NNW,,224,222.4,103.5,103.5,Jefferson,On-Air,,Rocky Mountain Radio League,CCARC,,,,8,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,185.7,NNW,,224.74,223.14,88.5,88.5,Jefferson,On-Air,,Aurora Repeater Assoc,CCARC,,,,e-power,,ARA Repeaters,,,,,,,,,,,ARA: Wed at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,185.7,NNW,,449.75,444.75,103.5,103.5,Jefferson,On-Air,,Rocky Mtn Radio League,CCARC,,,,8,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,131.8,KC5EVE,Durango,CO,OPEN,,186,W,,448.625,443.625,131.8,131.8,La Plata,On-Air,Wide area.,KC5EVE,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,186,NNW,,449.05,444.05,107.2,107.2,Denver,On-Air,Wide area.,WG0N,CCARC,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.525,5,100,K5PRN,"Albuquerque, UNM Campus",NM,OPEN,,186.1,SW,,442.525,447.525,100,,Bernalillo,On-Air,,KE5LOH,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,K0EP,Durango,CO,OPEN,,186.1,W,,449.85,444.85,100,100,La Plata,On-Air,,DARC,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.65,5,CC1,NM5SH,Albuquerque,NM,OPEN,,186.1,SW,,443.65,448.65,,,Bernalillo,On-Air,Albuquerque Metro,NM5SH,NMFCC,,,,Brandmeister,,NM5SH QSL.net,,,,,,,,,,DM65pd,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,186.6,N,,449.3,444.3,100,,Adams,On-Air,,N1UPS,CCARC,,,,,,,,,,,,43699,3699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,71.9,K5FIQ,"Albuquerque,  Op Ctr",NM,OPEN,,186.7,SW,,449.55,444.55,71.9,,Bernalillo,On-Air,,Upper Rio FM Soc,NMFCC,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,67,NM5ML,"Bloomfield, Harris Mesa",NM,OPEN,,186.7,W,,147.28,147.88,67,,San Juan,On-Air,Wide area.,,NMFCC,,,,6,,,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,67,K5FIQ,"Albuquerque,  Op Ctr",NM,OPEN,,186.7,SW,,449.8,444.8,67,,Bernalillo,On-Air,,Upper Rio FM Soc,NMFCC,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,67,K5FIQ,"Albuquerque, Op Ctr",NM,OPEN,,186.7,SW,,146.9,146.3,67,,Bernalillo,On-Air,Wide area.,Upper Rio FM Society,NMFCC,,,,5,,,,,,"Full-time to  
        147.06000 (K5FIQ) at Clines Corners, Tapia Mesa, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,,W5URR,"Albuquerque, Op Center",NM,OPEN,,186.7,SW,,449.45,444.45,,,Bernalillo,On-Air,,The Upper Rio FM Society,NMFCC,,,,,,http://www.urfmsi.org,,W5URR (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,KB5ITS,"Bloomfield, Harris mesa",NM,OPEN,,186.9,W,,147.1,147.7,100,,San Juan,On-Air,,San Juan connection,NMFCC,,,,,,http://www.sjcham.com,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,100,KB5ZFA,Fort Sumner,NM,OPEN,,186.9,S,,147.14,147.74,100,,Debaca,On-Air,Wide area.,,NMFCC,,,,4,,,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.01,0,,W5SCA,"Albuquerque, Sandia Crest",NM,OPEN,,187.5,SW,,145.01,145.01,,,Bernalillo,,wide-area,Sandoval County Amateur Radio Emergency Service,,,,,Packet node W5SCA-11,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.5,-5,123,KE5XE,Albuquerque,NM,OPEN,,187.5,SW,,443.5,438.5,123,,Bernalillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.45,5,67,K5FIQ,"Albuquerque, Northern Sandia Mountain Top",NM,OPEN,,187.5,SW,,442.45,447.45,67,67,Bernalillo,On-Air,,Upper Rio Grande FM Society,,,,,"FM, Autopatch",,http://www.urfmsi.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,100,WA5IHL,"Albuquerque, Sandia Mnts",NM,OPEN,,187.5,SW,,145.29,144.69,100,,Bernalillo,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,KB5ITS,"Durango, Smelter Mountain",CO,OPEN,,187.5,W,,147.135,147.735,100,100,La Plata,On-Air,,,CCARC,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,187.7,NW,,447.05,442.05,136.5,136.5,Pitkin,On-Air,Aspen-Snowmass areas.,Roaring Fork Amateur Repeater Cooperative,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,189.5,N,,147.045,147.645,123,CSQ,Adams,On-Air,,Northglenn RA,CCARC,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.05,5,100,K5BIQ,"Albuquerque, West Mesa",NM,OPEN,A,190.2,SW,,442.05,447.05,100,100,Bernalillo,On-Air,,BERNCO OEM,NMFCC,,,,,,http://bc-ares.org/wordpress/,,,,,,,,28828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,88.5,W5WX,Amarillo,TX,OPEN,,191.4,SE,,146.94,146.34,88.5,,Potter,On-Air,Amarillo and points north.,Panhandle Amateur Radio Club,TVHFS,,,Open ↑ / Open ↓,,Yes; analog capable.,,,,,,ARRL,,,,,,Panhandle Amateur Information Net (PAIN): Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,192.6,WNW,,447.2,442.2,107.2,107.2,Montrose,On-Air,Delta/Montrose,,CCARC,,,,9,,GMRA Repeaters,,,,Full-time to the  GMRA Open System .,Grand Mesa Repeater Assoc,,3710,,Closed IRLP out - Ask for a control op,,RACES Net Wed at 1930 Hrs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,,192.6,WNW,,448.65,443.65,,151.4,Montrose,On-Air,Wide area.,KB0YNA,,,,,,,,,,,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,192.7,N,,449.825,444.825,103.5,,Boulder,On-Air,Along the foothills and into Boulder where the 94 repeater is shadowed.,Rocky Mountain Radio League,CCARC,,,,6,,Repeater,,,,,,,,,,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,192.7,N,,448.925,443.925,131.8,,Boulder,On-Air,,W0LMA,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC1,WA5IHL,Albuquerque,NM,OPEN,,193.1,SW,,442.25,447.25,,,Bernalillo,On-Air,Albuquerque,,NMFCC,,,,,,http://www.aztrbonet.com/MinimalNetwatch,,,,,,,,,,,,,,1,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,1,1,,,,,AZ-TrboNet,,,1,2,2,,,,2,2,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,193.5,NW,,146.67,146.07,107.2,,Pitkin,On-Air,Wide area.,Ski Country ARC,CCARC,,,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,,W5WDR,Stinnett,TX,OPEN,W,193.5,SE,,444.8,449.8,,,Hutchinson,On-Air,"Covers 55 mile radius of Borger, Texas (approximately).",Hutchinson County ARC,,,,Open ↑ / Open ↓,,,,,,,"Full-time to  
        444.30000 (W5JTC) at Amarillo, TX .",Panhandle Emergency Radio Service,,,,Linked,,Golden Spread Amateur Information Net. Tuesdays 6:30 pm Central,,,,,,,,21379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.4375,5,CC14,KE5CJ,Stinnett,TX,OPEN,,193.5,SE,,443.4375,448.4375,,,Hutchinson,On-Air,Wide Area,,,,,,,,DMR MARC,,,,,,,,,Time Slot #1 - Group Call 3 = DMR-MARC North America Time Slot #1 - Group Call 3777215= TRBO-6 Time Slot #1 - Group Call 3148= TX Statewide Time Slot #2 - Group Call 10 = West Texas Local,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,K0EP,"Durango, Eagle Pass",CO,OPEN,,193.8,W,,146.67,146.07,100,,La Plata,On-Air,Wide area.,Durango ARC,CCARC,,,,11,,DARC Repeaters,,,,"Part-time to  
        147.37500 (KB5ITS) at Silverton, Kendall Mountain, CO .",,,,,Linked active in the summer months only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,107.2,KB5ITS,Aztec,NM,OPEN,,194.1,W,,447.45,442.45,107.2,,San Juan,On-Air,,KB5ITS,NMFCC,,,,"E-power, remote base.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,NM5SJ,Aztec,NM,OPEN,,194.1,W,,146.74,146.14,100,,San Juan,On-Air,,Totah ARC,NMFCC,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,KB5ITS,"Aztec, Tank Mtn",NM,OPEN,,194.2,W,,146.88,146.28,100,,San Juan,On-Air,,,NMFCC,,,,,,http://www.sjcham.com,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,,194.2,W,,145.37,144.77,100,100,La Plata,On-Air,,,CCARC,,,,E-power.,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC1,N5UBJ,Aztec,NM,OPEN,,194.2,W,,442.25,447.25,,,San Juan,On-Air,,,NMFCC,,,,,,http://www.aztrbonet.com/MinimalNetwatch,,,,,,,,,,,,,,1,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,1,1,,,,,AZ-TrboNet,,,1,2,2,,,,2,2,,,,,,,,,,,,,,,
1291.1,-20,,KF5VBE,Aztec,NM,CLOSED,,194.3,W,,1291.1,1271.1,,,Bernalillo,On-Air,,San Juan County,NMFCC,,,,DV only,,,,KF5VBE (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,194.3,NNW,,145.31,144.71,88.5,123,Gilpin,On-Air,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",Colorado Connection,CCARC,,,,10,,,,,,Full-time to the  Colorado Connection System .,,,,,"Split tone.  The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,194.3,NNW,,449.225,444.225,141.3,141.3,Gilpin,On-Air,Wide area.,Rocky Mountain Ham Radio (RMHR),CCARC,,,,Emergency Power,,,,,,,,,,,"Emcomm Affiliated, Open repeater",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,,KF5VBE,Farmington,NM,OPEN,,194.5,W,,145.115,144.515,,,San Juan,On-Air,,,,,,,,,,,KF5VBE (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,100,K5WXI,Bloomfield,NM,OPEN,,194.9,W,,146.92,146.32,100,,San Juan,On-Air,,San Juan County OEM,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,127.3,KB5ITS,Bloomfield,NM,OPEN,,195,W,,448.65,443.65,127.3,,San Juan,On-Air,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,88.5,N5DFQ,Spearman,TX,OPEN,,195.2,SE,,442,447,88.5,,Hansford,,,Dustbowl Amateur Radio Club,TVHFS,,,,"E-power, linked, WX.",,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.2,5,88.5,KC5WBK,Spearman,TX,OPEN,,195.2,SE,,443.2,448.2,88.5,,Hansford,On-Air,,KY5C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,88.5,N5DFQ,Spearman,TX,OPEN,,195.2,SE,,147.04,147.64,88.5,,Hansford,,,Dustbowl Amateur Radio Club,TVHFS,,,,"E-power, linked, WX.",,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,67,NM5ML,Melrose,NM,OPEN,,195.4,SSE,,147.28,147.88,67,,Curry,On-Air,Wide area.,Mega-Link,NMFCC,,,,4,,,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,196.1,NNW,,146.61,146.01,107.2,,Eagle,On-Air,,ECHO,CCARC,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,196.4,N,,447.625,442.625,100,,Adams,On-Air,Local/North Metro,Intermountain Repeater Group,,,,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.1,5,141.3,K0ECT,Liberal,KS,OPEN,,196.9,ESE,,443.1,448.1,141.3,,Seward,On-Air,Local,SPARK,Kansas Repeater Council,,,,Autopatch,,http://skect.org/default.aspx,,,,Full-time to the  SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.805,-0.6,103.5,W0KKS,Liberal,KS,OPEN,,196.9,ESE,,146.805,146.205,103.5,103.5,Seward,On-Air,Local,Southern Plains ARC,Kansas Repeater Council,,,,Autopatch,,http://spark-ks.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,KD0RG,Hudson,CO,OPEN,E,197.1,N,,449.925,444.925,114.8,114.8,Weld,On-Air,,KD0RG,CCARC,,,,,,,,,,,K0UPS Club,448035,,,,DN70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,197.4,NNW,,224.6,223,100,,Gilpin,,,W0RM,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.475,5,88.5,W5WX,Amarillo,TX,OPEN,,197.9,SE,,444.475,449.475,,,Randall,On-Air,,Panhandle Amateur Radio Club,TVHFS,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,88.5,W5WX,Amarillo,TX,OPEN,,197.9,SE,,147.34,147.94,,,Randall,On-Air,,Panhandle Amateur Radio Club,TVHFS,,,Open ↑ / Open ↓,,,,,,,,ARRL,,,,,,PARC Before Dark Net: Weekdays 17:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,198.1,N,,447.3,442.3,107.2,,Weld,On-Air,,,CCARC,,,,,,,,,,,,405804,3887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,KB0YNA,"Telluride, Gray Head",CO,OPEN,I,198.4,WNW,,449.7,444.7,107.2,107.2,San Miguel,On-Air,Wide Area via links - Western Colorado - Eastern Utah,Grand Mesa Repeater Association ( GMRA ),CCARC,,,,E-power.,,,,,,Full-time to the  GMRA Open System .,,,3710,,Closed IRLP out - Ask for a control Op,,RACES: Wed at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,198.5,NNW,,146.61,146.01,100,,Boulder,Off-Air,,Boulder Amateur Radio Club,CCARC,,,,,,,,,,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,198.5,NNW,,448.9,443.9,100,,Boulder,On-Air,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",Boulder ARC,CCARC,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,100,AB1Q,Isleta Pueblo,NM,OPEN,,198.5,SW,,147.04,147.64,100,,Bernalillo,Off-Air,,AB1Q,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,198.5,NNW,,146.7,146.1,100,,Boulder,On-Air,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",Boulder Co ARC,CCARC,,,,6,,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,198.6,NNW,,449.9,444.9,107.2,107.2,Eagle,Off-Air,,ECHO,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,198.6,NNW,,224.8,223.2,,,Eagle,Off-Air,,ECHO,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.15,5,100,AB1Q,"Albuquerque, Isleta Pueblo",NM,OPEN,,198.7,SW,,442.15,447.15,100,,Bernalillo,Off-Air,,AB1Q,NMFCC,,,,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
