Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Last update,Downlink Tone,Coverage,AllStar,Sponsor,Notes,Coordination,Grid,Affiliate,Links,Web links,Features,EchoLink,IRLP,Nets,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,On-air,Location Photo,Feed,Denver Regional,Mixed-Mode,Commands,YSF Digital Enabled,DG-ID,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Local/Cluster,Northern Colorado,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,N. Colorado,Worldwide English,Mountain Reg USA
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,161.3,NW,yes,146.94,146.34,107.2,Mesa,On-Air,yes,107.2,Grand Junction 30-50 mi,,Western Colorado Amateur Radio Club,,CCARC,,,,http://w0rrz.org,E-power and autopatch for WCARC members,,,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.4,5,100,K5AKW,"Placitas, Sandia Peak",NM,OPEN,,162,S,yes,443.4,448.4,100,Sandoval,On-Air,yes,,,,Sandia Vista ARC,,NMFCC,,,,http://sandiavista.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,162.4,NNE,yes,449.15,444.15,,Arapahoe,On-Air,yes,,,,Colorado Amateur Repeater Network (CARN),,CCARC,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,162.6,NE,yes,147.105,147.705,107.2,Elbert,On-Air,yes,107.2,"I-70, E. Arapahoe, Elbert, Lincoln Counties",,ARES of Douglas and Elbert Counties,,CCARC,,Colorado Repeater Association,"Full-time to  
        448.42500 (W0CRA) at Larkspur, Westcreek, CO .",http://www.w0cra.org/,Linked to CRA 447.150 - Conifer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,163.7,NNE,yes,448.4,443.4,94.8,Arapahoe,On-Air,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,163.7,NNE,yes,448.5,443.5,100,Denver,On-Air,yes,,Greater Denver area.,,Castle Rock Repeater Group,,CCARC,,,"Full-time to  
        145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,163.7,NNE,yes,448.275,443.275,156.7,Arapahoe,On-Air,yes,,,,W0BG,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,163.7,NNE,yes,448.825,443.825,,Arapahoe,On-Air,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,30584,,,,,,,,,
147.08,0.6,100,NM5SC,"Placitas, La Madera",NM,OPEN,A,163.9,S,yes,147.08,147.68,100,Sandoval,On-Air,yes,,"Wide area: Sandia Mtns, Edgewood, Moriarty, Madrid, Golden.",28176,Sandoval County ARES,25,NMFCC,,ARRL,,http://www.nmscares.org,"Linked, e-power.",,,Sandoval County ARES: Mon at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,164.5,N,yes,147.075,147.675,88.5,Grand,On-Air,yes,123,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70.  Map,,Colorado Connection,Part of the Colorado Connection system of Repeaters,CCARC,,,Full-time to the  Colorado Connection System .,,,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,165.1,NNE,yes,449.3,444.3,100,Adams,On-Air,yes,,,,N1UPS,,CCARC,,,,,,43699,3699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,165.2,E,yes,449.9,444.9,107.2,Lincoln,On-Air,yes,,,,,,CCARC,,BSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.35,5,100,WA5OLD,Rio Rancho,NM,OPEN,,166.7,S,yes,442.35,447.35,100,Sandoval,On-Air,yes,,,,WA5OLD,,NMFCC,,,,,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.75,5,162.2,KC5IPK,Rio Rancho,NM,OPEN,EI,167.5,S,yes,442.75,447.75,162.2,Sandoval,On-Air,yes,,"Rio Rancho, Albuquerque, Corrales.",,KC5IPK,,NMFCC,,,,,E-power.,214956,7855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,167.5,S,yes,443,448,100,Sandoval,On-Air,yes,,Rio Rancho and parts of Santa Fe.,27750,Sandoval Co ARES,,NMFCC,,RACES.,"Full-time to  
        147.10000 (NM5RR) at Rio Rancho, Rainbow, NM .",http://www.nmscares.org,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,167.5,S,yes,147.1,147.7,100,Sandoval,On-Air,yes,100,,27749,Sandoval Co ARES,,NMFCC,,,"Full-time to  
        443.00000 (NM5RR) at Rio Rancho, Rainbow, NM .",http://www.nmscares.org,"E-power, remote base, Linked to 443.100 and 147.080.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,167.8,N,yes,146.82,146.22,123,Grand,,yes,,,,GCARA,,CCARC,,,,,E-power.,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,167.8,N,yes,446.875,441.875,,Clear Creek,On-Air,yes,,,,,,,,RMHAM,,http://www.rmham.org,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,169,NNE,yes,146.7,146.1,100,Boulder,On-Air,yes,,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",,Boulder Co ARC,,CCARC,,,,BARC Repeaters,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,169.1,NNE,yes,448.9,443.9,100,Boulder,On-Air,yes,,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",,Boulder ARC,,CCARC,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,169.1,NNE,yes,146.61,146.01,100,Boulder,Off-Air,yes,,,,Boulder Amateur Radio Club,,CCARC,,,,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,169.2,NNE,yes,449.825,444.825,103.5,Boulder,On-Air,yes,,Along the foothills and into Boulder where the 94 repeater is shadowed.,,Rocky Mountain Radio League,,CCARC,,,,Repeater,6,,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,169.2,NNE,yes,448.925,443.925,131.8,Boulder,On-Air,yes,,,,W0LMA,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.2,5,CC1,N5QD,Corrales,NM,OPEN,,169.3,S,yes,443.2,448.2,,Sandoval,On-Air,yes,,,,,,,,,,http://brandmeister.network/?page=repeater&amp;id=313513,Brandmeister,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,169.3,NNE,yes,147.045,147.645,123,Adams,On-Air,yes,CSQ,,,Northglenn RA,,CCARC,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.375,5,100,WA5IHL,"Las Vegas, Mesa Apache",NM,CLOSED,,169.9,SSE,yes,444.375,449.375,100,San Miguel,On-Air,yes,,Wide area.,,JPARA,,NMFCC,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.4,5,CC4,KG5SLG,"Rio Rancho, NM 528 and Corrales Rd",NM,OPEN,,169.9,S,yes,442.4,447.4,,Sandoval,On-Air,yes,,"Rio Rancho, Bernalillo,Albuquerque and plus Northeast heights of Albuquerque",,,Dmr color code 4,NMFCC,,,,,"Brandmeister, DMR CC 4, D-Star, Fusion",,,,,,,yes,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,K0GUR,"Denver, Green Valley Ranch",CO,OPEN,EA,170,NNE,yes,448.15,443.15,141.3,Denver,On-Air,yes,141.3,"Small coverage of the East Denver area SW of DIA. 
   Repeater Coverage Map",29436,K0GUR,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list.  The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,CCARC,DM79pt,,Full-time to the  The Fun Machine System .,k0jsc.com,E-power (batt).  2 meter and 70cm channel steerable remote bases.,24340,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.75,5,100,WA6CCB,"Albuquerque, Sandia Peak",NM,CLOSED,,170.1,S,yes,443.75,448.75,100,Bernalillo,Off-Air,yes,,,,"WA6CCB, K5RKE",,NMFCC,,,,,,,,Bosque Youth Amateur Radio Net: M-F at 17:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,,K7QEQ,"Monticello, Abajo Peak",UT,CLOSED,,170.2,W,yes,447.4,442.4,,San Juan,,yes,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,,,UVHFS,,Cactus-Intertie,,,11,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,88.5,K7SDC,"Monticello, Abajo Peak",UT,OPEN,EI,170.2,W,yes,146.61,146.01,88.5,San Juan,On-Air,yes,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,Sinbad Desert ARC,11.36,UVHFS,,,,http://www.sdarc.us/repeaters/abajo.html,Remote base.,64264,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,K7QEQ,"Monticello, Abajo Peak",UT,OPEN,,170.2,W,yes,447.1,442.1,107.2,San Juan,On-Air,yes,107.2,Wide area.,,Grand Mesa Repeater Association (GMRA),11,UVHFS,,,Full-time to the  GMRA Open System .,http://gmra.org,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.3,5,CC1,K5KRE,"Albuquerque, Sandia Crest",NM,OPEN,,170.2,S,yes,443.3,448.3,,Bernalillo,Testing,yes,,Wide area.,,K5RKE,Timeslot 1 3135 (New Mexico) 31302 (MPRG 2) Timeslot 2 31301 (MPRG 1),NMFCC,,Mac Pass Repeater Group,,http://brandmeister.network/?page=repeater&amp;id=313510,A Motorola SLR5700 on the BrandMeister worldwide network,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.7,-1,156.7,WB5IUZ,"Albuquerque, Sandia Crest",NM,OPEN,,170.2,S,yes,51.7,50.7,156.7,Bernalillo,Off-Air,yes,,,,K5RKE,Off the air until spring 2014,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,,K7QEQ,"Monticello, Abajo Pk",UT,CLOSED,,170.2,W,yes,223.94,222.34,,San Juan,,yes,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,Grand Mesa Rptr Assoc,,UVHFS,,,,,11,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.9,5,CC7,KA8JMW,"Albuquerque, Sandia Crest",NM,OPEN,,170.4,S,yes,442.9,447.9,,Bernalillo,On-Air,yes,,,,"Rocky Mountain Ham Radio, NM","Colorado Wide: CC 7, TS 1, TG 700 Colorado South: CC 7, TS 2, TG 719",NMFCC,,,Full-time to the  Colorado TRBO System .,http://www.rmham.org/wordpress/mototrbo-radio-site-information,,,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.7,5,100,K5CPU,"Rio Rancho, Intel Corp",NM,OPEN,,170.4,S,yes,444.7,449.7,100,Sandoval,On-Air,yes,,Albuquerque and vicinity,,New Mexico Intel Emergency Amateur Service,,NMFCC,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.8,5,,W5MPZ,"Albuquerque, Sandia Crest",NM,OPEN,,170.6,S,yes,443.8,448.825,,Bernalillo,On-Air,yes,,Wide area;,,Sandia National Laboratories ARC,,NMFCC,,,,,,,,,yes,W5MPZ (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.6,5,100,K5FSB,"Albuquerque, Sandia Peak",NM,OPEN,,170.7,S,yes,442.6,447.6,100,Bernalillo,On-Air,yes,,Wide area.,,URFMSI,"Voting receiver. 10,680'",NMFCC,,,,http://www.urfmsi.org/wp/repeaters/analog/gary-diamond-repeater,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,100,NM5ML,"Albuquerque, Sandia Crest",NM,OPEN,,170.7,S,yes,145.29,144.69,100,Bernalillo,On-Air,yes,,,,New Mexico Mega Link Assoc,,NMFCC,,,Full-time to the  Mega-Link System .,http://nm5ml.com/,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.33,-0.6,100,W5CSY,"Albuquerque, Sandia Crest",NM,OPEN,,170.7,S,yes,145.33,144.73,100,Bernalillo,On-Air,yes,,Wide area.,,Amateur Radio Caravan Club of New Mexico,,NMFCC,,,"Full-time to  
        444.00000 (W5CSY) at Albuquerque, Sandia Crest, NM .",http://caravanradio.org/,E-power.,,,AACC: Sun at 0900.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,100,W5CSY,"Albuquerque, Sandia Crest",NM,OPEN,,170.7,S,yes,444,449,100,Bernalillo,On-Air,yes,,Wide area.,,Amateur Radio Caravan Club of New Mexico,,NMFCC,,,"Full-time to  
        145.33000 (W5CSY) at Albuquerque, Sandia Crest, NM .",http://www.caravanradio.org,E-power.,,,AACC: Sun at 0900.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.75,5,162.2,KC5IPK,"Albuquerque, Sandia Crest",NM,OPEN,I,170.7,S,yes,442.75,447.75,162.2,Bernalillo,On-Air,yes,,,,,,,,,,,10,,7855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.1,5,162.2,KB5GAS,"Albuquerque, Sandia Crest",NM,OPEN,I,170.7,S,yes,442.1,447.1,162.2,Bernalillo,On-Air,yes,,Wide area.,,Albuquerque Gas Balloon Assoc,,,,,,,E-power.,,3676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.325,5,100,NM5ML,"Albuquerque, Sandia Crest",NM,OPEN,,170.7,S,yes,444.325,449.325,100,Bernalillo,On-Air,yes,,Wide area.,,,,NMFCC,,,Full-time to the  Mega-Link System .,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC7,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,171.6,NNE,yes,446.8,441.8,,Boulder,On-Air,yes,,Wide area.,,Rocky Mountain Ham Radio,See website for complete information regarding timeslot/colorcode/talkgroup programming.,CCARC,,Rocky Mountain Ham Radio,Full-time to the  Colorado TRBO System .,Rocky Mountain Ham Radio,,,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,171.6,NNE,yes,449.4,444.4,91.5,Boulder,Off-Air,yes,,,,BARC,,CCARC,,,,http://www.ked-wireless.com/products1.htm,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,171.6,NNE,yes,1299.5,1279.5,,Boulder,On-Air,yes,,,,Boulder County ARES,,CCARC,,,,,E-power.,,,,yes,W0DK (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,171.6,NNE,yes,446.8625,441.8625,,Boulder,On-Air,yes,,,,Boulder County ARES,,CCARC,,,,,,,,,yes,KC0DS (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,171.6,NNE,yes,449.55,444.55,100,Boulder,On-Air,yes,,Denver metro area.,,Rocky Mtn VHF Soc,,CCARC,,,"Full-time to  
        224.02000 (W0IA) at Boulder, Lee Hill, CO .",,8,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,88.5,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,171.7,WNW,yes,146.76,146.16,88.5,Grand,On-Air,yes,,Moab and immediate surroundings.,,Sinbad Desert ARC,8,UVHFS,,,,http://www.sdarc.us/repeaters/bald.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.48,-1.6,100,K6LIE,"Albuquerque, Northeast Heights area",NM,OPEN,I,171.7,S,yes,224.48,222.88,100,Bernalillo,On-Air,yes,,Entire Albuquerque Area,,K6LIE,Moved to new location and added PL,NMFCC,,High Desert ARC of New Mexico,,,,,3285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,107.2,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,171.9,WNW,yes,449.1,444.1,107.2,Grand,On-Air,yes,107.2,"Wide area: Moab and surrounding areas, including large portions of Arches and Canyonlands National Parks.",,Grand Mesa Repeater Association (GMRA),,UVHFS,,,,GMRA Repeaters,8,,,RACES Wed. 1930 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,172.4,NNE,yes,146.91,147.51,123,Boulder,On-Air,yes,127.3,"East of Gold Hill, The Indian Peaks, Denver, Boulder",,,There is a MOU With BCARES for repeater use.,,,"Town of Gold Hill, Colorado",,http://goldhilltown.com/,,,,"Summer Tue at 19:30P, Winter 19:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,162.2,NM5HD,Rio Rancho,NM,OPEN,I,172.6,S,yes,145.37,144.77,162.2,Sandoval,On-Air,yes,,,,Adrian Miura,,,,,,,,,7706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,100,KB5ITS,"Lukachukai, Roof Butte",AZ,OPEN,,173,WSW,yes,145.25,144.65,100,Apache,On-Air,yes,,,,San Juan Connection,,ARCA,,,Full-time to the  San Juan Connection System .,,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,100,NM5SJ,"Lukachukai, Roof Butte",AZ,OPEN,,173,WSW,yes,146.82,146.22,100,Apache,On-Air,yes,,,,Totah ARC,,ARCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,100,K5BIQ,"Albuquerque, BCFD Fire Station 35",NM,OPEN,,173.3,S,yes,145.13,144.53,100,Bernalillo,On-Air,yes,100,,,BERNCO OEM,,NMFCC,,,"Full-time to  
        145.15000 (K5BIQ) at Tijeras, Cedro Peak, NM .",http://bc-ares.org/wordpress/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.15,5,100,W5AOX,Sandia park,NM,OPEN,E,173.8,S,yes,444.15,449.15,100,Bernalillo,On-Air,yes,,,,W5AOX,,NMFCC,,,"Full-time to  
        224.94000 (W5AOX) at Sandia Park, NM .",,,3061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,,W5AOX,Sandia Park,NM,OPEN,E,173.8,S,yes,224.94,223.34,,Bernalillo,Off-Air,yes,,,,W5AOX,,NMFCC,,,"Full-time to  
        444.15000 (W5AOX) at Sandia park, NM .",http://www.qsl.net/w5aox/,Remote base.,3061,,,,,,,,,,,,,,,,,"CB58 (this selects mem 58, or 146.58.. Enter B and the desired memory number, then unkey) 
VFO Freq Entry CD14*275D (example is to enter 14.275 MHz) 
Step Freq UP 1 KHz 
C2 Step Freq DOWN 1 Khz C1 Select/Toggle through Modes  
C8 Read Back Current Mode  C0 (Zero) Read Current Freq in CW C4 Activate Remote Base 
Transmit 587 Remote Base Receive Only 
576 Toggle RX Preamp 
C5 Toggle RX 20dB Attenuator 
C3 Select 80/40M Dipole 
*1A Select Triband (10-15-20-6M) Beam 
*1B Select Ringo Ranger 2M vert ant 
*2A Select 2M + 432 horiz beams 
*2B Scan Start CA (MUST be in monitor-only mode (576) to scan, Starts from current freq) Scan Stop PTT",,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,173.8,NNE,yes,1283.8625,1263.8625,,Boulder,On-Air,yes,,20,,Boulder County ARES,,CCARC,,,,,E-power.,,,,yes,KC0DS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,173.8,NNE,yes,145.3875,144.7875,,Boulder,On-Air,yes,,20,,Boulder County ARES,,CCARC,,,,http://bouldercountyares.org/technical/d-star,E-power.,,,,yes,KC0DS (C),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC1,N0SZ,"Boulder, Lee Hill",CO,OPEN,,173.9,NNE,yes,445.05,440.05,,Boulder,On-Air,yes,,Wide area,,Rocky Mountain Ham Radio,,CCARC,,,,,BrandMeister Network,,,,,,,yes,1,BrandMeister,,,,,,,,,,,,,,,,,,,,,,,,,,BrandMeister US,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,173.9,NNE,yes,447.975,442.975,107.2,Boulder,On-Air,yes,107.2,Wide area: Boulder/Longmont area.,,Colorado Repeater Association (CRA),,CCARC,,,,,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,173.9,NNE,yes,447.75,442.75,141.3,Boulder,On-Air,yes,141.3,,,Rocky Mountain Ham Radio,,CCARC,,,,,,,3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.85,5,103.5,KC0QIZ,Albuquerque,NM,OPEN,EI,173.9,S,yes,443.85,448.85,103.5,Bernalillo,On-Air,yes,,,,KC0QIZ,,NMFCC,,,,,,881226,3818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,173.9,NNE,yes,224.02,222.42,,Boulder,On-Air,yes,,Denver metro area.,,Rocky Mtn VHF Soc,,CCARC,,,"Full-time to  
        449.55000 (W0IA) at Boulder, CO .",RMVHS repeaters,8,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,173.9,NNE,yes,145.46,144.86,107.2,Boulder,On-Air,yes,107.2,Boulder/Denver Metro,,Colorado Repeater Association (CRA),,CCARC,,CRA VHF Link System,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,"Closed autopatch, e-power.",347086,3990,,,,,,,,,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC7,N0SZ,"Boulder, Lee Hill",CO,OPEN,,173.9,NNE,yes,446.9875,441.9875,,Boulder,On-Air,yes,,,,Rocky Mountain Ham Radio,,,,,"Full-time to  
        446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO .
 


Full-time to the  Colorado TRBO System .",,Linked on Time Slot 2 to  Almagre Mtn  (446.950).,,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,174.8,NNE,yes,146.73,146.13,91.5,Boulder,Off-Air,yes,91.5,Local,,BARC,,CCARC,DN70jb,,,http://www.ked-wireless.com/products1.htm,12,115482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.9,-1.6,,KB5UGU,Albuquerque,NM,OPEN,E,175,S,yes,223.9,222.3,,Bernalillo,On-Air,yes,,,,,,,,,,,"E-power (solar), Autopatch, Remote base.",87120,,,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,
