Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,EchoLink,IRLP,Coordination,Last update,Coverage,Sponsor,Web links,Downlink Tone,Grid,Affiliate,Features,Links,AllStar,Notes,Nets,Feed,YSF Digital Enabled,DG-ID,WIRES-X,Commands,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,D-STAR Enabled,Node,Sources,Mixed-Mode,DMR Enabled,Color Code,Wide Network,Local Network,P25 Digital Enabled,NAC,Default Reflector,On-air,Talkgroups,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,Local/Cluster,Worldwide,North America,English,Talkgroup Network,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Worldwide English,Wyoming,WyLOCAL,Location Photo
449.8,-5,146.2,N7RON,Rawlins,WY,OPEN,,177.5,NW,,449.8,444.8,146.2,Carbon,,,,WRCG,,,Wyocomm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,
445.05,-5,CC11,WY7EOC,Rawlins,WY,CLOSED,,177.5,NW,,445.05,440.05,,Carbon,On-Air,,,WRCG,,Wide area.,Laramie County EM,,,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,11,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,Wyoming DMR Project,,,,,,1,2,
147.015,0.6,,N2VHZ,Alliance,NE,OPEN,E,177.6,NE,,147.015,147.615,,Box Butte,On-Air,775183,,,,Local.,N2VHZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,177.7,WSW,,145.355,144.755,88.5,Mesa,On-Air,,,CCARC,,"Rifle to the east, several miles east of Green River, Utah to the west.",Colorado Connection,,123,,,E-power.,Full-time to the  Colorado Connection System .,,Colorado Connection system of repeaters,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,151.4,KB0YNA,"Grand Junction, Grand Mesa",CO,OPEN,I,177.8,WSW,,449.65,444.65,151.4,Mesa,On-Air,,8162,CCARC,,Wide area coverage,Keri Washburn,,151.4,,,NWS weather alert system.,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,88.5,KS0GLD,Goodland,KS,OPEN,I,178.2,SE,,147.03,147.63,88.5,Sherman,Off-Air,,3769,,,I-70,Sherman County Amateur Radio Club (SCARE),SCARE on Facebook,,,,,,,This is the highest (above sea level) amateur repeater in Kansas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,103.5,N0NEB,Alliance,NE,OPEN,,178.9,NE,,146.715,146.115,103.5,Box Butte,On-Air,,,,,,TriCity,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,123,N0UGO,Ogallala,NE,OPEN,EI,180.9,E,,146.76,146.16,123,Keith,On-Air,751985,7349,,,,Charlie Allen,,,,,,,,Linked to 146.940 in North Platte and 442.250 south of North Platte,"Sun at 19:30. 
Wed at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,107.2,,"Cedaredge, Grand Mesa",CO,OPEN,,181.5,WSW,,447.35,442.35,107.2,Delta,,,,CCARC,,,Grand Mesa Repeater Assoc (GMRA),GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,
449.825,-5,100,W0ALC,Cedaredge,CO,OPEN,,181.8,WSW,,449.825,444.825,100,Delta,,,,CCARC,,,W0ALC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0ALC,Cedaredge,CO,OPEN,,181.8,WSW,,147.36,147.96,100,Delta,,,,CCARC,,,W0ALC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,
147.195,0.6,107.2,KC0QXX,"Cedaredge, Cedar Mesa",CO,OPEN,,181.8,WSW,,147.195,147.795,107.2,Delta,,,,,,Local.,,,,,Colorado District 25 ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,183.1,S,,449.75,444.75,100,Las Animas,On-Air,363976,7301,CCARC,,,N0ZSN,The Fun Machine,100,,The Fun Machine,,Full-time to the  The Fun Machine System .,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,186,SW,,146.925,146.325,,Mineral,Off-Air,,,CCARC,,,Creede ARC,,,,,,,,WA0JS license expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,146.2,WA0VJR,Wallace,KS,OPEN,I,187.4,SE,,444.6,449.6,146.2,Wallace,On-Air,,3148,,,"US-40 
   Repeater Coverage Map",WA0VJR,,,,,,,,Dial 9335 to access K-Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,,188.5,SW,,448.65,443.65,,Montrose,On-Air,,,,,Wide area.,KB0YNA,,151.4,,,,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,188.5,SW,,447.2,442.2,107.2,Montrose,On-Air,,3710,CCARC,,Delta/Montrose,,GMRA Repeaters,107.2,,Grand Mesa Repeater Assoc,9,Full-time to the  GMRA Open System .,,Closed IRLP out - Ask for a control op,RACES Net Wed at 1930 Hrs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,-0.6,123,KB5ITS,"Lake City, Hill 71",CO,OPEN,,190.2,SW,,147.135,146.535,123,Hinsdale,On-Air,,,CCARC,,,,http://www.sjcham.com,,,,E-power (solar),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,CC1,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,191.8,WSW,,446.9125,441.9125,,Mesa,On-Air,,,,,"Grand Junction, I70",Bill Frost,,,,,,,,Brandmeister network,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,,,"Lusk, 77 Hill",WY,OPEN,,192.8,N,,147.33,147.93,,Niobrara,On-Air,,,,,,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,193.3,SW,,449.525,444.525,100,Mineral,On-Air,,,,,,N0PKT,,100,DM67lt,The Fun Machine,,Full-time to the  The Fun Machine System .,43265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,193.8,WSW,,146.91,146.31,107.2,Montrose,On-Air,,,CCARC,,,,,107.2,,,E-Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,193.8,WSW,,146.79,146.19,107.2,Montrose,On-Air,,,CCARC,,,KC0UXX,,107.2,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,107.2,WA4HND,"Grand Junction, Grand Mesa",CO,OPEN,I,194,WSW,,449.3,444.3,107.2,Mesa,On-Air,,3710,CCARC,,Wide Area I-70 West Rifle to Western Utah,,http://www.gmra.org/,107.2,,,e-power Linked to GMRA Open System,,,Closed IRLP out,RACES Wed 1930 hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.175,5,156.7,K0WPM,Tribune,KS,OPEN,,194.7,SE,,442.175,447.175,156.7,Greeley,On-Air,,,,,,WKARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,100,KG5JL,"Trinidad, Raton Pass",CO,OPEN,,195.3,S,,447.375,442.375,100,Las Animas,On-Air,,,CCARC,,"Covers I-25 from CO/NM border to north of Trinidad, CO.",KG5JL,,,,,E-power (batt).,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,KC0CVU,"Trinidad, Raton Pass",CO,OPEN,,195.3,S,,449.6,444.6,107.2,Las Animas,Off-Air,,,CCARC,,Wide area.,Cheyenne Mtn Rptr Grp,CMRG Repeaters,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,,195.3,S,,147.375,147.975,100,Las Animas,Off-Air,,,CCARC,,Good coverage along I-25 between CO/NM state line and 40 miles north.,K0BV,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,196.7,S,,446.775,441.775,,Las Animas,On-Air,,,CCARC,,,Cheyenne Mountain Repeater Group (CMRG),,,,,,,,,,,,,,,,,,,,,KD0RDI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,
444.75,5,162.2,NV8Q,"Colby, K-Link",KS,OPEN,,201.8,ESE,,444.75,449.75,162.2,Thomas,,,,Kansas Repeater Council,,"Wide area. 
 Click for coverage map.  50 mi radius.",,K-Link Repeater Network,162.2,,K-Link Repeater Network,"Linked to K-Link Repeater Network 
E-power (batt) 
Allstar 46010",,,"Repeater is intermittently off-air, and the Allstar node is down.",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,
146.82,-0.6,156.7,NW0K,Colby,KS,OPEN,I,203.4,ESE,,146.82,146.22,156.7,Thomas,On-Air,,7552,Kansas Repeater Council,,Local,TARC,,156.7,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITS,"Ouray, Engineer Mountain",CO,OPEN,,204.5,SW,,147.27,147.87,127.3,Ouray,On-Air,,,CCARC,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,110.9,K7PLA,"Casper, Casper Mountain",WY,OPEN,,205.1,NNW,,145.46,144.86,110.9,Natrona,On-Air,,,WRCG,,"Wide area: East to Douglas, South to Saratoga, Rawlings. West to Moneta, Jeffery city/muddy gap, independence rock.North to Buffalo",W7QQA,http://wyoham.com,110.9,,"Buffalo Radio Club, Casper Radio Club",,,,,"Buffalo roll call, Tuesday night",,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,141.3,K0ECT,Colby,KS,OPEN,,205.4,ESE,,444.4,449.4,141.3,Thomas,On-Air,,,Kansas Repeater Council,,,,http://skect.org/default.aspx,,,,,Full-time to the  SKECT System .,,"Repeater has zero hang-time, which gives the appearance that it's down.  It does work!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,206.1,WSW,,145.175,144.575,107.2,Mesa,On-Air,,3161,CCARC,,Greater grand Junction area.,,,,,,"E-power,",,,,,,,,,Standard IRLP node commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,,N7RRB,"Casper, Casper Mountain",WY,OPEN,W,206.3,NNW,,449.9,444.9,,Natrona,On-Air,,,WRCG,,Metro area.,Casper Amateur Radio Club,,,,,,,,,,,,Open ↑ / Open ↓,11941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,141.3,K0ECT,Syracuse,KS,OPEN,,206.3,SE,,444,449,141.3,Hamilton,On-Air,,,Kansas Repeater Council,,,SKECT,http://skect.org/default.aspx,141.3,,,E-power.,Full-time to the  SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,123,W7VNJ,"Casper, Casper Mountain",WY,OPEN,,206.3,NNW,,146.94,146.34,123,Natrona,On-Air,,,WRCG,,Wide area.,Casper ARC,http://casperarc.net/wiki/index.php/146.940,123,,,E-power.,"Full-time to  
        147.39000 (KD7BN) at Rawlins, WY .
 


Full-time to the  Wyocom System .",,,RACES/ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,173.8,KD7AGA,"Casper, Casper Mountain",WY,OPEN,,206.3,NNW,,146.64,146.04,173.8,Natrona,Off-Air,,,WRCG,,Regional.,CDK Net,,,,,E-power.,"Full-time to  
        449.57500 (W7VNJ) at Casper, Wyoming Med Center, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,100,NB7I,"Casper, Casper Mtn.",WY,OPEN,,208.2,NNW,,449.5,444.5,100,Natrona,On-Air,,,,,"Wide area, linked to 147.390 Rawlins",Versatel,,,,,Solar Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,,K0SSI,Grand Junction,CO,OPEN,,208.7,WSW,,147.105,147.705,,Mesa,On-Air,,,CCARC,,,K0SSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,,208.7,WSW,,447.5,442.5,114.8,Mesa,,,,CCARC,,,KC0ARV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,208.7,WSW,,449.775,444.775,173.8,Mesa,On-Air,7572,7573,CCARC,,,,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,208.7,WSW,,449,444,,Mesa,On-Air,,,CCARC,,,KB0SW,,107.2,,Grand Mesa Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RED,Grand Junction,CO,OPEN,,208.7,WSW,,446.775,441.775,,Mesa,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,KD0RED (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,208.7,WSW,,145.22,144.62,107.2,Mesa,,,,CCARC,,,KE0TY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,W0GJT,Grand Junction,CO,OPEN,A,208.7,WSW,,146.82,146.22,107.2,Mesa,On-Air,,,CCARC,,Wide area: North Western Colorado - South to Montrose and East on I-70.,,,,,,,,28515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,208.7,WSW,,147.39,147.99,107.2,Mesa,,,,CCARC,,,KE0TY,,,,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,
147.36,0.6,123,W0FLO,"Chadron, Nebraska National Forest",NE,OPEN,,209.3,NNE,,147.36,147.96,123,Dawes,On-Air,,,WB0CMC,,"Chadron, Gordon, Alliance, Crawford, Pine Ridge.",,,123,,Pine Ridge Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,KZ0DEM,"Pritchett,  Tator Butte",CO,OPEN,,209.4,SSE,,146.64,146.04,100,Las Animas,Off-Air,,,CCARC,,Wide area: West BACA and East Las Animas counties.,,KZ0DEM Repeaters,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,209.7,WSW,,147.355,146.755,88.5,Mesa,On-Air,,,CCARC,,,Colorado Connection,,123,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,210,WSW,,448.15,443.15,100,Mesa,On-Air,312189,7963,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.2625,-5,CC7,N0SZ,"Rangely, Cathedral Bluffs",CO,OPEN,,210.9,W,,445.2625,440.2625,,Rio Blanco,On-Air,,,,,,RMHAM,https://www.rmham.org,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,D032,W7VNJ,Casper,WY,OPEN,,212.3,NNW,,147.28,147.88,D032,Natrona,On-Air,,,WRCG,,Local Casper coverage.,Casper Amateur Radio Club,http://casperarc.net/wiki/index.php/Main_Page,D032,,,E-power.,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,173.8,W7VNJ,"Casper, Wyoming Med Center",WY,OPEN,I,212.3,NNW,,449.575,444.575,173.8,Natrona,On-Air,,7707,WRCG,,Wide area: Casper Metro and large parts of Natrona county.,CDK Net,Casper ARC,173.8,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,,NG7T,Casper,WY,OPEN,,213.5,NNW,,449.1,444.1,,Natrona,,,,,,Wide area:  50 mi radius.,NG7T,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,
146.91,-0.6,,N7GT,Casper,WY,OPEN,,213.6,NNW,,146.91,146.31,,Natrona,,,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,
147.345,0.6,,KC7MJI,Casper,WY,OPEN,,213.6,NNW,,147.345,147.945,,Natrona,,,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,
449.9875,-5,CC11,WY7EOC,"Casper, Casper Mountain",WY,CLOSED,,213.6,NNW,,449.9875,444.9875,,Natrona,On-Air,,,WRCG,,Wide Area. 40 mi radius.,Laramie County EM,,,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,11,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,Wyoming DMR Project,,,,,,1,2,
52.98,-1,141.3,W7VNJ,Casper,WY,OPEN,,213.6,NNW,,52.98,51.98,141.3,Natrona,Off-Air,,,WRCG,,,CARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,,213.9,SW,,147.375,147.975,156.7,San Juan,On-Air,,,CCARC,,Wide area.,,http://www.sjcham.com,,,,13,"Part-time to  
        146.67000 (K0EP) at Durango, Eagle Pass, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,EI,214.1,SE,,147.33,147.93,118.8,Baca,Off-Air,97142,7142,CCARC,,,Baca County Amateur Emergency Management,KZ0DEM Repeaters,118.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.09,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,,214.1,SE,,147.09,147.69,118.8,Baca,,,,CCARC,,,BCDEARC,,118.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,
449.2,-5,118.8,KZ0DEM,Springfield,CO,OPEN,EI,214.1,SE,,449.2,444.2,118.8,Baca,On-Air,97142,7142,,,provides coverage to central Baca County,Baca County Div of Emerg Mgt Communications,,118.8,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,,214.3,SW,,444,449,67,San Juan,On-Air,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,127.3,KB5ITS,Silverton,CO,OPEN,,214.3,SW,,447.525,442.525,127.3,San Juan,On-Air,,,CCARC,,Wide area.,KB5ITS,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,127.3,KB5ITS,"Silverton, Buffalo Boy",CO,OPEN,,214.3,SW,,145.325,144.725,127.3,San Juan,On-Air,,,CCARC,,,,http://www.sjcham.com,,,,Solar powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,,KA0TAO,Syracuse,KS,OPEN,,215.2,SE,,146.775,146.175,,Hamilton,On-Air,,,Kansas Repeater Council,,Local. 20 mi radius.,KA0TAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.3,0,CSQ,,Chadron,NE,OPEN,,218,NNE,,446.3,446.3,CSQ,Dawes,On-Air,,,,,,,,CSQ,,,,,,Simplex link for the 147.360 in Chadron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.62,0,100,W0FLO,Chadron,NE,OPEN,I,218,NNE,,145.62,145.62,100,Dawes,On-Air,,3936,,,"Chadron, Gordon, Alliance, Crawford, Pine Ridge.",Pine Ridge Amateur Radio Club - Ron Cashon -- 308 432-3322,,100,,,Voice ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,KB0YNA,"Telluride, Gray Head",CO,OPEN,I,218.2,SW,,449.7,444.7,107.2,San Miguel,On-Air,,3710,CCARC,,Wide Area via links - Western Colorado - Eastern Utah,Grand Mesa Repeater Association ( GMRA ),,107.2,,,E-power.,Full-time to the  GMRA Open System .,,Closed IRLP out - Ask for a control Op,RACES: Wed at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,131.8,WA4HND,"Grand Junction, Black Ridge",CO,OPEN,I,218.7,WSW,,449.575,444.575,131.8,Mesa,On-Air,,3710,CCARC,,Grand Junction,,GMRA Repeaters,131.8,,Grand Mesa Repeater Assoc,e-power. Linked to GMRA Open System,,,Closed IRLP out,Wed RACES Net 1930 Hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,218.7,WSW,,146.94,146.34,107.2,Mesa,On-Air,,,CCARC,,Grand Junction 30-50 mi,Western Colorado Amateur Radio Club,http://w0rrz.org,107.2,,,E-power and autopatch for WCARC members,,,,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.3,5,141.3,K0ECT,Elkader,KS,OPEN,,224.1,SE,,444.3,449.3,141.3,Logan,On-Air,,,Kansas Repeater Council,,,SKECT,http://skect.org/default.aspx,141.3,,,E-power.,Full-time to the  SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITT,"Silverton, Engineer Mountain",CO,OPEN,,225.3,SW,,147.27,147.87,127.3,San Juan,On-Air,,,CCARC,,Wide area.,KB5ITT,,,,Durango ARC,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,131.8,KB0YNA,"Delta, Uncompahgre Butte",CO,OPEN,I,226.6,WSW,,449.4,444.4,131.8,Mesa,On-Air,,3710,CCARC,,Wide area via links - Western Colorado - Eastern Utah,"WA4HND,  Grand Mesa Repeater Association",http://www.gmra.org,131.8,,,E-power.,Full-time to the  GMRA Open System .,,Closed IRLP out - Ask for a control op,RACES Wed 1930 Hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,,228.8,SSW,,146.61,146.01,123,Archuleta,On-Air,,,CCARC,,,,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,141.3,WA0OQA,Scott City,KS,OPEN,A,230.2,SE,,146.7,146.1,141.3,Scott,On-Air,,,Kansas Repeater Council,,"Scott, Finney and Kearny counties",Sand Hills ARC,,141.3,DM98,,E-power.,"Full-time to  
        146.91000 (WA0OQA) at Garden City, KS .",48589,Comet GP-6 @ 125'.,Tue at 20:30.,,,Open ↑ / Open ↓,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,
444.95,5,100,W0MI,"Scott City, K-Link",KS,OPEN,I,233,SE,,444.95,449.95,100,Scott,On-Air,,7356,,,Click for coverage map.  35 mi radius.,SHARC,http://ks0lnk.net,100,,,"Linked to K-Link Repeater Network 
IRLP node 7356.",Full-time to the  K-Link System .,,"IRLP direct dial, 73 to disconnect. 
Please return to 9335 when finished.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,CSQ,N0UVP,Gordon,NE,OPEN,,237.5,NE,,146.67,146.07,CSQ,Sheridan,Off-Air,,,,,,SHARC,,CSQ,,,E-power.,,,"Working on the transmitter, hope to be back on the air soon.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,156.7,N0OMC,Lakin,KS,OPEN,,237.8,SE,,146.985,146.385,156.7,Kearney,On-Air,,,Kansas Repeater Council,,"Kearny, Finney and Scott Counties",N0OMC,,156.7,,,E-power,,,Linked full time to the Garden City 146.910 and Scott City 146.700 repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
