Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Notes,Coordination,Last update,Downlink Tone,Grid,Affiliate,Links,AllStar,Features,Web links,Coverage,On-air,IRLP,Nets,DMR Enabled,Color Code,Wide Network,EchoLink,Talkgroups,Colorado,Southern Colorado,D-STAR Enabled,Node,Sources,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Location Photo,Feed,Commands,Denver Regional,Northern Colorado,YSF Digital Enabled,DG-ID,Mixed-Mode,Local/Cluster,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,N. Colorado,Worldwide English,Mountain Reg USA
442.125,5,107.2,N9PGQ,La Cueva,NM,OPEN,,169.5,SSE,yes,442.125,447.125,107.2,Santa Fe,,,,NMFCC,yes,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.84,-0.6,107.2,N9PGQ,La Cueva,NM,OPEN,,169.5,SSE,yes,146.84,146.24,107.2,Santa Fe,,N9PGQ,,NMFCC,yes,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.2,-1,107.2,N9PGQ,La Cueva,NM,OPEN,,169.5,SSE,yes,53.2,52.2,107.2,Santa Fe,Off-Air,N9PGQ,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,169.6,NE,yes,145.19,144.59,151.4,Arapahoe,On-Air,N0OBA,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott",,yes,131.8,,,,,Autopatch (please contact trustee).,,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",,,"""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,D023,K0PWO,Centennial,CO,OPEN,A,170.2,NE,yes,449.425,444.425,D023,Arapahoe,Off-Air,K0PWO,Colorado SNP (Shared non-protected pair),,yes,D023,,,,29791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,67,NM5ML,"Wagon Mound, Turkey Mountain",NM,OPEN,,170.6,SE,yes,147.2,147.8,67,Mora,On-Air,,,,yes,,,,Full-time to the  Mega-Link System .,,8,http://nm5ml.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,123,KD7HLL,Mexican Hat,UT,OPEN,,170.7,WSW,yes,449.9,444.9,123,San Juan,On-Air,,Part time link to  two repeaters,UVHFS,yes,,,,,,6,,"Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,141.3,NM5EM,"Wagon Mound, Turkey Mtn",NM,OPEN,,170.7,SE,yes,145.37,144.77,141.3,Mora,Off-Air,NMEMA ARC,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,170.9,NE,yes,449.3,444.3,100,Adams,On-Air,N1UPS,,CCARC,yes,,,,,,,,,,3699,,,,,43699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,171.1,NE,yes,449.15,444.15,,Arapahoe,On-Air,Colorado Amateur Repeater Network (CARN),,CCARC,yes,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,171.7,NNE,yes,146.7,146.1,100,Boulder,On-Air,Boulder Co ARC,,CCARC,yes,,,,,,6,BARC Repeaters,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,171.8,NNE,yes,146.61,146.01,100,Boulder,Off-Air,Boulder Amateur Radio Club,,CCARC,yes,,,,,,,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,171.8,NNE,yes,448.9,443.9,100,Boulder,On-Air,Boulder ARC,,CCARC,yes,,,,,,6,,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,172,NE,yes,448.275,443.275,156.7,Arapahoe,On-Air,W0BG,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,172,NE,yes,448.4,443.4,94.8,Arapahoe,On-Air,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,172,NE,yes,448.825,443.825,,Arapahoe,On-Air,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,30584,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,172.1,NE,yes,448.5,443.5,100,Denver,On-Air,Castle Rock Repeater Group,,CCARC,yes,,,,"Full-time to  
        145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",,E-power.,,Greater Denver area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,100,KI0HC,Parker,CO,OPEN,,172.6,NE,yes,927.8375,902.025,,Douglas,On-Air,,"Offset is -25.8125 
In Nac 294 Out Nac 293",CCARC,yes,,,,,,,,This repeater is east of parker so it covers up in the foothills. You can hilltop into Wyoming &amp; on I-80 west to MM323 The Abraham Lincoln Monument. South I-25 to Fountain MM125. The hills are your friends in the 900 world!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,294,yes,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,173.3,NNE,yes,146.91,147.51,123,Boulder,On-Air,,There is a MOU With BCARES for repeater use.,,yes,127.3,,"Town of Gold Hill, Colorado",,,,http://goldhilltown.com/,"East of Gold Hill, The Indian Peaks, Denver, Boulder",,,"Summer Tue at 19:30P, Winter 19:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,174,NE,yes,449.825,444.825,103.5,Boulder,On-Air,Rocky Mountain Radio League,,CCARC,yes,,,,,,6,Repeater,Along the foothills and into Boulder where the 94 repeater is shadowed.,,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,174,NE,yes,448.925,443.925,131.8,Boulder,On-Air,W0LMA,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,174.1,NNE,yes,446.8625,441.8625,,Boulder,On-Air,Boulder County ARES,,CCARC,yes,,,,,,,,,,,,,,,,,,,yes,KC0DS (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,174.1,NNE,yes,449.55,444.55,100,Boulder,On-Air,Rocky Mtn VHF Soc,,CCARC,yes,,,,"Full-time to  
        224.02000 (W0IA) at Boulder, Lee Hill, CO .",,8,,Denver metro area.,,,,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,174.1,NNE,yes,1299.5,1279.5,,Boulder,On-Air,Boulder County ARES,,CCARC,yes,,,,,,E-power.,,,,,,,,,,,,,yes,W0DK (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,174.1,NNE,yes,449.4,444.4,91.5,Boulder,Off-Air,BARC,,CCARC,yes,,,,,,2,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC7,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,174.1,NNE,yes,446.8,441.8,,Boulder,On-Air,Rocky Mountain Ham Radio,See website for complete information regarding timeslot/colorcode/talkgroup programming.,CCARC,yes,,,Rocky Mountain Ham Radio,Full-time to the  Colorado TRBO System .,,,Rocky Mountain Ham Radio,Wide area.,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,175.2,NE,yes,147.045,147.645,123,Adams,On-Air,Northglenn RA,,CCARC,yes,CSQ,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,175.3,NNE,yes,224.02,222.42,,Boulder,On-Air,Rocky Mtn VHF Soc,,CCARC,yes,,,,"Full-time to  
        449.55000 (W0IA) at Boulder, CO .",,8,RMVHS repeaters,Denver metro area.,,,,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC1,N0SZ,"Boulder, Lee Hill",CO,OPEN,,175.3,NNE,yes,445.05,440.05,,Boulder,On-Air,Rocky Mountain Ham Radio,,CCARC,yes,,,,,,BrandMeister Network,,Wide area,,,,yes,1,BrandMeister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BrandMeister US,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,175.3,NNE,yes,145.46,144.86,107.2,Boulder,On-Air,Colorado Repeater Association (CRA),,CCARC,yes,107.2,,CRA VHF Link System,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,"Closed autopatch, e-power.",,Boulder/Denver Metro,,3990,,,,,347086,,,,,,,,,,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,175.3,NNE,yes,447.75,442.75,141.3,Boulder,On-Air,Rocky Mountain Ham Radio,,CCARC,yes,141.3,,,,,,,,,3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,175.3,NNE,yes,447.975,442.975,107.2,Boulder,On-Air,Colorado Repeater Association (CRA),,CCARC,yes,107.2,,,,,Closed autopatch.,,Wide area: Boulder/Longmont area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC7,N0SZ,"Boulder, Lee Hill",CO,OPEN,,175.3,NNE,yes,446.9875,441.9875,,Boulder,On-Air,Rocky Mountain Ham Radio,,,yes,,,,"Full-time to  
        446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO .
 


Full-time to the  Colorado TRBO System .",,Linked on Time Slot 2 to  Almagre Mtn  (446.950).,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.4,5,100,K5AKW,"Placitas, Sandia Peak",NM,OPEN,,175.6,S,yes,443.4,448.4,100,Sandoval,On-Air,Sandia Vista ARC,,NMFCC,yes,,,,,,,http://sandiavista.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,176.5,NNE,yes,1283.8625,1263.8625,,Boulder,On-Air,Boulder County ARES,,CCARC,yes,,,,,,E-power.,,20,,,,,,,,,,,yes,KC0DS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,176.5,NNE,yes,145.3875,144.7875,,Boulder,On-Air,Boulder County ARES,,CCARC,yes,,,,,,E-power.,http://bouldercountyares.org/technical/d-star,20,,,,,,,,,,,yes,KC0DS (C),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,100,N7JNI,Wagon Mound,NM,OPEN,,176.6,SE,yes,444.4,449.4,100,Mora,Off-Air,Mora ARC,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,177.3,NNE,yes,146.73,146.13,91.5,Boulder,Off-Air,BARC,,CCARC,yes,91.5,DN70jb,,,,12,http://www.ked-wireless.com/products1.htm,Local,,,,,,,115482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,100,NM5SC,"Placitas, La Madera",NM,OPEN,A,177.5,S,yes,147.08,147.68,100,Sandoval,On-Air,Sandoval County ARES,25,NMFCC,yes,,,ARRL,,28176,"Linked, e-power.",http://www.nmscares.org,"Wide area: Sandia Mtns, Edgewood, Moriarty, Madrid, Golden.",,,Sandoval County ARES: Mon at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,178.2,S,yes,443,448,100,Sandoval,On-Air,Sandoval Co ARES,,NMFCC,yes,,,RACES.,"Full-time to  
        147.10000 (NM5RR) at Rio Rancho, Rainbow, NM .",27750,E-power.,http://www.nmscares.org,Rio Rancho and parts of Santa Fe.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,178.2,S,yes,147.1,147.7,100,Sandoval,On-Air,Sandoval Co ARES,,NMFCC,yes,100,,,"Full-time to  
        443.00000 (NM5RR) at Rio Rancho, Rainbow, NM .",27749,"E-power, remote base, Linked to 443.100 and 147.080.",http://www.nmscares.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.75,5,162.2,KC5IPK,Rio Rancho,NM,OPEN,EI,178.2,S,yes,442.75,447.75,162.2,Sandoval,On-Air,KC5IPK,,NMFCC,yes,,,,,,E-power.,,"Rio Rancho, Albuquerque, Corrales.",,7855,,,,,214956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,K0GUR,"Denver, Green Valley Ranch",CO,OPEN,EA,178.5,NE,yes,448.15,443.15,141.3,Denver,On-Air,K0GUR,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list.  The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,CCARC,yes,141.3,DM79pt,,Full-time to the  The Fun Machine System .,29436,E-power (batt).  2 meter and 70cm channel steerable remote bases.,k0jsc.com,"Small coverage of the East Denver area SW of DIA. 
   Repeater Coverage Map",,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",,,,24340,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,
442.35,5,100,WA5OLD,Rio Rancho,NM,OPEN,,178.6,S,yes,442.35,447.35,100,Sandoval,On-Air,WA5OLD,,NMFCC,yes,,,,,,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,178.6,NNE,yes,147.03,147.63,100,Boulder,On-Air,KI0HG,,CCARC,yes,,,Boulder County Amateur Radio Emergency Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,179.7,NNE,yes,146.76,146.16,100,Boulder,On-Air,Rocky Mtn VHF Soc,"ARES primary repeater. 
 Voting Receivers:  
 
   
    RX Location    Tone    Pitch    PL  
   
   Gunbarrel  single beep  low  100.0 
   
   Lousville  single beep  low  100.0 
   
   Lyons  double beep  high followed by medium  100.0 
   
   Louisville #2  double beep  high followed by low  100.0",CCARC,yes,,,Boulder County ARES,,,5,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,180.4,E,yes,147.105,147.705,107.2,Elbert,On-Air,ARES of Douglas and Elbert Counties,,CCARC,yes,107.2,,Colorado Repeater Association,"Full-time to  
        448.42500 (W0CRA) at Larkspur, Westcreek, CO .",,Linked to CRA 447.150 - Conifer,http://www.w0cra.org/,"I-70, E. Arapahoe, Elbert, Lincoln Counties",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.2,5,CC1,N5QD,Corrales,NM,OPEN,,181.3,S,yes,443.2,448.2,,Sandoval,On-Air,,,,yes,,,,,,Brandmeister,http://brandmeister.network/?page=repeater&amp;id=313513,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.4,5,CC4,KG5SLG,"Rio Rancho, NM 528 and Corrales Rd",NM,OPEN,,181.4,S,yes,442.4,447.4,,Sandoval,On-Air,,Dmr color code 4,NMFCC,yes,,,,,,"Brandmeister, DMR CC 4, D-Star, Fusion",,"Rio Rancho, Bernalillo,Albuquerque and plus Northeast heights of Albuquerque",,,,yes,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.7,5,100,K5CPU,"Rio Rancho, Intel Corp",NM,OPEN,,181.9,S,yes,444.7,449.7,100,Sandoval,On-Air,New Mexico Intel Emergency Amateur Service,,NMFCC,yes,,,,,,E-power.,,Albuquerque and vicinity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.45,-0.6,,KB5WEZ,Las Vegas,NM,OPEN,,182.1,SSE,yes,145.45,144.85,,San Miguel,Off-Air,KB5WEZ,,NMFCC,yes,,,,,,"E-power, linked.",,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,182.2,N,yes,449.625,444.625,123,Routt,On-Air,"Colorado Connection Repeaters, Inc.",,,yes,123,,,,,Statewide Linked System,http://colcon.org,Local Steamboat Area,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net: Thu at 20:00 (All welcome).  
Statewide ARES Net: Sundays at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,182.2,N,yes,147.21,147.81,107.2,Routt,On-Air,SSARC,,CCARC,yes,107.2,,,,,"Linked, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,182.2,N,yes,147.165,147.765,88.5,Routt,On-Air,Colorado Connection,,,yes,123,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,100,KC5WDV,"Gallup, Gibson Peak",NM,OPEN,,183.1,SSW,yes,147.26,147.86,100,McKinley,On-Air,KC5WDV,,NMFCC,yes,,,,,,VHF/UHF Remote Bases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.95,5,100,KE5FYL,"Grants, La Mosca Peak",NM,OPEN,,183.2,SSW,yes,444.95,449.95,,Bernalillo,On-Air,Cibola County Amateur Radio Club,,NMFCC,yes,,,,"Full-time to  
        147.18000 (KE5FYL) at Grants, NM .",,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,23,,,,,,,,,,,,,,,
146.98,-0.6,141.3,NM5EM,"Grants, Mt Taylor",NM,OPEN,,183.2,SSW,yes,146.98,146.38,141.3,Cibola,On-Air,New Mexico Emergency Management Association Amateur Radio Club,Located inside the state of NM radio building.,,yes,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,
145.37,-0.6,162.2,NM5HD,Rio Rancho,NM,OPEN,I,183.6,S,yes,145.37,144.77,162.2,Sandoval,On-Air,Adrian Miura,,,yes,,,,,,,,,,7706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.75,5,100,WA6CCB,"Albuquerque, Sandia Peak",NM,CLOSED,,183.7,S,yes,443.75,448.75,100,Bernalillo,Off-Air,"WA6CCB, K5RKE",,NMFCC,yes,,,,,,,,,,,Bosque Youth Amateur Radio Net: M-F at 17:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.3,5,CC1,K5KRE,"Albuquerque, Sandia Crest",NM,OPEN,,183.8,S,yes,443.3,448.3,,Bernalillo,Testing,K5RKE,Timeslot 1 3135 (New Mexico) 31302 (MPRG 2) Timeslot 2 31301 (MPRG 1),NMFCC,yes,,,Mac Pass Repeater Group,,,A Motorola SLR5700 on the BrandMeister worldwide network,http://brandmeister.network/?page=repeater&amp;id=313510,Wide area.,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.7,-1,156.7,WB5IUZ,"Albuquerque, Sandia Crest",NM,OPEN,,183.8,S,yes,51.7,50.7,156.7,Bernalillo,Off-Air,K5RKE,Off the air until spring 2014,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.9,5,CC7,KA8JMW,"Albuquerque, Sandia Crest",NM,OPEN,,184,S,yes,442.9,447.9,,Bernalillo,On-Air,"Rocky Mountain Ham Radio, NM","Colorado Wide: CC 7, TS 1, TG 700 Colorado South: CC 7, TS 2, TG 719",NMFCC,yes,,,,Full-time to the  Colorado TRBO System .,,,http://www.rmham.org/wordpress/mototrbo-radio-site-information,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.8,5,,W5MPZ,"Albuquerque, Sandia Crest",NM,OPEN,,184.2,S,yes,443.8,448.825,,Bernalillo,On-Air,Sandia National Laboratories ARC,,NMFCC,yes,,,,,,,,Wide area;,,,,,,,,,,,yes,W5MPZ (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,100,WB5EKP,"Grants,  Mt Taylor",NM,OPEN,,184.3,SSW,yes,146.94,146.34,100,Cibola,On-Air,Upper Rio FM Society,,,yes,,,,,,11,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,100,W5CSY,"Albuquerque, Sandia Crest",NM,OPEN,,184.4,S,yes,444,449,100,Bernalillo,On-Air,Amateur Radio Caravan Club of New Mexico,,NMFCC,yes,,,,"Full-time to  
        145.33000 (W5CSY) at Albuquerque, Sandia Crest, NM .",,E-power.,http://www.caravanradio.org,Wide area.,,,AACC: Sun at 0900.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.6,5,100,K5FSB,"Albuquerque, Sandia Peak",NM,OPEN,,184.4,S,yes,442.6,447.6,100,Bernalillo,On-Air,URFMSI,"Voting receiver. 10,680'",NMFCC,yes,,,,,,Closed autopatch.,http://www.urfmsi.org/wp/repeaters/analog/gary-diamond-repeater,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.1,5,162.2,KB5GAS,"Albuquerque, Sandia Crest",NM,OPEN,I,184.4,S,yes,442.1,447.1,162.2,Bernalillo,On-Air,Albuquerque Gas Balloon Assoc,,,yes,,,,,,E-power.,,Wide area.,,3676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.75,5,162.2,KC5IPK,"Albuquerque, Sandia Crest",NM,OPEN,I,184.4,S,yes,442.75,447.75,162.2,Bernalillo,On-Air,,,,yes,,,,,,10,,,,7855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.33,-0.6,100,W5CSY,"Albuquerque, Sandia Crest",NM,OPEN,,184.4,S,yes,145.33,144.73,100,Bernalillo,On-Air,Amateur Radio Caravan Club of New Mexico,,NMFCC,yes,,,,"Full-time to  
        444.00000 (W5CSY) at Albuquerque, Sandia Crest, NM .",,E-power.,http://caravanradio.org/,Wide area.,,,AACC: Sun at 0900.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,100,NM5ML,"Albuquerque, Sandia Crest",NM,OPEN,,184.4,S,yes,145.29,144.69,100,Bernalillo,On-Air,New Mexico Mega Link Assoc,,NMFCC,yes,,,,Full-time to the  Mega-Link System .,,10,http://nm5ml.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.325,5,100,NM5ML,"Albuquerque, Sandia Crest",NM,OPEN,,184.4,S,yes,444.325,449.325,100,Bernalillo,On-Air,,,NMFCC,yes,,,,Full-time to the  Mega-Link System .,,10,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.48,-1.6,100,K6LIE,"Albuquerque, Northeast Heights area",NM,OPEN,I,184.7,S,yes,224.48,222.88,100,Bernalillo,On-Air,K6LIE,Moved to new location and added PL,NMFCC,yes,,,High Desert ARC of New Mexico,,,,,Entire Albuquerque Area,,3285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.2625,-5,CC7,N0SZ,"Rangely, Cathedral Bluffs",CO,OPEN,,184.7,NNW,yes,445.2625,440.2625,,Rio Blanco,On-Air,RMHAM,,,yes,,,,,,,https://www.rmham.org,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC0,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,,185.4,ESE,yes,446.75,441.75,,Otero,On-Air,,Please use Busy Channel LockOut,,yes,,,KC0ITF,,,E-power.,,La Junta,,,,yes,0,,,,,,yes,KC0ITF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,
