Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,DMR Enabled,Color Code,Wide Network,County,Op Status,Mixed-Mode,IRLP,AllStar,Coordination,Last update,Coverage,Sponsor,Features,Talkgroups,Colorado,Southern Colorado,Affiliate,Links,Web links,Notes,Nets,Feed,EchoLink,Grid,YSF Digital Enabled,DG-ID,D-STAR Enabled,Node,Sources,Worldwide,North America,Local/Cluster,Location Photo,On-air,WIRES-X,Talkgroup Network,Denver Regional,Northern Colorado,Commands,P25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,English,TAC 310,N. Colorado,DCI Bridge,Mountain Reg USA,Worldwide English,Europe,Southwest USA,Texas,COMM 1,Texas/Oklahoma Regional USA,Amarillo WIRES-X
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,165.8,WNW,yes,449.725,444.725,179.9,,,,,Garfield,On-Air,,3722,28434,CCARC,yes,Wide area.,Roaring Fork Amateur Repeater Cooperative (RFARC),EchoLink.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,165.8,WNW,yes,147.39,147.99,107.2,,,,,Garfield,On-Air,,,,,yes,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",Roaring Fork Amateur Repeater Cooperative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,,166.4,W,yes,448.65,443.65,,151.4,,,,Montrose,On-Air,,,,,yes,Wide area.,KB0YNA,,,,,,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,166.4,W,yes,447.2,442.2,107.2,107.2,,,,Montrose,On-Air,,3710,,CCARC,yes,Delta/Montrose,,9,,,,Grand Mesa Repeater Assoc,Full-time to the  GMRA Open System .,GMRA Repeaters,Closed IRLP out - Ask for a control op,RACES Net Wed at 1930 Hrs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,166.6,WNW,yes,147.33,147.93,107.2,,,,,Delta,On-Air,,,,CCARC,yes,Wide area.,North Fork Repeater Assoc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,167.2,NNW,yes,447.7,442.7,100,100,,,,Larimer,On-Air,,,,,yes,Wide Area Coverage,Northern Colorado Amateur Radio Club,,,,,,"Linkable to  
        146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .
 


Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Full-time to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",http://ncarc.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITS,"Ouray, Engineer Mountain",CO,OPEN,,167.2,W,yes,147.27,147.87,127.3,,,,,Ouray,On-Air,,,,CCARC,yes,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,,167.4,W,yes,147.375,147.975,156.7,,,,,San Juan,On-Air,,,,CCARC,yes,Wide area.,,13,,,,,"Part-time to  
        146.67000 (K0EP) at Durango, Eagle Pass, CO .",http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,167.7,NNW,yes,224.84,223.24,100,100,,,,Larimer,On-Air,,,,,yes,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY",Northern Colorado ARC,"E-power, 25 watts.",,,,,"Full-time to  
        447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,167.7,NNW,yes,146.625,146.025,100,100,,,,Larimer,On-Air,,,,CCARC,yes,Wide area: Northern front range.,Northern Colorado ARC,E-power.,,,,,"Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Linkable to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,127.3,KB5ITS,Silverton,CO,OPEN,,169,W,yes,447.525,442.525,127.3,,,,,San Juan,On-Air,,,,CCARC,yes,Wide area.,KB5ITS,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,146.2,WA0VJR,Wallace,KS,OPEN,I,169.1,E,yes,444.6,449.6,146.2,,,,,Wallace,On-Air,,3148,,,yes,"US-40 
   Repeater Coverage Map",WA0VJR,,,,,,,,Dial 9335 to access K-Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,,169.1,W,yes,444,449,67,,,,,San Juan,On-Air,,,,,yes,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,127.3,KB5ITS,"Silverton, Buffalo Boy",CO,OPEN,,169.1,W,yes,145.325,144.725,127.3,,,,,San Juan,On-Air,,,,CCARC,yes,,,Solar powered,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,88.5,KB0VJJ,"Glenwood Springs, Sunlight Peak",CO,OPEN,,169.7,WNW,yes,146.85,146.25,88.5,123,,,,Garfield,On-Air,,,,CCARC,yes,"Wide area: Throughout the Roaring Fork Valley, Glenwood Canyon, East and West on I-70, and the Flattops Wilderness north of Glenwood.",Colorado Connection,70,,,,,,,Part of the Colorado Connection System of Repeaters,Daily 7:30PM Local Time Central Colorado Traffic Net Thursdays 8:00PM Colorado Connection Net All Welcome Sundays 8:00PM Statewide ARES net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,169.7,WNW,yes,146.88,146.28,107.2,,,,,Garfield,On-Air,,,,CCARC,yes,,Ski Country ARC,,,,,,"Full-time to  
        447.60000 (KI0G) at Glenwood Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,169.7,WNW,yes,447.1,442.1,107.2,,,,,Garfield,On-Air,,,,CCARC,yes,,Ski Country ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,169.7,WNW,yes,449.6,444.6,107.2,,,,,Garfield,On-Air,,,,CCARC,yes,Wide area.,,e-power Linked to GMRA open system,,,,,,http://www.gmra.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Abiquiu, Cerro Pelon",NM,OPEN,,169.9,SW,yes,147.04,147.64,141.3,,,,,Rio Arriba,Off-Air,,,,NMFCC,yes,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,170.6,N,yes,448.325,443.325,110.9,,,,,Larimer,On-Air,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,171.2,WNW,yes,147.3,147.9,107.2,,,,,Garfield,Off-Air,,,,CCARC,yes,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",Roaring Fork Amateur Repeater Cooperative,8,,,,,,,Single beep courtesy tone when linked and none when unlinked.,,,266359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,171.3,WNW,yes,449.85,444.85,131.8,131.8,,,,Garfield,On-Air,,,,CCARC,yes,Glenwood Springs,,e-power  Linked to GMRA Open System,,,,Grand Mesa Repeater Assoc,Full-time to the  GMRA Open System .,http://GMRA.org,RACES net Wed 1930 Hrs Local,Colorado State RACES  Wed 1930 local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,171.3,WNW,yes,447.6,442.6,,,,,,Garfield,,,,,CCARC,yes,40,Ski Country ARC (SCARC),50,,,,,"Full-time to  
        146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",,Link Hub for 146.880.,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,171.3,WNW,yes,224.02,222.42,,,,,,Garfield,,,,,CCARC,yes,,SCARC,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,177.6,W,yes,146.91,146.31,107.2,107.2,,,,Montrose,On-Air,,,,CCARC,yes,,,E-Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,177.6,W,yes,146.79,146.19,107.2,107.2,,,,Montrose,On-Air,,,,CCARC,yes,,KC0UXX,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITT,"Silverton, Engineer Mountain",CO,OPEN,,178.3,WSW,yes,147.27,147.87,127.3,,,,,San Juan,On-Air,,,,CCARC,yes,Wide area.,KB5ITT,E-power.,,,,Durango ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,67,NM5ML,"Pecos, Elk Mountain",NM,OPEN,,179.6,SSW,yes,147.26,147.86,67,,,,,San Miguel,On-Air,,,,NMFCC,yes,Wide area.,,11,,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,162.2,W5SF,"Las Vegas,  Elk Mountain",NM,OPEN,,179.6,SSW,yes,147.3,147.9,162.2,,,,,San Miguel,On-Air,,,,NMFCC,yes,Wide area.,Santa Fe ARC,"E-power, linked.",,,,,,SFARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,,WA0JTB,"Sterling, CO",CO,OPEN,,180.1,NNE,yes,145.295,144.695,,,,,,Logan,On-Air,,,,CCARC,yes,Wide area,NECARA,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,88.5,KS0GLD,Goodland,KS,OPEN,I,181.9,E,yes,147.03,147.63,88.5,,,,,Sherman,Off-Air,,3769,,,yes,I-70,Sherman County Amateur Radio Club (SCARE),,,,,,,SCARE on Facebook,This is the highest (above sea level) amateur repeater in Kansas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,141.3,NM5EM,"Santa Fe, Tesuque Peak",NM,OPEN,,182.5,SSW,yes,147.02,147.62,141.3,,,,,Santa Fe,On-Air,,,,NMFCC,yes,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,162.2,W5SF,"Santa Fe,  Tesuque Peak",NM,OPEN,,182.5,SSW,yes,146.82,146.22,162.2,,,,,Santa Fe,On-Air,,,,NMFCC,yes,Wide area.,Santa Fe ARC,"Autopatch, e-power.",,,,,"Full-time to  
        442.82500 (KB5ZQE) at Santa Fe, Tesuque Peak, NM .",SFARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.825,5,131.8,KB5ZQE,"Santa Fe, Tesuque Peak",NM,OPEN,,182.5,SSW,yes,442.825,447.825,131.8,,,,,Santa Fe,On-Air,,,,NMFCC,yes,,Santa Fe ARC,Autopatch.,,,,,"Full-time to  
        146.82000 (W5SF) at Santa Fe,  Tesuque Peak, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,KB5ITS,"Ignacio, Spring Creek",CO,OPEN,,183.1,WSW,yes,147.15,147.75,100,,,,,La Plata,On-Air,,,,CCARC,yes,Bayfield,,E-power.,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,K0EP,"Durango, Missionary Ridge",CO,OPEN,,183.1,WSW,yes,146.7,146.1,100,100,,,,La Plata,On-Air,,,,CCARC,yes,Local.,Durango ARC,9,,,,,,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,156.7,N0OMC,Lakin,KS,OPEN,,183.2,ESE,yes,146.985,146.385,156.7,156.7,,,,Kearney,On-Air,,,,Kansas Repeater Council,yes,"Kearny, Finney and Scott Counties",N0OMC,E-power,,,,,,,Linked full time to the Garden City 146.910 and Scott City 146.700 repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,"Durango, Missionary Ridge",CO,OPEN,,183.4,WSW,yes,147.345,147.945,88.5,123,,,,La Plata,On-Air,,,,CCARC,yes,Durango and north towards Molas Divide.,Colorado Connection,,,,,,Full-time to the  Colorado Connection System .,,,"Central Colorado Traffic Net: Daily at 19:30.  
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,,K0ECT,Ulysses,KS,OPEN,,183.4,SE,yes,147.06,147.66,,,,,,Grant,On-Air,,,,Kansas Repeater Council,yes,Local,SKECT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,KB0YNA,"Telluride, Gray Head",CO,OPEN,I,183.7,W,yes,449.7,444.7,107.2,107.2,,,,San Miguel,On-Air,,3710,,CCARC,yes,Wide Area via links - Western Colorado - Eastern Utah,Grand Mesa Repeater Association ( GMRA ),E-power.,,,,,Full-time to the  GMRA Open System .,,Closed IRLP out - Ask for a control Op,RACES: Wed at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1375,-5,CC7,N0SZ,"Durango, Missionary Ridge",CO,OPEN,,183.9,WSW,yes,445.1375,440.1375,,,yes,7,,La Plata,On-Air,,,,CCARC,yes,,K2AD,,,,,Rocky Mountain Ham Radio,,http://www.rmham.org/,Talkgroup 700 TS 1 Talkgroup 719 TS 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,107.2,KC0QXX,"Cedaredge, Cedar Mesa",CO,OPEN,,184.6,WNW,yes,147.195,147.795,107.2,,,,,Delta,,,,,,yes,Local.,,,,,,Colorado District 25 ARES,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0ALC,Cedaredge,CO,OPEN,,184.6,WNW,yes,147.36,147.96,100,,,,,Delta,,,,,CCARC,yes,,W0ALC,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,100,W0ALC,Cedaredge,CO,OPEN,,184.6,WNW,yes,449.825,444.825,100,,,,,Delta,,,,,CCARC,yes,,W0ALC,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CSQ,W5PDO,"Los Alamos, Barranca Mesa",NM,OPEN,,186.8,SSW,yes,146.88,146.28,CSQ,CSQ,,,,Los Alamos,On-Air,,,,NMFCC,yes,,Los Alamos ARC,Autopatch,,,,,,,Located on the Barranca Mesa water tower.,LAARC: Sun at 2000.,,,,,,,,,,,,,,,,,,"Autopatch: Up- *88, wait for dialtone, and dial phone nbr. Down- #.",,,,,,,,,,,,,,,,,,,,,
145.45,-0.6,,KB5WEZ,Las Vegas,NM,OPEN,,186.9,S,yes,145.45,144.85,,,,,,San Miguel,Off-Air,,,,NMFCC,yes,Wide area.,KB5WEZ,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.04,-1.6,100,KA5BIW,Los Alamos,NM,OPEN,,187.6,SSW,yes,224.04,222.44,100,100,,,,Los Alamos,On-Air,,,,,yes,,KA5BIW,,,,,,,,linked with 442.0 KA5BIW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,100,KA5BIW,Los Alamos,NM,OPEN,E,187.6,SSW,yes,442,447,100,,,,,Los Alamos,On-Air,,,,,yes,,KA5BIW,Linked with 224.04 KA5BIW,,,,,,http://ka5biw.com/ham_radio/repeater.php,,,,87566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,188,WNW,yes,145.355,144.755,88.5,123,,,,Mesa,On-Air,,,,CCARC,yes,"Rifle to the east, several miles east of Green River, Utah to the west.",Colorado Connection,E-power.,,,,,Full-time to the  Colorado Connection System .,,Colorado Connection system of repeaters,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,151.4,KB0YNA,"Grand Junction, Grand Mesa",CO,OPEN,I,188.1,WNW,yes,449.65,444.65,151.4,151.4,,,,Mesa,On-Air,,8162,,CCARC,yes,Wide area coverage,Keri Washburn,NWS weather alert system.,,,,,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,
444.525,5,141.3,K0ECT,"Ulysses, Wagon Bed Springs",KS,OPEN,,188.2,SE,yes,444.525,449.525,141.3,141.3,,,,Grant,On-Air,,,,Kansas Repeater Council,yes,,SKECT,E-power.,,,,,Full-time to the  SKECT System .,http://skect.org/default.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.775,5,131.8,WD9CMS,Los Alamos,NM,OPEN,,188.4,SSW,yes,444.775,449.775,,,,,,Los Alamos,On-Air,,,,NMFCC,yes,Los Alamos and surrounding areas,WD9CMS,E-power.,,,,,,,"Mixed mode analog and digital P25 system, linked with 927.9 WD9CMS",,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,
442.425,5,,NM5WR,Los Alamos,NM,OPEN,,188.4,SSW,yes,442.425,447.425,,,,,,Los Alamos,On-Air,,,,,yes,30,,,,,,,,,,,,,,,,yes,NM5WR (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,107.2,,"Cedaredge, Grand Mesa",CO,OPEN,,188.6,WNW,yes,447.35,442.35,107.2,,,,,Delta,,,,,CCARC,yes,,Grand Mesa Repeater Assoc (GMRA),,,,,,,GMRA Repeaters,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
442.925,5,CC1,KE8AVN,Los Alamos,NM,OPEN,,188.8,SSW,yes,442.925,447.925,,,yes,1,,Los Alamos,On-Air,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,131.8,WD9CMS,Los Alamos,NM,OPEN,,188.8,SSW,yes,927.9,902.9,,,,,,Los Alamos,On-Air,,,,NMFCC,yes,Los Alamos and surrounding areas,,,,,,,,,"Mixed mode analog and digital P25 system, linked with 444.775 WD9CMS",,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,
144.265,0,203.5,KC2HSO,Los Alamos,NM,OPEN,I,188.8,SSW,yes,144.265,144.265,203.5,,,,,Los Alamos,On-Air,,8039,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC,NM5BB,Los Alamos,NM,OPEN,,189,SSW,yes,442.25,447.225,,,yes,,,Los Alamos,Off-Air,,,,NMFCC,yes,,,,,,,,,,TS1 only. Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,WB7GR,"Cheyenne, Chalk Bluffs",WY,OPEN,,189.9,N,yes,449.3,444.3,,,,,,Laramie,On-Air,,,,,yes,,WU7G,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,189.9,WNW,yes,146.76,146.16,107.2,,,,,Garfield,Off-Air,,,,CCARC,yes,"New Castle, Silt, Rifle and Rulison and areas around Parachute.","N0SWE,  Roaring Fork Amateur Repeater Cooperative",E-power.,,,,,,,,,,243117,DM69cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,190.6,NNW,yes,145.16,144.56,88.5,123,,,,Jackson,On-Air,,,,CCARC,yes,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",Colorado Connection,8,,,,,Full-time to the  Colorado Connection System .,,Part of the Colorado Connection system of repeaters.,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,CSQ,KB5RX,"Los Alamos, Pajarito Mountain",NM,OPEN,,190.7,SSW,yes,223.94,222.34,CSQ,CSQ,,,,Los Alamos,On-Air,,,,NMFCC,yes,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,W5SF,"Los Alamos, Pajarito Mountain",NM,OPEN,,191,SSW,yes,145.19,144.59,,,,,,Los Alamos,On-Air,,,,NMFCC,yes,Wide Area,SFARC,,,,,,,,W5SF/PAJ - Distinct from the NM5SC repeater near Cuba on Pajarito Peak.,Northern New Mexico Amateur Radio Net: Mon at 20:30.,,,,,,yes,W5SF (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,K0EP,Durango,CO,OPEN,,191,WSW,yes,449.85,444.85,100,100,,,,La Plata,On-Air,,,,CCARC,yes,,DARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,131.8,KC5EVE,Durango,CO,OPEN,,191,WSW,yes,448.625,443.625,131.8,131.8,,,,La Plata,On-Air,,,,CCARC,yes,Wide area.,KC5EVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,,W5SF,Santa Fe,NM,OPEN,,192,SSW,yes,145.21,144.61,,,,,,Santa Fe,On-Air,,,,,yes,Local Santa Fe,W5SF,,,,,Santa Fe Amateur Radio Club,,,Soon to move to a better location.,,,,,,,yes,W5SF (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,,W5SF,Santa Fe,NM,OPEN,,192,SSW,yes,444.575,449.575,,,,,,Santa Fe,On-Air,,,,,yes,Local Santa Fe,W5SF,,,,,Santa Fe Amateur Radio CLub,,,Soon to move to a better location,,,,,,,yes,W5SF (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,,Santa Fe,NM,OPEN,,192,SSW,yes,145.19,144.59,162.2,,,,,Bernalillo,On-Air,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,KB5ITS,"Durango, Smelter Mountain",CO,OPEN,,192.7,WSW,yes,147.135,147.735,100,100,,,,La Plata,On-Air,,,,CCARC,yes,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,,193,WNW,yes,449.5,444.5,107.2,,,,,Mesa,Off-Air,,,,CCARC,yes,,Grand Mesa Repeater Association (GMRA),E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5ITS,"Navajo Dam, Navajo Lake",NM,OPEN,,193.2,WSW,yes,147.36,147.96,100,,,,,San Juan,On-Air,,,,NMFCC,yes,,,,,,,,Full-time to the  San Juan Connection System .,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,162.2,W5SF,"Santa Fe, St Vincent Hospital",NM,OPEN,,193.9,SSW,yes,147.2,147.8,162.2,,,,,Santa Fe,On-Air,,,,NMFCC,yes,,Santa Fe ARC,E-power. Full time link to Tesuque Peak.,,,,,,SFARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.125,5,107.2,N9PGQ,La Cueva,NM,OPEN,,194.2,SSW,yes,442.125,447.125,107.2,,,,,Santa Fe,,,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
146.84,-0.6,107.2,N9PGQ,La Cueva,NM,OPEN,,194.2,SSW,yes,146.84,146.24,107.2,,,,,Santa Fe,,,,,NMFCC,yes,,N9PGQ,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
53.2,-1,107.2,N9PGQ,La Cueva,NM,OPEN,,194.2,SSW,yes,53.2,52.2,107.2,,,,,Santa Fe,Off-Air,,,,NMFCC,yes,,N9PGQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
