Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coordination,Last update,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Sponsor,Affiliate,Web links,Coverage,Features,Links,Notes,Nets,Grid,IRLP,Commands,EchoLink,AllStar,Feed,D-STAR Enabled,Node,Sources,On-air,Mixed-Mode,P25 Digital Enabled,NAC,Default Reflector,YSF Digital Enabled,DG-ID,Local Network,Location Photo,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,North America,Local/Cluster,WIRES-X,English,TAC 310,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,106.3,NNE,yes,145.115,144.515,100,100,Larimer,On-Air,CCARC,yes,,,,,,,,,,Northern Colorado ARC,,,Wide area.,7,,,,,,,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,106.4,NE,yes,1283.55,1263.55,100,,Larimer,On-Air,CCARC,yes,,,,,,,,,,K1TJ Repeater System,,http://www.k1tj.com/,Northern Colorado Front Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,106.4,NE,yes,447.45,442.45,123,,Larimer,On-Air,CCARC,yes,,,,,,,,,,,,,,,,,,,,,447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC2,N0AOL,Fort Collins,CO,OPEN,,106.4,NE,yes,446.7375,441.7375,,,Larimer,On-Air,CCARC,yes,yes,2,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      TAC 310  1  310      Local/Cluster  2  2      N. Colorado  2  3171    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,N0AOL - NoCo C-Bridge Network,,http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,Wide area: North Front Range.,DMR-MARC World Wide Network,,Repeater ID: 310803,"DMR World Wide Net: Sat at 10:00. 
TS 1 Group Call 1 http://www.dmr-marc.net/ 
Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,1,1,2,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,106.5,SE,yes,448.975,443.975,100,100,Pueblo,On-Air,CCARC,yes,,,,,,,,,,,,http://www.k0jsc.com,,,Full-time to the  The Fun Machine System .,Off air.  Will return to service,,,7301,,363976,28368,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC2,KB0VGD,"Fort Collins , Horsetooth Mountain",CO,OPEN,,106.8,NNE,yes,145.265,144.665,,,Larimer,On-Air,CCARC,yes,yes,2,,BrandMeister US,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,,W0DMR - NoCo C-bridge Network,Brandmeister Network,http://www.w0dmr.org/,Northern Colorado Front Range Wide Area coverage.,,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,,,,,,,,,,,,,,,,,1,2,,,,2,1,1,,,,,
446.75,-5,CC7,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,106.8,NNE,yes,446.75,441.75,,,Larimer,On-Air,CCARC,yes,yes,7,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,2,Rocky Mountain Ham Radio,,http://www.rmham.org,,,Full-time to the  Colorado TRBO System .,See website for complete info on color codes/time slot assignment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,107.1,NNE,yes,447.7,442.7,100,100,Larimer,On-Air,,yes,,,,,,,,,,Northern Colorado Amateur Radio Club,,http://ncarc.net/,Wide Area Coverage,,"Linkable to  
        146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .
 


Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Full-time to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,107.4,NE,yes,447.725,442.725,131.8,,Larimer,On-Air,CCARC,yes,,,,,,,,,,W7RF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,107.4,NNE,yes,224.84,223.24,100,100,Larimer,On-Air,,yes,,,,,,,,,,Northern Colorado ARC,,,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY","E-power, 25 watts.","Full-time to  
        447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,107.4,NNE,yes,146.625,146.025,100,100,Larimer,On-Air,CCARC,yes,,,,,,,,,,Northern Colorado ARC,,,Wide area: Northern front range.,E-power.,"Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Linkable to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,107.6,NE,yes,448.025,443.025,100,100,Larimer,On-Air,CCARC,yes,,,,,,,,,,Northern Colorado ARC,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,108.8,SSW,yes,449.525,444.525,100,100,Mineral,On-Air,,yes,,,,,,,,,,N0PKT,The Fun Machine,,,,Full-time to the  The Fun Machine System .,,,DM67lt,,,,43265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,109.8,NW,yes,145.265,144.665,107.2,,Moffat,,CCARC,yes,,,,,,,,,,NW Colorado ARC,,,,E-power.,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,88.5,KB0VJJ,Craig,CO,OPEN,,109.8,NW,yes,146.97,146.37,88.5,123,Moffat,On-Air,CCARC,yes,,,,,,,,,,Northwest Colorado Amateur Radio Association,Colorado Connection,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,110.7,SE,yes,447.95,442.95,88.5,,Pueblo,On-Air,CCARC,yes,,,,,,,,,,Pueblo Ham Club,,Pueblo Ham Club,Wide area.,E-power.,,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,110.7,SE,yes,146.79,146.19,88.5,CSQ,Pueblo,On-Air,CCARC,yes,,,,,,,,,,Pueblo HC,,Pueblo Ham Club,Wide area.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,110.7,SE,yes,224.26,222.66,88.5,CSQ,Pueblo,Off-Air,CCARC,yes,,,,,,,,,,Pueblo Ham Club,,PHC repeaters,Wide area.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,111.2,SE,yes,147,147.6,,,Pueblo,On-Air,CCARC,yes,,,,,,,,,,Carl Higbee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,111.6,NE,yes,446.8125,441.8125,,,Larimer,On-Air,CCARC,yes,,,,,,,,,,W0QEY CSU,,,Fort Collins Local Area,D-Star Gateway,,Free Star,,,,,,,,yes,W0QEY (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,111.7,NE,yes,147.36,147.96,100,100,Larimer,On-Air,CCARC,yes,,,,,,,,,,CO State Univ ARC,,,Map,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,112.3,NE,yes,449.85,444.85,100,100,Larimer,On-Air,CCARC,yes,,,,,,,,,,CO State Univ ARC,,,Map,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITS,"Ouray, Engineer Mountain",CO,OPEN,,112.8,SW,yes,147.27,147.87,127.3,,Ouray,On-Air,CCARC,yes,,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC0 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,113.9,SE,yes,447.7,442.7,210.7,210.7,Pueblo,Off-Air,CCARC,yes,yes,0,,,,,,,,,,,,,,,,,7389,,,29228,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,,113.9,SE,yes,145.115,144.515,88.5,,Pueblo,Off-Air,CCARC,yes,,,,,,,,,,Pueblo Ham Club,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,113.9,SE,yes,146.88,146.28,88.5,CSQ,Pueblo,On-Air,CCARC,yes,,,,,,,,,,Pueblo HC,,,Wide area.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,113.9,SE,yes,449.725,444.725,100,,El Paso,On-Air,CCARC,yes,,,,,,,,,,N0PWZ,,,,,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,113.9,SE,yes,146.655,146.055,123,CSQ,Pueblo,On-Air,CCARC,yes,,,,,,,,,,K0ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,114.5,NE,yes,147.39,147.99,,,Larimer,On-Air,CCARC,yes,yes,2,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  TAC 310  1  310      DCI Bridge  1  3100      N. Colorado  1  3171      Mountain Reg USA  1  3177      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,KT0L - NoCo C-Bridge Network,,Documentation,"Fort Collins east side, into Red Feather Lakes area.",,,,Tac 310 Net: Sun at 18:00.,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,1,,1,1,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,114.8,SE,yes,447.275,442.275,100,100,Pueblo,On-Air,CCARC,yes,,,,,,,,,,,The Fun Machine,The Fun Machine,,,Full-time to the  The Fun Machine System .,"Moved to Pueblo.  Now called ""Pueblo Metro""","APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00.",,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,114.8,SE,yes,147.24,147.84,103.5,CSQ,Pueblo,Off-Air,CCARC,yes,,,,,,,,,,TARA,,,Pueblo and Fremont Counties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC6,K0JSC,Pueblo,CO,OPEN,,114.8,SE,yes,446.9875,441.9875,,,Pueblo,Off-Air,CCARC,yes,yes,6,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,RMHAM,Rocky Mountain Ham Radio,,,Full-time to the  Colorado TRBO System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,116,NE,yes,449.725,444.725,127.3,,Weld,On-Air,CCARC,yes,,,,,,,,,,K0OJ,,,,"Autopatch, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,116.1,NE,yes,146.85,146.25,100,100,Weld,On-Air,CCARC,yes,,,,,,,,,,Northern Colorado ARC,,,,"E-power, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,116.7,NE,yes,449.325,444.325,,,Weld,On-Air,CCARC,yes,,,,,,,,,,Colorado Amateur Repeater Network (CARN),,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,116.7,NE,yes,448.475,443.475,100,,Weld,On-Air,CCARC,yes,,,,,,,,,,Weld Amateur Radio Society (WARS),,http://www.warsco.org/,,,,,,,3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,Greeley,CO,OPEN,I,116.7,NE,yes,147,147.6,100,100,Weld,On-Air,CCARC,yes,,,,,,,,,,Weld ARS,,,,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",,,,,3839,,,,,,,,,Yes; analog capable.,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,
446.775,-5,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,117.7,NE,yes,446.775,441.775,,,Larimer,On-Air,CCARC,yes,yes,2,,BrandMeister US,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,,W0DMR - NoCo C-bridge Network,Brandmeister Network,W0DMR,"Fort Collins east side, into Red Feather Lakes area.",,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,,,,,,,,,,,,,,,,,1,2,,,,2,1,1,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,117.7,NE,yes,447.2,442.2,82.5,,Weld,On-Air,CCARC,yes,,,,,,,,,,N6RFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,117.9,ESE,yes,147.105,147.705,107.2,107.2,Elbert,On-Air,CCARC,yes,,,,,,,,,,ARES of Douglas and Elbert Counties,Colorado Repeater Association,http://www.w0cra.org/,"I-70, E. Arapahoe, Elbert, Lincoln Counties",Linked to CRA 447.150 - Conifer,"Full-time to  
        448.42500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,119.8,W,yes,145.175,144.575,107.2,,Mesa,On-Air,CCARC,yes,,,,,,,,,,,,,Greater grand Junction area.,"E-power,",,,,,3161,Standard IRLP node commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,120.7,W,yes,448.15,443.15,100,,Mesa,On-Air,CCARC,yes,,,,,,,,,,,,,,,,,,,7963,,312189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,121.2,NNE,yes,448.325,443.325,110.9,,Larimer,On-Air,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,121.6,W,yes,147.39,147.99,107.2,,Mesa,,CCARC,yes,,,,,,,,,,KE0TY,,,,Linked.,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,W0GJT,Grand Junction,CO,OPEN,A,121.6,W,yes,146.82,146.22,107.2,,Mesa,On-Air,CCARC,yes,,,,,,,,,,,,,Wide area: North Western Colorado - South to Montrose and East on I-70.,,,,,,,,,28515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,,121.7,W,yes,447.5,442.5,114.8,,Mesa,,CCARC,yes,,,,,,,,,,KC0ARV,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RED,Grand Junction,CO,OPEN,,121.7,W,yes,446.775,441.775,,,Mesa,On-Air,,yes,,,,,,,,,,,,,,,,,,,,,,,,yes,KD0RED (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,,K0SSI,Grand Junction,CO,OPEN,,121.7,W,yes,147.105,147.705,,,Mesa,On-Air,CCARC,yes,,,,,,,,,,K0SSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,121.7,W,yes,145.22,144.62,107.2,,Mesa,,CCARC,yes,,,,,,,,,,KE0TY,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,121.7,W,yes,449.775,444.775,173.8,88.5,Mesa,On-Air,CCARC,yes,,,,,,,,,,,,,,,,,,,7573,,7572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,121.7,W,yes,449,444,,107.2,Mesa,On-Air,CCARC,yes,,,,,,,,,,KB0SW,Grand Mesa Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,122.5,W,yes,147.355,146.755,88.5,123,Mesa,On-Air,CCARC,yes,,,,,,,,,,Colorado Connection,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,,123.9,SW,yes,147.375,147.975,156.7,,San Juan,On-Air,CCARC,yes,,,,,,,,,,,,http://www.sjcham.com,Wide area.,13,"Part-time to  
        146.67000 (K0EP) at Durango, Eagle Pass, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,,124,SW,yes,444,449,67,,San Juan,On-Air,,yes,,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,127.3,KB5ITS,Silverton,CO,OPEN,,124,SW,yes,447.525,442.525,127.3,,San Juan,On-Air,CCARC,yes,,,,,,,,,,KB5ITS,,,Wide area.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,127.3,KB5ITS,"Silverton, Buffalo Boy",CO,OPEN,,124,SW,yes,145.325,144.725,127.3,,San Juan,On-Air,CCARC,yes,,,,,,,,,,,,http://www.sjcham.com,,Solar powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,KB0YNA,"Telluride, Gray Head",CO,OPEN,I,125.7,SW,yes,449.7,444.7,107.2,107.2,San Miguel,On-Air,CCARC,yes,,,,,,,,,,Grand Mesa Repeater Association ( GMRA ),,,Wide Area via links - Western Colorado - Eastern Utah,E-power.,Full-time to the  GMRA Open System .,Closed IRLP out - Ask for a control Op,RACES: Wed at 19:30.,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,128.6,SE,yes,449.975,444.975,100,100,Pueblo,On-Air,CCARC,yes,,,,,,,,,,K0JSC,,K0JSC dot Com,"I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass 
   Repeater Coverage Map",2,"Linkable to  
        145.49000 (WD0EKR) at Canon City, Fremont Peak, CO .
 


Linkable to  
        145.46000 (WB0WDF) at Cripple Creek, CO .
 


Linkable to  
        146.79000 (ND0Q) at Pueblo, Baculite Mesa, CO .
 


Linkable to  
        145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO .
 


Linkable to  
        146.88000 (ND0Q) at Pueblo, Deer Peak, CO .
 


Linkable to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00.  
RGARC Net: Wed at 19:00.",DM78SA18,7301,,363976,28368,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,128.7,N,yes,147.015,147.615,146.2,,Albany,On-Air,,yes,,,,,,,,,,"Albany County ARES/RACES, University Amateur Radio",,http://www.uwyo.edu/uarc/,Albany County,,,,,,,,82070,,,,,,,Yes; analog capable.,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,132.2,W,yes,146.94,146.34,107.2,107.2,Mesa,On-Air,CCARC,yes,,,,,,,,,,Western Colorado Amateur Radio Club,,http://w0rrz.org,Grand Junction 30-50 mi,E-power and autopatch for WCARC members,,,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,131.8,WA4HND,"Grand Junction, Black Ridge",CO,OPEN,I,132.2,W,yes,449.575,444.575,131.8,131.8,Mesa,On-Air,CCARC,yes,,,,,,,,,,,Grand Mesa Repeater Assoc,GMRA Repeaters,Grand Junction,e-power. Linked to GMRA Open System,,Closed IRLP out,Wed RACES Net 1930 Hrs,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,133.4,ESE,yes,449.25,444.25,123,123,Elbert,On-Air,CCARC,yes,,,,,,,,,,K0UPS Club c/o N1UPS,,,"I-70 Limon, Co area.",Full duplex node.,,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",,,3349,** [StarStar] Prefix for Echolink Node.,3349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITT,"Silverton, Engineer Mountain",CO,OPEN,,134.9,SW,yes,147.27,147.87,127.3,,San Juan,On-Air,CCARC,yes,,,,,,,,,,KB5ITT,Durango ARC,,Wide area.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,131.8,KB0YNA,"Delta, Uncompahgre Butte",CO,OPEN,I,134.9,WSW,yes,449.4,444.4,131.8,131.8,Mesa,On-Air,CCARC,yes,,,,,,,,,,"WA4HND,  Grand Mesa Repeater Association",,http://www.gmra.org,Wide area via links - Western Colorado - Eastern Utah,E-power.,Full-time to the  GMRA Open System .,Closed IRLP out - Ask for a control op,RACES Wed 1930 Hrs,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,139.3,SSE,yes,145.355,144.755,100,,Huerfano,On-Air,CCARC,yes,,,,,,,,,,N0JPX,,,,"E-power, linked.",,,,,3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,141.8,ESE,yes,449.9,444.9,107.2,,Lincoln,On-Air,CCARC,yes,,,,,,,,,,,BSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
