Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Features,Coordination,Last update,Op Status,EchoLink,IRLP,Notes,Nets,Coverage,Downlink Tone,Links,DMR Enabled,Color Code,Wide Network,Affiliate,Web links,Commands,Talkgroups,Colorado,Northern Colorado,YSF Digital Enabled,DG-ID,Grid,Mixed-Mode,D-STAR Enabled,Node,Sources,Denver Regional,AllStar,Talkgroup Network,Worldwide English,North America,DCI Bridge,Local/Cluster,N. Colorado,TAC 310,Mountain Reg USA,WIRES-X,Worldwide,English,Feed,P25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Wyoming,WyLOCAL,Local Network,Southern Colorado,Bandwidth,Local or Reflector,CKRG,KansasLink,Kansas,Location Photo,BYRG
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,242.7,SW,yes,448.575,443.575,103.5,Park,,,,CCARC,yes,Off-Air,,,,,Western Park County,103.5,"Full-time internet linked to  
        146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,88.5,K0HAM,"Hoisington, K-Link",KS,OPEN,,250.9,SE,yes,147.135,147.735,88.5,Barton,,"NEKSUN, NV8Q.","E-power. K-Link. 
RF Linked to Ellsworth 444.775.",Kansas Repeater Council,yes,On-Air,,,"Performance degraded due to receiver issue. 
90 watts @ 300 feet AGL. 
For local comm use no tone.  For K-Link use PL 88.5.",,Click for coverage map.  45 mi radius.,88.5,Full-time to the  K-Link System . Linkable to the  NEKSUN (K0HAM) System .,,,,K-Link Repeater Network,K-Link Repeater Network,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,
224,-1.6,131.8,N7JYS,Hoisington,KS,OPEN,A,250.9,SE,yes,224,222.4,131.8,Barton,,N7JYS,Autopatch.,,yes,On-Air,,,,,40,,,,,,Western Kansas Intertie,,,,,,,,,,,,,,45989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,118.8,K0BHN,Wilson,KS,OPEN,,251.3,SE,yes,146.97,146.37,118.8,Ellsworth,,K0BHN,,Kansas Repeater Council,yes,On-Air,,,,,Local 35 mi radius.,118.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.925,5,100,N0VPX,"Hoisington, Beaver",KS,OPEN,EA,251.8,SE,yes,444.925,449.925,100,Barton,,CKRG,"AllStar, Echolink, Analog bridged to BrandMeister TG31204",Kansas Repeater Council,yes,On-Air,771574,,,,"Wide area, I-70",100,,,,,CKRG,http://www.ckrgclub.com,,,,,yes,Open ↑ / Open ↓,,Yes; analog capable.,,,,,46495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,100,NE7WY,"Wright, Little Thunder",WY,OPEN,,252.5,NW,yes,147.06,147.66,100,Campbell,,,,WRCG,yes,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.835,-0.6,100,N0VPX,Pawnee Rock,KS,OPEN,,253.1,SE,yes,146.835,146.235,100,Barton,,"N0VPX, Central Kansas Repeater Group.",,Kansas Repeater Council,yes,On-Air,,,,,Wide area.,100,,,,,,http://www.ckrgclub.com,,,,,yes,Open ↑ / Open ↓,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.325,5,CC1,N0VPX,Pawnee Rock,KS,OPEN,,256.7,SE,yes,444.325,449.325,,Barton,,"N0VPX, Central Kansas Repeater Group",,Kansas Repeater Council,yes,On-Air,,,,,Wide area. 50 mi radius.,,Full-time internet linked to the  CKRG System .,yes,1,,,http://www.ckrgclub.com,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Local or Reflector  1  9  Full-Time    CKRG  1  31204  Full-Time    Local/Cluster  2  2  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,yes,Open ↑ / Open ↓,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,1,,,,
146.76,-0.6,103.5,KI0NN,Great Bend,KS,OPEN,,259.4,SE,yes,146.76,146.16,103.5,Barton,,,,Kansas Repeater Council,yes,On-Air,,,Off-air briefly for repairs.,RACES,,103.5,Full-time to the  Kan-Okla Intertie System .,,,,,http://kanoklaintertiesystem.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.075,5,CC1,N0VPX,Great Bend,KS,OPEN,,259.5,SE,yes,442.075,447.075,,Barton,,N0VPX,DMR,Kansas Repeater Council,yes,On-Air,,,Please Check Webpage for TG Info,,"Great Bend, Hoisington, Ellinwood, Claflin, Pawnee Rock, US-56, K-156, US-281, K-4. 15 mi radius.",,Full-time internet linked to the  CKRG System .,yes,1,,CKRG,https://centralksrepeater.wixsite.com/ckrg,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Local or Reflector  1  9  Full-Time    CKRG  1  31204  Full-Time    Local/Cluster  2  2  Full-Time    BYRG  2  31201  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,1,,,,2
444.1,5,100,N0VPX,Great Bend,KS,OPEN,W,259.9,SE,yes,444.1,449.1,100,Barton,,"N0VPX, Central Kansas Repeater Group",,Kansas Repeater Council,yes,On-Air,,,,,"Great Bend, Barton County 20 mi radius.",100,,,,,,http://www.ckrgclub.com,,,,,yes,Open ↑ / Open ↓,,Yes; analog capable.,,,,,,,,,,,,,,40777,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,260.6,SW,yes,448.325,443.325,100,Custer,,,,,yes,On-Air,,,,,,100,Full-time to the  The Fun Machine System .,,,,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,260.6,SW,yes,147.06,147.66,77,Custer,,http://www.qsl.net/rghc,E-power,CCARC,yes,On-Air,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,260.6,SW,yes,448.15,443.15,103.5,Custer,,Royal George ARC,E-power.,CCARC,yes,On-Air,,,,,,103.5,,,,,,http://www.qsl.net/rghc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,260.6,SW,yes,927.775,902.775,D116,Custer,,Royal Gorge Amateur Radio Club,,CCARC,yes,On-Air,,,System uses digital PL,,,D116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,260.6,SW,yes,919.1,894.1,88.5,Pueblo,,Pueblo HC,,CCARC,yes,Off-Air,,,,,Wide area.,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,260.9,SW,yes,446.975,441.975,,Chaffee,,Crestone Amateur Radio Emergency Services,,CCARC,yes,On-Air,,,,,,,,,,,Crestone Amateur Radio Emergency Services,KD0QPG,,,,,,,,,yes,KD0QPG (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC0,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,260.9,SW,yes,446.8125,441.8125,,Chaffee,,RMHAM,,,yes,On-Air,,,,,,,,yes,0,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,261.3,SW,yes,146.745,146.145,100,Chaffee,,CLARA,E-power.,CCARC,yes,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,NX7Z,"Wright, Pumpkin Butte",WY,OPEN,,263.5,NW,yes,146.985,146.385,100,Campbell,,,,WRCG,yes,On-Air,,,,,,,"Full-time to  
        146.88000 (NX7Z) at Buffalo, Windy Ridge, WY .
 


Full-time to  
        146.73000 (NX7Z) at Sheridan, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,264.8,SW,yes,147.285,147.885,88.5,Chaffee,,Colorado Connection,11,CCARC,yes,On-Air,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES Net: Sun at 20:00.","Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",123,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,264.8,SW,yes,145.295,144.695,107.2,Chaffee,,Cheyenne Mtn Repeater Group,,CCARC,yes,On-Air,,,,,Wide area.,,,,,,,CMRG Repeaters,,,,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,265.4,SW,yes,449.65,444.65,107.2,Chaffee,,,E-power.,CCARC,yes,On-Air,,,,,Wide area.,,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,265.4,SW,yes,449.925,444.925,103.5,Chaffee,,,E-power (Bat),CCARC,yes,On-Air,,,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,,"Upper Arkansas and Platte Rivers, and the SLV",103.5,,,,,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,265.5,SW,yes,449.975,444.975,100,Chaffee,,,2,CCARC,yes,On-Air,363976,7301,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,100,Full-time to the  The Fun Machine System .,,,,,K0JSC.COM,,,,,,,DM68xk,,,,,,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
