Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Features,Coordination,Last update,Downlink Tone,Op Status,Affiliate,Links,Grid,Coverage,EchoLink,Web links,Notes,Nets,DMR Enabled,Color Code,Wide Network,IRLP,AllStar,Commands,D-STAR Enabled,Node,Sources,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,YSF Digital Enabled,DG-ID,Mixed-Mode,Wyoming,WyLOCAL,Worldwide,North America,English,Local/Cluster,Mountain Reg USA,Feed,Location Photo,Local Network,P25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide English,DCI Bridge,N. Colorado,TAC 310,WIRES-X,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,Europe,Local
224.98,-1.6,88.5,WX7Y,"Scofield, Boardinghouse Rdge",UT,OPEN,,176.3,W,,224.98,223.38,88.5,Carbon,Unknown,"Intermountain Repeater Emergency Amateur Network,  Sinbad Desert ARC",Remote base.,UVHFS,,,,,,,"Wide area: Price, Wellington, Helper, and Huntington areas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,177.7,SE,,446.85,441.85,,Douglas,,Parker Radio Association,D-Star B module,CCARC,,,On-Air,,,,,,http://parkerradio.org,,,,,,,,,,K0PRA (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC7,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,177.9,SE,,446.7375,441.7375,,Fremont,,,IPSC Link to the Colorado network on Talk Slot 2.,CCARC,,,On-Air,Rocky Mountain Ham Radio,Full-time to the  Colorado TRBO System .,DM78ii,"Fremont county and state wide on Talk Slot 2.  40 mi radius. 
   Repeater Coverage Map",,http://www.k0jsc.com,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,,,7,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,177.9,SE,,223.96,222.36,103.5,Fremont,,RGARC,"E-power (Bat), Remote Base",CCARC,,103.5,On-Air,,,,"Wide area. 
   Repeater Coverage Map",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,177.9,SE,,53.03,51.33,88.5,Fremont,,WB0WDF,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",CCARC,,88.5,On-Air,RGARC,,,,,Http://www.qsl.net/rghc,Split site Fremont peak transmitter and 8 mile mountain reciever.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,177.9,SE,,447.25,442.25,100,Fremont,,,,CCARC,,100,On-Air,,Full-time to the  The Fun Machine System .,DM78ik,"Wide from Custer County to Park County and Chaffee County to Pueblo County. 
   Repeater Coverage Map",363976,K0JSC dot Com,,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",,,,7301,28368,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,177.9,SE,,145.49,144.89,103.5,Fremont,,Royal Gorge Amateur Radio Club,E-power (Bat),CCARC,,103.5,On-Air,Colorado ARES Region 5 District 1,,DM78ik,,,Royal Gorge Amateur Radio Club,,"RGARC Net: Wed at 19:00. 
ARES Net: Wed at 19:30.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,177.9,SE,,447.75,442.75,103.5,Fremont,,RGARC,E-power (Bat),CCARC,,103.5,On-Air,,,,,,Royal Gorge Amateur Radio Club,,,,,,3081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,178.1,SE,,927.7,902.7,D114,Fremont,,Royal Gorge ARC,,CCARC,,D114,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC7,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,178.7,SE,,446.95,441.95,,Teller,,Rocky Mountain Ham Radio,,,,,On-Air,RMHAM,"Full-time to  
        446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,Monument Hill through Pueblo.,,,,,,7,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,178.7,SE,,927.725,902.725,D114,Teller,,WA6IFI,12,CCARC,,D114,On-Air,,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .",,"Wide area: Along I-25 from Raton Pass to Pueblo, really solid from Pueblo through Colorado Springs, to Castle Rock, and spotty from Castle Rock north through Denver.  50 mi radius.",,Yahoo Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,178.7,SE,,147.18,147.78,100,El Paso,,AA0SP,E-power (solar).,CCARC,,,On-Air,,,,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,178.9,E,,146.775,146.175,114.8,Laramie,,Shy-Wy Amateur Radio Club,"E-power, WX.",WRCG,,,On-Air,,"Full-time to  
        147.16500 (KC7SNO) at Albin, WY .",,,,,,"Weather Net: Daily at 06:45. 
Shy-WY ARC: Sun at 07:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,179.3,E,,449.9,444.9,100,Laramie,,N7JJY,,,,100,On-Air,,,,From 5 miles to 25 miles,,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,114.8,KC7SNO,"Cheyenne, North Park",WY,OPEN,,179.3,E,,147.105,147.705,114.8,Laramie,,ShyWyArc,,WRCG,,91.5,On-Air,,,DN71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,114.8,KB7SWR,Cheyenne,WY,OPEN,,179.3,E,,145.235,144.635,114.8,Laramie,,N7GT,,WRCG,,,On-Air,,"Full-time to  
        448.15000 (KB7SWR) at Cheyenne, WY .",,Local: Cheyenne.,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,CC15 151.4,KC7DHF,"Cheyenne, Old airport control tower",WY,OPEN,,179.7,E,,448.95,443.95,151.4,Laramie,,,,WRCG,,151.4,On-Air,,,,Local,,,Brandmiester and analog.,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,180,S,,447.275,442.275,100,Montezuma,,,,,,,On-Air,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,180,S,,145.19,144.59,100,Montezuma,,,,CCARC,,,On-Air,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.16,0.6,136.5,K7HEN,"Heber City, Strawberry Peak",UT,OPEN,,180.4,W,,147.16,147.76,136.5,Wasatch,,,,UVHFS,,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,D261,N7HYF,"Lander, Limestone Mountain",WY,PRIVATE,,180.4,NNW,,449.9,444.9,D261,Fremont,,N7HYF,,WRCG,,D261,On-Air,,"Full-time to  
        53.03000 (N7HYF) at Lander, WY .
 


Full-time to  
        147.06000 (N7HYF) at Boysen, Boysen Peak, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,100,KI0HC,Parker,CO,OPEN,,180.8,ESE,,927.8375,902.025,,Douglas,,,,CCARC,,,On-Air,,,,This repeater is east of parker so it covers up in the foothills. You can hilltop into Wyoming &amp; on I-80 west to MM323 The Abraham Lincoln Monument. South I-25 to Fountain MM125. The hills are your friends in the 900 world!,,,"Offset is -25.8125 
In Nac 294 Out Nac 293",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,,,,,,,,,,,,,,,,,,,,,,,,,,
146.86,-0.6,100,K7JL,"Evanston, Medicine Butte",WY,OPEN,,180.9,WNW,,146.86,146.26,100,Uinta,,Utah VHF Society,,WRCG,,,On-Air,Intermountain Intertie,"Full-time to  
        147.18000 (K7JL) at Snowbird, Hidden Peak, UT .",,Wide area: Southwestern Wyoming including Kemmerer and Evanston.,,http://www.utahvhfs.org/snowlink.html,8,Utah VHF Society Tuesday: 20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,K7YI,"Castle Dale, Horn Mountain",UT,OPEN,,181.1,WSW,,447.625,442.625,100,Emery,,San Rafael Cactus Assoc,,UVHFS,,,On-Air,Cactus-Intertie,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.92,-1.6,88.5,WX7Y,"Huntington,  Skyline Dr",UT,OPEN,,181.1,WSW,,223.92,222.32,88.5,Emery,Unknown,,"Remote base, 8,702'.",UVHFS,,,,Sinbad Desert ARC,,,"Wide area: Extreme southern end of Utah county (to the north) and the valley communities from Fairview and Nephi down to Salina, with coverage toward Delta.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,123,WX7Y,"Castle Dale, Horn Mountain",UT,OPEN,,181.1,WSW,,447.7,442.7,123,Emery,Unknown,,"Closed autopatch, 8,702'.",UVHFS,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,88.5,K7SDC,"Castle Dale, Horn Mountain",UT,OPEN,EI,181.1,WSW,,147.06,147.66,88.5,Emery,,Sinbad Desert ARC,"Closed autopatch, remote base.",UVHFS,,,On-Air,,Full-time to the  Sinbad Desert (SDARC) System .,DM49kf,"Wide area: Most of western Emery County including the towns of Castle Dale, Orangeville, Huntington, Cleveland, Ferron, and further east into the San Rafael desert. It also covers the towns of Sunnyside and East Carbon, UT.",64264,http://sdarc.us/repeaters/horn.html,8,,,,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,K0EP,"Durango, Eagle Pass",CO,OPEN,,181.3,S,,146.67,146.07,100,La Plata,,Durango ARC,11,CCARC,,,On-Air,,"Part-time to  
        147.37500 (KB5ITS) at Silverton, Kendall Mountain, CO .",,Wide area.,,DARC Repeaters,Linked active in the summer months only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,181.4,SE,,447.975,442.975,100,Fremont,,K0JSC,Autopatch.,CCARC,,100,On-Air,,Full-time to the  The Fun Machine System .,,"Canon City area. 
   Repeater Coverage Map",363976,http://www.k0jsc.com,,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",,,,7301,28368,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Canon City, Canon City",CO,OPEN,,182.2,SE,,449.975,444.975,100,Fremont,,K0JSC,Simulcast TX / Voted RX with Cedarwood and Salida,CCARC,,100,On-Air,The Fun Machine,Full-time to the  The Fun Machine System .,,,,http://www.k0jsc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,,KA7SHX,"Kemmerer, Quealy Peak",WY,OPEN,,182.9,NW,,449.825,444.825,,Lincoln,,ORARC,,WRCG,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,100,K7DSN,"Spanish Fork,  Teat Mountain",UT,OPEN,,182.9,W,,447.4,442.4,100,Utah,Unknown,,,UVHFS,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.075,-5,,KF7EHE,Kemmerer,WY,OPEN,,183,NW,,449.075,444.075,,Lincoln,,,220,,,123,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,K0EP,"Durango, Missionary Ridge",CO,OPEN,,183.6,S,,146.7,146.1,100,La Plata,,Durango ARC,9,CCARC,,100,On-Air,,,,Local.,,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,183.7,SE,,224.72,223.12,103.5,El Paso,,w0mog,,,,103.5,On-Air,,,,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.09,0.6,100,KG7VVQ,"Kemmerer, Quealy Peak",WY,OPEN,,183.8,NW,,147.09,147.69,100,Lincoln,,,,WRCG,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1375,-5,CC7,N0SZ,"Durango, Missionary Ridge",CO,OPEN,,184.6,S,,445.1375,440.1375,,La Plata,,K2AD,,CCARC,,,On-Air,Rocky Mountain Ham Radio,,,,,http://www.rmham.org/,Talkgroup 700 TS 1 Talkgroup 719 TS 2,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,103.5,W0RSH,Colorado Springs,CO,OPEN,,184.6,SE,,146.85,146.25,103.5,El Paso,,W0RSH,,CCARC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,184.6,SE,,147.27,147.87,,El Paso,,TRA,E-power.,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,184.6,SE,,147.39,147.99,103.5,El Paso,,W0MOG,,CCARC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,184.6,SE,,146.91,146.31,151.4,El Paso,,GGARC,E-power.,CCARC,,151.4,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,184.8,SE,,224.06,222.46,,El Paso,Unknown,Pikes Peak FM Association (PPFMA),"E-power, linked.",CCARC,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,184.8,SE,,447.55,442.55,123,El Paso,,WA6IFI,,CCARC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,184.8,SE,,449.575,444.575,,El Paso,,RMHARC,,CCARC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,184.8,SE,,927.8,902.8,D116,Teller,,,6,CCARC,,,On-Air,,"Full-time to  
        448.60000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,184.8,SE,,447.35,442.35,151.4,El Paso,,GGARC,E-power.,CCARC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,184.8,SE,,448.3,443.3,100,El Paso,,AA0L,,CCARC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,184.8,SE,,447.025,442.025,123,El Paso,,Colorado Springs ARA,"Closed autopatch, e-power, linked, remote base.",CCARC,,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,184.8,SE,,447.475,442.475,107.2,El Paso,Unknown,Mountain ARC (MARC),"Closed autopatch, e-power.",CCARC,,,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,,,,MARC/PCRC: Tue at 1930.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,184.8,SE,,448.6,443.6,114.8,El Paso,Unknown,W0MOG,,CCARC,,,,,"Full-time to  
        927.80000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,184.8,SE,,448.25,443.25,123,El Paso,,,,CCARC,,,Off-Air,,,,Colorado Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,185.2,SE,,145.16,144.56,107.2,El Paso,,Colorado Repeater Association,"Closed autopatch, e-power.",CCARC,,107.2,On-Air,CRA VHF Link System,"Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.",347086,http://www.w0cra.org/info/cosprgs.html#145160,Switch to this repeater at mile marker 170 on I-25.,,,,,3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,185.2,SE,,147.345,147.945,107.2,El Paso,,,"Closed autopatch, e-power.",CCARC,,107.2,On-Air,,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  Cheyenne Mtn Repeater Group System .",,Wide area.,,http://www.cmrg.org/,,,,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,185.2,SE,,146.76,146.16,107.2,El Paso,,Cheyenne Mountain Repeater Group,"Closed autopatch, e-power.",CCARC,,107.2,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,185.2,SE,,448.1,443.1,107.2,El Paso,,,"Closed autopatch, e-power.",CCARC,,107.2,On-Air,,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,Wide area.,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,185.2,SE,,448,443,107.2,El Paso,,,,CCARC,,,On-Air,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,185.2,SE,,448.725,443.725,123,El Paso,,KA0TTF,,CCARC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,185.3,SSE,,447.1,442.1,77,Saguache,,,,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,185.3,SSE,,146.64,146.04,77,Rio Grande,,,,,,77,On-Air,,,,Low level local coverage,,,,,,,,,28781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,100,KB5ITS,"Mancos, Caviness Mountain",CO,OPEN,,185.4,S,,442.375,447.375,100,Montezuma,,San Juan Connection,,,,,On-Air,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,Colorado Springs,CO,OPEN,,185.6,SE,,145.265,144.665,100,El Paso,,Pikes Peak FM Association,"Closed autopatch, e-power.",CCARC,,100,Off-Air,,,,Local. Good coverage of I25 in Colorado Springs.,,PPFMA Repeaters,Repeater has been moved.,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, UCCS",CO,OPEN,,185.6,SE,,448.8,443.8,100,El Paso,,Pikes Peak FM Assoc,,CCARC,,100,Off-Air,,,,,,PPFMA Repeaters,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,185.6,SE,,147.135,147.735,100,El Paso,,AA0L,6,CCARC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,185.7,SE,,919.1,894.1,88.5,Pueblo,,Pueblo HC,,CCARC,,CSQ,Off-Air,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,185.7,SE,,448.325,443.325,100,Custer,,,,,,100,On-Air,The Fun Machine,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,185.8,SE,,147.06,147.66,77,Custer,,http://www.qsl.net/rghc,E-power,CCARC,,77,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,185.8,SE,,448.15,443.15,103.5,Custer,,Royal George ARC,E-power.,CCARC,,103.5,On-Air,,,,,,http://www.qsl.net/rghc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
