Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Features,Coordination,Last update,Coverage,Links,Affiliate,IRLP,Notes,Nets,Web links,On-air,Commands,EchoLink,DMR Enabled,Color Code,Wide Network,AllStar,D-STAR Enabled,Node,Sources,Grid,Talkgroups,Colorado,Southern Colorado,Talkgroup Network,Denver Regional,Northern Colorado,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Location Photo,Feed,Mixed-Mode,P25 Digital Enabled,NAC,Default Reflector,YSF Digital Enabled,DG-ID,Local/Cluster,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,Worldwide English,N. Colorado,Mountain Reg USA,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,Wyoming,WyLOCAL
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,186.3,ESE,yes,449.975,444.975,100,100,Pueblo,On-Air,K0JSC,2,CCARC,yes,"I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass 
   Repeater Coverage Map","Linkable to  
        145.49000 (WD0EKR) at Canon City, Fremont Peak, CO .
 


Linkable to  
        145.46000 (WB0WDF) at Cripple Creek, CO .
 


Linkable to  
        146.79000 (ND0Q) at Pueblo, Baculite Mesa, CO .
 


Linkable to  
        145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO .
 


Linkable to  
        146.88000 (ND0Q) at Pueblo, Deer Peak, CO .
 


Linkable to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",,7301,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00.  
RGARC Net: Wed at 19:00.",K0JSC dot Com,,,363976,,,,28368,,,,DM78SA18,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,100,WA7VHF,"Page, Navajo Mountain",UT,OPEN,,188.5,WSW,yes,448.6,443.6,100,,San Juan,On-Air,Utah VHF Society,,UVHFS,yes,Wide Area.,"Full-time to  
        448.87500 (W7ARA) at Flagstaff, Mt. Elden, AZ .
 


Full-time to the  Intermountain Intertie System .",Intermountain Intertie,,,UVHFS: Tue at 20:00.,http://utahvhfs.org/snowlink.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,188.7,NE,yes,147.27,147.87,100,100,Boulder,On-Air,Longmont ARC (LARC),"Closed autopatch, e-power, EchoLink.",CCARC,yes,Wide area: Northern Colorado.,"Linkable to  
        448.80000 (W0ENO) at Longmont, CO .",,,,,http://w0eno.org/?q=node/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,188.7,NE,yes,448.8,443.8,88.5,88.5,Boulder,On-Air,Longmont ARC,30,CCARC,yes,,"Linkable to  
        147.27000 (W0ENO) at Longmont, CO .",,,,LARC: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,188.7,NE,yes,448.525,443.525,151.4,,Boulder,On-Air,N0EPA,,CCARC,yes,,,,,,,,,,223853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,K7SDC,"Scofield, Ford Ridge",UT,OPEN,I,188.8,WNW,yes,145.31,144.71,88.5,,Carbon,On-Air,Sinbad Desert ARC,"Closed autopatch, remote base.",UVHFS,yes,Wide area: Scofield and Soldier Smt areas as well as into the Price valley as far south as Huntington and as far east as Sunnyside.,,,3270,9,,http://sdarc.us/repeaters/ford.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,189.2,SE,yes,444.975,449.975,123,,Taos,On-Air,N5TSV,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,K0GUR,"Denver, Green Valley Ranch",CO,OPEN,EA,190.8,E,yes,448.15,443.15,141.3,141.3,Denver,On-Air,K0GUR,E-power (batt).  2 meter and 70cm channel steerable remote bases.,CCARC,yes,"Small coverage of the East Denver area SW of DIA. 
   Repeater Coverage Map",Full-time to the  The Fun Machine System .,,,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list.  The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",k0jsc.com,,,24340,,,,29436,,,,DM79pt,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.96,-0.6,100,W7WAC,"Page (AZ), Navajo Mountain",UT,OPEN,,191.5,WSW,yes,146.96,146.36,100,,San Juan,On-Air,KE7OZE,,UVHFS,yes,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,Intermountain Intertie,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,100,W7CWI,"Page (AZ), Navajo Mountain",UT,OPEN,,191.5,WSW,yes,449.925,444.925,100,,San Juan,On-Air,Lake Powell ARG,10,UVHFS,yes,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,NA7DB,"Page (az), Navajo Mountain",UT,OPEN,,191.5,WSW,yes,448.75,443.75,100,,San Juan,On-Air,,10,UVHFS,yes,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KD5PX,"Dixon, Cerro Abajo",NM,OPEN,,191.6,SE,yes,147.18,147.78,100,100,Rio Arriba,On-Air,,,NMFCC,yes,Dixon Embudo Ojo Sarco St Rd 68 Rio Grande Canyon,,,,,,,,,,,,,,,,,DM76BF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,100,KI0HC,Parker,CO,OPEN,,192.1,E,yes,927.8375,902.025,,,Douglas,On-Air,,,CCARC,yes,This repeater is east of parker so it covers up in the foothills. You can hilltop into Wyoming &amp; on I-80 west to MM323 The Abraham Lincoln Monument. South I-25 to Fountain MM125. The hills are your friends in the 900 world!,,,,"Offset is -25.8125 
In Nac 294 Out Nac 293",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,294,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,ND0Q,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,192.2,SE,yes,146.73,146.13,88.5,,Huerfano,On-Air,Pueblo Ham Club,6,CCARC,yes,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",,,,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,100,W5HO,La Cueva,NM,OPEN,,192.8,SSE,yes,145.41,144.81,100,,Santa Fe,Off-Air,W5HO,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.35,5,100,NM5ML,"Eagle Nest, Iron Mountain",NM,OPEN,,193.7,SE,yes,444.35,449.35,100,,Colfax,On-Air,,,NMFCC,yes,,Full-time to the  Mega-Link System .,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,88.5,K7SDC,"Scofield, Boardinghouse Ridge",UT,OPEN,EI,195.3,WNW,yes,147.08,147.68,88.5,,Carbon,On-Air,Sinbad Desert ARC,"Closed autopatch, remote base.",UVHFS,yes,Wide area: Scofield and Soldier Smt areas as well as into the Price valley as far south as Huntington and as far east as Sunnyside.,Full-time to the  Sinbad Desert (SDARC) System .,,3270,9,,http://sdarc.us/repeaters/boardinghouse.html,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,88.5,WX7Y,"Scofield, Boardinghouse Rdge",UT,OPEN,,195.9,WNW,yes,224.98,223.38,88.5,,Carbon,,"Intermountain Repeater Emergency Amateur Network,  Sinbad Desert ARC",Remote base.,UVHFS,yes,"Wide area: Price, Wellington, Helper, and Huntington areas.",,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5,0,100,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,196.6,SE,yes,51.5,51.5,100,,Taos,On-Air,Taos ARC,,,yes,,,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,W5SF,"Los Alamos, Pajarito Mountain",NM,OPEN,,196.6,SSE,yes,145.19,144.59,,,Los Alamos,On-Air,SFARC,,NMFCC,yes,Wide Area,,,,W5SF/PAJ - Distinct from the NM5SC repeater near Cuba on Pajarito Peak.,Northern New Mexico Amateur Radio Net: Mon at 20:30.,,,,,,,,,yes,W5SF (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.4,-1.6,225.7,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,196.6,SE,yes,224.4,222.8,225.7,,Taos,On-Air,Taos ARC,,NMFCC,yes,,,,,,,http://taosarc.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,67,KF5PFO,"Taos, Picuris Peak",NM,OPEN,E,196.6,SE,yes,147.12,147.72,67,,Taos,On-Air,Taos Amateur Radio Club,E-power.,NMFCC,yes,Wide area.,,ARRL,,,,http://taosarc.org/,,,828279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,123,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,196.7,SE,yes,449.875,444.875,123,,Taos,Off-Air,Taos ARC,"Linked to 147.34, E-Power.",NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,196.8,NE,yes,447.3,442.3,107.2,,Weld,On-Air,,,CCARC,yes,,,,3887,,,,,,405804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Eagle Nest, Touch Me Not",NM,OPEN,,196.9,SE,yes,147.04,147.64,141.3,,Colfax,On-Air,NMEMA ARC,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,CSQ,KB5RX,"Los Alamos, Pajarito Mountain",NM,OPEN,,197.2,SSE,yes,223.94,222.34,CSQ,CSQ,Los Alamos,On-Air,,E-power.,NMFCC,yes,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,197.9,NE,yes,147.195,147.795,100,,Larimer,On-Air,Loveland Repeater Assoc,"Closed autopatch, e-power.",CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,197.9,NE,yes,224.96,223.36,CSQ,,Weld,On-Air,AC0KC,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CSQ,W5PDO,"Los Alamos, Barranca Mesa",NM,OPEN,,198.4,SSE,yes,146.88,146.28,CSQ,CSQ,Los Alamos,On-Air,Los Alamos ARC,Autopatch,NMFCC,yes,,,,,Located on the Barranca Mesa water tower.,LAARC: Sun at 2000.,,,"Autopatch: Up- *88, wait for dialtone, and dial phone nbr. Down- #.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.425,5,,NM5WR,Los Alamos,NM,OPEN,,198.7,SSE,yes,442.425,447.425,,,Los Alamos,On-Air,,,,yes,30,,,,,,,,,,,,,,yes,NM5WR (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.775,5,131.8,WD9CMS,Los Alamos,NM,OPEN,,198.7,SSE,yes,444.775,449.775,,,Los Alamos,On-Air,WD9CMS,E-power.,NMFCC,yes,Los Alamos and surrounding areas,,,,"Mixed mode analog and digital P25 system, linked with 927.9 WD9CMS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,100,KA5BIW,Los Alamos,NM,OPEN,E,199,SSE,yes,442,447,100,,Los Alamos,On-Air,KA5BIW,Linked with 224.04 KA5BIW,,yes,,,,,,,http://ka5biw.com/ham_radio/repeater.php,,,87566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.04,-1.6,100,KA5BIW,Los Alamos,NM,OPEN,,199,SSE,yes,224.04,222.44,100,100,Los Alamos,On-Air,KA5BIW,,,yes,,,,,linked with 442.0 KA5BIW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC,NM5BB,Los Alamos,NM,OPEN,,199.1,SSE,yes,442.25,447.225,,,Los Alamos,Off-Air,,,NMFCC,yes,,,,,TS1 only. Rocky Mountain Ham Radio,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,131.8,WD9CMS,Los Alamos,NM,OPEN,,199.3,SSE,yes,927.9,902.9,,,Los Alamos,On-Air,,,NMFCC,yes,Los Alamos and surrounding areas,,,,"Mixed mode analog and digital P25 system, linked with 444.775 WD9CMS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.925,5,CC1,KE8AVN,Los Alamos,NM,OPEN,,199.3,SSE,yes,442.925,447.925,,,Los Alamos,On-Air,,,,yes,,,,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.265,0,203.5,KC2HSO,Los Alamos,NM,OPEN,I,199.3,SSE,yes,144.265,144.265,203.5,,Los Alamos,On-Air,,,,yes,,,,8039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,199.4,E,yes,447.625,442.625,100,,Adams,On-Air,Intermountain Repeater Group,,,yes,Local/North Metro,,,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,199.8,NE,yes,449.575,444.575,100,,Larimer,On-Air,Loveland Rptr Assoc,"Closed autopatch, e-power.",CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,100,KN6VV,Loveland,CO,OPEN,,199.8,NE,yes,224.32,222.72,100,100,Larimer,Off-Air,KN6VV,"Closed autopatch, e-power.",CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.875,-25,D114,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,200.1,NE,yes,927.875,902.875,D114,,Larimer,Off-Air,WA6IMI,,CCARC,yes,,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,Down due to lightning strike. Scheduled to return end of June 2012.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,94.8,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,200.1,NE,yes,449.425,444.425,94.8,,Larimer,On-Air,,,,yes,,"Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.1,5,100,NM5SC,"San Ysidro, Pajarito Peak",NM,OPEN,A,200.2,SSE,yes,443.1,448.1,100,,Sandoval,On-Air,Sandoval County ARES,"Linked, e-power.",NMFCC,yes,Wide area - NW NM.,,ARRL,,"KNWD TKR-850, RTCM Interface. 25W, 9000' MSL. (Pajarito Peak differs from Pajarito Mountain near Los Alamos)",Sandoval County ARES: Mon at 19:30.,http://nmscares.org/,,,,,,,27748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,200.5,NE,yes,447.7,442.7,100,100,Larimer,On-Air,Northern Colorado Amateur Radio Club,,,yes,Wide Area Coverage,"Linkable to  
        146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .
 


Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Full-time to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,http://ncarc.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,200.7,NE,yes,224.84,223.24,100,100,Larimer,On-Air,Northern Colorado ARC,"E-power, 25 watts.",,yes,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY","Full-time to  
        447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,200.7,NE,yes,146.625,146.025,100,100,Larimer,On-Air,Northern Colorado ARC,E-power.,CCARC,yes,Wide area: Northern front range.,"Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Linkable to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.72,-0.6,100,WB7REL,"Indianola, Indianola Peak",UT,OPEN,I,201.1,WNW,yes,146.72,146.12,100,,Sanpete,On-Air,W7REL and Sanpete County,,UVHFS,yes,Northern San Pete County,Full-time to the  Skyline Repeater System .,Skyline Radio Club,3576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.66,-0.6,100,W7DHH,"Ephraim, Horseshoe",UT,OPEN,I,201.1,WNW,yes,146.66,146.06,100,,Sanpete,On-Air,Skyline Repeater System,"Autopatch, 10,350'.",UVHFS,yes,Wide area: Provo to Salina.,,,3576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.64,-1.6,,N7IMF,"Ephraim,  Horseshoe",UT,OPEN,,201.1,WNW,yes,224.64,223.04,,,Sanpete,,,E-power.,UVHFS,yes,Wasatch Front from Payson to Tremonton.,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,201.7,NE,yes,447.275,442.275,100,100,Larimer,On-Air,Northern Colorado ARC,"Closed autopatch, e-power.",CCARC,yes,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,K1TJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,201.7,NE,yes,927.95,902.95,100,100,Larimer,On-Air,K1TJ Repeater System,25,CCARC,yes,Northern Front Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,201.7,NE,yes,224.52,222.92,100,100,Larimer,Off-Air,Northern Colorado ARC,E-power.,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,201.7,NE,yes,145.115,144.515,100,100,Larimer,On-Air,Northern Colorado ARC,7,CCARC,yes,Wide area.,,,,,,,,,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.825,-25,100,AB0SF,"Fort Collins, Horsetooth Mountain",CO,OPEN,,201.7,NE,yes,927.825,902.825,100,100,Larimer,On-Air,AB0SF,,CCARC,yes,"Decent coverage throughout northern Fort Collins, out east to beyond Windsor.",,,,Converted 800 MHz beam antenna pointed directly down Horsetooth Road in Fort Collins.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC7,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,202.3,NE,yes,446.75,441.75,,,Larimer,On-Air,Rocky Mountain Ham Radio,,CCARC,yes,,Full-time to the  Colorado TRBO System .,,,See website for complete info on color codes/time slot assignment.,,http://www.rmham.org,,,,yes,7,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC2,KB0VGD,"Fort Collins , Horsetooth Mountain",CO,OPEN,,202.3,NE,yes,145.265,144.665,,,Larimer,On-Air,W0DMR - NoCo C-bridge Network,,CCARC,yes,Northern Colorado Front Range Wide Area coverage.,,Brandmeister Network,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,http://www.w0dmr.org/,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,yes,2,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,BrandMeister US,,,,1,,,,1,,,,,,,,,,2,,,,,,,,1,2,,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,202.4,NE,yes,1283.55,1263.55,100,,Larimer,On-Air,K1TJ Repeater System,,CCARC,yes,Northern Colorado Front Range,,,,,,http://www.k1tj.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC2,N0AOL,Fort Collins,CO,OPEN,,202.4,NE,yes,446.7375,441.7375,,,Larimer,On-Air,N0AOL - NoCo C-Bridge Network,DMR-MARC World Wide Network,CCARC,yes,Wide area: North Front Range.,,,,Repeater ID: 310803,"DMR World Wide Net: Sat at 10:00. 
TS 1 Group Call 1 http://www.dmr-marc.net/ 
Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,,,,yes,2,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      TAC 310  1  310      Local/Cluster  2  2      N. Colorado  2  3171    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,1,1,1,,1,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,202.4,NE,yes,447.45,442.45,123,,Larimer,On-Air,,,CCARC,yes,,,,,,,,,,447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,202.5,SE,yes,446.775,441.775,,,Las Animas,On-Air,Cheyenne Mountain Repeater Group (CMRG),,CCARC,yes,,,,,,,,,,,,,,,yes,KD0RDI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,136.5,KG7DSO,"Vernal, Tabby Mountain",UT,OPEN,,202.8,NW,yes,147.34,147.94,136.5,,Uintah,On-Air,Borderline Amateur Radio Club,,UVHFS,yes,Wide area.,"Full-time to  
        147.10000 (W7BAR) at Vernal, Blue Mountain, UT .",Roosevelt Junior High School Amateur Radio Club,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
