Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Links,EchoLink,IRLP,Coordination,Last update,YSF Digital Enabled,DG-ID,WIRES-X,Affiliate,Features,Mixed-Mode,Notes,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,Grid,Web links,AllStar,Nets,Talkgroups,Colorado,Denver Regional,On-air,Commands,Feed,Southern Colorado,Worldwide,North America,Local/Cluster,P25 Digital Enabled,NAC,Default Reflector,Northern Colorado,Location Photo,Talkgroup Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,Worldwide English,English,Texas,COMM 1,Texas/Oklahoma Regional USA,Kansas,Bandwidth,Local or Reflector,CKRG,KansasLink,Wyoming,WyLOCAL
224.28,-1.6,131.8,N7JYS,Hays,KS,OPEN,A,189.5,ESE,yes,224.28,222.68,131.8,131.8,Ellis,On-Air,50,N7JYS,,,,,yes,,,,Western Kansas Intertie,Internet linking,,,,,,,,,,,2351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.45,5,162.2,N7JYS,"Hays, K-Link",KS,OPEN,A,189.5,ESE,yes,442.45,447.45,162.2,162.2,Ellis,On-Air,Click for coverage map.  35 mi radius.,N7JYS,"Full-time to  
        444.95000 (AB0UO) at Russell, K-Link, KS .
 


Full-time to  
        443.57500 (K0HAM) at Ransom, K-Link, KS .
 


Full-time to the  K-Link System . Linkable to the  NEKSUN (K0HAM) System .",,,Kansas Repeater Council,yes,,,,Affiliate of the K-Link Repeater Network,E-Power.,,,,,,,,,,K-Link Repeater Network,42940,ARES: Sat at 21:00.,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,190.2,NW,yes,446.8125,441.8125,,,Larimer,On-Air,Fort Collins Local Area,W0QEY CSU,,,,CCARC,yes,,,,,D-Star Gateway,,Free Star,yes,W0QEY (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,190.2,NW,yes,449.85,444.85,100,100,Larimer,On-Air,Map,CO State Univ ARC,,,,CCARC,yes,,,,,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.3,5,162.2,N0KOM,Logan,KS,OPEN,I,190.3,E,yes,442.3,447.3,162.2,162.2,Phillips,On-Air,Repeater Coverage Map,,Linkable to the  Western Kansas Intertie System .,,7446,Kansas Repeater Council,yes,,,,,,,"For K-Link access dial 9335. 
For Wes-Kan dial 933. 
To disconnect dial 73.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,190.5,WNW,yes,447.45,442.45,103.5,,Grand,On-Air,,W0IG,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC7,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,190.8,WNW,yes,445.05,440.05,,,Lake,On-Air,,K2AD,,,,CCARC,yes,,,,Rocky Mountain Ham Radio,,,,,,,yes,7,,,http://www.rmham.org/,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,2,,,,,,,2,,RMHAM,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC7,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,191.2,NW,yes,446.75,441.75,,,Larimer,On-Air,,Rocky Mountain Ham Radio,Full-time to the  Colorado TRBO System .,,,CCARC,yes,,,,,,,See website for complete info on color codes/time slot assignment.,,,,yes,7,,,http://www.rmham.org,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC2,KB0VGD,"Fort Collins , Horsetooth Mountain",CO,OPEN,,191.2,NW,yes,145.265,144.665,,,Larimer,On-Air,Northern Colorado Front Range Wide Area coverage.,W0DMR - NoCo C-bridge Network,,,,CCARC,yes,,,,Brandmeister Network,,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,,yes,2,,,http://www.w0dmr.org/,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,1,2,,,,,,BrandMeister US,,,,,,,,1,2,,1,,,,,,,,,,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,191.3,WNW,yes,145.445,144.845,88.5,,Lake,On-Air,,Colorado Connection,Full-time to the  Colorado Connection System .,,,CCARC,yes,,,,,E-power (solar).,,"At 13,685;, it is one of the highest 2-meter repeaters in North America.",,,,,,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,123,N0UGO,Ogallala,NE,OPEN,EI,191.4,NNE,yes,146.76,146.16,123,,Keith,On-Air,,Charlie Allen,,751985,7349,,yes,,,,,,,Linked to 146.940 in North Platte and 442.250 south of North Platte,,,,,,,,,,"Sun at 19:30. 
Wed at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6725,5,CC1,K0USY,Hays,KS,OPEN,,191.5,ESE,yes,444.6725,449.6725,,,Ellis,On-Air,18,,Full-time internet linked to the  KS-DMR (3120) System .,,,,yes,,,,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.825,-25,100,AB0SF,"Fort Collins, Horsetooth Mountain",CO,OPEN,,191.8,NW,yes,927.825,902.825,100,100,Larimer,On-Air,"Decent coverage throughout northern Fort Collins, out east to beyond Windsor.",AB0SF,,,,CCARC,yes,,,,,,,Converted 800 MHz beam antenna pointed directly down Horsetooth Road in Fort Collins.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,191.8,NW,yes,145.115,144.515,100,100,Larimer,On-Air,Wide area.,Northern Colorado ARC,,4236,,CCARC,yes,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,191.8,NW,yes,224.52,222.92,100,100,Larimer,Off-Air,,Northern Colorado ARC,,,,CCARC,yes,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,191.8,NW,yes,447.275,442.275,100,100,Larimer,On-Air,Wide area.,Northern Colorado ARC,,,,CCARC,yes,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,K1TJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,191.9,NW,yes,927.95,902.95,100,100,Larimer,On-Air,Northern Front Range,K1TJ Repeater System,,,,CCARC,yes,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,"Maysville, CO",CO,OPEN,,192.7,W,yes,145.325,144.725,100,,Chaffee,On-Air,wide area,Chaffee Lake Amateur Repeater Association,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,192.8,NW,yes,146.685,146.085,123,,Larimer,On-Air,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),Estes Valley ARC,"Full-time to  
        449.80000 (N0FH) at Estes Park, CO .",625757,7268,CCARC,yes,,,,,E-power.,,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,,,,,,,,,ARES D-10: Thu at 19:00.,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,194,SW,yes,145.39,144.79,100,,Taos,On-Air,Wide area.,Taos ARC,,,,NMFCC,yes,,,,,"E-power, linked.",,,,,,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,194,NW,yes,448.325,443.325,110.9,,Larimer,On-Air,,,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,195.5,SW,yes,147.14,147.74,67,,Taos,On-Air,,,Full-time to the  Mega-Link System .,,,,yes,,,,TaosARC,11,,,,,,,,,,http://www.taosarc.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,196.2,WNW,yes,147.24,147.84,156.7,156.7,Lake,Off-Air,,,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,196.2,SW,yes,444.975,449.975,123,,Taos,On-Air,,N5TSV,,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,196.3,NW,yes,449.8,444.8,123,,Larimer,On-Air,,Estes Valley ARC,"Full-time to  
        146.68500 (N0FH) at Estes Park, CO .",625757,7268,CCARC,yes,,,,,E-Power,,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,,,,,,,,,ARES D-10: Thu at 19:00.,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,94.8,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,196.8,NW,yes,449.425,444.425,94.8,,Larimer,On-Air,,,"Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.875,-25,D114,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,196.8,NW,yes,927.875,902.875,D114,,Larimer,Off-Air,,WA6IMI,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,CCARC,yes,,,,,,,Down due to lightning strike. Scheduled to return end of June 2012.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.4375,5,CC14,KE5CJ,Stinnett,TX,OPEN,,197.6,SSE,yes,443.4375,448.4375,,,Hutchinson,On-Air,Wide Area,,,,,,yes,,,,,,,Time Slot #1 - Group Call 3 = DMR-MARC North America Time Slot #1 - Group Call 3777215= TRBO-6 Time Slot #1 - Group Call 3148= TX Statewide Time Slot #2 - Group Call 10 = West Texas Local,,,,yes,14,,,DMR MARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,,W5WDR,Stinnett,TX,OPEN,W,197.6,SSE,yes,444.8,449.8,,,Hutchinson,On-Air,"Covers 55 mile radius of Borger, Texas (approximately).",Hutchinson County ARC,"Full-time to  
        444.30000 (W5JTC) at Amarillo, TX .",,,,yes,yes,Open ↑ / Open ↓,21379,Panhandle Emergency Radio Service,,,Linked,,,,,,,,,,Golden Spread Amateur Information Net. Tuesdays 6:30 pm Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,N5LEM,"Angel Fire, Agua Fria Peak",NM,OPEN,,198,SW,yes,147.34,147.94,100,,Colfax,On-Air,Wide area.,Taos ARC,,,,NMFCC,yes,,,,,E-power.,,,,,,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,WB7GR,"Cheyenne, Chalk Bluffs",WY,OPEN,,198.3,NNW,yes,449.3,444.3,,,Laramie,On-Air,,WU7G,,,,,yes,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,162.2,N0KOM,"Stockton, K-Link",KS,OPEN,A,199.9,E,yes,146.79,146.19,162.2,,Rooks,On-Air,Click for coverage map.  25 mi radius.,N0KOM,Full-time to the  K-Link System .,,,Kansas Repeater Council,yes,,,,,,,DB-222 @ 200 feet.,,,,,,,,K-Link Repeater Network,45746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,200,NW,yes,447.7,442.7,100,100,Larimer,On-Air,Wide Area Coverage,Northern Colorado Amateur Radio Club,"Linkable to  
        146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .
 


Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Full-time to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,yes,,,,,,,,,,,,,,,http://ncarc.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,200.4,NW,yes,146.625,146.025,100,100,Larimer,On-Air,Wide area: Northern front range.,Northern Colorado ARC,"Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Linkable to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,CCARC,yes,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,200.4,NW,yes,224.84,223.24,100,100,Larimer,On-Air,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY",Northern Colorado ARC,"Full-time to  
        447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,yes,,,,,"E-power, 25 watts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,100,N7JNI,Wagon Mound,NM,OPEN,,200.9,SSW,yes,444.4,449.4,100,,Mora,Off-Air,,Mora ARC,,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,202,NW,yes,446.875,441.875,,,Clear Creek,On-Air,,,,,,,yes,,,,RMHAM,,,,,,,yes,,,,http://www.rmham.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,202,NW,yes,146.82,146.22,123,,Grand,,,GCARA,,,,CCARC,yes,,,,,E-power.,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,,KD0AN,Edison,NE,OPEN,E,202.9,NE,yes,146.745,146.145,,,Furnas,On-Air,,,,882742,,WB0CMC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,203.4,W,yes,447.65,442.65,151.4,151.4,Gunnison,On-Air,Gunnison valley and along East and west on Highway 50.,KB0YNA,"Full-time to  
        448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO .
 


Full-time to  
        449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",,,CCARC,yes,,,,,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.835,-0.6,100,N0VPX,Pawnee Rock,KS,OPEN,,203.8,ESE,yes,146.835,146.235,100,100,Barton,On-Air,Wide area.,"N0VPX, Central Kansas Repeater Group.",,,,Kansas Repeater Council,yes,yes,Open ↑ / Open ↓,,,,Yes; analog capable.,,,,,,,,,http://www.ckrgclub.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.725,5,,KD0ARW,Phillipsburg,KS,OPEN,I,205.2,E,yes,442.725,447.725,,,Phillips,On-Air,Local.,KD0ARW,"Full-time to  
        147.12000 (AA0HJ) at Phillipsburg, KS .",,3682,Kansas Repeater Council,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,,AA0HJ,Phillipsburg,KS,OPEN,,205.5,E,yes,147.12,147.72,,,Phillips,On-Air,Local,AA0HJ,"Full-time to  
        442.72500 (KD0ARW) at Phillipsburg, KS .",,,Kansas Repeater Council,yes,,,,,E-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.275,5,100,AA0HJ,Phillipsburg,KS,OPEN,,206.3,E,yes,443.275,448.275,100,,Phillips,On-Air,,,,,,Kansas Repeater Council,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.325,5,CC1,N0VPX,Pawnee Rock,KS,OPEN,,206.4,ESE,yes,444.325,449.325,,,Barton,On-Air,Wide area. 50 mi radius.,"N0VPX, Central Kansas Repeater Group",Full-time internet linked to the  CKRG System .,,,Kansas Repeater Council,yes,yes,Open ↑ / Open ↓,,,,,,,,,yes,1,,,http://www.ckrgclub.com,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Local or Reflector  1  9  Full-Time    CKRG  1  31204  Full-Time    Local/Cluster  2  2  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,
442.075,5,131.8,W5HFZ,Buffalo,OK,OPEN,,206.4,SE,yes,442.075,447.075,131.8,,Harper,,,GBARG,,,,ORSI,yes,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.81,-1.7,131.8,W5HFZ,Buffalo,OK,OPEN,,206.5,SE,yes,52.81,51.11,131.8,,Harper,,,Great Bison Amateur Radio Group (GBARG),,,,ORSI,yes,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,131.8,W5HFZ,Buffalo,OK,OPEN,,206.7,SE,yes,145.13,144.53,131.8,,Harper,,,GBARG,,,,ORSI,yes,,,,,WX.,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,206.9,WNW,yes,146.61,146.01,107.2,,Eagle,On-Air,,ECHO,,,,CCARC,yes,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,141.3,NM5EM,"Wagon Mound, Turkey Mtn",NM,OPEN,,208.2,SW,yes,145.37,144.77,141.3,,Mora,Off-Air,,NMEMA ARC,,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,67,NM5ML,"Wagon Mound, Turkey Mountain",NM,OPEN,,208.2,SW,yes,147.2,147.8,67,,Mora,On-Air,,,Full-time to the  Mega-Link System .,,,,yes,,,,,8,,,,,,,,,,http://nm5ml.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,208.7,WNW,yes,224.8,223.2,,,Eagle,Off-Air,,ECHO,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,208.7,WNW,yes,449.9,444.9,107.2,107.2,Eagle,Off-Air,,ECHO,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,,WA5CSF,Borger,TX,OPEN,E,208.8,SSE,yes,147.06,147.66,,,Hutchinson,Off-Air,,Northwest Texas Amateur Radio Club,,387265,,TVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.125,5,156.7,KB0VFV,Haviland,KS,OPEN,,208.9,SE,yes,444.125,449.125,156.7,156.7,Kiowa,On-Air,,N0FEK,Full-time to the  Kan-Okla Intertie System .,,,Kansas Repeater Council,yes,,,,"Kan-Okla, Stateline Skywarn",Closed autopatch.,,,,,,,,,,http://kanoklaintertiesystem.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,203.5,W5GPR,Buffalo,OK,OPEN,,208.9,SE,yes,147.12,147.72,203.5,,Harper,,30,GPARC,,,,ORSI,yes,,,,,200,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,,209.4,WSW,yes,147.22,147.82,100,,Rio Arriba,On-Air,Wide area.,New Mexico Mega Link Assoc,Full-time to the  Mega-Link System .,,,NMFCC,yes,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras,  San Antonio Mountain",NM,OPEN,,209.5,WSW,yes,146.76,146.16,67,,Rio Arriba,On-Air,"Most of Taos County, eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",Taos ARC,,,,,yes,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9375,-5,CC7,K7PFJ,"Cheyenne, South",WY,OPEN,,210.2,NNW,yes,449.9375,444.9375,,,Laramie,On-Air,,,Full-time to the  Rocky Mountain Ham System .,,,WRCG,yes,,,,,,,,,,,yes,7,,,https://www.rmham.org/wordpress/,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,88.5,W5WDR,Borger,TX,OPEN,W,210.5,SSE,yes,147,147.6,88.5,88.5,Hutchinson,On-Air,,Hutchinson County ARC,"Full-time to  
        444.30000 (W5JTC) at Amarillo, TX .",,,,yes,yes,Open ↑ / Open ↓,21339,Panhandle Emergency Radio Service,"E-Power, Linked",Yes; analog capable.,,,,,,,,,,,Golden Spread Amateur Information Net. TUE at 18:30 Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.835,-0.6,CSQ,K0KDC,North Platte,NE,OPEN,,211.7,NNE,yes,146.835,146.235,CSQ,,Lincoln,On-Air,,K0KDC,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,,NE0NP,North Platte,NE,OPEN,,211.7,NNE,yes,146.7,146.1,,123,Lincoln,Off-Air,,North Platte Progressive Amateur Radio Club,,,,,yes,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,212.2,NNW,yes,146.775,146.175,114.8,,Laramie,On-Air,,Shy-Wy Amateur Radio Club,"Full-time to  
        147.16500 (KC7SNO) at Albin, WY .",,,WRCG,yes,,,,,"E-power, WX.",,,,,,,,,,,,"Weather Net: Daily at 06:45. 
Shy-WY ARC: Sun at 07:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC7,N0SZ,Vail,CO,OPEN,,212.2,WNW,yes,445.075,440.075,,,Eagle,On-Air,,K2AD,,,,CCARC,yes,,,,Rocky Mountain Ham Radio,,,,,,,yes,7,,,http://www.rmham.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,123,N0IQ,North Platte,NE,OPEN,EI,212.8,NNE,yes,147.33,147.93,123,,Lincoln,On-Air,,Randy Allen,,857936,7627,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,123,N0IQ,North Platte,NE,OPEN,EI,212.8,NNE,yes,444.4,449.4,123,,Lincoln,On-Air,Maxwell to Sutherland across I-80.,Randy Allen,,857936,7627,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
