Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,Coordination,Last update,Notes,Links,Nets,Affiliate,Coverage,Web links,Downlink Tone,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,YSF Digital Enabled,DG-ID,Mixed-Mode,IRLP,EchoLink,D-STAR Enabled,Node,Sources,Feed,Worldwide,North America,Local/Cluster,AllStar,On-air,Location Photo,Grid,Commands,Talkgroup Network,Denver Regional,Northern Colorado,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,English,TAC 310,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA,Texas,COMM 1,Texas/Oklahoma Regional USA
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,121.2,WSW,,449.525,444.525,100,Mineral,On-Air,N0PKT,,,,,Full-time to the  The Fun Machine System .,,The Fun Machine,,,100,,,,,,,,,,,,,,,,,,,43265,,,DM67lt,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,122.2,N,,447.45,442.45,123,Larimer,On-Air,,,CCARC,,,,,,,,,,,,,,,,,,,447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC2,N0AOL,Fort Collins,CO,OPEN,,122.2,N,,446.7375,441.7375,,Larimer,On-Air,N0AOL - NoCo C-Bridge Network,DMR-MARC World Wide Network,CCARC,,Repeater ID: 310803,,"DMR World Wide Net: Sat at 10:00. 
TS 1 Group Call 1 http://www.dmr-marc.net/ 
Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",,Wide area: North Front Range.,http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,,,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      TAC 310  1  310      Local/Cluster  2  2      N. Colorado  2  3171    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,1,1,2,,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,122.2,N,,1283.55,1263.55,100,Larimer,On-Air,K1TJ Repeater System,,CCARC,,,,,,Northern Colorado Front Range,http://www.k1tj.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,123.2,WNW,,147.39,147.99,107.2,Garfield,On-Air,Roaring Fork Amateur Repeater Cooperative,,,,,,,,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,123.2,WNW,,449.725,444.725,179.9,Garfield,On-Air,Roaring Fork Amateur Repeater Cooperative (RFARC),EchoLink.,CCARC,,,,,,Wide area.,,,,,,,,,,,,3722,,,,,,,,,28434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC7,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,123.8,N,,446.75,441.75,,Larimer,On-Air,Rocky Mountain Ham Radio,,CCARC,,See website for complete info on color codes/time slot assignment.,Full-time to the  Colorado TRBO System .,,,,http://www.rmham.org,,,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC2,KB0VGD,"Fort Collins , Horsetooth Mountain",CO,OPEN,,123.8,N,,145.265,144.665,,Larimer,On-Air,W0DMR - NoCo C-bridge Network,,CCARC,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,Brandmeister Network,Northern Colorado Front Range Wide Area coverage.,http://www.w0dmr.org/,,,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,,,,,,,,,,1,2,,,,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",BrandMeister US,,,,,,,,,,,,,,,2,1,1,,,,,,,,
927.95,-25,100,K1TJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,123.9,N,,927.95,902.95,100,Larimer,On-Air,K1TJ Repeater System,25,CCARC,,,,,,Northern Front Range,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,123.9,N,,447.275,442.275,100,Larimer,On-Air,Northern Colorado ARC,"Closed autopatch, e-power.",CCARC,,,,,,Wide area.,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,123.9,N,,224.52,222.92,100,Larimer,Off-Air,Northern Colorado ARC,E-power.,CCARC,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.825,-25,100,AB0SF,"Fort Collins, Horsetooth Mountain",CO,OPEN,,123.9,N,,927.825,902.825,100,Larimer,On-Air,AB0SF,,CCARC,,Converted 800 MHz beam antenna pointed directly down Horsetooth Road in Fort Collins.,,,,"Decent coverage throughout northern Fort Collins, out east to beyond Windsor.",,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,123.9,N,,145.115,144.515,100,Larimer,On-Air,Northern Colorado ARC,7,CCARC,,,,,,Wide area.,,100,,,,,,,,,,,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,124.8,N,,147.39,147.99,,Larimer,On-Air,KT0L - NoCo C-Bridge Network,,CCARC,,,,Tac 310 Net: Sun at 18:00.,,"Fort Collins east side, into Red Feather Lakes area.",Documentation,,,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  TAC 310  1  310      DCI Bridge  1  3100      N. Colorado  1  3171      Mountain Reg USA  1  3177      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,,,,,
147.135,-0.6,123,KB5ITS,"Lake City, Hill 71",CO,OPEN,,125.9,WSW,,147.135,146.535,123,Hinsdale,On-Air,,E-power (solar),CCARC,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,126.2,N,,147.36,147.96,100,Larimer,On-Air,CO State Univ ARC,Closed autopatch.,CCARC,,,,,,Map,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,94.8,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,126.5,N,,449.425,444.425,94.8,Larimer,On-Air,,,,,,"Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.875,-25,D114,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,126.5,N,,927.875,902.875,D114,Larimer,Off-Air,WA6IMI,,CCARC,,Down due to lightning strike. Scheduled to return end of June 2012.,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,126.6,N,,446.8125,441.8125,,Larimer,On-Air,W0QEY CSU,D-Star Gateway,CCARC,,Free Star,,,,Fort Collins Local Area,,,,,,,,,,,,,,,W0QEY (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,107.2,WA6IFI,"Trinidad, Raton Pass",CO,OPEN,,126.9,SSE,,145.43,144.83,107.2,Las Animas,On-Air,Cheyenne Mountain Repeater Group,,CCARC,,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,127.1,WNW,,449.6,444.6,107.2,Garfield,On-Air,,e-power Linked to GMRA open system,CCARC,,,,,,Wide area.,http://www.gmra.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,127.1,WNW,,146.88,146.28,107.2,Garfield,On-Air,Ski Country ARC,,CCARC,,,"Full-time to  
        447.60000 (KI0G) at Glenwood Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,127.1,WNW,,447.1,442.1,107.2,Garfield,On-Air,Ski Country ARC,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,88.5,KB0VJJ,"Glenwood Springs, Sunlight Peak",CO,OPEN,,127.1,WNW,,146.85,146.25,88.5,Garfield,On-Air,Colorado Connection,70,CCARC,,Part of the Colorado Connection System of Repeaters,,Daily 7:30PM Local Time Central Colorado Traffic Net Thursdays 8:00PM Colorado Connection Net All Welcome Sundays 8:00PM Statewide ARES net,,"Wide area: Throughout the Roaring Fork Valley, Glenwood Canyon, East and West on I-70, and the Flattops Wilderness north of Glenwood.",,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,127.1,N,,449.85,444.85,100,Larimer,On-Air,CO State Univ ARC,Closed autopatch.,CCARC,,,,,,Map,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Raton, Raton Pass",NM,OPEN,,127.1,SSE,,446.775,441.775,,Colfax,On-Air,Cheyenne Mountain Repeater Group,,NMFCC,,,,,,,http://www.cmrg.org/,,,,,,,,,,,,,,KD0RDI (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC7,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,127.2,NE,,448.2,443.2,,Morgan,On-Air,,Mixed Mode,CCARC,,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",Full-time to the  Colorado TRBO System .,,NEAHR,,Rocky Mountain Ham Radio,,,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,127.6,N,,447.2,442.2,82.5,Weld,On-Air,N6RFI,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,127.7,WNW,,147.3,147.9,107.2,Garfield,Off-Air,Roaring Fork Amateur Repeater Cooperative,8,CCARC,,Single beep courtesy tone when linked and none when unlinked.,,,,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",,,,,,,,,,,,,266359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,127.7,WNW,,224.02,222.42,,Garfield,,SCARC,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,127.7,WNW,,447.6,442.6,,Garfield,,Ski Country ARC (SCARC),50,CCARC,,Link Hub for 146.880.,"Full-time to  
        146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",,,40,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,127.7,WNW,,449.85,444.85,131.8,Garfield,On-Air,,e-power  Linked to GMRA Open System,CCARC,,RACES net Wed 1930 Hrs Local,Full-time to the  GMRA Open System .,Colorado State RACES  Wed 1930 local,Grand Mesa Repeater Assoc,Glenwood Springs,http://GMRA.org,131.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,128.3,N,,446.775,441.775,,Larimer,On-Air,W0DMR - NoCo C-bridge Network,,CCARC,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,Brandmeister Network,"Fort Collins east side, into Red Feather Lakes area.",W0DMR,,,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,,,,,,,,,,1,2,,,,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",BrandMeister US,,,,,,,,,,,,,,,2,1,1,,,,,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,129.1,N,,447.7,442.7,100,Larimer,On-Air,Northern Colorado Amateur Radio Club,,,,,"Linkable to  
        146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .
 


Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Full-time to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,Wide Area Coverage,http://ncarc.net/,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,129.5,N,,146.625,146.025,100,Larimer,On-Air,Northern Colorado ARC,E-power.,CCARC,,,"Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Linkable to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,Wide area: Northern front range.,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,129.5,N,,224.84,223.24,100,Larimer,On-Air,Northern Colorado ARC,"E-power, 25 watts.",,,,"Full-time to  
        447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY",,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,130.2,W,,147.33,147.93,107.2,Delta,On-Air,North Fork Repeater Assoc.,,CCARC,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,100,NM5ML,"Raton, Sierra Grande",NM,OPEN,,133.6,SSE,,147.28,147.88,100,Colfax,On-Air,,8,NMFCC,,,Full-time to the  Mega-Link System .,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,135.5,N,,448.325,443.325,110.9,Larimer,On-Air,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,137.1,W,,447.2,442.2,107.2,Montrose,On-Air,,9,CCARC,,Closed IRLP out - Ask for a control op,Full-time to the  GMRA Open System .,RACES Net Wed at 1930 Hrs.,Grand Mesa Repeater Assoc,Delta/Montrose,GMRA Repeaters,107.2,,,,,,,,,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,,137.1,W,,448.65,443.65,,Montrose,On-Air,KB0YNA,,,,,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,Wide area.,,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,137.5,S,,145.25,144.65,123,Taos,On-Air,Taos ARC,,NMFCC,,,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,,138.2,SSW,,147.22,147.82,100,Rio Arriba,On-Air,New Mexico Mega Link Assoc,10,NMFCC,,,Full-time to the  Mega-Link System .,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras,  San Antonio Mountain",NM,OPEN,,138.2,SSW,,146.76,146.16,67,Rio Arriba,On-Air,Taos ARC,11,,,,,,,"Most of Taos County, eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,143.1,S,,145.39,144.79,100,Taos,On-Air,Taos ARC,"E-power, linked.",NMFCC,,,,,,Wide area.,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,88.5,KB0VJJ,Akron,CO,OPEN,,143.3,NE,,145.4,144.8,88.5,Washington,On-Air,Colorado Connection,,CCARC,,Part of the Colorado Connection system of repeaters,Full-time to the  Colorado Connection System .,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,Northeastern plains of Colorado.,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC7,W0FT,Akron,CO,OPEN,,143.3,NE,,448.175,443.175,,Morgan,On-Air,W0FT,,CCARC,,,,,Rocky Mountain Ham Radio,,http://www.rmham.org/,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,143.4,E,,146.895,146.295,103.5,Kit Carson,On-Air,Big Sandy ARC,,CCARC,,,,,,,,,,,,,,,,,,,830619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITS,"Ouray, Engineer Mountain",CO,OPEN,,144,WSW,,147.27,147.87,127.3,Ouray,On-Air,,,CCARC,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,KC0HH,Lamar,CO,OPEN,EI,145.7,SE,,146.61,146.01,123,Prowers,On-Air,Lamar Amateur Radio Club,,CCARC,,,"Full-time to  
        449.50000 (KC0HH) at Lamar, CO .",,,Hwy 287 - Springfield to Eads Hwy 50 - Holly to Rocky Ford. 45 mi radius.,,123,,,,,,,,,,3774,37784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,123,KC0HH,Lamar,CO,OPEN,EI,145.8,SE,,449.5,444.5,123,Prowers,On-Air,Lamar ARC,,CCARC,,,"Full-time to  
        146.61000 (KC0HH) at Lamar, CO .",,,45,,,,,,,,,,,,3774,37784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,146.2,NNW,,145.16,144.56,88.5,Jackson,On-Air,Colorado Connection,8,CCARC,,Part of the Colorado Connection system of repeaters.,Full-time to the  Colorado Connection System .,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,146.8,W,,146.79,146.19,107.2,Montrose,On-Air,KC0UXX,E-power.,CCARC,,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,146.8,W,,146.91,146.31,107.2,Montrose,On-Air,,E-Power,CCARC,,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,147.9,WNW,,146.76,146.16,107.2,Garfield,Off-Air,"N0SWE,  Roaring Fork Amateur Repeater Cooperative",E-power.,CCARC,,,,,,"New Castle, Silt, Rifle and Rulison and areas around Parachute.",,,,,,,,,,,,,243117,,,,,,,,,,,DM69cl,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,162.2,W5SF,"Chama, Overlook Mtn",NM,OPEN,,148.2,SSW,,147.08,147.68,162.2,Rio Arriba,On-Air,SFARC,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,100,W0ALC,Cedaredge,CO,OPEN,,148.3,W,,449.825,444.825,100,Delta,,W0ALC,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,107.2,KC0QXX,"Cedaredge, Cedar Mesa",CO,OPEN,,148.3,W,,147.195,147.795,107.2,Delta,,,,,,,,,Colorado District 25 ARES,Local.,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0ALC,Cedaredge,CO,OPEN,,148.3,W,,147.36,147.96,100,Delta,,W0ALC,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.35,5,100,NM5ML,"Eagle Nest, Iron Mountain",NM,OPEN,,148.4,S,,444.35,449.35,100,Colfax,On-Air,,,NMFCC,,11,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,,148.4,WSW,,147.375,147.975,156.7,San Juan,On-Air,,13,CCARC,,,"Part-time to  
        146.67000 (K0EP) at Durango, Eagle Pass, CO .",,,Wide area.,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,148.9,NW,,147.21,147.81,107.2,Routt,On-Air,SSARC,"Linked, WX.",CCARC,,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,148.9,NW,,449.625,444.625,123,Routt,On-Air,"Colorado Connection Repeaters, Inc.",Statewide Linked System,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net: Thu at 20:00 (All welcome).  
Statewide ARES Net: Sundays at 20:00.",,Local Steamboat Area,http://colcon.org,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,148.9,NW,,147.165,147.765,88.5,Routt,On-Air,Colorado Connection,,,,,Full-time to the  Colorado Connection System .,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,149.2,S,,147.14,147.74,67,Taos,On-Air,,11,,,,Full-time to the  Mega-Link System .,,TaosARC,,http://www.taosarc.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,,149.5,WSW,,444,449,67,San Juan,On-Air,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
