Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,YSF Digital Enabled,DG-ID,WIRES-X,County,Grid,Op Status,Coverage,Sponsor,Features,Mixed-Mode,Last update,EchoLink,IRLP,AllStar,Nets,Web links,Coordination,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Denver Regional,Affiliate,Notes,Downlink Tone,Commands,Links,P25 Digital Enabled,NAC,Default Reflector,D-STAR Enabled,Node,Sources,On-air,Northern Colorado,Worldwide,North America,Local/Cluster,Feed,Southern Colorado,Talkgroup Network,Location Photo,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,Worldwide English,English,Wyoming,WyLOCAL
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,186.4,NW,,145.16,144.56,88.5,,,,Jackson,,On-Air,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",Colorado Connection,8,,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,CCARC,,,,,,,,Part of the Colorado Connection system of repeaters.,123,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,187.3,NW,,146.61,146.01,,,Open ↑ / Open ↓,,Albany,,On-Air,Laramie Valley  30 mi radius.,University ARC,,Yes; analog capable.,,,,,,http://www.uwyo.edu/uarc,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,187.4,NW,,146.82,146.22,114.8,,,,Albany,,On-Air,Wide area.,Shy-Wy Amateur Radio Club,,,,,,,Shy-WY ARC: Thu at 19:00.,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,162.2,N0KOM,"Lenora, K-Link",KS,OPEN,I,188.6,ESE,,146.88,146.28,162.2,,,,Norton,,On-Air,Click for coverage map.  50 mi radius.,N0KOM,"e-power, K-Link. 
IRLP node 7426.",,,,7426,,ARES: Sat @ 21:00 local,K-Link Repeater Network,Kansas Repeater Council,,,,,,,,"IRLP prefix = A 
Disconnect = 73 
Dial 9335 when finished.",162.2,,Full-time to the  K-Link System .,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,189.5,NW,,147.015,147.615,146.2,,Open ↑ / Open ↓,,Albany,,On-Air,Albany County,"Albany County ARES/RACES, University Amateur Radio",,Yes; analog capable.,,82070,,,,http://www.uwyo.edu/uarc/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,,WD0BQM,Scottsbluff,NE,OPEN,,190.3,N,,145.475,144.875,,,,,Scotts Bluff,,On-Air,20,RWMC,e-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.825,5,,W0KAV,Scottsbluff,NE,OPEN,,190.3,N,,444.825,449.825,,,,,Scotts Bluff,,On-Air,,W0KAV/KW0R,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,,W0VTL,Gunnison,CO,OPEN,,190.3,WSW,,147.12,147.72,,,,,Gunnison,,On-Air,,W0VTL,E-power.,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,K5GF,Gunnison,CO,OPEN,,190.3,WSW,,449.95,444.95,,,,,Gunnison,,,,K5GF,,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,
443.575,5,162.2,K0HAM,"Ransom, K-Link",KS,OPEN,,190.4,ESE,,443.575,448.575,162.2,,,,Ness,,On-Air,Click for coverage map.  40 mi radius.,N7JYS,,,,,,,ARES: Saturdays 21:00 local,K-Link Repeater Network,Kansas Repeater Council,,,,,,,K-Link Repeater Network,,162.2,,"Full-time to  
        442.45000 (N7JYS) at Hays, K-Link, KS .
 


Full-time to the  K-Link System .",,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,
146.445,0,88.5,AG0N,Scottsbluff,NE,OPEN,I,191.3,N,,146.445,146.445,88.5,,,,Scotts Bluff,,On-Air,,,,,,,3055,,,http://garymcduffie.com,,,,,,,,,This is a simplex IRLP node. 147.285 rptr is down. 3055 is directly accessed on 146.445 w/88.5 tone. Controlled access. Contact AG0N for access. 147.435/123PL Scottsbluff node 8930 available 24/7 no access code.,88.5,Access pre-fix = 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,192.4,SSW,,145.25,144.65,123,,,,Taos,,On-Air,,Taos ARC,,,,,,,,Taos Amateur Radio Club,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.25,5,141.3,K0ECT,Montezuma,KS,OPEN,,193,SE,,444.25,449.25,141.3,,,,Gray,,On-Air,Local,SKECT,,,,,,,ARES,http://skect.org/default.aspx,Kansas Repeater Council,,,,,,,,,141.3,,Full-time to the  SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,,N0NEB,Scottsbluff,NE,OPEN,,194,N,,147.075,147.675,,,,,Scotts Bluff,,On-Air,,Tri-City Radio Amateur Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.7,5,162.2,N0NM,"Hill City, K-Link",KS,OPEN,A,194.9,ESE,,443.7,448.7,162.2,,,,Graham,,On-Air,Click for coverage map.  45 mi radius.,"N0NM, N0KOM",E-power.,,,,,46425,,K-Link Repeater Network,Kansas Repeater Council,,,,,,,Western Kansas Inter-Tie K-Link Repeater Network,"Use PL 131.8 for WesKan Intertie 
Use PL 162.2 for K-Link",,,Linkable to the  K-Link System . Linkable to the  Western Kansas Intertie System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,195,W,,447.15,442.15,136.5,,,,Garfield,,On-Air,,,,,,8150,,,,,,,,,,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1,0,100,WD0BQM,Mitchell,NE,OPEN,I,195.3,N,,445.1,445.1,100,,,,Scotts Bluff,,On-Air,,,,,,,3942,,,,,,,,,,,,This is a simplex IRLP node.,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,110.9,N5GDR,Cimarron,NM,OPEN,A,197.7,SSW,,145.21,144.61,110.9,,,,Colfax,,On-Air,,"Gary Reynolds N5GDR, Dale Finley KB5NFT",,,,,,46298,,,NMFCC,,,,,,,,,110.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.835,-0.6,CSQ,K0KDC,North Platte,NE,OPEN,,198.2,NE,,146.835,146.235,CSQ,,,,Lincoln,,On-Air,,K0KDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,,NE0NP,North Platte,NE,OPEN,,198.2,NE,,146.7,146.1,,,,,Lincoln,,Off-Air,,North Platte Progressive Amateur Radio Club,E-power.,,,,,,,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,123,N0UGO,North Platte,NE,OPEN,EI,199.1,NE,,442.25,447.25,123,,,,Lincoln,,Off-Air,,Charlie Allen,,,,751985,7349,,"Sunt at 20:30 
Wed at 21:00",,,,,,,,,,Linked to 146.940 in North Platte and 146.760 in Ogallala.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.805,-0.6,103.5,W0KKS,Liberal,KS,OPEN,,199.1,SE,,146.805,146.205,103.5,,,,Seward,,On-Air,Local,Southern Plains ARC,Autopatch,,,,,,,http://spark-ks.org/,Kansas Repeater Council,,,,,,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,123,N0UGO,North Platte,NE,OPEN,EI,199.1,NE,,146.94,146.34,123,,,,Lincoln,,On-Air,,Charlie Allen,Linked to 146.760 in Ogallala and 442.250 south of North Platte,,,751985,7349,,"Sunday Night net: Sun at 20:30 
Wednesday Night net: Wed at 21:00.",,WB0CMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,123,N0IQ,North Platte,NE,OPEN,EI,199.1,NE,,147.33,147.93,123,,,,Lincoln,,On-Air,,Randy Allen,,,,857936,7627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,123,N0IQ,North Platte,NE,OPEN,EI,199.1,NE,,444.4,449.4,123,,,,Lincoln,,On-Air,Maxwell to Sutherland across I-80.,Randy Allen,,,,857936,7627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.1,5,141.3,K0ECT,Liberal,KS,OPEN,,199.2,SE,,443.1,448.1,141.3,,,,Seward,,On-Air,Local,SPARK,Autopatch,,,,,,,http://skect.org/default.aspx,Kansas Repeater Council,,,,,,,,,,,Full-time to the  SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,,WK0DX,Plains,KS,OPEN,,199.5,SE,,147.18,147.78,,,,,Meade,,On-Air,Local,WK0DX,,,,,,,,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,88.5,N5DFQ,Guymon,OK,OPEN,,199.7,SSE,,444.975,449.975,88.5,,,,Texas,,On-Air,30,DBARC,Linked.,,,,,,,http://caprockintertie.org/,ORSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.35,5,100,NM5ML,"Eagle Nest, Iron Mountain",NM,OPEN,,200.3,SSW,,444.35,449.35,100,,,,Colfax,,On-Air,,,,,,,,,,,NMFCC,,,,,,,,11,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Eagle Nest, Touch Me Not",NM,OPEN,,200.3,SSW,,147.04,147.64,141.3,,,,Colfax,,On-Air,,NMEMA ARC,,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,88.5,N5DFQ,Guymon,OK,OPEN,,201.2,SSE,,147.15,147.75,88.5,,,,Texas,,On-Air,,DBARC,"Linked, WX.",,,,,,,http://caprockintertie.org/,ORSI,,,,,,,,,,,Full-time to the  Caprock Intertie System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,201.2,WNW,,147.21,147.81,107.2,,,,Routt,,On-Air,,SSARC,"Linked, WX.",,,,,,,,CCARC,,,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,201.3,WNW,,147.165,147.765,88.5,,,,Routt,,On-Air,,Colorado Connection,,,,,,,,,,,,,,,,,,123,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,201.3,WNW,,449.625,444.625,123,,,,Routt,,On-Air,Local Steamboat Area,"Colorado Connection Repeaters, Inc.",Statewide Linked System,,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net: Thu at 20:00 (All welcome).  
Statewide ARES Net: Sundays at 20:00.",http://colcon.org,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,202.2,SW,,145.39,144.79,100,,,,Taos,,On-Air,Wide area.,Taos ARC,"E-power, linked.",,,,,,,Taos Amateur Radio Club,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.375,5,,K0BAI,Ensign,KS,OPEN,,203,SE,,444.375,449.375,,,,,Gray,,Off-Air,Local,K0BAI,,,,,,,,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.5,5,141.3,WK0DX,Plains,KS,OPEN,,203,SE,,443.5,448.5,141.3,,,,Meade,,On-Air,Wide Area,WK0DX,,,,,,,,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,205.8,SSW,,147.14,147.74,67,,,,Taos,,On-Air,,,11,,,,,,,http://www.taosarc.com/,,,,,,,,TaosARC,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,206.5,W,,147.39,147.99,107.2,,,,Garfield,,On-Air,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",Roaring Fork Amateur Repeater Cooperative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,206.5,W,,449.725,444.725,179.9,,,,Garfield,,On-Air,Wide area.,Roaring Fork Amateur Repeater Cooperative (RFARC),EchoLink.,,,,3722,28434,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.5,5,141.3,K0ECT,Jetmore,KS,OPEN,,206.8,SE,,444.5,449.5,141.3,,,,Hodgeman,,On-Air,,SKECT,E-power,,,,,,,http://skect.org/default.aspx,Kansas Repeater Council,,,,,,,,,141.3,,Full-time to the  SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,207,WSW,,146.925,146.325,,,,,Mineral,,Off-Air,,Creede ARC,,,,,,,,,CCARC,,,,,,,,WA0JS license expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,207.4,SSW,,444.975,449.975,123,,,,Taos,,On-Air,,N5TSV,,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,207.9,W,,147.3,147.9,107.2,,,,Garfield,,Off-Air,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",Roaring Fork Amateur Repeater Cooperative,8,,,266359,,,,,CCARC,,,,,,,,Single beep courtesy tone when linked and none when unlinked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,208,W,,449.85,444.85,131.8,,,,Garfield,,On-Air,Glenwood Springs,,e-power  Linked to GMRA Open System,,,,,,Colorado State RACES  Wed 1930 local,http://GMRA.org,CCARC,,,,,,,Grand Mesa Repeater Assoc,RACES net Wed 1930 Hrs Local,131.8,,Full-time to the  GMRA Open System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,208,W,,224.02,222.42,,,,,Garfield,,,,SCARC,,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,208,W,,447.6,442.6,,,,,Garfield,,,40,Ski Country ARC (SCARC),50,,,,,,,,CCARC,,,,,,,,Link Hub for 146.880.,,,"Full-time to  
        146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,
443.675,5,162.2,K0HAM,"Dodge City, K-Link",KS,OPEN,,208.6,SE,,443.675,448.675,162.2,,,,Ford,,On-Air,Click for coverage map.  45 mi radius.,"NV8Q, WV0S","Linked to K-Link Repeater Network. 
AllStar 46012.",,,,,"Priva 
   
     n/a",,K-Link Repeater Network,Kansas Repeater Council,,,,,,,Affiliate of the K-Link Repeater Network,,162.2,,Full-time to the  K-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,,209.7,SW,,147.22,147.82,100,,,,Rio Arriba,,On-Air,Wide area.,New Mexico Mega Link Assoc,10,,,,,,,,NMFCC,,,,,,,,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras,  San Antonio Mountain",NM,OPEN,,209.8,SW,,146.76,146.16,67,,,,Rio Arriba,,On-Air,"Most of Taos County, eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",Taos ARC,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,123,KU0L,Dodge City,KS,OPEN,,209.9,SE,,442.375,447.375,123,,,,Ford,,On-Air,US-50,,Autopatch.,,,,,,,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,123,KU0L,Dodge City,KS,OPEN,,209.9,SE,,147.03,147.63,123,,,,Ford,,On-Air,30,KU0L,Autopatch,,,,,,RACES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,210.1,W,,146.88,146.28,107.2,,,,Garfield,,On-Air,,Ski Country ARC,,,,,,,,,CCARC,,,,,,,,,,,"Full-time to  
        447.60000 (KI0G) at Glenwood Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,210.1,W,,447.1,442.1,107.2,,,,Garfield,,On-Air,,Ski Country ARC,,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,210.1,W,,449.6,444.6,107.2,,,,Garfield,,On-Air,Wide area.,,e-power Linked to GMRA open system,,,,,,,http://www.gmra.org,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,88.5,KB0VJJ,"Glenwood Springs, Sunlight Peak",CO,OPEN,,210.1,W,,146.85,146.25,88.5,,,,Garfield,,On-Air,"Wide area: Throughout the Roaring Fork Valley, Glenwood Canyon, East and West on I-70, and the Flattops Wilderness north of Glenwood.",Colorado Connection,70,,,,,,Daily 7:30PM Local Time Central Colorado Traffic Net Thursdays 8:00PM Colorado Connection Net All Welcome Sundays 8:00PM Statewide ARES net,,CCARC,,,,,,,,Part of the Colorado Connection System of Repeaters,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.3,5,162.2,N0KOM,Logan,KS,OPEN,I,211,ESE,,442.3,447.3,162.2,,,,Phillips,,On-Air,Repeater Coverage Map,,,,,,7446,,,,Kansas Repeater Council,,,,,,,,"For K-Link access dial 9335. 
For Wes-Kan dial 933. 
To disconnect dial 73.",162.2,,Linkable to the  Western Kansas Intertie System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,,KD0AN,Edison,NE,OPEN,E,211.5,E,,146.745,146.145,,,,,Furnas,,On-Air,,,,,,882742,,,,,WB0CMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,N5LEM,"Angel Fire, Agua Fria Peak",NM,OPEN,,214.1,SSW,,147.34,147.94,100,,,,Colfax,,On-Air,Wide area.,Taos ARC,E-power.,,,,,,,Taos Amateur Radio Club,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,215,WSW,,449.525,444.525,100,,,,Mineral,DM67lt,On-Air,,N0PKT,,,,,,43265,,,,,,,,,,The Fun Machine,,100,,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.55,5,141.3,K0ECT,Dodge City,KS,OPEN,,217.5,SE,,444.55,449.55,141.3,,,,Ford,,On-Air,,SKECT,,,,,,,,http://skect.org/default.aspx,Kansas Repeater Council,,,,,,,,,,,Full-time to the  SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,,W0SOK,Cozad,NE,OPEN,,218,E,,147.135,147.735,,,,,Dawson,,Off-Air,,Heartland Amateur Radio Association,E-power.,,,,,,Wed 2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Tres Piedras, San Antonio Mtn.",NM,OPEN,,219.3,SW,,145.175,144.575,141.3,,,,Taos,,Off-Air,,NMEMA ARC,,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,219.3,SW,,146.76,146.16,67,,,,Taos,,On-Air,"Wide area: Most of Taos County, Eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",Taos ARC,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,-0.6,123,KB5ITS,"Lake City, Hill 71",CO,OPEN,,221.3,WSW,,147.135,146.535,123,,,,Hinsdale,,On-Air,,,E-power (solar),,,,,,,http://www.sjcham.com,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,,N5AKN,Forgan,OK,OPEN,,221.7,SE,,147.39,147.99,,,,,Beaver,,,70,N5AKN,WX.,,,,,,,,ORSI,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,123,N0VL,Lexington,NE,OPEN,,227.8,E,,146.85,146.25,123,,,,Dawson,,On-Air,,,,,,,,,,,WB0CMC,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,162.2,W5SF,"Chama, Overlook Mtn",NM,OPEN,,228.7,SW,,147.08,147.68,162.2,,,,Rio Arriba,,On-Air,,SFARC,,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,123,K0PCA,Loomis,NE,OPEN,,229.9,E,,146.895,146.295,123,,,,Phelps,,On-Air,,Region 15 ARES/RACES,E-power.,,,,,,,,WB0CMC,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,123,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,232.6,SSW,,449.875,444.875,123,,,,Taos,,Off-Air,,Taos ARC,"Linked to 147.34, E-Power.",,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5,0,100,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,232.6,SSW,,51.5,51.5,100,,,,Taos,,On-Air,,Taos ARC,,,,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,67,KF5PFO,"Taos, Picuris Peak",NM,OPEN,E,232.6,SSW,,147.12,147.72,67,,,,Taos,,On-Air,Wide area.,Taos Amateur Radio Club,E-power.,,,828279,,,,http://taosarc.org/,NMFCC,,,,,,,ARRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.4,-1.6,225.7,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,232.6,SSW,,224.4,222.8,225.7,,,,Taos,,On-Air,,Taos ARC,,,,,,,,http://taosarc.org,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,100,N7GCR,"Rawlins, Elk Mountain",WY,OPEN,,235.8,NW,,147.24,147.84,100,,,,Carbon,,On-Air,Wide area.,CCARS,,,,,,,,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,,238.5,WSW,,146.61,146.01,123,,,,Archuleta,,On-Air,,,,,,,,,,http://durangoarc.org/,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,88.5,K5IS,Perryton,TX,OPEN,,238.6,SE,,146.64,146.04,88.5,,,,Ochiltree,,,,,,,,,,,,,TVHFS,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,136.5,NM5SJ,Dulce,NM,OPEN,,245,SW,,145.43,144.83,136.5,,,,Rio Arriba,,On-Air,,SJC EMCOMM,,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,,KR0A,Broken Bow,NE,OPEN,,255.4,NE,,147.06,147.66,,,,,Custer,,On-Air,,KR0A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.865,-0.6,,KR0A,Broken Bow,NE,OPEN,,255.4,NE,,146.865,146.265,,,,,Custer,,Off-Air,,KR0A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.075,5,131.8,W5HFZ,Buffalo,OK,OPEN,,262.5,SE,,442.075,447.075,131.8,,,,Harper,,,,GBARG,,,,,,,,,ORSI,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,
52.81,-1.7,131.8,W5HFZ,Buffalo,OK,OPEN,,262.6,SE,,52.81,51.11,131.8,,,,Harper,,,,Great Bison Amateur Radio Group (GBARG),,,,,,,,,ORSI,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,131.8,W5HFZ,Buffalo,OK,OPEN,,262.9,SE,,145.13,144.53,131.8,,,,Harper,,,,GBARG,WX.,,,,,,,,ORSI,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,203.5,W5GPR,Buffalo,OK,OPEN,,265.3,SE,,147.12,147.72,203.5,,,,Harper,,,30,GPARC,200,,,,,,,,ORSI,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,100,KD7BN,Rawlins,WY,OPEN,,269.9,NW,,147.39,147.99,100,,,,Carbon,,On-Air,Wide area.,HERC,E-power.,,,,,,,,,,,,,,,N7ZEF (EchoLink).,,,,"Full-time to  
        146.80500 (W7BEQ) at Shoshoni, Copper Mtn, WY .
 


Full-time to  
        146.94000 (W7VNJ) at Casper, Casper Mountain, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KC7OZU,Rawlins,WY,OPEN,,269.9,NW,,146.76,146.16,100,,,,Carbon,,On-Air,Wide area.,CCARS,,,,,,,Sunday nite net 2030 local time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
