Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Features,Coordination,Last update,Op Status,Coverage,EchoLink,IRLP,Notes,Nets,DMR Enabled,Color Code,Wide Network,Affiliate,Web links,Downlink Tone,Links,Talkgroups,Colorado,Northern Colorado,Denver Regional,YSF Digital Enabled,DG-ID,Mixed-Mode,AllStar,Commands,WIRES-X,Grid,D-STAR Enabled,Node,Sources,Talkgroup Network,Worldwide English,North America,DCI Bridge,Local/Cluster,N. Colorado,TAC 310,Mountain Reg USA,P25 Digital Enabled,NAC,Default Reflector,Feed,Worldwide,English,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,Wyoming,WyLOCAL,Southern Colorado,Bandwidth,Local or Reflector,CKRG,KansasLink,Kansas,Location Photo,BYRG
146.475,0,146.2,W0FUI,Hot Springs,SD,OPEN,I,205.4,NNW,,146.475,146.475,146.2,Fall River,,W0FUI,IRLP,,,On-Air,More info on the coverage area would be helpful.,,7976,Turns itself off every night. More control info on the website.,,,,,,,146.2,,,,,,,,,,"IRLP: 
Connect- [node nbr] / Disconnect- 73.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,162.2,NZ0M,"Osborne, K-Link",KS,OPEN,,205.9,SE,,147.375,147.975,162.2,Osborne,,ORUG,"K-Link. 
RF Linked to Beloit 442.800.",Kansas Repeater Council,,On-Air,Click for coverage map.  35 mi radius.,,,,"RACES, ARES",,,,Affiliate of the K-Link Repeater Network,K-Link Repeater Network,CSQ,Full-time to the  K-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,
146.7,-0.6,146.2,K0HS,"Hot Springs, Battle Mountain",SD,OPEN,,206.1,NNW,,146.7,146.1,146.2,Fall River,,Hot Springs Amateur Radio Club,E-power.,SouDak,,On-Air,,,,,,,,,,,146.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.2,5,123,W0WWV,"Hastings, Hastings Dog-Walk Park",NE,OPEN,,206.2,ESE,,443.2,448.2,123,Adams,,Amateur Radio Association of Nebraska,E-power.,WB0CMC,,On-Air,Hastings Area,,,Linked to the W0WWV System. See W0WWV Campbell.,See W0WWV - Campbell,,,,,http://w0wwv.org/,123,"Full-time to  
        444.47500 (W0WWV) at Campbell, Mid-Rivers E911 Dispatch Center, NE .",,,,,,,,,,,EN00tn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.525,0,141.3,KC0EQA,"Hastings, NE",NE,OPEN,EA,206.7,ESE,,147.525,147.525,141.3,Adams,,,,,,On-Air,,416797,,,Nebraska Ragchew Net Tuesdays at 7:30pm,,,,,http://alertradionebraska.blogspot.com/p/about.html,141.3,,,,,,,,,27553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,,KD0PBV,"Grand Island, St. Francis Hospital",NE,OPEN,,207.1,ESE,,146.655,146.055,,Hall,,Nebraska Emergency Management Agency,,,,On-Air,,,,Linked to reflector REF002C,,,,,,,,,,,,,,,,,,,,,KD0PBV (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.95,5,123,KE0HZX,Grand Island,NE,OPEN,,207.6,ESE,,443.95,448.95,123,Hall,,Brian Schmidt,,WB0CMC,,On-Air,Hall County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.35,-1.7,,W0CUO,Grand Island,NE,OPEN,,207.7,ESE,,53.35,51.65,,Hall,,Grand Island Amateur Radio Society (GIARS),E-power.,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,123,W0WWV,"Hastings, KCNT Tower",NE,OPEN,,208.4,ESE,,145.13,144.53,123,Adams,,,,WB0CMC,,On-Air,Wide area.,,,"Linked full-time to W0WWV 444.475 Campbell, W0WWV System.",,,,,,http://w0wwv.org/,CSQ,"Full-time to  
        444.47500 (W0WWV) at Campbell, Mid-Rivers E911 Dispatch Center, NE .
 


Full-time to the  W0WWV System .",,,,,,,Yes; analog capable.,,,,EN00un,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,123,W0CUO,Grand Island,NE,OPEN,I,208.6,ESE,,146.94,146.34,123,Hall,,Grand Island Amateur Radio Society (GIARS),"E-power, linked.",,,On-Air,"Grand Island, Elba, Aurora",,7479,,"Mon, Wed, Fri at 19:00. 
Nebraska IRLP Net: Sun at 20:30.",,,,,http://www.gihams.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.75,5,123,KD0ENX,"Grand Island, Heartland Event Center",NE,OPEN,,208.6,ESE,,444.75,449.75,,Hall,,N0DND N0YXV,,WB0CMC,,On-Air,Hall County,,,,,,,,N0DND N0YXV,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,KB0VJJ,"Breckenridge, Bald Mountain",CO,OPEN,,209.4,WSW,,147.39,147.99,88.5,Summit,,Colorado Connection,12,CCARC,,On-Air,Wide area.,,,"Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-.  This machine has a split tone, 88.5 rx and 123.0 tx","Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,Breckenridge Repeater,123,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0875,-5,CC7,N0SZ,"Breckenridge, Baldy",CO,OPEN,,209.5,WSW,,445.0875,440.0875,,Fremont,,K2AD,,,,On-Air,,,,,,,7,,Rocky Mountain Ham Radio,http://www.rmham.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,123,KD0ENX,Grand Island,NE,OPEN,EWA,209.7,ESE,,147.345,147.945,123,Hall,,,,WB0CMC,,On-Air,Hall County.,686210,,,Nebraska Ragchew: Tue at 19:30- wires-x NEBRASKA-HUB ROOM 21659 all nodes welcome.,,,,,,,Full-time to the  Nebraska Hub System .,,,,,,23,Yes; analog capable.,29607,,21659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,211.4,SW,,449.975,444.975,100,Pueblo,,K0JSC,2,CCARC,,On-Air,"I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass 
   Repeater Coverage Map",363976,7301,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00.  
RGARC Net: Wed at 19:00.",,,,,K0JSC dot Com,100,"Linkable to  
        145.49000 (WD0EKR) at Canon City, Fremont Peak, CO .
 


Linkable to  
        145.46000 (WB0WDF) at Cripple Creek, CO .
 


Linkable to  
        146.79000 (ND0Q) at Pueblo, Baculite Mesa, CO .
 


Linkable to  
        145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO .
 


Linkable to  
        146.88000 (ND0Q) at Pueblo, Deer Peak, CO .
 


Linkable to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",,,,,,,,28368,,,DM78SA18,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,211.8,WSW,,146.7,146.1,107.2,Summit,,GRARC,E-power.,CCARC,,On-Air,,,3972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Canon City, Canon City",CO,OPEN,,213.4,SW,,449.975,444.975,100,Fremont,,K0JSC,Simulcast TX / Voted RX with Cedarwood and Salida,CCARC,,On-Air,,,,,,,,,The Fun Machine,http://www.k0jsc.com,100,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,215.2,SW,,449,444,67,Fremont,,WB0WDF,"E-power (Solar, Wind)",CCARC,,On-Air,,,,North of the Royal Gorge Bridge.,,,,,,Mega Link,67,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,215.7,SW,,447.975,442.975,100,Fremont,,K0JSC,Autopatch.,CCARC,,On-Air,"Canon City area. 
   Repeater Coverage Map",363976,7301,,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",,,,,http://www.k0jsc.com,100,Full-time to the  The Fun Machine System .,,,,,,,,28368,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,216.7,SW,,927.7,902.7,D114,Fremont,,Royal Gorge ARC,,CCARC,,On-Air,,,,,,,,,,,D114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,216.8,SW,,53.03,51.33,88.5,Fremont,,WB0WDF,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",CCARC,,On-Air,,,,Split site Fremont peak transmitter and 8 mile mountain reciever.,,,,,RGARC,Http://www.qsl.net/rghc,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,216.8,SW,,447.25,442.25,100,Fremont,,,,CCARC,,On-Air,"Wide from Custer County to Park County and Chaffee County to Pueblo County. 
   Repeater Coverage Map",363976,7301,,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",,,,,K0JSC dot Com,100,Full-time to the  The Fun Machine System .,,,,,,,,28368,,,DM78ik,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,216.8,SW,,447.75,442.75,103.5,Fremont,,RGARC,E-power (Bat),CCARC,,On-Air,,,3081,,,,,,,Royal Gorge Amateur Radio Club,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC7,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,216.8,SW,,446.7375,441.7375,,Fremont,,,IPSC Link to the Colorado network on Talk Slot 2.,CCARC,,On-Air,"Fremont county and state wide on Talk Slot 2.  40 mi radius. 
   Repeater Coverage Map",,,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,,,7,,Rocky Mountain Ham Radio,http://www.k0jsc.com,,Full-time to the  Colorado TRBO System .,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,DM78ii,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,216.8,SW,,145.49,144.89,103.5,Fremont,,Royal Gorge Amateur Radio Club,E-power (Bat),CCARC,,On-Air,,,,,"RGARC Net: Wed at 19:00. 
ARES Net: Wed at 19:30.",,,,Colorado ARES Region 5 District 1,Royal Gorge Amateur Radio Club,103.5,,,,,,,,,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,216.8,SW,,223.96,222.36,103.5,Fremont,,RGARC,"E-power (Bat), Remote Base",CCARC,,On-Air,"Wide area. 
   Repeater Coverage Map",,,,,,,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.85,5,141.3,KC0HFA,Russell,KS,OPEN,,216.9,SE,,442.85,447.85,141.3,Russell,,KC0HFA,Linked.,Kansas Repeater Council,,On-Air,Local. I-70,,,,,,,,,,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.5,5,141.3,K0ECT,Jetmore,KS,OPEN,,217,SE,,444.5,449.5,141.3,Hodgeman,,SKECT,E-power,Kansas Repeater Council,,On-Air,,,,,,,,,,http://skect.org/default.aspx,141.3,Full-time to the  SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC0,N0SZ,"Fairplay, Badger",CO,OPEN,,217.1,WSW,,446.7625,441.7625,,Park,,K7PFJ,,,,On-Air,,,,,,,0,,RMHAM,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.475,5,CC7 131.8,N7JYS,Russell,KS,OPEN,,217.4,SE,,442.475,447.475,131.8,Russell,,N7JYS,,Kansas Repeater Council,,On-Air,35,,,MMDVM Mixed-Mode repeater.,,,7,,Western Kansas Intertie,,131.8,Full-time internet linked to the  CKRG System . Full-time internet linked to the  KansasLink System .,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Local or Reflector  1  9  Full-Time    Kansas  1  3120  Full-Time    CKRG  1  31204  Full-Time    Local/Cluster  2  2  Full-Time    KansasLink  2  31203  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,2,,,,,293,,,,,,,,,,,,,,,1,1,2,1,,
442,5,CC1,KB0SJR,Russell,KS,OPEN,,217.4,SE,,442,447,,Russell,,,,,,On-Air,City of Russell,,,Click here for current TG Info,,,1,,CKRG,http://www.ckrgclub.com,,Full-time internet linked to the  CKRG System .,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Local or Reflector  1  9  Full-Time    CKRG  1  31204  Full-Time    Local/Cluster  2  2  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,1,,,,
444.95,5,162.2,AB0UO,"Russell, K-Link",KS,OPEN,,219.3,SE,,444.95,449.95,162.2,Russell,,Russell County EM,"K-Link Repeater Network. 
E-power",Kansas Repeater Council,,On-Air,Click for coverage map.  35 mi radius.,,,,,,,,K-Link Repeater System,K-Link Repeater Network,162.2,"Full-time to  
        442.45000 (N7JYS) at Hays, K-Link, KS .
 


Linkable to  
        147.28500 (AB0UO) at Russell, KS .
 


Full-time to the  K-Link System . Linkable to the  NEKSUN (K0HAM) System .",,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,
147.285,0.6,162.2,AB0UO,Russell,KS,OPEN,,219.3,SE,,147.285,147.885,162.2,Russell,,Russell County EM,E-power (batt/gen).,Kansas Repeater Council,,On-Air,Repeater Coverage Map,,,"CSQ = local only.  Link access requires PL 162.2. 
Can be linked to K-Link by a control operator.","ARES: Wed at 21:00. 
ARES: Sat at 21:00.",,,,,K-Link Repeater Network,162.2,"Linkable to  
        444.95000 (AB0UO) at Russell, K-Link, KS .
 


Linkable to  
        444.85000 (KS0LNK) at Minneapolis, K-Link, KS .",,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,KC0UFO,"Fairplay, Sacramento Mountain",CO,OPEN,,221.9,WSW,,447.125,442.125,103.5,Park,,KC0UFO,Emergency automatic generator.,CCARC,,On-Air,"Covers Fairplay, Alma, and western South Park.",,,"Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.","When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",,,,"Park County Radio Club, AB0PC",,103.5,,,,,,,,,,,,DM69wf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,224.6,WSW,,145.445,144.845,88.5,Lake,,Colorado Connection,E-power (solar).,CCARC,,On-Air,,,,"At 13,685;, it is one of the highest 2-meter repeaters in North America.","Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC7,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,224.8,WSW,,445.05,440.05,,Lake,,K2AD,,CCARC,,On-Air,,,,,,,7,,Rocky Mountain Ham Radio,http://www.rmham.org/,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,2,,,,,,,,,,,RMHAM,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,225.9,WSW,,448.575,443.575,103.5,Park,,,,CCARC,,Off-Air,Western Park County,,,,,,,,,,103.5,"Full-time internet linked to  
        146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,ND0Q,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,226,SSW,,146.73,146.13,88.5,Huerfano,,Pueblo Ham Club,6,CCARC,,On-Air,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",,,,,,,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.875,5,146.2,KB0GRP,O'Neill,NE,OPEN,,229.1,NE,,444.875,449.875,146.2,Holt,,,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.675,5,162.2,K0HAM,"Dodge City, K-Link",KS,OPEN,,229.5,SSE,,443.675,448.675,162.2,Ford,,"NV8Q, WV0S","Linked to K-Link Repeater Network. 
AllStar 46012.",Kansas Repeater Council,,On-Air,Click for coverage map.  45 mi radius.,,,,,,,,Affiliate of the K-Link Repeater Network,K-Link Repeater Network,162.2,Full-time to the  K-Link System .,,,,,,,,"Priva 
   
     n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,,KK7BA,Douglas,WY,OPEN,,230,NW,,147.15,147.75,,Converse,,,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,230.6,WSW,,147.24,147.84,156.7,Lake,,,,CCARC,,Off-Air,,,,,,,,,,,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,123,KU0L,Dodge City,KS,OPEN,,230.8,SSE,,442.375,447.375,123,Ford,,,Autopatch.,Kansas Repeater Council,,On-Air,US-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,123,KU0L,Dodge City,KS,OPEN,,230.8,SSE,,147.03,147.63,123,Ford,,KU0L,Autopatch,,,On-Air,30,,,,RACES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,107.2,KC0CVU,"Pueblo, Deer Peak",CO,OPEN,,233.7,SW,,449.625,444.625,107.2,Custer,,,E-power.,CCARC,,On-Air,,,,,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,233.7,SW,,224.32,222.72,88.5,Custer,,Pueblo Ham Club,11,CCARC,,Off-Air,,,,,,,,,,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,233.7,SW,,447.175,442.175,88.5,Pueblo,,Pueblo HC,11,CCARC,,Off-Air,Wide area: Southeast Colorado.,,,,,,,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,131.8,KB0GRP,O'Neill,NE,OPEN,I,235,E,,146.61,146.01,131.8,Holt,,,,,,On-Air,,,3457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.835,-0.6,100,N0VPX,Pawnee Rock,KS,OPEN,,235.3,SE,,146.835,146.235,100,Barton,,"N0VPX, Central Kansas Repeater Group.",,Kansas Repeater Council,,On-Air,Wide area.,,,,,,,,,http://www.ckrgclub.com,100,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,88.5,K0HAM,"Hoisington, K-Link",KS,OPEN,,235.6,SE,,147.135,147.735,88.5,Barton,,"NEKSUN, NV8Q.","E-power. K-Link. 
RF Linked to Ellsworth 444.775.",Kansas Repeater Council,,On-Air,Click for coverage map.  45 mi radius.,,,"Performance degraded due to receiver issue. 
90 watts @ 300 feet AGL. 
For local comm use no tone.  For K-Link use PL 88.5.",,,,,K-Link Repeater Network,K-Link Repeater Network,88.5,Full-time to the  K-Link System . Linkable to the  NEKSUN (K0HAM) System .,,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,
224,-1.6,131.8,N7JYS,Hoisington,KS,OPEN,A,235.6,SE,,224,222.4,131.8,Barton,,N7JYS,Autopatch.,,,On-Air,40,,,,,,,,Western Kansas Intertie,,,,,,,,,,,45989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.925,5,100,N0VPX,"Hoisington, Beaver",KS,OPEN,EA,235.8,SE,,444.925,449.925,100,Barton,,CKRG,"AllStar, Echolink, Analog bridged to BrandMeister TG31204",Kansas Repeater Council,,On-Air,"Wide area, I-70",771574,,,,,,,CKRG,http://www.ckrgclub.com,100,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,46495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,118.8,K0BHN,Wilson,KS,OPEN,,238.2,SE,,146.97,146.37,118.8,Ellsworth,,K0BHN,,Kansas Repeater Council,,On-Air,Local 35 mi radius.,,,,,,,,,,118.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.325,5,CC1,N0VPX,Pawnee Rock,KS,OPEN,,238.9,SE,,444.325,449.325,,Barton,,"N0VPX, Central Kansas Repeater Group",,Kansas Repeater Council,,On-Air,Wide area. 50 mi radius.,,,,,,1,,,http://www.ckrgclub.com,,Full-time internet linked to the  CKRG System .,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Local or Reflector  1  9  Full-Time    CKRG  1  31204  Full-Time    Local/Cluster  2  2  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,Open ↑ / Open ↓,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,1,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,239.1,SW,,927.775,902.775,D116,Custer,,Royal Gorge Amateur Radio Club,,CCARC,,On-Air,,,,System uses digital PL,,,,,,,D116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,239.1,SW,,448.15,443.15,103.5,Custer,,Royal George ARC,E-power.,CCARC,,On-Air,,,,,,,,,,http://www.qsl.net/rghc,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,239.1,SW,,147.06,147.66,77,Custer,,http://www.qsl.net/rghc,E-power,CCARC,,On-Air,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,239.2,SW,,448.325,443.325,100,Custer,,,,,,On-Air,,,,,,,,,The Fun Machine,,100,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,239.2,SW,,919.1,894.1,88.5,Pueblo,,Pueblo HC,,CCARC,,Off-Air,Wide area.,,,,,,,,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,242.5,SW,,446.975,441.975,,Chaffee,,Crestone Amateur Radio Emergency Services,,CCARC,,On-Air,,,,,,,,,Crestone Amateur Radio Emergency Services,KD0QPG,,,,,,,,,,,,,,,KD0QPG (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
