Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,Coordination,Last update,On-air,Downlink Tone,Coverage,Links,Web links,Affiliate,IRLP,Notes,Nets,Grid,EchoLink,AllStar,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,Talkgroup Network,Denver Regional,Northern Colorado,Commands,Location Photo,Feed,YSF Digital Enabled,DG-ID,Mixed-Mode,Worldwide,North America,Local/Cluster,P25 Digital Enabled,NAC,Default Reflector,English,Europe,TAC 310,DCI Bridge,Southwest USA,Local Network,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,N. Colorado,Worldwide English,Mountain Reg USA,Wyoming,WyLOCAL
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,132.6,NE,yes,449.65,444.65,,Denver,On-Air,Colorado Amateur Repeater Network (CARN),,CCARC,yes,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,132.6,NE,yes,449.675,444.675,,Denver,On-Air,Colorado Amateur Repeater Network (CARN),,CCARC,yes,,,,,,,7708,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,132.7,NE,yes,448.55,443.55,82.5,Denver,Off-Air,HPRA,E-power.,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,132.7,NE,yes,448.075,443.075,123,Denver,On-Air,W0IG,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,132.7,NE,yes,145.475,144.875,100,Jefferson,On-Air,Intermountain Repeater Group,E-power.,CCARC,yes,,,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,132.7,NE,yes,146.715,146.115,123,Denver,On-Air,EARS,E-power.,CCARC,yes,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,132.9,SE,yes,449.75,444.75,100,Las Animas,On-Air,N0ZSN,,CCARC,yes,,100,,Full-time to the  The Fun Machine System .,The Fun Machine,The Fun Machine,7301,,,,363976,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,133.3,NE,yes,447.175,442.175,100,Denver,On-Air,W0JRL,,CCARC,yes,,100,,,,,,,,,201712,29997,,,,,,,,,,,,,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,134,E,yes,448.7,443.7,146.2,Douglas,On-Air,,,,yes,,,Local North Parker only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,134.1,N,yes,449.625,444.625,123,Routt,On-Air,"Colorado Connection Repeaters, Inc.",Statewide Linked System,,yes,,123,Local Steamboat Area,,http://colcon.org,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net: Thu at 20:00 (All welcome).  
Statewide ARES Net: Sundays at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,134.1,N,yes,147.21,147.81,107.2,Routt,On-Air,SSARC,"Linked, WX.",CCARC,yes,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,134.1,N,yes,147.165,147.765,88.5,Routt,On-Air,Colorado Connection,,,yes,,123,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,134.3,E,yes,446.85,441.85,,Douglas,On-Air,Parker Radio Association,D-Star B module,CCARC,yes,,,,,http://parkerradio.org,,,,,,,,yes,K0PRA (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC1,K0PRA,Parker,CO,OPEN,,134.7,E,yes,445.075,440.075,,Douglas,On-Air,Parker Radio Association,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,CCARC,yes,,,,,http://www.parkerradio.org,,,Mixed Mode,Mondays 20:30 MST,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,134.7,NE,yes,1299.5,1279.5,,Boulder,On-Air,Boulder County ARES,E-power.,CCARC,yes,,,,,,,,,,,,,yes,W0DK (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,134.7,NE,yes,446.8625,441.8625,,Boulder,On-Air,Boulder County ARES,,CCARC,yes,,,,,,,,,,,,,yes,KC0DS (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,134.7,NE,yes,449.4,444.4,91.5,Boulder,Off-Air,BARC,2,CCARC,yes,,,,,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC7,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,134.7,NE,yes,446.8,441.8,,Boulder,On-Air,Rocky Mountain Ham Radio,,CCARC,yes,,,Wide area.,Full-time to the  Colorado TRBO System .,Rocky Mountain Ham Radio,Rocky Mountain Ham Radio,,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,134.7,NE,yes,449.55,444.55,100,Boulder,On-Air,Rocky Mtn VHF Soc,8,CCARC,yes,,,Denver metro area.,"Full-time to  
        224.02000 (W0IA) at Boulder, Lee Hill, CO .",,,,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC7,N0SZ,"Boulder, Lee Hill",CO,OPEN,,134.8,NE,yes,446.9875,441.9875,,Boulder,On-Air,Rocky Mountain Ham Radio,Linked on Time Slot 2 to  Almagre Mtn  (446.950).,,yes,,,,"Full-time to  
        446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO .
 


Full-time to the  Colorado TRBO System .",,,,,,,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,134.8,NE,yes,447.975,442.975,107.2,Boulder,On-Air,Colorado Repeater Association (CRA),Closed autopatch.,CCARC,yes,,107.2,Wide area: Boulder/Longmont area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,134.8,NE,yes,145.46,144.86,107.2,Boulder,On-Air,Colorado Repeater Association (CRA),"Closed autopatch, e-power.",CCARC,yes,,107.2,Boulder/Denver Metro,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,CRA VHF Link System,3990,,,,347086,,,,,,,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,134.8,NE,yes,449.3,444.3,100,Adams,On-Air,N1UPS,,CCARC,yes,,,,,,,3699,,,,43699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,134.8,NE,yes,447.75,442.75,141.3,Boulder,On-Air,Rocky Mountain Ham Radio,,CCARC,yes,,141.3,,,,,3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC1,N0SZ,"Boulder, Lee Hill",CO,OPEN,,134.8,NE,yes,445.05,440.05,,Boulder,On-Air,Rocky Mountain Ham Radio,BrandMeister Network,CCARC,yes,,,Wide area,,,,,,,,,,,,,yes,1,BrandMeister,,,,,,,,,,,,,,,,,,,,,,,,BrandMeister US,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,134.8,NE,yes,224.02,222.42,,Boulder,On-Air,Rocky Mtn VHF Soc,8,CCARC,yes,,,Denver metro area.,"Full-time to  
        449.55000 (W0IA) at Boulder, CO .",RMVHS repeaters,,,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.1,-20,,KF5VBE,Aztec,NM,CLOSED,,135,SSW,yes,1291.1,1271.1,,Bernalillo,On-Air,San Juan County,DV only,NMFCC,yes,,,,,,,,,,,,,yes,KF5VBE (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,,KF5VBE,Farmington,NM,OPEN,,135.1,SSW,yes,145.115,144.515,,San Juan,On-Air,,,,yes,,,,,,,,,,,,,yes,KF5VBE (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,136.7,NE,yes,147.03,147.63,100,Boulder,On-Air,KI0HG,,CCARC,yes,,,,,,Boulder County Amateur Radio Emergency Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,136.8,NE,yes,449.825,444.825,103.5,Boulder,On-Air,Rocky Mountain Radio League,6,CCARC,yes,,,Along the foothills and into Boulder where the 94 repeater is shadowed.,,Repeater,,,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,136.8,SE,yes,449.975,444.975,100,Pueblo,On-Air,K0JSC,2,CCARC,yes,,100,"I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass 
   Repeater Coverage Map","Linkable to  
        145.49000 (WD0EKR) at Canon City, Fremont Peak, CO .
 


Linkable to  
        145.46000 (WB0WDF) at Cripple Creek, CO .
 


Linkable to  
        146.79000 (ND0Q) at Pueblo, Baculite Mesa, CO .
 


Linkable to  
        145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO .
 


Linkable to  
        146.88000 (ND0Q) at Pueblo, Deer Peak, CO .
 


Linkable to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",K0JSC dot Com,,7301,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00.  
RGARC Net: Wed at 19:00.",DM78SA18,363976,28368,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,136.8,NE,yes,448.925,443.925,131.8,Boulder,On-Air,W0LMA,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,137.2,NE,yes,1283.8625,1263.8625,,Boulder,On-Air,Boulder County ARES,E-power.,CCARC,yes,,,20,,,,,,,,,,yes,KC0DS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,137.2,NE,yes,145.3875,144.7875,,Boulder,On-Air,Boulder County ARES,E-power.,CCARC,yes,,,20,,http://bouldercountyares.org/technical/d-star,,,,,,,,yes,KC0DS (C),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,137.8,NE,yes,146.73,146.13,91.5,Boulder,Off-Air,BARC,12,CCARC,yes,,91.5,Local,,http://www.ked-wireless.com/products1.htm,,,,,DN70jb,115482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.8,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,138.2,E,yes,145.4,144.6,100,Arapahoe,On-Air,Castle Rock Repeater Group,"Autopatch, e-power.",CCARC,yes,,,Greater Denver area.,"Full-time to  
        448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,138.2,E,yes,145.19,144.59,151.4,Arapahoe,On-Air,N0OBA,Autopatch (please contact trustee).,,yes,,131.8,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",,,,,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott","""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,138.5,NE,yes,449.15,444.15,,Arapahoe,On-Air,Colorado Amateur Repeater Network (CARN),,CCARC,yes,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,138.8,NE,yes,448.275,443.275,156.7,Arapahoe,On-Air,W0BG,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,138.8,NE,yes,448.4,443.4,94.8,Arapahoe,On-Air,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,138.8,NE,yes,448.825,443.825,,Arapahoe,On-Air,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,30584,,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,138.9,NE,yes,448.5,443.5,100,Denver,On-Air,Castle Rock Repeater Group,E-power.,CCARC,yes,,,Greater Denver area.,"Full-time to  
        145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,139,NE,yes,147.045,147.645,123,Adams,On-Air,Northglenn RA,E-power.,CCARC,yes,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,D023,K0PWO,Centennial,CO,OPEN,A,139.1,E,yes,449.425,444.425,D023,Arapahoe,Off-Air,K0PWO,,,yes,,D023,,,,,,Colorado SNP (Shared non-protected pair),,,,29791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292.3,-20,,KF5VBD,"Bloomfield, Harris Mesa",NM,CLOSED,,139.3,SSW,yes,1292.3,1272.3,,San Juan,On-Air,San Juan County,,NMFCC,yes,,,,,,,,,,,,,yes,KF5VBD (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,127.3,KB5ITS,Bloomfield,NM,OPEN,,139.4,SSW,yes,448.65,443.65,127.3,San Juan,On-Air,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,100,K5WXI,Bloomfield,NM,OPEN,,139.4,SSW,yes,146.92,146.32,100,San Juan,On-Air,San Juan County OEM,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,140,NNW,yes,145.265,144.665,107.2,Moffat,,NW Colorado ARC,E-power.,CCARC,yes,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,88.5,KB0VJJ,Craig,CO,OPEN,,140,NNW,yes,146.97,146.37,88.5,Moffat,On-Air,Northwest Colorado Amateur Radio Association,,CCARC,yes,,123,,Full-time to the  Colorado Connection System .,,Colorado Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,140.8,NE,yes,146.76,146.16,100,Boulder,On-Air,Rocky Mtn VHF Soc,5,CCARC,yes,,,Wide area.,,,Boulder County ARES,,"ARES primary repeater. 
 Voting Receivers:  
 
   
    RX Location    Tone    Pitch    PL  
   
   Gunbarrel  single beep  low  100.0 
   
   Lousville  single beep  low  100.0 
   
   Lyons  double beep  high followed by medium  100.0 
   
   Louisville #2  double beep  high followed by low  100.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,141.3,SSE,yes,146.76,146.16,67,Taos,On-Air,Taos ARC,11,,yes,,,"Wide area: Most of Taos County, Eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Tres Piedras, San Antonio Mtn.",NM,OPEN,,141.3,SSE,yes,145.175,144.575,141.3,Taos,Off-Air,NMEMA ARC,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,88.5,K7QEQ,Moab,UT,OPEN,,141.8,W,yes,146.9,146.3,88.5,Grand,On-Air,Sinbad Desert ARC,"Closed autopatch, remote base, linked to Bald Mesa (146.760).",UVHFS,yes,,,Moab and immediate surroundings.,,http://sdarc.us/repeaters/moab.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,KB5ITS,"Bloomfield, Harris mesa",NM,OPEN,,142.3,SSW,yes,147.1,147.7,100,San Juan,On-Air,San Juan connection,,NMFCC,yes,,,,Full-time to the  San Juan Connection System .,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,67,NM5ML,"Bloomfield, Harris Mesa",NM,OPEN,,142.4,SSW,yes,147.28,147.88,67,San Juan,On-Air,,6,NMFCC,yes,,,Wide area.,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,100,KI0HC,Parker,CO,OPEN,,143.9,E,yes,927.8375,902.025,,Douglas,On-Air,,,CCARC,yes,,,This repeater is east of parker so it covers up in the foothills. You can hilltop into Wyoming &amp; on I-80 west to MM323 The Abraham Lincoln Monument. South I-25 to Fountain MM125. The hills are your friends in the 900 world!,,,,,"Offset is -25.8125 
In Nac 294 Out Nac 293",,,,,,,,,,,,,,,,,,,,,,,,,,yes,294,yes,,,,,,,,,,,,,,,,,
147,0.6,100,KB5ITS,Farmington,NM,OPEN,,144.1,SSW,yes,147,147.6,100,San Juan,On-Air,,"Autopatch, e-power.",NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KB5ITS,Farmington,NM,OPEN,,144.1,SSW,yes,146.76,146.16,100,San Juan,On-Air,,"Closed autopatch, e-power.",NMFCC,yes,,100,,Full-time to the  San Juan Connection System .,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.01,-1,131.8,KB5ITS,Farmington,NM,OPEN,,144.1,SSW,yes,53.01,52.01,131.8,San Juan,On-Air,KB5ITS,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,K5WXI,Farmington,NM,OPEN,,144.1,SSW,yes,146.85,146.25,100,San Juan,On-Air,Totah ARC,Closed autopatch.,NMFCC,yes,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,100,K5WY,Farmington,NM,OPEN,,144.1,SSW,yes,449,444,100,San Juan,,K5WY,E-power.,NMFCC,yes,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.325,5,CC1,N5UBJ,Farmington,NM,OPEN,,144.2,SSW,yes,442.325,447.325,,San Juan,On-Air,,AZ-TRBONET,NMFCC,yes,,,,,http://www.aztrbonet.com/MinimalNetwatch,,,,,,,,,,,yes,1,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,AZ-TrboNet,,,,,,,,,1,1,,,,,1,2,2,2,2,,,,,,,,,,,,
444.15,5,,KF5VBF,Farmington,NM,OPEN,,144.2,SSW,yes,444.15,449.15,,San Juan,On-Air,San Juan County,DV only,,yes,,,,,,,,,,,,,yes,KF5VBF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,ND0Q,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,144.4,SE,yes,146.73,146.13,88.5,Huerfano,On-Air,Pueblo Ham Club,6,CCARC,yes,,,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,K0GUR,"Denver, Green Valley Ranch",CO,OPEN,EA,145.2,NE,yes,448.15,443.15,141.3,Denver,On-Air,K0GUR,E-power (batt).  2 meter and 70cm channel steerable remote bases.,CCARC,yes,,141.3,"Small coverage of the East Denver area SW of DIA. 
   Repeater Coverage Map",Full-time to the  The Fun Machine System .,k0jsc.com,,,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list.  The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",DM79pt,24340,29436,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.7,-20,,KF5VBF,"Farmington, Farmington Bluffs",NM,CLOSED,,145.5,SSW,yes,1291.7,1271.7,,San Juan,On-Air,San Juan County,DV only,NMFCC,yes,,,,,,,,,,,,,yes,KF5VBF (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,,K7QEQ,"Monticello, Abajo Peak",UT,CLOSED,,146.1,WSW,yes,447.4,442.4,,San Juan,,,11,UVHFS,yes,Unknown,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,,Cactus-Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,,K7QEQ,"Monticello, Abajo Pk",UT,CLOSED,,146.1,WSW,yes,223.94,222.34,,San Juan,,Grand Mesa Rptr Assoc,11,UVHFS,yes,Unknown,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,88.5,K7SDC,"Monticello, Abajo Peak",UT,OPEN,EI,146.1,WSW,yes,146.61,146.01,88.5,San Juan,On-Air,Sinbad Desert ARC,Remote base.,UVHFS,yes,,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,http://www.sdarc.us/repeaters/abajo.html,,3270,11.36,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,K7QEQ,"Monticello, Abajo Peak",UT,OPEN,,146.1,WSW,yes,447.1,442.1,107.2,San Juan,On-Air,Grand Mesa Repeater Association (GMRA),E-power.,UVHFS,yes,,107.2,Wide area.,Full-time to the  GMRA Open System .,http://gmra.org,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.2625,-5,CC7,N0SZ,"Rangely, Cathedral Bluffs",CO,OPEN,,146.4,NW,yes,445.2625,440.2625,,Rio Blanco,On-Air,RMHAM,,,yes,,,,,https://www.rmham.org,,,,,,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
