Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Features,Coordination,Last update,D-STAR Enabled,Node,Sources,IRLP,Coverage,Web links,EchoLink,AllStar,Commands,Mixed-Mode,YSF Digital Enabled,DG-ID,Affiliate,Notes,WIRES-X,Links,Nets,DMR Enabled,Color Code,Wide Network,Grid,Feed,P25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,On-air,Local Network,Worldwide,North America,English,TAC 310,Local/Cluster,N. Colorado,DCI Bridge,Mountain Reg USA,Worldwide English,Location Photo,Wyoming,WyLOCAL
445.1,0,100,WD0BQM,Mitchell,NE,OPEN,I,165,NNE,yes,445.1,445.1,100,100,Scotts Bluff,On-Air,,,,yes,,,,3942,,,,,,,,,,This is a simplex IRLP node.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,165.7,S,yes,449.75,444.75,100,100,Las Animas,On-Air,N0ZSN,,CCARC,yes,,,,7301,,The Fun Machine,363976,28368,,,,,The Fun Machine,,,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,167.1,SW,yes,146.925,146.325,,,Mineral,Off-Air,Creede ARC,,CCARC,yes,,,,,,,,,,,,,,WA0JS license expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0ALC,Cedaredge,CO,OPEN,,167.2,WSW,yes,147.36,147.96,100,,Delta,,W0ALC,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,
449.825,-5,100,W0ALC,Cedaredge,CO,OPEN,,167.2,WSW,yes,449.825,444.825,100,,Delta,,W0ALC,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,
147.195,0.6,107.2,KC0QXX,"Cedaredge, Cedar Mesa",CO,OPEN,,167.2,WSW,yes,147.195,147.795,107.2,,Delta,,,,,yes,,,,,Local.,,,,,,,,Colorado District 25 ARES,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,
146.445,0,88.5,AG0N,Scottsbluff,NE,OPEN,I,167.3,NNE,yes,146.445,146.445,88.5,88.5,Scotts Bluff,On-Air,,,,yes,,,,3055,,http://garymcduffie.com,,,Access pre-fix = 5,,,,,This is a simplex IRLP node. 147.285 rptr is down. 3055 is directly accessed on 146.445 w/88.5 tone. Controlled access. Contact AG0N for access. 147.435/123PL Scottsbluff node 8930 available 24/7 no access code.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,,N0NEB,Scottsbluff,NE,OPEN,,167.3,NNE,yes,147.075,147.675,,,Scotts Bluff,On-Air,Tri-City Radio Amateur Club,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,107.2,,"Cedaredge, Grand Mesa",CO,OPEN,,167.4,WSW,yes,447.35,442.35,107.2,,Delta,,Grand Mesa Repeater Assoc (GMRA),,CCARC,yes,,,,,,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,
146.61,-0.6,123,KC0HH,Lamar,CO,OPEN,EI,171,SE,yes,146.61,146.01,123,123,Prowers,On-Air,Lamar Amateur Radio Club,,CCARC,yes,,,,3774,Hwy 287 - Springfield to Eads Hwy 50 - Holly to Rocky Ford. 45 mi radius.,,37784,,,,,,,,,"Full-time to  
        449.50000 (KC0HH) at Lamar, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,123,KC0HH,Lamar,CO,OPEN,EI,171.1,SE,yes,449.5,444.5,123,,Prowers,On-Air,Lamar ARC,,CCARC,yes,,,,3774,45,,37784,,,,,,,,,"Full-time to  
        146.61000 (KC0HH) at Lamar, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,171.6,WSW,yes,447.2,442.2,107.2,107.2,Montrose,On-Air,,9,CCARC,yes,,,,3710,Delta/Montrose,GMRA Repeaters,,,,,,,Grand Mesa Repeater Assoc,Closed IRLP out - Ask for a control op,,Full-time to the  GMRA Open System .,RACES Net Wed at 1930 Hrs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,,171.6,WSW,yes,448.65,443.65,,151.4,Montrose,On-Air,KB0YNA,,,yes,,,,,Wide area.,,,,,,,,,,,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,-0.6,123,KB5ITS,"Lake City, Hill 71",CO,OPEN,,172,SW,yes,147.135,146.535,123,,Hinsdale,On-Air,,E-power (solar),CCARC,yes,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,174.5,SW,yes,449.525,444.525,100,100,Mineral,On-Air,N0PKT,,,yes,,,,,,,,43265,,,,,The Fun Machine,,,Full-time to the  The Fun Machine System .,,,,,DM67lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,177.5,WSW,yes,146.91,146.31,107.2,107.2,Montrose,On-Air,,E-Power,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,177.5,WSW,yes,146.79,146.19,107.2,107.2,Montrose,On-Air,KC0UXX,E-power.,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,CC1,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,178.5,WSW,yes,446.9125,441.9125,,,Mesa,On-Air,Bill Frost,,,yes,,,,,"Grand Junction, I70",,,,,,,,,Brandmeister network,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,KC0CVU,"Trinidad, Raton Pass",CO,OPEN,,179.5,S,yes,449.6,444.6,107.2,,Las Animas,Off-Air,Cheyenne Mtn Rptr Grp,E-power.,CCARC,yes,,,,,Wide area.,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,100,KG5JL,"Trinidad, Raton Pass",CO,OPEN,,179.5,S,yes,447.375,442.375,100,,Las Animas,On-Air,KG5JL,E-power (batt).,CCARC,yes,,,,,"Covers I-25 from CO/NM border to north of Trinidad, CO.",,,,,Yes; analog capable.,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,,179.5,S,yes,147.375,147.975,100,100,Las Animas,Off-Air,K0BV,,CCARC,yes,,,,,Good coverage along I-25 between CO/NM state line and 40 miles north.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,107.2,WA4HND,"Grand Junction, Grand Mesa",CO,OPEN,I,180.6,WSW,yes,449.3,444.3,107.2,107.2,Mesa,On-Air,,e-power Linked to GMRA Open System,CCARC,yes,,,,3710,Wide Area I-70 West Rifle to Western Utah,http://www.gmra.org/,,,,,,,,Closed IRLP out,,,RACES Wed 1930 hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,180.6,S,yes,446.775,441.775,,,Las Animas,On-Air,Cheyenne Mountain Repeater Group (CMRG),,CCARC,yes,yes,KD0RDI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC11,WY7EOC,Rawlins,WY,CLOSED,,184.2,NW,yes,445.05,440.05,,,Carbon,On-Air,Laramie County EM,,WRCG,yes,,,,,Wide area.,,,,,,,,Wyoming DMR Project,,,,,yes,11,,,,,,,,,,,,Wyoming DMR Project,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,1,2
146.76,-0.6,100,KC7OZU,Rawlins,WY,OPEN,,184.2,NW,yes,146.76,146.16,100,,Carbon,On-Air,CCARS,,,yes,,,,,Wide area.,,,,,,,,,,,,Sunday nite net 2030 local time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,100,KD7BN,Rawlins,WY,OPEN,,184.2,NW,yes,147.39,147.99,100,,Carbon,On-Air,HERC,E-power.,,yes,,,,,Wide area.,,,,,,,,N7ZEF (EchoLink).,,,"Full-time to  
        146.80500 (W7BEQ) at Shoshoni, Copper Mtn, WY .
 


Full-time to  
        146.94000 (W7VNJ) at Casper, Casper Mountain, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,162.2,N7RON,Rawlins,WY,OPEN,I,184.2,NW,yes,146.7,146.1,162.2,,Carbon,On-Air,,,WRCG,yes,,,,7045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,KD7SU,Rawlins,WY,OPEN,,184.2,NW,yes,448.3,443.3,100,,Carbon,,,,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,
449.8,-5,146.2,N7RON,Rawlins,WY,OPEN,,184.2,NW,yes,449.8,444.8,146.2,,Carbon,,Wyocomm,,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,
147.03,0.6,88.5,KS0GLD,Goodland,KS,OPEN,I,184.4,ESE,yes,147.03,147.63,88.5,,Sherman,Off-Air,Sherman County Amateur Radio Club (SCARE),,,yes,,,,3769,I-70,SCARE on Facebook,,,,,,,,This is the highest (above sea level) amateur repeater in Kansas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITS,"Ouray, Engineer Mountain",CO,OPEN,,186.7,SW,yes,147.27,147.87,127.3,,Ouray,On-Air,,,CCARC,yes,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,146.2,WA0VJR,Wallace,KS,OPEN,I,190.3,SE,yes,444.6,449.6,146.2,,Wallace,On-Air,WA0VJR,,,yes,,,,3148,"US-40 
   Repeater Coverage Map",,,,,,,,,Dial 9335 to access K-Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,107.2,WA6IFI,"Trinidad, Raton Pass",CO,OPEN,,191.5,S,yes,145.43,144.83,107.2,,Las Animas,On-Air,Cheyenne Mountain Repeater Group,,CCARC,yes,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Raton, Raton Pass",NM,OPEN,,191.8,S,yes,446.775,441.775,,,Colfax,On-Air,Cheyenne Mountain Repeater Group,,NMFCC,yes,yes,KD0RDI (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,http://www.cmrg.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,193.3,WSW,yes,145.175,144.575,107.2,,Mesa,On-Air,,"E-power,",CCARC,yes,,,,3161,Greater grand Junction area.,,,,Standard IRLP node commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.175,5,156.7,K0WPM,Tribune,KS,OPEN,,194.5,SE,yes,442.175,447.175,156.7,,Greeley,On-Air,WKARC,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,,195.6,SW,yes,147.375,147.975,156.7,,San Juan,On-Air,,13,CCARC,yes,,,,,Wide area.,http://www.sjcham.com,,,,,,,,,,"Part-time to  
        146.67000 (K0EP) at Durango, Eagle Pass, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,195.7,WSW,yes,145.22,144.62,107.2,,Mesa,,KE0TY,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,195.7,WSW,yes,449,444,,107.2,Mesa,On-Air,KB0SW,,CCARC,yes,,,,,,,,,,,,,Grand Mesa Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,195.7,WSW,yes,449.775,444.775,173.8,88.5,Mesa,On-Air,,,CCARC,yes,,,,7573,,,7572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,195.7,WSW,yes,147.39,147.99,107.2,,Mesa,,KE0TY,Linked.,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,
446.775,-5,,KD0RED,Grand Junction,CO,OPEN,,195.7,WSW,yes,446.775,441.775,,,Mesa,On-Air,,,,yes,yes,KD0RED (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,W0GJT,Grand Junction,CO,OPEN,A,195.7,WSW,yes,146.82,146.22,107.2,,Mesa,On-Air,,,CCARC,yes,,,,,Wide area: North Western Colorado - South to Montrose and East on I-70.,,,28515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,,K0SSI,Grand Junction,CO,OPEN,,195.7,WSW,yes,147.105,147.705,,,Mesa,On-Air,K0SSI,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,,195.7,WSW,yes,447.5,442.5,114.8,,Mesa,,KC0ARV,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,
447.525,-5,127.3,KB5ITS,Silverton,CO,OPEN,,196.1,SW,yes,447.525,442.525,127.3,,San Juan,On-Air,KB5ITS,E-power.,CCARC,yes,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,196.2,WSW,yes,448.15,443.15,100,,Mesa,On-Air,,,CCARC,yes,,,,7963,,,312189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,,196.2,SW,yes,444,449,67,,San Juan,On-Air,,,,yes,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,127.3,KB5ITS,"Silverton, Buffalo Boy",CO,OPEN,,196.2,SW,yes,145.325,144.725,127.3,,San Juan,On-Air,,Solar powered,CCARC,yes,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,,N2VHZ,Alliance,NE,OPEN,E,196.7,NNE,yes,147.015,147.615,,,Box Butte,On-Air,N2VHZ,,,yes,,,,,Local.,,775183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,196.7,WSW,yes,147.355,146.755,88.5,123,Mesa,On-Air,Colorado Connection,,CCARC,yes,,,,,,,,,,,,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,123,N0UGO,Ogallala,NE,OPEN,EI,196.9,E,yes,146.76,146.16,123,,Keith,On-Air,Charlie Allen,,,yes,,,,7349,,,751985,,,,,,,Linked to 146.940 in North Platte and 442.250 south of North Platte,,,"Sun at 19:30. 
Wed at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,103.5,N0NEB,Alliance,NE,OPEN,,198.1,NNE,yes,146.715,146.115,103.5,103.5,Box Butte,On-Air,TriCity,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,100,NM5ML,"Raton, Sierra Grande",NM,OPEN,,198.2,S,yes,147.28,147.88,100,,Colfax,On-Air,,8,NMFCC,yes,,,,,Wide area.,,,,,,,,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,KZ0DEM,"Pritchett,  Tator Butte",CO,OPEN,,200.1,SE,yes,146.64,146.04,100,100,Las Animas,Off-Air,,,CCARC,yes,,,,,Wide area: West BACA and East Las Animas counties.,KZ0DEM Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,KB0YNA,"Telluride, Gray Head",CO,OPEN,I,200.8,SW,yes,449.7,444.7,107.2,107.2,San Miguel,On-Air,Grand Mesa Repeater Association ( GMRA ),E-power.,CCARC,yes,,,,3710,Wide Area via links - Western Colorado - Eastern Utah,,,,,,,,,Closed IRLP out - Ask for a control Op,,Full-time to the  GMRA Open System .,RACES: Wed at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.2625,-5,CC7,N0SZ,"Rangely, Cathedral Bluffs",CO,OPEN,,203.6,W,yes,445.2625,440.2625,,,Rio Blanco,On-Air,RMHAM,,,yes,,,,,,https://www.rmham.org,,,,,,,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,141.3,K0ECT,Syracuse,KS,OPEN,,204.4,SE,yes,444,449,141.3,141.3,Hamilton,On-Air,SKECT,E-power.,Kansas Repeater Council,yes,,,,,,http://skect.org/default.aspx,,,,,,,,,,Full-time to the  SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,118.8,KZ0DEM,Springfield,CO,OPEN,EI,205.9,SE,yes,449.2,444.2,118.8,118.8,Baca,On-Air,Baca County Div of Emerg Mgt Communications,,,yes,,,,7142,provides coverage to central Baca County,,97142,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,131.8,WA4HND,"Grand Junction, Black Ridge",CO,OPEN,I,205.9,WSW,yes,449.575,444.575,131.8,131.8,Mesa,On-Air,,e-power. Linked to GMRA Open System,CCARC,yes,,,,3710,Grand Junction,GMRA Repeaters,,,,,,,Grand Mesa Repeater Assoc,Closed IRLP out,,,Wed RACES Net 1930 Hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.09,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,,205.9,SE,yes,147.09,147.69,118.8,118.8,Baca,,BCDEARC,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,205.9,WSW,yes,146.94,146.34,107.2,107.2,Mesa,On-Air,Western Colorado Amateur Radio Club,E-power and autopatch for WCARC members,CCARC,yes,,,,,Grand Junction 30-50 mi,http://w0rrz.org,,,,,,,,,,,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,EI,205.9,SE,yes,147.33,147.93,118.8,118.8,Baca,Off-Air,Baca County Amateur Emergency Management,,CCARC,yes,,,,7142,,KZ0DEM Repeaters,97142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,,206.6,SSW,yes,147.22,147.82,100,,Rio Arriba,On-Air,New Mexico Mega Link Assoc,10,NMFCC,yes,,,,,Wide area.,,,,,,,,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras,  San Antonio Mountain",NM,OPEN,,206.6,SSW,yes,146.76,146.16,67,,Rio Arriba,On-Air,Taos ARC,11,,yes,,,,,"Most of Taos County, eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITT,"Silverton, Engineer Mountain",CO,OPEN,,207.1,SW,yes,147.27,147.87,127.3,,San Juan,On-Air,KB5ITT,E-power.,CCARC,yes,,,,,Wide area.,,,,,,,,Durango ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.75,5,162.2,NV8Q,"Colby, K-Link",KS,OPEN,,208.4,ESE,yes,444.75,449.75,162.2,162.2,Thomas,,,"Linked to K-Link Repeater Network 
E-power (batt) 
Allstar 46010",Kansas Repeater Council,yes,,,,,"Wide area. 
 Click for coverage map.  50 mi radius.",K-Link Repeater Network,,,,,,,K-Link Repeater Network,"Repeater is intermittently off-air, and the Allstar node is down.",,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,,209.7,SSW,yes,146.61,146.01,123,,Archuleta,On-Air,,,CCARC,yes,,,,,,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,156.7,NW0K,Colby,KS,OPEN,I,210,ESE,yes,146.82,146.22,156.7,156.7,Thomas,On-Air,TARC,"Closed autopatch, e-power.",Kansas Repeater Council,yes,,,,7552,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,211,W,yes,447,442,107.2,,Garfield,On-Air,,8,CCARC,yes,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,131.8,KB0YNA,"Delta, Uncompahgre Butte",CO,OPEN,I,211.7,WSW,yes,449.4,444.4,131.8,131.8,Mesa,On-Air,"WA4HND,  Grand Mesa Repeater Association",E-power.,CCARC,yes,,,,3710,Wide area via links - Western Colorado - Eastern Utah,http://www.gmra.org,,,,,,,,Closed IRLP out - Ask for a control op,,Full-time to the  GMRA Open System .,RACES Wed 1930 Hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,141.3,K0ECT,Colby,KS,OPEN,,211.9,ESE,yes,444.4,449.4,141.3,,Thomas,On-Air,,,Kansas Repeater Council,yes,,,,,,http://skect.org/default.aspx,,,,,,,,"Repeater has zero hang-time, which gives the appearance that it's down.  It does work!",,Full-time to the  SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,,KA0TAO,Syracuse,KS,OPEN,,212.3,SE,yes,146.775,146.175,,,Hamilton,On-Air,KA0TAO,,Kansas Repeater Council,yes,,,,,Local. 20 mi radius.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,162.2,W5SF,"Chama, Overlook Mtn",NM,OPEN,,213.6,SSW,yes,147.08,147.68,162.2,,Rio Arriba,On-Air,SFARC,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,K0EP,"Durango, Missionary Ridge",CO,OPEN,,221.8,SW,yes,146.7,146.1,100,100,La Plata,On-Air,Durango ARC,9,CCARC,yes,,,,,Local.,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,136.5,NM5SJ,Dulce,NM,OPEN,,222.3,SSW,yes,145.43,144.83,136.5,,Rio Arriba,On-Air,SJC EMCOMM,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1375,-5,CC7,N0SZ,"Durango, Missionary Ridge",CO,OPEN,,222.8,SW,yes,445.1375,440.1375,,,La Plata,On-Air,K2AD,,CCARC,yes,,,,,,http://www.rmham.org/,,,,,,,Rocky Mountain Ham Radio,Talkgroup 700 TS 1 Talkgroup 719 TS 2,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,"Durango, Missionary Ridge",CO,OPEN,,223.1,SW,yes,147.345,147.945,88.5,123,La Plata,On-Air,Colorado Connection,,CCARC,yes,,,,,Durango and north towards Molas Divide.,,,,,,,,,,,Full-time to the  Colorado Connection System .,"Central Colorado Traffic Net: Daily at 19:30.  
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,K0EP,"Durango, Eagle Pass",CO,OPEN,,228.9,SW,yes,146.67,146.07,100,,La Plata,On-Air,Durango ARC,11,CCARC,yes,,,,,Wide area.,DARC Repeaters,,,,,,,,Linked active in the summer months only.,,"Part-time to  
        147.37500 (KB5ITS) at Silverton, Kendall Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,KB5ITS,"Ignacio, Spring Creek",CO,OPEN,,230.9,SW,yes,147.15,147.75,100,,La Plata,On-Air,,E-power.,CCARC,yes,,,,,Bayfield,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,131.8,KC5EVE,Durango,CO,OPEN,,231,SW,yes,448.625,443.625,131.8,131.8,La Plata,On-Air,KC5EVE,,CCARC,yes,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,K0EP,Durango,CO,OPEN,,231,SW,yes,449.85,444.85,100,100,La Plata,On-Air,DARC,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
