Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Web links,Coordination,Last update,On-air,Coverage,Affiliate,Features,Sponsor,EchoLink,IRLP,Notes,Downlink Tone,Links,AllStar,Nets,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,D-STAR Enabled,Node,Sources,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Commands,Grid,Location Photo,Denver Regional,Northern Colorado,YSF Digital Enabled,DG-ID,Mixed-Mode,P25 Digital Enabled,NAC,Default Reflector,Feed,Data,DMRX 1,Utah Statewide 2,Local/Cluster,TAC 311,USA,Utah,Mountain Reg USA,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,Local,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide English,N. Colorado
449.3,-5,107.2,WA4HND,"Grand Junction, Grand Mesa",CO,OPEN,I,95.7,NNE,,449.3,444.3,107.2,Mesa,On-Air,http://www.gmra.org/,CCARC,,,Wide Area I-70 West Rifle to Western Utah,,e-power Linked to GMRA Open System,,,3710,Closed IRLP out,107.2,,,RACES Wed 1930 hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5ITS,"Navajo Dam, Navajo Lake",NM,OPEN,,97.2,SE,,147.36,147.96,100,San Juan,On-Air,http://www.sjcham.com,NMFCC,,,,,,,,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292.3,-20,,KF5VBD,"Bloomfield, Harris Mesa",NM,CLOSED,,98.5,SE,,1292.3,1272.3,,San Juan,On-Air,,NMFCC,,,,,,San Juan County,,,,,,,,,,,,,,,KF5VBD (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,CC1,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,98.5,NNE,,446.9125,441.9125,,Mesa,On-Air,,,,,"Grand Junction, I70",,,Bill Frost,,,Brandmeister network,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,107.2,,"Cedaredge, Grand Mesa",CO,OPEN,,98.8,NNE,,447.35,442.35,107.2,Delta,,GMRA Repeaters,CCARC,,Unknown,,,,Grand Mesa Repeater Assoc (GMRA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,KB5ITS,"Bloomfield, Harris mesa",NM,OPEN,,100.1,SE,,147.1,147.7,100,San Juan,On-Air,http://www.sjcham.com,NMFCC,,,,,,San Juan connection,,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,67,NM5ML,"Bloomfield, Harris Mesa",NM,OPEN,,100.4,SE,,147.28,147.88,67,San Juan,On-Air,,NMFCC,,,Wide area.,,6,,,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,101.1,ESE,,449.525,444.525,100,Mineral,On-Air,,,,,,The Fun Machine,,N0PKT,,,,100,Full-time to the  The Fun Machine System .,43265,,,,,,,,,,,,,,,,,,,,DM67lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,151.4,KB0YNA,"Grand Junction, Grand Mesa",CO,OPEN,I,104,NNE,,449.65,444.65,151.4,Mesa,On-Air,,CCARC,,,Wide area coverage,,NWS weather alert system.,Keri Washburn,,8162,,151.4,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,104.1,NNE,,145.355,144.755,88.5,Mesa,On-Air,,CCARC,,,"Rifle to the east, several miles east of Green River, Utah to the west.",,E-power.,Colorado Connection,,,Colorado Connection system of repeaters,123,Full-time to the  Colorado Connection System .,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,104.3,NE,,147.33,147.93,107.2,Delta,On-Air,,CCARC,,,Wide area.,,,North Fork Repeater Assoc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,136.5,K7SDC,"Hanksville, Ellen Peak",UT,OPEN,EI,105.1,WNW,,147.08,147.68,136.5,Wayne,On-Air,http://sdarc.us/repeaters/mt-ellen.html,UVHFS,,,"Wide area: Areas around the Henry Mountain range in southeastern Utah including Hanksville, Hite, Boulder, Escalante, and Bullfrog.",,"Closed autopatch, remote base.",Sinbad Desert ARC,64264,3270,11,,Full-time to the  Sinbad Desert (SDARC) System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,,106.6,SE,,146.61,146.01,123,Archuleta,On-Air,http://durangoarc.org/,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,108.2,ESE,,146.925,146.325,,Mineral,Off-Air,,CCARC,,,,,,Creede ARC,,,WA0JS license expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,,114,NNE,,449.5,444.5,107.2,Mesa,Off-Air,,CCARC,,,,,E-power.,Grand Mesa Repeater Association (GMRA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,100,WA7VHF,"Page, Navajo Mountain",UT,OPEN,,115.6,WSW,,448.6,443.6,100,San Juan,On-Air,http://utahvhfs.org/snowlink.html,UVHFS,,,Wide Area.,Intermountain Intertie,,Utah VHF Society,,,,,"Full-time to  
        448.87500 (W7ARA) at Flagstaff, Mt. Elden, AZ .
 


Full-time to the  Intermountain Intertie System .",,UVHFS: Tue at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,100,W7CWI,"Page (AZ), Navajo Mountain",UT,OPEN,,119,WSW,,449.925,444.925,100,San Juan,On-Air,,UVHFS,,,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,10,Lake Powell ARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,NA7DB,"Page (az), Navajo Mountain",UT,OPEN,,119,WSW,,448.75,443.75,100,San Juan,On-Air,,UVHFS,,,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.96,-0.6,100,W7WAC,"Page (AZ), Navajo Mountain",UT,OPEN,,119,WSW,,146.96,146.36,100,San Juan,On-Air,,UVHFS,,,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",Intermountain Intertie,,KE7OZE,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,136.5,NM5SJ,Dulce,NM,OPEN,,119.5,SE,,145.43,144.83,136.5,Rio Arriba,On-Air,,NMFCC,,,,,,SJC EMCOMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,,W0VTL,Gunnison,CO,OPEN,,120.4,E,,147.12,147.72,,Gunnison,On-Air,,CCARC,,,,,E-power.,W0VTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,K5GF,Gunnison,CO,OPEN,,120.4,E,,449.95,444.95,,Gunnison,,,CCARC,,Unknown,,,,K5GF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,,125.3,NNE,,449.8,444.8,107.2,Garfield,On-Air,GMRA Repeaters,CCARC,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,125.5,N,,447,442,107.2,Garfield,On-Air,,CCARC,,,Wide area.,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,100,KC5WDV,"Gallup, Deza Bluffs",NM,OPEN,,128.9,S,,448.2,443.2,100,McKinley,On-Air,,NMFCC,,,,McKinley County ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,67,NM5ML,"Gallup, Deza Bluffs",NM,OPEN,,128.9,S,,147.22,147.82,67,McKinley,On-Air,,NMFCC,,,Wide area.,,"Closed autopatch, e-power.",New Mexico Mega Link Assoc,,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,NM5SJ,Lybrook,NM,OPEN,,129.3,SE,,145.49,144.89,100,Rio Arriba,On-Air,,NMFCC,,,,,Closed autopatch.,Totah ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,133,NNE,,146.76,146.16,107.2,Garfield,Off-Air,,CCARC,,,"New Castle, Silt, Rifle and Rulison and areas around Parachute.",,E-power.,"N0SWE,  Roaring Fork Amateur Repeater Cooperative",243117,,,,,,,,,,,,,,,,,,,,,,,,,DM69cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,I,134.2,NW,,448.55,443.55,88.5,Emery,On-Air,,UVHFS,,,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",,Remote base.,N7QLO,,3280,Stand alone.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,100,K7YI,"Castle Dale, Cedar Mountain",UT,CLOSED,,134.2,NW,,447.125,442.125,100,Emery,,,UVHFS,,Unknown,"Wide area: This covers (approximately) from Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",Cactus-Intertie,7,San Rafael Cactus Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,EI,134.3,NW,,147.14,147.74,88.5,Emery,On-Air,http://sdarc.us/repeaters/cedar.html,UVHFS,,,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",,"Closed autopatch, remote base.",Sinbad Desert ARC,64264,3270,7,,Full-time to the  Sinbad Desert (SDARC) System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,,K7YI,"Price, Cedar Mountain",UT,OPEN,,134.4,NW,,448.075,443.075,,Carbon,Off-Air,,,,,,,,Sinbad Desert Amateur Radio Club,,,,,,,,,,,,,,,K7YI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,162.2,W5SF,"Chama, Overlook Mtn",NM,OPEN,,140.8,SE,,147.08,147.68,162.2,Rio Arriba,On-Air,,NMFCC,,,,,,SFARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,141,E,,447.65,442.65,151.4,Gunnison,On-Air,,CCARC,,,Gunnison valley and along East and west on Highway 50.,,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",KB0YNA,,,,151.4,"Full-time to  
        448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO .
 


Full-time to  
        449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,141.2,NE,,146.88,146.28,107.2,Garfield,On-Air,,CCARC,,,,,,Ski Country ARC,,,,,"Full-time to  
        447.60000 (KI0G) at Glenwood Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,141.2,NE,,449.6,444.6,107.2,Garfield,On-Air,http://www.gmra.org,CCARC,,,Wide area.,,e-power Linked to GMRA open system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,88.5,KB0VJJ,"Glenwood Springs, Sunlight Peak",CO,OPEN,,141.2,NE,,146.85,146.25,88.5,Garfield,On-Air,,CCARC,,,"Wide area: Throughout the Roaring Fork Valley, Glenwood Canyon, East and West on I-70, and the Flattops Wilderness north of Glenwood.",,70,Colorado Connection,,,Part of the Colorado Connection System of Repeaters,123,,,Daily 7:30PM Local Time Central Colorado Traffic Net Thursdays 8:00PM Colorado Connection Net All Welcome Sundays 8:00PM Statewide ARES net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,141.2,NE,,447.1,442.1,107.2,Garfield,On-Air,,CCARC,,,,,,Ski Country ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,141.9,NE,,449.725,444.725,179.9,Garfield,On-Air,,CCARC,,,Wide area.,,EchoLink.,Roaring Fork Amateur Repeater Cooperative (RFARC),,3722,,,,28434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,141.9,NE,,147.39,147.99,107.2,Garfield,On-Air,,,,,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",,,Roaring Fork Amateur Repeater Cooperative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,123,K7LEN,Window Rock,NM,OPEN,,144.3,S,,145.29,144.69,123,McKinley,Off-Air,,,,,,,,NARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,146.1,NE,,146.67,146.07,107.2,Pitkin,On-Air,,CCARC,,,Wide area.,,Linked.,Ski Country ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,"Maysville, CO",CO,OPEN,,148.3,E,,145.325,144.725,100,Chaffee,On-Air,,,,,wide area,,,Chaffee Lake Amateur Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,148.7,NE,,447.05,442.05,136.5,Pitkin,On-Air,,CCARC,,,Aspen-Snowmass areas.,,,Roaring Fork Amateur Repeater Cooperative,,,,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,100,KC5WDV,"Gallup, Gibson Peak",NM,OPEN,,149.8,S,,147.26,147.86,100,McKinley,On-Air,,NMFCC,,,,,VHF/UHF Remote Bases,KC5WDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,149.9,NE,,449.85,444.85,131.8,Garfield,On-Air,http://GMRA.org,CCARC,,,Glenwood Springs,Grand Mesa Repeater Assoc,e-power  Linked to GMRA Open System,,,,RACES net Wed 1930 Hrs Local,131.8,Full-time to the  GMRA Open System .,,Colorado State RACES  Wed 1930 local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,149.9,NE,,224.02,222.42,,Garfield,,,CCARC,,Unknown,,,,SCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,149.9,NE,,447.6,442.6,,Garfield,,,CCARC,,Unknown,40,,50,Ski Country ARC (SCARC),,,Link Hub for 146.880.,,"Full-time to  
        146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,150,NE,,147.3,147.9,107.2,Garfield,Off-Air,,CCARC,,,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",,8,Roaring Fork Amateur Repeater Cooperative,266359,,Single beep courtesy tone when linked and none when unlinked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,150.6,NE,,447.15,442.15,136.5,Garfield,On-Air,,,,,,,,,8150,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,150.8,NNW,,147.32,147.92,88.5,Carbon,On-Air,http://sdarc.us/repeaters/bruin.html,UVHFS,,,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10. 50 mi radius.",,Remote base.,Sinbad Desert ARC,64264,3270,110,,,,,,,,,,,,,,,,,,,,,,,DM49tp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,150.8,NNW,,449.05,444.05,88.5,Carbon,On-Air,http://sdarc.us/repeaters/bruin.html,UVHFS,,,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10.",,Remote base.,Sinbad Desert ARC,64264,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,,WX7Y,"Sunny Side, Bruin Peak",UT,OPEN,,151.3,NNW,,145.175,144.575,,Carbon,On-Air,,,,,Eastern Utah,Sinbad Desert A.R.C.,,SDARC,,,,,,,,,,,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,152.5,ESE,,447.1,442.1,77,Saguache,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,152.8,ESE,,146.64,146.04,77,Rio Grande,On-Air,,,,,Low level local coverage,,,,,,,77,,28781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,KC5WDV,Gallup,NM,OPEN,E,154.9,S,,449.75,444.75,100,McKinley,On-Air,,NMFCC,,,,,,KC5WDV,6810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,123,WX7Y,"Castle Dale, Horn Mountain",UT,OPEN,,156.7,NW,,447.7,442.7,123,Emery,,,UVHFS,,Unknown,Wide area.,,"Closed autopatch, 8,702'.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,K7YI,"Castle Dale, Horn Mountain",UT,OPEN,,156.7,NW,,447.625,442.625,100,Emery,On-Air,,UVHFS,,,Wide area.,Cactus-Intertie,,San Rafael Cactus Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.92,-1.6,88.5,WX7Y,"Huntington,  Skyline Dr",UT,OPEN,,156.8,NW,,223.92,222.32,88.5,Emery,,,UVHFS,,Unknown,"Wide area: Extreme southern end of Utah county (to the north) and the valley communities from Fairview and Nephi down to Salina, with coverage toward Delta.",Sinbad Desert ARC,"Remote base, 8,702'.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,88.5,K7SDC,"Castle Dale, Horn Mountain",UT,OPEN,EI,156.8,NW,,147.06,147.66,88.5,Emery,On-Air,http://sdarc.us/repeaters/horn.html,UVHFS,,,"Wide area: Most of western Emery County including the towns of Castle Dale, Orangeville, Huntington, Cleveland, Ferron, and further east into the San Rafael desert. It also covers the towns of Sunnyside and East Carbon, UT.",,"Closed autopatch, remote base.",Sinbad Desert ARC,64264,3270,8,,Full-time to the  Sinbad Desert (SDARC) System .,,,,,,,,,,,,,,,,,,,,,DM49kf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.25,-20,,KF7YIX,"Torquerville, Hurricane Mesa",UT,OPEN,,159.8,NW,,1299.25,1279.25,,Washington,On-Air,,UVHFS,,,,,,,,,,,,,,,,,,,,,KF7YIX (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.2625,-5,CC7,N0SZ,"Rangely, Cathedral Bluffs",CO,OPEN,,160.5,N,,445.2625,440.2625,,Rio Blanco,On-Air,https://www.rmham.org,,,,,,,RMHAM,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,160.7,E,,146.745,146.145,100,Chaffee,Off-Air,,CCARC,,,,,E-power.,CLARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Cuba, Eureka Mesa",NM,OPEN,,161.6,SE,,145.175,144.575,141.3,Sandoval,Off-Air,,NMFCC,,,,,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,136.5,W7BAR,"Vernal, Uintah County EOC",UT,OPEN,I,163.7,N,,449.9,444.9,136.5,Uintah,,,,,Unknown,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,Borderline Amateur Radio Club,,7705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.5,-1.6,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,,163.8,NW,,224.5,222.9,88.5,Carbon,,,UVHFS,,Unknown,,,5,College of Eastern Utah ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,,163.8,NW,,448.3,443.3,88.5,Carbon,,,UVHFS,,Unknown,Price.,,,College of Eastern Utah ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,,163.8,NW,,145.43,144.83,88.5,Carbon,,,UVHFS,,Unknown,Price.,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,88.5,K7GX,"Price, Wood Hill",UT,OPEN,EI,163.8,NW,,147.2,147.8,88.5,Carbon,On-Air,,UVHFS,,,,,,,64264,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,,K7GX,"Price, Wood Hill",UT,OPEN,EI,163.8,NW,,448.3,443.3,,Carbon,,,UVHFS,,Unknown,,,,,64264,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,164,E,,449.65,444.65,107.2,Chaffee,On-Air,CMRG Repeaters,CCARC,,,Wide area.,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,164,E,,449.925,444.925,103.5,Chaffee,On-Air,,CCARC,,,"Upper Arkansas and Platte Rivers, and the SLV",Colorado ARES,E-power (Bat),,,,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
