Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,AllStar,Last update,Sponsor,Features,Links,Coordination,Affiliate,EchoLink,IRLP,Web links,Notes,Grid,Nets,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,D-STAR Enabled,Node,Sources,Feed,Location Photo,YSF Digital Enabled,DG-ID,Mixed-Mode,On-air,Worldwide,North America,Local/Cluster,Denver Regional,Commands,P25 Digital Enabled,NAC,Default Reflector,Talkgroup Network,Northern Colorado,English,Europe,TAC 310,DCI Bridge,Southwest USA,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Texas,COMM 1,Texas/Oklahoma Regional USA
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,157.1,N,yes,447.85,442.85,141.3,141.3,Clear Creek,On-Air,Wide area at 9500',29571,yes,AC0KQ,AllStar node repeater providing wide area coverage along the Front Range,,CCARC,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.35,5,100,WA5OLD,Rio Rancho,NM,OPEN,,157.2,SSW,yes,442.35,447.35,100,,Sandoval,On-Air,,,yes,WA5OLD,Autopatch.,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,151.4,KB0YNA,"Grand Junction, Grand Mesa",CO,OPEN,I,157.3,NW,yes,449.65,444.65,151.4,151.4,Mesa,On-Air,Wide area coverage,,yes,Keri Washburn,NWS weather alert system.,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",CCARC,,,8162,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,157.3,NW,yes,145.355,144.755,88.5,123,Mesa,On-Air,"Rifle to the east, several miles east of Green River, Utah to the west.",,yes,Colorado Connection,E-power.,Full-time to the  Colorado Connection System .,CCARC,,,,,Colorado Connection system of repeaters,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,157.8,NNE,yes,147.33,147.93,100,,Jefferson,On-Air,Metro Denver and the foothills.,,yes,Denver Radio Club,E-power.,,CCARC,,,,DRC Repeaters,Not recommeded to use tone squelch on this repeater.,,SATERN: Thu at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,157.8,NNE,yes,224.38,222.78,100,100,Jefferson,On-Air,,,yes,Denver Radio Club,,,CCARC,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,157.8,NNE,yes,449.775,444.775,100,100,Jefferson,On-Air,Metro Denver,,yes,Denver Radio Club,,,CCARC,,,,Denver Radio Club,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,88.5,KB0VJJ,"Glenwood Springs, Sunlight Peak",CO,OPEN,,158,NNW,yes,146.85,146.25,88.5,123,Garfield,On-Air,"Wide area: Throughout the Roaring Fork Valley, Glenwood Canyon, East and West on I-70, and the Flattops Wilderness north of Glenwood.",,yes,Colorado Connection,70,,CCARC,,,,,Part of the Colorado Connection System of Repeaters,,Daily 7:30PM Local Time Central Colorado Traffic Net Thursdays 8:00PM Colorado Connection Net All Welcome Sundays 8:00PM Statewide ARES net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,158,NNW,yes,449.6,444.6,107.2,,Garfield,On-Air,Wide area.,,yes,,e-power Linked to GMRA open system,,CCARC,,,,http://www.gmra.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,158,NNW,yes,447.1,442.1,107.2,,Garfield,On-Air,,,yes,Ski Country ARC,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,158,NNW,yes,146.88,146.28,107.2,,Garfield,On-Air,,,yes,Ski Country ARC,,"Full-time to  
        447.60000 (KI0G) at Glenwood Springs, CO .",CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,158.2,N,yes,449.05,444.05,107.2,107.2,Denver,On-Air,Wide area.,,yes,WG0N,E-power.,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,158.6,NNE,yes,53.09,51.39,107.2,,Jefferson,On-Air,Metro Denver area.,,yes,Denver Radio Club,E-power.,,CCARC,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.75,5,100,WA6CCB,"Albuquerque, Sandia Peak",NM,CLOSED,,158.9,SSW,yes,443.75,448.75,100,,Bernalillo,Off-Air,,,yes,"WA6CCB, K5RKE",,,NMFCC,,,,,,,Bosque Youth Amateur Radio Net: M-F at 17:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.3,5,CC1,K5KRE,"Albuquerque, Sandia Crest",NM,OPEN,,159,SSW,yes,443.3,448.3,,,Bernalillo,Testing,Wide area.,,yes,K5RKE,A Motorola SLR5700 on the BrandMeister worldwide network,,NMFCC,Mac Pass Repeater Group,,,http://brandmeister.network/?page=repeater&amp;id=313510,Timeslot 1 3135 (New Mexico) 31302 (MPRG 2) Timeslot 2 31301 (MPRG 1),,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.7,-1,156.7,WB5IUZ,"Albuquerque, Sandia Crest",NM,OPEN,,159,SSW,yes,51.7,50.7,156.7,,Bernalillo,Off-Air,,,yes,K5RKE,,,NMFCC,,,,,Off the air until spring 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.75,5,162.2,KC5IPK,Rio Rancho,NM,OPEN,EI,159.1,SSW,yes,442.75,447.75,162.2,,Sandoval,On-Air,"Rio Rancho, Albuquerque, Corrales.",,yes,KC5IPK,E-power.,,NMFCC,,214956,7855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,159.1,SSW,yes,443,448,100,,Sandoval,On-Air,Rio Rancho and parts of Santa Fe.,27750,yes,Sandoval Co ARES,E-power.,"Full-time to  
        147.10000 (NM5RR) at Rio Rancho, Rainbow, NM .",NMFCC,RACES.,,,http://www.nmscares.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,159.1,SSW,yes,147.1,147.7,100,100,Sandoval,On-Air,,27749,yes,Sandoval Co ARES,"E-power, remote base, Linked to 443.100 and 147.080.","Full-time to  
        443.00000 (NM5RR) at Rio Rancho, Rainbow, NM .",NMFCC,,,,http://www.nmscares.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.9,5,CC7,KA8JMW,"Albuquerque, Sandia Crest",NM,OPEN,,159.2,SSW,yes,442.9,447.9,,,Bernalillo,On-Air,,,yes,"Rocky Mountain Ham Radio, NM",,Full-time to the  Colorado TRBO System .,NMFCC,,,,http://www.rmham.org/wordpress/mototrbo-radio-site-information,"Colorado Wide: CC 7, TS 1, TG 700 Colorado South: CC 7, TS 2, TG 719",,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,100,KI0HC,Parker,CO,OPEN,,159.4,NNE,yes,927.8375,902.025,,,Douglas,On-Air,This repeater is east of parker so it covers up in the foothills. You can hilltop into Wyoming &amp; on I-80 west to MM323 The Abraham Lincoln Monument. South I-25 to Fountain MM125. The hills are your friends in the 900 world!,,yes,,,,CCARC,,,,,"Offset is -25.8125 
In Nac 294 Out Nac 293",,,,,,,,,,,,,,,,,,,,,,,yes,294,yes,,,,,,,,,,,,,,,,,
443.8,5,,W5MPZ,"Albuquerque, Sandia Crest",NM,OPEN,,159.4,SSW,yes,443.8,448.825,,,Bernalillo,On-Air,Wide area;,,yes,Sandia National Laboratories ARC,,,NMFCC,,,,,,,,,,,,,,yes,W5MPZ (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.325,5,100,NM5ML,"Albuquerque, Sandia Crest",NM,OPEN,,159.5,SSW,yes,444.325,449.325,100,,Bernalillo,On-Air,Wide area.,,yes,,10,Full-time to the  Mega-Link System .,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.33,-0.6,100,W5CSY,"Albuquerque, Sandia Crest",NM,OPEN,,159.5,SSW,yes,145.33,144.73,100,,Bernalillo,On-Air,Wide area.,,yes,Amateur Radio Caravan Club of New Mexico,E-power.,"Full-time to  
        444.00000 (W5CSY) at Albuquerque, Sandia Crest, NM .",NMFCC,,,,http://caravanradio.org/,,,AACC: Sun at 0900.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,100,NM5ML,"Albuquerque, Sandia Crest",NM,OPEN,,159.5,SSW,yes,145.29,144.69,100,,Bernalillo,On-Air,,,yes,New Mexico Mega Link Assoc,10,Full-time to the  Mega-Link System .,NMFCC,,,,http://nm5ml.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.75,5,162.2,KC5IPK,"Albuquerque, Sandia Crest",NM,OPEN,I,159.5,SSW,yes,442.75,447.75,162.2,,Bernalillo,On-Air,,,yes,,10,,,,,7855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.6,5,100,K5FSB,"Albuquerque, Sandia Peak",NM,OPEN,,159.5,SSW,yes,442.6,447.6,100,,Bernalillo,On-Air,Wide area.,,yes,URFMSI,Closed autopatch.,,NMFCC,,,,http://www.urfmsi.org/wp/repeaters/analog/gary-diamond-repeater,"Voting receiver. 10,680'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,100,W5CSY,"Albuquerque, Sandia Crest",NM,OPEN,,159.5,SSW,yes,444,449,100,,Bernalillo,On-Air,Wide area.,,yes,Amateur Radio Caravan Club of New Mexico,E-power.,"Full-time to  
        145.33000 (W5CSY) at Albuquerque, Sandia Crest, NM .",NMFCC,,,,http://www.caravanradio.org,,,AACC: Sun at 0900.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.1,5,162.2,KB5GAS,"Albuquerque, Sandia Crest",NM,OPEN,I,159.5,SSW,yes,442.1,447.1,162.2,,Bernalillo,On-Air,Wide area.,,yes,Albuquerque Gas Balloon Assoc,E-power.,,,,,3676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,159.6,NNE,yes,448.75,443.75,100,100,Jefferson,On-Air,Local.,,yes,,E-power.,,CCARC,N0ELY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.2,5,CC1,N5QD,Corrales,NM,OPEN,,159.6,SSW,yes,443.2,448.2,,,Sandoval,On-Air,,,yes,,Brandmeister,,,,,,http://brandmeister.network/?page=repeater&amp;id=313513,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.8,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,159.8,NNE,yes,145.4,144.6,100,,Arapahoe,On-Air,Greater Denver area.,,yes,Castle Rock Repeater Group,"Autopatch, e-power.","Full-time to  
        448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,160,NNE,yes,145.25,144.65,,,Jefferson,On-Air,,,yes,Colorado D-Star,,,CCARC,,,,Colorado D-Star,,,,,,,,,,yes,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,160,NNE,yes,1299.9,1299.9,,,Jefferson,On-Air,,,yes,Colorado D-Star,,,,,,,Colorado D-Star,,,,,,,,,,yes,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,160,NNE,yes,446.9625,441.9625,,,Jefferson,On-Air,,,yes,Colorado D-Star,,,CCARC,,,,Colorado D-Star,,,,,,,,,,yes,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,160,NNE,yes,446.8375,441.8375,,,Jefferson,On-Air,,,yes,WA2YZT,200,Full-time to the  Colorado TRBO System .,CCARC,,,,,See website for more info on CC/TS/TG programming.  www.rmham.org,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC7,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,160,NNE,yes,145.37,144.77,,,Jefferson,On-Air,,,yes,Rocky Mountain Ham Radio,,,CCARC,,,,Rocky Mountain Ham Radio,See the website for programming information.,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,160,NNE,yes,1283.9625,1263.9625,,,Jefferson,On-Air,,,yes,Colorado D-Star,,,CCARC,,,,Colorado D-Star,,,,,,,,,,yes,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,160.1,N,yes,448.625,443.625,100,100,Jefferson,On-Air,Denver metro area.,,yes,Denver Radio Club,E-power.,"Full-time to  
        145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",CCARC,,,,DRC Repeaters,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,160.1,N,yes,146.985,146.385,100,100,Denver,On-Air,,,yes,El Jebel RADOPS,E-power.,,CCARC,,,3346,,,,RADOPS: Sun at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,160.1,N,yes,449.525,444.525,CSQ,,Jefferson,On-Air,,,yes,KE0SJ,E-power.,"Full-time to  
        145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",CCARC,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,160.1,NNE,yes,449.625,444.625,141.3,141.3,Jefferson,On-Air,,,yes,Rocky Mountain Ham Radio,E-power,,CCARC,,,3750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,160.1,N,yes,146.64,146.04,100,,Jefferson,On-Air,"Wide area. 
   Repeater Coverage Map",,yes,Denver Radio League,E-power.,,CCARC,,,,DRL Repeaters,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,160.1,N,yes,145.28,144.68,100,,Jefferson,On-Air,Wide area.,,yes,,"Closed autopatch, e-power, linked.","Full-time to  
        449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",CCARC,,,,Intermountain Repeater Group,"PL is usually off, allowing use by older transceivers.",,Sun at 19:30. Everyone welcome.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,160.3,NNE,yes,447.825,442.825,D073,D073,Jefferson,On-Air,,,yes,Denver Radio Club,,,CCARC,,,,,"Now operating in Narrow Band mode with Digital Code Squelch.
 Please reset your programing to use:
 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.4,5,CC4,KG5SLG,"Rio Rancho, NM 528 and Corrales Rd",NM,OPEN,,160.7,SSW,yes,442.4,447.4,,,Sandoval,On-Air,"Rio Rancho, Bernalillo,Albuquerque and plus Northeast heights of Albuquerque",,yes,,"Brandmeister, DMR CC 4, D-Star, Fusion",,NMFCC,,,,,Dmr color code 4,,,yes,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,160.8,NNE,yes,145.19,144.59,151.4,131.8,Arapahoe,On-Air,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",,yes,N0OBA,Autopatch (please contact trustee).,,,,10079,,,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott",,"""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,D023,K0PWO,Centennial,CO,OPEN,A,160.8,NNE,yes,449.425,444.425,D023,D023,Arapahoe,Off-Air,,29791,yes,K0PWO,,,,,,,,Colorado SNP (Shared non-protected pair),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,161,N,yes,927.8375,902.025,,,Jefferson,On-Air,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills.,45770,yes,,,,CCARC,,,,,The offset is -25.8125,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,161,N,yes,446.7875,441.7875,,,Jefferson,On-Air,,,yes,Denver Radio Club,,,CCARC,Brandmeister Network,,,http://www.w0tx.org/,,,,yes,1,,,,,,,,,,,,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,
224.48,-1.6,100,K6LIE,"Albuquerque, Northeast Heights area",NM,OPEN,I,161,SSW,yes,224.48,222.88,100,,Bernalillo,On-Air,Entire Albuquerque Area,,yes,K6LIE,,,NMFCC,High Desert ARC of New Mexico,,3285,,Moved to new location and added PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.7,5,100,K5CPU,"Rio Rancho, Intel Corp",NM,OPEN,,161.2,SSW,yes,444.7,449.7,100,,Sandoval,On-Air,Albuquerque and vicinity,,yes,New Mexico Intel Emergency Amateur Service,E-power.,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,,W5AOX,Sandia Park,NM,OPEN,E,161.6,S,yes,224.94,223.34,,,Bernalillo,Off-Air,,,yes,W5AOX,Remote base.,"Full-time to  
        444.15000 (W5AOX) at Sandia park, NM .",NMFCC,,3061,,http://www.qsl.net/w5aox/,,,,,,,,,,,,,,,,,,,,,,,"CB58 (this selects mem 58, or 146.58.. Enter B and the desired memory number, then unkey) 
VFO Freq Entry CD14*275D (example is to enter 14.275 MHz) 
Step Freq UP 1 KHz 
C2 Step Freq DOWN 1 Khz C1 Select/Toggle through Modes  
C8 Read Back Current Mode  C0 (Zero) Read Current Freq in CW C4 Activate Remote Base 
Transmit 587 Remote Base Receive Only 
576 Toggle RX Preamp 
C5 Toggle RX 20dB Attenuator 
C3 Select 80/40M Dipole 
*1A Select Triband (10-15-20-6M) Beam 
*1B Select Ringo Ranger 2M vert ant 
*2A Select 2M + 432 horiz beams 
*2B Scan Start CA (MUST be in monitor-only mode (576) to scan, Starts from current freq) Scan Stop PTT",,,,,,,,,,,,,,,,,,,,
444.15,5,100,W5AOX,Sandia park,NM,OPEN,E,161.6,S,yes,444.15,449.15,100,,Bernalillo,On-Air,,,yes,W5AOX,,"Full-time to  
        224.94000 (W5AOX) at Sandia Park, NM .",NMFCC,,3061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,161.8,NNE,yes,448.975,443.975,123,,Jefferson,On-Air,Wide area.,42845,yes,FRG,Linkable VHF/UHF Remote Base,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,161.8,NNE,yes,927.7875,902.7875,156.7,,Jefferson,On-Air,Golden and Denver.,,yes,N0PYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,161.8,NNE,yes,448.125,443.125,107.2,,Jefferson,On-Air,,,yes,Denver PD EEB,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,162.1,N,yes,224.74,223.14,88.5,88.5,Jefferson,On-Air,,,yes,Aurora Repeater Assoc,e-power,,CCARC,,,,ARA Repeaters,,,ARA: Wed at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,162.1,N,yes,145.22,144.62,103.5,103.5,Jefferson,On-Air,Wide area.,,yes,Rocky Mtn Radio League,8,,CCARC,,,,Repeater,Talk-Group of $FFFF.,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,162.1,N,yes,147.15,147.75,100,100,Jefferson,On-Air,"Denver metro, central front range",,yes,Aurora Repeater Assoc (ARA),e-power,"Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",CCARC,,,,ARA Repeaters,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,162.1,N,yes,224,222.4,103.5,103.5,Jefferson,On-Air,,,yes,Rocky Mountain Radio League,8,,CCARC,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,162.1,N,yes,449.75,444.75,103.5,103.5,Jefferson,On-Air,,,yes,Rocky Mtn Radio League,8,,CCARC,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,162.1,N,yes,448.85,443.85,88.5,88.5,Jefferson,On-Air,"Denver metro, central front range",,yes,Aurora Repeater Assoc,e-power.,,CCARC,,,,ARA Repeaters,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,100,K5BIQ,"Albuquerque, BCFD Fire Station 35",NM,OPEN,,162.6,SSW,yes,145.13,144.53,100,100,Bernalillo,On-Air,,,yes,BERNCO OEM,,"Full-time to  
        145.15000 (K5BIQ) at Tijeras, Cedro Peak, NM .",NMFCC,,,,http://bc-ares.org/wordpress/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,162.7,NNE,yes,147.21,147.81,100,100,Jefferson,On-Air,,,yes,Denver Water Amateur Radio Club,,,,,,3241,http://www.dwarc.com,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,162.7,NNE,yes,448.35,443.35,,,Jefferson,On-Air,Denver Metro and surrounding,,yes,Denver Water Amateur Radio Club (DWARC),,,CCARC,,,,http://www.DWARC.com,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.85,5,103.5,KC0QIZ,Albuquerque,NM,OPEN,EI,163.5,SSW,yes,443.85,448.85,103.5,,Bernalillo,On-Air,,,yes,KC0QIZ,,,NMFCC,,881226,3818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,163.8,NNE,yes,447.9,442.9,CSQ,,Denver,Off-Air,,,yes,WB0TPT,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,163.8,NNE,yes,446.975,441.975,,,Jefferson,On-Air,Denver Metro Area,,yes,W0DMR,,,,,,,http://www.w0dmr.org/,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",yes,0,,,,,,,,,,,,,,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,163.8,NNE,yes,449.675,444.675,,,Denver,On-Air,,,yes,Colorado Amateur Repeater Network (CARN),,,CCARC,,,7708,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,163.8,NNE,yes,447.925,442.925,100,100,Denver,On-Air,,,yes,RADOPS El Jebel Shriners,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
