Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Last update,Links,Coordination,Web links,Downlink Tone,AllStar,Affiliate,Notes,EchoLink,IRLP,Grid,D-STAR Enabled,Node,Sources,Commands,Nets,YSF Digital Enabled,DG-ID,Mixed-Mode,P25 Digital Enabled,NAC,Default Reflector,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,Feed,Location Photo,On-air,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Local/Cluster,Denver Regional,Northern Colorado,WIRES-X
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,196,N,yes,145.31,144.71,88.5,Gilpin,On-Air,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",Colorado Connection,10,yes,Full-time to the  Colorado Connection System .,CCARC,,123,,,"Split tone.  The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",,,,,,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,196,N,yes,449.225,444.225,141.3,Gilpin,On-Air,Wide area.,Rocky Mountain Ham Radio (RMHR),Emergency Power,yes,,CCARC,,141.3,,,"Emcomm Affiliated, Open repeater",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.515,-0.6,141.3,NM5EM,"Corona, Gallinas Peak",NM,OPEN,,196.9,S,yes,145.515,144.915,141.3,Lincoln,On-Air,,New Mexico Emergency Services,,yes,,,http://NMEMA.org,,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,100,NM5ML,"Corona, Gallinas Peak",NM,OPEN,,196.9,S,yes,147.28,147.88,100,Lincoln,On-Air,Wide area.,,8,yes,Full-time to the  Mega-Link System .,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,,197,NNW,yes,449.8,444.8,107.2,Garfield,On-Air,,,8,yes,,CCARC,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,197.2,NNE,yes,449.3,444.3,100,Adams,On-Air,,N1UPS,,yes,,CCARC,,,,,,43699,3699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,197.5,N,yes,224.6,223,100,Gilpin,,,W0RM,,yes,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,197.9,N,yes,447.45,442.45,103.5,Grand,On-Air,,W0IG,,yes,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,198.4,NE,yes,449.25,444.25,123,Elbert,On-Air,"I-70 Limon, Co area.",K0UPS Club c/o N1UPS,Full duplex node.,yes,,CCARC,,123,,,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",3349,3349,,,,,** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,KC0HH,Lamar,CO,OPEN,EI,198.5,E,yes,146.61,146.01,123,Prowers,On-Air,Hwy 287 - Springfield to Eads Hwy 50 - Holly to Rocky Ford. 45 mi radius.,Lamar Amateur Radio Club,,yes,"Full-time to  
        449.50000 (KC0HH) at Lamar, CO .",CCARC,,123,,,,37784,3774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,123,KC0HH,Lamar,CO,OPEN,EI,198.5,E,yes,449.5,444.5,123,Prowers,On-Air,45,Lamar ARC,,yes,"Full-time to  
        146.61000 (KC0HH) at Lamar, CO .",CCARC,,,,,,37784,3774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,K0GUR,"Denver, Green Valley Ranch",CO,OPEN,EA,199.4,NNE,yes,448.15,443.15,141.3,Denver,On-Air,"Small coverage of the East Denver area SW of DIA. 
   Repeater Coverage Map",K0GUR,E-power (batt).  2 meter and 70cm channel steerable remote bases.,yes,Full-time to the  The Fun Machine System .,CCARC,k0jsc.com,141.3,29436,,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list.  The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,24340,,DM79pt,,,,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,201.2,NNE,yes,147.045,147.645,123,Adams,On-Air,,Northglenn RA,E-power.,yes,,CCARC,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,201.7,NW,yes,146.94,146.34,107.2,Mesa,On-Air,Grand Junction 30-50 mi,Western Colorado Amateur Radio Club,E-power and autopatch for WCARC members,yes,,CCARC,http://w0rrz.org,107.2,,,,,,,,,,,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,131.8,WA4HND,"Grand Junction, Black Ridge",CO,OPEN,I,201.7,NW,yes,449.575,444.575,131.8,Mesa,On-Air,Grand Junction,,e-power. Linked to GMRA Open System,yes,,CCARC,GMRA Repeaters,131.8,,Grand Mesa Repeater Assoc,Closed IRLP out,,3710,,,,,,Wed RACES Net 1930 Hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,202.1,NNE,yes,448.925,443.925,131.8,Boulder,On-Air,,W0LMA,,yes,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,202.1,NNE,yes,449.825,444.825,103.5,Boulder,On-Air,Along the foothills and into Boulder where the 94 repeater is shadowed.,Rocky Mountain Radio League,6,yes,,CCARC,Repeater,,,,,,,,,,,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,203.6,N,yes,146.7,146.1,100,Boulder,On-Air,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",Boulder Co ARC,6,yes,,CCARC,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,203.7,N,yes,146.61,146.01,100,Boulder,Off-Air,,Boulder Amateur Radio Club,,yes,,CCARC,,,,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,203.7,N,yes,448.9,443.9,100,Boulder,On-Air,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",Boulder ARC,6,yes,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC8,K0RTS,"Genoa, Limon",CO,OPEN,,204,NE,yes,446.7375,441.7375,,Lincoln,On-Air,"I-70  H-40  H-287  Arriba, Genoa, Hugo, Limon        50 mile radius",K0RTS KC0VJD,,yes,,CCARC,,,,RMHam,"Colorado on TG700 Slot 1
Denver on TG720 Slot 2",,,,,,,,,,,,,,,yes,8,yes,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,,,,,2,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,EIA,204,NE,yes,147.06,147.66,103.5,Lincoln,On-Air,"I-70, US-71, US-287, US-40, US-24",BSARC,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",yes,,CCARC,http://www.bigsandyradio.com/,,42740,,,791116,3794,,,,,,Big Sandy Net: Wed 19:00,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,88.5,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,205.9,WNW,yes,146.76,146.16,88.5,Grand,On-Air,Moab and immediate surroundings.,Sinbad Desert ARC,,yes,,UVHFS,http://www.sdarc.us/repeaters/bald.html,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,107.2,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,206,WNW,yes,449.1,444.1,107.2,Grand,On-Air,"Wide area: Moab and surrounding areas, including large portions of Arches and Canyonlands National Parks.",Grand Mesa Repeater Association (GMRA),8,yes,,UVHFS,GMRA Repeaters,107.2,,,,,,,,,,,RACES Wed. 1930 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,100,KB5ZFA,Fort Sumner,NM,OPEN,,206.3,SSE,yes,147.14,147.74,100,Debaca,On-Air,Wide area.,,4,yes,Full-time to the  Mega-Link System .,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,162.2,KD5SAR,Zuni,NM,OPEN,,210.7,SW,yes,145.43,144.83,162.2,McKinley,On-Air,Wide are: Southern McKinley County.,MCARES,Closed autopatch.,yes,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,123,KD7HLL,Mexican Hat,UT,OPEN,,217.1,W,yes,449.9,444.9,123,San Juan,On-Air,"Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,6,yes,,UVHFS,,,,,Part time link to  two repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,88.5,K7QEQ,Moab,UT,OPEN,,218.2,WNW,yes,146.9,146.3,88.5,Grand,On-Air,Moab and immediate surroundings.,Sinbad Desert ARC,"Closed autopatch, remote base, linked to Bald Mesa (146.760).",yes,,UVHFS,http://sdarc.us/repeaters/moab.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,100,NM5ML,"Datil, Davenport Lookout",NM,OPEN,,221,SSW,yes,147.04,147.64,100,Catron,On-Air,,New Mexico Mega Link Assoc,9,yes,Full-time to the  Mega-Link System .,NMFCC,,,,,RX Freq has shifted to 147.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,67,NM5ML,Melrose,NM,OPEN,,227.2,SE,yes,147.28,147.88,67,Curry,On-Air,Wide area.,Mega-Link,4,yes,Full-time to the  Mega-Link System .,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,234.4,NW,yes,447,442,107.2,Garfield,On-Air,Wide area.,,8,yes,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.05,-5,103.5,WB7EGF,"Quemado, Fox Mtn",NM,OPEN,,235.1,SW,yes,448.05,443.05,103.5,Catron,On-Air,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,240.4,NE,yes,146.895,146.295,103.5,Kit Carson,On-Air,,Big Sandy ARC,,yes,,CCARC,,,,,,830619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,67,KA5B,Clovis,NM,OPEN,,243.5,SE,yes,147.24,147.84,67,Curry,On-Air,,Eestern New Mexico ARC,E-power.,yes,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.45,5,131.8,KA5B,Clovis,NM,OPEN,,243.5,SE,yes,443.45,448.45,131.8,Curry,On-Air,,Eastern New Mexico ARC,"Closed autopatch, e-power.",yes,,NMFCC,http://ka5b.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.225,5,CC1,N7EOJ,Clovis,NM,OPEN,,243.5,SE,yes,442.225,447.225,,Curry,On-Air,,N7EOJ,AZ-TRBONET,yes,,NMFCC,http://www.aztrbonet.com/MinimalNetwatch,,,,DMR ONLY,,,,,,,,,,,,,,,yes,1,yes,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,AZ-TrboNet,1,1,1,2,2,2,2,,,,
145.37,-0.6,141.3,NM5EM,"Clovis, Claud",NM,OPEN,,243.5,SE,yes,145.37,144.77,141.3,Curry,On-Air,,NMEMA ARC,,yes,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.525,5,67,NM5ML,Clovis,NM,OPEN,,243.5,SE,yes,442.525,447.525,67,Curry,On-Air,,,,yes,Full-time to the  Mega-Link System .,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,71.9,WS5D,Clovis,NM,OPEN,,243.5,SE,yes,147.32,147.92,71.9,Curry,On-Air,Clovis,WS5D,,yes,,NMFCC,,71.9,,ENMARC,,,,dm84jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.45,5,88.5,WS5D,Clovis,NM,OPEN,EI,243.7,SE,yes,444.45,449.45,88.5,Curry,On-Air,"Clovis, NM",WS5D,,yes,,,,88.5,,,,401134,3713,,,,,"#+node for echolink, node for irlp, 73 to disc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,67,KE5RUE,Midway (Portales),NM,OPEN,,250.9,SE,yes,147,147.6,67,Roosevelt,,,Jeff Burmeister,"batteries, genset",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
444.425,5,,N5LTZ,Black,TX,CLOSED,,253.1,SE,yes,444.425,449.425,,Parmer,,,,,yes,,TVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
449.625,-5,CC1 114.8,NX7R,"Concho, Volcano Hill",AZ,OPEN,,273.6,SW,yes,449.625,444.625,114.8,Apache,On-Air,"Wide Area: Concho, to St Johns, Show Low and Beyond.",AF7JQ,MMDVM,yes,,ARCA,http://www.ttgcommunications.com,D754,,BrandMeister,BrandMeister,,,,,,,,Hytera US DMR Net on TG-31089: Thu at 19:30.,,,,,,,yes,1,yes,,,,,,,,,,,,,,,,,,
146.76,-0.6,162.2,AD7W,"Pinetop-Lakeside, Porter Mountain",AZ,OPEN,,296.9,SW,yes,146.76,146.16,,Navajo,On-Air,,AD7W,"E-power, linked.",yes,,ARCA,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,CC1,AD7W,"Pinetop-Lakeside, Porter Mountain",AZ,OPEN,,296.9,SW,yes,449.05,444.05,,Navajo,On-Air,"Pinetop-Lakeside, Show Low, Hondah, Snowflake, Linden, Pinedale, Vernon",AD7W,E-power,yes,,ARCA,,,,Brandmeister,,,,DM54ae,,,,,,,,,,,,yes,1,yes,,,,,,,,,,,,,,,,,,
