Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Northern Colorado,County,Op Status,Affiliate,Features,Links,Notes,Web links,Coordination,Last update,Downlink Tone,Coverage,Sponsor,Nets,Grid,EchoLink,YSF Digital Enabled,DG-ID,Mixed-Mode,IRLP,D-STAR Enabled,Node,Sources,AllStar,Feed,Commands,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,Local/Cluster,Talkgroup Network,Worldwide English,North America,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,Denver Regional,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,English,On-air,Local Network,Southern Colorado,Wyoming,WyLOCAL,Location Photo
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,144.3,SW,yes,449,444,67,,,,,,,Fremont,On-Air,,"E-power (Solar, Wind)",Full-time to the  Mega-Link System .,North of the Royal Gorge Bridge.,Mega Link,CCARC,yes,67,,WB0WDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,144.5,SSW,yes,146.655,146.055,123,,,,,,,Pueblo,On-Air,,,,,,CCARC,yes,CSQ,,K0ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,144.5,SSW,yes,449.725,444.725,100,,,,,,,El Paso,On-Air,,,,,,CCARC,yes,,,N0PWZ,,,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,144.5,SSW,yes,146.88,146.28,88.5,,,,,,,Pueblo,On-Air,,E-power.,,,,CCARC,yes,CSQ,Wide area.,Pueblo HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC0 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,144.5,SSW,yes,447.7,442.7,210.7,yes,0,,,,,Pueblo,Off-Air,,,,,,CCARC,yes,210.7,,,,,,,,Yes; analog capable.,7389,,,,29228,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,,144.5,SSW,yes,145.115,144.515,88.5,,,,,,,Pueblo,Off-Air,,E-power.,,,,CCARC,yes,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Canon City, Canon City",CO,OPEN,,145.1,SSW,yes,449.975,444.975,100,,,,,,,Fremont,On-Air,The Fun Machine,Simulcast TX / Voted RX with Cedarwood and Salida,Full-time to the  The Fun Machine System .,,http://www.k0jsc.com,CCARC,yes,100,,K0JSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,146.1,SSW,yes,147.24,147.84,103.5,,,,,,,Pueblo,Off-Air,,,,,,CCARC,yes,CSQ,Pueblo and Fremont Counties,TARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC6,K0JSC,Pueblo,CO,OPEN,,146.1,SSW,yes,446.9875,441.9875,,yes,6,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,Pueblo,Off-Air,RMHAM,,Full-time to the  Colorado TRBO System .,,Rocky Mountain Ham Radio,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,146.1,SSW,yes,447.275,442.275,100,,,,,,,Pueblo,On-Air,The Fun Machine,,Full-time to the  The Fun Machine System .,"Moved to Pueblo.  Now called ""Pueblo Metro""",The Fun Machine,CCARC,yes,100,,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00.",,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC7,N0SZ,Vail,CO,OPEN,,146.5,WSW,yes,445.075,440.075,,yes,7,,,,,Eagle,On-Air,Rocky Mountain Ham Radio,,,,http://www.rmham.org/,CCARC,yes,,,K2AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,146.6,WSW,yes,147.345,147.945,88.5,,,,,,,Eagle,On-Air,,9,Full-time to the  Colorado Connection System .,,,CCARC,yes,123,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass.  Map,Colorado Connection,"Central Colorado Traffic Net: Daily at 19:3030 
Colorado Connection Net (All Welcome):  Thu at 20:00. 
Statewide ARES net: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,147.2,SSW,yes,447.975,442.975,100,,,,,,,Fremont,On-Air,,Autopatch.,Full-time to the  The Fun Machine System .,,http://www.k0jsc.com,CCARC,yes,100,"Canon City area. 
   Repeater Coverage Map",K0JSC,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",,363976,,,,7301,,,,28368,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,147.3,SSW,yes,927.7,902.7,D114,,,,,,,Fremont,On-Air,,,,,,CCARC,yes,D114,,Royal Gorge ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,147.4,SSW,yes,447.25,442.25,100,,,,,,,Fremont,On-Air,,,Full-time to the  The Fun Machine System .,,K0JSC dot Com,CCARC,yes,100,"Wide from Custer County to Park County and Chaffee County to Pueblo County. 
   Repeater Coverage Map",,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",DM78ik,363976,,,,7301,,,,28368,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,147.4,SSW,yes,145.49,144.89,103.5,,,,,,,Fremont,On-Air,Colorado ARES Region 5 District 1,E-power (Bat),,,Royal Gorge Amateur Radio Club,CCARC,yes,103.5,,Royal Gorge Amateur Radio Club,"RGARC Net: Wed at 19:00. 
ARES Net: Wed at 19:30.",DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,147.4,SSW,yes,223.96,222.36,103.5,,,,,,,Fremont,On-Air,,"E-power (Bat), Remote Base",,,,CCARC,yes,103.5,"Wide area. 
   Repeater Coverage Map",RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,147.4,SSW,yes,447.75,442.75,103.5,,,,,,,Fremont,On-Air,,E-power (Bat),,,Royal Gorge Amateur Radio Club,CCARC,yes,103.5,,RGARC,,,,,,,3081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,147.4,SSW,yes,53.03,51.33,88.5,,,,,,,Fremont,On-Air,RGARC,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",,Split site Fremont peak transmitter and 8 mile mountain reciever.,Http://www.qsl.net/rghc,CCARC,yes,88.5,,WB0WDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC7,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,147.4,SSW,yes,446.7375,441.7375,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,Fremont,On-Air,Rocky Mountain Ham Radio,IPSC Link to the Colorado network on Talk Slot 2.,Full-time to the  Colorado TRBO System .,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,http://www.k0jsc.com,CCARC,yes,,"Fremont county and state wide on Talk Slot 2.  40 mi radius. 
   Repeater Coverage Map",,,DM78ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,yes
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,147.7,SW,yes,448.575,443.575,103.5,,,,,,,Park,Off-Air,,,"Full-time internet linked to  
        146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,CCARC,yes,103.5,Western Park County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,149.3,WSW,yes,147.24,147.84,156.7,,,,,,,Lake,Off-Air,,,,,,CCARC,yes,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,146.2,WA0VJR,Wallace,KS,OPEN,I,149.4,SE,yes,444.6,449.6,146.2,,,,,,,Wallace,On-Air,,,,Dial 9335 to access K-Link,,,yes,,"US-40 
   Repeater Coverage Map",WA0VJR,,,,,,,3148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.75,5,162.2,NV8Q,"Colby, K-Link",KS,OPEN,,154.8,SE,yes,444.75,449.75,162.2,,,,,,,Thomas,,K-Link Repeater Network,"Linked to K-Link Repeater Network 
E-power (batt) 
Allstar 46010",,"Repeater is intermittently off-air, and the Allstar node is down.",K-Link Repeater Network,Kansas Repeater Council,yes,162.2,"Wide area. 
 Click for coverage map.  50 mi radius.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,156.2,S,yes,147.36,147.96,,,,,,,,Otero,On-Air,KC0ITF,E-power,,Digital Wires-X,,,yes,123,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,11360,,,,,,,,,,,,,,
446.75,-5,CC0,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,,156.2,S,yes,446.75,441.75,,yes,0,,,,,Otero,On-Air,KC0ITF,E-power.,,Please use Busy Channel LockOut,,,yes,,La Junta,,,,,yes,Open ↑ / Open ↓,,,yes,KC0ITF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,156.7,NW0K,Colby,KS,OPEN,I,156.3,SE,yes,146.82,146.22,156.7,,,,,,,Thomas,On-Air,,"Closed autopatch, e-power.",,,,Kansas Repeater Council,yes,156.7,Local,TARC,,,,,,,7552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,157.5,SSW,yes,449.975,444.975,100,,,,,,,Pueblo,On-Air,,2,"Linkable to  
        145.49000 (WD0EKR) at Canon City, Fremont Peak, CO .
 


Linkable to  
        145.46000 (WB0WDF) at Cripple Creek, CO .
 


Linkable to  
        146.79000 (ND0Q) at Pueblo, Baculite Mesa, CO .
 


Linkable to  
        145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO .
 


Linkable to  
        146.88000 (ND0Q) at Pueblo, Deer Peak, CO .
 


Linkable to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,K0JSC dot Com,CCARC,yes,100,"I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass 
   Repeater Coverage Map",K0JSC,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00.  
RGARC Net: Wed at 19:00.",DM78SA18,363976,,,,7301,,,,28368,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,141.3,K0ECT,Colby,KS,OPEN,,158.5,SE,yes,444.4,449.4,141.3,,,,,,,Thomas,On-Air,,,Full-time to the  SKECT System .,"Repeater has zero hang-time, which gives the appearance that it's down.  It does work!",http://skect.org/default.aspx,Kansas Repeater Council,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,160.4,W,yes,449.625,444.625,123,,,,,,,Routt,On-Air,,Statewide Linked System,,,http://colcon.org,,yes,123,Local Steamboat Area,"Colorado Connection Repeaters, Inc.","Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net: Thu at 20:00 (All welcome).  
Statewide ARES Net: Sundays at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,160.4,W,yes,147.21,147.81,107.2,,,,,,,Routt,On-Air,,"Linked, WX.",,,,CCARC,yes,107.2,,SSARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,160.4,W,yes,147.165,147.765,88.5,,,,,,,Routt,On-Air,,,Full-time to the  Colorado Connection System .,,,,yes,123,,Colorado Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,KC0HH,Lamar,CO,OPEN,EI,162.2,SSE,yes,146.61,146.01,123,,,,,,,Prowers,On-Air,,,"Full-time to  
        449.50000 (KC0HH) at Lamar, CO .",,,CCARC,yes,123,Hwy 287 - Springfield to Eads Hwy 50 - Holly to Rocky Ford. 45 mi radius.,Lamar Amateur Radio Club,,,37784,,,,3774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,123,KC0HH,Lamar,CO,OPEN,EI,162.3,SSE,yes,449.5,444.5,123,,,,,,,Prowers,On-Air,,,"Full-time to  
        146.61000 (KC0HH) at Lamar, CO .",,,CCARC,yes,,45,Lamar ARC,,,37784,,,,3774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.175,5,156.7,K0WPM,Tribune,KS,OPEN,,164.6,SE,yes,442.175,447.175,156.7,,,,,,,Greeley,On-Air,,,,,,,yes,,,WKARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,166.3,SW,yes,146.745,146.145,100,,,,,,,Chaffee,Off-Air,,E-power.,,,,CCARC,yes,,,CLARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,166.8,SW,yes,446.975,441.975,,,,,,,,Chaffee,On-Air,Crestone Amateur Radio Emergency Services,,,,KD0QPG,CCARC,yes,,,Crestone Amateur Radio Emergency Services,,,,,,,,yes,KD0QPG (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC0,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,166.8,SW,yes,446.8125,441.8125,,yes,0,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,Chaffee,On-Air,,,,,,,yes,,,RMHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
444.8,5,162.2,N7UVW,McCook,NE,OPEN,,167.5,ESE,yes,444.8,449.8,162.2,,,,,,,Red Willow,On-Air,Dirt Truckin,Link Com RLC-1 Controller,,180,,,yes,,50,N7UVW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,K0TAJ,"McCook, 180' tower S. of McCook",NE,OPEN,,167.5,ESE,yes,147.27,147.87,,,,,,,,Red Willow,On-Air,,Fusion Repeater,,,,,yes,,50,McCook ARA,Monday Nights at 7PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.5,5,151.4,N7UVW,McCook,NE,OPEN,,167.5,ESE,yes,444.5,449.5,151.4,,,,,,,Frontier,On-Air,Dirt Truckin,link comm rlc 1,,16,,,yes,,20,dirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,169.7,SSW,yes,224.32,222.72,88.5,,,,,,,Custer,Off-Air,,11,,,PHC repeaters,CCARC,yes,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,107.2,KC0CVU,"Pueblo, Deer Peak",CO,OPEN,,169.7,SSW,yes,449.625,444.625,107.2,,,,,,,Custer,On-Air,,E-power.,,,CMRG Repeaters,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,169.7,SSW,yes,447.175,442.175,88.5,,,,,,,Pueblo,Off-Air,,11,,,Pueblo Ham Club,CCARC,yes,,Wide area: Southeast Colorado.,Pueblo HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.835,-0.6,CSQ,K0KDC,North Platte,NE,OPEN,,170.1,E,yes,146.835,146.235,CSQ,,,,,,,Lincoln,On-Air,,,,,,,yes,,,K0KDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,,NE0NP,North Platte,NE,OPEN,,170.1,E,yes,146.7,146.1,,,,,,,,Lincoln,Off-Air,,E-power.,,,,,yes,123,,North Platte Progressive Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,123,N0UGO,North Platte,NE,OPEN,EI,170.7,E,yes,146.94,146.34,123,,,,,,,Lincoln,On-Air,,Linked to 146.760 in Ogallala and 442.250 south of North Platte,,,,WB0CMC,yes,,,Charlie Allen,"Sunday Night net: Sun at 20:30 
Wednesday Night net: Wed at 21:00.",,751985,,,,7349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,123,N0IQ,North Platte,NE,OPEN,EI,170.7,E,yes,147.33,147.93,123,,,,,,,Lincoln,On-Air,,,,,,,yes,,,Randy Allen,,,857936,,,,7627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,123,N0UGO,North Platte,NE,OPEN,EI,170.7,E,yes,442.25,447.25,123,,,,,,,Lincoln,Off-Air,,,,Linked to 146.940 in North Platte and 146.760 in Ogallala.,,,yes,,,Charlie Allen,"Sunt at 20:30 
Wed at 21:00",,751985,,,,7349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,123,N0IQ,North Platte,NE,OPEN,EI,170.7,E,yes,444.4,449.4,123,,,,,,,Lincoln,On-Air,,,,,,,yes,,Maxwell to Sutherland across I-80.,Randy Allen,,,857936,,,,7627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,171,SW,yes,145.295,144.695,107.2,,,,,,,Chaffee,On-Air,,,,,CMRG Repeaters,CCARC,yes,,Wide area.,Cheyenne Mtn Repeater Group,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,171,SW,yes,147.285,147.885,88.5,,,,,,,Chaffee,On-Air,,11,Full-time to the  Colorado Connection System .,,,CCARC,yes,123,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",Colorado Connection,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES Net: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,171.2,SSW,yes,448.15,443.15,103.5,,,,,,,Custer,On-Air,,E-power.,,,http://www.qsl.net/rghc,CCARC,yes,103.5,,Royal George ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,171.2,SSW,yes,147.06,147.66,77,,,,,,,Custer,On-Air,,E-power,,,,CCARC,yes,77,,http://www.qsl.net/rghc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,171.2,SSW,yes,448.325,443.325,100,,,,,,,Custer,On-Air,The Fun Machine,,Full-time to the  The Fun Machine System .,,,,yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,171.2,SSW,yes,919.1,894.1,88.5,,,,,,,Pueblo,Off-Air,,,,,,CCARC,yes,CSQ,Wide area.,Pueblo HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,171.2,SSW,yes,927.775,902.775,D116,,,,,,,Custer,On-Air,,,,System uses digital PL,,CCARC,yes,D116,,Royal Gorge Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,100,N7GCR,"Rawlins, Elk Mountain",WY,OPEN,,171.4,NW,yes,147.24,147.84,100,,,,,,,Carbon,On-Air,,,,,,WRCG,yes,,Wide area.,CCARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,171.6,SW,yes,449.925,444.925,103.5,,,,,,,Chaffee,On-Air,Colorado ARES,E-power (Bat),,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,,CCARC,yes,103.5,"Upper Arkansas and Platte Rivers, and the SLV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,171.6,SW,yes,449.65,444.65,107.2,,,,,,,Chaffee,On-Air,,E-power.,,,CMRG Repeaters,CCARC,yes,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,171.7,SW,yes,449.975,444.975,100,,,,,,,Chaffee,On-Air,,2,Full-time to the  The Fun Machine System .,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,K0JSC.COM,CCARC,yes,100,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",DM68xk,363976,,,,7301,,,,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,ND0Q,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,174.8,SSW,yes,146.73,146.13,88.5,,,,,,,Huerfano,On-Air,,6,,,Pueblo Ham Club,CCARC,yes,,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,123,W0FLO,"Chadron, Nebraska National Forest",NE,OPEN,,174.9,NNE,yes,147.36,147.96,123,,,,,,,Dawes,On-Air,Pine Ridge Amateur Radio Club,,,,,WB0CMC,yes,123,"Chadron, Gordon, Alliance, Crawford, Pine Ridge.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,,KB0DZB,Oberlin,KS,OPEN,,175.1,ESE,yes,145.19,144.59,,,,,,,,Decatur,On-Air,,Linked.,,,,Kansas Repeater Council,yes,,Local,TRI-STATE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,,,"Lusk, 77 Hill",WY,OPEN,,176.8,N,yes,147.33,147.93,,,,,,,,Niobrara,On-Air,,,,,,,yes,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,177.3,WSW,yes,447.05,442.05,136.5,,,,,,,Pitkin,On-Air,,,,,,CCARC,yes,136.5,Aspen-Snowmass areas.,Roaring Fork Amateur Repeater Cooperative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,141.3,K0ECT,Syracuse,KS,OPEN,,180.2,SE,yes,444,449,141.3,,,,,,,Hamilton,On-Air,,E-power.,Full-time to the  SKECT System .,,http://skect.org/default.aspx,Kansas Repeater Council,yes,141.3,,SKECT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,181.4,WSW,yes,146.67,146.07,107.2,,,,,,,Pitkin,On-Air,,Linked.,,,,CCARC,yes,,Wide area.,Ski Country ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,"Maysville, CO",CO,OPEN,,181.6,SW,yes,145.325,144.725,100,,,,,,,Chaffee,On-Air,,,,,,,yes,,wide area,Chaffee Lake Amateur Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
