Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Features,Coordination,Last update,Web links,Coverage,Affiliate,Links,Notes,Location Photo,EchoLink,IRLP,AllStar,Nets,Feed,Grid,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,D-STAR Enabled,Node,Sources,Mixed-Mode,YSF Digital Enabled,DG-ID,Worldwide,North America,Local/Cluster,On-air,Commands,Denver Regional,Talkgroup Network,Northern Colorado,WIRES-X,P25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,English,TAC 310,N. Colorado,Europe,DCI Bridge,Southwest USA,Worldwide English,Mountain Reg USA,Texas,COMM 1,Texas/Oklahoma Regional USA
444.775,5,131.8,WD9CMS,Los Alamos,NM,OPEN,,162,SSW,yes,444.775,449.775,,,Los Alamos,On-Air,WD9CMS,E-power.,NMFCC,yes,,Los Alamos and surrounding areas,,,"Mixed mode analog and digital P25 system, linked with 927.9 WD9CMS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KB5ITS,"Mancos, Menefee Mountain",CO,OPEN,,162,WSW,yes,145.325,144.725,100,,Montezuma,On-Air,,E-power.,CCARC,yes,http://www.sjcham.com,Wide area.,,,Full time to the San Juan Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.425,5,,NM5WR,Los Alamos,NM,OPEN,,162,SSW,yes,442.425,447.425,,,Los Alamos,On-Air,,,,yes,,30,,,,,,,,,,,,,,,,,yes,NM5WR (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,162,NNE,yes,449.725,444.725,127.3,,Weld,On-Air,K0OJ,"Autopatch, WX.",CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,162,NNE,yes,146.85,146.25,100,100,Weld,On-Air,Northern Colorado ARC,"E-power, WX.",CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,131.8,WD9CMS,Los Alamos,NM,OPEN,,162.5,SSW,yes,927.9,902.9,,,Los Alamos,On-Air,,,NMFCC,yes,,Los Alamos and surrounding areas,,,"Mixed mode analog and digital P25 system, linked with 444.775 WD9CMS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,
144.265,0,203.5,KC2HSO,Los Alamos,NM,OPEN,I,162.5,SSW,yes,144.265,144.265,203.5,,Los Alamos,On-Air,,,,yes,,,,,,,,8039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.925,5,CC1,KE8AVN,Los Alamos,NM,OPEN,,162.5,SSW,yes,442.925,447.925,,,Los Alamos,On-Air,,,,yes,,,,,,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC,NM5BB,Los Alamos,NM,OPEN,,162.6,SSW,yes,442.25,447.225,,,Los Alamos,Off-Air,,,NMFCC,yes,,,,,TS1 only. Rocky Mountain Ham Radio,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,CC1,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,163,WNW,yes,446.9125,441.9125,,,Mesa,On-Air,Bill Frost,,,yes,,"Grand Junction, I70",,,Brandmeister network,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,163.2,NNE,yes,449.325,444.325,,,Weld,On-Air,Colorado Amateur Repeater Network (CARN),,CCARC,yes,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,Greeley,CO,OPEN,I,163.2,NNE,yes,147,147.6,100,100,Weld,On-Air,Weld ARS,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",CCARC,yes,,,,,,,,3839,,,,,,,,,,,,,,Yes; analog capable.,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,163.2,NNE,yes,448.475,443.475,100,,Weld,On-Air,Weld Amateur Radio Society (WARS),,CCARC,yes,http://www.warsco.org/,,,,,,,3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.825,5,131.8,KB5ZQE,"Santa Fe, Tesuque Peak",NM,OPEN,,163.3,S,yes,442.825,447.825,131.8,,Santa Fe,On-Air,Santa Fe ARC,Autopatch.,NMFCC,yes,,,,"Full-time to  
        146.82000 (W5SF) at Santa Fe,  Tesuque Peak, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,141.3,NM5EM,"Santa Fe, Tesuque Peak",NM,OPEN,,163.3,S,yes,147.02,147.62,141.3,,Santa Fe,On-Air,NMEMA ARC,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,162.2,W5SF,"Santa Fe,  Tesuque Peak",NM,OPEN,,163.3,S,yes,146.82,146.22,162.2,,Santa Fe,On-Air,Santa Fe ARC,"Autopatch, e-power.",NMFCC,yes,SFARC Repeaters,Wide area.,,"Full-time to  
        442.82500 (KB5ZQE) at Santa Fe, Tesuque Peak, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,107.2,WA4HND,"Grand Junction, Grand Mesa",CO,OPEN,I,163.4,WNW,yes,449.3,444.3,107.2,107.2,Mesa,On-Air,,e-power Linked to GMRA Open System,CCARC,yes,http://www.gmra.org/,Wide Area I-70 West Rifle to Western Utah,,,Closed IRLP out,,,3710,,RACES Wed 1930 hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,CSQ,KB5RX,"Los Alamos, Pajarito Mountain",NM,OPEN,,163.5,SSW,yes,223.94,222.34,CSQ,CSQ,Los Alamos,On-Air,,E-power.,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC6,N5UBJ,"Mancos, Caviness Mountain",CO,OPEN,,163.6,WSW,yes,446.7375,441.7375,,,Montezuma,On-Air,RMHAM,,CCARC,yes,http://www.rmham.org,,,,Talkgroup 700 TS 1 Talkgroup 719 TS 2,,,,,,,,yes,6,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  1  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,W5SF,"Los Alamos, Pajarito Mountain",NM,OPEN,,163.6,SSW,yes,145.19,144.59,,,Los Alamos,On-Air,SFARC,,NMFCC,yes,,Wide Area,,,W5SF/PAJ - Distinct from the NM5SC repeater near Cuba on Pajarito Peak.,,,,,Northern New Mexico Amateur Radio Net: Mon at 20:30.,,,,,,,,,yes,W5SF (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.09,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,,163.6,SE,yes,147.09,147.69,118.8,118.8,Baca,,BCDEARC,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,EI,163.6,SE,yes,147.33,147.93,118.8,118.8,Baca,Off-Air,Baca County Amateur Emergency Management,,CCARC,yes,KZ0DEM Repeaters,,,,,,97142,7142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,118.8,KZ0DEM,Springfield,CO,OPEN,EI,163.6,SE,yes,449.2,444.2,118.8,118.8,Baca,On-Air,Baca County Div of Emerg Mgt Communications,,,yes,,provides coverage to central Baca County,,,,,97142,7142,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,67,NM5ML,"Pecos, Elk Mountain",NM,OPEN,,163.7,S,yes,147.26,147.86,67,,San Miguel,On-Air,,11,NMFCC,yes,,Wide area.,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292.3,-20,,KF5VBD,"Bloomfield, Harris Mesa",NM,CLOSED,,163.7,SW,yes,1292.3,1272.3,,,San Juan,On-Air,San Juan County,,NMFCC,yes,,,,,,,,,,,,,,,,,,,yes,KF5VBD (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,162.2,W5SF,"Las Vegas,  Elk Mountain",NM,OPEN,,163.7,S,yes,147.3,147.9,162.2,,San Miguel,On-Air,Santa Fe ARC,"E-power, linked.",NMFCC,yes,SFARC Repeaters,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,164.5,N,yes,447.725,442.725,131.8,,Larimer,On-Air,W7RF,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,67,NM5ML,"Cuba, Eureka Mesa",NM,OPEN,,165.1,SSW,yes,147.24,147.84,67,,Sandoval,On-Air,,9,NMFCC,yes,,Wide area.,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC2,N0AOL,Fort Collins,CO,OPEN,,165.4,N,yes,446.7375,441.7375,,,Larimer,On-Air,N0AOL - NoCo C-Bridge Network,DMR-MARC World Wide Network,CCARC,yes,http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,Wide area: North Front Range.,,,Repeater ID: 310803,,,,,"DMR World Wide Net: Sat at 10:00. 
TS 1 Group Call 1 http://www.dmr-marc.net/ 
Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",,,yes,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      TAC 310  1  310      Local/Cluster  2  2      N. Colorado  2  3171    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,1,1,2,,,,,,,,,,,,,,,,1,1,2,,,,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,165.4,N,yes,447.45,442.45,123,,Larimer,On-Air,,,CCARC,yes,,,,,,,447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,165.4,N,yes,1283.55,1263.55,100,,Larimer,On-Air,K1TJ Repeater System,,CCARC,yes,http://www.k1tj.com/,Northern Colorado Front Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,107.2,KB5ITS,Aztec,NM,OPEN,,165.5,WSW,yes,447.45,442.45,107.2,,San Juan,On-Air,KB5ITS,"E-power, remote base.",NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,NM5SJ,Aztec,NM,OPEN,,165.5,WSW,yes,146.74,146.14,100,,San Juan,On-Air,Totah ARC,"Closed autopatch, e-power.",NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC1,N5UBJ,Aztec,NM,OPEN,,165.6,WSW,yes,442.25,447.25,,,San Juan,On-Air,,,NMFCC,yes,http://www.aztrbonet.com/MinimalNetwatch,,,,,,,,,,,,yes,1,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,1,1,,,,,AZ-TrboNet,,,,,,,,,,,,1,2,,2,2,2,,,,,
146.88,-0.6,100,KB5ITS,"Aztec, Tank Mtn",NM,OPEN,,165.6,WSW,yes,146.88,146.28,100,,San Juan,On-Air,,,NMFCC,yes,http://www.sjcham.com,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,KB5ITS,"Bloomfield, Harris mesa",NM,OPEN,,166.3,SW,yes,147.1,147.7,100,,San Juan,On-Air,San Juan connection,,NMFCC,yes,http://www.sjcham.com,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,67,NM5ML,"Bloomfield, Harris Mesa",NM,OPEN,,166.3,SW,yes,147.28,147.88,67,,San Juan,On-Air,,6,NMFCC,yes,,Wide area.,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,,166.4,NW,yes,449.8,444.8,107.2,,Garfield,On-Air,,8,CCARC,yes,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.825,-25,100,AB0SF,"Fort Collins, Horsetooth Mountain",CO,OPEN,,166.8,N,yes,927.825,902.825,100,100,Larimer,On-Air,AB0SF,,CCARC,yes,,"Decent coverage throughout northern Fort Collins, out east to beyond Windsor.",,,Converted 800 MHz beam antenna pointed directly down Horsetooth Road in Fort Collins.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,166.8,N,yes,447.275,442.275,100,100,Larimer,On-Air,Northern Colorado ARC,"Closed autopatch, e-power.",CCARC,yes,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC7,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,166.8,N,yes,446.75,441.75,,,Larimer,On-Air,Rocky Mountain Ham Radio,,CCARC,yes,http://www.rmham.org,,,Full-time to the  Colorado TRBO System .,See website for complete info on color codes/time slot assignment.,,,,,,,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,166.8,N,yes,224.52,222.92,100,100,Larimer,Off-Air,Northern Colorado ARC,E-power.,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,K1TJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,166.8,N,yes,927.95,902.95,100,100,Larimer,On-Air,K1TJ Repeater System,25,CCARC,yes,,Northern Front Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,166.8,N,yes,145.115,144.515,100,100,Larimer,On-Air,Northern Colorado ARC,7,CCARC,yes,,Wide area.,,,,,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC2,KB0VGD,"Fort Collins , Horsetooth Mountain",CO,OPEN,,166.8,N,yes,145.265,144.665,,,Larimer,On-Air,W0DMR - NoCo C-bridge Network,,CCARC,yes,http://www.w0dmr.org/,Northern Colorado Front Range Wide Area coverage.,Brandmeister Network,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,,,,,,yes,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,,,,,,,1,2,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,BrandMeister US,,,,,,,,,,,,,,2,,1,,1,,,,
1291.1,-20,,KF5VBE,Aztec,NM,CLOSED,,166.9,WSW,yes,1291.1,1271.1,,,Bernalillo,On-Air,San Juan County,DV only,NMFCC,yes,,,,,,,,,,,,,,,,,,,yes,KF5VBE (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,,KF5VBE,Farmington,NM,OPEN,,167,WSW,yes,145.115,144.515,,,San Juan,On-Air,,,,yes,,,,,,,,,,,,,,,,,,,yes,KF5VBE (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Cuba, Eureka Mesa",NM,OPEN,,167.5,SSW,yes,145.175,144.575,141.3,,Sandoval,Off-Air,NMEMA ARC,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,168.8,N,yes,147.39,147.99,,,Larimer,On-Air,KT0L - NoCo C-Bridge Network,,CCARC,yes,Documentation,"Fort Collins east side, into Red Feather Lakes area.",,,,,,,,Tac 310 Net: Sun at 18:00.,,,yes,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  TAC 310  1  310      DCI Bridge  1  3100      N. Colorado  1  3171      Mountain Reg USA  1  3177      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,1,,1,,,1,,,
927.875,-25,D114,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,168.9,N,yes,927.875,902.875,D114,,Larimer,Off-Air,WA6IMI,,CCARC,yes,,,,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",Down due to lightning strike. Scheduled to return end of June 2012.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,94.8,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,168.9,N,yes,449.425,444.425,94.8,,Larimer,On-Air,,,,yes,,,,"Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,100,W5HO,La Cueva,NM,OPEN,,169.5,SSW,yes,145.41,144.81,100,,Santa Fe,Off-Air,W5HO,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,127.3,KB5ITS,Bloomfield,NM,OPEN,,169.6,SW,yes,448.65,443.65,127.3,,San Juan,On-Air,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,100,K5WXI,Bloomfield,NM,OPEN,,169.6,SW,yes,146.92,146.32,100,,San Juan,On-Air,San Juan County OEM,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,169.6,N,yes,147.36,147.96,100,100,Larimer,On-Air,CO State Univ ARC,Closed autopatch.,CCARC,yes,,Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,170,N,yes,446.8125,441.8125,,,Larimer,On-Air,W0QEY CSU,D-Star Gateway,CCARC,yes,,Fort Collins Local Area,,,Free Star,,,,,,,,,,,,,,yes,W0QEY (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,170.5,N,yes,449.85,444.85,100,100,Larimer,On-Air,CO State Univ ARC,Closed autopatch.,CCARC,yes,,Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,,W5SF,Santa Fe,NM,OPEN,,171.1,S,yes,444.575,449.575,,,Santa Fe,On-Air,W5SF,,,yes,,Local Santa Fe,Santa Fe Amateur Radio CLub,,Soon to move to a better location,,,,,,,,,,,,,,yes,W5SF (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,,Santa Fe,NM,OPEN,,171.1,S,yes,145.19,144.59,162.2,,Bernalillo,On-Air,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,,W5SF,Santa Fe,NM,OPEN,,171.1,S,yes,145.21,144.61,,,Santa Fe,On-Air,W5SF,,,yes,,Local Santa Fe,Santa Fe Amateur Radio Club,,Soon to move to a better location.,,,,,,,,,,,,,,yes,W5SF (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC7,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,171.2,NNE,yes,448.2,443.2,,,Morgan,On-Air,,Mixed Mode,CCARC,yes,Rocky Mountain Ham Radio,,NEAHR,Full-time to the  Colorado TRBO System .,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",,,,,,,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,171.3,N,yes,447.7,442.7,100,100,Larimer,On-Air,Northern Colorado Amateur Radio Club,,,yes,http://ncarc.net/,Wide Area Coverage,,"Linkable to  
        146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .
 


Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Full-time to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,171.6,N,yes,447.2,442.2,82.5,,Weld,On-Air,N6RFI,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,171.7,N,yes,224.84,223.24,100,100,Larimer,On-Air,Northern Colorado ARC,"E-power, 25 watts.",,yes,,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY",,"Full-time to  
        447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,171.7,N,yes,146.625,146.025,100,100,Larimer,On-Air,Northern Colorado ARC,E-power.,CCARC,yes,,Wide area: Northern front range.,,"Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Linkable to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,172.1,WSW,yes,447.275,442.275,100,,Montezuma,On-Air,,,,yes,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,172.1,WSW,yes,145.19,144.59,100,,Montezuma,On-Air,,,CCARC,yes,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,172.1,WNW,yes,448.15,443.15,100,,Mesa,On-Air,,,CCARC,yes,,,,,,,312189,7963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
