Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,YSF Digital Enabled,DG-ID,County,Op Status,Coverage,Affiliate,Features,Notes,Last update,Uplink Tone,Downlink Tone,WIRES-X,Mixed-Mode,Grid,Sponsor,Links,EchoLink,IRLP,AllStar,Nets,Web links,Feed,Coordination,Talkgroups,Colorado,Southern Colorado,Worldwide,North America,Local/Cluster,On-air,Denver Regional,Commands,Location Photo,Talkgroup Network,Northern Colorado,P25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,English,Worldwide English,Texas,COMM 1,Texas/Oklahoma Regional USA,Amarillo WIRES-X
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,154.1,NNW,yes,145.46,144.86,,,,,,,,,Boulder,On-Air,Boulder/Denver Metro,CRA VHF Link System,"Closed autopatch, e-power.",,yes,107.2,107.2,,,,Colorado Repeater Association (CRA),"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",347086,3990,,,,,CCARC,,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,154.1,NNW,yes,224.02,222.42,,,,,,,,,Boulder,On-Air,Denver metro area.,,8,,yes,,,,,,Rocky Mtn VHF Soc,"Full-time to  
        449.55000 (W0IA) at Boulder, CO .",217336,,,,RMVHS repeaters,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC7,N0SZ,"Boulder, Lee Hill",CO,OPEN,,154.1,NNW,yes,446.9875,441.9875,,,,yes,7,,,,Boulder,On-Air,,,Linked on Time Slot 2 to  Almagre Mtn  (446.950).,,yes,,,,,,Rocky Mountain Ham Radio,"Full-time to  
        446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO .
 


Full-time to the  Colorado TRBO System .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC1,N0SZ,"Boulder, Lee Hill",CO,OPEN,,154.1,NNW,yes,445.05,440.05,,,,yes,1,BrandMeister,,,Boulder,On-Air,Wide area,,BrandMeister Network,,yes,,,,,,Rocky Mountain Ham Radio,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,BrandMeister US,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,154.1,NNW,yes,447.75,442.75,,,,,,,,,Boulder,On-Air,,,,,yes,141.3,141.3,,,,Rocky Mountain Ham Radio,,,3450,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,154.2,WNW,yes,147.24,147.84,,,,,,,,,Lake,Off-Air,,,,,yes,156.7,156.7,,,,,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.95,5,100,W0MI,"Scott City, K-Link",KS,OPEN,I,154.5,ESE,yes,444.95,449.95,,,,,,,,,Scott,On-Air,Click for coverage map.  35 mi radius.,,"Linked to K-Link Repeater Network 
IRLP node 7356.","IRLP direct dial, 73 to disconnect. 
Please return to 9335 when finished.",yes,100,100,,,,SHARC,Full-time to the  K-Link System .,,7356,,,http://ks0lnk.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,155.3,NW,yes,146.91,147.51,,,,,,,,,Boulder,On-Air,"East of Gold Hill, The Indian Peaks, Denver, Boulder","Town of Gold Hill, Colorado",,There is a MOU With BCARES for repeater use.,yes,123,127.3,,,,,,,,,"Summer Tue at 19:30P, Winter 19:00.",http://goldhilltown.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,,155.4,SW,yes,147.22,147.82,,,,,,,,,Rio Arriba,On-Air,Wide area.,,10,,yes,100,,,,,New Mexico Mega Link Assoc,Full-time to the  Mega-Link System .,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras,  San Antonio Mountain",NM,OPEN,,155.5,SW,yes,146.76,146.16,,,,,,,,,Rio Arriba,On-Air,"Most of Taos County, eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,11,,yes,67,,,,,Taos ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,141.3,WA0OQA,Garden City,KS,OPEN,A,157.7,ESE,yes,146.91,146.31,,,,,,,,,Finney,On-Air,"Finney, Scott and Kearney counties.",,E-power.,Linked full time to Scott City 146.700 and Lakin 146.985 repeaters.,yes,141.3,141.3,,,,Sand Hills ARC,"Full-time to  
        146.70000 (WA0OQA) at Scott City, KS .",,,48588,Tue at 20:30.,,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,157.7,NW,yes,147.285,147.885,,,,,,,,,Grand,On-Air,,,,,yes,88.5,123,,,,Colorado Connection,Full-time to the  Colorado Connection System .,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.3,5,141.3,K0ECT,Elkader,KS,OPEN,,158.2,E,yes,444.3,449.3,,,,,,,,,Logan,On-Air,,,E-power.,,yes,141.3,141.3,,,,SKECT,Full-time to the  SKECT System .,,,,,http://skect.org/default.aspx,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,159.2,NNW,yes,146.85,146.25,,,,,,,,,Weld,On-Air,,,"E-power, WX.",,yes,100,100,,,,Northern Colorado ARC,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,159.3,NNW,yes,449.725,444.725,,,,,,,,,Weld,On-Air,,,"Autopatch, WX.",,yes,127.3,,,,,K0OJ,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.5,5,141.3,K0ECT,"Garden City, Tennis",KS,OPEN,I,160.5,ESE,yes,442.5,447.5,,,,,,,,,Finney,On-Air,,,E-power.,,yes,141.3,141.3,,,,SKECT,Full-time to the  SKECT System .,,3885,,,http://skect.org/default.aspx,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,160.7,NNW,yes,448.475,443.475,,,,,,,,,Weld,On-Air,,,,,yes,100,,,,,Weld Amateur Radio Society (WARS),,,3839,,,http://www.warsco.org/,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,Greeley,CO,OPEN,I,160.7,NNW,yes,147,147.6,,,,,,,yes,Open ↑ / Open ↓,Weld,On-Air,,,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",,yes,100,100,,Yes; analog capable.,,Weld ARS,,,3839,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,160.7,NNW,yes,449.325,444.325,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,Weld,On-Air,,,,,yes,,,,,,Colorado Amateur Repeater Network (CARN),,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,100,N7JNI,Wagon Mound,NM,OPEN,,161.4,SSW,yes,444.4,449.4,,,,,,,,,Mora,Off-Air,,,,,yes,100,,,,,Mora ARC,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,88.5,N5DFQ,Guymon,OK,OPEN,,161.4,SE,yes,444.975,449.975,,,,,,,,,Texas,On-Air,30,,Linked.,,yes,88.5,,,,,DBARC,,,,,,http://caprockintertie.org/,,ORSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,162,NW,yes,447.45,442.45,,,,,,,,,Grand,On-Air,,,,,yes,103.5,,,,,W0IG,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Tres Piedras, San Antonio Mtn.",NM,OPEN,,162.8,SW,yes,145.175,144.575,,,,,,,,,Taos,Off-Air,,,,,yes,141.3,,,,,NMEMA ARC,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,162.8,SW,yes,146.76,146.16,,,,,,,,,Taos,On-Air,"Wide area: Most of Taos County, Eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,11,,yes,67,,,,,Taos ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,163.2,NNW,yes,147.03,147.63,,,,,,,,,Boulder,On-Air,,Boulder County Amateur Radio Emergency Service,,,yes,100,,,,,KI0HG,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,88.5,N5DFQ,Guymon,OK,OPEN,,163.7,SE,yes,147.15,147.75,,,,,,,,,Texas,On-Air,,,"Linked, WX.",,yes,88.5,,,,,DBARC,Full-time to the  Caprock Intertie System .,,,,,http://caprockintertie.org/,,ORSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.75,5,162.2,NV8Q,"Colby, K-Link",KS,OPEN,,164.7,E,yes,444.75,449.75,,,,,,,,,Thomas,,"Wide area. 
 Click for coverage map.  50 mi radius.",K-Link Repeater Network,"Linked to K-Link Repeater Network 
E-power (batt) 
Allstar 46010","Repeater is intermittently off-air, and the Allstar node is down.",yes,162.2,162.2,,,,,,,,,,K-Link Repeater Network,,Kansas Repeater Council,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,156.7,NW0K,Colby,KS,OPEN,I,165.6,E,yes,146.82,146.22,,,,,,,,,Thomas,On-Air,Local,,"Closed autopatch, e-power.",,yes,156.7,156.7,,,,TARC,,,7552,,,,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,166.3,NNW,yes,449.575,444.575,,,,,,,,,Larimer,On-Air,,,"Closed autopatch, e-power.",,yes,100,,,,,Loveland Rptr Assoc,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,100,KN6VV,Loveland,CO,OPEN,,166.3,NNW,yes,224.32,222.72,,,,,,,,,Larimer,Off-Air,,,"Closed autopatch, e-power.",,yes,100,100,,,,KN6VV,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,141.3,K0ECT,Colby,KS,OPEN,,166.6,E,yes,444.4,449.4,,,,,,,,,Thomas,On-Air,,,,"Repeater has zero hang-time, which gives the appearance that it's down.  It does work!",yes,141.3,,,,,,Full-time to the  SKECT System .,,,,,http://skect.org/default.aspx,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,67,NM5ML,"Wagon Mound, Turkey Mountain",NM,OPEN,,166.7,SSW,yes,147.2,147.8,,,,,,,,,Mora,On-Air,,,8,,yes,67,,,,,,Full-time to the  Mega-Link System .,,,,,http://nm5ml.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,141.3,NM5EM,"Wagon Mound, Turkey Mtn",NM,OPEN,,166.8,SSW,yes,145.37,144.77,,,,,,,,,Mora,Off-Air,,,,,yes,141.3,,,,,NMEMA ARC,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,167.3,NNW,yes,448.025,443.025,,,,,,,yes,Open ↑ / Open ↓,Larimer,On-Air,,,,,yes,100,100,,Yes; analog capable.,,Northern Colorado ARC,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,167.5,NNW,yes,147.195,147.795,,,,,,,,,Larimer,On-Air,,,"Closed autopatch, e-power.",,yes,100,,,,,Loveland Repeater Assoc,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,,WA0JTB,"Sterling, CO",CO,OPEN,,168.9,N,yes,145.295,144.695,,,,,,,,,Logan,On-Air,Wide area,,"Autopatch, e-power.",,yes,,,,,,NECARA,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,169.5,NW,yes,146.61,146.01,,,,,,,,,Eagle,On-Air,,,11,,yes,107.2,,,,,ECHO,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,171.6,NW,yes,449.9,444.9,,,,,,,,,Eagle,Off-Air,,,,,yes,107.2,107.2,,,,ECHO,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5,0,100,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,171.6,SW,yes,51.5,51.5,,,,,,,,,Taos,On-Air,,,,,yes,100,,,,,Taos ARC,,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,67,KF5PFO,"Taos, Picuris Peak",NM,OPEN,E,171.6,SW,yes,147.12,147.72,,,,,,,,,Taos,On-Air,Wide area.,ARRL,E-power.,,yes,67,,,,,Taos Amateur Radio Club,,828279,,,,http://taosarc.org/,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,171.6,NW,yes,224.8,223.2,,,,,,,,,Eagle,Off-Air,,,,,yes,,,,,,ECHO,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.4,-1.6,225.7,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,171.6,SW,yes,224.4,222.8,,,,,,,,,Taos,On-Air,,,,,yes,225.7,,,,,Taos ARC,,,,,,http://taosarc.org,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,123,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,171.6,SW,yes,449.875,444.875,,,,,,,,,Taos,Off-Air,,,"Linked to 147.34, E-Power.",,yes,123,,,,,Taos ARC,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,172.5,NNW,yes,447.725,442.725,,,,,,,,,Larimer,On-Air,,,,,yes,131.8,,,,,W7RF,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,172.8,NNW,yes,147.39,147.99,,,,yes,2,,,,Larimer,On-Air,"Fort Collins east side, into Red Feather Lakes area.",,,,yes,,,,,,KT0L - NoCo C-Bridge Network,,,,,Tac 310 Net: Sun at 18:00.,Documentation,,CCARC,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  TAC 310  1  310      DCI Bridge  1  3100      N. Colorado  1  3171      Mountain Reg USA  1  3177      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,2,,,,,,,,,,,,,,,,1,1,1,1,,,,,,
147.12,0.6,,W0VTL,Gunnison,CO,OPEN,,173.1,W,yes,147.12,147.72,,,,,,,,,Gunnison,On-Air,,,E-power.,,yes,,,,,,W0VTL,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,K5GF,Gunnison,CO,OPEN,,173.1,W,yes,449.95,444.95,,,,,,,,,Gunnison,,,,,,yes,,,,,,K5GF,,,,,,,,CCARC,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,173.5,NNW,yes,146.685,146.085,,,,,,,,,Larimer,On-Air,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),,E-power.,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",yes,123,,,,,Estes Valley ARC,"Full-time to  
        449.80000 (N0FH) at Estes Park, CO .",625757,7268,,ARES D-10: Thu at 19:00.,,,CCARC,,,,,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,
443.1,5,141.3,K0ECT,Liberal,KS,OPEN,,174.1,SE,yes,443.1,448.1,,,,,,,,,Seward,On-Air,Local,,Autopatch,,yes,141.3,,,,,SPARK,Full-time to the  SKECT System .,,,,,http://skect.org/default.aspx,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.805,-0.6,103.5,W0KKS,Liberal,KS,OPEN,,174.1,SE,yes,146.805,146.205,,,,,,,,,Seward,On-Air,Local,,Autopatch,,yes,103.5,103.5,,,,Southern Plains ARC,,,,,,http://spark-ks.org/,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,174.2,NW,yes,446.875,441.875,,,,yes,,,,,Clear Creek,On-Air,,RMHAM,,,yes,,,,,,,,,,,,http://www.rmham.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,174.2,NW,yes,146.82,146.22,,,,,,,,,Grand,,,,E-power.,,yes,123,,,,,GCARA,,,,,,,,CCARC,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,174.4,NNW,yes,447.2,442.2,,,,,,,,,Weld,On-Air,,,,,yes,82.5,,,,,N6RFI,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,174.4,W,yes,146.925,146.325,,,,,,,,,Mineral,Off-Air,,,,WA0JS license expired,yes,,,,,,Creede ARC,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC7,N0SZ,Vail,CO,OPEN,,174.6,NW,yes,445.075,440.075,,,,yes,7,,,,Eagle,On-Air,,Rocky Mountain Ham Radio,,,yes,,,,,,K2AD,,,,,,http://www.rmham.org/,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC2,N0AOL,Fort Collins,CO,OPEN,,175.2,NNW,yes,446.7375,441.7375,,,,yes,2,,,,Larimer,On-Air,Wide area: North Front Range.,,DMR-MARC World Wide Network,Repeater ID: 310803,yes,,,,,,N0AOL - NoCo C-Bridge Network,,,,,"DMR World Wide Net: Sat at 10:00. 
TS 1 Group Call 1 http://www.dmr-marc.net/ 
Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,,CCARC,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      TAC 310  1  310      Local/Cluster  2  2      N. Colorado  2  3171    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,1,1,2,,,,,,,,,,,,,,,,1,,2,,1,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,175.2,NNW,yes,447.45,442.45,,,,,,,,,Larimer,On-Air,,,,,yes,123,,,,,,,447450,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,175.2,NNW,yes,1283.55,1263.55,,,,,,,,,Larimer,On-Air,Northern Colorado Front Range,,,,yes,100,,,,,K1TJ Repeater System,,,,,,http://www.k1tj.com/,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,175.6,NNW,yes,446.775,441.775,,,,yes,2,,,,Larimer,On-Air,"Fort Collins east side, into Red Feather Lakes area.",Brandmeister Network,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",yes,,,,,,W0DMR - NoCo C-bridge Network,,,,,,W0DMR,,CCARC,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,1,2,,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,BrandMeister US,,,,,,,,,,,,1,2,,,1,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,175.9,NW,yes,147.345,147.945,,,,,,,,,Eagle,On-Air,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass.  Map,,9,,yes,88.5,123,,,,Colorado Connection,Full-time to the  Colorado Connection System .,,,,"Central Colorado Traffic Net: Daily at 19:3030 
Colorado Connection Net (All Welcome):  Thu at 20:00. 
Statewide ARES net: Sun at 20:00.",,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,176.5,NNW,yes,449.8,444.8,,,,,,,,,Larimer,On-Air,,,E-Power,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",yes,123,,,,,Estes Valley ARC,"Full-time to  
        146.68500 (N0FH) at Estes Park, CO .",625757,7268,,ARES D-10: Thu at 19:00.,,,CCARC,,,,,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,177.2,NNW,yes,147.36,147.96,,,,,,,,,Larimer,On-Air,Map,,Closed autopatch.,,yes,100,100,,,,CO State Univ ARC,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC7,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,177.4,NNW,yes,446.75,441.75,,,,yes,7,,,,Larimer,On-Air,,,,See website for complete info on color codes/time slot assignment.,yes,,,,,,Rocky Mountain Ham Radio,Full-time to the  Colorado TRBO System .,,,,,http://www.rmham.org,,CCARC,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC2,KB0VGD,"Fort Collins , Horsetooth Mountain",CO,OPEN,,177.4,NNW,yes,145.265,144.665,,,,yes,2,,,,Larimer,On-Air,Northern Colorado Front Range Wide Area coverage.,Brandmeister Network,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",yes,,,,,,W0DMR - NoCo C-bridge Network,,,,,,http://www.w0dmr.org/,,CCARC,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,1,2,,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,BrandMeister US,,,,,,,,,,,,1,2,,,1,,,,
927.825,-25,100,AB0SF,"Fort Collins, Horsetooth Mountain",CO,OPEN,,177.9,NNW,yes,927.825,902.825,,,,,,,,,Larimer,On-Air,"Decent coverage throughout northern Fort Collins, out east to beyond Windsor.",,,Converted 800 MHz beam antenna pointed directly down Horsetooth Road in Fort Collins.,yes,100,100,,,,AB0SF,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,177.9,NNW,yes,447.275,442.275,,,,,,,,,Larimer,On-Air,Wide area.,,"Closed autopatch, e-power.",,yes,100,100,,,,Northern Colorado ARC,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,177.9,NNW,yes,145.115,144.515,,,,,,,,,Larimer,On-Air,Wide area.,,7,,yes,100,100,,,,Northern Colorado ARC,,4236,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,177.9,NNW,yes,224.52,222.92,,,,,,,,,Larimer,Off-Air,,,E-power.,,yes,100,100,,,,Northern Colorado ARC,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,K1TJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,177.9,NNW,yes,927.95,902.95,,,,,,,,,Larimer,On-Air,Northern Front Range,,25,,yes,100,100,,,,K1TJ Repeater System,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
