Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Web links,Coordination,Last update,Sponsor,Coverage,Features,Downlink Tone,Grid,Affiliate,Links,AllStar,Notes,Nets,DMR Enabled,Color Code,Wide Network,D-STAR Enabled,Node,Sources,Talkgroup Network,Talkgroups,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Colorado,Southern Colorado,IRLP,On-air,EchoLink,Commands,P25 Digital Enabled,NAC,Default Reflector,Location Photo,Feed,Denver Regional,YSF Digital Enabled,DG-ID,Mixed-Mode,Northern Colorado,Local/Cluster,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,158.5,N,,147.3,147.9,107.2,Garfield,Off-Air,,CCARC,,Roaring Fork Amateur Repeater Cooperative,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",8,,,,,,Single beep courtesy tone when linked and none when unlinked.,,,,,,,,,,,,,,,,,,,,,266359,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,159.5,NE,,927.9,902.9,D205,Teller,On-Air,,CCARC,,MARC,,,D205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,159.6,NE,,145.415,144.815,179.9,Teller,,,CCARC,,MARC,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,159.6,NE,,449.325,444.325,103.5,Teller,On-Air,,CCARC,,KA4EPS,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Port. St John Florida can be expected.",E-power. Allstar Node 27976,103.5,,Amateur Radio Motorcycle Club,,27976,Node # 27976,"Sunday 1500 MST
Tuesday 1730 MST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,159.6,NE,,146.82,146.22,107.2,Teller,On-Air,,CCARC,,Mountain ARC,,E-power.,,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,159.6,NE,,449.025,444.025,141.3,Teller,,,CCARC,,Mountain Amateur Radio Club (MARC),,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,159.6,NE,,448.65,443.65,107.2,Teller,On-Air,,CCARC,,Mountain ARC (MARC),,E-power.,,,MARC,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,159.6,NE,,447.675,442.675,179.9,Teller,On-Air,,CCARC,,Mountain Amateur Radio Club (MARC),,E-power.,179.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,KB0VJJ,"Breckenridge, Bald Mountain",CO,OPEN,,160.5,NNE,,147.39,147.99,88.5,Summit,On-Air,Breckenridge Repeater,CCARC,,Colorado Connection,Wide area.,12,123,,,Full-time to the  Colorado Connection System .,,"Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-.  This machine has a split tone, 88.5 rx and 123.0 tx","Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,160.8,NE,,447.35,442.35,151.4,El Paso,On-Air,,CCARC,,GGARC,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,160.8,NE,,447.475,442.475,107.2,El Paso,,,CCARC,,Mountain ARC (MARC),,"Closed autopatch, e-power.",,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,MARC/PCRC: Tue at 1930.,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,160.8,NE,,927.8,902.8,D116,Teller,On-Air,,CCARC,,,,6,,,,"Full-time to  
        448.60000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,160.8,NE,,448.6,443.6,114.8,El Paso,,,CCARC,,W0MOG,,,,,,"Full-time to  
        927.80000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,160.8,NE,,448.3,443.3,100,El Paso,On-Air,,CCARC,,AA0L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,160.8,NE,,447.025,442.025,123,El Paso,Off-Air,,CCARC,,Colorado Springs ARA,,"Closed autopatch, e-power, linked, remote base.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,160.8,NE,,448.25,443.25,123,El Paso,Off-Air,,CCARC,,,Colorado Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,160.8,NE,,449.575,444.575,,El Paso,On-Air,,CCARC,,RMHARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,160.8,NE,,447.55,442.55,123,El Paso,On-Air,,CCARC,,WA6IFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,160.8,NE,,224.06,222.46,,El Paso,,,CCARC,,Pikes Peak FM Association (PPFMA),Wide area.,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,161,NE,,147.39,147.99,103.5,El Paso,On-Air,,CCARC,,W0MOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,161,NE,,146.91,146.31,151.4,El Paso,On-Air,,CCARC,,GGARC,,E-power.,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,103.5,W0RSH,Colorado Springs,CO,OPEN,,161,NE,,146.85,146.25,103.5,El Paso,On-Air,,CCARC,,W0RSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,161,NE,,147.27,147.87,,El Paso,On-Air,,,,TRA,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,,161,NNW,,449.8,444.8,107.2,Garfield,On-Air,GMRA Repeaters,CCARC,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0875,-5,CC7,N0SZ,"Breckenridge, Baldy",CO,OPEN,,161.3,NNE,,445.0875,440.0875,,Fremont,On-Air,http://www.rmham.org/,,,K2AD,,,,,Rocky Mountain Ham Radio,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,161.7,NNE,,146.7,146.1,107.2,Summit,On-Air,,CCARC,,GRARC,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,3972,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,161.9,NE,,147.135,147.735,100,El Paso,On-Air,,CCARC,,AA0L,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,123,KD7HLL,Mexican Hat,UT,OPEN,,162,W,,449.9,444.9,123,San Juan,On-Air,,UVHFS,,,"Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",6,,,,,,Part time link to  two repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.72,-0.6,100,K5CQH,"Tijeras, Raven Road",NM,OPEN,E,162.1,SSE,,146.72,146.12,100,Bernalillo,On-Air,,NMFCC,,K5CQH,Wide area. HT Accessible from Albuquerque,7,127.3,,,,,,,,,,,,,,,,,,,,,,,,,,880130,,,,,,,,,,,,,,,,,,,
224,-1.6,100,K5CQH,"Tijeras, Raven Road",NM,OPEN,,162.2,SSE,,224,222.4,100,Bernalillo,Off-Air,,NMFCC,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,67,KF5ERC,Albuquerque,NM,OPEN,E,162.7,SSE,,146.92,146.32,67,Bernalillo,Off-Air,,,,Mel Watkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714941,,,,,,,,,,,,,,,,,,,
444.375,5,100,WA5IHL,"Las Vegas, Mesa Apache",NM,CLOSED,,163.8,SE,,444.375,449.375,100,San Miguel,On-Air,,NMFCC,,JPARA,Wide area.,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.15,5,100,AB1Q,"Albuquerque, Isleta Pueblo",NM,OPEN,,163.9,S,,442.15,447.15,100,Bernalillo,Off-Air,,NMFCC,,AB1Q,,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,100,AB1Q,Isleta Pueblo,NM,OPEN,,164.1,S,,147.04,147.64,100,Bernalillo,Off-Air,,NMFCC,,AB1Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC6,N0SZ,Westcreek,CO,OPEN,,164.2,NE,,446.875,441.875,,Douglas,On-Air,http://www.rmham.org,CCARC,,W0VG,,,,,RMHAM,Full-time to the  Colorado TRBO System .,,,,,6,,,,,RMHAM,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,1,2,,,,,,,,,,2,,,,2,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,164.7,NE,,224.72,223.12,103.5,El Paso,On-Air,,,,w0mog,Local,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,88.5,K7QEQ,Moab,UT,OPEN,,165.1,NW,,146.9,146.3,88.5,Grand,On-Air,http://sdarc.us/repeaters/moab.html,UVHFS,,Sinbad Desert ARC,Moab and immediate surroundings.,"Closed autopatch, remote base, linked to Bald Mesa (146.760).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,165.3,NNE,,146.61,146.01,107.2,Eagle,On-Air,,CCARC,,ECHO,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC7,N0SZ,Vail,CO,OPEN,,166.2,N,,445.075,440.075,,Eagle,On-Air,http://www.rmham.org/,CCARC,,K2AD,,,,,Rocky Mountain Ham Radio,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,167.4,NNE,,449.9,444.9,107.2,Eagle,Off-Air,,CCARC,,ECHO,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,167.4,NNE,,224.8,223.2,,Eagle,Off-Air,,CCARC,,ECHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,167.5,N,,147.345,147.945,88.5,Eagle,On-Air,,CCARC,,Colorado Connection,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass.  Map,9,123,,,Full-time to the  Colorado Connection System .,,,"Central Colorado Traffic Net: Daily at 19:3030 
Colorado Connection Net (All Welcome):  Thu at 20:00. 
Statewide ARES net: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,169.5,NNE,,146.895,146.295,100,Park,On-Air,Park County Radio Club (PCRC),CCARC,,AB0RR,285,25,100,,,"Full-time internet linked to  
        448.57500 (WZ0N) at Hartsel, CO .",45835,,Wed at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,169.8,NE,,449.975,444.975,100,Douglas,On-Air,The Fun Machine,CCARC,,K0JSC,,Simulcast and Voted with Cedarwood and Methodist.,100,,The Fun Machine,Full-time to the  The Fun Machine System .,,"Can be linked to Allstar, Echolink and others by a Sysop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,169.8,NE,,147.225,147.825,107.2,Douglas,On-Air,Colorado Repeater Association,CCARC,,Colorado Repeater Association (CRA),Wide area,Closed autopatch,107.2,,CRA VHF Link System,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        224.98000 (W0CRA) at Conifer, Conifer Mountain, CO .
 


Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",,,"CRA Net, Sunday 9AM",,,,,,,,,,,,,,,,,,3990,,347086,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,169.8,NE,,448.425,443.425,107.2,Douglas,On-Air,http://www.w0cra.org,,,Colorado Repeater Association (CRA),Wide area,,107.2,,ARESDEC,"Full-time to  
        147.10500 (WA0DE) at Simla, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.125,5,100,WA5TSV,Los Lunas,NM,OPEN,,170.9,S,,444.125,449.125,100,Valencia,On-Air,,NMFCC,,Los Lunas ARA,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.225,5.1,,N5CUL,Los Lunas,NM,OPEN,,170.9,S,,442.225,447.275,,Valencia,Off-Air,,NMFCC,,N5CUL,Los Lunas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,171.3,NE,,447.725,442.725,100,El Paso,On-Air,http://www.k0nr.com/wordpress/k0nr-repeater/,CCARC,,K0NR,Local.,30,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,171.5,NE,,145.19,144.59,131.8,Douglas,On-Air,,,,N0OBA Owner,Wide area coverage at 8300,,131.8,,,,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,,,,,,,,,,,,,,,,,10079,,,,,,,,,,,,,,,,,,,
147.06,0.6,67,K5FIQ,"Clines Corners, Tapia Mesa",NM,OPEN,,171.7,SSE,,147.06,147.66,67,San Miguel,On-Air,,NMFCC,,Upper Rio FM Society,,7,,,,"Full-time to  
        146.90000 (K5FIQ) at Albuquerque, Op Ctr, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,172,NE,,447.525,442.525,146.2,Douglas,On-Air,,CCARC,,EmComm Colorado,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",,146.2,,Colorado ARES,,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC7,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,172,NE,,446.925,441.925,,Douglas,On-Air,Rocky Mountain Ham Radio,CCARC,,,,,,,,Full-time to the  Colorado TRBO System .,,See the website for programming info.,,,7,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Southern Colorado  1  719      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,
223.82,-1.6,,WA5VJY,Albuquerque,NM,OPEN,,172.3,S,,223.82,222.22,,Bernalillo,Off-Air,,NMFCC,,NM 220 S,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,173.9,NE,,447.2,442.2,,El Paso,Testing,,,,GGARC,"Falcon, Black Forest, Peyton Areas",,,,Garden of the Gods Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,
447.275,-5,71.9,KB5VPZ,"McIntosh, McIntosh Post office west",NM,OPEN,E,174.8,SSE,,447.275,442.275,71.9,Torrance,On-Air,,,,KB5VPZ,All Torrance County. South Hwy 14 from Raven Rd. to Hwy 55. Hwy 55 to Hwy 60. Hwy 60 to Encino Hwy 42 to Corona,E-power (Solar and Wind). Linkable to other sites.,71.9,,,,,Usually Linked to 146.720 and Sandia Crest wait for courtesy beeps,,,,,,,,,,,,,,,,,,,,,943044,# then node number to connect #then 73 disconnect,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,N5BOP,Des Moines,NM,OPEN,,178.7,ESE,,146.85,146.25,100,Union,Off-Air,,NMFCC,,Sierra Grande RC,Wide area.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.175,0.6,141.3,NM5EM,"Des Moines, Sierra Grande",NM,OPEN,,178.7,ESE,,147.175,147.775,141.3,Union,On-Air,,NMFCC,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,77,N5BOP,Des Moines,NM,OPEN,,178.7,ESE,,444.8,449.8,77,Union,Off-Air,,NMFCC,,Sierra Grande Repeater Club,Wide area.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,179,NE,,447.625,442.625,100,El Paso,On-Air,,,,KD0MDP,,Linked.,100,,The Fun Machine,Full-time to the  The Fun Machine System .,28299,,,,,,,,,,,,,,,,,,,,7301,,363976,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,179.2,NNE,,147.12,147.72,88.5,Jefferson,On-Air,http://www.n0ara.org,CCARC,,Aurora Repeater Association,Denver metro and east.,E-power.,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.05,-1.7,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,179.3,NNE,,53.05,51.35,107.2,Jefferson,Off-Air,,CCARC,,Colorado Repeater Association (CRA),"Wide area: Cheyenne, Wyoming, to the north, Pueblo to the south, beyond Limon to the east and South Park to the southwest.",10,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,KC5OUR,Belen,NM,OPEN,,180.6,S,,146.7,146.1,100,Valencia,On-Air,,,,Valencia Co Amateur Radio Association,,E-power.,,,,,,,VCARA: Wed at 20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,
146.96,-0.6,100,K5URR,"Belen, Capilla Peak",NM,OPEN,,180.7,S,,146.96,146.36,100,Torrance,On-Air,http://www.urfmsi.org/,NMFCC,,Upper Rio FM Society,Wide area.,9,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.525,5,,K5URD,"Belen, Capilla Peak",NM,OPEN,,180.7,S,,444.525,449.525,,Torrance,On-Air,URFMS Repeaters,NMFCC,,Upper Rio FM Soc,Wide area.,E-power.,,,,,,9,,,,,,K5URD (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,180.9,NNE,,1287.9,1267.9,CSQ,Jefferson,Off-Air,,CCARC,,Colorado Repeater Association (CRA),Fort Collins to Colorado Springs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,EI,180.9,NNE,,224.98,223.38,107.2,Jefferson,Off-Air,,CCARC,,Colorado Repeater Association,Wide area. Denver.,"Closed autopatch, e-power.",107.2,,,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,,,,,,,,,,,,,,,,,3990,,347086,,,,,,,,,,,,,,,,,,,
447.15,-5,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,180.9,NNE,,447.15,442.15,107.2,Jefferson,Off-Air,,CCARC,,Colorado Repeater Association (CRA),Wide area: Denver.,"Closed autopatch, e-power.",107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,181,NNE,,447.5,442.5,88.5,Jefferson,On-Air,,CCARC,,Aurora Repeater Association,Wide area.,E-power.,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,162.2,KD5SAR,Zuni,NM,OPEN,,183.3,SW,,145.43,144.83,162.2,McKinley,On-Air,,NMFCC,,MCARES,Wide are: Southern McKinley County.,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,,185,NNE,,146.88,146.28,100,Jefferson,On-Air,DRL Repeaters,CCARC,,Denver Radio League,Wide Area,E-power.,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,EI,185,NNE,,449.6,444.6,100,Jefferson,On-Air,DRL Repeaters,CCARC,,Denver Radio League,,,,,,,,,,,,,,,,,,,,,,,,,,,3345,,690473,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,185.5,NNE,,449,444,136.5,Clear Creek,On-Air,,CCARC,,CARN,,,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,185.6,NNE,,448.675,443.675,100,Denver,On-Air,,CCARC,,W0CFI,Wide area.,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,185.6,NNE,,449.35,444.35,100,Clear Creek,On-Air,DRC Repeaters,CCARC,,Denver Radio Club,Wide area.,11,100,,,,,,,,,,,,,,,,,,,,,,,,,,4140,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,185.6,NNE,,145.145,144.545,107.2,Clear Creek,On-Air,http://www.w0cra.org/info/squaw.html#145145,CCARC,,Colorado Repeater Assoc,Wide area. Denver metro.,E-power.,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,185.6,NNE,,146.94,146.34,103.5,Clear Creek,On-Air,Repeater,CCARC,,Rocky Mtn Radio League,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",11,103.5,,,"Linkable to  
        449.82500 (W0WYX) at Broomfield, CO .
 


Linkable to  
        449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,,,,,,,,,,,,,,,,,,,,Autopatch: 911* / Off 0*.,,,,,Listen Live,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,185.6,NNE,,145.49,144.89,100,Jefferson,On-Air,DRC Repeaters,CCARC,,"KB0VIU,  Denver Radio Club",,E-power.,100,,,"Full-time to  
        448.62500 (W0TX) at Golden, Centennial Cone, CO .",,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
