Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Affiliate,Links,EchoLink,IRLP,AllStar,Web links,Coordination,Last update,Features,Coverage,Notes,D-STAR Enabled,Node,Sources,YSF Digital Enabled,DG-ID,Mixed-Mode,Grid,Nets,Feed,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,Location Photo,Commands,P25 Digital Enabled,NAC,Default Reflector,Worldwide,North America,Local/Cluster,On-air,WIRES-X,Denver Regional,Talkgroup Network,Northern Colorado,English,Europe,TAC 310,DCI Bridge,Southwest USA,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,Texas,COMM 1,Texas/Oklahoma Regional USA,NORCAL 1,NORCAL 5150,Local or Reflector,UA English 1,UA English 2,CAL 1,Hytera USA,Parrott,Audio Test
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,172.1,N,,147.33,147.93,100,,Jefferson,On-Air,Denver Radio Club,,,,,,DRC Repeaters,CCARC,,E-power.,Metro Denver and the foothills.,Not recommeded to use tone squelch on this repeater.,,,,,,,,SATERN: Thu at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,172.1,N,,224.38,222.78,100,100,Jefferson,On-Air,Denver Radio Club,,,,,,DRC Repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tucumcari, Tucumcari Mountain",NM,OPEN,,172.2,SE,,147.22,147.82,100,,Quay,On-Air,Mega-Link Rptr System,,Full-time to the  Mega-Link System .,,,,,NMFCC,,4,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,173.2,N,,53.09,51.39,107.2,,Jefferson,On-Air,Denver Radio Club,,,,,,DRC Repeaters,CCARC,,E-power.,Metro Denver area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,100,AB1Q,Isleta Pueblo,NM,OPEN,,173.5,SSW,,147.04,147.64,100,,Bernalillo,Off-Air,AB1Q,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.15,5,100,AB1Q,"Albuquerque, Isleta Pueblo",NM,OPEN,,173.6,SSW,,442.15,447.15,100,,Bernalillo,Off-Air,AB1Q,,,,,,,NMFCC,,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,173.7,NNW,,146.61,146.01,107.2,,Eagle,On-Air,ECHO,,,,,,,CCARC,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,173.8,N,,448.75,443.75,100,100,Jefferson,On-Air,,N0ELY,,,,,,CCARC,,E-power.,Local.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,173.8,NNE,,449.25,444.25,123,123,Elbert,On-Air,K0UPS Club c/o N1UPS,,,3349,3349,,,CCARC,,Full duplex node.,"I-70 Limon, Co area.","K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",,,,,,,,,,,,,,,,,** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,174,N,,447.85,442.85,141.3,141.3,Clear Creek,On-Air,AC0KQ,Rocky Mountain Ham Radio,,,,29571,,CCARC,,AllStar node repeater providing wide area coverage along the Front Range,Wide area at 9500',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.175,-5,127.3,KD5LWU,Cortez,CO,OPEN,E,174.1,W,,449.175,444.175,127.3,,Montezuma,Off-Air,KD5LWU,,,24336,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,127.3,KD5LWU,"Cortez, Downtown",CO,OPEN,EA,174.1,W,,146.79,146.19,127.3,127.3,Montezuma,On-Air,KD5LWU,,,24336,,29317,,CCARC,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,174.5,N,,447.825,442.825,D073,D073,Jefferson,On-Air,Denver Radio Club,,,,,,,CCARC,,,,"Now operating in Narrow Band mode with Digital Code Squelch.
 Please reset your programing to use:
 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,175.1,N,,1299.9,1299.9,,,Jefferson,On-Air,Colorado D-Star,,,,,,Colorado D-Star,,,,,,,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC7,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,175.1,N,,145.37,144.77,,,Jefferson,On-Air,Rocky Mountain Ham Radio,,,,,,Rocky Mountain Ham Radio,CCARC,,,,See the website for programming information.,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,175.1,N,,145.25,144.65,,,Jefferson,On-Air,Colorado D-Star,,,,,,Colorado D-Star,CCARC,,,,,,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,175.1,N,,1283.9625,1263.9625,,,Jefferson,On-Air,Colorado D-Star,,,,,,Colorado D-Star,CCARC,,,,,,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,175.1,N,,446.9625,441.9625,,,Jefferson,On-Air,Colorado D-Star,,,,,,Colorado D-Star,CCARC,,,,,,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,175.1,N,,446.8375,441.8375,,,Jefferson,On-Air,WA2YZT,,Full-time to the  Colorado TRBO System .,,,,,CCARC,,200,,See website for more info on CC/TS/TG programming.  www.rmham.org,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,175.2,N,,449.625,444.625,141.3,141.3,Jefferson,On-Air,Rocky Mountain Ham Radio,,,,3750,,,CCARC,,E-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,175.6,N,,449.15,444.15,,,Arapahoe,On-Air,Colorado Amateur Repeater Network (CARN),,,,,,,CCARC,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,175.7,N,,449.05,444.05,107.2,107.2,Denver,On-Air,WG0N,,,,,,,CCARC,,E-power.,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,176.2,NNW,,224.8,223.2,,,Eagle,Off-Air,ECHO,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,176.2,NNW,,449.9,444.9,107.2,107.2,Eagle,Off-Air,ECHO,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,176.3,N,,146.985,146.385,100,100,Denver,On-Air,El Jebel RADOPS,,,,3346,,,CCARC,,E-power.,,,,,,,,,,RADOPS: Sun at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,176.3,N,,146.64,146.04,100,,Jefferson,On-Air,Denver Radio League,,,,,,DRL Repeaters,CCARC,,E-power.,"Wide area. 
   Repeater Coverage Map",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,176.3,N,,449.525,444.525,CSQ,,Jefferson,On-Air,KE0SJ,,"Full-time to  
        145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,,,Intermountain Repeater Group,CCARC,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,176.3,N,,145.28,144.68,100,,Jefferson,On-Air,,,"Full-time to  
        449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",,,,Intermountain Repeater Group,CCARC,,"Closed autopatch, e-power, linked.",Wide area.,"PL is usually off, allowing use by older transceivers.",,,,,,,,Sun at 19:30. Everyone welcome.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,176.3,N,,448.625,443.625,100,100,Jefferson,On-Air,Denver Radio Club,,"Full-time to  
        145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",,,,DRC Repeaters,CCARC,,E-power.,Denver metro area.,,,,,,,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.82,-1.6,,WA5VJY,Albuquerque,NM,OPEN,,176.7,SSW,,223.82,222.22,,,Bernalillo,Off-Air,NM 220 S,,,,,,,NMFCC,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,176.8,N,,927.7875,902.7875,156.7,,Jefferson,On-Air,N0PYY,,,,,,,,,,Golden and Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,176.9,N,,448.975,443.975,123,,Jefferson,On-Air,FRG,,,,,42845,,CCARC,,Linkable VHF/UHF Remote Base,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,176.9,N,,147.21,147.81,100,100,Jefferson,On-Air,Denver Water Amateur Radio Club,,,,3241,,http://www.dwarc.com,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,176.9,N,,449.675,444.675,,,Denver,On-Air,Colorado Amateur Repeater Network (CARN),,,,7708,,,CCARC,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,176.9,N,,449.65,444.65,,,Denver,On-Air,Colorado Amateur Repeater Network (CARN),,,,,,,CCARC,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,176.9,N,,448.35,443.35,,,Jefferson,On-Air,Denver Water Amateur Radio Club (DWARC),,,,,,http://www.DWARC.com,CCARC,,,Denver Metro and surrounding,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,176.9,N,,448.125,443.125,107.2,,Jefferson,On-Air,Denver PD EEB,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,176.9,N,,447.925,442.925,100,100,Denver,On-Air,RADOPS El Jebel Shriners,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,176.9,N,,447.9,442.9,CSQ,,Denver,Off-Air,WB0TPT,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,177,N,,448.075,443.075,123,,Denver,On-Air,W0IG,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,177,N,,146.715,146.115,123,123,Denver,On-Air,EARS,,,,,,,CCARC,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,177,N,,448.55,443.55,82.5,,Denver,Off-Air,HPRA,,,,,,,CCARC,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,177,N,,145.475,144.875,100,,Jefferson,On-Air,Intermountain Repeater Group,,,,,,Intermountain Repeater Group,CCARC,,E-power.,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC7,N0SZ,Vail,CO,OPEN,,177.1,NNW,,445.075,440.075,,,Eagle,On-Air,K2AD,Rocky Mountain Ham Radio,,,,,http://www.rmham.org/,CCARC,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,177.2,N,,446.7875,441.7875,,,Jefferson,On-Air,Denver Radio Club,Brandmeister Network,,,,,http://www.w0tx.org/,CCARC,,,,,,,,,,,,,,,1,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,177.2,N,,927.8375,902.025,,,Jefferson,On-Air,,,,,,45770,,CCARC,,,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills.,The offset is -25.8125,,,,,,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,EIA,177.3,NE,,147.06,147.66,103.5,,Lincoln,On-Air,BSARC,,,791116,3794,42740,http://www.bigsandyradio.com/,CCARC,,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).","I-70, US-71, US-287, US-40, US-24",,,,,,Open ↑ / Open ↓,Yes; analog capable.,,Big Sandy Net: Wed 19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC8,K0RTS,"Genoa, Limon",CO,OPEN,,177.5,NE,,446.7375,441.7375,,,Lincoln,On-Air,K0RTS KC0VJD,RMHam,,,,,,CCARC,,,"I-70  H-40  H-287  Arriba, Genoa, Hugo, Limon        50 mile radius","Colorado on TG700 Slot 1
Denver on TG720 Slot 2",,,,,,,,,,,8,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,177.6,N,,448.825,443.825,,,Arapahoe,On-Air,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,30584,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,177.6,N,,448.4,443.4,94.8,,Arapahoe,On-Air,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,177.6,N,,448.5,443.5,100,,Denver,On-Air,Castle Rock Repeater Group,,"Full-time to  
        145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",,,,,CCARC,,E-power.,Greater Denver area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,177.6,N,,448.275,443.275,156.7,,Arapahoe,On-Air,W0BG,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,178.1,N,,448.85,443.85,88.5,88.5,Jefferson,On-Air,Aurora Repeater Assoc,,,,,,ARA Repeaters,CCARC,,e-power.,"Denver metro, central front range",,,,,,,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,178.1,N,,449.75,444.75,103.5,103.5,Jefferson,On-Air,Rocky Mtn Radio League,,,,,,Repeater,CCARC,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,178.1,N,,447.175,442.175,100,100,Denver,On-Air,W0JRL,,,201712,,29997,,CCARC,,,,,,,,,,,,,,,,,,,,,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,178.1,N,,224.74,223.14,88.5,88.5,Jefferson,On-Air,Aurora Repeater Assoc,,,,,,ARA Repeaters,CCARC,,e-power,,,,,,,,,,ARA: Wed at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,178.1,N,,224,222.4,103.5,103.5,Jefferson,On-Air,Rocky Mountain Radio League,,,,,,Repeater,CCARC,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,178.1,N,,147.15,147.75,100,100,Jefferson,On-Air,Aurora Repeater Assoc (ARA),,"Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",,,,ARA Repeaters,CCARC,,e-power,"Denver metro, central front range",,,,,,,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,178.1,N,,145.22,144.62,103.5,103.5,Jefferson,On-Air,Rocky Mtn Radio League,,,,,,Repeater,CCARC,,8,Wide area.,Talk-Group of $FFFF.,,,,,,Yes; analog capable.,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,178.4,NNW,,447.15,442.15,136.5,,Garfield,On-Air,,,,8150,,,,,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,178.6,NNW,,147.345,147.945,88.5,123,Eagle,On-Air,Colorado Connection,,Full-time to the  Colorado Connection System .,,,,,CCARC,,9,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass.  Map,,,,,,,,,"Central Colorado Traffic Net: Daily at 19:3030 
Colorado Connection Net (All Welcome):  Thu at 20:00. 
Statewide ARES net: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,178.9,N,,446.975,441.975,,,Jefferson,On-Air,W0DMR,,,,,,http://www.w0dmr.org/,,,,Denver Metro Area,,,,,,,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",,,0,,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,107.2,KC0QXX,"Cedaredge, Cedar Mesa",CO,OPEN,,179.8,NW,,147.195,147.795,107.2,,Delta,,,Colorado District 25 ARES,,,,,,,,,Local.,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,100,W0ALC,Cedaredge,CO,OPEN,,179.8,NW,,449.825,444.825,100,,Delta,,W0ALC,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0ALC,Cedaredge,CO,OPEN,,179.8,NW,,147.36,147.96,100,,Delta,,W0ALC,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.225,5.1,,N5CUL,Los Lunas,NM,OPEN,,180.9,SSW,,442.225,447.275,,,Valencia,Off-Air,N5CUL,,,,,,,NMFCC,,,Los Lunas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.125,5,100,WA5TSV,Los Lunas,NM,OPEN,,180.9,SSW,,444.125,449.125,100,,Valencia,On-Air,Los Lunas ARA,,,,,,,NMFCC,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.95,5,100,KE5FYL,"Grants, La Mosca Peak",NM,OPEN,,181,SW,,444.95,449.95,,,Bernalillo,On-Air,Cibola County Amateur Radio Club,,"Full-time to  
        147.18000 (KE5FYL) at Grants, NM .",,,,,NMFCC,,,Wide area.,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.525,5,,K5URD,"Belen, Capilla Peak",NM,OPEN,,181.1,SSW,,444.525,449.525,,,Torrance,On-Air,Upper Rio FM Soc,,,,,,URFMS Repeaters,NMFCC,,E-power.,Wide area.,9,,K5URD (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.96,-0.6,100,K5URR,"Belen, Capilla Peak",NM,OPEN,,181.1,SSW,,146.96,146.36,100,88.5,Torrance,On-Air,Upper Rio FM Society,,,,,,http://www.urfmsi.org/,NMFCC,,9,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.98,-0.6,141.3,NM5EM,"Grants, Mt Taylor",NM,OPEN,,181.1,SW,,146.98,146.38,141.3,141.3,Cibola,On-Air,New Mexico Emergency Management Association Amateur Radio Club,,,,,,,,,,,Located inside the state of NM radio building.,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,100,WB5EKP,"Grants,  Mt Taylor",NM,OPEN,,182.2,SW,,146.94,146.34,100,,Cibola,On-Air,Upper Rio FM Society,,,,,,,,,11,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,K0GUR,"Denver, Green Valley Ranch",CO,OPEN,EA,183,NNE,,448.15,443.15,141.3,141.3,Denver,On-Air,K0GUR,,Full-time to the  The Fun Machine System .,24340,,29436,k0jsc.com,CCARC,,E-power (batt).  2 meter and 70cm channel steerable remote bases.,"Small coverage of the East Denver area SW of DIA. 
   Repeater Coverage Map",Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list.  The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,,,,,,,DM79pt,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,183.3,N,,449.3,444.3,100,,Adams,On-Air,N1UPS,,,43699,3699,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,183.3,NNW,,449.725,444.725,179.9,,Garfield,On-Air,Roaring Fork Amateur Repeater Cooperative (RFARC),,,,3722,28434,,CCARC,,EchoLink.,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
