Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,Wide Network,County,Op Status,Sponsor,Affiliate,Web links,Coordination,Last update,Downlink Tone,Coverage,Links,Notes,Nets,Talkgroups,Colorado,Northern Colorado,Features,On-air,Denver Regional,EchoLink,IRLP,Commands,YSF Digital Enabled,DG-ID,Mixed-Mode,AllStar,Grid,WIRES-X,D-STAR Enabled,Node,Sources,P25 Digital Enabled,NAC,Default Reflector,Feed,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,Local/Cluster,Talkgroup Network,Worldwide English,North America,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,English,Local Network,Southern Colorado,Wyoming,WyLOCAL,Location Photo,Kansas,Local or Reflector,CKRG,KansasLink,Bandwidth
443.7,5,162.2,N0NM,"Hill City, K-Link",KS,OPEN,A,190,SE,,443.7,448.7,162.2,,,,Graham,On-Air,"N0NM, N0KOM",Western Kansas Inter-Tie K-Link Repeater Network,K-Link Repeater Network,Kansas Repeater Council,,,Click for coverage map.  45 mi radius.,Linkable to the  K-Link System . Linkable to the  Western Kansas Intertie System .,"Use PL 131.8 for WesKan Intertie 
Use PL 162.2 for K-Link",,,,,E-power.,,,,,,,,,46425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,190.1,SW,,147.285,147.885,88.5,,,,Chaffee,On-Air,Colorado Connection,,,CCARC,,123,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",Full-time to the  Colorado Connection System .,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES Net: Sun at 20:00.",,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,190.1,SW,,145.295,144.695,107.2,,,,Chaffee,On-Air,Cheyenne Mtn Repeater Group,,CMRG Repeaters,CCARC,,,Wide area.,,,,,,,,,,,,,,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,CSQ,N0UVP,Gordon,NE,OPEN,,190.2,NNE,,146.67,146.07,CSQ,,,,Sheridan,Off-Air,SHARC,,,,,CSQ,,,"Working on the transmitter, hope to be back on the air soon.",,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,190.7,SW,,449.65,444.65,107.2,,,,Chaffee,On-Air,,,CMRG Repeaters,CCARC,,,Wide area.,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,190.7,SW,,449.925,444.925,103.5,,,,Chaffee,On-Air,,Colorado ARES,,CCARC,,103.5,"Upper Arkansas and Platte Rivers, and the SLV",,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,,,,,E-power (Bat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,190.7,SW,,449.975,444.975,100,,,,Chaffee,On-Air,,,K0JSC.COM,CCARC,,100,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,Full-time to the  The Fun Machine System .,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",,,,2,,,363976,7301,,,,,28368,DM68xk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,,,"Lusk, 77 Hill",WY,OPEN,,190.9,NNW,,147.33,147.93,,,,,Niobrara,On-Air,,,,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,191.8,W,,147.21,147.81,107.2,,,,Routt,On-Air,SSARC,,,CCARC,,107.2,,,,,,,,"Linked, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,191.9,W,,449.625,444.625,123,,,,Routt,On-Air,"Colorado Connection Repeaters, Inc.",,http://colcon.org,,,123,Local Steamboat Area,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net: Thu at 20:00 (All welcome).  
Statewide ARES Net: Sundays at 20:00.",,,,Statewide Linked System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,191.9,W,,147.165,147.765,88.5,,,,Routt,On-Air,Colorado Connection,,,,,123,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,EI,192.9,S,,147.33,147.93,118.8,,,,Baca,Off-Air,Baca County Amateur Emergency Management,,KZ0DEM Repeaters,CCARC,,118.8,,,,,,,,,,,97142,7142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,118.8,KZ0DEM,Springfield,CO,OPEN,EI,192.9,S,,449.2,444.2,118.8,,,,Baca,On-Air,Baca County Div of Emerg Mgt Communications,,,,,118.8,provides coverage to central Baca County,,,,,,,,,,97142,7142,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.09,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,,192.9,S,,147.09,147.69,118.8,,,,Baca,,BCDEARC,,,CCARC,,118.8,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,KZ0DEM,"Pritchett,  Tator Butte",CO,OPEN,,193.8,S,,146.64,146.04,100,,,,Las Animas,Off-Air,,,KZ0DEM Repeaters,CCARC,,100,Wide area: West BACA and East Las Animas counties.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.3,5,162.2,N0KOM,Logan,KS,OPEN,I,195.8,ESE,,442.3,447.3,162.2,,,,Phillips,On-Air,,,,Kansas Repeater Council,,162.2,Repeater Coverage Map,Linkable to the  Western Kansas Intertie System .,"For K-Link access dial 9335. 
For Wes-Kan dial 933. 
To disconnect dial 73.",,,,,,,,,7446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,123,K0PCA,Loomis,NE,OPEN,,196.5,ESE,,146.895,146.295,123,,,,Phelps,On-Air,Region 15 ARES/RACES,,,WB0CMC,,123,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,141.3,WA0OQA,Garden City,KS,OPEN,A,196.6,SE,,146.91,146.31,141.3,,,,Finney,On-Air,Sand Hills ARC,,,Kansas Repeater Council,,141.3,"Finney, Scott and Kearney counties.","Full-time to  
        146.70000 (WA0OQA) at Scott City, KS .",Linked full time to Scott City 146.700 and Lakin 146.985 repeaters.,Tue at 20:30.,,,,E-power.,,,,,,,,,48588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,100,N7GCR,"Rawlins, Elk Mountain",WY,OPEN,,200.6,WNW,,147.24,147.84,100,,,,Carbon,On-Air,CCARS,,,WRCG,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.575,5,162.2,K0HAM,"Ransom, K-Link",KS,OPEN,,202,SE,,443.575,448.575,162.2,,,,Ness,On-Air,N7JYS,K-Link Repeater Network,K-Link Repeater Network,Kansas Repeater Council,,162.2,Click for coverage map.  40 mi radius.,"Full-time to  
        442.45000 (N7JYS) at Hays, K-Link, KS .
 


Full-time to the  K-Link System .",,ARES: Saturdays 21:00 local,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,"Maysville, CO",CO,OPEN,,202.6,WSW,,145.325,144.725,100,,,,Chaffee,On-Air,Chaffee Lake Amateur Repeater Association,,,,,,wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.275,5,100,AA0HJ,Phillipsburg,KS,OPEN,,202.7,ESE,,443.275,448.275,100,,,,Phillips,On-Air,,,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.205,-0.6,CSQ,KA0RCZ,Alma,NE,OPEN,,203.5,ESE,,145.205,144.605,CSQ,,,,Harlan,On-Air,,,http://w0ky.club/,WB0CMC,,CSQ,,,,,,,,Linked to 444.625 Axtel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,203.9,WSW,,447.05,442.05,136.5,,,,Pitkin,On-Air,Roaring Fork Amateur Repeater Cooperative,,,CCARC,,136.5,Aspen-Snowmass areas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,,K0ECT,Ulysses,KS,OPEN,,204.3,SSE,,147.06,147.66,,,,,Grant,On-Air,SKECT,,,Kansas Repeater Council,,,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.87,-1.7,141.3,WA0OQA,Garden City,KS,OPEN,,204.8,SE,,52.87,51.17,141.3,,,,Finney,On-Air,SHARC,,,,,141.3,30,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.865,-0.6,,KR0A,Broken Bow,NE,OPEN,,205.7,E,,146.865,146.265,,,,,Custer,Off-Air,KR0A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,,KR0A,Broken Bow,NE,OPEN,,205.7,E,,147.06,147.66,,,,,Custer,On-Air,KR0A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,207.3,SSW,,145.355,144.755,100,,,,Huerfano,On-Air,N0JPX,,,CCARC,,,,,,,,,,"E-power, linked.",,,,3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,207.4,WSW,,447.65,442.65,151.4,,,,Gunnison,On-Air,KB0YNA,,,CCARC,,151.4,Gunnison valley and along East and west on Highway 50.,"Full-time to  
        448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO .
 


Full-time to  
        449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",,,,,,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.725,5,,KD0ARW,Phillipsburg,KS,OPEN,I,207.9,ESE,,442.725,447.725,,,,,Phillips,On-Air,KD0ARW,,,Kansas Repeater Council,,,Local.,"Full-time to  
        147.12000 (AA0HJ) at Phillipsburg, KS .",,,,,,,,,,3682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,,AA0HJ,Phillipsburg,KS,OPEN,,208.1,ESE,,147.12,147.72,,,,,Phillips,On-Air,AA0HJ,,,Kansas Repeater Council,,,Local,"Full-time to  
        442.72500 (KD0ARW) at Phillipsburg, KS .",,,,,,E-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,208.5,WSW,,146.67,146.07,107.2,,,,Pitkin,On-Air,Ski Country ARC,,,CCARC,,,Wide area.,,,,,,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,212.3,WSW,,447.15,442.15,136.5,,,,Garfield,On-Air,,,,,,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,,,,,,,8150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,162.2,N0KOM,"Stockton, K-Link",KS,OPEN,A,214.8,SE,,146.79,146.19,162.2,,,,Rooks,On-Air,N0KOM,,K-Link Repeater Network,Kansas Repeater Council,,,Click for coverage map.  25 mi radius.,Full-time to the  K-Link System .,DB-222 @ 200 feet.,,,,,,,,,,,,,,45746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.525,5,141.3,K0ECT,"Ulysses, Wagon Bed Springs",KS,OPEN,,215.8,SSE,,444.525,449.525,141.3,,,,Grant,On-Air,SKECT,,http://skect.org/default.aspx,Kansas Repeater Council,,141.3,,Full-time to the  SKECT System .,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,217.9,SSW,,449.75,444.75,100,,,,Las Animas,On-Air,N0ZSN,The Fun Machine,The Fun Machine,CCARC,,100,,Full-time to the  The Fun Machine System .,,,,,,,,,363976,7301,,,,,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.6,5,100,KE0KIY,Hays,KS,OPEN,,222.1,SE,,443.6,448.6,100,,,,Ellis,On-Air,ECHO ARC,,,Kansas Repeater Council,,CSQ,Local.,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KE0KIY,Hays,KS,OPEN,,223.7,SE,,147.18,147.78,100,,,,Ellis,On-Air,ELLIS CO,,,Kansas Repeater Council,,100,Local 35 mi radius.,,,,,,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,CC1,K0USY,Hays,KS,OPEN,,223.8,SE,,444,449,,,1,,Ellis,On-Air,,K0USY Group,http://k0usy.strikingly.com/,Kansas Repeater Council,,,15,Full-time internet linked to the  KS-DMR (3120) System .,Click here for DMR TG info.,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  English  1  13      Kansas  2  3120    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,
147.045,0.6,CC7 131.8,N7JYS,Hays,KS,OPEN,I,224.3,SE,,147.045,147.645,131.8,,7,,Ellis,On-Air,N7JYS,,,Kansas Repeater Council,,131.8,"Ellis, Hays, Wakeeney. 35 mi radius.",Full-time internet linked to the  CKRG System . Full-time internet linked to the  KansasLink System . Linkable to the  Western Kansas Intertie System .,MMDVM Mixed-mode.,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Local or Reflector  1  9  Full-Time    CKRG  1  31204  Full-Time    Local/Cluster  2  2  Full-Time    KansasLink  2  31203  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,E-power,,,,3917,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,293,,,,,,,2,,,,,,,,,,,,,,,,,1,1,2,
224.28,-1.6,131.8,N7JYS,Hays,KS,OPEN,A,224.3,SE,,224.28,222.68,131.8,,,,Ellis,On-Air,N7JYS,Western Kansas Intertie,,,,131.8,50,,,,,,,Internet linking,,,,,,,,,2351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.0375,-25,131.8,KD0EZQ,"Hays, Catherine Road",KS,OPEN,IA,224.3,SE,,927.0375,902.0375,131.8,,,,Ellis,On-Air,N7JYS,Western Kansas Intertie,,,,,,,Allstar 2578,,,,,Emergency power,,,,3917,,,,,2578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5
442.45,5,162.2,N7JYS,"Hays, K-Link",KS,OPEN,A,224.3,SE,,442.45,447.45,162.2,,,,Ellis,On-Air,N7JYS,Affiliate of the K-Link Repeater Network,K-Link Repeater Network,Kansas Repeater Council,,162.2,Click for coverage map.  35 mi radius.,"Full-time to  
        444.95000 (AB0UO) at Russell, K-Link, KS .
 


Full-time to  
        443.57500 (K0HAM) at Ransom, K-Link, KS .
 


Full-time to the  K-Link System . Linkable to the  NEKSUN (K0HAM) System .",,ARES: Sat at 21:00.,,,,E-Power.,,,,,,,,,42940,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,,KK7BA,Douglas,WY,OPEN,,224.8,NNW,,147.15,147.75,,,,,Converse,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.825,5,114.8,N0ECQ,Hays,KS,OPEN,,225.3,SE,,444.825,449.825,114.8,,,,Ellis,On-Air,,,,Kansas Repeater Council,,114.8,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,,W0VTL,Gunnison,CO,OPEN,,227.5,WSW,,147.12,147.72,,,,,Gunnison,On-Air,W0VTL,,,CCARC,,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,K5GF,Gunnison,CO,OPEN,,227.5,WSW,,449.95,444.95,,,,,Gunnison,,K5GF,,,CCARC,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6725,5,CC1,K0USY,Hays,KS,OPEN,,227.5,SE,,444.6725,449.6725,,,1,,Ellis,On-Air,,,,,,,18,Full-time internet linked to the  KS-DMR (3120) System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,227.7,SW,,146.64,146.04,77,,,,Rio Grande,On-Air,,,,,,77,Low level local coverage,,,,,,,,,,,,,,,,28781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,228.1,SW,,447.1,442.1,77,,,,Saguache,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.25,5,141.3,K0ECT,Montezuma,KS,OPEN,,228.7,SE,,444.25,449.25,141.3,,,,Gray,On-Air,SKECT,,http://skect.org/default.aspx,Kansas Repeater Council,,141.3,Local,Full-time to the  SKECT System .,,ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.5,5,141.3,K0ECT,Jetmore,KS,OPEN,,229.7,SE,,444.5,449.5,141.3,,,,Hodgeman,On-Air,SKECT,,http://skect.org/default.aspx,Kansas Repeater Council,,141.3,,Full-time to the  SKECT System .,,,,,,E-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.375,5,,K0BAI,Ensign,KS,OPEN,,236,SE,,444.375,449.375,,,,,Gray,Off-Air,K0BAI,,,Kansas Repeater Council,,,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,225.7,WM0L,Ainsworth,NE,OPEN,I,236.3,NE,,147.36,147.96,225.7,,,,Brown,On-Air,WM0L,,,,,225.7,Coverage not as good to the South.  30 mi radius.,Full-time to the  Nebraska Hub System .,100,Nebraska IRLP Net Sunday night at 8:30 pm local time on 9875 reflector,,,,WX radio with alerts.,,,,3142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.675,5,162.2,K0HAM,"Dodge City, K-Link",KS,OPEN,,237.8,SE,,443.675,448.675,162.2,,,,Ford,On-Air,"NV8Q, WV0S",Affiliate of the K-Link Repeater Network,K-Link Repeater Network,Kansas Repeater Council,,162.2,Click for coverage map.  45 mi radius.,Full-time to the  K-Link System .,,,,,,"Linked to K-Link Repeater Network. 
AllStar 46012.",,,,,,,,,"Priva 
   
     n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,123,KU0L,Dodge City,KS,OPEN,,239.1,SE,,442.375,447.375,123,,,,Ford,On-Air,,,,Kansas Repeater Council,,,US-50,,,,,,,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,123,KU0L,Dodge City,KS,OPEN,,239.1,SE,,147.03,147.63,123,,,,Ford,On-Air,KU0L,,,,,,30,,,RACES,,,,Autopatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,110.9,K7PLA,"Casper, Casper Mountain",WY,OPEN,,239.4,NW,,145.46,144.86,110.9,,,,Natrona,On-Air,W7QQA,"Buffalo Radio Club, Casper Radio Club",http://wyoham.com,WRCG,,110.9,"Wide area: East to Douglas, South to Saratoga, Rawlings. West to Moneta, Jeffery city/muddy gap, independence rock.North to Buffalo",,,"Buffalo roll call, Tuesday night",,,,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,173.8,KD7AGA,"Casper, Casper Mountain",WY,OPEN,,240.5,NW,,146.64,146.04,173.8,,,,Natrona,Off-Air,CDK Net,,,WRCG,,,Regional.,"Full-time to  
        449.57500 (W7VNJ) at Casper, Wyoming Med Center, WY .",,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,,N7RRB,"Casper, Casper Mountain",WY,OPEN,W,240.5,NW,,449.9,444.9,,,,,Natrona,On-Air,Casper Amateur Radio Club,,,WRCG,,,Metro area.,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,11941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,123,W7VNJ,"Casper, Casper Mountain",WY,OPEN,,240.5,NW,,146.94,146.34,123,,,,Natrona,On-Air,Casper ARC,,http://casperarc.net/wiki/index.php/146.940,WRCG,,123,Wide area.,"Full-time to  
        147.39000 (KD7BN) at Rawlins, WY .
 


Full-time to the  Wyocom System .",,RACES/ARES: Sun at 20:00.,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,,WK0DX,Plains,KS,OPEN,,241.8,SE,,147.18,147.78,,,,,Meade,On-Air,WK0DX,,,Kansas Repeater Council,,,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,100,NB7I,"Casper, Casper Mtn.",WY,OPEN,,242.3,NW,,449.5,444.5,100,,,,Natrona,On-Air,Versatel,,,,,,"Wide area, linked to 147.390 Rawlins",,,,,,,Solar Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,173.8,W7VNJ,"Casper, Wyoming Med Center",WY,OPEN,I,245.1,NW,,449.575,444.575,173.8,,,,Natrona,On-Air,CDK Net,,Casper ARC,WRCG,,173.8,Wide area: Casper Metro and large parts of Natrona county.,,,,,,,E-power.,,,,7707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,D032,W7VNJ,Casper,WY,OPEN,,245.2,NW,,147.28,147.88,D032,,,,Natrona,On-Air,Casper Amateur Radio Club,,http://casperarc.net/wiki/index.php/Main_Page,WRCG,,D032,Local Casper coverage.,,,,,,,E-power.,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,,NG7T,Casper,WY,OPEN,,246.2,NW,,449.1,444.1,,,,,Natrona,,NG7T,,,,,,Wide area:  50 mi radius.,,,,,,,E-power.,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9875,-5,CC11,WY7EOC,"Casper, Casper Mountain",WY,CLOSED,,246.3,NW,,449.9875,444.9875,,,11,,Natrona,On-Air,Laramie County EM,Wyoming DMR Project,,WRCG,,,Wide Area. 40 mi radius.,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,,,,,,,,,Wyoming DMR Project,,,,,,,,,,,,1,2,,,,,,
146.91,-0.6,,N7GT,Casper,WY,OPEN,,246.3,NW,,146.91,146.31,,,,,Natrona,,,,,WRCG,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.98,-1,141.3,W7VNJ,Casper,WY,OPEN,,246.3,NW,,52.98,51.98,141.3,,,,Natrona,Off-Air,CARC,,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,,KC7MJI,Casper,WY,OPEN,,246.3,NW,,147.345,147.945,,,,,Natrona,,,,,WRCG,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.55,5,141.3,K0ECT,Dodge City,KS,OPEN,,250.2,SE,,444.55,449.55,141.3,,,,Ford,On-Air,SKECT,,http://skect.org/default.aspx,Kansas Repeater Council,,,,Full-time to the  SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,255.3,SW,,146.925,146.325,,,,,Mineral,Off-Air,Creede ARC,,,CCARC,,,,,WA0JS license expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,263.2,SW,,449.525,444.525,100,,,,Mineral,On-Air,N0PKT,The Fun Machine,,,,100,,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,,43265,DM67lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
