Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,EchoLink,IRLP,Web links,Coordination,Last update,Coverage,Commands,On-air,Links,YSF Digital Enabled,DG-ID,WIRES-X,Affiliate,Features,Mixed-Mode,Notes,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,AllStar,Nets,Grid,Feed,Talkgroup Network,Talkgroups,Worldwide,North America,English,TAC 310,DCI Bridge,Texas,COMM 1,Local/Cluster,Texas/Oklahoma Regional USA,Colorado,Southern Colorado,Denver Regional,Amarillo WIRES-X,NORCAL 1,NORCAL 5150,Local or Reflector,UA English 1,UA English 2,CAL 1,Southwest USA,Hytera USA,Parrott,Audio Test,Location Photo,P25 Digital Enabled,NAC,Default Reflector,Northern Colorado,Kansas,CKRG,KansasLink,Bandwidth,BYRG,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network
442,5,CC1,KB0SJR,Russell,KS,OPEN,,228,E,yes,442,447,,,Russell,On-Air,,,,http://www.ckrgclub.com,,yes,City of Russell,,,Full-time internet linked to the  CKRG System .,,,,CKRG,,,Click here for current TG Info,,,,yes,1,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Local or Reflector  1  9  Full-Time    CKRG  1  31204  Full-Time    Local/Cluster  2  2  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,228.2,NW,yes,448.9,443.9,100,,Boulder,On-Air,Boulder ARC,,,,CCARC,yes,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CSQ,W5PDO,"Los Alamos, Barranca Mesa",NM,OPEN,,228.3,WSW,yes,146.88,146.28,CSQ,CSQ,Los Alamos,On-Air,Los Alamos ARC,,,,NMFCC,yes,,"Autopatch: Up- *88, wait for dialtone, and dial phone nbr. Down- #.",,,,,,,Autopatch,,Located on the Barranca Mesa water tower.,,,,,,,,LAARC: Sun at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,228.3,NW,yes,146.61,146.01,100,,Boulder,Off-Air,Boulder Amateur Radio Club,,7007,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,228.4,NW,yes,146.7,146.1,100,,Boulder,On-Air,Boulder Co ARC,,,BARC Repeaters,CCARC,yes,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.85,5,141.3,KC0HFA,Russell,KS,OPEN,,228.4,E,yes,442.85,447.85,141.3,141.3,Russell,On-Air,KC0HFA,,,,Kansas Repeater Council,yes,Local. I-70,,,,,,,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,228.5,NW,yes,146.76,146.16,100,,Boulder,On-Air,Rocky Mtn VHF Soc,,,,CCARC,yes,Wide area.,,,,,,,Boulder County ARES,5,,"ARES primary repeater. 
 Voting Receivers:  
 
   
    RX Location    Tone    Pitch    PL  
   
   Gunbarrel  single beep  low  100.0 
   
   Lousville  single beep  low  100.0 
   
   Lyons  double beep  high followed by medium  100.0 
   
   Louisville #2  double beep  high followed by low  100.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,
224,-1.6,131.8,N7JYS,Hoisington,KS,OPEN,A,228.7,E,yes,224,222.4,131.8,,Barton,On-Air,N7JYS,,,,,yes,40,,,,,,,Western Kansas Intertie,Autopatch.,,,,,,,,,45989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,88.5,K0HAM,"Hoisington, K-Link",KS,OPEN,,228.7,E,yes,147.135,147.735,88.5,88.5,Barton,On-Air,"NEKSUN, NV8Q.",,,K-Link Repeater Network,Kansas Repeater Council,yes,Click for coverage map.  45 mi radius.,,,Full-time to the  K-Link System . Linkable to the  NEKSUN (K0HAM) System .,,,,K-Link Repeater Network,"E-power. K-Link. 
RF Linked to Ellsworth 444.775.",,"Performance degraded due to receiver issue. 
90 watts @ 300 feet AGL. 
For local comm use no tone.  For K-Link use PL 88.5.",,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.04,-1.6,100,KA5BIW,Los Alamos,NM,OPEN,,228.8,WSW,yes,224.04,222.44,100,100,Los Alamos,On-Air,KA5BIW,,,,,yes,,,,,,,,,,,linked with 442.0 KA5BIW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,100,KA5BIW,Los Alamos,NM,OPEN,E,228.8,WSW,yes,442,447,100,,Los Alamos,On-Air,KA5BIW,87566,,http://ka5biw.com/ham_radio/repeater.php,,yes,,,,,,,,,Linked with 224.04 KA5BIW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,228.8,NW,yes,145.31,144.71,88.5,123,Gilpin,On-Air,Colorado Connection,,,,CCARC,yes,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",,,Full-time to the  Colorado Connection System .,,,,,10,,"Split tone.  The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",,,,,,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,228.8,NW,yes,449.225,444.225,141.3,141.3,Gilpin,On-Air,Rocky Mountain Ham Radio (RMHR),,,,CCARC,yes,Wide area.,,,,,,,,Emergency Power,,"Emcomm Affiliated, Open repeater",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,162.2,N0KOM,"Stockton, K-Link",KS,OPEN,A,229.2,NE,yes,146.79,146.19,162.2,,Rooks,On-Air,N0KOM,,,K-Link Repeater Network,Kansas Repeater Council,yes,Click for coverage map.  25 mi radius.,,,Full-time to the  K-Link System .,,,,,,,DB-222 @ 200 feet.,,,,,,,45746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,229.5,WNW,yes,447.65,442.65,151.4,151.4,Gunnison,On-Air,KB0YNA,,,,CCARC,yes,Gunnison valley and along East and west on Highway 50.,,,"Full-time to  
        448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO .
 


Full-time to  
        449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",,,,,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,KB0VJJ,"Breckenridge, Bald Mountain",CO,OPEN,,229.6,NW,yes,147.39,147.99,88.5,123,Summit,On-Air,Colorado Connection,,,Breckenridge Repeater,CCARC,yes,Wide area.,,,Full-time to the  Colorado Connection System .,,,,,12,,"Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-.  This machine has a split tone, 88.5 rx and 123.0 tx",,,,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,229.9,NW,yes,1283.8625,1263.8625,,,Boulder,On-Air,Boulder County ARES,,,,CCARC,yes,20,,,,,,,,E-power.,,,yes,KC0DS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,229.9,NW,yes,145.3875,144.7875,,,Boulder,On-Air,Boulder County ARES,,,http://bouldercountyares.org/technical/d-star,CCARC,yes,20,,,,,,,,E-power.,,,yes,KC0DS (C),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.775,5,131.8,WD9CMS,Los Alamos,NM,OPEN,,230,WSW,yes,444.775,449.775,,,Los Alamos,On-Air,WD9CMS,,,,NMFCC,yes,Los Alamos and surrounding areas,,,,,,,,E-power.,,"Mixed mode analog and digital P25 system, linked with 927.9 WD9CMS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,
927.9,-25,131.8,WD9CMS,Los Alamos,NM,OPEN,,230.1,WSW,yes,927.9,902.9,,,Los Alamos,On-Air,,,,,NMFCC,yes,Los Alamos and surrounding areas,,,,,,,,,,"Mixed mode analog and digital P25 system, linked with 444.775 WD9CMS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,
144.265,0,203.5,KC2HSO,Los Alamos,NM,OPEN,I,230.1,WSW,yes,144.265,144.265,203.5,,Los Alamos,On-Air,,,8039,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,230.1,NW,yes,449.4,444.4,91.5,,Boulder,Off-Air,BARC,,,http://www.ked-wireless.com/products1.htm,CCARC,yes,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,230.1,NW,yes,449.55,444.55,100,,Boulder,On-Air,Rocky Mtn VHF Soc,217336,,,CCARC,yes,Denver metro area.,,,"Full-time to  
        224.02000 (W0IA) at Boulder, Lee Hill, CO .",,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.925,5,CC1,KE8AVN,Los Alamos,NM,OPEN,,230.1,WSW,yes,442.925,447.925,,,Los Alamos,On-Air,,,,,,yes,,,,,,,,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.425,5,,NM5WR,Los Alamos,NM,OPEN,,230.1,WSW,yes,442.425,447.425,,,Los Alamos,On-Air,,,,,,yes,30,,,,,,,,,,,yes,NM5WR (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,230.1,NW,yes,446.8625,441.8625,,,Boulder,On-Air,Boulder County ARES,,,,CCARC,yes,,,,,,,,,,,,yes,KC0DS (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC7,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,230.1,NW,yes,446.8,441.8,,,Boulder,On-Air,Rocky Mountain Ham Radio,,,Rocky Mountain Ham Radio,CCARC,yes,Wide area.,,,Full-time to the  Colorado TRBO System .,,,,Rocky Mountain Ham Radio,,,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,230.1,NW,yes,1299.5,1279.5,,,Boulder,On-Air,Boulder County ARES,,,,CCARC,yes,,,,,,,,,E-power.,,,yes,W0DK (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC,NM5BB,Los Alamos,NM,OPEN,,230.5,WSW,yes,442.25,447.225,,,Los Alamos,Off-Air,,,,,NMFCC,yes,,,,,,,,,,,TS1 only. Rocky Mountain Ham Radio,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0875,-5,CC7,N0SZ,"Breckenridge, Baldy",CO,OPEN,,230.7,NW,yes,445.0875,440.0875,,,Fremont,On-Air,K2AD,,,http://www.rmham.org/,,yes,,,,,,,,Rocky Mountain Ham Radio,,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,231.4,NW,yes,146.73,146.13,91.5,91.5,Boulder,Off-Air,BARC,115482,,http://www.ked-wireless.com/products1.htm,CCARC,yes,Local,,,,,,,,12,,,,,,,,,,,DN70jb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC7,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,232,NW,yes,445.05,440.05,,,Lake,On-Air,K2AD,,,http://www.rmham.org/,CCARC,yes,,,,,,,,Rocky Mountain Ham Radio,,,,,,,yes,7,,,,,,RMHAM,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,1,2,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,232.8,NW,yes,145.445,144.845,88.5,,Lake,On-Air,Colorado Connection,,,,CCARC,yes,,,,Full-time to the  Colorado Connection System .,,,,,E-power (solar).,,"At 13,685;, it is one of the highest 2-meter repeaters in North America.",,,,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,232.9,NW,yes,448.8,443.8,88.5,88.5,Boulder,On-Air,Longmont ARC,,,,CCARC,yes,,,,"Linkable to  
        147.27000 (W0ENO) at Longmont, CO .",,,,,30,,,,,,,,,,LARC: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,232.9,NW,yes,448.525,443.525,151.4,,Boulder,On-Air,N0EPA,223853,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,232.9,NW,yes,147.27,147.87,100,100,Boulder,On-Air,Longmont ARC (LARC),,,http://w0eno.org/?q=node/11,CCARC,yes,Wide area: Northern Colorado.,,,"Linkable to  
        448.80000 (W0ENO) at Longmont, CO .",,,,,"Closed autopatch, e-power, EchoLink.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,233,NW,yes,224.6,223,100,,Gilpin,,W0RM,,,,CCARC,yes,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,CSQ,KB5RX,"Los Alamos, Pajarito Mountain",NM,OPEN,,233.9,WSW,yes,223.94,222.34,CSQ,CSQ,Los Alamos,On-Air,,,,,NMFCC,yes,,Wide area.,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,234.2,NW,yes,146.7,146.1,107.2,,Summit,On-Air,GRARC,,3972,,CCARC,yes,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,67,K5FIQ,"Clines Corners, Tapia Mesa",NM,OPEN,,234.2,SW,yes,147.06,147.66,67,,San Miguel,On-Air,Upper Rio FM Society,,,,NMFCC,yes,,,,"Full-time to  
        146.90000 (K5FIQ) at Albuquerque, Op Ctr, NM .",,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,W5SF,"Los Alamos, Pajarito Mountain",NM,OPEN,,234.7,WSW,yes,145.19,144.59,,,Los Alamos,On-Air,SFARC,,,,NMFCC,yes,Wide Area,,,,,,,,,,W5SF/PAJ - Distinct from the NM5SC repeater near Cuba on Pajarito Peak.,yes,W5SF (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,Northern New Mexico Amateur Radio Net: Mon at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,162.2,AB0UO,Russell,KS,OPEN,,234.8,E,yes,147.285,147.885,162.2,162.2,Russell,On-Air,Russell County EM,,,K-Link Repeater Network,Kansas Repeater Council,yes,Repeater Coverage Map,,,"Linkable to  
        444.95000 (AB0UO) at Russell, K-Link, KS .
 


Linkable to  
        444.85000 (KS0LNK) at Minneapolis, K-Link, KS .",,,,,E-power (batt/gen).,,"CSQ = local only.  Link access requires PL 162.2. 
Can be linked to K-Link by a control operator.",,,,,,,,"ARES: Wed at 21:00. 
ARES: Sat at 21:00.",,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.95,5,162.2,AB0UO,"Russell, K-Link",KS,OPEN,,234.8,E,yes,444.95,449.95,162.2,162.2,Russell,On-Air,Russell County EM,,,K-Link Repeater Network,Kansas Repeater Council,yes,Click for coverage map.  35 mi radius.,,,"Full-time to  
        442.45000 (N7JYS) at Hays, K-Link, KS .
 


Linkable to  
        147.28500 (AB0UO) at Russell, KS .
 


Full-time to the  K-Link System . Linkable to the  NEKSUN (K0HAM) System .",,,,K-Link Repeater System,"K-Link Repeater Network. 
E-power",,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,235.9,NW,yes,224.02,222.42,,,Boulder,On-Air,Rocky Mtn VHF Soc,217336,,RMVHS repeaters,CCARC,yes,Denver metro area.,,,"Full-time to  
        449.55000 (W0IA) at Boulder, CO .",,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,235.9,NW,yes,447.975,442.975,107.2,107.2,Boulder,On-Air,Colorado Repeater Association (CRA),,,,CCARC,yes,Wide area: Boulder/Longmont area.,,,,,,,,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,235.9,NW,yes,145.46,144.86,107.2,107.2,Boulder,On-Air,Colorado Repeater Association (CRA),347086,3990,,CCARC,yes,Boulder/Denver Metro,Member-only IRLP and Echolink node,,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,,CRA VHF Link System,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC1,N0SZ,"Boulder, Lee Hill",CO,OPEN,,235.9,NW,yes,445.05,440.05,,,Boulder,On-Air,Rocky Mountain Ham Radio,,,,CCARC,yes,Wide area,,,,,,,,BrandMeister Network,,,,,,yes,1,BrandMeister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BrandMeister US
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,235.9,NW,yes,447.75,442.75,141.3,141.3,Boulder,On-Air,Rocky Mountain Ham Radio,,3450,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC7,N0SZ,"Boulder, Lee Hill",CO,OPEN,,235.9,NW,yes,446.9875,441.9875,,,Boulder,On-Air,Rocky Mountain Ham Radio,,,,,yes,,,,"Full-time to  
        446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO .
 


Full-time to the  Colorado TRBO System .",,,,,Linked on Time Slot 2 to  Almagre Mtn  (446.950).,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,236.5,WNW,yes,147.24,147.84,156.7,156.7,Lake,Off-Air,,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,237.4,NW,yes,146.91,147.51,123,127.3,Boulder,On-Air,,,,http://goldhilltown.com/,,yes,"East of Gold Hill, The Indian Peaks, Denver, Boulder",,,,,,,"Town of Gold Hill, Colorado",,,There is a MOU With BCARES for repeater use.,,,,,,,,"Summer Tue at 19:30P, Winter 19:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,88.5,KE5RRK,"Clinton, 	At 200 ft on Wright Radio Tower South Clinton",OK,OPEN,,238.9,SE,yes,145.19,144.59,88.5,88.5,Custer,On-Air,Custer County ARC,,,,ORSI,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.725,5,,KD0ARW,Phillipsburg,KS,OPEN,I,240.6,NE,yes,442.725,447.725,,,Phillips,On-Air,KD0ARW,,3682,,Kansas Repeater Council,yes,Local.,,,"Full-time to  
        147.12000 (AA0HJ) at Phillipsburg, KS .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,,AA0HJ,Phillipsburg,KS,OPEN,,240.9,NE,yes,147.12,147.72,,,Phillips,On-Air,AA0HJ,,,,Kansas Repeater Council,yes,Local,,,"Full-time to  
        442.72500 (KD0ARW) at Phillipsburg, KS .",,,,,E-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,241.2,NW,yes,147.285,147.885,88.5,123,Grand,On-Air,Colorado Connection,,,,CCARC,yes,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.275,5,100,AA0HJ,Phillipsburg,KS,OPEN,,244.8,NE,yes,443.275,448.275,100,,Phillips,On-Air,,,,,Kansas Repeater Council,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,245.1,NW,yes,147.03,147.63,100,,Boulder,On-Air,KI0HG,,,,CCARC,yes,,,,,,,,Boulder County Amateur Radio Emergency Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.65,5,100,WX5ASA,Granite,OK,OPEN,,245.2,SE,yes,444.65,449.65,100,,Greer,Off-Air,Altus Skywarn Association,,,http://www.altusskywarn.org/,ORSI,yes,Southwest Oklahoma: 50 mi radius.,,,Full-time to the  WX5ASA System .,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,,WX5ASA,Granite,OK,OPEN,,245.2,SE,yes,147.345,147.945,,,Greer,On-Air,Altus Skywarn Association,,,,ORSI,yes,Altus to Elk City. 40 mi radius.,,,,,,,,,,1,yes,WX5ASA (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432.175,0,,WX5ASA,"Granite, Walsh Mountain",OK,OPEN,,245.2,SE,yes,432.175,432.175,,,Greer,On-Air,Altus Skywarn,,,,,yes,Hotspot linked to Reflector 52 40 mi radius.,,,,,,,,D-Star Full gateway access.  Linked to Reflector 52,,Linked to Reflector 66B Full time,yes,WX5ASA (B) Hot Spot 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,245.3,NW,yes,447.45,442.45,103.5,,Grand,On-Air,W0IG,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.1,5,123,KF5CRF,"Mangum, Navajo Mt.",OK,OPEN,,246.9,SE,yes,442.1,447.1,123,,Greer,On-Air,Tiger Radio Club,,,,ORSI,yes,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,KB5LLI,Granite,OK,OPEN,,247.1,SE,yes,146.715,146.115,123,123,Greer,On-Air,SWIRA,,,SWIRA Link,ORSI,yes,,,,Full-time to the  SWIRALINK System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.92,-1.6,151.4,KE5HRS,Granite,OK,OPEN,,247.1,SE,yes,224.92,223.32,151.4,151.4,Greer,On-Air,,,,,ORSI,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
