Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Web links,Coordination,Last update,Coverage,Sponsor,Features,Links,Downlink Tone,IRLP,Notes,Nets,Affiliate,Grid,AllStar,DMR Enabled,Color Code,Wide Network,On-air,Talkgroups,Colorado,Southern Colorado,EchoLink,Commands,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,D-STAR Enabled,Node,Sources,Denver Regional,Northern Colorado,Location Photo,Feed,YSF Digital Enabled,DG-ID,Mixed-Mode,Local/Cluster,P25 Digital Enabled,NAC,Default Reflector,Local Network,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,N. Colorado,Worldwide English,Mountain Reg USA,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On
447.125,-5,100,K7YI,"Castle Dale, Cedar Mountain",UT,CLOSED,,177.9,WNW,yes,447.125,442.125,100,Emery,,,UVHFS,yes,"Wide area: This covers (approximately) from Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",San Rafael Cactus Assoc,7,,,,,,Cactus-Intertie,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,I,177.9,WNW,yes,448.55,443.55,88.5,Emery,On-Air,,UVHFS,yes,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",N7QLO,Remote base.,,,3280,Stand alone.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,177.9,NE,yes,147.33,147.93,100,Jefferson,On-Air,DRC Repeaters,CCARC,yes,Metro Denver and the foothills.,Denver Radio Club,E-power.,,,,Not recommeded to use tone squelch on this repeater.,SATERN: Thu at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,178,NE,yes,927.7875,902.7875,156.7,Jefferson,On-Air,,,yes,Golden and Denver.,N0PYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,178,NE,yes,448.975,443.975,123,Jefferson,On-Air,,CCARC,yes,Wide area.,FRG,Linkable VHF/UHF Remote Base,,,,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,178,NE,yes,448.125,443.125,107.2,Jefferson,On-Air,,CCARC,yes,,Denver PD EEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,123,K7LEN,Window Rock,NM,OPEN,,178.9,SSW,yes,145.29,144.69,123,McKinley,Off-Air,,,yes,,NARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,136.5,W7BYU,Vernal,UT,OPEN,,179.5,NNW,yes,449.7,444.7,136.5,Uintah,,,UVHFS,yes,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",W7BYU,8,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,136.5,W7BYU,Roosevelt,UT,OPEN,E,179.5,NNW,yes,146.92,146.32,136.5,Duchesne,Off-Air,,UVHFS,yes,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,E-power.,,,,,,,,,,,,,,,,458695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,136.5,W7BAR,"Vernal, Blue Mountain",UT,OPEN,EI,179.6,NNW,yes,147.1,147.7,136.5,Uintah,On-Air,,UVHFS,yes,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",""">Borderline ARC","Autopatch, e-power.","Full-time to  
        147.34000 (KG7DSO) at Vernal, Tabby Mountain, UT .",,3577,8,,,,,,,,,,,,458414,"IRLP: No access code, bring up your node by it's node no. and bring it down with a 73.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,179.6,NE,yes,446.975,441.975,,Jefferson,On-Air,http://www.w0dmr.org/,,yes,Denver Metro Area,W0DMR,,,,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",,,,yes,0,,,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,179.7,NE,yes,448.75,443.75,100,Jefferson,On-Air,,CCARC,yes,Local.,,E-power.,,100,,,,N0ELY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,179.9,NE,yes,447.825,442.825,D073,Jefferson,On-Air,,CCARC,yes,,Denver Radio Club,,,D073,,"Now operating in Narrow Band mode with Digital Code Squelch.
 Please reset your programing to use:
 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,180,E,yes,447.625,442.625,100,El Paso,On-Air,,,yes,,KD0MDP,Linked.,Full-time to the  The Fun Machine System .,100,7301,,,The Fun Machine,,28299,,,,,,,,363976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,"Castle Pines, Daniels Park",CO,OPEN,,180,NE,yes,449.95,444.95,77,Douglas,On-Air,,CCARC,yes,Primarily to the North along I-25 corridor,W9SL Owner,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,180.2,SE,yes,446.775,441.775,,Las Animas,On-Air,,CCARC,yes,,Cheyenne Mountain Repeater Group (CMRG),,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KD0RDI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,181.7,NE,yes,448.35,443.35,,Jefferson,On-Air,http://www.DWARC.com,CCARC,yes,Denver Metro and surrounding,Denver Water Amateur Radio Club (DWARC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,181.7,NE,yes,147.21,147.81,100,Jefferson,On-Air,http://www.dwarc.com,,yes,,Denver Water Amateur Radio Club,,,100,3241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,182,NW,yes,147.32,147.92,88.5,Carbon,On-Air,http://sdarc.us/repeaters/bruin.html,UVHFS,yes,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10. 50 mi radius.",Sinbad Desert ARC,Remote base.,,,3270,110,,,DM49tp,,,,,,,,,64264,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,182,NW,yes,449.05,444.05,88.5,Carbon,On-Air,http://sdarc.us/repeaters/bruin.html,UVHFS,yes,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10.",Sinbad Desert ARC,Remote base.,,,3270,,,,,,,,,,,,,64264,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,KC5WDV,Gallup,NM,OPEN,E,182.3,SSW,yes,449.75,444.75,100,McKinley,On-Air,,NMFCC,yes,,KC5WDV,,,,,,,,,,,,,,,,,6810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,,WX7Y,"Sunny Side, Bruin Peak",UT,OPEN,,182.5,NW,yes,145.175,144.575,,Carbon,On-Air,,,yes,Eastern Utah,SDARC,,,,,,,Sinbad Desert A.R.C.,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,KC0CVU,"Trinidad, Raton Pass",CO,OPEN,,183.3,SE,yes,449.6,444.6,107.2,Las Animas,Off-Air,CMRG Repeaters,CCARC,yes,Wide area.,Cheyenne Mtn Rptr Grp,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,,183.3,SE,yes,147.375,147.975,100,Las Animas,Off-Air,,CCARC,yes,Good coverage along I-25 between CO/NM state line and 40 miles north.,K0BV,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,100,KG5JL,"Trinidad, Raton Pass",CO,OPEN,,183.3,SE,yes,447.375,442.375,100,Las Animas,On-Air,,CCARC,yes,"Covers I-25 from CO/NM border to north of Trinidad, CO.",KG5JL,E-power (batt).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,183.5,NE,yes,447.525,442.525,203.5,Douglas,On-Air,,CCARC,yes,"Denver metropolitan area, front range foothills",EmComm Colorado,,,146.2,,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,110.9,N5GDR,Cimarron,NM,OPEN,A,184.3,SE,yes,145.21,144.61,110.9,Colfax,On-Air,,NMFCC,yes,,"Gary Reynolds N5GDR, Dale Finley KB5NFT",,,110.9,,,,,,46298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,100,WA7VHF,"Page, Navajo Mountain",UT,OPEN,,184.5,WSW,yes,448.6,443.6,100,San Juan,On-Air,http://utahvhfs.org/snowlink.html,UVHFS,yes,Wide Area.,Utah VHF Society,,"Full-time to  
        448.87500 (W7ARA) at Flagstaff, Mt. Elden, AZ .
 


Full-time to the  Intermountain Intertie System .",,,,UVHFS: Tue at 20:00.,Intermountain Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,186,NE,yes,146.91,147.51,123,Boulder,On-Air,http://goldhilltown.com/,,yes,"East of Gold Hill, The Indian Peaks, Denver, Boulder",,,,127.3,,There is a MOU With BCARES for repeater use.,"Summer Tue at 19:30P, Winter 19:00.","Town of Gold Hill, Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,186.4,NE,yes,146.7,146.1,100,Boulder,On-Air,BARC Repeaters,CCARC,yes,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",Boulder Co ARC,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,141.3,NM5EM,"Santa Fe, Tesuque Peak",NM,OPEN,,186.5,SE,yes,147.02,147.62,141.3,Santa Fe,On-Air,,NMFCC,yes,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,186.6,NE,yes,146.61,146.01,100,Boulder,Off-Air,,CCARC,yes,,Boulder Amateur Radio Club,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,186.6,NE,yes,448.9,443.9,100,Boulder,On-Air,,CCARC,yes,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",Boulder ARC,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.825,5,131.8,KB5ZQE,"Santa Fe, Tesuque Peak",NM,OPEN,,186.6,SE,yes,442.825,447.825,131.8,Santa Fe,On-Air,,NMFCC,yes,,Santa Fe ARC,Autopatch.,"Full-time to  
        146.82000 (W5SF) at Santa Fe,  Tesuque Peak, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,162.2,W5SF,"Santa Fe,  Tesuque Peak",NM,OPEN,,186.6,SE,yes,146.82,146.22,162.2,Santa Fe,On-Air,SFARC Repeaters,NMFCC,yes,Wide area.,Santa Fe ARC,"Autopatch, e-power.","Full-time to  
        442.82500 (KB5ZQE) at Santa Fe, Tesuque Peak, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,186.8,NE,yes,447.925,442.925,100,Denver,On-Air,,CCARC,yes,,RADOPS El Jebel Shriners,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,186.8,NE,yes,449.675,444.675,,Denver,On-Air,,CCARC,yes,,Colorado Amateur Repeater Network (CARN),,,,7708,,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,186.8,NE,yes,447.9,442.9,CSQ,Denver,Off-Air,,CCARC,yes,,WB0TPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,186.8,NE,yes,449.65,444.65,,Denver,On-Air,,CCARC,yes,,Colorado Amateur Repeater Network (CARN),,,,,,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,187,NE,yes,146.715,146.115,123,Denver,On-Air,,CCARC,yes,,EARS,E-power.,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,187,NE,yes,448.55,443.55,82.5,Denver,Off-Air,,CCARC,yes,,HPRA,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,187,NE,yes,448.075,443.075,123,Denver,On-Air,,CCARC,yes,,W0IG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,187,NE,yes,145.475,144.875,100,Jefferson,On-Air,Intermountain Repeater Group,CCARC,yes,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",Intermountain Repeater Group,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,187.3,E,yes,446.85,441.85,,Douglas,On-Air,http://parkerradio.org,CCARC,yes,,Parker Radio Association,D-Star B module,,,,,,,,,,,,,,,,,,,,,,,,,,yes,K0PRA (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,187.5,NE,yes,447.175,442.175,100,Denver,On-Air,,CCARC,yes,,W0JRL,,,100,,,,,,29997,,,,,,,,201712,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,,W5SF,Santa Fe,NM,OPEN,,187.7,SSE,yes,145.21,144.61,,Santa Fe,On-Air,,,yes,Local Santa Fe,W5SF,,,,,Soon to move to a better location.,,Santa Fe Amateur Radio Club,,,,,,,,,,,,,,,,,,,,yes,W5SF (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,,W5SF,Santa Fe,NM,OPEN,,187.7,SSE,yes,444.575,449.575,,Santa Fe,On-Air,,,yes,Local Santa Fe,W5SF,,,,,Soon to move to a better location,,Santa Fe Amateur Radio CLub,,,,,,,,,,,,,,,,,,,,yes,W5SF (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,,Santa Fe,NM,OPEN,,187.7,SSE,yes,145.19,144.59,162.2,Bernalillo,On-Air,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,187.8,NE,yes,448.7,443.7,146.2,Douglas,On-Air,,,yes,Local North Parker only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC1,K0PRA,Parker,CO,OPEN,,187.9,E,yes,445.075,440.075,,Douglas,On-Air,http://www.parkerradio.org,CCARC,yes,,Parker Radio Association,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,,,,Mixed Mode,Mondays 20:30 MST,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,100,W7CWI,"Page (AZ), Navajo Mountain",UT,OPEN,,188,WSW,yes,449.925,444.925,100,San Juan,On-Air,,UVHFS,yes,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",Lake Powell ARG,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,NA7DB,"Page (az), Navajo Mountain",UT,OPEN,,188,WSW,yes,448.75,443.75,100,San Juan,On-Air,,UVHFS,yes,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.96,-0.6,100,W7WAC,"Page (AZ), Navajo Mountain",UT,OPEN,,188,WSW,yes,146.96,146.36,100,San Juan,On-Air,,UVHFS,yes,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",KE7OZE,,,,,10,,Intermountain Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,188.4,NE,yes,224.02,222.42,,Boulder,On-Air,RMVHS repeaters,CCARC,yes,Denver metro area.,Rocky Mtn VHF Soc,8,"Full-time to  
        449.55000 (W0IA) at Boulder, CO .",,,,,,,,,,,,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,188.4,NE,yes,145.46,144.86,107.2,Boulder,On-Air,,CCARC,yes,Boulder/Denver Metro,Colorado Repeater Association (CRA),"Closed autopatch, e-power.","Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",107.2,3990,,,CRA VHF Link System,,,,,,,,,,347086,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,188.4,NE,yes,447.75,442.75,141.3,Boulder,On-Air,,CCARC,yes,,Rocky Mountain Ham Radio,,,141.3,3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,188.4,NE,yes,447.975,442.975,107.2,Boulder,On-Air,,CCARC,yes,Wide area: Boulder/Longmont area.,Colorado Repeater Association (CRA),Closed autopatch.,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.275,-5,146.2,K9GAJ,Santa Fe,NM,OPEN,I,188.4,SSE,yes,449.275,444.275,146.2,Santa Fe,On-Air,,,yes,,Fred Homuth,,,,3939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC7,N0SZ,"Boulder, Lee Hill",CO,OPEN,,188.4,NE,yes,446.9875,441.9875,,Boulder,On-Air,,,yes,,Rocky Mountain Ham Radio,Linked on Time Slot 2 to  Almagre Mtn  (446.950).,"Full-time to  
        446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO .
 


Full-time to the  Colorado TRBO System .",,,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC1,N0SZ,"Boulder, Lee Hill",CO,OPEN,,188.4,NE,yes,445.05,440.05,,Boulder,On-Air,,CCARC,yes,Wide area,Rocky Mountain Ham Radio,BrandMeister Network,,,,,,,,,yes,1,BrandMeister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BrandMeister US,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,188.5,NE,yes,446.8625,441.8625,,Boulder,On-Air,,CCARC,yes,,Boulder County ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KC0DS (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,188.5,NE,yes,1299.5,1279.5,,Boulder,On-Air,,CCARC,yes,,Boulder County ARES,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,yes,W0DK (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC7,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,188.5,NE,yes,446.8,441.8,,Boulder,On-Air,Rocky Mountain Ham Radio,CCARC,yes,Wide area.,Rocky Mountain Ham Radio,,Full-time to the  Colorado TRBO System .,,,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,Rocky Mountain Ham Radio,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,188.6,NE,yes,449.55,444.55,100,Boulder,On-Air,,CCARC,yes,Denver metro area.,Rocky Mtn VHF Soc,8,"Full-time to  
        224.02000 (W0IA) at Boulder, Lee Hill, CO .",,,,,,,,,,,,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,188.6,NE,yes,449.4,444.4,91.5,Boulder,Off-Air,http://www.ked-wireless.com/products1.htm,CCARC,yes,,BARC,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.775,-5,100,KF5SGT,Santa Fe,NM,OPEN,I,188.7,SSE,yes,447.775,442.775,100,Santa Fe,On-Air,,,yes,Santa Fe,,,,,7326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,162.2,W5SF,"Santa Fe, St Vincent Hospital",NM,OPEN,,189.1,SSE,yes,147.2,147.8,162.2,Santa Fe,On-Air,SFARC Repeaters,NMFCC,yes,,Santa Fe ARC,E-power. Full time link to Tesuque Peak.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Raton, Raton Pass",NM,OPEN,,189.1,SE,yes,446.775,441.775,,Colfax,On-Air,http://www.cmrg.org/,NMFCC,yes,,Cheyenne Mountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KD0RDI (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,189.1,NE,yes,449.3,444.3,100,Adams,On-Air,,CCARC,yes,,N1UPS,,,,3699,,,,,,,,,,,,,43699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,107.2,WA6IFI,"Trinidad, Raton Pass",CO,OPEN,,189.4,SE,yes,145.43,144.83,107.2,Las Animas,On-Air,CMRG Repeaters,CCARC,yes,,Cheyenne Mountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,189.8,NE,yes,147.03,147.63,100,Boulder,On-Air,,CCARC,yes,,KI0HG,,,,,,,Boulder County Amateur Radio Emergency Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
