Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Links,EchoLink,IRLP,Coordination,Last update,Downlink Tone,Commands,Web links,On-air,Features,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,YSF Digital Enabled,DG-ID,Affiliate,Notes,WIRES-X,Mixed-Mode,Grid,AllStar,Nets,Talkgroups,Colorado,Denver Regional,Feed,Southern Colorado,Worldwide,North America,Local/Cluster,P25 Digital Enabled,NAC,Default Reflector,Location Photo,Talkgroup Network,Northern Colorado,English,TAC 310,DCI Bridge,Texas,COMM 1,Texas/Oklahoma Regional USA,Kansas,Local or Reflector,CKRG,KansasLink,Bandwidth,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Amarillo WIRES-X,Local Network,NORCAL 1,NORCAL 5150,UA English 1,UA English 2,CAL 1,Southwest USA,Hytera USA,Parrott,Audio Test,BYRG,N. Colorado,Mountain Reg USA,Worldwide English
444.925,5,100,N0VPX,"Hoisington, Beaver",KS,OPEN,EA,210.5,ESE,,444.925,449.925,100,Barton,On-Air,"Wide area, I-70",CKRG,,771574,,Kansas Repeater Council,,100,,http://www.ckrgclub.com,,"AllStar, Echolink, Analog bridged to BrandMeister TG31204",,,,,,,,Open ↑ / Open ↓,CKRG,,,Yes; analog capable.,,46495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,CC1,KB0SJR,Russell,KS,OPEN,,210.7,E,,442,447,,Russell,On-Air,City of Russell,,Full-time internet linked to the  CKRG System .,,,,,,,http://www.ckrgclub.com,,,,,,,1,,,,CKRG,Click here for current TG Info,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Local or Reflector  1  9  Full-Time    CKRG  1  31204  Full-Time    Local/Cluster  2  2  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,2,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
442.85,5,141.3,KC0HFA,Russell,KS,OPEN,,210.9,E,,442.85,447.85,141.3,Russell,On-Air,Local. I-70,KC0HFA,,,,Kansas Repeater Council,,141.3,,,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,211.2,NW,,447.2,442.2,82.5,Weld,On-Air,,N6RFI,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.05,5,103.5,W5ALZ,Woodward,OK,OPEN,,211.2,SE,,442.05,447.05,103.5,Woodward,On-Air,,GBARG,Full-time to the  Kan-Okla Intertie System .,,,ORSI,,,,http://kanoklaintertiesystem.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.2,5,88.5,N5DFQ,Woodward,OK,OPEN,,211.2,SE,,442.2,447.2,88.5,Woodward,Off-Air,,DBARC,,,,ORSI,,,,,,"Linked, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.725,5,,KD0ARW,Phillipsburg,KS,OPEN,I,211.4,NE,,442.725,447.725,,Phillips,On-Air,Local.,KD0ARW,"Full-time to  
        147.12000 (AA0HJ) at Phillipsburg, KS .",,3682,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,,AA0HJ,Phillipsburg,KS,OPEN,,211.7,NE,,147.12,147.72,,Phillips,On-Air,Local,AA0HJ,"Full-time to  
        442.72500 (KD0ARW) at Phillipsburg, KS .",,,Kansas Repeater Council,,,,,,E-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,212.1,NW,,447.725,442.725,131.8,Larimer,On-Air,,W7RF,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,212.5,NW,,446.775,441.775,,Larimer,On-Air,"Fort Collins east side, into Red Feather Lakes area.",W0DMR - NoCo C-bridge Network,,,,CCARC,,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",W0DMR,,,,,,,2,,,,Brandmeister Network,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,,,1,2,,,,,BrandMeister US,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1
146.76,-0.6,103.5,KI0NN,Great Bend,KS,OPEN,,212.7,ESE,,146.76,146.16,103.5,Barton,On-Air,,,Full-time to the  Kan-Okla Intertie System .,,,Kansas Repeater Council,,103.5,,http://kanoklaintertiesystem.org/,,,,,,,,,,,,Off-air briefly for repairs.,,,,,RACES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,213.4,NW,,447.45,442.45,103.5,Grand,On-Air,,W0IG,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,213.8,WNW,,147.24,147.84,156.7,Lake,Off-Air,,,,,,CCARC,,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.275,5,100,AA0HJ,Phillipsburg,KS,OPEN,,214,NE,,443.275,448.275,100,Phillips,On-Air,,,,,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,,KD0AN,Edison,NE,OPEN,E,214.7,NE,,146.745,146.145,,Furnas,On-Air,,,,882742,,WB0CMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC2,N0AOL,Fort Collins,CO,OPEN,,215.4,NW,,446.7375,441.7375,,Larimer,On-Air,Wide area: North Front Range.,N0AOL - NoCo C-Bridge Network,,,,CCARC,,,,http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,,DMR-MARC World Wide Network,,,,,2,,,,,Repeater ID: 310803,,,,,"DMR World Wide Net: Sat at 10:00. 
TS 1 Group Call 1 http://www.dmr-marc.net/ 
Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .","Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      TAC 310  1  310      Local/Cluster  2  2      N. Colorado  2  3171    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,1,1,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,215.4,NW,,1283.55,1263.55,100,Larimer,On-Air,Northern Colorado Front Range,K1TJ Repeater System,,,,CCARC,,,,http://www.k1tj.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,215.4,NW,,447.45,442.45,123,Larimer,On-Air,,,,447450,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,88.5,K0HAM,"Hoisington, K-Link",KS,OPEN,,215.6,ESE,,147.135,147.735,88.5,Barton,On-Air,Click for coverage map.  45 mi radius.,"NEKSUN, NV8Q.",Full-time to the  K-Link System . Linkable to the  NEKSUN (K0HAM) System .,,,Kansas Repeater Council,,88.5,,K-Link Repeater Network,,"E-power. K-Link. 
RF Linked to Ellsworth 444.775.",,,,,,,,,K-Link Repeater Network,"Performance degraded due to receiver issue. 
90 watts @ 300 feet AGL. 
For local comm use no tone.  For K-Link use PL 88.5.",,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,215.6,W,,447.65,442.65,151.4,Gunnison,On-Air,Gunnison valley and along East and west on Highway 50.,KB0YNA,"Full-time to  
        448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO .
 


Full-time to  
        449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",,,CCARC,,151.4,,,,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,131.8,N7JYS,Hoisington,KS,OPEN,A,215.6,ESE,,224,222.4,131.8,Barton,On-Air,40,N7JYS,,,,,,,,,,Autopatch.,,,,,,,,,Western Kansas Intertie,,,,,45989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,216,NW,,147.36,147.96,100,Larimer,On-Air,Map,CO State Univ ARC,,,,CCARC,,100,,,,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,NM5ML,"Conchas Dam, Mesa Rica",NM,OPEN,,216.3,SSW,,147.36,147.96,100,San Miguel,On-Air,Wide area.,,Full-time to the  Mega-Link System .,,,NMFCC,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,216.9,NW,,446.8125,441.8125,,Larimer,On-Air,Fort Collins Local Area,W0QEY CSU,,,,CCARC,,,,,,D-Star Gateway,,W0QEY (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,Free Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,217,NW,,449.85,444.85,100,Larimer,On-Air,Map,CO State Univ ARC,,,,CCARC,,100,,,,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,162.2,AB0UO,Russell,KS,OPEN,,217,E,,147.285,147.885,162.2,Russell,On-Air,Repeater Coverage Map,Russell County EM,"Linkable to  
        444.95000 (AB0UO) at Russell, K-Link, KS .
 


Linkable to  
        444.85000 (KS0LNK) at Minneapolis, K-Link, KS .",,,Kansas Repeater Council,,162.2,,K-Link Repeater Network,,E-power (batt/gen).,,,,,,,,,,"CSQ = local only.  Link access requires PL 162.2. 
Can be linked to K-Link by a control operator.",,,,,"ARES: Wed at 21:00. 
ARES: Sat at 21:00.",,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.95,5,162.2,AB0UO,"Russell, K-Link",KS,OPEN,,217,E,,444.95,449.95,162.2,Russell,On-Air,Click for coverage map.  35 mi radius.,Russell County EM,"Full-time to  
        442.45000 (N7JYS) at Hays, K-Link, KS .
 


Linkable to  
        147.28500 (AB0UO) at Russell, KS .
 


Full-time to the  K-Link System . Linkable to the  NEKSUN (K0HAM) System .",,,Kansas Repeater Council,,162.2,,K-Link Repeater Network,,"K-Link Repeater Network. 
E-power",,,,,,,,,K-Link Repeater System,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC2,KB0VGD,"Fort Collins , Horsetooth Mountain",CO,OPEN,,217.7,NW,,145.265,144.665,,Larimer,On-Air,Northern Colorado Front Range Wide Area coverage.,W0DMR - NoCo C-bridge Network,,,,CCARC,,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",http://www.w0dmr.org/,,,,,,,2,,,,Brandmeister Network,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,,,1,2,,,,,BrandMeister US,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1
446.75,-5,CC7,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,217.7,NW,,446.75,441.75,,Larimer,On-Air,,Rocky Mountain Ham Radio,Full-time to the  Colorado TRBO System .,,,CCARC,,,,http://www.rmham.org,,,,,,,7,,,,,See website for complete info on color codes/time slot assignment.,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,218.2,NW,,146.685,146.085,123,Larimer,On-Air,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),Estes Valley ARC,"Full-time to  
        449.80000 (N0FH) at Estes Park, CO .",625757,7268,CCARC,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,E-power.,,,,,,,,,,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,,,,ARES D-10: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,218.3,NW,,224.52,222.92,100,Larimer,Off-Air,,Northern Colorado ARC,,,,CCARC,,100,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.825,-25,100,AB0SF,"Fort Collins, Horsetooth Mountain",CO,OPEN,,218.3,NW,,927.825,902.825,100,Larimer,On-Air,"Decent coverage throughout northern Fort Collins, out east to beyond Windsor.",AB0SF,,,,CCARC,,100,,,,,,,,,,,,,,Converted 800 MHz beam antenna pointed directly down Horsetooth Road in Fort Collins.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,K1TJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,218.3,NW,,927.95,902.95,100,Larimer,On-Air,Northern Front Range,K1TJ Repeater System,,,,CCARC,,100,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,218.3,NW,,145.115,144.515,100,Larimer,On-Air,Wide area.,Northern Colorado ARC,,4236,,CCARC,,100,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,218.3,NW,,447.275,442.275,100,Larimer,On-Air,Wide area.,Northern Colorado ARC,,,,CCARC,,100,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.275,5,,K5GUD,Mooreland,OK,OPEN,,219.8,SE,,444.275,449.275,,Woodward,,,K5GUD,,,,ORSI,,,,,Unknown,,,K5GUD (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,88.5,K5GUD,Mooreland,OK,OPEN,,219.8,SE,,145.39,144.79,88.5,Woodward,,,K5GUD,,,,ORSI,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.315,0.6,,K5GUD,Sharon,OK,OPEN,,219.8,SE,,147.315,147.915,,Woodward,,,K5GUD,,,,ORSI,,,,,Unknown,,,K5GUD (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.875,5,103.5,K5GUD,Woodward,OK,OPEN,,219.8,SE,,444.875,449.875,103.5,Woodward,,,TSARG,,,,ORSI,,103.5,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,88.5,K5GUD,Sharon,OK,OPEN,,220.4,SE,,146.625,146.025,88.5,Woodward,Off-Air,,K5GUD,,,,ORSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,88.5,N5WO,Sharon,OK,OPEN,,220.4,SE,,147.36,147.96,88.5,Woodward,,,WX Watch,,,,ORSI,,,,,Unknown,WX.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,103.5,K5GSM,Woodward,OK,OPEN,,220.4,SE,,147,147.6,103.5,Woodward,On-Air,NW Oklahoma/Woodward area,K5GSM/WX5OKC,,,,ORSI,,CSQ,,,,,,,,,,,,,ODEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,221.2,NW,,448.325,443.325,110.9,Larimer,On-Air,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,221.6,NW,,449.8,444.8,123,Larimer,On-Air,,Estes Valley ARC,"Full-time to  
        146.68500 (N0FH) at Estes Park, CO .",625757,7268,CCARC,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,E-Power,,,,,,,,,,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,,,,ARES D-10: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KD5PX,"Dixon, Cerro Abajo",NM,OPEN,,222.3,SW,,147.18,147.78,100,Rio Arriba,On-Air,Dixon Embudo Ojo Sarco St Rd 68 Rio Grande Canyon,,,,,NMFCC,,100,,,,,,,,,,,,,,,,,DM76BF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,94.8,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,223.2,NW,,449.425,444.425,94.8,Larimer,On-Air,,,"Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.875,-25,D114,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,223.2,NW,,927.875,902.875,D114,Larimer,Off-Air,,WA6IMI,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,CCARC,,,,,,,,,,,,,,,,Down due to lightning strike. Scheduled to return end of June 2012.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.205,-0.6,CSQ,KA0RCZ,Alma,NE,OPEN,,223.3,NE,,145.205,144.605,CSQ,Harlan,On-Air,,,,,,WB0CMC,,CSQ,,http://w0ky.club/,,Linked to 444.625 Axtel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.45,5,103.5,W5ALZ,Waynoka,OK,OPEN,,224.2,SE,,443.45,448.45,103.5,Woods,On-Air,,,Full-time to the  Kan-Okla Intertie System .,,,ORSI,,103.5,,http://kanoklaintertiesystem.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.45,-0.6,,KB5WEZ,Las Vegas,NM,OPEN,,224.4,SW,,145.45,144.85,,San Miguel,Off-Air,Wide area.,KB5WEZ,,,,NMFCC,,,,,,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,103.5,K0UO,"Medicine Lodge, Gyp Hills",KS,OPEN,,224.4,SE,,146.88,146.28,103.5,Barber,On-Air,40,K0UO,,,,Kansas Repeater Council,,,,http://kanoklaintertiesystem.org/,,E-power.,,,,,,,,,GSPARC,,,,,,SUN @ 21:00 local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,225.2,NW,,446.875,441.875,,Clear Creek,On-Air,,,,,,,,,,http://www.rmham.org,,,,,,,,,,,RMHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,225.2,NW,,146.82,146.22,123,Grand,,,GCARA,,,,CCARC,,,,,Unknown,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,226.4,NW,,447.7,442.7,100,Larimer,On-Air,Wide Area Coverage,Northern Colorado Amateur Radio Club,"Linkable to  
        146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .
 


Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Full-time to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,100,,http://ncarc.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,226.7,WNW,,146.61,146.01,107.2,Eagle,On-Air,,ECHO,,,,CCARC,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,226.8,NW,,224.84,223.24,100,Larimer,On-Air,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY",Northern Colorado ARC,"Full-time to  
        447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,100,,,,"E-power, 25 watts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,226.8,NW,,146.625,146.025,100,Larimer,On-Air,Wide area: Northern front range.,Northern Colorado ARC,"Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Linkable to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,CCARC,,100,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.95,5,88.5,N5WO,Vici,OK,OPEN,,226.8,SE,,444.95,449.95,88.5,Dewey,,,WX Watch,,,,ORSI,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.9,5,103.5,W5ALZ,"Alva, Hardtner",OK,OPEN,,227.5,SE,,444.9,449.9,103.5,Woods,On-Air,,Kan-okla intertie system,Full-time to the  Kan-Okla Intertie System .,,,ORSI,,,,http://kanoklaintertiesystem.org/,,,,,,,,,,,Kan-okla intertie system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,67,NM5ML,"Pecos, Elk Mountain",NM,OPEN,,227.9,SW,,147.26,147.86,67,San Miguel,On-Air,Wide area.,,Full-time to the  Mega-Link System .,,,NMFCC,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,162.2,W5SF,"Las Vegas,  Elk Mountain",NM,OPEN,,227.9,SW,,147.3,147.9,162.2,San Miguel,On-Air,Wide area.,Santa Fe ARC,,,,NMFCC,,,,SFARC Repeaters,,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,228.6,WNW,,449.9,444.9,107.2,Eagle,Off-Air,,ECHO,,,,CCARC,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,228.6,WNW,,224.8,223.2,,Eagle,Off-Air,,ECHO,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
