Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Affiliate,Last update,Sponsor,Coordination,Web links,Downlink Tone,Op Status,Features,Links,IRLP,Commands,Notes,Nets,EchoLink,DMR Enabled,Color Code,Wide Network,AllStar,D-STAR Enabled,Node,Sources,Grid,Talkgroups,Colorado,Southern Colorado,Talkgroup Network,Denver Regional,Northern Colorado,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Location Photo,Feed,Mixed-Mode,P25 Digital Enabled,NAC,Default Reflector,YSF Digital Enabled,DG-ID,Local Network,Local/Cluster,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,Worldwide English,N. Colorado,Mountain Reg USA,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,Wyoming,WyLOCAL,Local
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,196.3,NE,,449.575,444.575,100,Larimer,,,,,Loveland Rptr Assoc,CCARC,,,On-Air,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,196.4,E,,447.3,442.3,107.2,Weld,,,,,,CCARC,,,On-Air,,,3887,,,,405804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.825,-25,100,AB0SF,"Fort Collins, Horsetooth Mountain",CO,OPEN,,196.9,NE,,927.825,902.825,100,Larimer,,"Decent coverage throughout northern Fort Collins, out east to beyond Windsor.",,,AB0SF,CCARC,,100,On-Air,,,,,Converted 800 MHz beam antenna pointed directly down Horsetooth Road in Fort Collins.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,196.9,NE,,447.275,442.275,100,Larimer,,Wide area.,,,Northern Colorado ARC,CCARC,,100,On-Air,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,196.9,NE,,145.115,144.515,100,Larimer,,Wide area.,,,Northern Colorado ARC,CCARC,,100,On-Air,7,,,,,,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,K1TJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,196.9,NE,,927.95,902.95,100,Larimer,,Northern Front Range,,,K1TJ Repeater System,CCARC,,100,On-Air,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,196.9,NE,,224.52,222.92,100,Larimer,,,,,Northern Colorado ARC,CCARC,,100,Off-Air,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,196.9,NNE,,147.015,147.615,146.2,Albany,,Albany County,,,"Albany County ARES/RACES, University Amateur Radio",,http://www.uwyo.edu/uarc/,,On-Air,,,,,,,82070,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,197,E,,224.96,223.36,CSQ,Weld,,,,,AC0KC,CCARC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,131.8,WB7REL,Sterling,UT,OPEN,,197.1,W,,447.85,442.85,131.8,Sanpete,,Fairview North to Richfield to the South.,,,wb7rel,UVHFS,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,,KB7BSK,Sterling,UT,OPEN,,197.1,W,,447.95,442.95,,Utah,Unknown,,,,,,http://skylineradioclub.com,,,,,,,,,,,,,,,KB7BSK (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.15,-0.6,,KB7BSK,Sterling,UT,OPEN,,197.1,W,,145.15,144.55,,Utah,Unknown,,,,,,http://skylineradioclub.com,,,,,,,,,,,,,,,KB7BSK (C),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,131.8,WB7REL,"Starling, Sterling",UT,OPEN,,197.1,W,,145.29,144.69,131.8,Sanpete,,Sanpete and Sevier Valleys.,,,,UVHFS,,,On-Air,Autopatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,100,K7DSN,"Spanish Fork,  Teat Mountain",UT,OPEN,,197.4,WNW,,447.4,442.4,100,Utah,Unknown,Wide area.,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC7,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,197.6,NE,,446.75,441.75,,Larimer,,,,,Rocky Mountain Ham Radio,CCARC,http://www.rmham.org,,On-Air,,Full-time to the  Colorado TRBO System .,,,See website for complete info on color codes/time slot assignment.,,,,7,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Cuba, Eureka Mesa",NM,OPEN,,197.6,SSE,,145.175,144.575,141.3,Sandoval,,,,,NMEMA ARC,NMFCC,,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC2,KB0VGD,"Fort Collins , Horsetooth Mountain",CO,OPEN,,197.6,NE,,145.265,144.665,,Larimer,,Northern Colorado Front Range Wide Area coverage.,Brandmeister Network,,W0DMR - NoCo C-bridge Network,CCARC,http://www.w0dmr.org/,,On-Air,,,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.","Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,,2,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,BrandMeister US,,,,1,,,,1,,,,,,,,,,,2,,,,,,,1,2,,,,,,,,,,,,,,,,,
446.7375,-5,CC2,N0AOL,Fort Collins,CO,OPEN,,197.9,NE,,446.7375,441.7375,,Larimer,,Wide area: North Front Range.,,,N0AOL - NoCo C-Bridge Network,CCARC,http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,,On-Air,DMR-MARC World Wide Network,,,,Repeater ID: 310803,"DMR World Wide Net: Sat at 10:00. 
TS 1 Group Call 1 http://www.dmr-marc.net/ 
Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",,,2,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      TAC 310  1  310      Local/Cluster  2  2      N. Colorado  2  3171    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,1,1,1,,1,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,197.9,NE,,1283.55,1263.55,100,Larimer,,Northern Colorado Front Range,,,K1TJ Repeater System,CCARC,http://www.k1tj.com/,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,197.9,NE,,447.45,442.45,123,Larimer,,,,,,CCARC,,,On-Air,,,,,,,447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.635,0.6,100,WY7BV,"Mountain View, Hickey Mtn",WY,OPEN,,198.2,NW,,144.635,145.235,100,Uinta,,I-80,,,Bridger Valley Amateur Radio Club,,,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,198.8,SE,,145.39,144.79,100,Taos,,Wide area.,,,Taos ARC,NMFCC,Taos Amateur Radio Club,,On-Air,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,131.8,WB7REL,"Sterling, Salina Canyon",UT,OPEN,,199.1,W,,449.25,444.25,131.8,Sevier,Unknown,"Wide area: The general area of Salina, including Scipio, Manti, and south of Richfield, and coverage east into Emery, Ferron, and the San Rafael Desert.",,,,UVHFS,http://www.sanpeteso.org/skyline/skyline_files/frame.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,199.3,E,,447.625,442.625,100,Adams,,Local/North Metro,,,Intermountain Repeater Group,,Intermountain Repeater Group,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Abiquiu, Cerro Pelon",NM,OPEN,,199.7,SSE,,147.04,147.64,141.3,Rio Arriba,,,,,NMEMA ARC,NMFCC,,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,100,KC5WDV,"Gallup, Deza Bluffs",NM,OPEN,,199.9,SSW,,448.2,443.2,100,McKinley,,,McKinley County ARES,,,NMFCC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,67,NM5ML,"Gallup, Deza Bluffs",NM,OPEN,,199.9,SSW,,147.22,147.82,67,McKinley,,Wide area.,,,New Mexico Mega Link Assoc,NMFCC,,,On-Air,"Closed autopatch, e-power.",Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,199.9,SE,,449.975,444.975,100,Pueblo,,"I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass 
   Repeater Coverage Map",,,K0JSC,CCARC,K0JSC dot Com,100,On-Air,2,"Linkable to  
        145.49000 (WD0EKR) at Canon City, Fremont Peak, CO .
 


Linkable to  
        145.46000 (WB0WDF) at Cripple Creek, CO .
 


Linkable to  
        146.79000 (ND0Q) at Pueblo, Baculite Mesa, CO .
 


Linkable to  
        145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO .
 


Linkable to  
        146.88000 (ND0Q) at Pueblo, Deer Peak, CO .
 


Linkable to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",7301,,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00.  
RGARC Net: Wed at 19:00.",363976,,,,28368,,,,DM78SA18,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,200,NE,,447.725,442.725,131.8,Larimer,,,,,W7RF,CCARC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,67,NM5ML,"Cuba, Eureka Mesa",NM,OPEN,,200.2,SSE,,147.24,147.84,67,Sandoval,,Wide area.,,,,NMFCC,,,On-Air,9,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,201.8,NE,,448.025,443.025,100,Larimer,,,,,Northern Colorado ARC,CCARC,,100,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.38,0.6,100,WA7GIE,"Roosevelt, Mirror Lake",UT,OPEN,,201.9,NW,,147.38,147.98,100,Duchesne,,Wide area.,,,,UVHFS,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.72,-0.6,100,WB7REL,"East Salina, Salina Canyon",UT,OPEN,I,202,W,,146.72,146.12,100,Sanpete,,,Skyline Repeater System,,Skyline,UVHFS,,,On-Air,7,,3576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,107.2,KD7YE,"Manti, Barton Peak",UT,OPEN,I,202.7,WNW,,448.275,443.275,107.2,Sanpete,,"Manti and surroundings, as well as Nephi and Fairview to the north and Richfield to the south.",,,Sanpete Co SO,UVHFS,http://www.sanpeteso.org/skyline/skyline_files/frame.html,,On-Air,Autopatch.,,3576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,202.8,NE,,446.8125,441.8125,,Larimer,,Fort Collins Local Area,,,W0QEY CSU,CCARC,,,On-Air,D-Star Gateway,,,,Free Star,,,,,,,,W0QEY (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,KD0RG,Hudson,CO,OPEN,E,203.2,E,,449.925,444.925,114.8,Weld,,,K0UPS Club,,KD0RG,CCARC,,114.8,On-Air,,,,,,,448035,,,,,,,,DN70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,203.2,NE,,147.36,147.96,100,Larimer,,Map,,,CO State Univ ARC,CCARC,,100,On-Air,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.16,0.6,136.5,K7HEN,"Heber City, Strawberry Peak",UT,OPEN,,203.3,WNW,,147.16,147.76,136.5,Wasatch,,,,,,UVHFS,,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,88.5,N7RVS,"Gunnison, N7RVS QTH",UT,OPEN,,203.4,W,,447.35,442.35,88.5,Sanpete,Unknown,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,203.5,NE,,449.85,444.85,100,Larimer,,Map,,,CO State Univ ARC,CCARC,,100,On-Air,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,203.6,SE,,145.25,144.65,123,Taos,,,,,Taos ARC,NMFCC,Taos Amateur Radio Club,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.775,5,CC12 123.0,AD0BN,"Green River, Green River High School",WY,OPEN,,204.4,NNW,,444.775,449.775,123,Sweetwater,,"Note: This repeater will operate in digital mode only. It may, however, be switched to analogue mode under special circumstances and will use a tone of 123/123. Digital repeater should provide portable coverage in the Green River area when operational. Repeater is not currently on-air but has been coordinated and is awaiting installation. Please use Talkgroup 2 and Timeslot 2 for local communications. Repeater uses color 12.",,,,WRCG,,123,Testing,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.875,-5,CC1 123.0,KF7OBL,Rock Springs,WY,OPEN,,205.5,NNW,,448.875,443.875,123,Sweetwater,,,,,,,,,On-Air,DMRPlus,,,,,,,,1,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      Local/Cluster  2  2      Mountain Reg USA  2  3177    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,1,1,1,,,,,,,Yes; analog capable.,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,
146.655,-0.6,107.2,KE7UUJ,"Rock Springs, Aspen Mountain",WY,OPEN,E,205.5,NNW,,146.655,146.055,107.2,Sweetwater,,Wide area. 100 mi radius.,,,Sweetwater Amateur Radio Club,,http://wy7u.angelfire.com,107.2,On-Air,,,,,Sweetwater Amateur Radio Club uses this repeater pair for ARES/RACES use on both analog and d-star at different times.,,865361,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,,KA7PJK,Rock Springs,WY,OPEN,,205.5,NNW,,147.3,147.9,,Sweetwater,,,,,ka7PJk,WRCG,,,Testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.5,5,123,N7ABC,Rock Springs,WY,OPEN,,205.8,NNW,,444.5,449.5,123,Sweetwater,,,,,Sweetwater ARC,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,206.2,SE,,147.14,147.74,67,Taos,,,TaosARC,,,,http://www.taosarc.com/,,On-Air,11,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,ND0Q,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,207.1,SE,,146.73,146.13,88.5,Huerfano,,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",,,Pueblo Ham Club,CCARC,Pueblo Ham Club,,On-Air,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,207.7,NE,,147.39,147.99,,Larimer,,"Fort Collins east side, into Red Feather Lakes area.",,,KT0L - NoCo C-Bridge Network,CCARC,Documentation,,On-Air,,,,,,Tac 310 Net: Sun at 18:00.,,,2,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  TAC 310  1  310      DCI Bridge  1  3100      N. Colorado  1  3171      Mountain Reg USA  1  3177      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,1,1,,,,,,,,,,,2,,,,,,,,1,1,,,,,,,,,,,,,,,,
145.27,-0.6,103.5,K7JL,"Levan, Levan Peak",UT,OPEN,,208.1,WNW,,145.27,144.67,103.5,Juab,,Wide area.,Intermountain Intertie,,K7JL,UVHFS,http://www.utahvhfs.org/snowlink.html,,On-Air,E-power.,Full-time to the  Intermountain Intertie System .,,,8,State RACES: 3rd Thursday of even-numbered months.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,209.4,SE,,444.975,449.975,123,Taos,,,,,N5TSV,NMFCC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.8,-0.6,100,N6EZO,Mapleton,UT,OPEN,,210.4,WNW,,146.8,146.2,100,Utah,,,ERC CERT,,,UVHFS,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,210.5,NE,,446.775,441.775,,Larimer,,"Fort Collins east side, into Red Feather Lakes area.",Brandmeister Network,,W0DMR - NoCo C-bridge Network,CCARC,W0DMR,,On-Air,,,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.","Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,,2,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,BrandMeister US,,,,1,,,,1,,,,,,,,,,,2,,,,,,,1,2,,,,,,,,,,,,,,,,,
449.8,-1,CC1,KC7WST,Woodland Hills,UT,OPEN,,210.5,WNW,,449.8,448.8,,Utah,,Utah County,Yeahmon Amateur Radio Club (YARC),,KC7WSU,UVHFS,http://www.dmr-utah.net,,On-Air,,,,,,,,,1,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3      English  1  13  PTT    Data  1  100      DMRX 1  1  8001      Utah Statewide 2  1  13149      Local/Cluster  2  2      TAC 310  2  310  PTT    TAC 311  2  311  PTT    USA  2  1776  PTT    Utah  2  3149      Mountain Reg USA  2  3177      PA (PA-525)   2  3185  PTT    Hytera USA  2  4639  PTT    SNARS  2  6968  PTT    Parrott  2  9998  PTT    Audio Test  2  9999  PTT    All TG's Off  2  111111  PTT    All TG's On  2  222222  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,DMR-UTAH,,,1,1,1,,2,,,,,,,,,,,,2,,,,,,,,,2,1,1,1,2,2,2,2,2,2,2,2,2,2,,,
447.3,-5,77,WB7RPF,Woodland Hills,UT,OPEN,,210.5,WNW,,447.3,442.3,77,Utah,,,,,,UVHFS,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,210.8,NE,,447.2,442.2,82.5,Weld,,,,,N6RFI,CCARC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.325,-5,114.8,N7KYY,Springville,UT,OPEN,,211.3,WNW,,447.325,442.325,114.8,Utah,,Utah County from Alpine to Payson.,,,,UVHFS,,,On-Air,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,211.7,NE,,448.325,443.325,110.9,Larimer,,,,,,CCARC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KD5PX,"Dixon, Cerro Abajo",NM,OPEN,,212.5,SE,,147.18,147.78,100,Rio Arriba,,Dixon Embudo Ojo Sarco St Rd 68 Rio Grande Canyon,,,,NMFCC,,100,On-Air,,,,,,,,,,,,,,,DM76BF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,186.2,WD7N,Springville,UT,OPEN,,212.5,WNW,,447.475,442.475,186.2,Utah,,Utah County from Alpine to Payson.,,,,UVHFS,,,On-Air,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,88.5,WB7REL,"Salina, Beesting Peak",UT,OPEN,,212.7,WNW,,449.3,444.3,88.5,Sevier,,Wide area.,,,W7DHH,UVHFS,http://www.sanpeteso.org/skyline/skyline_files/frame.html,,Off-Air,"Remote base, 10,020'.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.075,-5,131.8,N7FQ,Salem,UT,OPEN,,212.7,WNW,,447.075,442.075,131.8,Utah,,Utah County from Alpine to Payson.,,,,UVHFS,http://www.n7fq.com/,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,212.8,E,,449.725,444.725,127.3,Weld,,,,,K0OJ,CCARC,,,On-Air,"Autopatch, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
