Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,Features,Coordination,Last update,Uplink Tone,DMR Enabled,Color Code,Wide Network,Coverage,Affiliate,Links,Notes,Web links,EchoLink,IRLP,Downlink Tone,Grid,Commands,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Nets,On-air,P25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,AllStar,YSF Digital Enabled,DG-ID,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Feed,WIRES-X,Worldwide,North America,English,TAC 310,Local/Cluster,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Wyoming,WyLOCAL,Location Photo
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,,218.6,SSW,yes,146.61,146.01,,,,Archuleta,On-Air,,,CCARC,yes,123,,,,,,,,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,N7RUG,"Rock Springs, Aspen Mountain",WY,OPEN,,224,WNW,yes,146.61,146.01,,,,Sweetwater,On-Air,Sweetwater RACES,Autopatch.,WRCG,yes,100,,,,Wide area: SW Wyoming,,,,http://wy7u.angelfire.com,,,,,,,,,,,,Sun at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,100,WY7U,"Rock Springs, Aspen Mountain",WY,OPEN,E,224,WNW,yes,146.94,146.34,,,,Sweetwater,On-Air,Sweetwater ARC,,WRCG,yes,100,,,,Wide area.,,Full-time to the  HERC System .,,,357388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,KZ0DEM,"Pritchett,  Tator Butte",CO,OPEN,,224.3,SE,yes,146.64,146.04,,,,Las Animas,Off-Air,,,CCARC,yes,100,,,,Wide area: West BACA and East Las Animas counties.,,,,KZ0DEM Repeaters,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,K0EP,"Durango, Missionary Ridge",CO,OPEN,,226.6,SW,yes,146.7,146.1,,,,La Plata,On-Air,Durango ARC,9,CCARC,yes,100,,,,Local.,,,,http://durangoarc.org/,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,141.3,K0ECT,Syracuse,KS,OPEN,,227.1,SE,yes,444,449,,,,Hamilton,On-Air,SKECT,E-power.,Kansas Repeater Council,yes,141.3,,,,,,Full-time to the  SKECT System .,,http://skect.org/default.aspx,,,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.3,0,CSQ,,Chadron,NE,OPEN,,227.2,NNE,yes,446.3,446.3,,,,Dawes,On-Air,,,,yes,CSQ,,,,,,,Simplex link for the 147.360 in Chadron,,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.62,0,100,W0FLO,Chadron,NE,OPEN,I,227.3,NNE,yes,145.62,145.62,,,,Dawes,On-Air,Pine Ridge Amateur Radio Club - Ron Cashon -- 308 432-3322,Voice ID,,yes,100,,,,"Chadron, Gordon, Alliance, Crawford, Pine Ridge.",,,,,,3936,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1375,-5,CC7,N0SZ,"Durango, Missionary Ridge",CO,OPEN,,227.7,SW,yes,445.1375,440.1375,,,,La Plata,On-Air,K2AD,,CCARC,yes,,yes,7,,,Rocky Mountain Ham Radio,,Talkgroup 700 TS 1 Talkgroup 719 TS 2,http://www.rmham.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,"Durango, Missionary Ridge",CO,OPEN,,228.1,SW,yes,147.345,147.945,,,,La Plata,On-Air,Colorado Connection,,CCARC,yes,88.5,,,,Durango and north towards Molas Divide.,,Full-time to the  Colorado Connection System .,,,,,123,,,,,,,,,"Central Colorado Traffic Net: Daily at 19:30.  
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,EI,230.1,SE,yes,147.33,147.93,,,,Baca,Off-Air,Baca County Amateur Emergency Management,,CCARC,yes,118.8,,,,,,,,KZ0DEM Repeaters,97142,7142,118.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,118.8,KZ0DEM,Springfield,CO,OPEN,EI,230.1,SE,yes,449.2,444.2,,,,Baca,On-Air,Baca County Div of Emerg Mgt Communications,,,yes,118.8,,,,provides coverage to central Baca County,,,,,97142,7142,118.8,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.09,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,,230.1,SE,yes,147.09,147.69,,,,Baca,,BCDEARC,,CCARC,yes,118.8,,,,,,,,,,,118.8,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.875,-5,CC1 123.0,KF7OBL,Rock Springs,WY,OPEN,,232.6,WNW,yes,448.875,443.875,,,,Sweetwater,On-Air,,DMRPlus,,yes,123,yes,1,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      Local/Cluster  2  2      Mountain Reg USA  2  3177    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,1,1,1,,2,,,,2,,,
147.3,0.6,,KA7PJK,Rock Springs,WY,OPEN,,232.6,WNW,yes,147.3,147.9,,,,Sweetwater,Testing,ka7PJk,,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,107.2,KE7UUJ,"Rock Springs, Aspen Mountain",WY,OPEN,E,232.6,WNW,yes,146.655,146.055,,,,Sweetwater,On-Air,Sweetwater Amateur Radio Club,,,yes,107.2,,,,Wide area. 100 mi radius.,,,Sweetwater Amateur Radio Club uses this repeater pair for ARES/RACES use on both analog and d-star at different times.,http://wy7u.angelfire.com,865361,,107.2,,,,,,,,,,,,,,Yes; analog capable.,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,K0EP,"Durango, Eagle Pass",CO,OPEN,,232.6,SW,yes,146.67,146.07,,,,La Plata,On-Air,Durango ARC,11,CCARC,yes,100,,,,Wide area.,,"Part-time to  
        147.37500 (KB5ITS) at Silverton, Kendall Mountain, CO .",Linked active in the summer months only.,DARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.5,5,123,N7ABC,Rock Springs,WY,OPEN,,233.5,WNW,yes,444.5,449.5,,,,Sweetwater,On-Air,Sweetwater ARC,,,yes,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,,KA0TAO,Syracuse,KS,OPEN,,235.4,SE,yes,146.775,146.175,,,,Hamilton,On-Air,KA0TAO,,Kansas Repeater Council,yes,,,,,Local. 20 mi radius.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,K0EP,Durango,CO,OPEN,,235.9,SW,yes,449.85,444.85,,,,La Plata,On-Air,DARC,,CCARC,yes,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,131.8,KC5EVE,Durango,CO,OPEN,,235.9,SW,yes,448.625,443.625,,,,La Plata,On-Air,KC5EVE,,CCARC,yes,131.8,,,,Wide area.,,,,,,,131.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,KB5ITS,"Durango, Smelter Mountain",CO,OPEN,,237.5,SW,yes,147.135,147.735,,,,La Plata,On-Air,,,CCARC,yes,100,,,,,,,,http://www.sjcham.com,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,,239.4,SW,yes,145.37,144.77,,,,La Plata,On-Air,,E-power.,CCARC,yes,100,,,,,,,,http://www.sjcham.com,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,100,KB5ITS,"Mancos, Caviness Mountain",CO,OPEN,,240.3,SW,yes,442.375,447.375,,,,Montezuma,On-Air,San Juan Connection,,,yes,100,,,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,110.9,KD7PPP,"Lander, airport",WY,OPEN,,245.5,NW,yes,145.445,144.845,,,,Fremont,On-Air,"KC7CJN, WB7CJT",,WRCG,yes,110.9,,,,Lander and north to Wind River Canyon and south in the Wind River Mountains.,FCARS,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KB5ITS,"Mancos, Menefee Mountain",CO,OPEN,,245.6,SW,yes,145.325,144.725,,,,Montezuma,On-Air,,E-power.,CCARC,yes,100,,,,Wide area.,,,Full time to the San Juan Connection,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC6,N5UBJ,"Mancos, Caviness Mountain",CO,OPEN,,246,SW,yes,446.7375,441.7375,,,,Montezuma,On-Air,RMHAM,,CCARC,yes,,yes,6,,,,,Talkgroup 700 TS 1 Talkgroup 719 TS 2,http://www.rmham.org,,,,,,,,,,,,,,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  1  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,1,,,,,,,,,,,,,,,,
447.275,-5,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,247.4,SW,yes,447.275,442.275,,,,Montezuma,On-Air,,,,yes,100,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,247.4,SW,yes,145.19,144.59,,,,Montezuma,On-Air,,,CCARC,yes,100,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,CSQ,N0UVP,Gordon,NE,OPEN,,249.9,NE,yes,146.67,146.07,,,,Sheridan,Off-Air,SHARC,E-power.,,yes,CSQ,,,,,,,"Working on the transmitter, hope to be back on the air soon.",,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,D261,N7HYF,"Lander, Limestone Mountain",WY,PRIVATE,,251.9,NW,yes,449.9,444.9,,,,Fremont,On-Air,N7HYF,,WRCG,yes,D261,,,,,,"Full-time to  
        53.03000 (N7HYF) at Lander, WY .
 


Full-time to  
        147.06000 (N7HYF) at Boysen, Boysen Peak, WY .",,,,,D261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.175,-5,127.3,KD5LWU,Cortez,CO,OPEN,E,256.7,SW,yes,449.175,444.175,,,,Montezuma,Off-Air,KD5LWU,,CCARC,yes,127.3,,,,,,,,,24336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,127.3,KD5LWU,"Cortez, Downtown",CO,OPEN,EA,256.7,SW,yes,146.79,146.19,,,,Montezuma,On-Air,KD5LWU,,CCARC,yes,127.3,,,,,,,,,24336,,127.3,,,,,,,,,4,,,,,,29317,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,D261,N7HYF,Lander,WY,OPEN,,264.6,NW,yes,53.03,52.03,,,,Fremont,On-Air,WYAME/N7HYF,,WRCG,yes,D261,,,,Wide area,,"Full-time to  
        147.06000 (N7HYF) at Boysen, Boysen Peak, WY .
 


Full-time to  
        449.90000 (N7HYF) at Lander, Limestone Mountain, WY .",,,,,D261,,,,,,,,,"WY Dxers assoc. 
WYAME Nets.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,,K0ECT,Ulysses,KS,OPEN,,269.6,SE,yes,147.06,147.66,,,,Grant,On-Air,SKECT,,Kansas Repeater Council,yes,,,,,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.525,5,141.3,K0ECT,"Ulysses, Wagon Bed Springs",KS,OPEN,,278.6,SE,yes,444.525,449.525,,,,Grant,On-Air,SKECT,E-power.,Kansas Repeater Council,yes,141.3,,,,,,Full-time to the  SKECT System .,,http://skect.org/default.aspx,,,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
