Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,YSF Digital Enabled,DG-ID,County,Op Status,Coverage,Affiliate,Features,Notes,Last update,Uplink Tone,Downlink Tone,WIRES-X,Mixed-Mode,Sponsor,Links,EchoLink,IRLP,Coordination,Web links,On-air,Commands,Grid,AllStar,Nets,Feed,Talkgroups,Colorado,Southern Colorado,Denver Regional,Worldwide,North America,Local/Cluster,Location Photo,P25 Digital Enabled,NAC,Default Reflector,Talkgroup Network,Northern Colorado,English,TAC 310,DCI Bridge,Texas,COMM 1,Texas/Oklahoma Regional USA,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,N. Colorado,Mountain Reg USA,Worldwide English,Amarillo WIRES-X,NORCAL 1,NORCAL 5150,Local or Reflector,UA English 1,UA English 2,CAL 1,Southwest USA,Hytera USA,Parrott,Audio Test,Kansas,Bandwidth,CKRG,KansasLink
147.12,0.6,,W0VTL,Gunnison,CO,OPEN,,203.4,W,,147.12,147.72,,,,,,,,,Gunnison,On-Air,,,E-power.,,,,,,,W0VTL,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,K5GF,Gunnison,CO,OPEN,,203.4,W,,449.95,444.95,,,,,,,,,Gunnison,,,,,,,,,,,K5GF,,,,CCARC,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,NM5ML,"Conchas Dam, Mesa Rica",NM,OPEN,,203.5,SSW,,147.36,147.96,,,,,,,,,San Miguel,On-Air,Wide area.,,5,,,100,,,,,Full-time to the  Mega-Link System .,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.45,-0.6,,KB5WEZ,Las Vegas,NM,OPEN,,203.5,SSW,,145.45,144.85,,,,,,,,,San Miguel,Off-Air,Wide area.,,"E-power, linked.",,,,,,,KB5WEZ,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,162.2,W5SF,"Las Vegas,  Elk Mountain",NM,OPEN,,204.5,SW,,147.3,147.9,,,,,,,,,San Miguel,On-Air,Wide area.,,"E-power, linked.",,,162.2,,,,Santa Fe ARC,,,,NMFCC,SFARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,67,NM5ML,"Pecos, Elk Mountain",NM,OPEN,,204.5,SW,,147.26,147.86,,,,,,,,,San Miguel,On-Air,Wide area.,,11,,,67,,,,,Full-time to the  Mega-Link System .,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC7,N0SZ,Vail,CO,OPEN,,204.5,WNW,,445.075,440.075,,,,,7,,,,Eagle,On-Air,,Rocky Mountain Ham Radio,,,,,,,,K2AD,,,,CCARC,http://www.rmham.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.875,-25,D114,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,205.4,NNW,,927.875,902.875,,,,,,,,,Larimer,Off-Air,,,,Down due to lightning strike. Scheduled to return end of June 2012.,,D114,,,,WA6IMI,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,94.8,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,205.4,NNW,,449.425,444.425,,,,,,,,,Larimer,On-Air,,,,,,94.8,,,,,"Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,205.7,NNW,,448.325,443.325,,,,,,,,,Larimer,On-Air,,,,,,110.9,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,205.7,WNW,,147.345,147.945,,,,,,,,,Eagle,On-Air,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass.  Map,,9,,,88.5,123,,,Colorado Connection,Full-time to the  Colorado Connection System .,,,CCARC,,,,,,"Central Colorado Traffic Net: Daily at 19:3030 
Colorado Connection Net (All Welcome):  Thu at 20:00. 
Statewide ARES net: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.13125,-0.6,CC14,KD5ROK,"Borger, NW Well Field",TX,OPEN,,207.4,SSE,,,"a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",,,,,14,,,,Hutchinson,On-Air,45,Brandmister,TS1 AMA-WIRES-X,,,,,,,,,,,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Amarillo WIRES-X  1  31485  Full-Time    Local/Cluster  2  2  Full-Time    Texas  2  3148  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,2,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,208.6,NNW,,447.7,442.7,,,,,,,,,Larimer,On-Air,Wide Area Coverage,,,,,100,100,,,Northern Colorado Amateur Radio Club,"Linkable to  
        146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .
 


Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Full-time to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,http://ncarc.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,209,NNW,,146.625,146.025,,,,,,,,,Larimer,On-Air,Wide area: Northern front range.,,E-power.,,,100,100,,,Northern Colorado ARC,"Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Linkable to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,209,NNW,,224.84,223.24,,,,,,,,,Larimer,On-Air,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY",,"E-power, 25 watts.",,,100,100,,,Northern Colorado ARC,"Full-time to  
        447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,209.2,WNW,,447.05,442.05,,,,,,,,,Pitkin,On-Air,Aspen-Snowmass areas.,,,,,136.5,136.5,,,Roaring Fork Amateur Repeater Cooperative,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,209.7,W,,449.525,444.525,,,,,,,,,Mineral,On-Air,,The Fun Machine,,,,100,100,,,N0PKT,Full-time to the  The Fun Machine System .,,,,,,,DM67lt,43265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.2,5,88.5,N5LTZ,Amarillo,TX,OPEN,,209.7,SSE,,444.2,449.2,,,,,,,,,Potter,On-Air,,"Randall County ARES-RACES, Caprock Intertie",,350,,88.5,88.5,,,,Full-time to the  Caprock Intertie System .,,,TVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.1625,-25,151.4,KA3IDN,Amarillo,TX,OPEN,E,210.2,SSE,,927.1625,902.1625,,,,,,,,,Potter,On-Air,,,,,,151.4,,,,,,361016,,TVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.9625,5,CC14,KA3IDN,Amarillo,TX,OPEN,,211.1,SSE,,444.9625,449.9625,,,,,14,,,,Potter,On-Air,45,DMR-MARC,,Time Slot #1 - Group Call 3 = DMR-MARC North America Time Slot #1 - Group Call 3777215= TRBO-6 Time Slot #1 - Group Call 3148= TX Statewide Time Slot #2 - Group Call 10 = West Texas Local,,,,,,,,,,,DMR MARC,,,,,NorCal/West Texas Net DMR-MARC,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Local/Cluster  1  2  Full-Time    North America  1  3  Full-Time    NORCAL 1  1  621  PTT    NORCAL 5150  1  5150  Full-Time    COMM 1  1  3777215        2    PTT    Worldwide  2  1  PTT    North America  2  3  PTT    Local or Reflector  2  9  Full-Time    English  2  13  PTT    UA English 1  2  113  PTT    UA English 2  2  123  PTT    TAC 310  2  310  PTT    CAL 1  2  2251  PTT    Texas  2  3148      Southwest USA  2  3176  Full-Time    Hytera USA  2  4639  PTT    Parrott  2  9998  PTT    Audio Test  2  9999  PTT    COMM 1  2  3777215  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,2,2,1,,,,,NorCal,,2,2,,2,2,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,2,,,,
441.65,5,127.3,N5LUL,Amarillo,TX,OPEN,,211.1,SSE,,441.65,446.65,,,,,,,,,Potter,On-Air,,,,,,127.3,,,,,,,,TVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441.375,5,88.5,WR9B,Amarillo,TX,OPEN,,211.1,SSE,,441.375,446.375,,,,,,,,,Randall,On-Air,,,,30,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.3,5,,W5JTC,Amarillo,TX,OPEN,W,211.1,SSE,,444.3,449.3,,,,,,,,Open ↑ / Open ↓,Potter,On-Air,,,Linked,Normally linked to Borger (147.000) and Stinnett (444.800) Repeaters.,,,,21379,,,"Full-time to  
        147.00000 (W5WDR) at Borger, TX .
 


Full-time to  
        444.80000 (W5WDR) at Stinnett, TX .",,,,,,,,,Golden Spread Amateur Information Net. Tuesdays @ 6:30 PM Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,,N5LTZ,Amarillo,TX,OPEN,,211.3,SSE,,146.92,146.32,,,,,,,,,Randall,,,,"E-power, linked.",,,,,,,CRII,,,,TVHFS,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.5,5,,N5LTZ,Amarillo,TX,CLOSED,,211.3,SSE,,443.5,448.5,,,,,,,,,Potter,,,,,,,,,,,,,,,TVHFS,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,88.5,N5ZLU,Amarillo,TX,OPEN,,211.3,SSE,,146.74,146.14,,,,,,,,,Randall,On-Air,Wide area.,,,,,88.5,,,,Southwest Lynx System,Full-time to the  Southwest Lynx System .,,,TVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,141.3,NM5EM,"Santa Fe, Tesuque Peak",NM,OPEN,,211.7,SW,,147.02,147.62,,,,,,,,,Santa Fe,On-Air,,,,,,141.3,,,,NMEMA ARC,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,162.2,W5SF,"Santa Fe,  Tesuque Peak",NM,OPEN,,211.7,SW,,146.82,146.22,,,,,,,,,Santa Fe,On-Air,Wide area.,,"Autopatch, e-power.",,,162.2,,,,Santa Fe ARC,"Full-time to  
        442.82500 (KB5ZQE) at Santa Fe, Tesuque Peak, NM .",,,NMFCC,SFARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.825,5,131.8,KB5ZQE,"Santa Fe, Tesuque Peak",NM,OPEN,,211.7,SW,,442.825,447.825,,,,,,,,,Santa Fe,On-Air,,,Autopatch.,,,131.8,,,,Santa Fe ARC,"Full-time to  
        146.82000 (W5SF) at Santa Fe,  Tesuque Peak, NM .",,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.475,5,88.5,W5WX,Amarillo,TX,OPEN,,211.9,SSE,,444.475,449.475,,,,,,,,Open ↑ / Open ↓,Randall,On-Air,,,,,,,,,,Panhandle Amateur Radio Club,,,,TVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,88.5,W5WX,Amarillo,TX,OPEN,,211.9,SSE,,147.34,147.94,,,,,,,,Open ↑ / Open ↓,Randall,On-Air,,ARRL,,,,,,,,Panhandle Amateur Radio Club,,,,TVHFS,,,,,,PARC Before Dark Net: Weekdays 17:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Abiquiu, Cerro Pelon",NM,OPEN,,213.5,SW,,147.04,147.64,,,,,,,,,Rio Arriba,Off-Air,,,,,,141.3,,,,NMEMA ARC,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.375,5,100,WA5IHL,"Las Vegas, Mesa Apache",NM,CLOSED,,213.9,SSW,,444.375,449.375,,,,,,,,,San Miguel,On-Air,Wide area.,,"Closed autopatch, e-power.",,,100,,,,JPARA,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KE0KIY,Hays,KS,OPEN,,214.5,E,,147.18,147.78,,,,,,,,,Ellis,On-Air,Local 35 mi radius.,,"Autopatch, e-power.",,,100,100,,,ELLIS CO,,,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,,W5TSV,Pampa,TX,OPEN,,214.5,SE,,146.9,146.3,,,,,,,,,Gray,On-Air,Wide area. 35 mi radius.,,400,,,,,,,,,,,TVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.075,5,131.8,W5HFZ,Buffalo,OK,OPEN,,214.6,SE,,442.075,447.075,,,,,,,,,Harper,,,,,,,131.8,,,,GBARG,,,,ORSI,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.81,-1.7,131.8,W5HFZ,Buffalo,OK,OPEN,,214.6,SE,,52.81,51.11,,,,,,,,,Harper,,,,,,,131.8,,,,Great Bison Amateur Radio Group (GBARG),,,,ORSI,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,131.8,W5HFZ,Buffalo,OK,OPEN,,214.8,SE,,145.13,144.53,,,,,,,,,Harper,,,,WX.,,,131.8,,,,GBARG,,,,ORSI,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,88.5,N5LTZ,Pampa,TX,OPEN,,215,SE,,444.4,449.4,,,,,,,,,Gray,On-Air,,Caprock Intertie,Linked.,,,88.5,,,,,,,,TVHFS,Caprock Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,215.5,WNW,,146.67,146.07,,,,,,,,,Pitkin,On-Air,Wide area.,,Linked.,,,107.2,,,,Ski Country ARC,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.75,5,,N5LTZ,Canadian,TX,CLOSED,,216.1,SE,,443.75,448.75,,,,,,,,,Hemphill,,,,,,,,,,,,,,,TVHFS,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,203.5,W5GPR,Buffalo,OK,OPEN,,216.5,SE,,147.12,147.72,,,,,,,,,Harper,,30,,200,,,203.5,,,,GPARC,,,,ORSI,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,CC1,K0USY,Hays,KS,OPEN,,217.6,E,,444,449,,,,,1,,,,Ellis,On-Air,15,K0USY Group,,Click here for DMR TG info.,,,,,,,Full-time internet linked to the  KS-DMR (3120) System .,,,Kansas Repeater Council,http://k0usy.strikingly.com/,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  English  1  13      Kansas  2  3120    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
443.6,5,100,KE0KIY,Hays,KS,OPEN,,217.6,E,,443.6,448.6,,,,,,,,Open ↑ / Open ↓,Ellis,On-Air,Local.,,,,,100,CSQ,,Yes; analog capable.,ECHO ARC,,,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.85,5,88.5,N5LTZ,Miami,TX,OPEN,,217.6,SE,,444.85,449.85,,,,,,,,,Roberts,On-Air,,,Linked.,,,88.5,,,,,,,,TVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.825,5,114.8,N0ECQ,Hays,KS,OPEN,,218.1,E,,444.825,449.825,,,,,,,,,Ellis,On-Air,Local,,,,,114.8,114.8,,,,,,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,218.6,NW,,147.075,147.675,,,,,,,,,Grand,On-Air,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70.  Map,,,Part of the Colorado Connection system of Repeaters,,88.5,123,,,Colorado Connection,Full-time to the  Colorado Connection System .,,,CCARC,,,,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.0375,-25,131.8,KD0EZQ,"Hays, Catherine Road",KS,OPEN,IA,219.6,E,,927.0375,902.0375,,,,,,,,,Ellis,On-Air,,Western Kansas Intertie,Emergency power,Allstar 2578,,131.8,,,,N7JYS,,,3917,,,,,,2578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,,
147.045,0.6,CC7 131.8,N7JYS,Hays,KS,OPEN,I,219.6,E,,147.045,147.645,,,,,7,,,Open ↑ / Open ↓,Ellis,On-Air,"Ellis, Hays, Wakeeney. 35 mi radius.",,E-power,MMDVM Mixed-mode.,,131.8,131.8,,Yes; analog capable.,N7JYS,Full-time internet linked to the  CKRG System . Full-time internet linked to the  KansasLink System . Linkable to the  Western Kansas Intertie System .,,3917,Kansas Repeater Council,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Local or Reflector  1  9  Full-Time    CKRG  1  31204  Full-Time    Local/Cluster  2  2  Full-Time    KansasLink  2  31203  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,2,,,293,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,2
224.28,-1.6,131.8,N7JYS,Hays,KS,OPEN,A,219.6,E,,224.28,222.68,,,,,,,,,Ellis,On-Air,50,Western Kansas Intertie,Internet linking,,,131.8,131.8,,,N7JYS,,,,,,,,,2351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.45,5,162.2,N7JYS,"Hays, K-Link",KS,OPEN,A,219.6,E,,442.45,447.45,,,,,,,,,Ellis,On-Air,Click for coverage map.  35 mi radius.,Affiliate of the K-Link Repeater Network,E-Power.,,,162.2,162.2,,,N7JYS,"Full-time to  
        444.95000 (AB0UO) at Russell, K-Link, KS .
 


Full-time to  
        443.57500 (K0HAM) at Ransom, K-Link, KS .
 


Full-time to the  K-Link System . Linkable to the  NEKSUN (K0HAM) System .",,,Kansas Repeater Council,K-Link Repeater Network,,,,42940,ARES: Sat at 21:00.,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.84,-0.6,107.2,N9PGQ,La Cueva,NM,OPEN,,220.2,SW,,146.84,146.24,,,,,,,,,Santa Fe,,,,,,,107.2,,,,N9PGQ,,,,NMFCC,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.2,-1,107.2,N9PGQ,La Cueva,NM,OPEN,,220.2,SW,,53.2,52.2,,,,,,,,,Santa Fe,Off-Air,,,,,,107.2,,,,N9PGQ,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.125,5,107.2,N9PGQ,La Cueva,NM,OPEN,,220.2,SW,,442.125,447.125,,,,,,,,,Santa Fe,,,,,,,107.2,,,,,,,,NMFCC,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,,220.6,WSW,,146.61,146.01,,,,,,,,,Archuleta,On-Air,,,,,,123,,,,,,,,CCARC,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6725,5,CC1,K0USY,Hays,KS,OPEN,,221.2,E,,444.6725,449.6725,,,,,1,,,,Ellis,On-Air,18,,,,,,,,,,Full-time internet linked to the  KS-DMR (3120) System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,136.5,NM5SJ,Dulce,NM,OPEN,,221.3,WSW,,145.43,144.83,,,,,,,,,Rio Arriba,On-Air,,,,,,136.5,,,,SJC EMCOMM,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,,Santa Fe,NM,OPEN,,222.6,SW,,145.19,144.59,,,,,,,,,Bernalillo,On-Air,,,,,,162.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,,W5SF,Santa Fe,NM,OPEN,,222.6,SW,,145.21,144.61,,W5SF (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,Santa Fe,On-Air,Local Santa Fe,Santa Fe Amateur Radio Club,,Soon to move to a better location.,,,,,,W5SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,,W5SF,Santa Fe,NM,OPEN,,222.6,SW,,444.575,449.575,,W5SF (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,Santa Fe,On-Air,Local Santa Fe,Santa Fe Amateur Radio CLub,,Soon to move to a better location,,,,,,W5SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.11,-0.6,88.5,KA5KQH,Miami,TX,OPEN,,224.1,SE,,145.11,144.51,,,,,,,,,Roberts,,,,400,,,88.5,,,,,,,,TVHFS,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,162.2,W5SF,"Santa Fe, St Vincent Hospital",NM,OPEN,,224.3,SW,,147.2,147.8,,,,,,,,,Santa Fe,On-Air,,,E-power. Full time link to Tesuque Peak.,,,162.2,,,,Santa Fe ARC,,,,NMFCC,SFARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.3,5,162.2,N0KOM,Logan,KS,OPEN,I,225,E,,442.3,447.3,,,,,,,,,Phillips,On-Air,Repeater Coverage Map,,,"For K-Link access dial 9335. 
For Wes-Kan dial 933. 
To disconnect dial 73.",,162.2,162.2,,,,Linkable to the  Western Kansas Intertie System .,,7446,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CSQ,W5PDO,"Los Alamos, Barranca Mesa",NM,OPEN,,225.5,SW,,146.88,146.28,,,,,,,,,Los Alamos,On-Air,,,Autopatch,Located on the Barranca Mesa water tower.,,CSQ,CSQ,,,Los Alamos ARC,,,,NMFCC,,,"Autopatch: Up- *88, wait for dialtone, and dial phone nbr. Down- #.",,,LAARC: Sun at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.04,-1.6,100,KA5BIW,Los Alamos,NM,OPEN,,226.1,SW,,224.04,222.44,,,,,,,,,Los Alamos,On-Air,,,,linked with 442.0 KA5BIW,,100,100,,,KA5BIW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,100,KA5BIW,Los Alamos,NM,OPEN,E,226.1,SW,,442,447,,,,,,,,,Los Alamos,On-Air,,,Linked with 224.04 KA5BIW,,,100,,,,KA5BIW,,87566,,,http://ka5biw.com/ham_radio/repeater.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.775,-5,100,KF5SGT,Santa Fe,NM,OPEN,I,226.4,SW,,447.775,442.775,,,,,,,,,Santa Fe,On-Air,Santa Fe,,,,,100,,,,,,,7326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.275,-5,146.2,K9GAJ,Santa Fe,NM,OPEN,I,226.5,SW,,449.275,444.275,,,,,,,,,Santa Fe,On-Air,,,,,,146.2,,,,Fred Homuth,,,3939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
