Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Web links,Coordination,Last update,Downlink Tone,Nets,Notes,Links,IRLP,On-air,Affiliate,EchoLink,D-STAR Enabled,Node,Sources,AllStar,Commands,DMR Enabled,Color Code,Wide Network,Location Photo,Grid,Talkgroups,Colorado,Southern Colorado,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Data,DMRX 1,Utah Statewide 2,Local/Cluster,TAC 311,USA,Utah,Mountain Reg USA,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,YSF Digital Enabled,DG-ID,Mixed-Mode,Local,Denver Regional,Northern Colorado,P25 Digital Enabled,NAC,Default Reflector
927.1125,-25,D432,W7XDX,"West Jordan,  Butterfield Peak",UT,OPEN,,191.4,NW,yes,927.1125,902.1125,D432,Salt Lake,,Wasatch Front from Payson to Tremonton.,,9,,UVHFS,yes,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,191.5,ESE,yes,449.975,444.975,100,Chaffee,On-Air,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,,2,K0JSC.COM,CCARC,yes,100,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,Full-time to the  The Fun Machine System .,7301,,,363976,,,,28368,,,,,,DM68xk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,191.5,ESE,yes,147.285,147.885,88.5,Chaffee,On-Air,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",Colorado Connection,11,,CCARC,yes,123,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES Net: Sun at 20:00.",,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,191.5,ESE,yes,145.295,144.695,107.2,Chaffee,On-Air,Wide area.,Cheyenne Mtn Repeater Group,,CMRG Repeaters,CCARC,yes,,,,,,,,,,,,,,,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.45,-0.6,100,WA7UAH,"West Jordan, Butterfield Peak",UT,OPEN,,191.5,NW,yes,145.45,144.85,100,Salt Lake,On-Air,Wide area: Wasatch Front from Payson to the Utah/Idaho border.,ERC Repeater System,9,,UVHFS,yes,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,151.4,WA7UAH,"West Jordan, Butterfield Pk",UT,OPEN,,191.5,NW,yes,449.725,444.725,151.4,Salt Lake,On-Air,Wide area: Wasatch Front from Payson to the Utah/Idaho border.,ERC Repeater System,9,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,191.9,ESE,yes,446.975,441.975,,Chaffee,On-Air,,Crestone Amateur Radio Emergency Services,,KD0QPG,CCARC,yes,,,,,,,Crestone Amateur Radio Emergency Services,,yes,KD0QPG (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC0,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,191.9,ESE,yes,446.8125,441.8125,,Chaffee,On-Air,,RMHAM,,,,yes,,,,,,,,,,,,,,yes,0,yes,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,KF7YXL,"South Salt Lake City, Fire Station 43",UT,OPEN,,192.3,NW,yes,447.7,442.7,100,Salt Lake,On-Air,,,,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB6BOB,"Cedar City, Blowhard Mountain",UT,CLOSED,,192.6,WSW,yes,448.65,443.65,,Iron,,"Wide area: St. George and the neighboring communities. The area of Washington County as a whole, including parts of neighboring counties and states south and west of St. George.",Desert RS,"Remote base, 10,640'.",,UVHFS,yes,,,,,,Unknown,Cactus-Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.8,-0.6,100,WV7H,"Cedar City, Blowhard Mountain",UT,OPEN,,192.6,WSW,yes,146.8,146.2,100,Iron,On-Air,"Wide area: The area of Washington County as a whole, including parts of neighboring counties and states south and west of St. George. Cedar City and nearby communities.",,,http://www.utahvhfs.org/snowlink.html,UVHFS,yes,,State RACES: 3rd Thursday of even-numbered months.,,Full-time to the  Intermountain Intertie System .,,,Intermountain Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,123,W7NRC,"Kanab, TV Site",UT,OPEN,E,192.8,WSW,yes,146.88,146.28,123,Kane,On-Air,"Southern border of Utah and Northern Arizona including Kanab, Fredonia, and surrounding areas.",,5,,UVHFS,yes,,Good Morning Net: Weekdays @ 0800,,,,,,892361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,
147.3,0.6,100,N7YSE,"Jacob Lake, Jacob Lake Inn",AZ,OPEN,,193.1,SW,yes,147.3,147.9,100,Coconino,On-Air,"Kanab and Fredonia, to Long Valley Junction and Escalante toward the north, East of Page, Vermillion Cliffs and Lee's Ferry in Arizona. 45 mi radius.",KC Amateur Radio Club,,AB7UT,ARCA,yes,,Kane County ARES net: Mon at 08:00.,,,,,AB7UT,,,,,,,,,,,DM36vr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,100,N7YSE,"Kanab, TV Site",AZ,OPEN,,193.6,WSW,yes,449.1,444.1,100,Coconino,On-Air,Covers Kanab and Fredonia and along the Utah/Arizona border from Johnson Canyon to Pipe Springs,KC Amateur Radio Club,2,,ARCA,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,,W7NRC,Kanab,UT,OPEN,,193.7,WSW,yes,449.85,444.85,,Kane,Off-Air,Southern border of Utah including Kanab and surrounding areas.,,4,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,,WI7M,Kanab,UT,OPEN,,193.7,WSW,yes,147.36,147.96,,Kane,Off-Air,Southern border of Utah including Kanab and surrounding areas.,,,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,KD0J,"Salt Lake City, SLCC",UT,OPEN,,194.3,NW,yes,146.88,146.28,88.5,Salt Lake,On-Air,"Salt Lake Valley communities from Salt Lake City to Draper. 
North Salt Lake to South Ogden.",Utah VHF Society,,http://www.slcoares.net/,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,114.8,KD7NX,"Salt Lake City,  U of U Hospital",UT,OPEN,,194.6,NW,yes,146.74,146.14,114.8,Salt Lake,On-Air,Salt Lake Valley communities from Salt Lake City to Draper.,Mercury ARA,4,,UVHFS,yes,,MARA: Wed at 2100.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,114.8,KD7NX,"Salt Lake City,  U of U Hospital",UT,OPEN,,194.6,NW,yes,448.1,443.1,114.8,Salt Lake,On-Air,Salt Lake Valley communities from Salt Lake City to Draper. Utah County from Alpine to Payson.,,4,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,107.2,K2NWS,"Kearns,  Bacchus Hill",UT,OPEN,,194.8,NW,yes,447.525,442.525,107.2,Salt Lake,On-Air,Salt Lake Valley communities from Draper to north Davis County,KF6RAL,5,,UVHFS,yes,107.2,,National Weather Service Alerts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,NM5SJ,Lybrook,NM,OPEN,,195,SE,yes,145.49,144.89,100,Rio Arriba,On-Air,,Totah ARC,Closed autopatch.,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,195.1,SE,yes,447.1,442.1,77,Saguache,On-Air,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,195.3,SE,yes,146.64,146.04,77,Rio Grande,On-Air,Low level local coverage,,,,,yes,77,,,,,,,,,,,28781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,,W7SAR,Salt Lake City,UT,OPEN,,195.6,NW,yes,447.175,442.175,,Salt Lake,On-Air,Salt Lake Valley communities from Salt Lake City to Draper.,,Portable.,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,151.4,KA7OEI,Salt Lake City,UT,OPEN,,195.8,NW,yes,449.75,444.75,151.4,Salt Lake,,,,,,UVHFS,yes,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.5875,-25,D432,W7XDX,Salt Lake City,UT,OPEN,,195.8,NW,yes,927.5875,902.5875,D432,Salt Lake,,Wasatch Front from Payson to Tremonton.,,,,UVHFS,yes,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,196,NE,yes,147.165,147.765,88.5,Routt,On-Air,,Colorado Connection,,,,yes,123,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,196,NE,yes,449.625,444.625,123,Routt,On-Air,Local Steamboat Area,"Colorado Connection Repeaters, Inc.",Statewide Linked System,http://colcon.org,,yes,123,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net: Thu at 20:00 (All welcome).  
Statewide ARES Net: Sundays at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,196,NE,yes,147.21,147.81,107.2,Routt,On-Air,,SSARC,"Linked, WX.",,CCARC,yes,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,196.1,ESE,yes,448.575,443.575,103.5,Park,Off-Air,Western Park County,,,,CCARC,yes,103.5,,,"Full-time internet linked to  
        146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,100,WD7SL,"Salt Lake City, LDS HQ",UT,OPEN,I,196.3,NW,yes,448.425,443.425,100,Salt Lake,On-Air,Salt Lake Valley communities from Salt Lake City to Draper.,ERC,,,UVHFS,yes,,,,,3837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,CSQ,AA7JR,"Salt Lake City, Capitol",UT,OPEN,,196.6,NW,yes,145.21,144.61,CSQ,Salt Lake,,Salt Lake Valley communities from Salt Lake City to Draper.,Utah VHF Society,Autopatch.,,UVHFS,yes,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,,W7DES,"Salt Lake City, Capitol",UT,OPEN,,196.6,NW,yes,147.06,147.66,,Salt Lake,Off-Air,Salt Lake Valley communities from Salt Lake City to Draper.,Utah VHF Society,4,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,100,W7DES,"Salt Lake City,  Capitol",UT,OPEN,,196.6,NW,yes,448,443,100,Salt Lake,On-Air,,,,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,100,W7IHC,"Salt Lake City,  IHC",UT,OPEN,I,197.1,NW,yes,448.55,443.55,100,Salt Lake,On-Air,,IHCRC,,,UVHFS,yes,,,,,3078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,197.7,E,yes,147.075,147.675,88.5,Grand,On-Air,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70.  Map,Colorado Connection,,,CCARC,yes,123,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",Part of the Colorado Connection system of Repeaters,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,100,K7XRD,"Salt Lake City, Ensign Peak",UT,OPEN,,197.9,NW,yes,448.525,443.525,,Salt Lake,On-Air,Salt Lake Valley,SL Crossroads ARC,,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,
449.4,-5,100,K7JL,"Salt Lake City, Ensign Peak",UT,OPEN,,198.3,NW,yes,449.4,444.4,100,Salt Lake,On-Air,Salt Lake Valley communities from Salt Lake City to Draper. 50 mi radius.,K7JL,2,http://www.utahvhfs.org/snowlink.html,UVHFS,yes,,UVHFS Net: Tue at 20:00.,5,Full-time to the  Intermountain Intertie System .,,,Intermountain Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,KC7IIB,"Salt Lake City, Ensign Peak",UT,OPEN,,198.3,NW,yes,146.7,146.1,100,Salt Lake,On-Air,Salt Lake Valley communities from Salt Lake City to Draper. North Salt Lake to South Ogden.,Salt Lake Co ARES,"E-power, 5,911'.",http://www.slcoares.net/,UVHFS,yes,,Weekly Net: Wed at 20:30 except 4th Wednesday.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KC7IIB,"Salt Lake City, Ensign Peak",UT,OPEN,,198.3,NW,yes,448.45,443.45,100,Salt Lake,On-Air,,Salt Lake Co ARES,,,UVHFS,yes,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,KD0J,"Salt Lake City, Ensign Peak",UT,OPEN,,198.3,NW,yes,449.9,444.9,100,Salt Lake,,Salt Lake Valley communities from Salt Lake City to Draper.,Salt Lake Co ARES,,http://utahvhfs.org,UVHFS,yes,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,203.5,KD7IMS,"Salt Lake City,  Ensign Peak",UT,OPEN,,198.3,NW,yes,448.175,443.175,203.5,Salt Lake,,Wide area: Salt Lake Valley communities from Salt Lake City to Draper.,N7HIW,5,,UVHFS,yes,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.16,0.6,127.3,WA7SNS,"Salt Lake City, Ensign Peak",UT,OPEN,,198.3,NW,yes,147.16,147.76,127.3,Salt Lake,On-Air,Salt Lake Valley communities from Salt Lake City to Draper.,,"Autopatch, 5,800', linked to (147.240).",,UVHFS,yes,,,,"Full-time to  
        147.14000 (K7MLA) at West Jordan, Butterfield Peak, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.275,-5,88.5,WA7VHF,"Salt Lake City, Ensign Peak",UT,OPEN,I,198.3,NW,yes,449.275,444.275,88.5,Salt Lake,On-Air,Wide area: Salt Lake Valley communities from Salt Lake City to Draper.,,Linked.,,UVHFS,yes,,,,,3407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.82,-1.6,167.9,WB6CDN,"Salt Lake City, Meridian Peak",UT,OPEN,,198.6,NW,yes,224.82,223.22,167.9,Salt Lake,On-Air,Wide area: Salt Lake Valley communities from Salt Lake City to Draper.,Intermountain Repeater Emergency Amateur Network,"Autopatch, remote base, 6,400'. e-power, link to law enforcement.",,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.05,-5,100,K7CSW,"Salt Lake City, SLC",UT,OPEN,,198.7,NW,yes,448.05,443.05,100,Salt Lake,On-Air,Salt Lake Valley communities from Salt Lake City to Draper. North Salt Lake to South Ogden,Salt Lake Peaks ARC,4,,UVHFS,yes,,"CSW Net, Mon-Thur, 7:05am",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,198.7,E,yes,146.7,146.1,107.2,Summit,On-Air,,GRARC,E-power.,,CCARC,yes,,,,,3972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,100,W0HU,Salt Lake City,UT,OPEN,,198.8,NW,yes,447.025,442.025,100,Salt Lake,On-Air,Wide area.,Salt Lake Co ARES,4,,UVHFS,yes,,,,,,,,,,,,,,,,,,DN40as,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,162.2,W5SF,"Chama, Overlook Mtn",NM,OPEN,,198.8,SE,yes,147.08,147.68,162.2,Rio Arriba,On-Air,,SFARC,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.38,0.6,,WA7GIE,"Salt Lake City, Nelson Peak",UT,OPEN,,198.9,NW,yes,147.38,147.98,,Salt Lake,Off-Air,Wasatch Front from Payson to Tremonton. Interstate 80 corridor west of the Wasatch Front to the Nevada border. Tooele Valley and communities from Grantsville down toward Vernon. West Desert areas around Dugway and into Wendover and areas generally to the north and west of the Great Salt Lake.,,9,,UVHFS,yes,,,,,,,,,yes,WA7GIE (C),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,,WA7GIE,"Salt Lake City, Nelson Peak",UT,OPEN,,198.9,NW,yes,448.725,443.725,,Salt Lake,,Wasatch Front from Payson to Tremonton. Interstate 80 corridor west of the Wasatch Front to the Nevada border. Tooele Valley and communities from Grantsville down toward Vernon. West Desert areas around Dugway and into Wendover and areas generally to the north and west of the Great Salt Lake.,,9,,UVHFS,yes,,,,,,Unknown,,,yes,WA7GIE (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,,WA7GIE,"Salt Lake City, Nelson Peak",UT,CLOSED,,198.9,NW,yes,449,444,,Salt Lake,On-Air,Wide area: Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper. North Salt Lake to South Ogden.,Desert ARS,9,,UVHFS,yes,,,,,,,Cactus-Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,100,WA7GIE,"Salt Lake City, Nelson Peak",UT,OPEN,I,198.9,NW,yes,449.425,444.425,100,Salt Lake,On-Air,Wide area: Salt Lake Valley communities from Salt Lake City to Draper.,,9,,UVHFS,yes,,,,"Full-time to  
        449.55000 (WA7GIE) at Wendover, Wendover Peak, UT .
 


Full-time to  
        449.47500 (WA7GIE) at Provo, Lake Mountain, UT .",5620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,100,WY7U,"Rock Springs, Aspen Mountain",WY,OPEN,,198.9,N,yes,146.94,146.34,100,Sweetwater,On-Air,Wide area.,Sweetwater ARC,,,WRCG,yes,,,,Full-time to the  HERC System .,,,,357388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,N7RUG,"Rock Springs, Aspen Mountain",WY,OPEN,,199,N,yes,146.61,146.01,100,Sweetwater,On-Air,Wide area: SW Wyoming,Sweetwater RACES,Autopatch.,http://wy7u.angelfire.com,WRCG,yes,,Sun at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433.6,-5,100,WA7GIE,"Salt Lake City,  Nelson Peak",UT,CLOSED,,199,NW,yes,433.6,428.6,100,Tooele,On-Air,Wasatch Front from Payson to Tremonton.,,9,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,,N7AKK,"Cedar City, Hospital",UT,OPEN,E,199.6,WSW,yes,147.06,147.66,,Iron,On-Air,Cedar City and nearby communities.,,,,UVHFS,yes,,,,,,,,91510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.47,-0.6,,WV7H,Cedar City,UT,OPEN,,199.6,WSW,yes,145.47,144.87,,Iron,,Cedar City and nearby communities.,,5,,UVHFS,yes,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,,N7DZP,Cedar City,UT,OPEN,,199.9,WSW,yes,448.1,443.1,,Iron,On-Air,,,5,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,100,WA7GTU,Cedar City,UT,OPEN,,199.9,WSW,yes,448.4,443.4,100,Iron,On-Air,Wide area: Cedar City and nearby communities.,WA7GTU,HF remote base.,,UVHFS,yes,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,WA7GTU,Cedar City,UT,OPEN,EI,199.9,WSW,yes,449.9,444.9,100,Iron,On-Air,,WA7GTU,5,,UVHFS,yes,,,,,3574,,RCARC,193065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.25,-20,,WR7AAA,Cedar City,UT,OPEN,,199.9,WSW,yes,1299.25,1279.25,,Iron,,,,,,UVHFS,yes,,,,,,Unknown,,,yes,WR7AAA (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.15,-0.6,,WR7AAA,Cedar City,UT,OPEN,,199.9,WSW,yes,145.15,144.55,,Iron,,50,,,,UVHFS,yes,,,,,,Unknown,,,yes,WR7AAA (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,100,K7DAV,"Bountiful, golf course",UT,OPEN,,200,NW,yes,449.925,444.925,100,Davis,On-Air,Wide area: North Salt Lake to South Ogden.,Davis Co ARC,"Remote base, e-power.",http://www.dcarc.net,UVHFS,yes,100,DARC: Thu at 20:30.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,
147.3,0.6,100,W7EO,"Tooele, South Mountain",UT,OPEN,,200.5,NW,yes,147.3,147.9,100,Tooele,On-Air,Wasatch Front from Payson to the Utah/Idaho border.,West Desert ARC,,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W7EO,"Tooele,  South Mountain",UT,OPEN,,200.5,NW,yes,449.35,444.35,100,Tooele,On-Air,Tooele Valley and communities from Grantsville down toward Vernon.,"Tooele Co ARS, West Desert ARC",,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC0,N0SZ,"Fairplay, Badger",CO,OPEN,,200.8,ESE,yes,446.7625,441.7625,,Park,On-Air,,K7PFJ,,,,yes,,,,,,,RMHAM,,,,,,,yes,0,yes,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
927.3125,-25,127.3,NU7X,North Salt Lake,UT,OPEN,,201,NW,yes,927.3125,902.3125,127.3,Davis,Off-Air,Wasatch Front from Payson to Tremonton.,Davis Co ARC,4,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0875,-5,CC7,N0SZ,"Breckenridge, Baldy",CO,OPEN,,201.2,E,yes,445.0875,440.0875,,Fremont,On-Air,,K2AD,,http://www.rmham.org/,,yes,,,,,,,Rocky Mountain Ham Radio,,,,,,,yes,7,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,KB0VJJ,"Breckenridge, Bald Mountain",CO,OPEN,,201.4,E,yes,147.39,147.99,88.5,Summit,On-Air,Wide area.,Colorado Connection,12,Breckenridge Repeater,CCARC,yes,123,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.","Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-.  This machine has a split tone, 88.5 rx and 123.0 tx",Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,,W7IHC,"Salt Lake City, Intermountain Ridge",UT,OPEN,I,201.4,NW,yes,448.4,443.4,,Salt Lake,On-Air,Wide area.,IHC.,9,,UVHFS,yes,,,,,3407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
