500,Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Notes,Coordination,Last update,Coverage,Features,Links,Commands,Affiliate,Web links,D-STAR Enabled,Node,Sources,Grid,AllStar,Mixed-Mode,Nets,EchoLink,IRLP,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,On-air,YSF Digital Enabled,DG-ID,P25 Digital Enabled,NAC,Default Reflector,Bandwidth,WIRES-X,Feed,DTMF,A + [number],B
,927.05,-25,D411,N7HND,"Tucson, Mt Lemmon",AZ,OPEN,,251.3,WSW,yes,927.05,902.05,D411,,Pima,On-Air,KA7LFX,,ARCA,yes,85,,,,KA7LFX,,,,,DM42ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,146.88,-0.6,110.9,N7OEM,"Tucson, Mt Lemmon",AZ,OPEN,,251.3,WSW,yes,146.88,146.28,110.9,,Pima,On-Air,Pima County Office of Emergency Management,,ARCA,yes,85,E-power.,,,"RACES, PCOEM Comm Group",Pima County Office of Emergency Management,,,,DM42ok,,,"VHF Net, Every Saturday 1300hrs",,,,,,,,,,,,,,,,,,,,,,,,,,
,448.55,-5,110.9,N7OEM,"Tucson,  Mt Lemmon",AZ,OPEN,,251.3,WSW,yes,448.55,443.55,110.9,,Pima,On-Air,Pima County Office of Emergency Management,,ARCA,yes,,E-power.,,,PCOEM Comm Group,http://oemcomm.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,445.225,-5,103.5,W7ATN,"Tucson,  Mt Lemmon",AZ,OPEN,,251.3,WSW,yes,445.225,440.225,103.5,,Pima,On-Air,AZ Amateur Television Network,,ARCA,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,147.1,0.6,,N5SVI,Jal,NM,OPEN,,252.8,SE,yes,147.1,147.7,,,Lea,,N5SVI,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,
,147.08,0.6,141.3,K7EAR,"Bisbee, Mule Mountains",AZ,OPEN,,253,SW,yes,147.08,147.68,141.3,,Cochise,On-Air,,,ARCA,yes,Southern Cochise County,Linked to EAARS Network,,,Linked to  EAARS Network,Eastern Arizona ARS,,,,DM51al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,146.85,-0.6,100,N5BOP,Des Moines,NM,OPEN,,254,NE,yes,146.85,146.25,100,,Union,Off-Air,Sierra Grande RC,,NMFCC,yes,Wide area.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,444.8,5,77,N5BOP,Des Moines,NM,OPEN,,254,NE,yes,444.8,449.8,77,,Union,Off-Air,Sierra Grande Repeater Club,,NMFCC,yes,Wide area.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,147.175,0.6,141.3,NM5EM,"Des Moines, Sierra Grande",NM,OPEN,,254,NE,yes,147.175,147.775,141.3,,Union,On-Air,NMEMA ARC,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,145.37,-0.6,131.8,K7SPV,"Benson, Haystack Mtn",AZ,OPEN,,254.4,SW,yes,145.37,144.77,131.8,,Cochise,On-Air,San Pedro Valley ARC,,ARCA,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,146.94,-0.6,110.9,WD7F,Tucson,AZ,OPEN,EIW,256.3,WSW,yes,146.94,146.34,110.9,,Pima,On-Air,Border Area Repeater Team (BART),,ARCA,yes,30,,"Full-time to  
        448.35000 (N1DHS) at Tucson, Mt Lemmon, AZ .","IRLP : 
On- [node #]/Off- 73. 
 EchoLink : 
On- 00 + [node #]/Off- *. 
Status- BB. 
 WIRES II : 
On- # + [node #] + D/Off- #9999D 
Status- #66666.",,,,,,,,,,1125,3892,,,,,,,,,,,,,,,,,,,,,Listen Live,,,
,927.1375,-25,D411,K6PYP,"Tucson, Mt Lemmon, Radio Ridge",AZ,OPEN,,256.5,WSW,yes,927.1375,902.1375,D411,D411,Pima,On-Air,BART,,ARCA,yes,,,,,BART,BART,,,,DM42oh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,927.1125,-25,D432,K6PYP,Tucson,AZ,OPEN,,258.2,WSW,yes,927.1125,902.1125,D432,D432,Pima,On-Air,,Back on the air as of 8/27/2018,,yes,,,,,,K6PYP,,,,DM42oe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,442.45,5,100,K7LTN,"Sierra Vista, Mustang Corners",AZ,OPEN,,258.7,SW,yes,442.45,447.45,100,100,Cochise,On-Air,LANTERN Christian Amateur Radio Club,Telewave ant 80' up tower,ARCA,yes,"Benson, Tombstone, Bisbee, Fort Huachuca, Hereford, portions of I10.",,,,LANTERN Christian Amateur Radio Club,http://www.LANTERNK7LTN.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,442,5,,N7MUE,Huachuca City,AZ,OPEN,W,261,SW,yes,442,447,,,Cochise,On-Air,Jere M Lading,,,yes,25,"YSF,  WIRES-X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,449.55,-5,107.2,K7LHR,Vail,AZ,OPEN,,261.2,WSW,yes,449.55,444.55,107.2,,Pima,On-Air,K7LHR,,ARCA,yes,,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,445.85,-5,CC1,N2QWF,"Sierra Vista, Mule Mountain",AZ,OPEN,,262.3,SW,yes,445.85,440.85,,,Cochise,On-Air,FHART,,ARCA,yes,Wide area:,,,,DMR-MARC,,,,,DM41un,,,,,,yes,1,yes,AZ-TrboNet,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,1,1,2,2,2,2,,,,,,,,,,,,
,441.2,5,88.5,W7DIG,Sierra Vista,AZ,OPEN,IW,262.3,SW,yes,441.2,446.2,,,Cochise,Off-Air,Southern Arizona Amateur Radio Club,"Digital only with WIRES-X, Node 11104, Room 21104",ARCA,yes,City of Sierra Vista,C4FM/FDMA,,"Radio Setup to use D-Star
Set your radio for 441.200 MHz, +5MHz

UR: Option
RPT1: W7DIG  B
RPT2: W7DIG  G

For Analog:
Use 88.5Hz for Analog",,W7DIG,yes,W7DIG (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,3952,,,,,,,,,,,,,,,,,,,,,,,,
,446.55,-5,100,KE7ULC,Vail,AZ,OPEN,I,262.4,WSW,yes,446.55,441.55,100,,Pima,On-Air,,,,yes,Tucson area.,3,,,,,,,,,,,,,4992,,,,,,,,,,,,,,,,,,,,,,,,
,447.95,-5,100,K7RDG,"Sierra Vista, Green Acres",AZ,OPEN,,263,SW,yes,447.95,442.95,100,,Cochise,On-Air,CARA - Cochise Amateur Radio Association,,ARCA,yes,30,E-power.,,,,CARA,,,,DM41un,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resets autopatch timer an additional 3 minutes (please only extend once).,1282.5,-20,100,N0NBH,Sierra Vista,AZ,OPEN,E,263,SW,yes,1282.5,1262.5,100,,Cochise,On-Air,N0NBH,,ARCA,yes,,"E-power, open autopatch, 35 watts.","Full-time to  
        147.36000 (N0NBH) at Sierra Vista, AZ .
 


Full-time to  
        449.82500 (N0NBH) at Sierra Vista, AZ .
 


Full-time to  
        927.91250 (N0NBH) at Sierra Vista, AZ .
 


Full-time to  
        224.96000 (N0NBH) at Sierra Vista, AZ .","Autopatch :
 
     DTMF    DESCRIPTION    
  A + [number]:  Connects repeaters to the autopatch and dials the number.    
  500:  Resets autopatch timer an additional 3 minutes (please only extend once).   
  B:  Disconnect autopatch   
  
All 7-digit local and 11-digit toll free are allowed.",,,,,,,,,,235978,,,,,,,,,,,,,,,,,,,,,,,DESCRIPTION,Connects repeaters to the autopatch and dials the number.,Disconnect autopatch
Resets autopatch timer an additional 3 minutes (please only extend once).,147.36,0.6,100,N0NBH,Sierra Vista,AZ,OPEN,E,263,SW,yes,147.36,147.96,100,,Cochise,On-Air,N0NBH,50,ARCA,yes,,"E-power, open autopatch.","Full-time to  
        224.96000 (N0NBH) at Sierra Vista, AZ .
 


Full-time to  
        449.82500 (N0NBH) at Sierra Vista, AZ .
 


Full-time to  
        927.91250 (N0NBH) at Sierra Vista, AZ .
 


Full-time to  
        1282.50000 (N0NBH) at Sierra Vista, AZ .","Autopatch :
 
     DTMF    DESCRIPTION    
  A + [number]:  Connects repeaters to the autopatch and dials the number.    
  500:  Resets autopatch timer an additional 3 minutes (please only extend once).   
  B:  Disconnect autopatch   
  
All 7-digit local and 11-digit toll free are allowed.",,,,,,,,,,235978,,,,,,,,,,,,,,,,,,,,,,,DESCRIPTION,Connects repeaters to the autopatch and dials the number.,Disconnect autopatch
Resets autopatch timer an additional 3 minutes (please only extend once).,224.96,-1.6,100,N0NBH,Sierra Vista,AZ,OPEN,E,263,SW,yes,224.96,223.36,100,,Cochise,On-Air,N0NBH,,ARCA,yes,SE Arizona.,Autopatch.,"Full-time to  
        1282.50000 (N0NBH) at Sierra Vista, AZ .
 


Full-time to  
        147.36000 (N0NBH) at Sierra Vista, AZ .
 


Full-time to  
        449.82500 (N0NBH) at Sierra Vista, AZ .
 


Full-time to  
        927.91250 (N0NBH) at Sierra Vista, AZ .","Autopatch :
 
     DTMF    DESCRIPTION    
  A + [number]:  Connects repeaters to the autopatch and dials the number.    
  500:  Resets autopatch timer an additional 3 minutes (please only extend once).   
  B:  Disconnect autopatch   
  
All 7-digit local and 11-digit toll free are allowed.",,,,,,,,,,235978,,,,,,,,,,,,,,,,,,,,,,,DESCRIPTION,Connects repeaters to the autopatch and dials the number.,Disconnect autopatch
Resets autopatch timer an additional 3 minutes (please only extend once).,449.825,-5,100,N0NBH,Sierra Vista,AZ,OPEN,E,263,SW,yes,449.825,444.825,100,,Cochise,On-Air,N0NBH,30,ARCA,yes,,"E-power, open autopatch.","Full-time to  
        1282.50000 (N0NBH) at Sierra Vista, AZ .
 


Full-time to  
        147.36000 (N0NBH) at Sierra Vista, AZ .
 


Full-time to  
        927.91250 (N0NBH) at Sierra Vista, AZ .
 


Full-time to  
        224.96000 (N0NBH) at Sierra Vista, AZ .","Autopatch :
 
     DTMF    DESCRIPTION    
  A + [number]:  Connects repeaters to the autopatch and dials the number.    
  500:  Resets autopatch timer an additional 3 minutes (please only extend once).   
  B:  Disconnect autopatch   
  
All 7-digit local and 11-digit toll free are allowed. 
 EchoLink commands",,,,,,,,,,235978,,,,,,,,,,,,,,,,,,,,,,,DESCRIPTION,Connects repeaters to the autopatch and dials the number.,Disconnect autopatch
Resets autopatch timer an additional 3 minutes (please only extend once).,927.9125,-25,100,N0NBH,Sierra Vista,AZ,OPEN,E,263,SW,yes,927.9125,902.9125,100,,Cochise,On-Air,N0NBH,,ARCA,yes,SE Arizona.,Autopatch.,"Full-time to  
        1282.50000 (N0NBH) at Sierra Vista, AZ .
 


Full-time to  
        147.36000 (N0NBH) at Sierra Vista, AZ .
 


Full-time to  
        449.82500 (N0NBH) at Sierra Vista, AZ .
 


Full-time to  
        224.96000 (N0NBH) at Sierra Vista, AZ .","Autopatch :
 
     DTMF    DESCRIPTION    
  A + [number]:  Connects repeaters to the autopatch and dials the number.    
  500:  Resets autopatch timer an additional 3 minutes (please only extend once).   
  B:  Disconnect autopatch   
  
All 7-digit local and 11-digit toll free are allowed.",,http://n0nbh.com,,,,,,,,235978,,,,,,,,,,,,,,,,,,,,,,Listen Live,DESCRIPTION,Connects repeaters to the autopatch and dials the number.,Disconnect autopatch
,448.325,-5,156.7,K7RST,Vail,AZ,OPEN,,264,WSW,yes,448.325,443.325,156.7,156.7,Pima,On-Air,Radio Society of Tucson,,ARCA,yes,15,,,,,http://www.k7rst.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,448.5,-5,91.5,K6RCK,Elgin,AZ,OPEN,,268.2,SW,yes,448.5,443.5,91.5,,Santa Cruz,,K6RCK,,ARCA,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,
,146.64,-0.6,127.3,W7JPI,"Patagonia, Red Mtn",AZ,OPEN,,283.8,SW,yes,146.64,146.04,127.3,,Santa Cruz,On-Air,W7JPI,,ARCA,yes,,"E-power, packet.",,,SARCI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
