Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Features,Web links,Coordination,Last update,Downlink Tone,Sponsor,Links,Nets,DMR Enabled,Color Code,Wide Network,Affiliate,On-air,Notes,Talkgroup Network,Talkgroups,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,D-STAR Enabled,Node,Sources,Colorado,Southern Colorado,Grid,AllStar,EchoLink,IRLP,Commands,P25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,Location Photo,Feed,Denver Regional,Northern Colorado,YSF Digital Enabled,DG-ID,Local/Cluster,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,204.3,NNE,,145.49,144.89,100,Jefferson,On-Air,,E-power.,DRC Repeaters,CCARC,,100,"KB0VIU,  Denver Radio Club","Full-time to  
        448.62500 (W0TX) at Golden, Centennial Cone, CO .",DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,205.4,NE,,447.625,442.625,100,El Paso,On-Air,,Linked.,,,,100,KD0MDP,Full-time to the  The Fun Machine System .,,,,,The Fun Machine,,,,,,,,,,,,,,,,,,28299,363976,7301,,,,,,,,,,,,,,,,,,
448.05,-5,103.5,WB7EGF,"Quemado, Fox Mtn",NM,OPEN,,205.5,SSW,,448.05,443.05,103.5,Catron,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,206.4,NNE,,147.075,147.675,88.5,Grand,On-Air,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70.  Map,,,CCARC,,123,Colorado Connection,Full-time to the  Colorado Connection System .,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,Part of the Colorado Connection system of Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,EI,206.6,NE,,449.6,444.6,100,Jefferson,On-Air,,,DRL Repeaters,CCARC,,,Denver Radio League,,,,,,,,,,,,,,,,,,,,,,,,,690473,3345,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,,206.6,NE,,146.88,146.28,100,Jefferson,On-Air,Wide area: Denver.  Map,E-power.,DRL Repeaters,CCARC,,,Denver Radio League,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,207.2,NNE,,449.05,444.05,107.2,Denver,On-Air,Wide area.,E-power.,,CCARC,,107.2,WG0N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC1 D073,N0SZ,"Evergreen, Lower Squaw Mountain",CO,OPEN,,207.2,NE,,145.175,144.575,D073,Clear Creek,Off-Air,,,Rocky Mountain Ham Radio,CCARC,,D073,Rocky Mountain Ham Radio,,,,1,,,,Please check the status of this repeater by going to the web link.  This repeater is capable of being remotely mode/frequency steered for Colorado EmComm/ARES use.,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,207.2,NE,,145.34,144.74,103.5,Jefferson,On-Air,Wide area.,E-power.,Repeater,CCARC,,127.3,Rocky Mtn Radio League,,,,,,,,,,,,,,,,,,,,,,,,,,3350,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,208.1,NNE,,447.85,442.85,141.3,Clear Creek,On-Air,Wide area at 9500',AllStar node repeater providing wide area coverage along the Front Range,,CCARC,,141.3,AC0KQ,,,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,29571,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,208.9,NNE,,147.285,147.885,88.5,Grand,On-Air,,,,CCARC,,123,Colorado Connection,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.175,0.6,141.3,NM5EM,"Des Moines, Sierra Grande",NM,OPEN,,210.2,ESE,,147.175,147.775,141.3,Union,On-Air,,,,NMFCC,,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,N5BOP,Des Moines,NM,OPEN,,210.2,ESE,,146.85,146.25,100,Union,Off-Air,Wide area.,E-power.,,NMFCC,,,Sierra Grande RC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,77,N5BOP,Des Moines,NM,OPEN,,210.2,ESE,,444.8,449.8,77,Union,Off-Air,Wide area.,E-power.,,NMFCC,,,Sierra Grande Repeater Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,211.8,NNE,,447.45,442.45,103.5,Grand,On-Air,,,,CCARC,,,W0IG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,,K7YI,"Price, Cedar Mountain",UT,OPEN,,212.1,NW,,448.075,443.075,,Carbon,Off-Air,,,,,,,Sinbad Desert Amateur Radio Club,,,,,,,,,,,,,,,,,,,K7YI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,I,212.1,NW,,448.55,443.55,88.5,Emery,On-Air,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",Remote base.,,UVHFS,,,N7QLO,,,,,,,,Stand alone.,,,,,,,,,,,,,,,,,,3280,,,,,,,,,,,,,,,,,,
147.14,0.6,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,EI,212.1,NW,,147.14,147.74,88.5,Emery,On-Air,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.","Closed autopatch, remote base.",http://sdarc.us/repeaters/cedar.html,UVHFS,,,Sinbad Desert ARC,Full-time to the  Sinbad Desert (SDARC) System .,,,,,,,7,,,,,,,,,,,,,,,,,64264,3270,,,,,,,,,,,,,,,,,,
447.125,-5,100,K7YI,"Castle Dale, Cedar Mountain",UT,CLOSED,,212.1,NW,,447.125,442.125,100,Emery,,"Wide area: This covers (approximately) from Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",7,,UVHFS,,,San Rafael Cactus Assoc,,,,,,Cactus-Intertie,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,212.5,NE,,449.525,444.525,CSQ,Jefferson,On-Air,,E-power.,Intermountain Repeater Group,CCARC,,,KE0SJ,"Full-time to  
        145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,212.5,NE,,448.625,443.625,100,Jefferson,On-Air,Denver metro area.,E-power.,DRC Repeaters,CCARC,,100,Denver Radio Club,"Full-time to  
        145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,212.5,NE,,146.985,146.385,100,Denver,On-Air,,E-power.,,CCARC,,100,El Jebel RADOPS,,RADOPS: Sun at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,3346,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,212.5,NE,,146.64,146.04,100,Jefferson,On-Air,"Wide area. 
   Repeater Coverage Map",E-power.,DRL Repeaters,CCARC,,,Denver Radio League,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,212.5,NE,,145.28,144.68,100,Jefferson,On-Air,Wide area.,"Closed autopatch, e-power, linked.",Intermountain Repeater Group,CCARC,,,,"Full-time to  
        449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",Sun at 19:30. Everyone welcome.,,,,,,"PL is usually off, allowing use by older transceivers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-1.7,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,212.6,NE,,53.17,51.47,107.2,Jefferson,On-Air,"I-70,I-76,I-25,I-225",,,CCARC,,CSQ,N6LXX,Full-time to the  N6LXX System .,,,,,N6LXX,,,,,,,,,,,,,,,,,,29883,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,212.6,NE,,447.875,442.875,107.2,Jefferson,On-Air,"I-70,I-76,I-25,I-225",,,CCARC,,107.2,N6LXX,Full-time to the  N6LXX System .,,,,,N6LXX,,,,,,,,,,,,,,,,,,29913,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,213,NE,,446.7875,441.7875,,Jefferson,On-Air,,,http://www.w0tx.org/,CCARC,,,Denver Radio Club,,,,1,,Brandmeister Network,,,,,,,,,,,,,,,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,213,NE,,927.8375,902.025,,Jefferson,On-Air,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills.,,,CCARC,,,,,,,,,,,The offset is -25.8125,,,,,,,,,,,,,,,,45770,,,,,293,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,"Castle Pines, Daniels Park",CO,OPEN,,213.4,NE,,449.95,444.95,77,Douglas,On-Air,Primarily to the North along I-25 corridor,,,CCARC,,77,W9SL Owner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,141.3,AB0BX,"Highlands Ranch, STEM School",CO,OPEN,EA,213.9,NE,,447.225,442.225,141.3,Douglas,Off-Air,8,"AllStar, EchoLink, 25ft",,CCARC,,141.3,,,Amateur Satellite net 7PM MST thursday,,,,,,,,,,,,,,,,,,,,,,41967,373051,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,214.8,NE,,224,222.4,103.5,Jefferson,On-Air,,8,Repeater,CCARC,,103.5,Rocky Mountain Radio League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,214.8,NE,,145.22,144.62,103.5,Jefferson,On-Air,Wide area.,8,Repeater,CCARC,,103.5,Rocky Mtn Radio League,,,,,,,,Talk-Group of $FFFF.,,,,,,,,,,,,,,,,,,,,,293,,Yes; analog capable.,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,214.8,NE,,449.75,444.75,103.5,Jefferson,On-Air,,8,Repeater,CCARC,,103.5,Rocky Mtn Radio League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,214.8,NE,,147.15,147.75,100,Jefferson,On-Air,"Denver metro, central front range",e-power,ARA Repeaters,CCARC,,100,Aurora Repeater Assoc (ARA),"Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,214.8,NE,,448.85,443.85,88.5,Jefferson,On-Air,"Denver metro, central front range",e-power.,ARA Repeaters,CCARC,,88.5,Aurora Repeater Assoc,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,214.8,NE,,224.74,223.14,88.5,Jefferson,On-Air,,e-power,ARA Repeaters,CCARC,,88.5,Aurora Repeater Assoc,,ARA: Wed at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.68,-0.6,,KA7ARZ,Holbrook,AZ,OPEN,,214.9,SW,,146.68,146.08,,Navajo,On-Air,,,,ARCA,,,NCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,215.1,NE,,449.625,444.625,141.3,Jefferson,On-Air,,E-power,,CCARC,,141.3,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,3750,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC7,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,215.2,NE,,145.37,144.77,,Jefferson,On-Air,,,Rocky Mountain Ham Radio,CCARC,,,Rocky Mountain Ham Radio,,,,7,,,,See the website for programming information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,215.2,NE,,446.9625,441.9625,,Jefferson,On-Air,,,Colorado D-Star,CCARC,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,215.2,NE,,1283.9625,1263.9625,,Jefferson,On-Air,,,Colorado D-Star,CCARC,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,215.2,NE,,1299.9,1299.9,,Jefferson,On-Air,,,Colorado D-Star,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,215.2,NE,,145.25,144.65,,Jefferson,On-Air,,,Colorado D-Star,CCARC,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,215.2,NE,,446.8375,441.8375,,Jefferson,On-Air,,200,,CCARC,,,WA2YZT,Full-time to the  Colorado TRBO System .,,,7,,,,See website for more info on CC/TS/TG programming.  www.rmham.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,100,KD7KRA,Tuba City,AZ,OPEN,W,215.3,WSW,,444.575,449.575,100,Coconino,On-Air,,,,ARCA,,,KD7KRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,215.4,NE,,53.09,51.39,107.2,Jefferson,On-Air,Metro Denver area.,E-power.,DRC Repeaters,CCARC,,,Denver Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,215.5,NE,,449.775,444.775,100,Jefferson,On-Air,Metro Denver,,Denver Radio Club,CCARC,,100,Denver Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,Open ↑ / Open ↓,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,215.5,NE,,224.38,222.78,100,Jefferson,On-Air,,,DRC Repeaters,CCARC,,100,Denver Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,215.5,NE,,147.33,147.93,100,Jefferson,On-Air,Metro Denver and the foothills.,E-power.,DRC Repeaters,CCARC,,,Denver Radio Club,,SATERN: Thu at 19:30.,,,,,,Not recommeded to use tone squelch on this repeater.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,216.7,NE,,447.525,442.525,203.5,Douglas,On-Air,"Denver metropolitan area, front range foothills",,,CCARC,,146.2,EmComm Colorado,,,,,,Colorado ARES,,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,217,NNE,,146.82,146.22,123,Grand,,,E-power.,,CCARC,,,GCARA,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,217,NE,,448.975,443.975,123,Jefferson,On-Air,Wide area.,Linkable VHF/UHF Remote Base,,CCARC,,,FRG,,,,,,,,,,,,,,,,,,,,,,,,42845,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,217,NE,,927.7875,902.7875,156.7,Jefferson,On-Air,Golden and Denver.,,,,,,N0PYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,217,NE,,448.125,443.125,107.2,Jefferson,On-Air,,,,CCARC,,,Denver PD EEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,217,NNE,,446.875,441.875,,Clear Creek,On-Air,,,http://www.rmham.org,,,,,,,,,,RMHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,217.4,NE,,448.75,443.75,100,Jefferson,On-Air,Local.,E-power.,,CCARC,,100,,,,,,,N0ELY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,217.7,NNE,,224.6,223,100,Gilpin,,,,,CCARC,,,W0RM,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,217.8,NE,,447.825,442.825,D073,Jefferson,On-Air,,,,CCARC,,D073,Denver Radio Club,,,,,,,,"Now operating in Narrow Band mode with Digital Code Squelch.
 Please reset your programing to use:
 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,218,NE,,446.85,441.85,,Douglas,On-Air,,D-Star B module,http://parkerradio.org,CCARC,,,Parker Radio Association,,,,,,,,,,,,,,,,,,,K0PRA (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,218.2,NNE,,145.31,144.71,88.5,Gilpin,On-Air,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",10,,CCARC,,123,Colorado Connection,Full-time to the  Colorado Connection System .,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,"Split tone.  The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,218.2,NNE,,449.225,444.225,141.3,Gilpin,On-Air,Wide area.,Emergency Power,,CCARC,,141.3,Rocky Mountain Ham Radio (RMHR),,,,,,,,"Emcomm Affiliated, Open repeater",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,218.7,NE,,446.975,441.975,,Jefferson,On-Air,Denver Metro Area,,http://www.w0dmr.org/,,,,W0DMR,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",,0,,,,,,,,,,,,,,,,,,,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,219.9,NE,,147.21,147.81,100,Jefferson,On-Air,,,,,,100,Denver Water Amateur Radio Club,,DVARC: Thu at 15:30. The net allows DWARC members the ability to test the radio capabilities as well as policies and procedures. This NET is a work in progress and has a good possibility to change times and locations.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,23,,,,,,,
449.9,-5,136.5,W7BAR,"Vernal, Uintah County EOC",UT,OPEN,I,221,NNW,,449.9,444.9,136.5,Uintah,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,Borderline Amateur Radio Club,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,7705,,,,,,,,,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,I,221.4,NE,,448.7,443.7,146.2,Douglas,On-Air,Local North Parker only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3415,,,,,,,,,,,,,,,,,,
449.05,-5,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,223.3,NW,,449.05,444.05,88.5,Carbon,On-Air,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10.",Remote base.,http://sdarc.us/repeaters/bruin.html,UVHFS,,,Sinbad Desert ARC,,,,,,,,,,,,,,,,,,,,,,,,,64264,3270,,,,,,,,,,,,,,,,,,
147.32,0.6,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,223.3,NW,,147.32,147.92,88.5,Carbon,On-Air,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10. 50 mi radius.",Remote base.,http://sdarc.us/repeaters/bruin.html,UVHFS,,,Sinbad Desert ARC,,,,,,,,110,,,,,,,,,,,,,,,DM49tp,,64264,3270,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,223.8,NE,,449.675,444.675,,Denver,On-Air,,,,CCARC,,,Colorado Amateur Repeater Network (CARN),,,,,,,,,,,,,,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,7708,,,,,,,,,,,,,,,,,,
145.175,-0.6,,WX7Y,"Sunny Side, Bruin Peak",UT,OPEN,,223.8,NW,,145.175,144.575,,Carbon,On-Air,Eastern Utah,,,,,,SDARC,,,,,,Sinbad Desert A.R.C.,,,,,,,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,223.8,NE,,449.65,444.65,,Denver,On-Air,,,,CCARC,,,Colorado Amateur Repeater Network (CARN),,,,,,,,,,,,,,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,223.8,NE,,447.9,442.9,CSQ,Denver,Off-Air,,,,CCARC,,,WB0TPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,223.8,NE,,447.925,442.925,100,Denver,On-Air,,,,CCARC,,100,RADOPS El Jebel Shriners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,223.9,NE,,146.715,146.115,123,Denver,On-Air,,E-power.,,CCARC,,123,EARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,223.9,NE,,145.475,144.875,100,Jefferson,On-Air,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",E-power.,Intermountain Repeater Group,CCARC,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,223.9,NE,,448.075,443.075,123,Denver,On-Air,,,,CCARC,,,W0IG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,223.9,NE,,448.55,443.55,82.5,Denver,Off-Air,,E-power.,,CCARC,,,HPRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,224.7,NE,,447.175,442.175,100,Denver,On-Air,,,,CCARC,,100,W0JRL,,,,,,,,,,,,,,,,,,,,,,,,29997,201712,,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,
449.625,-5,CC1 114.8,NX7R,"Concho, Volcano Hill",AZ,OPEN,,225.3,SSW,,449.625,444.625,114.8,Apache,On-Air,"Wide Area: Concho, to St Johns, Show Low and Beyond.",MMDVM,http://www.ttgcommunications.com,ARCA,,D754,AF7JQ,,Hytera US DMR Net on TG-31089: Thu at 19:30.,,1,,BrandMeister,,BrandMeister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.8,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,225.8,NE,,145.4,144.6,100,Arapahoe,On-Air,Greater Denver area.,"Autopatch, e-power.",,CCARC,,,Castle Rock Repeater Group,"Full-time to  
        448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
