Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Web links,Coordination,Last update,Downlink Tone,Coverage,Affiliate,Features,Links,IRLP,Notes,Nets,Sponsor,Grid,AllStar,On-air,DMR Enabled,Color Code,Wide Network,Commands,EchoLink,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,D-STAR Enabled,Node,Sources,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Denver Regional,Northern Colorado,Location Photo,Feed,YSF Digital Enabled,DG-ID,Mixed-Mode,Local/Cluster,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,N. Colorado,Worldwide English,Mountain Reg USA,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,190.2,E,,145.19,144.59,151.4,Arapahoe,On-Air,,,,131.8,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",,Autopatch (please contact trustee).,,,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott","""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",N0OBA,,,,,,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.5,-1.6,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,,190.2,WNW,,224.5,222.9,88.5,Carbon,,,UVHFS,,,,,5,,,,,College of Eastern Utah ARC,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,,190.2,WNW,,448.3,443.3,88.5,Carbon,,,UVHFS,,,Price.,,,,,,,College of Eastern Utah ARC,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,190.3,NE,,449.15,444.15,,Arapahoe,On-Air,,CCARC,,,,,,,,,,Colorado Amateur Repeater Network (CARN),,,,,,,,,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.8,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,190.3,E,,145.4,144.6,100,Arapahoe,On-Air,,CCARC,,,Greater Denver area.,,"Autopatch, e-power.","Full-time to  
        448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",,,,Castle Rock Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,190.5,NE,,448.275,443.275,156.7,Arapahoe,On-Air,,CCARC,,,,,,,,,,W0BG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,190.5,NE,,448.825,443.825,,Arapahoe,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,30584,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,190.5,NE,,448.4,443.4,94.8,Arapahoe,On-Air,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,190.5,NE,,146.76,146.16,100,Boulder,On-Air,,CCARC,,,Wide area.,Boulder County ARES,5,,,"ARES primary repeater. 
 Voting Receivers:  
 
   
    RX Location    Tone    Pitch    PL  
   
   Gunbarrel  single beep  low  100.0 
   
   Lousville  single beep  low  100.0 
   
   Lyons  double beep  high followed by medium  100.0 
   
   Louisville #2  double beep  high followed by low  100.0",,Rocky Mtn VHF Soc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,,,,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,190.6,NE,,448.5,443.5,100,Denver,On-Air,,CCARC,,,Greater Denver area.,,E-power.,"Full-time to  
        145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",,,,Castle Rock Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,D023,K0PWO,Centennial,CO,OPEN,A,191.2,E,,449.425,444.425,D023,Arapahoe,Off-Air,,,,D023,,,,,,Colorado SNP (Shared non-protected pair),,K0PWO,,29791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,KC5WDV,Gallup,NM,OPEN,E,191.8,SSW,,449.75,444.75,100,McKinley,On-Air,,NMFCC,,,,,,,,,,KC5WDV,,,,,,,,6810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,KC0CVU,"Trinidad, Raton Pass",CO,OPEN,,192.8,SE,,449.6,444.6,107.2,Las Animas,Off-Air,CMRG Repeaters,CCARC,,,Wide area.,,E-power.,,,,,Cheyenne Mtn Rptr Grp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,,192.8,SE,,147.375,147.975,100,Las Animas,Off-Air,,CCARC,,100,Good coverage along I-25 between CO/NM state line and 40 miles north.,,,,,,,K0BV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,100,KG5JL,"Trinidad, Raton Pass",CO,OPEN,,192.8,SE,,447.375,442.375,100,Las Animas,On-Air,,CCARC,,,"Covers I-25 from CO/NM border to north of Trinidad, CO.",,E-power (batt).,,,,,KG5JL,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,193.2,NE,,449.8,444.8,123,Larimer,On-Air,,CCARC,,,,,E-Power,"Full-time to  
        146.68500 (N0FH) at Estes Park, CO .",7268,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,Estes Valley ARC,,,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",625757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.92,-1.6,88.5,WX7Y,"Huntington,  Skyline Dr",UT,OPEN,,194.4,WNW,,223.92,222.32,88.5,Emery,,,UVHFS,,,"Wide area: Extreme southern end of Utah county (to the north) and the valley communities from Fairview and Nephi down to Salina, with coverage toward Delta.",Sinbad Desert ARC,"Remote base, 8,702'.",,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,K7YI,"Castle Dale, Horn Mountain",UT,OPEN,,194.4,WNW,,447.625,442.625,100,Emery,On-Air,,UVHFS,,,Wide area.,Cactus-Intertie,,,,,,San Rafael Cactus Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,123,WX7Y,"Castle Dale, Horn Mountain",UT,OPEN,,194.4,WNW,,447.7,442.7,123,Emery,,,UVHFS,,,Wide area.,,"Closed autopatch, 8,702'.",,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,88.5,K7SDC,"Castle Dale, Horn Mountain",UT,OPEN,EI,194.4,WNW,,147.06,147.66,88.5,Emery,On-Air,http://sdarc.us/repeaters/horn.html,UVHFS,,,"Wide area: Most of western Emery County including the towns of Castle Dale, Orangeville, Huntington, Cleveland, Ferron, and further east into the San Rafael desert. It also covers the towns of Sunnyside and East Carbon, UT.",,"Closed autopatch, remote base.",Full-time to the  Sinbad Desert (SDARC) System .,3270,8,,Sinbad Desert ARC,DM49kf,,,,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,194.6,NE,,146.685,146.085,123,Larimer,On-Air,,CCARC,,,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),,E-power.,"Full-time to  
        449.80000 (N0FH) at Estes Park, CO .",7268,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,Estes Valley ARC,,,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",625757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,,N7PQD,Duchense,UT,OPEN,,194.7,NW,,147.26,147.86,,Duchesne,On-Air,,UVHFS,,,"Tabby mountain and nearby communities including Duchesne, Roosevelt, and Vernal.",,5,,,,,Borderline ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.25,-20,,KF7YIX,"Torquerville, Hurricane Mesa",UT,OPEN,,194.8,WNW,,1299.25,1279.25,,Washington,On-Air,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,KF7YIX (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,110.9,N5GDR,Cimarron,NM,OPEN,A,195.9,SE,,145.21,144.61,110.9,Colfax,On-Air,,NMFCC,,110.9,,,,,,,,"Gary Reynolds N5GDR, Dale Finley KB5NFT",,46298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,100,KI0HC,Parker,CO,OPEN,,196.1,E,,927.8375,902.025,,Douglas,On-Air,,CCARC,,,This repeater is east of parker so it covers up in the foothills. You can hilltop into Wyoming &amp; on I-80 west to MM323 The Abraham Lincoln Monument. South I-25 to Fountain MM125. The hills are your friends in the 900 world!,,,,,"Offset is -25.8125 
In Nac 294 Out Nac 293",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,K0GUR,"Denver, Green Valley Ranch",CO,OPEN,EA,196.8,NE,,448.15,443.15,141.3,Denver,On-Air,k0jsc.com,CCARC,,141.3,"Small coverage of the East Denver area SW of DIA. 
   Repeater Coverage Map",,E-power (batt).  2 meter and 70cm channel steerable remote bases.,Full-time to the  The Fun Machine System .,,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list.  The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",K0GUR,DM79pt,29436,,,,,,24340,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,197.8,NE,,448.525,443.525,151.4,Boulder,On-Air,,CCARC,,,,,,,,,,N0EPA,,,,,,,,223853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,197.8,NE,,147.27,147.87,100,Boulder,On-Air,http://w0eno.org/?q=node/11,CCARC,,100,Wide area: Northern Colorado.,,"Closed autopatch, e-power, EchoLink.","Linkable to  
        448.80000 (W0ENO) at Longmont, CO .",,,,Longmont ARC (LARC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,197.8,NE,,448.8,443.8,88.5,Boulder,On-Air,,CCARC,,88.5,,,30,"Linkable to  
        147.27000 (W0ENO) at Longmont, CO .",,,LARC: Sun at 20:00.,Longmont ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,136.5,W7BAR,"Vernal, Grizzly Ridge",UT,OPEN,,197.9,NNW,,147.04,147.64,136.5,Uintah,On-Air,,UVHFS,,,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,E-power.,Full-time to the  Sinbad Desert (SDARC) System .,,8,,Borderline ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,K7HEN,"Vernal, Grizzly Ridge",UT,OPEN,,198.7,NNW,,145.49,144.89,136.5,Uintah,On-Air,,UVHFS,,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,"Autopatch, 8,506', linked to (147.320).",,,,,"W7BYU,  Borderline ARC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Raton, Raton Pass",NM,OPEN,,199.1,SE,,446.775,441.775,,Colfax,On-Air,http://www.cmrg.org/,NMFCC,,,,,,,,,,Cheyenne Mountain Repeater Group,,,,,,,,,,,,,,KD0RDI (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,107.2,WA6IFI,"Trinidad, Raton Pass",CO,OPEN,,199.3,SE,,145.43,144.83,107.2,Las Animas,On-Air,CMRG Repeaters,CCARC,,,,,,,,,,Cheyenne Mountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,162.2,W5SF,"Santa Fe,  Tesuque Peak",NM,OPEN,,199.7,SE,,146.82,146.22,162.2,Santa Fe,On-Air,SFARC Repeaters,NMFCC,,,Wide area.,,"Autopatch, e-power.","Full-time to  
        442.82500 (KB5ZQE) at Santa Fe, Tesuque Peak, NM .",,,,Santa Fe ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.825,5,131.8,KB5ZQE,"Santa Fe, Tesuque Peak",NM,OPEN,,199.7,SE,,442.825,447.825,131.8,Santa Fe,On-Air,,NMFCC,,,,,Autopatch.,"Full-time to  
        146.82000 (W5SF) at Santa Fe,  Tesuque Peak, NM .",,,,Santa Fe ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,141.3,NM5EM,"Santa Fe, Tesuque Peak",NM,OPEN,,199.7,SE,,147.02,147.62,141.3,Santa Fe,On-Air,,NMFCC,,,,,,,,,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,107.2,AD7ZW,Altamont,UT,OPEN,EI,200.7,NW,,147.28,147.88,107.2,Duchesne,On-Air,http://ad7zwrepeater.xyz,UVHFS,,107.2,,,Autopatch,,3205,,,AD7ZW,,,,,,,B21 = 911 B22 = Local Public Safety Dispatch (Non Emergency) B3 = 3 Minute Autopatch Extension B0 = Autopatch Disconnect,458414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,WB7CBS,Altamont,UT,OPEN,,200.8,NW,,146.74,146.14,100,Duchesne,Off-Air,,UVHFS,,,,,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,,W5SF,Santa Fe,NM,OPEN,,200.9,SSE,,145.21,144.61,,Santa Fe,On-Air,,,,,Local Santa Fe,Santa Fe Amateur Radio Club,,,,Soon to move to a better location.,,W5SF,,,,,,,,,,,,,,W5SF (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,,W5SF,Santa Fe,NM,OPEN,,200.9,SSE,,444.575,449.575,,Santa Fe,On-Air,,,,,Local Santa Fe,Santa Fe Amateur Radio CLub,,,,Soon to move to a better location,,W5SF,,,,,,,,,,,,,,W5SF (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,KD0RG,Brighton,CO,OPEN,,201.1,NE,,449.925,444.925,114.8,Adams,On-Air,,CCARC,,114.8,,K0UPS Club,,,,,,KD0RG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.275,-5,146.2,K9GAJ,Santa Fe,NM,OPEN,I,201.6,SSE,,449.275,444.275,146.2,Santa Fe,On-Air,,,,,,,,,3939,,,Fred Homuth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.775,-5,100,KF5SGT,Santa Fe,NM,OPEN,I,202,SSE,,447.775,442.775,100,Santa Fe,On-Air,,,,,Santa Fe,,,,7326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,162.2,N5BGC,"Santa Fe, St Vincent Hospital",NM,OPEN,,202.4,SSE,,147.2,147.8,162.2,Santa Fe,On-Air,SFARC Repeaters,NMFCC,,,,,E-power. Full time link to Tesuque Peak.,,,,,Santa Fe ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,K7SDC,"Scofield, Ford Ridge",UT,OPEN,I,203.4,WNW,,145.31,144.71,88.5,Carbon,On-Air,http://sdarc.us/repeaters/ford.html,UVHFS,,,Wide area: Scofield and Soldier Smt areas as well as into the Price valley as far south as Huntington and as far east as Sunnyside.,,"Closed autopatch, remote base.",,3270,9,,Sinbad Desert ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,100,NM5ML,"Raton, Sierra Grande",NM,OPEN,,203.6,SE,,147.28,147.88,100,Colfax,On-Air,,NMFCC,,,Wide area.,,8,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,204.3,NE,,447.3,442.3,107.2,Weld,On-Air,,CCARC,,,,,,,3887,,,,,,,,,,,405804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,205.7,NE,,224.96,223.36,CSQ,Weld,On-Air,,CCARC,,,,,,,,,,AC0KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,206.5,NE,,447.625,442.625,100,Adams,On-Air,Intermountain Repeater Group,,,,Local/North Metro,,,,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,67,NM5ML,"Pecos, Elk Mountain",NM,OPEN,,207.9,SE,,147.26,147.86,67,San Miguel,On-Air,,NMFCC,,,Wide area.,,11,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,162.2,W5SF,"Las Vegas,  Elk Mountain",NM,OPEN,,208,SE,,147.3,147.9,162.2,San Miguel,On-Air,SFARC Repeaters,NMFCC,,,Wide area.,,"E-power, linked.",,,,,Santa Fe ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,208.1,NE,,147.195,147.795,100,Larimer,On-Air,,CCARC,,,,,"Closed autopatch, e-power.",,,,,Loveland Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,88.5,K7SDC,"Scofield, Boardinghouse Ridge",UT,OPEN,EI,209.1,WNW,,147.08,147.68,88.5,Carbon,On-Air,http://sdarc.us/repeaters/boardinghouse.html,UVHFS,,,Wide area: Scofield and Soldier Smt areas as well as into the Price valley as far south as Huntington and as far east as Sunnyside.,,"Closed autopatch, remote base.",Full-time to the  Sinbad Desert (SDARC) System .,3270,9,,Sinbad Desert ARC,,,,,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,88.5,WX7Y,"Scofield, Boardinghouse Rdge",UT,OPEN,,209.7,WNW,,224.98,223.38,88.5,Carbon,,,UVHFS,,,"Wide area: Price, Wellington, Helper, and Huntington areas.",,Remote base.,,,,,"Intermountain Repeater Emergency Amateur Network,  Sinbad Desert ARC",,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,100,KN6VV,Loveland,CO,OPEN,,209.9,NE,,224.32,222.72,100,Larimer,Off-Air,,CCARC,,100,,,"Closed autopatch, e-power.",,,,,KN6VV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,209.9,NE,,449.575,444.575,100,Larimer,On-Air,,CCARC,,,,,"Closed autopatch, e-power.",,,,,Loveland Rptr Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.4,5,100,K5AKW,"Placitas, Sandia Peak",NM,OPEN,,210.8,SSE,,443.4,448.4,100,Sandoval,On-Air,http://sandiavista.net,NMFCC,,,,,,,,,,Sandia Vista ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,211.3,E,,147.105,147.705,107.2,Elbert,On-Air,http://www.w0cra.org/,CCARC,,107.2,"I-70, E. Arapahoe, Elbert, Lincoln Counties",Colorado Repeater Association,Linked to CRA 447.150 - Conifer,"Full-time to  
        448.42500 (W0CRA) at Larkspur, Westcreek, CO .",,,,ARES of Douglas and Elbert Counties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.875,-25,D114,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,211.6,NE,,927.875,902.875,D114,Larimer,Off-Air,,CCARC,,,,,,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,Down due to lightning strike. Scheduled to return end of June 2012.,,WA6IMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,94.8,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,211.6,NE,,449.425,444.425,94.8,Larimer,On-Air,,,,,,,,"Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,212.2,NE,,447.7,442.7,100,Larimer,On-Air,http://ncarc.net/,,,100,Wide Area Coverage,,,"Linkable to  
        146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .
 


Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Full-time to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,Northern Colorado Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,212.4,NE,,146.625,146.025,100,Larimer,On-Air,,CCARC,,100,Wide area: Northern front range.,,E-power.,"Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Linkable to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,Northern Colorado ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,212.4,NE,,224.84,223.24,100,Larimer,On-Air,,,,100,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY",,"E-power, 25 watts.","Full-time to  
        447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,Northern Colorado ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.125,5,107.2,N9PGQ,La Cueva,NM,OPEN,,212.5,SSE,,442.125,447.125,107.2,Santa Fe,,,NMFCC,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.2,-1,107.2,N9PGQ,La Cueva,NM,OPEN,,212.5,SSE,,53.2,52.2,107.2,Santa Fe,Off-Air,,NMFCC,,,,,,,,,,N9PGQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,100,NM5SC,"Placitas, La Madera",NM,OPEN,A,212.5,SSE,,147.08,147.68,100,Sandoval,On-Air,http://www.nmscares.org,NMFCC,,,"Wide area: Sandia Mtns, Edgewood, Moriarty, Madrid, Golden.",ARRL,"Linked, e-power.",,,25,Sandoval County ARES: Mon at 19:30.,Sandoval County ARES,,28176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.84,-0.6,107.2,N9PGQ,La Cueva,NM,OPEN,,212.5,SSE,,146.84,146.24,107.2,Santa Fe,,,NMFCC,,,,,,,,,,N9PGQ,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,K1TJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,212.7,NE,,927.95,902.95,100,Larimer,On-Air,,CCARC,,100,Northern Front Range,,25,,,,,K1TJ Repeater System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
