Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Coordination,Last update,Op Status,Features,Downlink Tone,Coverage,Links,Web links,Affiliate,IRLP,Notes,Nets,Grid,EchoLink,AllStar,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Commands,Location Photo,Feed,YSF Digital Enabled,DG-ID,Mixed-Mode,Worldwide,North America,Local/Cluster,P25 Digital Enabled,NAC,Default Reflector,English,Europe,TAC 310,DCI Bridge,Southwest USA,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,N. Colorado,Worldwide English,Mountain Reg USA,Wyoming,WyLOCAL
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,159.6,E,,147.105,147.705,107.2,Elbert,,ARES of Douglas and Elbert Counties,CCARC,,On-Air,Linked to CRA 447.150 - Conifer,107.2,"I-70, E. Arapahoe, Elbert, Lincoln Counties","Full-time to  
        448.42500 (W0CRA) at Larkspur, Westcreek, CO .",http://www.w0cra.org/,Colorado Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,160,NE,,147.195,147.795,100,Larimer,,Loveland Repeater Assoc,CCARC,,On-Air,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,160.4,SSE,,444.975,449.975,123,Taos,,N5TSV,NMFCC,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,160.8,SE,,446.775,441.775,,Las Animas,,Cheyenne Mountain Repeater Group (CMRG),CCARC,,On-Air,,,,,,,,,,,,,,KD0RDI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,161.6,NE,,449.575,444.575,100,Larimer,,Loveland Rptr Assoc,CCARC,,On-Air,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,100,KN6VV,Loveland,CO,OPEN,,161.6,NE,,224.32,222.72,100,Larimer,,KN6VV,CCARC,,Off-Air,"Closed autopatch, e-power.",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.35,5,100,NM5ML,"Eagle Nest, Iron Mountain",NM,OPEN,,162.8,SE,,444.35,449.35,100,Colfax,,,NMFCC,,On-Air,,,,Full-time to the  Mega-Link System .,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,,162.9,SE,,147.375,147.975,100,Las Animas,,K0BV,CCARC,,Off-Air,,100,Good coverage along I-25 between CO/NM state line and 40 miles north.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,KC0CVU,"Trinidad, Raton Pass",CO,OPEN,,162.9,SE,,449.6,444.6,107.2,Las Animas,,Cheyenne Mtn Rptr Grp,CCARC,,Off-Air,E-power.,,Wide area.,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,100,KG5JL,"Trinidad, Raton Pass",CO,OPEN,,162.9,SE,,447.375,442.375,100,Las Animas,,KG5JL,CCARC,,On-Air,E-power (batt).,,"Covers I-25 from CO/NM border to north of Trinidad, CO.",,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,NM5SJ,Lybrook,NM,OPEN,,163.6,SSW,,145.49,144.89,100,Rio Arriba,,Totah ARC,NMFCC,,On-Air,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Abiquiu, Cerro Pelon",NM,OPEN,,165,SSE,,147.04,147.64,141.3,Rio Arriba,,NMEMA ARC,NMFCC,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,94.8,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,165.2,NNE,,449.425,444.425,94.8,Larimer,,,,,On-Air,,,,"Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.875,-25,D114,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,165.2,NNE,,927.875,902.875,D114,Larimer,,WA6IMI,CCARC,,Off-Air,,,,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,Down due to lightning strike. Scheduled to return end of June 2012.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Eagle Nest, Touch Me Not",NM,OPEN,,165.6,SE,,147.04,147.64,141.3,Colfax,,NMEMA ARC,NMFCC,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.825,-25,100,AB0SF,"Fort Collins, Horsetooth Mountain",CO,OPEN,,165.7,NNE,,927.825,902.825,100,Larimer,,AB0SF,CCARC,,On-Air,,100,"Decent coverage throughout northern Fort Collins, out east to beyond Windsor.",,,,,Converted 800 MHz beam antenna pointed directly down Horsetooth Road in Fort Collins.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,165.7,NNE,,447.275,442.275,100,Larimer,,Northern Colorado ARC,CCARC,,On-Air,"Closed autopatch, e-power.",100,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,K1TJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,165.7,NNE,,927.95,902.95,100,Larimer,,K1TJ Repeater System,CCARC,,On-Air,25,100,Northern Front Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,165.7,NNE,,224.52,222.92,100,Larimer,,Northern Colorado ARC,CCARC,,Off-Air,E-power.,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,165.7,NNE,,145.115,144.515,100,Larimer,,Northern Colorado ARC,CCARC,,On-Air,7,100,Wide area.,,,,,,,,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,165.8,NE,,1283.55,1263.55,100,Larimer,,K1TJ Repeater System,CCARC,,On-Air,,,Northern Colorado Front Range,,http://www.k1tj.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC2,N0AOL,Fort Collins,CO,OPEN,,165.8,NE,,446.7375,441.7375,,Larimer,,N0AOL - NoCo C-Bridge Network,CCARC,,On-Air,DMR-MARC World Wide Network,,Wide area: North Front Range.,,http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,,,Repeater ID: 310803,"DMR World Wide Net: Sat at 10:00. 
TS 1 Group Call 1 http://www.dmr-marc.net/ 
Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",,,,,,,,2,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      TAC 310  1  310      Local/Cluster  2  2      N. Colorado  2  3171    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,1,1,2,,,,1,,1,,,,,,,,,2,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,165.8,NE,,447.45,442.45,123,Larimer,,,CCARC,,On-Air,,,,,,,,,,,447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC2,KB0VGD,"Fort Collins , Horsetooth Mountain",CO,OPEN,,166.2,NNE,,145.265,144.665,,Larimer,,W0DMR - NoCo C-bridge Network,CCARC,,On-Air,,,Northern Colorado Front Range Wide Area coverage.,,http://www.w0dmr.org/,Brandmeister Network,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,,,,,,,2,,BrandMeister US,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,,1,2,,,,,,,1,,,,,,,,2,1,,,
446.75,-5,CC7,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,166.2,NNE,,446.75,441.75,,Larimer,,Rocky Mountain Ham Radio,CCARC,,On-Air,,,,Full-time to the  Colorado TRBO System .,http://www.rmham.org,,,See website for complete info on color codes/time slot assignment.,,,,,,,,,7,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,166.2,NNE,,447.7,442.7,100,Larimer,,Northern Colorado Amateur Radio Club,,,On-Air,,100,Wide Area Coverage,"Linkable to  
        146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .
 


Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Full-time to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",http://ncarc.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,166.5,NNE,,224.84,223.24,100,Larimer,,Northern Colorado ARC,,,On-Air,"E-power, 25 watts.",100,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY","Full-time to  
        447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,166.5,NNE,,146.625,146.025,100,Larimer,,Northern Colorado ARC,CCARC,,On-Air,E-power.,100,Wide area: Northern front range.,"Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Linkable to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,166.9,NE,,448.025,443.025,100,Larimer,,Northern Colorado ARC,CCARC,,On-Air,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,136.5,W7BAR,"Vernal, Uintah County EOC",UT,OPEN,I,169.7,NW,,449.9,444.9,136.5,Uintah,Unknown,Borderline Amateur Radio Club,,,,,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,7705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,171,NE,,446.8125,441.8125,,Larimer,,W0QEY CSU,CCARC,,On-Air,D-Star Gateway,,Fort Collins Local Area,,,,,Free Star,,,,,,W0QEY (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,171.1,NE,,147.36,147.96,100,Larimer,,CO State Univ ARC,CCARC,,On-Air,Closed autopatch.,100,Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Raton, Raton Pass",NM,OPEN,,171.6,SE,,446.775,441.775,,Colfax,,Cheyenne Mountain Repeater Group,NMFCC,,On-Air,,,,,http://www.cmrg.org/,,,,,,,,,KD0RDI (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,171.7,NE,,449.85,444.85,100,Larimer,,CO State Univ ARC,CCARC,,On-Air,Closed autopatch.,100,Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,107.2,WA6IFI,"Trinidad, Raton Pass",CO,OPEN,,171.7,SE,,145.43,144.83,107.2,Las Animas,,Cheyenne Mountain Repeater Group,CCARC,,On-Air,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,171.7,NE,,447.725,442.725,131.8,Larimer,,W7RF,CCARC,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.925,-25,D114,W7RF,Fort Collins,CO,OPEN,,171.7,NE,,927.925,902.925,D114,Larimer,,W7RF,CCARC,,Testing,,D114,"Fort Collins, Loveland, Northern Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KD5PX,"Dixon, Cerro Abajo",NM,OPEN,,171.8,SSE,,147.18,147.78,100,Rio Arriba,,,NMFCC,,On-Air,,100,Dixon Embudo Ojo Sarco St Rd 68 Rio Grande Canyon,,,,,,,DM76BF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,136.5,W7BYU,Roosevelt,UT,OPEN,E,172.3,NW,,146.92,146.32,136.5,Duchesne,,,UVHFS,,Off-Air,E-power.,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,458695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,136.5,W7BYU,Vernal,UT,OPEN,,172.3,NW,,449.7,444.7,136.5,Uintah,Unknown,W7BYU,UVHFS,,,8,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,136.5,W7BAR,"Vernal, Blue Mountain",UT,OPEN,EI,172.4,NW,,147.1,147.7,136.5,Uintah,,""">Borderline ARC",UVHFS,,On-Air,"Autopatch, e-power.",,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.","Full-time to  
        147.34000 (KG7DSO) at Vernal, Tabby Mountain, UT .",,,3577,8,,,458414,,,,,,,,,,,,,,"IRLP: No access code, bring up your node by it's node no. and bring it down with a 73.",,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,123,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,173.5,SSE,,449.875,444.875,123,Taos,,Taos ARC,NMFCC,,On-Air,"Linked to 147.34, E-Power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,67,KF5PFO,"Taos, Picuris Peak",NM,OPEN,E,173.5,SSE,,147.12,147.72,67,Taos,,Taos Amateur Radio Club,NMFCC,,On-Air,E-power.,,Wide area.,,http://taosarc.org/,ARRL,,,,,828279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5,0,100,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,173.5,SSE,,51.5,51.5,100,Taos,,Taos ARC,,,On-Air,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.4,-1.6,225.7,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,173.5,SSE,,224.4,222.8,225.7,Taos,,Taos ARC,NMFCC,,On-Air,,,,,http://taosarc.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,173.8,NE,,147.39,147.99,,Larimer,,KT0L - NoCo C-Bridge Network,CCARC,,On-Air,,,"Fort Collins east side, into Red Feather Lakes area.",,Documentation,,,,Tac 310 Net: Sun at 18:00.,,,,,,,,2,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  TAC 310  1  310      DCI Bridge  1  3100      N. Colorado  1  3171      Mountain Reg USA  1  3177      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,2,,,,,,1,1,,,,,,,,1,,1,,
145.175,-0.6,141.3,NM5EM,"Cuba, Eureka Mesa",NM,OPEN,,174.4,S,,145.175,144.575,141.3,Sandoval,,NMEMA ARC,NMFCC,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,174.7,NE,,449.725,444.725,127.3,Weld,,K0OJ,CCARC,,On-Air,"Autopatch, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,174.8,NE,,146.85,146.25,100,Weld,,Northern Colorado ARC,CCARC,,On-Air,"E-power, WX.",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,67,NM5ML,"Cuba, Eureka Mesa",NM,OPEN,,175,S,,147.24,147.84,67,Sandoval,,,NMFCC,,On-Air,9,,Wide area.,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,175.2,ESE,,449.9,444.9,107.2,Lincoln,,,CCARC,,On-Air,,,,,,BSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,Greeley,CO,OPEN,I,175.5,NE,,147,147.6,100,Weld,,Weld ARS,CCARC,,On-Air,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",100,,,,,3839,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,175.5,NE,,449.325,444.325,,Weld,,Colorado Amateur Repeater Network (CARN),CCARC,,On-Air,,,,,,,,,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,175.5,NE,,448.475,443.475,100,Weld,,Weld Amateur Radio Society (WARS),CCARC,,On-Air,,,,,http://www.warsco.org/,,3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,100,NM5ML,"Raton, Sierra Grande",NM,OPEN,,177,SE,,147.28,147.88,100,Colfax,,,NMFCC,,On-Air,8,,Wide area.,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,177,NE,,447.2,442.2,82.5,Weld,,N6RFI,CCARC,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,177.1,NE,,446.775,441.775,,Larimer,,W0DMR - NoCo C-bridge Network,CCARC,,On-Air,,,"Fort Collins east side, into Red Feather Lakes area.",,W0DMR,Brandmeister Network,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,,,,,,,2,,BrandMeister US,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,,1,2,,,,,,,1,,,,,,,,2,1,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,177.3,E,,449.25,444.25,123,Elbert,,K0UPS Club c/o N1UPS,CCARC,,On-Air,Full duplex node.,123,"I-70 Limon, Co area.",,,,3349,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",,,3349,,,,,,,,,,,,,,** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,N5LEM,"Angel Fire, Agua Fria Peak",NM,OPEN,,177.9,SSE,,147.34,147.94,100,Colfax,,Taos ARC,NMFCC,,On-Air,E-power.,,Wide area.,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,110.9,N5GDR,Cimarron,NM,OPEN,A,178.8,SE,,145.21,144.61,110.9,Colfax,,"Gary Reynolds N5GDR, Dale Finley KB5NFT",NMFCC,,On-Air,,110.9,,,,,,,,,,46298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,180.6,NE,,448.325,443.325,110.9,Larimer,,,CCARC,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,183.3,NNE,,147.015,147.615,146.2,Albany,,"Albany County ARES/RACES, University Amateur Radio",,,On-Air,,,Albany County,,http://www.uwyo.edu/uarc/,,,,,,82070,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,100,W5HO,La Cueva,NM,OPEN,,185.7,S,,145.41,144.81,100,Santa Fe,,W5HO,NMFCC,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,W5SF,"Los Alamos, Pajarito Mountain",NM,OPEN,,185.9,S,,145.19,144.59,162.2,Los Alamos,,SFARC,NMFCC,,On-Air,E-power (solar).,,Wide Area,,,,,W5SF/PAJ - Distinct from the NM5SC repeater near Cuba on Pajarito Peak.,Northern New Mexico Amateur Radio Net: Mon at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CSQ,W5PDO,"Los Alamos, Barranca Mesa",NM,OPEN,,186,S,,146.88,146.28,CSQ,Los Alamos,,Los Alamos ARC,NMFCC,,On-Air,,CSQ,,,,,,Located on the Barranca Mesa water tower.,LAARC: Sun at 2000.,,,,,,,,,,,,,,,,"Autopatch: Up- *88, wait for dialtone, and dial phone nbr. Down- #.",,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,CSQ,KB5RX,"Los Alamos, Pajarito Mountain",NM,OPEN,,186.3,S,,223.94,222.34,CSQ,Los Alamos,,,NMFCC,,On-Air,E-power.,CSQ,,,,,,,,,,,,,,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.04,-1.6,100,KA5BIW,Los Alamos,NM,OPEN,,186.7,S,,224.04,222.44,100,Los Alamos,,KA5BIW,,,On-Air,,100,,,,,,linked with 442.0 KA5BIW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,100,KA5BIW,Los Alamos,NM,OPEN,E,186.7,S,,442,447,100,Los Alamos,,KA5BIW,,,On-Air,Linked with 224.04 KA5BIW,,,,http://ka5biw.com/ham_radio/repeater.php,,,,,,87566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.775,5,131.8,WD9CMS,Los Alamos,NM,OPEN,,186.8,S,,444.775,449.775,,Los Alamos,,WD9CMS,NMFCC,,On-Air,E-power.,,Los Alamos and surrounding areas,,,,,"Mixed mode analog and digital P25 system, linked with 927.9 WD9CMS",,,,,,,,,,,,,,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,
146.82,-0.6,100,NM5SJ,"Lukachukai, Roof Butte",AZ,OPEN,,186.8,SW,,146.82,146.22,100,Apache,,Totah ARC,ARCA,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,100,KB5ITS,"Lukachukai, Roof Butte",AZ,OPEN,,186.8,SW,,145.25,144.65,100,Apache,,San Juan Connection,ARCA,,On-Air,"E-power, linked.",,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.425,5,,NM5WR,Los Alamos,NM,OPEN,,186.8,S,,442.425,447.425,,Los Alamos,,,,,On-Air,,,30,,,,,,,,,,,NM5WR (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
