Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Coordination,Last update,On-air,Features,DMR Enabled,Color Code,Wide Network,Affiliate,Web links,Coverage,Links,Nets,IRLP,Notes,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,EchoLink,Commands,Feed,AllStar,P25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,D-STAR Enabled,Node,Sources,Worldwide,North America,Local/Cluster,YSF Digital Enabled,DG-ID,Grid,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,Worldwide English,DCI Bridge,N. Colorado,English,TAC 310,Mountain Reg USA,Location Photo,Wyoming,WyLOCAL,Europe,Southwest USA
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,102.9,NE,,448.325,443.325,110.9,,Larimer,On-Air,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,103,SE,,447.625,442.625,100,100,El Paso,On-Air,KD0MDP,,,,Linked.,,,,The Fun Machine,,,Full-time to the  The Fun Machine System .,,7301,,,,,,,,363976,,,28299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,103,E,,449.725,444.725,127.3,,Weld,On-Air,K0OJ,CCARC,,,"Autopatch, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,103.1,E,,146.85,146.25,100,100,Weld,On-Air,Northern Colorado ARC,CCARC,,,"E-power, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,Greeley,CO,OPEN,I,103.4,E,,147,147.6,100,100,Weld,On-Air,Weld ARS,CCARC,,,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",,,,,,,,,3839,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,103.4,E,,448.475,443.475,100,,Weld,On-Air,Weld Amateur Radio Society (WARS),CCARC,,,,,,,,http://www.warsco.org/,,,,3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,103.4,E,,449.325,444.325,,,Weld,On-Air,Colorado Amateur Repeater Network (CARN),CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,103.7,SE,,447.975,442.975,100,100,Fremont,On-Air,K0JSC,CCARC,,,Autopatch.,,,,,http://www.k0jsc.com,"Canon City area. 
   Repeater Coverage Map",Full-time to the  The Fun Machine System .,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",7301,,,,,,,,363976,,Listen Live,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Canon City, Canon City",CO,OPEN,,103.8,SE,,449.975,444.975,100,100,Fremont,On-Air,K0JSC,CCARC,,,Simulcast TX / Voted RX with Cedarwood and Salida,,,,The Fun Machine,http://www.k0jsc.com,,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,CC1,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,106,WSW,,446.9125,441.9125,,,Mesa,On-Air,Bill Frost,,,,,,1,,,,"Grand Junction, I70",,,,Brandmeister network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,106.3,SE,,447.2,442.2,,,El Paso,Testing,GGARC,,,,,,,,Garden of the Gods Amateur Radio Club,,"Falcon, Black Forest, Peyton Areas",,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,
449.3,-5,107.2,WA4HND,"Grand Junction, Grand Mesa",CO,OPEN,I,108.3,WSW,,449.3,444.3,107.2,107.2,Mesa,On-Air,,CCARC,,,e-power Linked to GMRA Open System,,,,,http://www.gmra.org/,Wide Area I-70 West Rifle to Western Utah,,RACES Wed 1930 hrs,3710,Closed IRLP out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,,111.2,SW,,448.65,443.65,,151.4,Montrose,On-Air,KB0YNA,,,,,,,,,,Wide area.,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,111.2,SW,,447.2,442.2,107.2,107.2,Montrose,On-Air,,CCARC,,,9,,,,Grand Mesa Repeater Assoc,GMRA Repeaters,Delta/Montrose,Full-time to the  GMRA Open System .,RACES Net Wed at 1930 Hrs.,3710,Closed IRLP out - Ask for a control op,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,113.7,SW,,146.79,146.19,107.2,107.2,Montrose,On-Air,KC0UXX,CCARC,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,113.7,SW,,146.91,146.31,107.2,107.2,Montrose,On-Air,,CCARC,,,E-Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,114.9,SSE,,919.1,894.1,88.5,CSQ,Pueblo,Off-Air,Pueblo HC,CCARC,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,114.9,SSE,,448.325,443.325,100,100,Custer,On-Air,,,,,,,,,The Fun Machine,,,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,114.9,SSE,,147.06,147.66,77,77,Custer,On-Air,http://www.qsl.net/rghc,CCARC,,,E-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,114.9,SSE,,927.775,902.775,D116,D116,Custer,On-Air,Royal Gorge Amateur Radio Club,CCARC,,,,,,,,,,,,,System uses digital PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,114.9,SSE,,448.15,443.15,103.5,103.5,Custer,On-Air,Royal George ARC,CCARC,,,E-power.,,,,,http://www.qsl.net/rghc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,120.3,WSW,,145.175,144.575,107.2,,Mesa,On-Air,,CCARC,,,"E-power,",,,,,,Greater grand Junction area.,,,3161,,,,,,,,,Standard IRLP node commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,120.8,NNE,,448.15,443.15,100,,Laramie,Off-Air,KB7SWR,WRCG,,,,,,,,,,"Full-time to  
        145.23500 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,-0.6,123,KB5ITS,"Lake City, Hill 71",CO,OPEN,,122.2,SSW,,147.135,146.535,123,,Hinsdale,On-Air,,CCARC,,,E-power (solar),,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,122.6,NNE,,146.82,146.22,114.8,,Albany,On-Air,Shy-Wy Amateur Radio Club,WRCG,,,,,,,,,Wide area.,,Shy-WY ARC: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC11,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,122.8,NNE,,447.225,442.225,,,Albany,On-Air,Laramie County EM,WRCG,,,,,11,,Wyoming DMR Project,,Wide area.,,,,,Wyoming DMR Project,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,,122.9,WSW,,447.5,442.5,114.8,,Mesa,,KC0ARV,CCARC,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,122.9,WSW,,147.39,147.99,107.2,,Mesa,,KE0TY,CCARC,,Unknown,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RED,Grand Junction,CO,OPEN,,122.9,WSW,,446.775,441.775,,,Mesa,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KD0RED (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,122.9,WSW,,449.775,444.775,173.8,88.5,Mesa,On-Air,,CCARC,,,,,,,,,,,,7573,,,,,,,,7572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,W0GJT,Grand Junction,CO,OPEN,A,122.9,WSW,,146.82,146.22,107.2,,Mesa,On-Air,,CCARC,,,,,,,,,Wide area: North Western Colorado - South to Montrose and East on I-70.,,,,,,,,,,,,,,28515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,122.9,WSW,,145.22,144.62,107.2,,Mesa,,KE0TY,CCARC,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,122.9,WSW,,449,444,,107.2,Mesa,On-Air,KB0SW,CCARC,,,,,,,Grand Mesa Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,,K0SSI,Grand Junction,CO,OPEN,,122.9,WSW,,147.105,147.705,,,Mesa,On-Air,K0SSI,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,123,NNE,,146.61,146.01,,,Albany,On-Air,University ARC,WRCG,,,,,,,,http://www.uwyo.edu/uarc,Laramie Valley  30 mi radius.,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,
147.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,123.9,WSW,,147.355,146.755,88.5,123,Mesa,On-Air,Colorado Connection,CCARC,,,,,,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,124.5,WSW,,448.15,443.15,100,,Mesa,On-Air,,CCARC,,,,,,,,,,,,7963,,,,,,,,312189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie,  Pilot Hill",WY,OPEN,,125.1,NNE,,53.03,52.03,,,Albany,Off-Air,K7UWR,,,,8,,,,,http://www.r-vcr.com/k7uwr/repeater.htm,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,125.2,SE,,147.105,147.705,107.2,107.2,Elbert,On-Air,ARES of Douglas and Elbert Counties,CCARC,,,Linked to CRA 447.150 - Conifer,,,,Colorado Repeater Association,http://www.w0cra.org/,"I-70, E. Arapahoe, Elbert, Lincoln Counties","Full-time to  
        448.42500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9375,-5,CC7,K7PFJ,"Cheyenne, South",WY,OPEN,,125.7,NE,,449.9375,444.9375,,,Laramie,On-Air,,WRCG,,,,,7,,,https://www.rmham.org/wordpress/,,Full-time to the  Rocky Mountain Ham System .,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,127.3,SSW,,146.925,146.325,,,Mineral,Off-Air,Creede ARC,CCARC,,,,,,,,,,,,,WA0JS license expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,127.7,SE,,448.975,443.975,100,100,Pueblo,On-Air,,CCARC,,,,,,,,http://www.k0jsc.com,,Full-time to the  The Fun Machine System .,,7301,Off air.  Will return to service,,,,,,,363976,,Listen Live,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,127.7,SSE,,224.32,222.72,88.5,,Custer,Off-Air,Pueblo Ham Club,CCARC,,,11,,,,,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,127.7,SSE,,447.175,442.175,88.5,,Pueblo,Off-Air,Pueblo HC,CCARC,,,11,,,,,Pueblo Ham Club,Wide area: Southeast Colorado.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,107.2,KC0CVU,"Pueblo, Deer Peak",CO,OPEN,,127.7,SSE,,449.625,444.625,107.2,,Custer,On-Air,,CCARC,,,E-power.,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,130.3,SE,,447.95,442.95,88.5,,Pueblo,On-Air,Pueblo Ham Club,CCARC,,,E-power.,,,,,Pueblo Ham Club,Wide area.,,,,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,130.3,SE,,146.79,146.19,88.5,CSQ,Pueblo,On-Air,Pueblo HC,CCARC,,,E-power.,,,,,Pueblo Ham Club,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,130.3,SE,,224.26,222.66,88.5,CSQ,Pueblo,Off-Air,Pueblo Ham Club,CCARC,,,E-power.,,,,,PHC repeaters,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,,N7EMA,Cheyenne,WY,OPEN,,131.2,NE,,447.025,442.025,,,Laramie,,,WRCG,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,131.2,NE,,146.775,146.175,114.8,,Laramie,On-Air,Shy-Wy Amateur Radio Club,WRCG,,,"E-power, WX.",,,,,,,"Full-time to  
        147.16500 (KC7SNO) at Albin, WY .","Weather Net: Daily at 06:45. 
Shy-WY ARC: Sun at 07:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,131.2,S,,146.64,146.04,77,77,Rio Grande,On-Air,,,,,,,,,,,Low level local coverage,,,,,,,,,,,,,,28781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,131.3,S,,447.1,442.1,77,,Saguache,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,131.8,SE,,147,147.6,,,Pueblo,On-Air,Carl Higbee,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITS,"Ouray, Engineer Mountain",CO,OPEN,,131.8,SSW,,147.27,147.87,127.3,,Ouray,On-Air,,CCARC,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,151.4,KC7DHF,Cheyenne,WY,OPEN,,132,NE,,448.95,443.95,151.4,,Laramie,On-Air,,WRCG,,,,,,,,,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,132,NE,,449.9,444.9,100,100,Laramie,On-Air,N7JJY,,,,,,,,,,From 5 miles to 25 miles,,,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,114.8,KB7SWR,Cheyenne,WY,OPEN,,132,NE,,145.235,144.635,114.8,,Laramie,On-Air,N7GT,WRCG,,,,,,,,,Local: Cheyenne.,"Full-time to  
        448.15000 (KB7SWR) at Cheyenne, WY .",,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,114.8,KC7SNO,"Cheyenne, North Park",WY,OPEN,,132,NE,,147.105,147.705,114.8,,Laramie,On-Air,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,132.8,SSW,,449.525,444.525,100,100,Mineral,On-Air,N0PKT,,,,,,,,The Fun Machine,,,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,43265,,,,,,,,,,,,,DM67lt,,,,,,,,,,,,,,,,,
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,132.9,WSW,,146.94,146.34,107.2,107.2,Mesa,On-Air,Western Colorado Amateur Radio Club,CCARC,,,E-power and autopatch for WCARC members,,,,,http://w0rrz.org,Grand Junction 30-50 mi,,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,131.8,WA4HND,"Grand Junction, Black Ridge",CO,OPEN,I,132.9,WSW,,449.575,444.575,131.8,131.8,Mesa,On-Air,,CCARC,,,e-power. Linked to GMRA Open System,,,,Grand Mesa Repeater Assoc,GMRA Repeaters,Grand Junction,,Wed RACES Net 1930 Hrs,3710,Closed IRLP out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,WB7GR,"Cheyenne, Chalk Bluffs",WY,OPEN,E,133.9,NE,,449.3,444.3,131.8,,Laramie,On-Air,WU7G,,,,,,,,,,,,,,,,,,,,,140284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,134.8,SE,,449.725,444.725,100,,El Paso,On-Air,N0PWZ,CCARC,,,,,,,,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC0 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,134.8,SE,,447.7,442.7,210.7,210.7,Pueblo,Off-Air,,CCARC,,,,,0,,,,,,,7389,,,,,,,,,,,29228,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,,134.8,SE,,145.115,144.515,88.5,,Pueblo,Off-Air,Pueblo Ham Club,CCARC,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,134.8,SE,,146.655,146.055,123,CSQ,Pueblo,On-Air,K0ST,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,134.8,SE,,146.88,146.28,88.5,CSQ,Pueblo,On-Air,Pueblo HC,CCARC,,,E-power.,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,135.9,SE,,447.275,442.275,100,100,Pueblo,On-Air,,CCARC,,,,,,,The Fun Machine,The Fun Machine,,Full-time to the  The Fun Machine System .,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00.",,"Moved to Pueblo.  Now called ""Pueblo Metro""",,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC6,K0JSC,Pueblo,CO,OPEN,,135.9,SE,,446.9875,441.9875,,,Pueblo,Off-Air,,CCARC,,,,,6,,RMHAM,Rocky Mountain Ham Radio,,Full-time to the  Colorado TRBO System .,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,135.9,SE,,147.24,147.84,103.5,CSQ,Pueblo,Off-Air,TARA,CCARC,,,,,,,,,Pueblo and Fremont Counties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,137.3,W,,447,442,107.2,,Garfield,On-Air,,CCARC,,,8,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,100,N7GCR,"Rawlins, Elk Mountain",WY,OPEN,,137.9,N,,147.24,147.84,100,,Carbon,On-Air,CCARS,WRCG,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,138.4,ESE,,449.25,444.25,123,123,Elbert,On-Air,K0UPS Club c/o N1UPS,CCARC,,,Full duplex node.,,,,,,"I-70 Limon, Co area.",,,3349,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",,,,,,,3349,** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,131.8,KB0YNA,"Delta, Uncompahgre Butte",CO,OPEN,I,142.3,WSW,,449.4,444.4,131.8,131.8,Mesa,On-Air,"WA4HND,  Grand Mesa Repeater Association",CCARC,,,E-power.,,,,,http://www.gmra.org,Wide area via links - Western Colorado - Eastern Utah,Full-time to the  GMRA Open System .,RACES Wed 1930 Hrs,3710,Closed IRLP out - Ask for a control op,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC7,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,142.7,E,,448.2,443.2,,,Morgan,On-Air,,CCARC,,,Mixed Mode,,7,,NEAHR,Rocky Mountain Ham Radio,,Full-time to the  Colorado TRBO System .,,,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,KB0YNA,"Telluride, Gray Head",CO,OPEN,I,142.8,SW,,449.7,444.7,107.2,107.2,San Miguel,On-Air,Grand Mesa Repeater Association ( GMRA ),CCARC,,,E-power.,,,,,,Wide Area via links - Western Colorado - Eastern Utah,Full-time to the  GMRA Open System .,RACES: Wed at 19:30.,3710,Closed IRLP out - Ask for a control Op,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,,144.2,SSW,,444,449,67,,Huerfano,On-Air,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,127.3,KB5ITS,"Silverton, Buffalo Boy",CO,OPEN,,144.2,SSW,,145.325,144.725,127.3,,San Juan,On-Air,,CCARC,,,Solar powered,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,127.3,KB5ITS,Silverton,CO,OPEN,,144.2,SSW,,447.525,442.525,127.3,,San Juan,On-Air,KB5ITS,CCARC,,,E-power.,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
