Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Web links,Last update,Coordination,Sponsor,EchoLink,Downlink Tone,AllStar,Nets,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Coverage,Features,Notes,Links,On-air,Affiliate,IRLP,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,D-STAR Enabled,Node,Sources,Grid,Commands,Mixed-Mode,P25 Digital Enabled,NAC,Default Reflector,Denver Regional,Northern Colorado,Location Photo,Feed,YSF Digital Enabled,DG-ID,Local/Cluster,WIRES-X,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,Mountain Reg USA,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,216.6,E,,53.13,51.43,107.2,El Paso,On-Air,http://www.cmrg.org,,CCARC,Cheyenne Mountain Repeater Group (CMRG),,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,216.6,E,,927.85,902.85,D114,Teller,On-Air,http://www.cmrg.org,,CCARC,CMRG,,,,,,,,,,,,,9,,"Full-time to  
        147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,216.6,E,,446.9125,441.9125,,El Paso,On-Air,,,,Cheyenne Mountain Repeater Group (CMRG),,,,,,,,,,,,,,,,,,,,,,,,,,,KC0CVU (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.375,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,216.6,E,,145.375,144.77,,El Paso,On-Air,http://www.cmrg.org,,CCARC,Cheyenne Mountain Repeater Group (CMRG),,,,,,,,,,,,wide area,,,,,,,,,,,,,,,KC0CVU (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,KC5OUR,Belen,NM,OPEN,,216.9,SSE,,146.7,146.1,100,Valencia,On-Air,,,,Valencia Co Amateur Radio Association,,,,VCARA: Wed at 20:00,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,217.3,ESE,,446.775,441.775,,Las Animas,On-Air,,,CCARC,Cheyenne Mountain Repeater Group (CMRG),,,,,,,,,,,,,,,,,,,,,,,,,,,KD0RDI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,107.2,KD7YE,"Manti, Barton Peak",UT,OPEN,I,218.1,NW,,448.275,443.275,107.2,San Pete,On-Air,http://www.sanpeteso.org/skyline/skyline_files/frame.html,,UVHFS,Sanpete Co SO,,,,,,,,,,,,"Manti and surroundings, as well as Nephi and Fairview to the north and Richfield to the south.",Autopatch.,,,,,3576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,218.1,E,,448.725,443.725,123,El Paso,On-Air,,,CCARC,KA0TTF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,218.7,E,,447.275,442.275,100,Pueblo,On-Air,The Fun Machine,,CCARC,,,100,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00.",,,,,,,,,,"Moved to Pueblo.  Now called ""Pueblo Metro""",Full-time to the  The Fun Machine System .,,The Fun Machine,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,218.7,E,,147.24,147.84,103.5,Pueblo,Off-Air,,,CCARC,TARA,,CSQ,,,,,,,,,,Pueblo and Fremont Counties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC6,K0JSC,Pueblo,CO,OPEN,,218.7,E,,446.9875,441.9875,,Pueblo,Off-Air,Rocky Mountain Ham Radio,,CCARC,,,,,,,6,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,Full-time to the  Colorado TRBO System .,,RMHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,219.2,E,,449.725,444.725,100,El Paso,On-Air,,,CCARC,N0PWZ,,,,,,,,,,,,,,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,219.2,E,,146.655,146.055,123,Pueblo,On-Air,,,CCARC,K0ST,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,,219.2,E,,145.115,144.515,88.5,Pueblo,Off-Air,,,CCARC,Pueblo Ham Club,,,,,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,219.2,E,,146.88,146.28,88.5,Pueblo,On-Air,,,CCARC,Pueblo HC,,CSQ,,,,,,,,,,Wide area.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC0 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,219.2,E,,447.7,442.7,210.7,Pueblo,Off-Air,,,CCARC,,,210.7,29228,,,0,,,,,,,,,,,,7389,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,219.5,E,,147,147.6,,Pueblo,On-Air,,,CCARC,Carl Higbee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,221.1,E,,448.25,443.25,123,El Paso,On-Air,,,CCARC,,,,,,,,,,,,,Colorado Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,221.1,E,,447.475,442.475,107.2,El Paso,,,,CCARC,Mountain ARC (MARC),,,,MARC/PCRC: Tue at 1930.,,,,,,,,,"Closed autopatch, e-power.",,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,221.1,E,,447.55,442.55,123,El Paso,On-Air,,,CCARC,WA6IFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,221.1,E,,224.06,222.46,,El Paso,,,,CCARC,Pikes Peak FM Association (PPFMA),,,,,,,,,,,,Wide area.,"E-power, linked.",,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,221.1,E,,447.025,442.025,123,El Paso,Off-Air,,,CCARC,Colorado Springs ARA,,,,,,,,,,,,,"Closed autopatch, e-power, linked, remote base.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,221.1,E,,448.3,443.3,100,El Paso,On-Air,,,CCARC,AA0L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,221.1,E,,449.575,444.575,,El Paso,On-Air,,,CCARC,RMHARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,221.1,E,,448.6,443.6,114.8,El Paso,,,,CCARC,W0MOG,,,,,,,,,,,,,,,"Full-time to  
        927.80000 (W0MOG) at Colorado Springs, CO .",Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,221.1,E,,927.8,902.8,D116,Teller,On-Air,,,CCARC,,,,,,,,,,,,,,6,,"Full-time to  
        448.60000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,107.2,AD7ZW,Altamont,UT,OPEN,EI,221.1,NNW,,147.28,147.88,107.2,Duchesne,On-Air,http://ad7zwrepeater.xyz,,UVHFS,AD7ZW,458414,107.2,,,,,,,,,,,Autopatch,,,,,3205,,,,,,,,,,,,B21 = 911 B22 = Local Public Safety Dispatch (Non Emergency) B3 = 3 Minute Autopatch Extension B0 = Autopatch Disconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.05,-1.7,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,221.1,NE,,53.05,51.35,107.2,Jefferson,Off-Air,,,CCARC,Colorado Repeater Association (CRA),,107.2,,,,,,,,,,"Wide area: Cheyenne, Wyoming, to the north, Pueblo to the south, beyond Limon to the east and South Park to the southwest.",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,221.1,E,,447.35,442.35,151.4,El Paso,On-Air,,,CCARC,GGARC,,,,,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,221.2,E,,146.91,146.31,151.4,El Paso,On-Air,,,CCARC,GGARC,,151.4,,,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,221.2,NE,,147.12,147.72,88.5,Jefferson,On-Air,http://www.n0ara.org,,CCARC,Aurora Repeater Association,,88.5,,,,,,,,,,Denver metro and east.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,221.2,E,,147.27,147.87,,El Paso,On-Air,,,,TRA,,,,,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,WB7CBS,Altamont,UT,OPEN,,221.2,NNW,,146.74,146.14,100,Duchesne,Off-Air,,,UVHFS,,,,,,,,,,,,,,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,221.2,E,,147.39,147.99,103.5,El Paso,On-Air,,,CCARC,W0MOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,103.5,W0RSH,Colorado Springs,CO,OPEN,,221.2,E,,146.85,146.25,103.5,El Paso,On-Air,,,CCARC,W0RSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC7,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,221.4,NE,,446.925,441.925,,Douglas,On-Air,Rocky Mountain Ham Radio,,CCARC,,,,,,,7,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Southern Colorado  1  719      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,1,,,See the website for programming info.,Full-time to the  Colorado TRBO System .,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,221.4,NE,,447.525,442.525,146.2,Douglas,On-Air,,,CCARC,EmComm Colorado,,146.2,,,,,,,,,,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,221.8,E,,448.425,443.425,107.2,Douglas,On-Air,http://www.w0cra.org,,,Colorado Repeater Association (CRA),,107.2,,,,,,,,,,Wide area,,,"Full-time to  
        147.10500 (WA0DE) at Simla, CO .",,ARESDEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,221.8,E,,449.975,444.975,100,Douglas,On-Air,The Fun Machine,,CCARC,K0JSC,,100,,,,,,,,,,,Simulcast and Voted with Cedarwood and Methodist.,"Can be linked to Allstar, Echolink and others by a Sysop",Full-time to the  The Fun Machine System .,,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,221.8,E,,147.225,147.825,107.2,Douglas,On-Air,Colorado Repeater Association,,CCARC,Colorado Repeater Association (CRA),347086,107.2,,"CRA Net, Sunday 9AM",,,,,,,,Wide area,Closed autopatch,,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        224.98000 (W0CRA) at Conifer, Conifer Mountain, CO .
 


Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",,CRA VHF Link System,3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,222.3,E,,147.135,147.735,100,El Paso,On-Air,,,CCARC,AA0L,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,222.8,NE,,147.285,147.885,88.5,Grand,On-Air,,,CCARC,Colorado Connection,,123,,,,,,,,,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,222.9,NE,,448.225,443.225,141.3,Clear Creek,On-Air,,,CCARC,Rocky Mountain Ham Radio,,141.3,,,,,,,,,,,E-power(gen).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,222.9,NE,,145.49,144.89,100,Jefferson,On-Air,DRC Repeaters,,CCARC,"KB0VIU,  Denver Radio Club",,100,,DRC: Sun at 20:30.,,,,,,,,,E-power.,,"Full-time to  
        448.62500 (W0TX) at Golden, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,222.9,NE,,146.94,146.34,103.5,Clear Creek,On-Air,Repeater,,CCARC,Rocky Mtn Radio League,,103.5,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,,,,,,,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",11,,"Linkable to  
        449.82500 (W0WYX) at Broomfield, CO .
 


Linkable to  
        449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",,,,,,,,,,,,,,,Autopatch: 911* / Off 0*.,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,222.9,NE,,449.35,444.35,100,Clear Creek,On-Air,DRC Repeaters,,CCARC,Denver Radio Club,4140,100,,,,,,,,,,Wide area.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,222.9,NE,,146.67,146.07,100,Clear Creek,On-Air,,,CCARC,Castle Rock Repeater Group,,100,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,,,,,,,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,222.9,NE,,449.45,444.45,103.5,Clear Creek,On-Air,Repeater,,CCARC,Rocky Mountain Radio League,,127.3,,RMRL: Mon at 20:30.,,,,,,,,"Wide area: West to the Continental Divide, south to
Colorado Springs, east to Limon, and north to Cheyenne.",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,222.9,NE,,447.575,442.575,107.2,Clear Creek,On-Air,http://www.w0cra.org,,CCARC,Colorado Repeater Association (CRA),347088,107.2,,,,,,,,,,Wide area: Denver metro.,,,,,,3291,,,,,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC7,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,222.9,NE,,446.9375,441.9375,,Clear Creek,On-Air,Rocky Mountain Ham Radio,,CCARC,Rocky Mountain Ham Radio,,,,,,7,,RMHAM,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,See the website for programming information.,Full-time to the  Colorado TRBO System .,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,222.9,NE,,145.145,144.545,107.2,Clear Creek,On-Air,http://www.w0cra.org/info/squaw.html#145145,,CCARC,Colorado Repeater Assoc,,107.2,,,,,,,,,,Wide area. Denver metro.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,223,NE,,147.3,147.9,103.5,Clear Creek,On-Air,,,CCARC,Denver PD EEB,,103.5,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,223,NE,,448.675,443.675,100,Denver,On-Air,,,CCARC,W0CFI,,100,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,223.1,NE,,449,444,136.5,Clear Creek,On-Air,,,CCARC,CARN,,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,EI,223.4,NE,,224.98,223.38,107.2,Jefferson,Off-Air,,,CCARC,Colorado Repeater Association,347086,107.2,,,,,,,,,,Wide area. Denver.,"Closed autopatch, e-power.",,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,223.4,NE,,447.15,442.15,107.2,Jefferson,Off-Air,,,CCARC,Colorado Repeater Association (CRA),,107.2,,,,,,,,,,Wide area: Denver.,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,223.4,NE,,1287.9,1267.9,CSQ,Jefferson,Off-Air,,,CCARC,Colorado Repeater Association (CRA),,,,,,,,,,,,Fort Collins to Colorado Springs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.45,-0.6,,KB5WEZ,Las Vegas,NM,OPEN,,223.7,SE,,145.45,144.85,,San Miguel,Off-Air,,,NMFCC,KB5WEZ,,,,,,,,,,,,Wide area.,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,224,E,,224.72,223.12,103.5,El Paso,On-Air,,,,w0mog,,103.5,,,,,,,,,,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,,WB6JAA,"Grand Canyon, Hopi Pt",AZ,OPEN,E,224,WSW,,147.32,147.92,,Coconino,On-Air,,,ARCA,,369463,,,,,,,,,,,,E-power,,,,,,,,,,,,,,,,DM36wb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,224.4,E,,447.95,442.95,88.5,Pueblo,On-Air,Pueblo Ham Club,,CCARC,Pueblo Ham Club,,,,,,,,,,,,Wide area.,E-power.,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,224.4,E,,224.26,222.66,88.5,Pueblo,Off-Air,PHC repeaters,,CCARC,Pueblo Ham Club,,CSQ,,,,,,,,,,Wide area.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,224.4,E,,146.79,146.19,88.5,Pueblo,On-Air,Pueblo Ham Club,,CCARC,Pueblo HC,,CSQ,,,,,,,,,,Wide area.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,67,NM5ML,"Wagon Mound, Turkey Mountain",NM,OPEN,,224.5,SE,,147.2,147.8,67,Mora,On-Air,http://nm5ml.com/,,,,,,,,,,,,,,,,8,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,141.3,NM5EM,"Wagon Mound, Turkey Mtn",NM,OPEN,,224.5,SE,,145.37,144.77,141.3,Mora,Off-Air,,,NMFCC,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.96,-0.6,100,K5URR,"Belen, Capilla Peak",NM,OPEN,,224.7,SSE,,146.96,146.36,100,Torrance,On-Air,http://www.urfmsi.org/,,NMFCC,Upper Rio FM Society,,88.5,,,,,,,,,,Wide area.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.525,5,,K5URD,"Belen, Capilla Peak",NM,OPEN,,224.7,SSE,,444.525,449.525,,Torrance,On-Air,URFMS Repeaters,,NMFCC,Upper Rio FM Soc,,,,,,,,,,,,Wide area.,E-power.,9,,,,,,,,,,,,,K5URD (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,224.8,NE,,447.45,442.45,103.5,Grand,On-Air,,,CCARC,W0IG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,71.9,KB5VPZ,"McIntosh, McIntosh Post office west",NM,OPEN,E,225,SE,,447.275,442.275,71.9,Torrance,On-Air,,,,KB5VPZ,943044,71.9,,,,,,,,,,All Torrance County. South Hwy 14 from Raven Rd. to Hwy 55. Hwy 55 to Hwy 60. Hwy 60 to Encino Hwy 42 to Corona,E-power (Solar and Wind). Linkable to other sites.,Usually Linked to 146.720 and Sandia Crest wait for courtesy beeps,,,,,,,,,,,,,,,,# then node number to connect #then 73 disconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,225,NE,,449.05,444.05,107.2,Denver,On-Air,,,CCARC,WG0N,,107.2,,,,,,,,,,Wide area.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
