Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Features,EchoLink,AllStar,Nets,Coordination,Last update,Sponsor,Web links,Notes,YSF Digital Enabled,DG-ID,Mixed-Mode,Affiliate,D-STAR Enabled,Node,Sources,IRLP,Commands,Links,WIRES-X,DMR Enabled,Color Code,Wide Network,Grid,Feed,P25 Digital Enabled,NAC,Default Reflector,Talkgroup Network,Talkgroups,Southern Colorado,Denver Regional,Colorado,Northern Colorado,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,On-air,Worldwide,North America,Local/Cluster,English,TAC 310,N. Colorado,DCI Bridge,Mountain Reg USA,Worldwide English,Location Photo
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,string,60.6,S,string,927.85,902.85,D114,undefined,Teller,On-Air,undefined,9,undefined,undefined,undefined,CCARC,string,CMRG,http://www.cmrg.org,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,"Full-time to  
        147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
445.0625,-5,CC1,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,string,60.6,S,string,445.0625,440.0625,string,undefined,El Paso,Off-Air,undefined,The DMR-MARC Worldwide Network,undefined,undefined,undefined,CCARC,string,Rocky Mountain Ham Radio,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,1,string,undefined,undefined,undefined,undefined,undefined,string,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1,1,2,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,string,60.6,S,string,145.13,144.53,88.5,123,El Paso,On-Air,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,9,undefined,undefined,"Colorado Traffic Net: Daily at 19:00. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00. 
Colorado Preparedness Net: Sat at 09:30",CCARC,string,Colorado Connection,undefined,Linked into the Colorado Connection System,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Full-time to the  Colorado Connection System .,undefined,undefined,undefined,undefined,undefined,Listen Live,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,61,S,string,145.16,144.56,107.2,107.2,El Paso,On-Air,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.","Closed autopatch, e-power.",347086,undefined,undefined,CCARC,string,Colorado Repeater Association,http://www.w0cra.org/info/cosprgs.html#145160,Switch to this repeater at mile marker 170 on I-25.,undefined,undefined,undefined,CRA VHF Link System,undefined,undefined,undefined,3990,undefined,"Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,string,61,S,string,448.1,443.1,107.2,107.2,El Paso,On-Air,Wide area.,"Closed autopatch, e-power.",undefined,undefined,undefined,CCARC,string,undefined,CMRG Repeaters,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,string,61,S,string,146.76,146.16,107.2,107.2,El Paso,On-Air,undefined,"Closed autopatch, e-power.",undefined,undefined,undefined,CCARC,string,Cheyenne Mountain Repeater Group,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,61,S,string,147.345,147.945,107.2,107.2,El Paso,On-Air,Wide area.,"Closed autopatch, e-power.",undefined,undefined,undefined,CCARC,string,undefined,http://www.cmrg.org/,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,3854,undefined,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  Cheyenne Mtn Repeater Group System .",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,string,61,S,string,448,443,107.2,undefined,El Paso,On-Air,undefined,undefined,undefined,undefined,undefined,CCARC,string,undefined,CMRG Repeaters,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,string,62.7,N,string,1283.55,1263.55,100,undefined,Larimer,On-Air,Northern Colorado Front Range,undefined,undefined,undefined,undefined,CCARC,string,K1TJ Repeater System,http://www.k1tj.com/,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,62.7,N,string,447.45,442.45,123,undefined,Larimer,On-Air,undefined,undefined,447450,undefined,undefined,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
446.7375,-5,CC2,N0AOL,Fort Collins,CO,OPEN,string,62.7,N,string,446.7375,441.7375,string,undefined,Larimer,On-Air,Wide area: North Front Range.,DMR-MARC World Wide Network,undefined,undefined,"DMR World Wide Net: Sat at 10:00. 
TS 1 Group Call 1 http://www.dmr-marc.net/ 
Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",CCARC,string,N0AOL - NoCo C-Bridge Network,http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,Repeater ID: 310803,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,2,string,undefined,undefined,undefined,undefined,undefined,string,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      TAC 310  1  310      Local/Cluster  2  2      N. Colorado  2  3171    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1,1,2,1,1,2,undefined,undefined,undefined,undefined
145.265,-0.6,100,KB0SRJ,Colorado Springs,CO,OPEN,string,63.4,S,string,145.265,144.665,100,100,El Paso,Off-Air,Local. Good coverage of I25 in Colorado Springs.,"Closed autopatch, e-power.",undefined,undefined,undefined,CCARC,string,Pikes Peak FM Association,PPFMA Repeaters,Repeater has been moved.,string,Open ↑ / Open ↓,Yes; analog capable.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.8,-5,100,KB0SRJ,"Colorado Springs, UCCS",CO,OPEN,string,63.4,S,string,448.8,443.8,100,100,El Paso,Off-Air,undefined,undefined,undefined,undefined,undefined,CCARC,string,Pikes Peak FM Assoc,PPFMA Repeaters,undefined,string,Open ↑ / Open ↓,Yes; analog capable.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
446.75,-5,CC7,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,string,64.5,N,string,446.75,441.75,string,undefined,Larimer,On-Air,undefined,undefined,undefined,undefined,undefined,CCARC,string,Rocky Mountain Ham Radio,http://www.rmham.org,See website for complete info on color codes/time slot assignment.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Full-time to the  Colorado TRBO System .,undefined,string,7,string,undefined,undefined,undefined,undefined,undefined,string,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",undefined,undefined,1,2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.39,0.6,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,string,64.5,N,string,147.39,147.99,string,undefined,Larimer,On-Air,"Fort Collins east side, into Red Feather Lakes area.",undefined,undefined,undefined,Tac 310 Net: Sun at 18:00.,CCARC,string,KT0L - NoCo C-Bridge Network,Documentation,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,2,string,undefined,undefined,undefined,undefined,undefined,string,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  TAC 310  1  310      DCI Bridge  1  3100      N. Colorado  1  3171      Mountain Reg USA  1  3177      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2,undefined,1,1,1,1,undefined,undefined
145.265,-0.6,CC2,KB0VGD,"Fort Collins , Horsetooth Mountain",CO,OPEN,string,64.5,N,string,145.265,144.665,string,undefined,Larimer,On-Air,Northern Colorado Front Range Wide Area coverage.,undefined,undefined,undefined,undefined,CCARC,string,W0DMR - NoCo C-bridge Network,http://www.w0dmr.org/,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",undefined,undefined,undefined,Brandmeister Network,undefined,undefined,undefined,undefined,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",undefined,undefined,string,2,string,undefined,undefined,undefined,undefined,undefined,BrandMeister US,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",undefined,undefined,2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1,2,undefined,undefined,2,1,undefined,1,undefined
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,string,64.7,N,string,447.275,442.275,100,100,Larimer,On-Air,Wide area.,"Closed autopatch, e-power.",undefined,undefined,undefined,CCARC,string,Northern Colorado ARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,string,64.7,N,string,224.52,222.92,100,100,Larimer,Off-Air,undefined,E-power.,undefined,undefined,undefined,CCARC,string,Northern Colorado ARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
