Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,IRLP,Last update,Downlink Tone,Sponsor,Affiliate,Notes,Coordination,Features,Links,AllStar,EchoLink,Nets,D-STAR Enabled,Node,Sources,Web links,P25 Digital Enabled,NAC,Default Reflector,YSF Digital Enabled,DG-ID,WIRES-X,Grid,Feed,Commands,Mixed-Mode,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Southern Colorado,Denver Regional,Colorado,Northern Colorado,On-air,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,North America,Local/Cluster,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,English,Worldwide English,Location Photo,Wyoming,WyLOCAL,Europe,Southwest USA
444.825,5,,W0KAV,Scottsbluff,NE,OPEN,,173.4,NNE,,444.825,449.825,,Scotts Bluff,On-Air,,,,,W0KAV/KW0R,,,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,,WD0BQM,Scottsbluff,NE,OPEN,,173.4,NNE,,145.475,144.875,,Scotts Bluff,On-Air,20,,,,RWMC,,,,e-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,146.2,WA0VJR,Wallace,KS,OPEN,I,174.6,SE,,444.6,449.6,146.2,Wallace,On-Air,"US-40 
   Repeater Coverage Map",3148,,,WA0VJR,,Dial 9335 to access K-Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,107.2,KC0QXX,"Cedaredge, Cedar Mesa",CO,OPEN,,174.7,WSW,,147.195,147.795,107.2,Delta,,Local.,,,,,Colorado District 25 ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,
449.825,-5,100,W0ALC,Cedaredge,CO,OPEN,,174.7,WSW,,449.825,444.825,100,Delta,,,,,,W0ALC,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0ALC,Cedaredge,CO,OPEN,,174.7,WSW,,147.36,147.96,100,Delta,,,,,,W0ALC,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,
145.43,-0.6,107.2,WA6IFI,"Trinidad, Raton Pass",CO,OPEN,,174.9,S,,145.43,144.83,107.2,Las Animas,On-Air,,,,,Cheyenne Mountain Repeater Group,,,CCARC,,,,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,174.9,WSW,,447.2,442.2,107.2,Montrose,On-Air,Delta/Montrose,3710,,107.2,,Grand Mesa Repeater Assoc,Closed IRLP out - Ask for a control op,CCARC,9,Full-time to the  GMRA Open System .,,,RACES Net Wed at 1930 Hrs.,,,,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,,174.9,WSW,,448.65,443.65,,Montrose,On-Air,Wide area.,,,151.4,KB0YNA,,,,,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Raton, Raton Pass",NM,OPEN,,175.2,S,,446.775,441.775,,Colfax,On-Air,,,,,Cheyenne Mountain Repeater Group,,,NMFCC,,,,,,,KD0RDI (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",http://www.cmrg.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1,0,100,WD0BQM,Mitchell,NE,OPEN,I,175.4,NNE,,445.1,445.1,100,Scotts Bluff,On-Air,,3942,,100,,,This is a simplex IRLP node.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,,175.5,W,,449.8,444.8,107.2,Garfield,On-Air,,,,,,,,CCARC,8,,,,,,,,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,151.4,WA7SNU,Wheatland,WY,OPEN,,175.5,N,,449.625,444.625,151.4,Platte,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.68,-1.6,,AE7AF,Wheatland,WY,OPEN,,175.5,N,,224.68,223.08,,Platte,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WA7SNU,Wheatland,WY,OPEN,,175.5,N,,146.88,146.28,100,Platte,On-Air,,,,100,GPARA,,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,107.2,,"Cedaredge, Grand Mesa",CO,OPEN,,175.6,W,,447.35,442.35,107.2,Delta,,,,,,Grand Mesa Repeater Assoc (GMRA),,,CCARC,,,,,,,,,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,
146.445,0,88.5,AG0N,Scottsbluff,NE,OPEN,I,176.4,NNE,,146.445,146.445,88.5,Scotts Bluff,On-Air,,3055,,88.5,,,This is a simplex IRLP node. 147.285 rptr is down. 3055 is directly accessed on 146.445 w/88.5 tone. Controlled access. Contact AG0N for access. 147.435/123PL Scottsbluff node 8930 available 24/7 no access code.,,,,,,,,,,http://garymcduffie.com,,,,,,,,,Access pre-fix = 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.175,5,156.7,K0WPM,Tribune,KS,OPEN,,177,SE,,442.175,447.175,156.7,Greeley,On-Air,,,,,WKARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,,N0NEB,Scottsbluff,NE,OPEN,,177.1,NNE,,147.075,147.675,,Scotts Bluff,On-Air,,,,,Tri-City Radio Amateur Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,KZ0DEM,"Pritchett,  Tator Butte",CO,OPEN,,180.6,SE,,146.64,146.04,100,Las Animas,Off-Air,Wide area: West BACA and East Las Animas counties.,,,100,,,,CCARC,,,,,,,,,KZ0DEM Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,100,NM5ML,"Raton, Sierra Grande",NM,OPEN,,181.5,S,,147.28,147.88,100,Colfax,On-Air,Wide area.,,,,,,,NMFCC,8,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,182,WSW,,146.79,146.19,107.2,Montrose,On-Air,,,,107.2,KC0UXX,,,CCARC,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,182,WSW,,146.91,146.31,107.2,Montrose,On-Air,,,,107.2,,,,CCARC,E-Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,141.3,K0ECT,Syracuse,KS,OPEN,,186.2,SE,,444,449,141.3,Hamilton,On-Air,,,,141.3,SKECT,,,Kansas Repeater Council,E-power.,Full-time to the  SKECT System .,,,,,,,http://skect.org/default.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.09,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,,186.4,SE,,147.09,147.69,118.8,Baca,,,,,118.8,BCDEARC,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,
147.33,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,EI,186.4,SE,,147.33,147.93,118.8,Baca,Off-Air,,7142,,118.8,Baca County Amateur Emergency Management,,,CCARC,,,,97142,,,,,KZ0DEM Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,118.8,KZ0DEM,Springfield,CO,OPEN,EI,186.4,SE,,449.2,444.2,118.8,Baca,On-Air,provides coverage to central Baca County,7142,,118.8,Baca County Div of Emerg Mgt Communications,,,,,,,97142,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,CC1,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,187.6,W,,446.9125,441.9125,,Mesa,On-Air,"Grand Junction, I70",,,,Bill Frost,,Brandmeister network,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITS,"Ouray, Engineer Mountain",CO,OPEN,,187.7,WSW,,147.27,147.87,127.3,Ouray,On-Air,,,,,,,,CCARC,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,107.2,WA4HND,"Grand Junction, Grand Mesa",CO,OPEN,I,189.5,W,,449.3,444.3,107.2,Mesa,On-Air,Wide Area I-70 West Rifle to Western Utah,3710,,107.2,,,Closed IRLP out,CCARC,e-power Linked to GMRA Open System,,,,RACES Wed 1930 hrs,,,,http://www.gmra.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,192.9,S,,145.25,144.65,123,Taos,On-Air,,,,,Taos ARC,,,NMFCC,,,,,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,,KA0TAO,Syracuse,KS,OPEN,,193.8,SE,,146.775,146.175,,Hamilton,On-Air,Local. 20 mi radius.,,,,KA0TAO,,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,123,N0UGO,Ogallala,NE,OPEN,EI,195,NE,,146.76,146.16,123,Keith,On-Air,,7349,,,Charlie Allen,,Linked to 146.940 in North Platte and 442.250 south of North Platte,,,,,751985,"Sun at 19:30. 
Wed at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,,195.3,SW,,147.375,147.975,156.7,San Juan,On-Air,Wide area.,,,,,,,CCARC,13,"Part-time to  
        146.67000 (K0EP) at Durango, Eagle Pass, CO .",,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.75,5,162.2,NV8Q,"Colby, K-Link",KS,OPEN,A,195.4,ESE,,444.75,449.75,162.2,Thomas,On-Air,"Wide area. 
 Click for coverage map.  50 mi radius.",,,162.2,,K-Link Repeater Network,Off air due to unknown failure.,Kansas Repeater Council,"Linked to K-Link Repeater Network 
E-power (batt) 
Allstar 46010",Full-time to the  K-Link System .,46010,,ARES: Sat at 21:00.,,,,K-Link Repeater Network,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras,  San Antonio Mountain",NM,OPEN,,196,SSW,,146.76,146.16,67,Rio Arriba,On-Air,"Most of Taos County, eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,,Taos ARC,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,,196,SSW,,147.22,147.82,100,Rio Arriba,On-Air,Wide area.,,,,New Mexico Mega Link Assoc,,,NMFCC,10,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,127.3,KB5ITS,Silverton,CO,OPEN,,196,SW,,447.525,442.525,127.3,San Juan,On-Air,Wide area.,,,,KB5ITS,,,CCARC,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,127.3,KB5ITS,"Silverton, Buffalo Boy",CO,OPEN,,196.1,SW,,145.325,144.725,127.3,San Juan,On-Air,,,,,,,,CCARC,Solar powered,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,,196.1,SW,,444,449,67,Huerfano,On-Air,,,,,,,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,156.7,NW0K,Colby,KS,OPEN,I,196.9,ESE,,146.82,146.22,156.7,Thomas,On-Air,Local,7552,,156.7,TARC,,,Kansas Repeater Council,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,77,N5BOP,Des Moines,NM,OPEN,,197.1,SSE,,444.8,449.8,77,Union,Off-Air,Wide area.,,,,Sierra Grande Repeater Club,,,NMFCC,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,N5BOP,Des Moines,NM,OPEN,,197.1,SSE,,146.85,146.25,100,Union,Off-Air,Wide area.,,,,Sierra Grande RC,,,NMFCC,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.175,0.6,141.3,NM5EM,"Des Moines, Sierra Grande",NM,OPEN,,197.1,SSE,,147.175,147.775,141.3,Union,On-Air,,,,,NMEMA ARC,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,141.3,K0ECT,Colby,KS,OPEN,,198.8,ESE,,444.4,449.4,141.3,Thomas,On-Air,,,,,,,"Repeater has zero hang-time, which gives the appearance that it's down.  It does work!",Kansas Repeater Council,,Full-time to the  SKECT System .,,,,,,,http://skect.org/default.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,199.5,SSW,,145.39,144.79,100,Taos,On-Air,Wide area.,,,,Taos ARC,,,NMFCC,"E-power, linked.",,,,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,KB0YNA,"Telluride, Gray Head",CO,OPEN,I,202.6,WSW,,449.7,444.7,107.2,San Miguel,On-Air,Wide Area via links - Western Colorado - Eastern Utah,3710,,107.2,Grand Mesa Repeater Association ( GMRA ),,Closed IRLP out - Ask for a control Op,CCARC,E-power.,Full-time to the  GMRA Open System .,,,RACES: Wed at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,202.9,W,,145.175,144.575,107.2,Mesa,On-Air,Greater grand Junction area.,3161,,,,,,CCARC,"E-power,",,,,,,,,,,,,,,,,,Standard IRLP node commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,,N2VHZ,Alliance,NE,OPEN,E,203.5,NNE,,147.015,147.615,,Box Butte,On-Air,Local.,,,,N2VHZ,,,,,,,775183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,KD7SU,Rawlins,WY,OPEN,,203.7,NW,,448.3,443.3,100,Carbon,,,,,,,,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,
146.7,-0.6,162.2,N7RON,Rawlins,WY,OPEN,I,203.7,NW,,146.7,146.1,162.2,Carbon,On-Air,,7045,,,,,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KC7OZU,Rawlins,WY,OPEN,,203.7,NW,,146.76,146.16,100,Carbon,On-Air,Wide area.,,,,CCARS,,,,,,,,Sunday nite net 2030 local time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,146.2,N7RON,Rawlins,WY,OPEN,,203.7,NW,,449.8,444.8,146.2,Carbon,,,,,,Wyocomm,,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,
445.05,-5,CC11,WY7EOC,Rawlins,WY,CLOSED,,203.7,NW,,445.05,440.05,,Carbon,On-Air,Wide area.,,,,Laramie County EM,Wyoming DMR Project,,WRCG,,,,,,,,,,,,,,,,,,,,,11,,Wyoming DMR Project,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,,,1,2,,
147.39,0.6,100,KD7BN,Rawlins,WY,OPEN,,203.7,NW,,147.39,147.99,100,Carbon,On-Air,Wide area.,,,,HERC,N7ZEF (EchoLink).,,,E-power.,"Full-time to  
        146.80500 (W7BEQ) at Shoshoni, Copper Mtn, WY .
 


Full-time to  
        146.94000 (W7VNJ) at Casper, Casper Mountain, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,204.5,W,,448.15,443.15,100,Mesa,On-Air,,7963,,,,,,CCARC,,,,312189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,,204.6,SW,,146.61,146.01,123,Archuleta,On-Air,,,,,,,,CCARC,,,,,,,,,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,W0GJT,Grand Junction,CO,OPEN,A,205,W,,146.82,146.22,107.2,Mesa,On-Air,Wide area: North Western Colorado - South to Montrose and East on I-70.,,,,,,,CCARC,,,28515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,205,W,,147.39,147.99,107.2,Mesa,,,,,,KE0TY,,,CCARC,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,
146.715,-0.6,103.5,N0NEB,Alliance,NE,OPEN,,205,NNE,,146.715,146.115,103.5,Box Butte,On-Air,,,,103.5,TriCity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,,K0SSI,Grand Junction,CO,OPEN,,205.1,W,,147.105,147.705,,Mesa,On-Air,,,,,K0SSI,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,,205.1,W,,447.5,442.5,114.8,Mesa,,,,,,KC0ARV,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RED,Grand Junction,CO,OPEN,,205.1,W,,446.775,441.775,,Mesa,On-Air,,,,,,,,,,,,,,,KD0RED (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,205.1,W,,449.775,444.775,173.8,Mesa,On-Air,,7573,,88.5,,,,CCARC,,,,7572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,205.1,W,,145.22,144.62,107.2,Mesa,,,,,,KE0TY,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,205.1,W,,449,444,,Mesa,On-Air,,,,107.2,KB0SW,Grand Mesa Repeater Assoc,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,162.2,W5SF,"Chama, Overlook Mtn",NM,OPEN,,205.5,SSW,,147.08,147.68,162.2,Rio Arriba,On-Air,,,,,SFARC,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,205.9,W,,147.355,146.755,88.5,Mesa,On-Air,,,,123,Colorado Connection,,,CCARC,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITT,"Silverton, Engineer Mountain",CO,OPEN,,206.9,SW,,147.27,147.87,127.3,San Juan,On-Air,Wide area.,,,,KB5ITT,Durango ARC,,CCARC,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,209,SSW,,146.76,146.16,67,Taos,On-Air,"Wide area: Most of Taos County, Eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,,Taos ARC,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Tres Piedras, San Antonio Mtn.",NM,OPEN,,209,SSW,,145.175,144.575,141.3,Taos,Off-Air,,,,,NMEMA ARC,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.3,5,141.3,K0ECT,Elkader,KS,OPEN,,211.9,SE,,444.3,449.3,141.3,Logan,On-Air,,,,141.3,SKECT,,,Kansas Repeater Council,E-power.,Full-time to the  SKECT System .,,,,,,,http://skect.org/default.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,141.3,W0MI,Scott City,KS,OPEN,,215.3,SE,,146.7,146.1,141.3,Scott,On-Air,Local.,,,141.3,Sand Hills ARC,,Comet GP-6 @ 125'.,Kansas Repeater Council,E-power.,"Full-time to  
        146.91000 (W0GCK) at Garden City, KS .",,,Tue at 20:30.,,,,,,,,,Open ↑ / Open ↓,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,131.8,WA4HND,"Grand Junction, Black Ridge",CO,OPEN,I,215.4,W,,449.575,444.575,131.8,Mesa,On-Air,Grand Junction,3710,,131.8,,Grand Mesa Repeater Assoc,Closed IRLP out,CCARC,e-power. Linked to GMRA Open System,,,,Wed RACES Net 1930 Hrs,,,,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,215.4,W,,146.94,146.34,107.2,Mesa,On-Air,Grand Junction 30-50 mi,,,107.2,Western Colorado Amateur Radio Club,,,CCARC,E-power and autopatch for WCARC members,,,,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,,,,http://w0rrz.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,136.5,NM5SJ,Dulce,NM,OPEN,,216,SW,,145.43,144.83,136.5,Rio Arriba,On-Air,,,,,SJC EMCOMM,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,156.7,N0OMC,Lakin,KS,OPEN,,217.9,SE,,146.985,146.385,156.7,Kearney,On-Air,Local,,,156.7,N0OMC,,,Kansas Repeater Council,E-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.95,5,100,W0MI,"Scott City, K-Link",KS,OPEN,I,218.1,SE,,444.95,449.95,100,Scott,On-Air,Click for coverage map.  35 mi radius.,7356,,100,SHARC,,"IRLP direct dial, 73 to disconnect. 
Please return to 9335 when finished.",,"Linked to K-Link Repeater Network 
IRLP node 7356.",Full-time to the  K-Link System .,,,,,,,http://ks0lnk.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,131.8,KB0YNA,"Delta, Uncompahgre Butte",CO,OPEN,I,218.4,WSW,,449.4,444.4,131.8,Mesa,On-Air,Wide area via links - Western Colorado - Eastern Utah,3710,,131.8,"WA4HND,  Grand Mesa Repeater Association",,Closed IRLP out - Ask for a control op,CCARC,E-power.,Full-time to the  GMRA Open System .,,,RACES Wed 1930 Hrs,,,,http://www.gmra.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,K0EP,"Durango, Missionary Ridge",CO,OPEN,,220,SW,,146.7,146.1,100,La Plata,On-Air,Local.,,,100,Durango ARC,,,CCARC,9,,,,,,,,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1375,-5,CC7,N0SZ,"Durango, Missionary Ridge",CO,OPEN,,221.1,SW,,445.1375,440.1375,,La Plata,On-Air,,,,,K2AD,Rocky Mountain Ham Radio,,CCARC,,,,,,,,,http://www.rmham.org/,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,"Durango, Missionary Ridge",CO,OPEN,,221.1,SW,,147.345,147.945,88.5,La Plata,On-Air,Durango and north towards Molas Divide.,,,123,Colorado Connection,,,CCARC,,Full-time to the  Colorado Connection System .,,,"Central Colorado Traffic Net: Daily at 19:30.  
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,KB5ITS,"Ignacio, Spring Creek",CO,OPEN,,227.6,SW,,147.15,147.75,100,La Plata,On-Air,Bayfield,,,,,,,CCARC,E-power.,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,,K0ECT,Ulysses,KS,OPEN,,227.6,SE,,147.06,147.66,,Grant,On-Air,Local,,,,SKECT,,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,K0EP,"Durango, Eagle Pass",CO,OPEN,,228.1,SW,,146.67,146.07,100,La Plata,On-Air,Wide area.,,,,Durango ARC,,Linked active in the summer months only.,CCARC,11,"Part-time to  
        147.37500 (KB5ITS) at Silverton, Kendall Mountain, CO .",,,,,,,DARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
