Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Links,Coordination,Last update,Affiliate,Web links,Notes,EchoLink,Downlink Tone,Mixed-Mode,D-STAR Enabled,Node,Sources,Nets,AllStar,IRLP,Grid,Feed,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,Location Photo,Commands,YSF Digital Enabled,DG-ID,P25 Digital Enabled,NAC,Default Reflector,On-air,Worldwide,North America,Local/Cluster,Denver Regional,Talkgroup Network,Northern Colorado,English,Europe,TAC 310,DCI Bridge,Southwest USA,WIRES-X
146.74,-0.6,146.2,KD5MHQ,Albuquerque,NM,OPEN,,139.8,SSW,yes,146.74,146.14,146.2,Bernalillo,On-Air,,KD5MHQ,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.465,0,88.5,W5MHG,Albuquerque,NM,OPEN,EA,140.9,SSW,yes,147.465,147.465,88.5,Bernalillo,On-Air,,,,,,yes,,http://www.w5mhg.com,,465010,,,,,,,28239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,CC1,N5GU,"Albuquerque, Southeast",NM,OPEN,,141.3,S,yes,444.6,449.6,,Bernalillo,On-Air,Albuquerque area,Drew J. Riedle,TS 1 Talk Groups *91 World wide *93 North America *3100 USA Nation wide TS 2 Talk Groups *310 TAC 310 *3135 New Mexico State wide *3176 Southwest Region USA,,NMFCC,yes,,http://brandmeister.network/?page=repeater&amp;id=313509,,,,,,,,,,,,,yes,1,yes,,,,,,,,,,,,,,,,,,,,,,,
147.38,0.6,,N5GU,Albuquerque,NM,OPEN,,141.4,S,yes,147.38,147.98,,Bernalillo,On-Air,,ED&amp;DREW,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,141.7,NNE,yes,145.415,144.815,179.9,Teller,,,MARC,"Closed autopatch, e-power.",,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,141.7,NNE,yes,447.675,442.675,179.9,Teller,On-Air,,Mountain Amateur Radio Club (MARC),E-power.,,CCARC,yes,,,,,179.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,141.7,NNE,yes,449.025,444.025,141.3,Teller,,,Mountain Amateur Radio Club (MARC),Linked.,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,141.7,NNE,yes,927.9,902.9,D205,Teller,On-Air,,MARC,,,CCARC,yes,,,,,D205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,141.7,NNE,yes,449.325,444.325,103.5,Teller,On-Air,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Port. St John Florida can be expected.",KA4EPS,E-power. Allstar Node 27976,,CCARC,yes,Amateur Radio Motorcycle Club,,Node # 27976,,103.5,,,,,"Sunday 1500 MST
Tuesday 1730 MST",27976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.525,5,100,K5PRN,"Albuquerque, UNM Campus",NM,OPEN,,142.1,SSW,yes,442.525,447.525,100,Bernalillo,On-Air,,KE5LOH,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,127.3,KD5LWU,"Cortez, Downtown",CO,OPEN,EA,142.3,W,yes,146.79,146.19,127.3,Montezuma,On-Air,,KD5LWU,,,CCARC,yes,,,,24336,127.3,,,,,4,29317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.175,-5,127.3,KD5LWU,Cortez,CO,OPEN,E,142.3,W,yes,449.175,444.175,127.3,Montezuma,Off-Air,,KD5LWU,,,CCARC,yes,,,,24336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.65,-25,151.4,KC5ZXW,Albuquerque,NM,OPEN,,142.4,SSW,yes,927.65,902.65,151.4,Bernalillo,Off-Air,,,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.1,5,100,KC5ZXW,"Albuquerque, Southeast",NM,OPEN,,142.7,SSW,yes,444.1,449.1,100,Bernalillo,On-Air,,,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,210.7,WB5EZO,Albuquerque,NM,OPEN,,142.6,SSW,yes,927.7,902.7,210.7,Bernalillo,Off-Air,Wide area.,,"Closed autopatch, linked.",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,67,K5FIQ,"Clines Corners, Tapia Mesa",NM,OPEN,,142.7,S,yes,147.06,147.66,67,San Miguel,On-Air,,Upper Rio FM Society,7,"Full-time to  
        146.90000 (K5FIQ) at Albuquerque, Op Ctr, NM .",NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.45,5,67,K5FIQ,"Albuquerque, Northern Sandia Mountain Top",NM,OPEN,,142.9,SSW,yes,442.45,447.45,67,Bernalillo,On-Air,,Upper Rio Grande FM Society,"FM, Autopatch",,,yes,,http://www.urfmsi.org,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,67,K5FIQ,"Albuquerque, Op Ctr",NM,OPEN,,143.8,SSW,yes,146.9,146.3,67,Bernalillo,On-Air,Wide area.,Upper Rio FM Society,5,"Full-time to  
        147.06000 (K5FIQ) at Clines Corners, Tapia Mesa, NM .",NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,71.9,K5FIQ,"Albuquerque,  Op Ctr",NM,OPEN,,143.8,SSW,yes,449.55,444.55,71.9,Bernalillo,On-Air,,Upper Rio FM Soc,5,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,67,K5FIQ,"Albuquerque,  Op Ctr",NM,OPEN,,143.8,SSW,yes,449.8,444.8,67,Bernalillo,On-Air,,Upper Rio FM Soc,5,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.5,-5,123,KE5XE,Albuquerque,NM,OPEN,,142.9,SSW,yes,443.5,438.5,123,Bernalillo,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
145.01,0,,W5SCA,"Albuquerque, Sandia Crest",NM,OPEN,,142.9,SSW,yes,145.01,145.01,,Bernalillo,,wide-area,Sandoval County Amateur Radio Emergency Service,Packet node W5SCA-11,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
449.45,-5,,W5URR,"Albuquerque, Op Center",NM,OPEN,,143.8,SSW,yes,449.45,444.45,,Bernalillo,On-Air,,The Upper Rio FM Society,,,NMFCC,yes,,http://www.urfmsi.org,,,,,yes,W5URR (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.72,-0.6,100,K5CQH,"Tijeras, Raven Road",NM,OPEN,E,146.5,S,yes,146.72,146.12,100,Bernalillo,On-Air,Wide area. HT Accessible from Albuquerque,K5CQH,7,,NMFCC,yes,,,,880130,127.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,100,K5CQH,"Tijeras, Raven Road",NM,OPEN,,146.5,S,yes,224,222.4,100,Bernalillo,Off-Air,Wide area.,,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,KC0UFO,"Fairplay, Sacramento Mountain",CO,OPEN,,146.6,N,yes,447.125,442.125,103.5,Park,On-Air,"Covers Fairplay, Alma, and western South Park.",KC0UFO,Emergency automatic generator.,,CCARC,yes,"Park County Radio Club, AB0PC",,"Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.",,103.5,,,,,"When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",,,DM69wf,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,67,KF5ERC,Albuquerque,NM,OPEN,E,146.6,S,yes,146.92,146.32,67,Bernalillo,Off-Air,,Mel Watkins,,,,yes,,,,714941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,149.9,NW,yes,147.33,147.93,107.2,Delta,On-Air,Wide area.,North Fork Repeater Assoc.,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,150.3,E,yes,147.36,147.96,,Otero,On-Air,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,,E-power,,,yes,KC0ITF,,Digital Wires-X,,123,Yes; analog capable.,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,11360
446.75,-5,CC0,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,,150.3,E,yes,446.75,441.75,,Otero,On-Air,La Junta,,E-power.,,,yes,KC0ITF,,Please use Busy Channel LockOut,,,,yes,KC0ITF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,yes,0,yes,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,150.8,NNW,yes,447.05,442.05,136.5,Pitkin,On-Air,Aspen-Snowmass areas.,Roaring Fork Amateur Repeater Cooperative,,,CCARC,yes,,,,,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,171.7,NNW,yes,447.15,442.15,136.5,Garfield,On-Air,,,,,,yes,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",8150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,184.2,NNW,yes,147.3,147.9,107.2,Garfield,Off-Air,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",Roaring Fork Amateur Repeater Cooperative,8,,CCARC,yes,,,Single beep courtesy tone when linked and none when unlinked.,266359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,151.8,NNE,yes,447.725,442.725,100,El Paso,On-Air,Local.,K0NR,30,,CCARC,yes,,http://www.k0nr.com/wordpress/k0nr-repeater/,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,153.4,NNE,yes,145.19,144.59,131.8,Douglas,On-Air,Wide area coverage at 8300,N0OBA Owner,,,,yes,,,,10079,131.8,,,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.95,5,100,KE5FYL,"Grants, La Mosca Peak",NM,OPEN,,154.3,SW,yes,444.95,449.95,,Bernalillo,On-Air,Wide area.,Cibola County Amateur Radio Club,,"Full-time to  
        147.18000 (KE5FYL) at Grants, NM .",NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,yes,23,,,,,,,,,,,,,,,,
147.18,0.6,100,KE5FYL,Grants,NM,OPEN,,168.6,SW,yes,147.18,147.78,100,Cibola,On-Air,,Cibola County Amateur Radio Club,,"Full-time to  
        444.95000 (KE5FYL) at Grants, La Mosca Peak, NM .",NMFCC,yes,,,PL 100.0 must but placed on both RX &amp; TX to avoid hearing Digital Traffic noise. linked to 444.950 La Mosca peak,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.65,5,CC1,KE5FYL,"Grants, Rogers Rock",NM,OPEN,,168.6,SW,yes,444.65,449.65,,Bernalillo,On-Air,Local,Cibola County Amateur Radio Club,,,NMFCC,yes,,,,,,,yes,KE5FYL (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,yes,1,yes,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,155,NNW,yes,146.67,146.07,107.2,Pitkin,On-Air,Wide area.,Ski Country ARC,Linked.,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,100,AB1Q,Isleta Pueblo,NM,OPEN,,155.2,SSW,yes,147.04,147.64,100,Bernalillo,Off-Air,,AB1Q,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.15,5,100,AB1Q,"Albuquerque, Isleta Pueblo",NM,OPEN,,155.2,SSW,yes,442.15,447.15,100,Bernalillo,Off-Air,,AB1Q,Autopatch.,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,71.9,KB5VPZ,"McIntosh, McIntosh Post office west",NM,OPEN,E,155.4,S,yes,447.275,442.275,71.9,Torrance,On-Air,All Torrance County. South Hwy 14 from Raven Rd. to Hwy 55. Hwy 55 to Hwy 60. Hwy 60 to Encino Hwy 42 to Corona,KB5VPZ,E-power (Solar and Wind). Linkable to other sites.,,,yes,,,Usually Linked to 146.720 and Sandia Crest wait for courtesy beeps,943044,71.9,,,,,,,,,,,,,,,,,# then node number to connect #then 73 disconnect,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,155.4,NNE,yes,447.625,442.625,100,El Paso,On-Air,,KD0MDP,Linked.,Full-time to the  The Fun Machine System .,,yes,The Fun Machine,,,363976,100,,,,,,28299,7301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,100,WB5EKP,"Grants,  Mt Taylor",NM,OPEN,,155.5,SW,yes,146.94,146.34,100,Cibola,On-Air,Wide area.,Upper Rio FM Society,11,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,67,K5URR,"Grants, MW Ridge",NM,OPEN,,158.1,SW,yes,146.64,146.04,67,Bernalillo,On-Air,Wide Area,URFMSI,,,NMFCC,yes,,http://www.urfmsi.org,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.96,-0.6,100,K5URR,"Belen, Capilla Peak",NM,OPEN,,166.3,S,yes,146.96,146.36,100,Torrance,On-Air,Wide area.,Upper Rio FM Society,9,,NMFCC,yes,,http://www.urfmsi.org/,,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC7,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,158.2,NNE,yes,446.925,441.925,,Douglas,On-Air,,,,Full-time to the  Colorado TRBO System .,CCARC,yes,,Rocky Mountain Ham Radio,See the website for programming info.,,,,,,,,,,,,yes,7,yes,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Southern Colorado  1  719      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,1,,,,,,,,,,,,2,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,158.2,NNE,yes,447.525,442.525,146.2,Douglas,On-Air,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",EmComm Colorado,,,CCARC,yes,Colorado ARES,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,146.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,178.2,NNE,yes,447.525,442.525,203.5,Douglas,On-Air,"Denver metropolitan area, front range foothills",EmComm Colorado,,,CCARC,yes,Colorado ARES,,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,146.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.82,-1.6,,WA5VJY,Albuquerque,NM,OPEN,,160.3,S,yes,223.82,222.22,,Bernalillo,Off-Air,,NM 220 S,E-power.,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0ALC,Cedaredge,CO,OPEN,,162.7,NW,yes,147.36,147.96,100,Delta,,,W0ALC,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
449.825,-5,100,W0ALC,Cedaredge,CO,OPEN,,162.7,NW,yes,449.825,444.825,100,Delta,,,W0ALC,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
147.195,0.6,107.2,KC0QXX,"Cedaredge, Cedar Mesa",CO,OPEN,,162.7,NW,yes,147.195,147.795,107.2,Delta,,Local.,,,,,yes,Colorado District 25 ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
442.225,5.1,,N5CUL,Los Lunas,NM,OPEN,,162.7,SSW,yes,442.225,447.275,,Valencia,Off-Air,Los Lunas.,N5CUL,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.125,5,100,WA5TSV,Los Lunas,NM,OPEN,,162.7,SSW,yes,444.125,449.125,100,Valencia,On-Air,,Los Lunas ARA,"Closed autopatch, e-power.",,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,162.8,N,yes,146.895,146.295,100,Park,On-Air,285,AB0RR,25,"Full-time internet linked to  
        448.57500 (WZ0N) at Hartsel, CO .",CCARC,yes,,Park County Radio Club (PCRC),,,100,,,,,Wed at 19:30.,45835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,165.4,N,yes,146.7,146.1,107.2,Summit,On-Air,,GRARC,E-power.,,CCARC,yes,,,,,,,,,,,,3972,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.525,5,,K5URD,"Belen, Capilla Peak",NM,OPEN,,166.3,S,yes,444.525,449.525,,Torrance,On-Air,Wide area.,Upper Rio FM Soc,E-power.,,NMFCC,yes,,URFMS Repeaters,9,,,,yes,K5URD (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,67,K5EMO,"Grants, 515 West High Street",NM,OPEN,,168.6,SW,yes,444.975,449.975,67,Cibola,On-Air,Local,Cibola County Emergency Manager,Linked to 147.980 NM5EM,,,yes,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,170.5,NNE,yes,447.5,442.5,88.5,Jefferson,On-Air,Wide area.,Aurora Repeater Association,E-power.,,CCARC,yes,,,,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,171.5,NNE,yes,147.12,147.72,88.5,Jefferson,On-Air,Denver metro and east.,Aurora Repeater Association,E-power.,,CCARC,yes,,http://www.n0ara.org,,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,KC5OUR,Belen,NM,OPEN,,172.9,SSW,yes,146.7,146.1,100,Valencia,On-Air,,Valencia Co Amateur Radio Association,E-power.,,,yes,,,,,,Yes; analog capable.,,,,VCARA: Wed at 20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,100,KC5WDV,"Gallup, Deza Bluffs",NM,OPEN,,173.4,WSW,yes,448.2,443.2,100,McKinley,On-Air,,,,,NMFCC,yes,McKinley County ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,100,KC5WDV,"Gallup, Gibson Peak",NM,OPEN,,180.3,SW,yes,147.26,147.86,100,McKinley,On-Air,,KC5WDV,VHF/UHF Remote Bases,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,KC5WDV,Gallup,NM,OPEN,E,186,SW,yes,449.75,444.75,100,McKinley,On-Air,,KC5WDV,,,NMFCC,yes,,,,6810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,,173.8,NNE,yes,146.88,146.28,100,Jefferson,On-Air,Wide Area,Denver Radio League,E-power.,,CCARC,yes,,DRL Repeaters,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,EI,173.8,NNE,yes,449.6,444.6,100,Jefferson,On-Air,,Denver Radio League,,,CCARC,yes,,DRL Repeaters,,690473,,,,,,,,3345,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,187.5,N,yes,146.64,146.04,100,Jefferson,On-Air,"Wide area. 
   Repeater Coverage Map",Denver Radio League,E-power.,,CCARC,yes,,DRL Repeaters,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,174.5,NNW,yes,449.725,444.725,179.9,Garfield,On-Air,Wide area.,Roaring Fork Amateur Repeater Cooperative (RFARC),EchoLink.,,CCARC,yes,,,,,,,,,,,28434,3722,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,174.5,NNW,yes,147.39,147.99,107.2,Garfield,On-Air,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",Roaring Fork Amateur Repeater Cooperative,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,174.9,N,yes,146.61,146.01,107.2,Eagle,On-Air,,ECHO,11,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,KZ0DEM,"Pritchett,  Tator Butte",CO,OPEN,,175,ESE,yes,146.64,146.04,100,Las Animas,Off-Air,Wide area: West BACA and East Las Animas counties.,,,,CCARC,yes,,KZ0DEM Repeaters,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.09,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,,188.6,ESE,yes,147.09,147.69,118.8,Baca,,,BCDEARC,,,CCARC,yes,,,,,118.8,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
147.33,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,EI,188.6,ESE,yes,147.33,147.93,118.8,Baca,Off-Air,,Baca County Amateur Emergency Management,,,CCARC,yes,,KZ0DEM Repeaters,,97142,118.8,,,,,,,7142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,118.8,KZ0DEM,Springfield,CO,OPEN,EI,188.6,ESE,yes,449.2,444.2,118.8,Baca,On-Air,provides coverage to central Baca County,Baca County Div of Emerg Mgt Communications,,,,yes,,,,97142,118.8,,,,,,,7142,,,,,,,,,,55,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,175.2,NNE,yes,446.85,441.85,,Douglas,On-Air,,Parker Radio Association,D-Star B module,,CCARC,yes,,http://parkerradio.org,,,,,yes,K0PRA (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC1,K0PRA,Parker,CO,OPEN,,178.1,NNE,yes,445.075,440.075,,Douglas,On-Air,,Parker Radio Association,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,,CCARC,yes,,http://www.parkerradio.org,Mixed Mode,,,,,,,Mondays 20:30 MST,,,,,yes,1,yes,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,175.5,NE,yes,449.9,444.9,107.2,Lincoln,On-Air,,,,,CCARC,yes,BSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,"Castle Pines, Daniels Park",CO,OPEN,,175.6,NNE,yes,449.95,444.95,77,Douglas,On-Air,Primarily to the North along I-25 corridor,W9SL Owner,,,CCARC,yes,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,177.4,N,yes,224.8,223.2,,Eagle,Off-Air,,ECHO,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,177.4,N,yes,449.9,444.9,107.2,Eagle,Off-Air,,ECHO,,,CCARC,yes,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,177.6,NNW,yes,146.88,146.28,107.2,Garfield,On-Air,,Ski Country ARC,,"Full-time to  
        447.60000 (KI0G) at Glenwood Springs, CO .",CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,177.6,NNW,yes,447.1,442.1,107.2,Garfield,On-Air,,Ski Country ARC,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,184.2,NNW,yes,224.02,222.42,,Garfield,,,SCARC,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,184.2,NNW,yes,447.6,442.6,,Garfield,,40,Ski Country ARC (SCARC),50,"Full-time to  
        146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",CCARC,yes,,,Link Hub for 146.880.,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,177.6,NNW,yes,449.6,444.6,107.2,Garfield,On-Air,Wide area.,,e-power Linked to GMRA open system,,CCARC,yes,,http://www.gmra.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
