Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,Coordination,Last update,IRLP,Uplink Tone,Downlink Tone,YSF Digital Enabled,DG-ID,Coverage,Features,Mixed-Mode,Web links,EchoLink,Links,DMR Enabled,Color Code,Wide Network,Talkgroups,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,Local/Cluster,Nets,Talkgroup Network,Worldwide English,North America,Colorado,Affiliate,Commands,Notes,Worldwide,English,Northern Colorado,Southern Colorado,Grid,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Feed,Local Network,Denver Regional,AllStar,WIRES-X,On-air,P25 Digital Enabled,NAC,Default Reflector,Wyoming,WyLOCAL,Location Photo
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,227.3,WSW,yes,448.15,443.15,,,,Mesa,On-Air,,CCARC,yes,7963,100,,,,,,,,312189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,,K0SSI,Grand Junction,CO,OPEN,,224.7,WSW,yes,147.105,147.705,,,,Mesa,On-Air,K0SSI,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,,224.7,WSW,yes,447.5,442.5,,,,Mesa,,KC0ARV,CCARC,yes,,114.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
446.775,-5,,KD0RED,Grand Junction,CO,OPEN,,224.7,WSW,yes,446.775,441.775,yes,KD0RED (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",Mesa,On-Air,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,224.7,WSW,yes,449.775,444.775,,,,Mesa,On-Air,,CCARC,yes,7573,173.8,88.5,,,,,,,7572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,,KA0TAO,Syracuse,KS,OPEN,,231.4,SE,yes,146.775,146.175,,,,Hamilton,On-Air,KA0TAO,Kansas Repeater Council,yes,,,,,,Local. 20 mi radius.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,141.3,WA0OQA,Scott City,KS,OPEN,A,239.8,SE,yes,146.7,146.1,,,,Scott,On-Air,Sand Hills ARC,Kansas Repeater Council,yes,,141.3,141.3,yes,Open ↑ / Open ↓,"Scott, Finney and Kearny counties",E-power.,Yes; analog capable.,,,"Full-time to  
        146.91000 (WA0OQA) at Garden City, KS .",,,,,,,,,,Tue at 20:30.,,,,,,,Comet GP-6 @ 125'.,,,,,DM98,,,,,,,,,48589,,,,,,,,
146.91,-0.6,141.3,WA0OQA,Garden City,KS,OPEN,A,266.2,SE,yes,146.91,146.31,,,,Finney,On-Air,Sand Hills ARC,Kansas Repeater Council,yes,,141.3,141.3,,,"Finney, Scott and Kearney counties.",E-power.,,,,"Full-time to  
        146.70000 (WA0OQA) at Scott City, KS .",,,,,,,,,,Tue at 20:30.,,,,,,,Linked full time to Scott City 146.700 and Lakin 146.985 repeaters.,,,,,,,,,,,,,,48588,,,,,,,,
444.95,5,100,W0MI,"Scott City, K-Link",KS,OPEN,I,242.4,SE,yes,444.95,449.95,,,,Scott,On-Air,SHARC,,yes,7356,100,100,,,Click for coverage map.  35 mi radius.,"Linked to K-Link Repeater Network 
IRLP node 7356.",,http://ks0lnk.net,,Full-time to the  K-Link System .,,,,,,,,,,,,,,,,,"IRLP direct dial, 73 to disconnect. 
Please return to 9335 when finished.",,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,110.9,KD7PPP,"Lander, airport",WY,OPEN,,249.4,NW,yes,145.445,144.845,,,,Fremont,On-Air,"KC7CJN, WB7CJT",WRCG,yes,,110.9,,,,Lander and north to Wind River Canyon and south in the Wind River Mountains.,,,,,,,,,,,,,,,,,,,,FCARS,,5,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITT,"Silverton, Engineer Mountain",CO,OPEN,,251,SW,yes,147.27,147.87,,,,San Juan,On-Air,KB5ITT,CCARC,yes,,127.3,,,,Wide area.,E-power.,,,,,,,,,,,,,,,,,,,Durango ARC,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,156.7,N0OMC,Lakin,KS,OPEN,,252.1,SE,yes,146.985,146.385,,,,Kearney,On-Air,N0OMC,Kansas Repeater Council,yes,,156.7,156.7,,,"Kearny, Finney and Scott Counties",E-power,,,,,,,,,,,,,,,,,,,,,Linked full time to the Garden City 146.910 and Scott City 146.700 repeaters,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,K0FOP,"Riverton, Griffey Hill",WY,OPEN,E,261,NW,yes,145.115,144.515,,,,Fremont,On-Air,Wyoming Amateur Monitoring Enthusiasts Club (WYAME),WRCG,yes,,100,,,,Wide area:,,,,161145,,,,,,,,,,,Wyoming DX association Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,127.3,N7HYF,"Riverton, Griffy Hill",WY,OPEN,,261,NW,yes,449.975,444.975,,,,Fremont,On-Air,WYAME Amatuer Radio Club.,WRCG,yes,,127.3,CSQ,,,35,E-power (batt),,,,,,,,,,,,,,,,,,,Fremont County DSTAR Digital Group.,,"Antenna Decibal 4-Bay Dipole,60 watt input to Antenna(9dBd Gain,Omni,,",,,,,,,,,,,,,,,,,,,,,,
441.67,5,CSQ,N7DMO,"Riverton, Griffy Hill",WY,OPEN,E,263.8,NW,yes,441.67,446.67,yes,N7DMO (B),"jfindu lookup 
    /   dstar-users lookup",Fremont,On-Air,,,yes,,,,yes,Open ↑ / Open ↓,"DSTAR/C4FM/APRS Crossbander repeater 120 miles around Riverton Wy,",Also Linked Controlled to Pinedale (146.880) Casper K7PLA (145.460).,,,161145,,,,,,,,,,,,,,,,"N7DMO Link,to 52.525 Mhz, Simplex,",,,,,,,,,,,,,,,,,,,,,,,,
