Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,Coordination,Last update,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Links,Notes,Web links,Mixed-Mode,Affiliate,Local Network,IRLP,Worldwide,North America,Local/Cluster,Commands,Nets,Feed,EchoLink,YSF Digital Enabled,DG-ID,D-STAR Enabled,Node,Sources,AllStar,On-air,P25 Digital Enabled,NAC,Default Reflector,Worldwide English,DCI Bridge,N. Colorado,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Grid,WIRES-X,Location Photo,English,TAC 310,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,112.5,WNW,yes,145.265,144.665,107.2,,Moffat,,,NW Colorado ARC,E-power.,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,112.7,SSE,yes,147,147.6,,,Pueblo,On-Air,,Carl Higbee,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,116.1,SSE,yes,146.655,146.055,123,CSQ,Pueblo,On-Air,,K0ST,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC0 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,116.1,SSE,yes,447.7,442.7,210.7,210.7,Pueblo,Off-Air,,,,CCARC,yes,yes,0,,,,,,,,,,,Yes; analog capable.,,,7389,,,,,,,,,,,,,29228,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,116.1,SSE,yes,449.725,444.725,100,,El Paso,On-Air,,N0PWZ,,CCARC,yes,,,,,,,,,,,,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,116.7,WSW,yes,147.33,147.93,107.2,,Delta,On-Air,Wide area.,North Fork Repeater Assoc.,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,117.5,SSE,yes,147.24,147.84,103.5,CSQ,Pueblo,Off-Air,Pueblo and Fremont Counties,TARA,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC8,K0RTS,"Genoa, Limon",CO,OPEN,,120.8,SE,yes,446.7375,441.7375,,,Lincoln,On-Air,"I-70  H-40  H-287  Arriba, Genoa, Hugo, Limon        50 mile radius",K0RTS KC0VJD,,CCARC,yes,yes,8,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,2,,,"Colorado on TG700 Slot 1
Denver on TG720 Slot 2",,,RMHam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,EIA,121.6,SE,yes,147.06,147.66,103.5,,Lincoln,On-Air,"I-70, US-71, US-287, US-40, US-24",BSARC,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",CCARC,yes,,,,,,,,,,,,http://www.bigsandyradio.com/,Yes; analog capable.,,,3794,,,,,Big Sandy Net: Wed 19:00,,791116,yes,Open ↑ / Open ↓,,,,42740,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,167.2,ESE,yes,146.895,146.295,103.5,,Kit Carson,On-Air,,Big Sandy ARC,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,830619,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,122,SE,yes,449.9,444.9,107.2,,Lincoln,On-Air,,,,CCARC,yes,,,,,,,,,,,,,,BSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,,124.9,WSW,yes,449.5,444.5,107.2,,Mesa,Off-Air,,Grand Mesa Repeater Association (GMRA),E-power.,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,158.7,WSW,yes,449,444,,107.2,Mesa,On-Air,,KB0SW,,CCARC,yes,,,,,,,,,,,,,,Grand Mesa Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,173.4,W,yes,447,442,107.2,,Garfield,On-Air,Wide area.,,8,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,126.7,SE,yes,447,442,103.5,,Lincoln,On-Air,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",Delbert Noakes (KC0VJD),APRS repeater &amp; I-Gate / Weather station,,yes,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,DM89gb,30534,,,,,,,,
147.36,0.6,100,W0ALC,Cedaredge,CO,OPEN,,131.5,WSW,yes,147.36,147.96,100,,Delta,,,W0ALC,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,
449.825,-5,100,W0ALC,Cedaredge,CO,OPEN,,131.5,WSW,yes,449.825,444.825,100,,Delta,,,W0ALC,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,107.2,KC0QXX,"Cedaredge, Cedar Mesa",CO,OPEN,,131.5,WSW,yes,147.195,147.795,107.2,,Delta,,Local.,,,,yes,,,,,,,,,,,,,,Colorado District 25 ARES,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,136.7,S,yes,146.64,146.04,77,77,Rio Grande,On-Air,Low level local coverage,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28781,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,137,S,yes,447.1,442.1,77,,Saguache,On-Air,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,100,N7GCR,"Rawlins, Elk Mountain",WY,OPEN,,140.1,NNW,yes,147.24,147.84,100,,Carbon,On-Air,Wide area.,CCARS,,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,CC1,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,141.6,WSW,yes,446.9125,441.9125,,,Mesa,On-Air,"Grand Junction, I70",Bill Frost,,,yes,yes,1,,,,,,,,,Brandmeister network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,144.4,SW,yes,146.91,146.31,107.2,107.2,Montrose,On-Air,,,E-Power,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,144.4,SW,yes,146.79,146.19,107.2,107.2,Montrose,On-Air,,KC0UXX,E-power.,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,144.4,SSW,yes,146.925,146.325,,,Mineral,Off-Air,,Creede ARC,,CCARC,yes,,,,,,,,,,,WA0JS license expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,-0.6,123,KB5ITS,"Lake City, Hill 71",CO,OPEN,,144.8,SW,yes,147.135,146.535,123,,Hinsdale,On-Air,,,E-power (solar),CCARC,yes,,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITS,"Ouray, Engineer Mountain",CO,OPEN,,157.5,SW,yes,147.27,147.87,127.3,,Ouray,On-Air,,,,CCARC,yes,,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,,168.2,SW,yes,147.375,147.975,156.7,,San Juan,On-Air,Wide area.,,13,CCARC,yes,,,,,,,,,,"Part-time to  
        146.67000 (K0EP) at Durango, Eagle Pass, CO .",,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,127.3,KB5ITS,"Silverton, Buffalo Boy",CO,OPEN,,168.4,SW,yes,145.325,144.725,127.3,,San Juan,On-Air,,,Solar powered,CCARC,yes,,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,,168.4,SW,yes,444,449,67,,San Juan,On-Air,,,,,yes,,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,127.3,KB5ITS,Silverton,CO,OPEN,,168.4,SW,yes,447.525,442.525,127.3,,San Juan,On-Air,Wide area.,KB5ITS,E-power.,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,KB5ITS,"Durango, Smelter Mountain",CO,OPEN,,206.8,SW,yes,147.135,147.735,100,100,La Plata,On-Air,,,,CCARC,yes,,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,KB5ITS,"Ignacio, Spring Creek",CO,OPEN,,207.4,SSW,yes,147.15,147.75,100,,La Plata,On-Air,Bayfield,,E-power.,CCARC,yes,,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,100,KB5ITS,"Mancos, Caviness Mountain",CO,OPEN,,209.4,SW,yes,442.375,447.375,100,,Montezuma,On-Air,,San Juan Connection,,,yes,,,,,,,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KB5ITS,"Mancos, Menefee Mountain",CO,OPEN,,214.6,SW,yes,145.325,144.725,100,,Montezuma,On-Air,Wide area.,,E-power.,CCARC,yes,,,,,,,,,,,Full time to the San Juan Connection,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,216.3,SW,yes,145.19,144.59,100,,Montezuma,On-Air,,,,CCARC,yes,,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,216.3,SW,yes,447.275,442.275,100,,Montezuma,On-Air,,,,,yes,,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,KB5ITS,"Aztec, Tank Mtn",NM,OPEN,,234.9,SSW,yes,146.88,146.28,100,,San Juan,On-Air,,,,NMFCC,yes,,,,,,,,,,Full-time to the  San Juan Connection System .,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,107.2,KB5ITS,Aztec,NM,OPEN,,234.9,SSW,yes,447.45,442.45,107.2,,San Juan,On-Air,,KB5ITS,"E-power, remote base.",NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,,WA0JTB,"Sterling, CO",CO,OPEN,,146,E,yes,145.295,144.695,,,Logan,On-Air,Wide area,NECARA,"Autopatch, e-power.",CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,151,SSW,yes,449.525,444.525,100,100,Mineral,On-Air,,N0PKT,,,yes,,,,,,,,,,Full-time to the  The Fun Machine System .,,,,The Fun Machine,,,,,,,,,,,,,,,43265,,,,,,,,,,,,,DM67lt,,,,,,,,,
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,156.2,WSW,yes,145.175,144.575,107.2,,Mesa,On-Air,Greater grand Junction area.,,"E-power,",CCARC,yes,,,,,,,,,,,,,,,,3161,,,,Standard IRLP node commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,168.8,WSW,yes,146.94,146.34,107.2,107.2,Mesa,On-Air,Grand Junction 30-50 mi,Western Colorado Amateur Radio Club,E-power and autopatch for WCARC members,CCARC,yes,,,,,,,,,,,,http://w0rrz.org,,,,,,,,,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,156.6,SSE,yes,145.355,144.755,100,,Huerfano,On-Air,,N0JPX,"E-power, linked.",CCARC,yes,,,,,,,,,,,,,,,,3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,158.7,WSW,yes,145.22,144.62,107.2,,Mesa,,,KE0TY,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,158.7,WSW,yes,147.39,147.99,107.2,,Mesa,,,KE0TY,Linked.,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,W0GJT,Grand Junction,CO,OPEN,A,158.7,WSW,yes,146.82,146.22,107.2,,Mesa,On-Air,Wide area: North Western Colorado - South to Montrose and East on I-70.,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28515,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,159.7,WSW,yes,448.15,443.15,100,,Mesa,On-Air,,,,CCARC,yes,,,,,,,,,,,,,,,,7963,,,,,,,312189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,,K0SSI,Grand Junction,CO,OPEN,,158.7,WSW,yes,147.105,147.705,,,Mesa,On-Air,,K0SSI,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,,158.7,WSW,yes,447.5,442.5,114.8,,Mesa,,,KC0ARV,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RED,Grand Junction,CO,OPEN,,158.7,WSW,yes,446.775,441.775,,,Mesa,On-Air,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KD0RED (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,158.7,WSW,yes,449.775,444.775,173.8,88.5,Mesa,On-Air,,,,CCARC,yes,,,,,,,,,,,,,,,,7573,,,,,,,7572,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,-0.6,103.5,N0NEB,Harrisburg,NE,OPEN,,159.9,NE,yes,147,146.4,103.5,,Banner,On-Air,,Tri-City Radio Amateur Club,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,,N0NEB,Scottsbluff,NE,OPEN,,187.7,NE,yes,147.075,147.675,,,Scotts Bluff,On-Air,,Tri-City Radio Amateur Club,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,103.5,N0NEB,Alliance,NE,OPEN,,222.6,NE,yes,146.715,146.115,103.5,103.5,Box Butte,On-Air,,TriCity,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,162.2,N7RON,Rawlins,WY,OPEN,I,165.1,NNW,yes,146.7,146.1,162.2,,Carbon,On-Air,,,,WRCG,yes,,,,,,,,,,,,,,,,7045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,146.2,N7RON,Rawlins,WY,OPEN,,165.1,NNW,yes,449.8,444.8,146.2,,Carbon,,,Wyocomm,,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KC7OZU,Rawlins,WY,OPEN,,165.1,NNW,yes,146.76,146.16,100,,Carbon,On-Air,Wide area.,CCARS,,,yes,,,,,,,,,,,,,,,,,,,,,Sunday nite net 2030 local time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,100,KD7BN,Rawlins,WY,OPEN,,165.1,NNW,yes,147.39,147.99,100,,Carbon,On-Air,Wide area.,HERC,E-power.,,yes,,,,,,,,,,"Full-time to  
        146.80500 (W7BEQ) at Shoshoni, Copper Mtn, WY .
 


Full-time to  
        146.94000 (W7VNJ) at Casper, Casper Mountain, WY .",,,,N7ZEF (EchoLink).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,KD7SU,Rawlins,WY,OPEN,,165.1,NNW,yes,448.3,443.3,100,,Carbon,,,,,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,165.9,SE,yes,147.36,147.96,,123,Otero,On-Air,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,,E-power,,yes,,,,,,,,,,,Digital Wires-X,,Yes; analog capable.,KC0ITF,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,11360,,,,,,,,
446.75,-5,CC0,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,,165.9,SE,yes,446.75,441.75,,,Otero,On-Air,La Junta,,E-power.,,yes,yes,0,,,,,,,,,Please use Busy Channel LockOut,,,KC0ITF,,,,,,,,,,yes,Open ↑ / Open ↓,yes,KC0ITF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,151.4,WA7SNU,Wheatland,WY,OPEN,,166.8,NNE,yes,449.625,444.625,151.4,,Platte,On-Air,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WA7SNU,Wheatland,WY,OPEN,,166.9,NNE,yes,146.88,146.28,100,100,Platte,On-Air,,GPARA,,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.68,-1.6,,AE7AF,Wheatland,WY,OPEN,,166.8,NNE,yes,224.68,223.08,,,Platte,On-Air,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITT,"Silverton, Engineer Mountain",CO,OPEN,,179.3,SW,yes,147.27,147.87,127.3,,San Juan,On-Air,Wide area.,KB5ITT,E-power.,CCARC,yes,,,,,,,,,,,,,,Durango ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1,0,100,WD0BQM,Mitchell,NE,OPEN,I,184.1,NNE,yes,445.1,445.1,100,100,Scotts Bluff,On-Air,,,,,yes,,,,,,,,,,,This is a simplex IRLP node.,,,,,3942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,,WD0BQM,Scottsbluff,NE,OPEN,,184.4,NE,yes,145.475,144.875,,,Scotts Bluff,On-Air,20,RWMC,e-power.,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.825,5,,W0KAV,Scottsbluff,NE,OPEN,,184.4,NE,yes,444.825,449.825,,,Scotts Bluff,On-Air,,W0KAV/KW0R,"Autopatch, e-power.",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,,186.8,SSE,yes,147.375,147.975,100,100,Las Animas,Off-Air,Good coverage along I-25 between CO/NM state line and 40 miles north.,K0BV,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,100,KG5JL,"Trinidad, Raton Pass",CO,OPEN,,186.8,SSE,yes,447.375,442.375,100,,Las Animas,On-Air,"Covers I-25 from CO/NM border to north of Trinidad, CO.",KG5JL,E-power (batt).,CCARC,yes,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,187.1,SSE,yes,446.775,441.775,,,Las Animas,On-Air,,Cheyenne Mountain Repeater Group (CMRG),,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KD0RDI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Raton, Raton Pass",NM,OPEN,,198.9,SSE,yes,446.775,441.775,,,Colfax,On-Air,,Cheyenne Mountain Repeater Group,,NMFCC,yes,,,,,,,,,,,,http://www.cmrg.org/,,,,,,,,,,,,,,yes,KD0RDI (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,136.5,W7BAR,"Vernal, Blue Mountain",UT,OPEN,EI,187.9,WNW,yes,147.1,147.7,136.5,,Uintah,On-Air,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",""">Borderline ARC","Autopatch, e-power.",UVHFS,yes,,,,,,,,,,"Full-time to  
        147.34000 (KG7DSO) at Vernal, Tabby Mountain, UT .",8,,,,,3577,,,,"IRLP: No access code, bring up your node by it's node no. and bring it down with a 73.",,,458414,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,136.5,W7BAR,"Vernal, Uintah County EOC",UT,OPEN,I,197,W,yes,449.9,444.9,136.5,,Uintah,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",Borderline Amateur Radio Club,,,yes,,,,,,,,,,,,,,,,7705,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,136.5,W7BAR,"Vernal, Grizzly Ridge",UT,OPEN,,212.1,WNW,yes,147.04,147.64,136.5,,Uintah,On-Air,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",Borderline ARC,E-power.,UVHFS,yes,,,,,,,,,,Full-time to the  Sinbad Desert (SDARC) System .,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,136.5,W7BYU,Vernal,UT,OPEN,,187.9,WNW,yes,449.7,444.7,136.5,,Uintah,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",W7BYU,8,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,136.5,W7BYU,Roosevelt,UT,OPEN,E,188,WNW,yes,146.92,146.32,136.5,,Duchesne,Off-Air,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,E-power.,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,458695,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.445,0,88.5,AG0N,Scottsbluff,NE,OPEN,I,188.6,NE,yes,146.445,146.445,88.5,88.5,Scotts Bluff,On-Air,,,,,yes,,,,,,,,,,,This is a simplex IRLP node. 147.285 rptr is down. 3055 is directly accessed on 146.445 w/88.5 tone. Controlled access. Contact AG0N for access. 147.435/123PL Scottsbluff node 8930 available 24/7 no access code.,http://garymcduffie.com,,,,3055,,,,Access pre-fix = 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.955,-0.6,,N0JUN,Holyoke,CO,OPEN,,189.3,E,yes,146.955,146.355,,,Phillips,,,PCARC,E-power.,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,,189.5,SSW,yes,146.61,146.01,123,,Archuleta,On-Air,,,,CCARC,yes,,,,,,,,,,,,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,K0EP,"Durango, Missionary Ridge",CO,OPEN,,196,SW,yes,146.7,146.1,100,100,La Plata,On-Air,Local.,Durango ARC,9,CCARC,yes,,,,,,,,,,,,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,K0EP,"Durango, Eagle Pass",CO,OPEN,,201.7,SW,yes,146.67,146.07,100,,La Plata,On-Air,Wide area.,Durango ARC,11,CCARC,yes,,,,,,,,,,"Part-time to  
        147.37500 (KB5ITS) at Silverton, Kendall Mountain, CO .",Linked active in the summer months only.,DARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,K0EP,Durango,CO,OPEN,,205.3,SW,yes,449.85,444.85,100,100,La Plata,On-Air,,DARC,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,,197.4,S,yes,147.22,147.82,100,,Rio Arriba,On-Air,Wide area.,New Mexico Mega Link Assoc,10,NMFCC,yes,,,,,,,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
