Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Nets,Web links,Coordination,Last update,Downlink Tone,Links,Commands,Feed,EchoLink,IRLP,Affiliate,Notes,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Worldwide English,North America,DCI Bridge,Local/Cluster,Colorado,N. Colorado,Local Network,Mixed-Mode,Southern Colorado,Denver Regional,Northern Colorado,Worldwide,Grid,YSF Digital Enabled,DG-ID,AllStar,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,On-air,English,TAC 310,Mountain Reg USA,Location Photo,Wyoming,WyLOCAL
449.3,-5,131.8,WB7GR,"Cheyenne, Chalk Bluffs",WY,OPEN,,79.6,NNE,yes,449.3,444.3,,Laramie,On-Air,,WU7G,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,
444.125,5,114.8,WB7GR,"Scottsbluff, Stage Hill",NE,OPEN,,143.3,NNE,yes,444.125,449.125,114.8,Scotts Bluff,On-Air,Wide area,SBCEMA,Linked to Albin (147.165) and Cheyenne (146.775),,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,79.8,S,yes,448.725,443.725,123,El Paso,On-Air,,KA0TTF,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,81.3,S,yes,1287.7,1267.7,67,Teller,Testing,,WB0WDF,,,,CCARC,yes,,,,,,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,81.3,S,yes,145.46,144.86,67,Teller,On-Air,,WB0WDF,"E-power, 100% Solar",,,CCARC,yes,,,,,,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,81.3,S,yes,224.94,223.34,67,Teller,Testing,,,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,81.3,S,yes,447.4,442.4,67,Teller,On-Air,,WB0WDF,"E-power, Solar, Remote Base",,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,96.5,S,yes,449,444,67,Fremont,On-Air,,WB0WDF,"E-power (Solar, Wind)",,Mega Link,CCARC,yes,67,Full-time to the  Mega-Link System .,,,,,,North of the Royal Gorge Bridge.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,101.9,S,yes,53.03,51.33,88.5,Fremont,On-Air,,WB0WDF,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",,Http://www.qsl.net/rghc,CCARC,yes,88.5,,,,,,RGARC,Split site Fremont peak transmitter and 8 mile mountain reciever.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,84.3,N,yes,146.775,146.175,114.8,Laramie,On-Air,,Shy-Wy Amateur Radio Club,"E-power, WX.","Weather Net: Daily at 06:45. 
Shy-WY ARC: Sun at 07:00.",,WRCG,yes,,"Full-time to  
        147.16500 (KC7SNO) at Albin, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,114.8,KC7SNO,"Cheyenne, North Park",WY,OPEN,,85.4,N,yes,147.105,147.705,114.8,Laramie,On-Air,,ShyWyArc,,,,WRCG,yes,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DN71,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,99.7,NNW,yes,146.82,146.22,114.8,Albany,On-Air,Wide area.,Shy-Wy Amateur Radio Club,,Shy-WY ARC: Thu at 19:00.,,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,114.8,KC7SNO,Albin,WY,OPEN,,115.7,NNE,yes,147.165,147.765,114.8,Laramie,On-Air,,Shy-Wy Amateur Radio Club,E-power.,,,WRCG,yes,,"Full-time to  
        147.10500 (KC7SNO) at Cheyenne, North Park, WY .
 


Full-time to  
        146.77500 (KC7SNO) at Cheyenne, Denver Hill, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,84.7,SSW,yes,448.575,443.575,103.5,Park,Off-Air,Western Park County,,,,,CCARC,yes,103.5,"Full-time internet linked to  
        146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,113,SSW,yes,449.925,444.925,103.5,Chaffee,On-Air,"Upper Arkansas and Platte Rivers, and the SLV",,E-power (Bat),,,CCARC,yes,103.5,,,,,,Colorado ARES,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,114.8,KB7SWR,Cheyenne,WY,OPEN,,85.4,N,yes,145.235,144.635,114.8,Laramie,On-Air,Local: Cheyenne.,N7GT,,,,WRCG,yes,,"Full-time to  
        448.15000 (KB7SWR) at Cheyenne, WY .",,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,85.4,N,yes,448.15,443.15,100,Laramie,Off-Air,,KB7SWR,,,,WRCG,yes,,"Full-time to  
        145.23500 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,85.4,N,yes,449.9,444.9,100,Laramie,On-Air,From 5 miles to 25 miles,N7JJY,,,,,yes,100,,,,,,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,CC15 151.4,KC7DHF,"Cheyenne, Old airport control tower",WY,OPEN,,86.3,N,yes,448.95,443.95,151.4,Laramie,On-Air,Local,,,,,WRCG,yes,151.4,,,,,,,Brandmiester and analog.,,,,,,,,,yes,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,93.8,NNW,yes,147.015,147.615,146.2,Albany,On-Air,Albany County,"Albany County ARES/RACES, University Amateur Radio",,,http://www.uwyo.edu/uarc/,,yes,,,,,82070,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,99.8,NNW,yes,146.61,146.01,,Albany,On-Air,Laramie Valley  30 mi radius.,University ARC,,,http://www.uwyo.edu/uarc,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,
447.225,-5,CC11,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,94.8,N,yes,447.225,442.225,,Albany,On-Air,Wide area.,Laramie County EM,,,,WRCG,yes,,,,,,,Wyoming DMR Project,,,,,,,,,,yes,11,,Wyoming DMR Project,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,,,,,,,,1,2
445.05,-5,CC11,WY7EOC,Rawlins,WY,CLOSED,,171.3,NW,yes,445.05,440.05,,Carbon,On-Air,Wide area.,Laramie County EM,,,,WRCG,yes,,,,,,,Wyoming DMR Project,,,,,,,,,,yes,11,,Wyoming DMR Project,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,,,,,,,,1,2
446.7375,-5,CC8,K0RTS,"Genoa, Limon",CO,OPEN,,95.4,SE,yes,446.7375,441.7375,,Lincoln,On-Air,"I-70  H-40  H-287  Arriba, Genoa, Hugo, Limon        50 mile radius",K0RTS KC0VJD,,,,CCARC,yes,,,,,,,RMHam,"Colorado on TG700 Slot 1
Denver on TG720 Slot 2",,,,,,,,,yes,8,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,1,,,,,2,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,EIA,96.3,SE,yes,147.06,147.66,103.5,Lincoln,On-Air,"I-70, US-71, US-287, US-40, US-24",BSARC,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",Big Sandy Net: Wed 19:00,http://www.bigsandyradio.com/,CCARC,yes,,,,,791116,3794,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,yes,Open ↑ / Open ↓,42740,,,,,,,,,,,
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,138.8,SE,yes,146.895,146.295,103.5,Kit Carson,On-Air,,Big Sandy ARC,,,,CCARC,yes,,,,,830619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie,  Pilot Hill",WY,OPEN,,97.9,NNW,yes,53.03,52.03,,Albany,Off-Air,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,K7UWR,8,,http://www.r-vcr.com/k7uwr/repeater.htm,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,100,WNW,yes,147.21,147.81,107.2,Routt,On-Air,,SSARC,"Linked, WX.",,,CCARC,yes,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,101.9,S,yes,927.7,902.7,D114,Fremont,On-Air,,Royal Gorge ARC,,,,CCARC,yes,D114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,125,S,yes,147.06,147.66,77,Custer,On-Air,,http://www.qsl.net/rghc,E-power,,,CCARC,yes,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,125,S,yes,448.15,443.15,103.5,Custer,On-Air,,Royal George ARC,E-power.,,http://www.qsl.net/rghc,CCARC,yes,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,125,S,yes,927.775,902.775,D116,Custer,On-Air,,Royal Gorge Amateur Radio Club,,,,CCARC,yes,D116,,,,,,,System uses digital PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,101.9,S,yes,145.49,144.89,103.5,Fremont,On-Air,,Royal Gorge Amateur Radio Club,E-power (Bat),"RGARC Net: Wed at 19:00. 
ARES Net: Wed at 19:30.",Royal Gorge Amateur Radio Club,CCARC,yes,103.5,,,,,,Colorado ARES Region 5 District 1,,,,,,,,,,,,,,,,,,,,,,,,,,,DM78ik,,,,,,,,,,,,yes,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,101.9,S,yes,223.96,222.36,103.5,Fremont,On-Air,"Wide area. 
   Repeater Coverage Map",RGARC,"E-power (Bat), Remote Base",,,CCARC,yes,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,101.9,S,yes,447.75,442.75,103.5,Fremont,On-Air,,RGARC,E-power (Bat),,Royal Gorge Amateur Radio Club,CCARC,yes,103.5,,,,,3081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,102.5,SW,yes,146.745,146.145,100,Chaffee,Off-Air,,CLARA,E-power.,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,104.5,SE,yes,447,442,103.5,Lincoln,On-Air,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",Delbert Noakes (KC0VJD),APRS repeater &amp; I-Gate / Weather station,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,DM89gb,yes,Open ↑ / Open ↓,,,,,30534,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,104.6,SE,yes,449.9,444.9,107.2,Lincoln,On-Air,,,,,,CCARC,yes,,,,,,,BSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,106.1,WSW,yes,447.05,442.05,136.5,Pitkin,On-Air,Aspen-Snowmass areas.,Roaring Fork Amateur Repeater Cooperative,,,,CCARC,yes,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,112.3,WSW,yes,447.15,442.15,136.5,Garfield,On-Air,,,,,,,yes,,,,,8150,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,121.6,WSW,yes,147.3,147.9,107.2,Garfield,Off-Air,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",Roaring Fork Amateur Repeater Cooperative,8,,,CCARC,yes,,,,,266359,,,Single beep courtesy tone when linked and none when unlinked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,107.5,SSW,yes,446.975,441.975,,Chaffee,On-Air,,Crestone Amateur Radio Emergency Services,,,KD0QPG,CCARC,yes,,,,,,,Crestone Amateur Radio Emergency Services,,,,,,,yes,KD0QPG (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,109.4,SSE,yes,146.79,146.19,88.5,Pueblo,On-Air,Wide area.,Pueblo HC,E-power.,,Pueblo Ham Club,CCARC,yes,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,109.4,SSE,yes,224.26,222.66,88.5,Pueblo,Off-Air,Wide area.,Pueblo Ham Club,E-power.,,PHC repeaters,CCARC,yes,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,109.4,SSE,yes,447.95,442.95,88.5,Pueblo,On-Air,Wide area.,Pueblo Ham Club,E-power.,,Pueblo Ham Club,CCARC,yes,,,,,,,,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,,117.9,SSE,yes,145.115,144.515,88.5,Pueblo,Off-Air,,Pueblo Ham Club,E-power.,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,117.9,SSE,yes,146.88,146.28,88.5,Pueblo,On-Air,Wide area.,Pueblo HC,E-power.,,,CCARC,yes,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,125.1,S,yes,919.1,894.1,88.5,Pueblo,Off-Air,Wide area.,Pueblo HC,,,,CCARC,yes,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,130,S,yes,224.32,222.72,88.5,Custer,Off-Air,,Pueblo Ham Club,11,,PHC repeaters,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,130,S,yes,447.175,442.175,88.5,Pueblo,Off-Air,Wide area: Southeast Colorado.,Pueblo HC,11,,Pueblo Ham Club,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,ND0Q,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,152.3,SSE,yes,146.73,146.13,88.5,Huerfano,On-Air,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",Pueblo Ham Club,6,,Pueblo Ham Club,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,110,WSW,yes,146.67,146.07,107.2,Pitkin,On-Air,Wide area.,Ski Country ARC,Linked.,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,,WA0JTB,"Sterling, CO",CO,OPEN,,110.4,E,yes,145.295,144.695,,Logan,On-Air,Wide area,NECARA,"Autopatch, e-power.",,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,114.3,SSE,yes,147,147.6,,Pueblo,On-Air,,Carl Higbee,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,117.9,SSE,yes,146.655,146.055,123,Pueblo,On-Air,,K0ST,,,,CCARC,yes,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC0 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,117.9,SSE,yes,447.7,442.7,210.7,Pueblo,Off-Air,,,,,,CCARC,yes,210.7,,,,,7389,,,,,,,,,,,yes,0,,,,,,,,,,,Yes; analog capable.,,,,,,,,29228,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,117.9,SSE,yes,449.725,444.725,100,El Paso,On-Air,,N0PWZ,,,,CCARC,yes,,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,"Maysville, CO",CO,OPEN,,118.7,SW,yes,145.325,144.725,100,Chaffee,On-Air,wide area,Chaffee Lake Amateur Repeater Association,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,119.3,SW,yes,447.65,442.65,151.4,Gunnison,On-Air,Gunnison valley and along East and west on Highway 50.,KB0YNA,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",,,CCARC,yes,151.4,"Full-time to  
        448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO .
 


Full-time to  
        449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,151.4,KB0YNA,"Grand Junction, Grand Mesa",CO,OPEN,I,163,WSW,yes,449.65,444.65,151.4,Mesa,On-Air,Wide area coverage,Keri Washburn,NWS weather alert system.,,,CCARC,yes,151.4,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",11,,,8162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,,174.4,SW,yes,448.65,443.65,,Montrose,On-Air,Wide area.,KB0YNA,,,,,yes,151.4,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,KB0YNA,"Telluride, Gray Head",CO,OPEN,I,204.4,SW,yes,449.7,444.7,107.2,San Miguel,On-Air,Wide Area via links - Western Colorado - Eastern Utah,Grand Mesa Repeater Association ( GMRA ),E-power.,RACES: Wed at 19:30.,,CCARC,yes,107.2,Full-time to the  GMRA Open System .,,,,3710,,Closed IRLP out - Ask for a control Op,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,131.8,KB0YNA,"Delta, Uncompahgre Butte",CO,OPEN,I,211.9,WSW,yes,449.4,444.4,131.8,Mesa,On-Air,Wide area via links - Western Colorado - Eastern Utah,"WA4HND,  Grand Mesa Repeater Association",E-power.,RACES Wed 1930 Hrs,http://www.gmra.org,CCARC,yes,131.8,Full-time to the  GMRA Open System .,,,,3710,,Closed IRLP out - Ask for a control op,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,119.5,SSE,yes,147.24,147.84,103.5,Pueblo,Off-Air,Pueblo and Fremont Counties,TARA,,,,CCARC,yes,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,121.6,WSW,yes,449.85,444.85,131.8,Garfield,On-Air,Glenwood Springs,,e-power  Linked to GMRA Open System,Colorado State RACES  Wed 1930 local,http://GMRA.org,CCARC,yes,131.8,Full-time to the  GMRA Open System .,,,,,Grand Mesa Repeater Assoc,RACES net Wed 1930 Hrs Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,,161,W,yes,449.8,444.8,107.2,Garfield,On-Air,,,8,,GMRA Repeaters,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,174.4,SW,yes,447.2,442.2,107.2,Montrose,On-Air,Delta/Montrose,,9,RACES Net Wed at 1930 Hrs.,GMRA Repeaters,CCARC,yes,107.2,Full-time to the  GMRA Open System .,,,,3710,Grand Mesa Repeater Assoc,Closed IRLP out - Ask for a control op,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,107.2,WA4HND,"Grand Junction, Grand Mesa",CO,OPEN,I,179.2,WSW,yes,449.3,444.3,107.2,Mesa,On-Air,Wide Area I-70 West Rifle to Western Utah,,e-power Linked to GMRA Open System,RACES Wed 1930 hrs,http://www.gmra.org/,CCARC,yes,107.2,,,,,3710,,Closed IRLP out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,131.8,WA4HND,"Grand Junction, Black Ridge",CO,OPEN,I,203.9,WSW,yes,449.575,444.575,131.8,Mesa,On-Air,Grand Junction,,e-power. Linked to GMRA Open System,Wed RACES Net 1930 Hrs,GMRA Repeaters,CCARC,yes,131.8,,,,,3710,Grand Mesa Repeater Assoc,Closed IRLP out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,121.6,WSW,yes,224.02,222.42,,Garfield,,,SCARC,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,121.6,WSW,yes,447.6,442.6,,Garfield,,40,Ski Country ARC (SCARC),50,,,CCARC,yes,,"Full-time to  
        146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",,,,,,Link Hub for 146.880.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,126.6,WSW,yes,146.88,146.28,107.2,Garfield,On-Air,,Ski Country ARC,,,,CCARC,yes,,"Full-time to  
        447.60000 (KI0G) at Glenwood Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,126.6,WSW,yes,447.1,442.1,107.2,Garfield,On-Air,,Ski Country ARC,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,123.9,WSW,yes,449.725,444.725,179.9,Garfield,On-Air,Wide area.,Roaring Fork Amateur Repeater Cooperative (RFARC),EchoLink.,,,CCARC,yes,,,,,,3722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28434,,,,,,,,,,,
