Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,Coordination,Last update,D-STAR Enabled,Node,Sources,Notes,Web links,EchoLink,DMR Enabled,Color Code,Wide Network,Talkgroups,Worldwide,North America,English,TAC 310,Local/Cluster,N. Colorado,Nets,Colorado,Northern Colorado,Links,Affiliate,Southern Colorado,Talkgroup Network,Worldwide English,DCI Bridge,Commands,YSF Digital Enabled,DG-ID,Mixed-Mode,Mountain Reg USA,IRLP,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Grid,Local Network,Denver Regional,Feed,Wyoming,WyLOCAL,On-air,AllStar,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,Location Photo,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,147.6,S,yes,447.75,442.75,103.5,103.5,Fremont,On-Air,,RGARC,E-power (Bat),CCARC,yes,,,,,Royal Gorge Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,3081,,,,,,,,,,,,,,,,,,yes,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,147.7,S,yes,927.7,902.7,D114,D114,Fremont,On-Air,,Royal Gorge ARC,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,170.5,S,yes,147.06,147.66,77,77,Custer,On-Air,,http://www.qsl.net/rghc,E-power,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,170.5,S,yes,448.15,443.15,103.5,103.5,Custer,On-Air,,Royal George ARC,E-power.,CCARC,yes,,,,,http://www.qsl.net/rghc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,170.5,S,yes,927.775,902.775,D116,D116,Custer,On-Air,,Royal Gorge Amateur Radio Club,,CCARC,yes,,,,System uses digital PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,149.8,SSW,yes,446.975,441.975,,,Chaffee,On-Air,,Crestone Amateur Radio Emergency Services,,CCARC,yes,yes,KD0QPG (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,KD0QPG,,,,,,,,,,,,,,,,Crestone Amateur Radio Emergency Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,154.1,S,yes,146.79,146.19,88.5,CSQ,Pueblo,On-Air,Wide area.,Pueblo HC,E-power.,CCARC,yes,,,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,154.1,S,yes,224.26,222.66,88.5,CSQ,Pueblo,Off-Air,Wide area.,Pueblo Ham Club,E-power.,CCARC,yes,,,,,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,154.1,S,yes,447.95,442.95,88.5,,Pueblo,On-Air,Wide area.,Pueblo Ham Club,E-power.,CCARC,yes,,,,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,,163,S,yes,145.115,144.515,88.5,,Pueblo,Off-Air,,Pueblo Ham Club,E-power.,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,163,S,yes,146.88,146.28,88.5,CSQ,Pueblo,On-Air,Wide area.,Pueblo HC,E-power.,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,170.5,S,yes,919.1,894.1,88.5,CSQ,Pueblo,Off-Air,Wide area.,Pueblo HC,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,175.9,S,yes,224.32,222.72,88.5,,Custer,Off-Air,,Pueblo Ham Club,11,CCARC,yes,,,,,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,175.9,S,yes,447.175,442.175,88.5,,Pueblo,Off-Air,Wide area: Southeast Colorado.,Pueblo HC,11,CCARC,yes,,,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,ND0Q,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,197.3,S,yes,146.73,146.13,88.5,,Huerfano,On-Air,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",Pueblo Ham Club,6,CCARC,yes,,,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,,N2VHZ,Alliance,NE,OPEN,E,155.1,NE,yes,147.015,147.615,,,Box Butte,On-Air,Local.,N2VHZ,,,yes,,,,,,775183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,156.9,SSW,yes,447.65,442.65,151.4,151.4,Gunnison,On-Air,Gunnison valley and along East and west on Highway 50.,KB0YNA,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",CCARC,yes,,,,,,,,,,,,,,,,,,,,"Full-time to  
        448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO .
 


Full-time to  
        449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,151.4,KB0YNA,"Grand Junction, Grand Mesa",CO,OPEN,I,184.2,SW,yes,449.65,444.65,151.4,151.4,Mesa,On-Air,Wide area coverage,Keri Washburn,NWS weather alert system.,CCARC,yes,,,,,,,,,,,,,,,,,,,,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,,11,,,,,8162,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,,205.2,SW,yes,448.65,443.65,,151.4,Montrose,On-Air,Wide area.,KB0YNA,,,yes,,,,,,,,,,,,,,,,,,,,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,131.8,KB0YNA,"Delta, Uncompahgre Butte",CO,OPEN,I,235,SW,yes,449.4,444.4,131.8,131.8,Mesa,On-Air,Wide area via links - Western Colorado - Eastern Utah,"WA4HND,  Grand Mesa Repeater Association",E-power.,CCARC,yes,,,,Closed IRLP out - Ask for a control op,http://www.gmra.org,,,,,,,,,,,,RACES Wed 1930 Hrs,,,Full-time to the  GMRA Open System .,,,,,,,,,,,3710,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,KB0YNA,"Telluride, Gray Head",CO,OPEN,I,236.6,SW,yes,449.7,444.7,107.2,107.2,San Miguel,On-Air,Wide Area via links - Western Colorado - Eastern Utah,Grand Mesa Repeater Association ( GMRA ),E-power.,CCARC,yes,,,,Closed IRLP out - Ask for a control Op,,,,,,,,,,,,,RACES: Wed at 19:30.,,,Full-time to the  GMRA Open System .,,,,,,,,,,,3710,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,"Maysville, CO",CO,OPEN,,158.6,SSW,yes,145.325,144.725,100,,Chaffee,On-Air,wide area,Chaffee Lake Amateur Repeater Association,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,159.4,S,yes,147,147.6,,,Pueblo,On-Air,,Carl Higbee,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,110.9,K7PLA,"Casper, Casper Mountain",WY,OPEN,,161.5,NNW,yes,145.46,144.86,110.9,110.9,Natrona,On-Air,"Wide area: East to Douglas, South to Saratoga, Rawlings. West to Moneta, Jeffery city/muddy gap, independence rock.North to Buffalo",W7QQA,,WRCG,yes,,,,,http://wyoham.com,,,,,,,,,,,,"Buffalo roll call, Tuesday night",,,,"Buffalo Radio Club, Casper Radio Club",,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,161.6,WSW,yes,146.76,146.16,107.2,,Garfield,Off-Air,"New Castle, Silt, Rifle and Rulison and areas around Parachute.","N0SWE,  Roaring Fork Amateur Repeater Cooperative",E-power.,CCARC,yes,,,,,,243117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DM69cl,,,,,,,,,,,,,,,,
146.94,-0.6,123,W7VNJ,"Casper, Casper Mountain",WY,OPEN,,162.6,NNW,yes,146.94,146.34,123,123,Natrona,On-Air,Wide area.,Casper ARC,E-power.,WRCG,yes,,,,,http://casperarc.net/wiki/index.php/146.940,,,,,,,,,,,,RACES/ARES: Sun at 20:00.,,,"Full-time to  
        147.39000 (KD7BN) at Rawlins, WY .
 


Full-time to the  Wyocom System .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,D032,W7VNJ,Casper,WY,OPEN,,168.6,NNW,yes,147.28,147.88,D032,D032,Natrona,On-Air,Local Casper coverage.,Casper Amateur Radio Club,E-power.,WRCG,yes,,,,,http://casperarc.net/wiki/index.php/Main_Page,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,173.8,W7VNJ,"Casper, Wyoming Med Center",WY,OPEN,I,168.6,NNW,yes,449.575,444.575,173.8,173.8,Natrona,On-Air,Wide area: Casper Metro and large parts of Natrona county.,CDK Net,E-power.,WRCG,yes,,,,,Casper ARC,,,,,,,,,,,,,,,,,,,,,,,,,,7707,,,,,,,,,,,,,,,,,,,,,,
52.98,-1,141.3,W7VNJ,Casper,WY,OPEN,,169.9,NNW,yes,52.98,51.98,141.3,,Natrona,Off-Air,,CARC,,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,173.8,KD7AGA,"Casper, Casper Mountain",WY,OPEN,,162.6,NNW,yes,146.64,146.04,173.8,,Natrona,Off-Air,Regional.,CDK Net,E-power.,WRCG,yes,,,,,,,,,,,,,,,,,,,,"Full-time to  
        449.57500 (W7VNJ) at Casper, Wyoming Med Center, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,,N7RRB,"Casper, Casper Mountain",WY,OPEN,W,162.6,NNW,yes,449.9,444.9,,,Natrona,On-Air,Metro area.,Casper Amateur Radio Club,,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,11941,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,163,S,yes,146.655,146.055,123,CSQ,Pueblo,On-Air,,K0ST,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC0 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,163,S,yes,447.7,442.7,210.7,210.7,Pueblo,Off-Air,,,,CCARC,yes,,,,,,,yes,0,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,7389,,,,,,,,,,,,,29228,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,163,S,yes,449.725,444.725,100,,El Paso,On-Air,,N0PWZ,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3043,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,100,NB7I,"Casper, Casper Mtn.",WY,OPEN,,164.5,NNW,yes,449.5,444.5,100,,Natrona,On-Air,"Wide area, linked to 147.390 Rawlins",Versatel,Solar Powered,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,164.6,S,yes,147.24,147.84,103.5,CSQ,Pueblo,Off-Air,Pueblo and Fremont Counties,TARA,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,,KK7BA,Douglas,WY,OPEN,,165,N,yes,147.15,147.75,,,Converse,On-Air,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,,KC7MJI,Casper,WY,OPEN,,169.9,NNW,yes,147.345,147.945,,,Natrona,,,,,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,
146.91,-0.6,,N7GT,Casper,WY,OPEN,,169.9,NNW,yes,146.91,146.31,,,Natrona,,,,,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,
449.1,-5,,NG7T,Casper,WY,OPEN,,169.9,NNW,yes,449.1,444.1,,,Natrona,,Wide area:  50 mi radius.,NG7T,E-power.,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,
449.95,-5,,K5GF,Gunnison,CO,OPEN,,171.7,SW,yes,449.95,444.95,,,Gunnison,,,K5GF,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,
147.12,0.6,,W0VTL,Gunnison,CO,OPEN,,171.7,SW,yes,147.12,147.72,,,Gunnison,On-Air,,W0VTL,E-power.,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,178.4,SW,yes,147.33,147.93,107.2,,Delta,On-Air,Wide area.,North Fork Repeater Assoc.,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,,178.5,WSW,yes,449.5,444.5,107.2,,Mesa,Off-Air,,Grand Mesa Repeater Association (GMRA),E-power.,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,211.8,WSW,yes,449,444,,107.2,Mesa,On-Air,,KB0SW,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,Grand Mesa Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,215.9,WSW,yes,447,442,107.2,,Garfield,On-Air,Wide area.,,8,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,123,W0FLO,"Chadron, Nebraska National Forest",NE,OPEN,,179.8,NE,yes,147.36,147.96,123,123,Dawes,On-Air,"Chadron, Gordon, Alliance, Crawford, Pine Ridge.",,,WB0CMC,yes,,,,,,,,,,,,,,,,,,,,,Pine Ridge Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.62,0,100,W0FLO,Chadron,NE,OPEN,I,188.8,NE,yes,145.62,145.62,100,100,Dawes,On-Air,"Chadron, Gordon, Alliance, Crawford, Pine Ridge.",Pine Ridge Amateur Radio Club - Ron Cashon -- 308 432-3322,Voice ID,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3936,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,123,N0UGO,Ogallala,NE,OPEN,EI,179.8,E,yes,146.76,146.16,123,,Keith,On-Air,,Charlie Allen,,,yes,,,,Linked to 146.940 in North Platte and 442.250 south of North Platte,,751985,,,,,,,,,,,"Sun at 19:30. 
Wed at 20:00.",,,,,,,,,,,,,,7349,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0ALC,Cedaredge,CO,OPEN,,190.6,SW,yes,147.36,147.96,100,,Delta,,,W0ALC,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,
449.825,-5,100,W0ALC,Cedaredge,CO,OPEN,,190.6,SW,yes,449.825,444.825,100,,Delta,,,W0ALC,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,
147.195,0.6,107.2,KC0QXX,"Cedaredge, Cedar Mesa",CO,OPEN,,190.6,SW,yes,147.195,147.795,107.2,,Delta,,Local.,,,,yes,,,,,,,,,,,,,,,,,,,,,Colorado District 25 ARES,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,
446.9125,-5,CC1,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,196.2,WSW,yes,446.9125,441.9125,,,Mesa,On-Air,"Grand Junction, I70",Bill Frost,,,yes,,,,Brandmeister network,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,197.1,SSE,yes,147.36,147.96,,123,Otero,On-Air,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,,E-power,,yes,,,,Digital Wires-X,,,,,,,,,,,,,,,,,KC0ITF,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,11360,,,,,
446.75,-5,CC0,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,,197.1,SSE,yes,446.75,441.75,,,Otero,On-Air,La Junta,,E-power.,,yes,yes,KC0ITF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",Please use Busy Channel LockOut,,,yes,0,,,,,,,,,,,,,KC0ITF,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,203.2,SSW,yes,146.64,146.04,77,77,Rio Grande,On-Air,Low level local coverage,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28781,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,203.5,SSW,yes,447.1,442.1,77,,Saguache,On-Air,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,88.5,KS0GLD,Goodland,KS,OPEN,I,204.1,SE,yes,147.03,147.63,88.5,,Sherman,Off-Air,I-70,Sherman County Amateur Radio Club (SCARE),,,yes,,,,This is the highest (above sea level) amateur repeater in Kansas.,SCARE on Facebook,,,,,,,,,,,,,,,,,,,,,,,,,,3769,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,208.1,SW,yes,146.91,146.31,107.2,107.2,Montrose,On-Air,,,E-Power,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,208.1,SW,yes,146.79,146.19,107.2,107.2,Montrose,On-Air,,KC0UXX,E-power.,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,208.6,WSW,yes,145.175,144.575,107.2,,Mesa,On-Air,Greater grand Junction area.,,"E-power,",CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,Standard IRLP node commands.,,,,,3161,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,220.9,WSW,yes,146.94,146.34,107.2,107.2,Mesa,On-Air,Grand Junction 30-50 mi,Western Colorado Amateur Radio Club,E-power and autopatch for WCARC members,CCARC,yes,,,,,http://w0rrz.org,,,,,,,,,,,,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,211.8,WSW,yes,145.22,144.62,107.2,,Mesa,,,KE0TY,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,211.8,WSW,yes,147.39,147.99,107.2,,Mesa,,,KE0TY,Linked.,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,
146.82,-0.6,107.2,W0GJT,Grand Junction,CO,OPEN,A,211.8,WSW,yes,146.82,146.22,107.2,,Mesa,On-Air,Wide area: North Western Colorado - South to Montrose and East on I-70.,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28515,,,,,,,,,
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,215.4,WSW,yes,448.15,443.15,100,,Mesa,On-Air,,,,CCARC,yes,,,,,,312189,,,,,,,,,,,,,,,,,,,,,,,,,7963,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,,K0SSI,Grand Junction,CO,OPEN,,211.8,WSW,yes,147.105,147.705,,,Mesa,On-Air,,K0SSI,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,,211.8,WSW,yes,447.5,442.5,114.8,,Mesa,,,KC0ARV,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,
446.775,-5,,KD0RED,Grand Junction,CO,OPEN,,211.8,WSW,yes,446.775,441.775,,,Mesa,On-Air,,,,,yes,yes,KD0RED (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,211.8,WSW,yes,449.775,444.775,173.8,88.5,Mesa,On-Air,,,,CCARC,yes,,,,,,7572,,,,,,,,,,,,,,,,,,,,,,,,,7573,,,,,,,,,,,,,,,,,,,,,,
146.475,0,146.2,W0FUI,Hot Springs,SD,OPEN,I,212.7,NNE,yes,146.475,146.475,146.2,146.2,Fall River,On-Air,More info on the coverage area would be helpful.,W0FUI,IRLP,,yes,,,,Turns itself off every night. More control info on the website.,,,,,,,,,,,,,,,,,,,,,,"IRLP: 
Connect- [node nbr] / Disconnect- 73.",,,,,7976,,,,,,,,,,,,,,,,,,,,,,
147.135,-0.6,123,KB5ITS,"Lake City, Hill 71",CO,OPEN,,213,SW,yes,147.135,146.535,123,,Hinsdale,On-Air,,,E-power (solar),CCARC,yes,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITS,"Ouray, Engineer Mountain",CO,OPEN,,224.6,SW,yes,147.27,147.87,127.3,,Ouray,On-Air,,,,CCARC,yes,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,127.3,KB5ITS,"Silverton, Buffalo Boy",CO,OPEN,,236.2,SW,yes,145.325,144.725,127.3,,San Juan,On-Air,,,Solar powered,CCARC,yes,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,,236.2,SW,yes,147.375,147.975,156.7,,San Juan,On-Air,Wide area.,,13,CCARC,yes,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,"Part-time to  
        146.67000 (K0EP) at Durango, Eagle Pass, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,,236.2,SW,yes,444,449,67,,San Juan,On-Air,,,,,yes,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,127.3,KB5ITS,Silverton,CO,OPEN,,236.2,SW,yes,447.525,442.525,127.3,,San Juan,On-Air,Wide area.,KB5ITS,E-power.,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,213.2,SSW,yes,146.925,146.325,,,Mineral,Off-Air,,Creede ARC,,CCARC,yes,,,,WA0JS license expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,CSQ,N0UVP,Gordon,NE,OPEN,,213.6,NE,yes,146.67,146.07,CSQ,CSQ,Sheridan,Off-Air,,SHARC,E-power.,,yes,,,,"Working on the transmitter, hope to be back on the air soon.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,146.2,K0HS,"Hot Springs, Battle Mountain",SD,OPEN,,214.4,NNE,yes,146.7,146.1,146.2,146.2,Fall River,On-Air,,Hot Springs Amateur Radio Club,E-power.,SouDak,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,KC0HH,Lamar,CO,OPEN,EI,217.1,SE,yes,146.61,146.01,123,123,Prowers,On-Air,Hwy 287 - Springfield to Eads Hwy 50 - Holly to Rocky Ford. 45 mi radius.,Lamar Amateur Radio Club,,CCARC,yes,,,,,,37784,,,,,,,,,,,,,,"Full-time to  
        449.50000 (KC0HH) at Lamar, CO .",,,,,,,,,,,3774,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,123,KC0HH,Lamar,CO,OPEN,EI,217.1,SE,yes,449.5,444.5,123,,Prowers,On-Air,45,Lamar ARC,,CCARC,yes,,,,,,37784,,,,,,,,,,,,,,"Full-time to  
        146.61000 (KC0HH) at Lamar, CO .",,,,,,,,,,,3774,,,,,,,,,,,,,,,,,,,,,,
