Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Coordination,Last update,Op Status,Features,Downlink Tone,Coverage,Links,IRLP,Commands,Notes,Nets,Web links,Affiliate,EchoLink,Grid,D-STAR Enabled,Node,Sources,Feed,AllStar,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,Location Photo,Talkgroup Network,Denver Regional,Northern Colorado,Worldwide,North America,Local/Cluster,Mixed-Mode,Local Network,YSF Digital Enabled,DG-ID,English,Europe,TAC 310,DCI Bridge,Southwest USA,P25 Digital Enabled,NAC,Default Reflector,Worldwide English,N. Colorado,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,Mountain Reg USA,Wyoming,WyLOCAL
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,133.3,NE,yes,447.175,442.175,100,Denver,,W0JRL,CCARC,yes,On-Air,,100,,,,Standard AllStar Link access commands.,,,,,201712,,,,,,29997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,134,E,yes,448.7,443.7,146.2,Douglas,,,,yes,On-Air,,,Local North Parker only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,134.1,N,yes,147.21,147.81,107.2,Routt,,SSARC,CCARC,yes,On-Air,"Linked, WX.",107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,134.3,E,yes,446.85,441.85,,Douglas,,Parker Radio Association,CCARC,yes,On-Air,D-Star B module,,,,,,,,http://parkerradio.org,,,,yes,K0PRA (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC1,K0PRA,Parker,CO,OPEN,,134.7,E,yes,445.075,440.075,,Douglas,,Parker Radio Association,CCARC,yes,On-Air,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,,,,,,Mixed Mode,Mondays 20:30 MST,http://www.parkerradio.org,,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,134.7,NE,yes,446.8625,441.8625,,Boulder,,Boulder County ARES,CCARC,yes,On-Air,,,,,,,,,,,,,yes,KC0DS (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,137.2,NE,yes,1283.8625,1263.8625,,Boulder,,Boulder County ARES,CCARC,yes,On-Air,E-power.,,20,,,,,,,,,,yes,KC0DS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,137.2,NE,yes,145.3875,144.7875,,Boulder,,Boulder County ARES,CCARC,yes,On-Air,E-power.,,20,,,,,,http://bouldercountyares.org/technical/d-star,,,,yes,KC0DS (C),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,134.7,NE,yes,449.55,444.55,100,Boulder,,Rocky Mtn VHF Soc,CCARC,yes,On-Air,8,,Denver metro area.,"Full-time to  
        224.02000 (W0IA) at Boulder, Lee Hill, CO .",,,,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,134.8,NE,yes,224.02,222.42,,Boulder,,Rocky Mtn VHF Soc,CCARC,yes,On-Air,8,,Denver metro area.,"Full-time to  
        449.55000 (W0IA) at Boulder, CO .",,,,,RMVHS repeaters,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,140.8,NE,yes,146.76,146.16,100,Boulder,,Rocky Mtn VHF Soc,CCARC,yes,On-Air,5,,Wide area.,,,,"ARES primary repeater. 
 Voting Receivers:  
 
   
    RX Location    Tone    Pitch    PL  
   
   Gunbarrel  single beep  low  100.0 
   
   Lousville  single beep  low  100.0 
   
   Lyons  double beep  high followed by medium  100.0 
   
   Louisville #2  double beep  high followed by low  100.0",,,Boulder County ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,134.7,NE,yes,449.4,444.4,91.5,Boulder,,BARC,CCARC,yes,Off-Air,2,,,,,,,,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,137.8,NE,yes,146.73,146.13,91.5,Boulder,,BARC,CCARC,yes,Off-Air,12,91.5,Local,,,,,,http://www.ked-wireless.com/products1.htm,,115482,DN70jb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,134.8,NE,yes,449.3,444.3,100,Adams,,N1UPS,CCARC,yes,On-Air,,,,,3699,,,,,,43699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.1,-20,,KF5VBE,Aztec,NM,CLOSED,,135,SSW,yes,1291.1,1271.1,,Bernalillo,,San Juan County,NMFCC,yes,On-Air,DV only,,,,,,,,,,,,yes,KF5VBE (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,,KF5VBE,Farmington,NM,OPEN,,135.1,SSW,yes,145.115,144.515,,San Juan,,,,yes,On-Air,,,,,,,,,,,,,yes,KF5VBE (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,136.7,NE,yes,147.03,147.63,100,Boulder,,KI0HG,CCARC,yes,On-Air,,,,,,,,,,Boulder County Amateur Radio Emergency Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,136.8,NE,yes,448.925,443.925,131.8,Boulder,,W0LMA,CCARC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,138.2,E,yes,145.19,144.59,151.4,Arapahoe,,N0OBA,,yes,On-Air,Autopatch (please contact trustee).,131.8,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",,,,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott","""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,138.8,NE,yes,448.4,443.4,94.8,Arapahoe,,,CCARC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,94.8,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,165.2,NNE,yes,449.425,444.425,94.8,Larimer,,,,yes,On-Air,,,,"Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.875,-25,D114,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,165.2,NNE,yes,927.875,902.875,D114,Larimer,,WA6IMI,CCARC,yes,Off-Air,,,,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,Down due to lightning strike. Scheduled to return end of June 2012.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,138.8,NE,yes,448.275,443.275,156.7,Arapahoe,,W0BG,CCARC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,138.8,NE,yes,448.825,443.825,,Arapahoe,,,,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,30584,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,139,NE,yes,147.045,147.645,123,Adams,,Northglenn RA,CCARC,yes,On-Air,E-power.,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,D023,K0PWO,Centennial,CO,OPEN,A,139.1,E,yes,449.425,444.425,D023,Arapahoe,,K0PWO,,yes,Off-Air,,D023,,,,,Colorado SNP (Shared non-protected pair),,,,,,,,,,29791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292.3,-20,,KF5VBD,"Bloomfield, Harris Mesa",NM,CLOSED,,139.3,SSW,yes,1292.3,1272.3,,San Juan,,San Juan County,NMFCC,yes,On-Air,,,,,,,,,,,,,yes,KF5VBD (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,100,K5WXI,Bloomfield,NM,OPEN,,139.4,SSW,yes,146.92,146.32,100,San Juan,,San Juan County OEM,NMFCC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,K5WXI,Farmington,NM,OPEN,,144.1,SSW,yes,146.85,146.25,100,San Juan,,Totah ARC,NMFCC,yes,On-Air,Closed autopatch.,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,140,NNW,yes,145.265,144.665,107.2,Moffat,Unknown,NW Colorado ARC,CCARC,yes,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Tres Piedras, San Antonio Mtn.",NM,OPEN,,141.3,SSE,yes,145.175,144.575,141.3,Taos,,NMEMA ARC,NMFCC,yes,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Abiquiu, Cerro Pelon",NM,OPEN,,165,SSE,yes,147.04,147.64,141.3,Rio Arriba,,NMEMA ARC,NMFCC,yes,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Eagle Nest, Touch Me Not",NM,OPEN,,165.6,SE,yes,147.04,147.64,141.3,Colfax,,NMEMA ARC,NMFCC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Cuba, Eureka Mesa",NM,OPEN,,174.4,S,yes,145.175,144.575,141.3,Sandoval,,NMEMA ARC,NMFCC,yes,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,141.3,NM5EM,"Santa Fe, Tesuque Peak",NM,OPEN,,200.8,SSE,yes,147.02,147.62,141.3,Santa Fe,,NMEMA ARC,NMFCC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,141.3,NM5EM,"Wagon Mound, Turkey Mtn",NM,OPEN,,209.1,SSE,yes,145.37,144.77,141.3,Mora,,NMEMA ARC,NMFCC,yes,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.175,0.6,141.3,NM5EM,"Des Moines, Sierra Grande",NM,OPEN,,209.3,SE,yes,147.175,147.775,141.3,Union,,NMEMA ARC,NMFCC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,100,K5WY,Farmington,NM,OPEN,,144.1,SSW,yes,449,444,100,San Juan,Unknown,K5WY,NMFCC,yes,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.15,5,,KF5VBF,Farmington,NM,OPEN,,144.2,SSW,yes,444.15,449.15,,San Juan,,San Juan County,,yes,On-Air,DV only,,,,,,,,,,,,yes,KF5VBF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.7,-20,,KF5VBF,"Farmington, Farmington Bluffs",NM,CLOSED,,145.5,SSW,yes,1291.7,1271.7,,San Juan,,San Juan County,NMFCC,yes,On-Air,DV only,,,,,,,,,,,,yes,KF5VBF (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,K0GUR,"Denver, Green Valley Ranch",CO,OPEN,EA,145.2,NE,yes,448.15,443.15,141.3,Denver,,K0GUR,CCARC,yes,On-Air,E-power (batt).  2 meter and 70cm channel steerable remote bases.,141.3,"Small coverage of the East Denver area SW of DIA. 
   Repeater Coverage Map",Full-time to the  The Fun Machine System .,,,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list.  The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",k0jsc.com,,24340,DM79pt,,,,Listen Live,29436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,88.5,K7SDC,"Monticello, Abajo Peak",UT,OPEN,EI,146.1,WSW,yes,146.61,146.01,88.5,San Juan,,Sinbad Desert ARC,UVHFS,yes,On-Air,Remote base.,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,3270,,11.36,,http://www.sdarc.us/repeaters/abajo.html,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,198.2,WNW,yes,147.32,147.92,88.5,Carbon,,Sinbad Desert ARC,UVHFS,yes,On-Air,Remote base.,,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10. 50 mi radius.",,3270,,110,,http://sdarc.us/repeaters/bruin.html,,64264,DM49tp,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,198.2,WNW,yes,449.05,444.05,88.5,Carbon,,Sinbad Desert ARC,UVHFS,yes,On-Air,Remote base.,,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10.",,3270,,,,http://sdarc.us/repeaters/bruin.html,,64264,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,EI,203.4,WNW,yes,147.14,147.74,88.5,Emery,,Sinbad Desert ARC,UVHFS,yes,On-Air,"Closed autopatch, remote base.",,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",Full-time to the  Sinbad Desert (SDARC) System .,3270,,7,,http://sdarc.us/repeaters/cedar.html,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,I,203.4,WNW,yes,448.55,443.55,88.5,Emery,,N7QLO,UVHFS,yes,On-Air,Remote base.,,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",,3280,,Stand alone.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,136.5,K7SDC,"Hanksville, Ellen Peak",UT,OPEN,EI,212.3,W,yes,147.08,147.68,136.5,Wayne,,Sinbad Desert ARC,UVHFS,yes,On-Air,"Closed autopatch, remote base.",,"Wide area: Areas around the Henry Mountain range in southeastern Utah including Hanksville, Hite, Boulder, Escalante, and Bullfrog.",Full-time to the  Sinbad Desert (SDARC) System .,3270,,11,,http://sdarc.us/repeaters/mt-ellen.html,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,147,NNE,yes,449.8,444.8,123,Larimer,,Estes Valley ARC,CCARC,yes,On-Air,E-Power,,,"Full-time to  
        146.68500 (N0FH) at Estes Park, CO .",7268,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.","Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,,,625757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,148,NNE,yes,146.685,146.085,123,Larimer,,Estes Valley ARC,CCARC,yes,On-Air,E-power.,,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),"Full-time to  
        449.80000 (N0FH) at Estes Park, CO .",7268,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.","Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,,,625757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,148.5,NE,yes,147.27,147.87,100,Boulder,,Longmont ARC (LARC),CCARC,yes,On-Air,"Closed autopatch, e-power, EchoLink.",100,Wide area: Northern Colorado.,"Linkable to  
        448.80000 (W0ENO) at Longmont, CO .",,,,,http://w0eno.org/?q=node/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,148.5,NE,yes,448.8,443.8,88.5,Boulder,,Longmont ARC,CCARC,yes,On-Air,30,88.5,,"Linkable to  
        147.27000 (W0ENO) at Longmont, CO .",,,,LARC: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,148.5,NE,yes,448.525,443.525,151.4,Boulder,,N0EPA,CCARC,yes,On-Air,,,,,,,,,,,223853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,153.4,NE,yes,447.3,442.3,107.2,Weld,,,CCARC,yes,On-Air,,,,,3887,,,,,,405804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,155.1,NE,yes,224.96,223.36,CSQ,Weld,,AC0KC,CCARC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,KD0RG,Hudson,CO,OPEN,E,159,NE,yes,449.925,444.925,114.8,Weld,,KD0RG,CCARC,yes,On-Air,,114.8,,,,,,,,K0UPS Club,448035,DN70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,159.6,E,yes,147.105,147.705,107.2,Elbert,,ARES of Douglas and Elbert Counties,CCARC,yes,On-Air,Linked to CRA 447.150 - Conifer,107.2,"I-70, E. Arapahoe, Elbert, Lincoln Counties","Full-time to  
        448.42500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,http://www.w0cra.org/,Colorado Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,160,NE,yes,147.195,147.795,100,Larimer,,Loveland Repeater Assoc,CCARC,yes,On-Air,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,161.6,NE,yes,449.575,444.575,100,Larimer,,Loveland Rptr Assoc,CCARC,yes,On-Air,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,160.4,SSE,yes,444.975,449.975,123,Taos,,N5TSV,NMFCC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,160.8,SE,yes,446.775,441.775,,Las Animas,,Cheyenne Mountain Repeater Group (CMRG),CCARC,yes,On-Air,,,,,,,,,,,,,yes,KD0RDI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Raton, Raton Pass",NM,OPEN,,171.6,SE,yes,446.775,441.775,,Colfax,,Cheyenne Mountain Repeater Group,NMFCC,yes,On-Air,,,,,,,,,http://www.cmrg.org/,,,,yes,KD0RDI (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,100,KN6VV,Loveland,CO,OPEN,,161.6,NE,yes,224.32,222.72,100,Larimer,,KN6VV,CCARC,yes,Off-Air,"Closed autopatch, e-power.",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,,162.9,SE,yes,147.375,147.975,100,Las Animas,,K0BV,CCARC,yes,Off-Air,,100,Good coverage along I-25 between CO/NM state line and 40 miles north.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,100,KG5JL,"Trinidad, Raton Pass",CO,OPEN,,162.9,SE,yes,447.375,442.375,100,Las Animas,,KG5JL,CCARC,yes,On-Air,E-power (batt).,,"Covers I-25 from CO/NM border to north of Trinidad, CO.",,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,165.7,NNE,yes,145.115,144.515,100,Larimer,,Northern Colorado ARC,CCARC,yes,On-Air,7,100,Wide area.,,,,,,,,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,165.7,NNE,yes,224.52,222.92,100,Larimer,,Northern Colorado ARC,CCARC,yes,Off-Air,E-power.,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,165.7,NNE,yes,447.275,442.275,100,Larimer,,Northern Colorado ARC,CCARC,yes,On-Air,"Closed autopatch, e-power.",100,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,166.2,NNE,yes,447.7,442.7,100,Larimer,,Northern Colorado Amateur Radio Club,,yes,On-Air,,100,Wide Area Coverage,"Linkable to  
        146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .
 


Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Full-time to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,http://ncarc.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,166.5,NNE,yes,146.625,146.025,100,Larimer,,Northern Colorado ARC,CCARC,yes,On-Air,E-power.,100,Wide area: Northern front range.,"Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Linkable to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,166.5,NNE,yes,224.84,223.24,100,Larimer,,Northern Colorado ARC,,yes,On-Air,"E-power, 25 watts.",100,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY","Full-time to  
        447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,166.9,NE,yes,448.025,443.025,100,Larimer,,Northern Colorado ARC,CCARC,yes,On-Air,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,174.8,NE,yes,146.85,146.25,100,Weld,,Northern Colorado ARC,CCARC,yes,On-Air,"E-power, WX.",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,K1TJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,165.7,NNE,yes,927.95,902.95,100,Larimer,,K1TJ Repeater System,CCARC,yes,On-Air,25,100,Northern Front Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,165.8,NE,yes,1283.55,1263.55,100,Larimer,,K1TJ Repeater System,CCARC,yes,On-Air,,,Northern Colorado Front Range,,,,,,http://www.k1tj.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
