Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Links,Last update,Coverage,Features,Nets,Web links,Notes,Coordination,Affiliate,Feed,On-air,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Northern Colorado,Southern Colorado,YSF Digital Enabled,DG-ID,Mixed-Mode,EchoLink,Local Network,IRLP,Talkgroup Network,Denver Regional,Worldwide,North America,Local/Cluster,Commands,AllStar,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Grid,Worldwide English,DCI Bridge,N. Colorado,D-STAR Enabled,Node,Sources,English,TAC 310,Wyoming,WyLOCAL,P25 Digital Enabled,NAC,Default Reflector,Mountain Reg USA,WIRES-X,Location Photo
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,153.5,SE,yes,147.18,147.78,100,,El Paso,On-Air,AA0SP,,yes,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",E-power (solar).,,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,153.8,SE,yes,224.72,223.12,103.5,103.5,El Paso,On-Air,w0mog,,yes,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,156.2,SE,yes,147.39,147.99,103.5,,El Paso,On-Air,W0MOG,,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,156.4,SE,yes,448.6,443.6,114.8,,El Paso,,W0MOG,"Full-time to  
        927.80000 (W0MOG) at Colorado Springs, CO .",yes,,,,,,CCARC,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,156.4,SE,yes,927.8,902.8,D116,,Teller,On-Air,,"Full-time to  
        448.60000 (W0MOG) at Colorado Springs, CO .",yes,,6,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.775,5,CC12 123.0,AD0BN,"Green River, Green River High School",WY,OPEN,,154.2,WNW,yes,444.775,449.775,123,123,Sweetwater,Testing,,,yes,"Note: This repeater will operate in digital mode only. It may, however, be switched to analogue mode under special circumstances and will use a tone of 123/123. Digital repeater should provide portable coverage in the Green River area when operational. Repeater is not currently on-air but has been coordinated and is awaiting installation. Please use Talkgroup 2 and Timeslot 2 for local communications. Repeater uses color 12.",,,,,WRCG,,,,yes,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,154.5,SE,yes,447.625,442.625,100,100,El Paso,On-Air,KD0MDP,Full-time to the  The Fun Machine System .,yes,,Linked.,,,,,The Fun Machine,,,,,,,,,,,,,363976,,7301,,,,,,,28299,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,156.2,SE,yes,146.91,146.31,151.4,151.4,El Paso,On-Air,GGARC,,yes,,E-power.,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,156.4,SE,yes,447.35,442.35,151.4,,El Paso,On-Air,GGARC,,yes,,E-power.,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,103.5,W0RSH,Colorado Springs,CO,OPEN,,156.2,SE,yes,146.85,146.25,103.5,,El Paso,On-Air,W0RSH,,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,156.4,SE,yes,448.3,443.3,100,,El Paso,On-Air,AA0L,,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,156.8,SE,yes,147.135,147.735,100,,El Paso,On-Air,AA0L,,yes,,6,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,156.4,SE,yes,447.025,442.025,123,,El Paso,Off-Air,Colorado Springs ARA,,yes,,"Closed autopatch, e-power, linked, remote base.",,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,156.4,SE,yes,448.25,443.25,123,,El Paso,Off-Air,,,yes,Colorado Springs,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,110.9,K7PLA,"Casper, Casper Mountain",WY,OPEN,,157.9,N,yes,145.46,144.86,110.9,110.9,Natrona,On-Air,W7QQA,,yes,"Wide area: East to Douglas, South to Saratoga, Rawlings. West to Moneta, Jeffery city/muddy gap, independence rock.North to Buffalo",,"Buffalo roll call, Tuesday night",http://wyoham.com,,WRCG,"Buffalo Radio Club, Casper Radio Club",,,,,,,,,,,,,,,,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,158.1,SE,yes,448.725,443.725,123,,El Paso,On-Air,KA0TTF,,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,123,W7VNJ,"Casper, Casper Mountain",WY,OPEN,,158.9,N,yes,146.94,146.34,123,123,Natrona,On-Air,Casper ARC,"Full-time to  
        147.39000 (KD7BN) at Rawlins, WY .
 


Full-time to the  Wyocom System .",yes,Wide area.,E-power.,RACES/ARES: Sun at 20:00.,http://casperarc.net/wiki/index.php/146.940,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,D032,W7VNJ,Casper,WY,OPEN,,165.5,N,yes,147.28,147.88,D032,D032,Natrona,On-Air,Casper Amateur Radio Club,,yes,Local Casper coverage.,E-power.,,http://casperarc.net/wiki/index.php/Main_Page,,WRCG,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,173.8,W7VNJ,"Casper, Wyoming Med Center",WY,OPEN,I,165.5,N,yes,449.575,444.575,173.8,173.8,Natrona,On-Air,CDK Net,,yes,Wide area: Casper Metro and large parts of Natrona county.,E-power.,,Casper ARC,,WRCG,,,,,,,,,,,,,,,,7707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.98,-1,141.3,W7VNJ,Casper,WY,OPEN,,166.7,N,yes,52.98,51.98,141.3,,Natrona,Off-Air,CARC,,yes,,,,,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,173.8,KD7AGA,"Casper, Casper Mountain",WY,OPEN,,158.9,N,yes,146.64,146.04,173.8,,Natrona,Off-Air,CDK Net,"Full-time to  
        449.57500 (W7VNJ) at Casper, Wyoming Med Center, WY .",yes,Regional.,E-power.,,,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,,N7RRB,"Casper, Casper Mountain",WY,OPEN,W,158.9,N,yes,449.9,444.9,,,Natrona,On-Air,Casper Amateur Radio Club,,yes,Metro area.,,,,,WRCG,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11941,
448.2,-5,CC7,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,160.4,ESE,yes,448.2,443.2,,,Morgan,On-Air,,Full-time to the  Colorado TRBO System .,yes,,Mixed Mode,,Rocky Mountain Ham Radio,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",CCARC,NEAHR,,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC7,W0FT,Akron,CO,OPEN,,191.9,ESE,yes,448.175,443.175,,,Morgan,On-Air,W0FT,,yes,,,,http://www.rmham.org/,,CCARC,Rocky Mountain Ham Radio,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,100,NB7I,"Casper, Casper Mtn.",WY,OPEN,,160.5,N,yes,449.5,444.5,100,,Natrona,On-Air,Versatel,,yes,"Wide area, linked to 147.390 Rawlins",Solar Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,162.6,SSE,yes,145.49,144.89,103.5,103.5,Fremont,On-Air,Royal Gorge Amateur Radio Club,,yes,,E-power (Bat),"RGARC Net: Wed at 19:00. 
ARES Net: Wed at 19:30.",Royal Gorge Amateur Radio Club,,CCARC,Colorado ARES Region 5 District 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,DM78ik,,,,,,,,,,,,,,,,yes
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,162.6,SSE,yes,223.96,222.36,103.5,103.5,Fremont,On-Air,RGARC,,yes,"Wide area. 
   Repeater Coverage Map","E-power (Bat), Remote Base",,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,162.6,SSE,yes,447.75,442.75,103.5,103.5,Fremont,On-Air,RGARC,,yes,,E-power (Bat),,Royal Gorge Amateur Radio Club,,CCARC,,,,,,,,,,,,,,,,3081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,162.8,SSE,yes,927.7,902.7,D114,D114,Fremont,On-Air,Royal Gorge ARC,,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,178.1,SSE,yes,147.06,147.66,77,77,Custer,On-Air,http://www.qsl.net/rghc,,yes,,E-power,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,178.1,SSE,yes,448.15,443.15,103.5,103.5,Custer,On-Air,Royal George ARC,,yes,,E-power.,,http://www.qsl.net/rghc,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,178.1,SSE,yes,927.775,902.775,D116,D116,Custer,On-Air,Royal Gorge Amateur Radio Club,,yes,,,,,System uses digital PL,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,,KC7MJI,Casper,WY,OPEN,,166.7,N,yes,147.345,147.945,,,Natrona,,,,yes,,,,,,WRCG,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,,N7GT,Casper,WY,OPEN,,166.7,N,yes,146.91,146.31,,,Natrona,,,,yes,,,,,,WRCG,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,,NG7T,Casper,WY,OPEN,,166.7,N,yes,449.1,444.1,,,Natrona,,NG7T,,yes,Wide area:  50 mi radius.,E-power.,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,110.9,KD7PPP,"Lander, airport",WY,OPEN,,168,NNW,yes,145.445,144.845,110.9,,Fremont,On-Air,"KC7CJN, WB7CJT",,yes,Lander and north to Wind River Canyon and south in the Wind River Mountains.,,,,5,WRCG,FCARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,169.4,SE,yes,147.105,147.705,107.2,107.2,Elbert,On-Air,ARES of Douglas and Elbert Counties,"Full-time to  
        448.42500 (W0CRA) at Larkspur, Westcreek, CO .",yes,"I-70, E. Arapahoe, Elbert, Lincoln Counties",Linked to CRA 447.150 - Conifer,,http://www.w0cra.org/,,CCARC,Colorado Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,-0.6,123,KB5ITS,"Lake City, Hill 71",CO,OPEN,,171.6,S,yes,147.135,146.535,123,,Hinsdale,On-Air,,,yes,,E-power (solar),,http://www.sjcham.com,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITS,"Ouray, Engineer Mountain",CO,OPEN,,175.9,SSW,yes,147.27,147.87,127.3,,Ouray,On-Air,,,yes,,,,http://www.sjcham.com,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,127.3,KB5ITS,"Silverton, Buffalo Boy",CO,OPEN,,190,SSW,yes,145.325,144.725,127.3,,San Juan,On-Air,,,yes,,Solar powered,,http://www.sjcham.com,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,,190,SSW,yes,444,449,67,,San Juan,On-Air,,,yes,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,127.3,KB5ITS,Silverton,CO,OPEN,,190,SSW,yes,447.525,442.525,127.3,,San Juan,On-Air,KB5ITS,,yes,Wide area.,E-power.,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,,190.8,SSW,yes,147.375,147.975,156.7,,San Juan,On-Air,,"Part-time to  
        146.67000 (K0EP) at Durango, Eagle Pass, CO .",yes,Wide area.,13,,http://www.sjcham.com,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,D261,N7HYF,"Lander, Limestone Mountain",WY,PRIVATE,,174.6,NNW,yes,449.9,444.9,D261,D261,Fremont,On-Air,N7HYF,"Full-time to  
        53.03000 (N7HYF) at Lander, WY .
 


Full-time to  
        147.06000 (N7HYF) at Boysen, Boysen Peak, WY .",yes,,,,,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,D261,N7HYF,Lander,WY,OPEN,,189.5,NNW,yes,53.03,52.03,D261,D261,Fremont,On-Air,WYAME/N7HYF,"Full-time to  
        147.06000 (N7HYF) at Boysen, Boysen Peak, WY .
 


Full-time to  
        449.90000 (N7HYF) at Lander, Limestone Mountain, WY .",yes,Wide area,,"WY Dxers assoc. 
WYAME Nets.",,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,127.3,N7HYF,"Riverton, Griffy Hill",WY,OPEN,,192.8,NNW,yes,449.975,444.975,127.3,CSQ,Fremont,On-Air,WYAME Amatuer Radio Club.,,yes,35,E-power (batt),,,"Antenna Decibal 4-Bay Dipole,60 watt input to Antenna(9dBd Gain,Omni,,",WRCG,Fremont County DSTAR Digital Group.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,-0.6,103.5,N0NEB,Harrisburg,NE,OPEN,,174.8,E,yes,147,146.4,103.5,,Banner,On-Air,Tri-City Radio Amateur Club,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,,N0NEB,Scottsbluff,NE,OPEN,,193.3,E,yes,147.075,147.675,,,Scotts Bluff,On-Air,Tri-City Radio Amateur Club,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,103.5,N0NEB,Alliance,NE,OPEN,,234.5,E,yes,146.715,146.115,103.5,103.5,Box Butte,On-Air,TriCity,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,178,SSE,yes,919.1,894.1,88.5,CSQ,Pueblo,Off-Air,Pueblo HC,,yes,Wide area.,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,188.8,SE,yes,146.79,146.19,88.5,CSQ,Pueblo,On-Air,Pueblo HC,,yes,Wide area.,E-power.,,Pueblo Ham Club,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,188.8,SE,yes,224.26,222.66,88.5,CSQ,Pueblo,Off-Air,Pueblo Ham Club,,yes,Wide area.,E-power.,,PHC repeaters,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,188.8,SE,yes,447.95,442.95,88.5,,Pueblo,On-Air,Pueblo Ham Club,,yes,Wide area.,E-power.,,Pueblo Ham Club,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,190.4,SSE,yes,224.32,222.72,88.5,,Custer,Off-Air,Pueblo Ham Club,,yes,,11,,PHC repeaters,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,190.4,SSE,yes,447.175,442.175,88.5,,Pueblo,Off-Air,Pueblo HC,,yes,Wide area: Southeast Colorado.,11,,Pueblo Ham Club,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,,194.5,SE,yes,145.115,144.515,88.5,,Pueblo,Off-Air,Pueblo Ham Club,,yes,,E-power.,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,194.5,SE,yes,146.88,146.28,88.5,CSQ,Pueblo,On-Air,Pueblo HC,,yes,Wide area.,E-power.,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,ND0Q,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,226.6,SE,yes,146.73,146.13,88.5,,Huerfano,On-Air,Pueblo Ham Club,,yes,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",6,,Pueblo Ham Club,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,178.1,SE,yes,449.25,444.25,123,123,Elbert,On-Air,K0UPS Club c/o N1UPS,,yes,"I-70 Limon, Co area.",Full duplex node.,,,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",CCARC,,,,,,,,,,,,,,3349,,3349,,,,,,** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,107.2,AD7ZW,Altamont,UT,OPEN,EI,181.8,W,yes,147.28,147.88,107.2,107.2,Duchesne,On-Air,AD7ZW,,yes,,Autopatch,,http://ad7zwrepeater.xyz,,UVHFS,,,,,,,,,,,,,,458414,,3205,,,,,,B21 = 911 B22 = Local Public Safety Dispatch (Non Emergency) B3 = 3 Minute Autopatch Extension B0 = Autopatch Disconnect,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,WB7CBS,Altamont,UT,OPEN,,181.9,W,yes,146.74,146.14,100,,Duchesne,Off-Air,,,yes,,Autopatch.,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,182.2,S,yes,146.925,146.325,,,Mineral,Off-Air,Creede ARC,,yes,,,,,WA0JS license expired,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.635,0.6,100,WY7BV,"Mountain View, Hickey Mtn",WY,OPEN,,182.7,WNW,yes,144.635,145.235,100,,Uinta,Off-Air,Bridger Valley Amateur Radio Club,,yes,I-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,,KK7BA,Douglas,WY,OPEN,,185.6,NNE,yes,147.15,147.75,,,Converse,On-Air,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,186.4,S,yes,449.525,444.525,100,100,Mineral,On-Air,N0PKT,Full-time to the  The Fun Machine System .,yes,,,,,,,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,43265,,,,,,DM67lt,,,,,,,,,,,,,,,,
445.1,0,100,WD0BQM,Mitchell,NE,OPEN,I,187.3,E,yes,445.1,445.1,100,100,Scotts Bluff,On-Air,,,yes,,,,,This is a simplex IRLP node.,,,,,,,,,,,,,,,,,3942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,,WD0BQM,Scottsbluff,NE,OPEN,,191.1,E,yes,145.475,144.875,,,Scotts Bluff,On-Air,RWMC,,yes,20,e-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,,N7PQD,Duchense,UT,OPEN,,188.9,W,yes,147.26,147.86,,,Duchesne,On-Air,Borderline ARC,,yes,"Tabby mountain and nearby communities including Duchesne, Roosevelt, and Vernal.",5,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,88.5,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,189.4,SW,yes,146.76,146.16,88.5,,Grand,On-Air,Sinbad Desert ARC,,yes,Moab and immediate surroundings.,,,http://www.sdarc.us/repeaters/bald.html,8,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,107.2,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,189.6,SW,yes,449.1,444.1,107.2,107.2,Grand,On-Air,Grand Mesa Repeater Association (GMRA),,yes,"Wide area: Moab and surrounding areas, including large portions of Arches and Canyonlands National Parks.",8,RACES Wed. 1930 hours,GMRA Repeaters,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,88.5,K7QEQ,Moab,UT,OPEN,,196,SW,yes,146.9,146.3,88.5,,Grand,On-Air,Sinbad Desert ARC,,yes,Moab and immediate surroundings.,"Closed autopatch, remote base, linked to Bald Mesa (146.760).",,http://sdarc.us/repeaters/moab.html,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,,K7QEQ,"Monticello, Abajo Pk",UT,CLOSED,,230.8,SW,yes,223.94,222.34,,,San Juan,,Grand Mesa Rptr Assoc,,yes,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",11,,,,UVHFS,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,K7QEQ,"Monticello, Abajo Peak",UT,OPEN,,230.8,SW,yes,447.1,442.1,107.2,107.2,San Juan,On-Air,Grand Mesa Repeater Association (GMRA),Full-time to the  GMRA Open System .,yes,Wide area.,E-power.,,http://gmra.org,11,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,,K7QEQ,"Monticello, Abajo Peak",UT,CLOSED,,230.8,SW,yes,447.4,442.4,,,San Juan,,,,yes,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",11,,,,UVHFS,Cactus-Intertie,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,,WA0JTB,"Sterling, CO",CO,OPEN,,190.5,ESE,yes,145.295,144.695,,,Logan,On-Air,NECARA,,yes,Wide area,"Autopatch, e-power.",,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.825,5,,W0KAV,Scottsbluff,NE,OPEN,,191.1,E,yes,444.825,449.825,,,Scotts Bluff,On-Air,W0KAV/KW0R,,yes,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,191.3,SE,yes,147,147.6,,,Pueblo,On-Air,Carl Higbee,,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,192.7,SSE,yes,146.64,146.04,77,77,Rio Grande,On-Air,,,yes,Low level local coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,28781,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,192.8,SSE,yes,447.1,442.1,77,,Saguache,On-Air,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,K0FOP,"Riverton, Griffey Hill",WY,OPEN,E,192.8,NNW,yes,145.115,144.515,100,,Fremont,On-Air,Wyoming Amateur Monitoring Enthusiasts Club (WYAME),,yes,Wide area:,,Wyoming DX association Net,,,WRCG,,,,,,,,,,,,,,161145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
