Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,County,Op Status,Sponsor,Last update,Denver Regional,Affiliate,Talkgroup Network,Northern Colorado,Web links,Coordination,Links,Worldwide,North America,Local/Cluster,Features,Notes,Downlink Tone,Mixed-Mode,Coverage,Local Network,IRLP,D-STAR Enabled,Node,Sources,Nets,Feed,Grid,EchoLink,AllStar,Location Photo,Commands,On-air,YSF Digital Enabled,DG-ID,P25 Digital Enabled,NAC,Default Reflector,Worldwide English,DCI Bridge,N. Colorado,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,English,TAC 310,Europe,Southwest USA,Mountain Reg USA,Wyoming,WyLOCAL
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,96.2,NNE,yes,147.21,147.81,100,,,,,,,Jefferson,On-Air,Denver Water Amateur Radio Club,yes,,,,,http://www.dwarc.com,,,,,,,,100,Yes; analog capable.,,,3241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,96.2,NNE,yes,448.35,443.35,,,,,,,,Jefferson,On-Air,Denver Water Amateur Radio Club (DWARC),yes,,,,,http://www.DWARC.com,CCARC,,,,,,,,,Denver Metro and surrounding,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,96.4,NW,yes,146.88,146.28,107.2,,,,,,,Garfield,On-Air,Ski Country ARC,yes,,,,,,CCARC,"Full-time to  
        447.60000 (KI0G) at Glenwood Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,96.4,NW,yes,447.1,442.1,107.2,,,,,,,Garfield,On-Air,Ski Country ARC,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,99.9,NW,yes,224.02,222.42,,,,,,,,Garfield,,SCARC,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,99.9,NW,yes,447.6,442.6,,,,,,,,Garfield,,Ski Country ARC (SCARC),yes,,,,,,CCARC,"Full-time to  
        146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",,,,50,Link Hub for 146.880.,,,40,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,96.4,NW,yes,449.6,444.6,107.2,,,,,,,Garfield,On-Air,,yes,,,,,http://www.gmra.org,CCARC,,,,,e-power Linked to GMRA open system,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,98.2,N,yes,447.45,442.45,103.5,,,,,,,Grand,On-Air,W0IG,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,99.2,NNE,yes,224.6,223,100,,,,,,,Gilpin,,W0RM,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,99.3,NNE,yes,447.9,442.9,CSQ,,,,,,,Denver,Off-Air,WB0TPT,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,99.4,NNE,yes,146.715,146.115,123,,,,,,,Denver,On-Air,EARS,yes,,,,,,CCARC,,,,,E-power.,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,99.4,NNE,yes,448.075,443.075,123,,,,,,,Denver,On-Air,W0IG,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,99.4,NNE,yes,448.55,443.55,82.5,,,,,,,Denver,Off-Air,HPRA,yes,,,,,,CCARC,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,100.3,NNE,yes,447.175,442.175,100,,,,,,,Denver,On-Air,W0JRL,yes,,,,,,CCARC,,,,,,,100,,,,,,,,,,,201712,29997,,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,100.7,NE,yes,145.19,144.59,151.4,,,,,,,Arapahoe,On-Air,N0OBA,yes,,,,,,,,,,,Autopatch (please contact trustee).,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott",131.8,,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",,,,,,"""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,,10079,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,D023,K0PWO,Centennial,CO,OPEN,A,101.2,NE,yes,449.425,444.425,D023,,,,,,,Arapahoe,Off-Air,K0PWO,yes,,,,,,,,,,,,Colorado SNP (Shared non-protected pair),D023,,,,,,,,,,,,29791,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,101.6,W,yes,146.91,146.31,107.2,,,,,,,Montrose,On-Air,,yes,,,,,,CCARC,,,,,E-Power,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,101.6,W,yes,146.79,146.19,107.2,,,,,,,Montrose,On-Air,KC0UXX,yes,,,,,,CCARC,,,,,E-power.,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,103.6,NE,yes,448.4,443.4,94.8,,,,,,,Arapahoe,On-Air,,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,94.8,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,146,NNE,yes,449.425,444.425,94.8,,,,,,,Larimer,On-Air,,yes,,,,,,,"Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.875,-25,D114,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,146,NNE,yes,927.875,902.875,D114,,,,,,,Larimer,Off-Air,WA6IMI,yes,,,,,,CCARC,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,,Down due to lightning strike. Scheduled to return end of June 2012.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,103.6,NE,yes,448.275,443.275,156.7,,,,,,,Arapahoe,On-Air,W0BG,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,103.6,NE,yes,448.825,443.825,,,,,,,,Arapahoe,On-Air,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,30584,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,103.7,NNE,yes,449.3,444.3,100,,,,,,,Adams,On-Air,N1UPS,yes,,,,,,CCARC,,,,,,,,,,,3699,,,,,,,43699,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,106.9,NNE,yes,146.7,146.1,100,,,,,,,Boulder,On-Air,Boulder Co ARC,yes,,,,,BARC Repeaters,CCARC,,,,,6,,,,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,107,NNE,yes,146.61,146.01,100,,,,,,,Boulder,Off-Air,Boulder Amateur Radio Club,yes,,,,,,CCARC,,,,,,,,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,107,NNE,yes,448.9,443.9,100,,,,,,,Boulder,On-Air,Boulder ARC,yes,,,,,,CCARC,,,,,6,,,,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,109.4,NNE,yes,1299.5,1279.5,,,,,,,,Boulder,On-Air,Boulder County ARES,yes,,,,,,CCARC,,,,,E-power.,,,,,,,yes,W0DK (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0ALC,Cedaredge,CO,OPEN,,106.9,WNW,yes,147.36,147.96,100,,,,,,,Delta,,W0ALC,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,
449.825,-5,100,W0ALC,Cedaredge,CO,OPEN,,106.9,WNW,yes,449.825,444.825,100,,,,,,,Delta,,W0ALC,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,107.2,KC0QXX,"Cedaredge, Cedar Mesa",CO,OPEN,,106.9,WNW,yes,147.195,147.795,107.2,,,,,,,Delta,,,yes,,Colorado District 25 ARES,,,,,,,,,,,,,Local.,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,107.2,N,yes,146.82,146.22,123,,,,,,,Grand,,GCARA,yes,,,,,,CCARC,,,,,E-power.,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,107.5,NNE,yes,448.925,443.925,131.8,,,,,,,Boulder,On-Air,W0LMA,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,107.9,NNE,yes,147.045,147.645,123,,,,,,,Adams,On-Air,Northglenn RA,yes,,,,,,CCARC,,,,,E-power.,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,109.4,NNE,yes,446.8625,441.8625,,,,,,,,Boulder,On-Air,Boulder County ARES,yes,,,,,,CCARC,,,,,,,,,,,,yes,KC0DS (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,111.7,NNE,yes,1283.8625,1263.8625,,,,,,,,Boulder,On-Air,Boulder County ARES,yes,,,,,,CCARC,,,,,E-power.,,,,20,,,yes,KC0DS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,111.7,NNE,yes,145.3875,144.7875,,,,,,,,Boulder,On-Air,Boulder County ARES,yes,,,,,http://bouldercountyares.org/technical/d-star,CCARC,,,,,E-power.,,,,20,,,yes,KC0DS (C),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,109.5,NNE,yes,449.55,444.55,100,,,,,,,Boulder,On-Air,Rocky Mtn VHF Soc,yes,,,,,,CCARC,"Full-time to  
        224.02000 (W0IA) at Boulder, Lee Hill, CO .",,,,8,,,,Denver metro area.,,,,,,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,111.7,NNE,yes,224.02,222.42,,,,,,,,Boulder,On-Air,Rocky Mtn VHF Soc,yes,,,,,RMVHS repeaters,CCARC,"Full-time to  
        449.55000 (W0IA) at Boulder, CO .",,,,8,,,,Denver metro area.,,,,,,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,114.3,NNE,yes,146.76,146.16,100,,,,,,,Boulder,On-Air,Rocky Mtn VHF Soc,yes,,Boulder County ARES,,,,CCARC,,,,,5,"ARES primary repeater. 
 Voting Receivers:  
 
   
    RX Location    Tone    Pitch    PL  
   
   Gunbarrel  single beep  low  100.0 
   
   Lousville  single beep  low  100.0 
   
   Lyons  double beep  high followed by medium  100.0 
   
   Louisville #2  double beep  high followed by low  100.0",,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,109.5,NNE,yes,449.4,444.4,91.5,,,,,,,Boulder,Off-Air,BARC,yes,,,,,http://www.ked-wireless.com/products1.htm,CCARC,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,112.7,NNE,yes,146.73,146.13,91.5,,,,,,,Boulder,Off-Air,BARC,yes,,,,,http://www.ked-wireless.com/products1.htm,CCARC,,,,,12,,91.5,,Local,,,,,,,,DN70jb,115482,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,K0GUR,"Denver, Green Valley Ranch",CO,OPEN,EA,110,NE,yes,448.15,443.15,141.3,,,,,,,Denver,On-Air,K0GUR,yes,,,,,k0jsc.com,CCARC,Full-time to the  The Fun Machine System .,,,,E-power (batt).  2 meter and 70cm channel steerable remote bases.,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list.  The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,141.3,,"Small coverage of the East Denver area SW of DIA. 
   Repeater Coverage Map",,,,,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",Listen Live,DM79pt,24340,29436,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,110.2,NNE,yes,146.91,147.51,123,,,,,,,Boulder,On-Air,,yes,,"Town of Gold Hill, Colorado",,,http://goldhilltown.com/,,,,,,,There is a MOU With BCARES for repeater use.,127.3,,"East of Gold Hill, The Indian Peaks, Denver, Boulder",,,,,,"Summer Tue at 19:30P, Winter 19:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,,110.5,SSW,yes,146.61,146.01,123,,,,,,,Archuleta,On-Air,,yes,,,,,http://durangoarc.org/,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,113.3,E,yes,147.105,147.705,107.2,,,,,,,Elbert,On-Air,ARES of Douglas and Elbert Counties,yes,,Colorado Repeater Association,,,http://www.w0cra.org/,CCARC,"Full-time to  
        448.42500 (W0CRA) at Larkspur, Westcreek, CO .",,,,Linked to CRA 447.150 - Conifer,,107.2,,"I-70, E. Arapahoe, Elbert, Lincoln Counties",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITT,"Silverton, Engineer Mountain",CO,OPEN,,113.9,WSW,yes,147.27,147.87,127.3,,,,,,,San Juan,On-Air,KB5ITT,yes,,Durango ARC,,,,CCARC,,,,,E-power.,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,115.2,NW,yes,146.76,146.16,107.2,,,,,,,Garfield,Off-Air,"N0SWE,  Roaring Fork Amateur Repeater Cooperative",yes,,,,,,CCARC,,,,,E-power.,,,,"New Castle, Silt, Rifle and Rulison and areas around Parachute.",,,,,,,,DM69cl,243117,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,,115.7,S,yes,147.22,147.82,100,,,,,,,Rio Arriba,On-Air,New Mexico Mega Link Assoc,yes,,,,,,NMFCC,Full-time to the  Mega-Link System .,,,,10,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,137.2,SSE,yes,147.14,147.74,67,,,,,,,Taos,On-Air,,yes,,TaosARC,,,http://www.taosarc.com/,,Full-time to the  Mega-Link System .,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.35,5,100,NM5ML,"Eagle Nest, Iron Mountain",NM,OPEN,,139.8,SSE,yes,444.35,449.35,100,,,,,,,Colfax,On-Air,,yes,,,,,,NMFCC,Full-time to the  Mega-Link System .,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,100,NM5ML,"Raton, Sierra Grande",NM,OPEN,,141.3,SE,yes,147.28,147.88,100,,,,,,,Colfax,On-Air,,yes,,,,,,NMFCC,Full-time to the  Mega-Link System .,,,,8,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,67,NM5ML,"Bloomfield, Harris Mesa",NM,OPEN,,165.9,SW,yes,147.28,147.88,67,,,,,,,San Juan,On-Air,,yes,,,,,,NMFCC,Full-time to the  Mega-Link System .,,,,6,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,67,NM5ML,"Cuba, Eureka Mesa",NM,OPEN,,180.3,SSW,yes,147.24,147.84,67,,,,,,,Sandoval,On-Air,,yes,,,,,,NMFCC,Full-time to the  Mega-Link System .,,,,9,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,67,NM5ML,"Wagon Mound, Turkey Mountain",NM,OPEN,,186.3,SSE,yes,147.2,147.8,67,,,,,,,Mora,On-Air,,yes,,,,,http://nm5ml.com/,,Full-time to the  Mega-Link System .,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,67,NM5ML,"Pecos, Elk Mountain",NM,OPEN,,192.8,S,yes,147.26,147.86,67,,,,,,,San Miguel,On-Air,,yes,,,,,,NMFCC,Full-time to the  Mega-Link System .,,,,11,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,67,NM5ML,"Gallup, Deza Bluffs",NM,OPEN,,237.3,SW,yes,147.22,147.82,67,,,,,,,McKinley,On-Air,New Mexico Mega Link Assoc,yes,,,,,,NMFCC,Full-time to the  Mega-Link System .,,,,"Closed autopatch, e-power.",,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras,  San Antonio Mountain",NM,OPEN,,115.8,S,yes,146.76,146.16,67,,,,,,,Rio Arriba,On-Air,Taos ARC,yes,,,,,,,,,,,11,,,,"Most of Taos County, eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,128.3,SSE,yes,145.25,144.65,123,,,,,,,Taos,On-Air,Taos ARC,yes,,,,,Taos Amateur Radio Club,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,130,SSE,yes,145.39,144.79,100,,,,,,,Taos,On-Air,Taos ARC,yes,,,,,Taos Amateur Radio Club,NMFCC,,,,,"E-power, linked.",,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,130.4,S,yes,146.76,146.16,67,,,,,,,Taos,On-Air,Taos ARC,yes,,,,,,,,,,,11,,,,"Wide area: Most of Taos County, Eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5,0,100,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,159.2,S,yes,51.5,51.5,100,,,,,,,Taos,On-Air,Taos ARC,yes,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,67,KF5PFO,"Taos, Picuris Peak",NM,OPEN,E,159.2,S,yes,147.12,147.72,67,,,,,,,Taos,On-Air,Taos Amateur Radio Club,yes,,ARRL,,,http://taosarc.org/,NMFCC,,,,,E-power.,,,,Wide area.,,,,,,,,,828279,,,,,,,,,,,,,,,,,,,,,,,,,
224.4,-1.6,225.7,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,159.2,S,yes,224.4,222.8,225.7,,,,,,,Taos,On-Air,Taos ARC,yes,,,,,http://taosarc.org,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,123,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,159.3,S,yes,449.875,444.875,123,,,,,,,Taos,Off-Air,Taos ARC,yes,,,,,,NMFCC,,,,,"Linked to 147.34, E-Power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,,116.2,WNW,yes,449.5,444.5,107.2,,,,,,,Mesa,Off-Air,Grand Mesa Repeater Association (GMRA),yes,,,,,,CCARC,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,142.2,WNW,yes,449,444,,,,,,,,Mesa,On-Air,KB0SW,yes,,Grand Mesa Repeater Assoc,,,,CCARC,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,174.2,WNW,yes,447,442,107.2,,,,,,,Garfield,On-Air,,yes,,,,,,CCARC,,,,,8,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,162.2,W5SF,"Chama, Overlook Mtn",NM,OPEN,,116.7,SSW,yes,147.08,147.68,162.2,,,,,,,Rio Arriba,On-Air,SFARC,yes,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,W5SF,"Los Alamos, Pajarito Mountain",NM,OPEN,,184.2,S,yes,145.19,144.59,,,,,,,,Los Alamos,On-Air,SFARC,yes,,,,,,NMFCC,,,,,,W5SF/PAJ - Distinct from the NM5SC repeater near Cuba on Pajarito Peak.,,,Wide Area,,,yes,W5SF (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",Northern New Mexico Amateur Radio Net: Mon at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,162.2,W5SF,"Santa Fe,  Tesuque Peak",NM,OPEN,,190.4,S,yes,146.82,146.22,162.2,,,,,,,Santa Fe,On-Air,Santa Fe ARC,yes,,,,,SFARC Repeaters,NMFCC,"Full-time to  
        442.82500 (KB5ZQE) at Santa Fe, Tesuque Peak, NM .",,,,"Autopatch, e-power.",,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,162.2,W5SF,"Las Vegas,  Elk Mountain",NM,OPEN,,192.8,S,yes,147.3,147.9,162.2,,,,,,,San Miguel,On-Air,Santa Fe ARC,yes,,,,,SFARC Repeaters,NMFCC,,,,,"E-power, linked.",,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,,W5SF,Santa Fe,NM,OPEN,,196.8,S,yes,145.21,144.61,,,,,,,,Santa Fe,On-Air,W5SF,yes,,Santa Fe Amateur Radio Club,,,,,,,,,,Soon to move to a better location.,,,Local Santa Fe,,,yes,W5SF (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,,W5SF,Santa Fe,NM,OPEN,,196.8,S,yes,444.575,449.575,,,,,,,,Santa Fe,On-Air,W5SF,yes,,Santa Fe Amateur Radio CLub,,,,,,,,,,Soon to move to a better location,,,Local Santa Fe,,,yes,W5SF (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,162.2,W5SF,"Santa Fe, St Vincent Hospital",NM,OPEN,,198.7,S,yes,147.2,147.8,162.2,,,,,,,Santa Fe,On-Air,Santa Fe ARC,yes,,,,,SFARC Repeaters,NMFCC,,,,,E-power. Full time link to Tesuque Peak.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,116.7,NNE,yes,147.03,147.63,100,,,,,,,Boulder,On-Air,KI0HG,yes,,Boulder County Amateur Radio Emergency Service,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,121.8,NNE,yes,447.3,442.3,107.2,,,,,,,Weld,On-Air,,yes,,,,,,CCARC,,,,,,,,,,,3887,,,,,,,405804,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,124.4,NNE,yes,224.96,223.36,CSQ,,,,,,,Weld,On-Air,AC0KC,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,122.6,NNE,yes,147.27,147.87,100,,,,,,,Boulder,On-Air,Longmont ARC (LARC),yes,,,,,http://w0eno.org/?q=node/11,CCARC,"Linkable to  
        448.80000 (W0ENO) at Longmont, CO .",,,,"Closed autopatch, e-power, EchoLink.",,100,,Wide area: Northern Colorado.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
