Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Northern Colorado,County,Op Status,Affiliate,Features,Links,Notes,Web links,Coordination,Last update,Sponsor,Downlink Tone,Coverage,Nets,Feed,Grid,EchoLink,YSF Digital Enabled,DG-ID,Mixed-Mode,D-STAR Enabled,Node,Sources,IRLP,AllStar,Commands,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,Local/Cluster,Talkgroup Network,Worldwide English,North America,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,Denver Regional,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,English,Southern Colorado,Local Network,On-air,Location Photo,Wyoming,WyLOCAL
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,112,SSW,yes,448.25,443.25,123,,,,,,,El Paso,Off-Air,,,,,,CCARC,yes,,,Colorado Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,,WD0BQM,Scottsbluff,NE,OPEN,,113.3,N,yes,145.475,144.875,,,,,,,,Scotts Bluff,On-Air,,e-power.,,,,,yes,RWMC,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1,0,100,WD0BQM,Mitchell,NE,OPEN,I,117.5,,yes,445.1,445.1,100,,,,,,,Scotts Bluff,On-Air,,,,This is a simplex IRLP node.,,,yes,,100,,,,,,,,,,,,3942,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.825,5,,W0KAV,Scottsbluff,NE,OPEN,,113.3,N,yes,444.825,449.825,,,,,,,,Scotts Bluff,On-Air,,"Autopatch, e-power.",,,,,yes,W0KAV/KW0R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie,  Pilot Hill",WY,OPEN,,113.4,NW,yes,53.03,52.03,,,,,,,,Albany,Off-Air,,8,,,http://www.r-vcr.com/k7uwr/repeater.htm,,yes,K7UWR,,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,113.5,W,yes,146.82,146.22,123,,,,,,,Grand,,,E-power.,,,,CCARC,yes,GCARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,
146.445,0,88.5,AG0N,Scottsbluff,NE,OPEN,I,115,N,yes,146.445,146.445,88.5,,,,,,,Scotts Bluff,On-Air,,,,This is a simplex IRLP node. 147.285 rptr is down. 3055 is directly accessed on 146.445 w/88.5 tone. Controlled access. Contact AG0N for access. 147.435/123PL Scottsbluff node 8930 available 24/7 no access code.,http://garymcduffie.com,,yes,,88.5,,,,,,,,,,,,3055,,Access pre-fix = 5,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,116,SSW,yes,448.725,443.725,123,,,,,,,El Paso,On-Air,,,,,,CCARC,yes,KA0TTF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.375,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,118.4,SSW,yes,145.375,144.77,,,,,,,,El Paso,Off-Air,,,,Repeater off air for now.,http://www.cmrg.org,CCARC,yes,Cheyenne Mountain Repeater Group (CMRG),,wide area,,,,,,,,yes,KC0CVU (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,118.4,SSW,yes,446.9125,441.9125,,,,,,,,El Paso,On-Air,,,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,yes,Cheyenne Mountain Repeater Group (CMRG),,,,,,,,,,yes,KC0CVU (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,118.4,SSW,yes,927.85,902.85,D114,,,,,,,Teller,On-Air,,9,"Full-time to  
        147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,http://www.cmrg.org,CCARC,yes,CMRG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,119.4,SSW,yes,146.76,146.16,107.2,,,,,,,El Paso,On-Air,,"Closed autopatch, e-power.",,,,CCARC,yes,Cheyenne Mountain Repeater Group,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,119.4,SSW,yes,147.345,147.945,107.2,,,,,,,El Paso,On-Air,,"Closed autopatch, e-power.","Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  Cheyenne Mtn Repeater Group System .",,http://www.cmrg.org/,CCARC,yes,,107.2,Wide area.,,,,,,,,,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,119.4,SSW,yes,448,443,107.2,,,,,,,El Paso,On-Air,,,,,CMRG Repeaters,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,119.4,SSW,yes,448.1,443.1,107.2,,,,,,,El Paso,On-Air,,"Closed autopatch, e-power.","Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,CMRG Repeaters,CCARC,yes,,107.2,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,123.2,SW,yes,147.36,147.96,107.2,,,,,,,Park,On-Air,,E-power.,,,CMRG Repeaters,CCARC,yes,,107.2,Wide area.,,,,,,,,,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,107.2,KC0CVU,"Pueblo, Deer Peak",CO,OPEN,,169.7,SSW,yes,449.625,444.625,107.2,,,,,,,Custer,On-Air,,E-power.,,,CMRG Repeaters,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,171,SW,yes,145.295,144.695,107.2,,,,,,,Chaffee,On-Air,,,,,CMRG Repeaters,CCARC,yes,Cheyenne Mtn Repeater Group,,Wide area.,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,171.6,SW,yes,449.65,444.65,107.2,,,,,,,Chaffee,On-Air,,E-power.,,,CMRG Repeaters,CCARC,yes,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,118.7,NW,yes,146.61,146.01,,,,,,,,Albany,On-Air,,,,,http://www.uwyo.edu/uarc,WRCG,yes,University ARC,,Laramie Valley  30 mi radius.,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,128.2,WNW,yes,147.015,147.615,146.2,,,,,,,Albany,On-Air,,,,,http://www.uwyo.edu/uarc/,,yes,"Albany County ARES/RACES, University Amateur Radio",,Albany County,,,,82070,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,120.3,SSW,yes,147.18,147.78,100,,,,,,,El Paso,On-Air,,E-power (solar).,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,CCARC,yes,AA0SP,,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,123,N0UGO,Ogallala,NE,OPEN,EI,124.7,E,yes,146.76,146.16,123,,,,,,,Keith,On-Air,,,,Linked to 146.940 in North Platte and 442.250 south of North Platte,,,yes,Charlie Allen,,,"Sun at 19:30. 
Wed at 20:00.",,,751985,,,,,,,7349,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,123,N0UGO,North Platte,NE,OPEN,EI,170.7,E,yes,146.94,146.34,123,,,,,,,Lincoln,On-Air,,Linked to 146.760 in Ogallala and 442.250 south of North Platte,,,,WB0CMC,yes,Charlie Allen,,,"Sunday Night net: Sun at 20:30 
Wednesday Night net: Wed at 21:00.",,,751985,,,,,,,7349,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,123,N0UGO,North Platte,NE,OPEN,EI,170.7,E,yes,442.25,447.25,123,,,,,,,Lincoln,Off-Air,,,,Linked to 146.940 in North Platte and 146.760 in Ogallala.,,,yes,Charlie Allen,,,"Sunt at 20:30 
Wed at 21:00",,,751985,,,,,,,7349,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,127.2,SW,yes,1287.7,1267.7,67,,,,,,,Teller,Testing,,,,Testing in Canon City,,CCARC,yes,WB0WDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,127.2,SW,yes,145.46,144.86,67,,,,,,,Teller,On-Air,RGARC,"E-power, 100% Solar",,,,CCARC,yes,WB0WDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,127.2,SW,yes,224.94,223.34,67,,,,,,,Teller,Testing,,,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,127.2,SW,yes,447.4,442.4,67,,,,,,,Teller,On-Air,,"E-power, Solar, Remote Base",,,,CCARC,yes,WB0WDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,144.3,SW,yes,449,444,67,,,,,,,Fremont,On-Air,,"E-power (Solar, Wind)",Full-time to the  Mega-Link System .,North of the Royal Gorge Bridge.,Mega Link,CCARC,yes,WB0WDF,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,147.4,SSW,yes,53.03,51.33,88.5,,,,,,,Fremont,On-Air,RGARC,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",,Split site Fremont peak transmitter and 8 mile mountain reciever.,Http://www.qsl.net/rghc,CCARC,yes,WB0WDF,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,130,WSW,yes,146.7,146.1,107.2,,,,,,,Summit,On-Air,,E-power.,,,,CCARC,yes,GRARC,,,,,,,,,,,,,3972,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,88.5,KS0GLD,Goodland,KS,OPEN,I,133,SE,yes,147.03,147.63,88.5,,,,,,,Sherman,Off-Air,,,,This is the highest (above sea level) amateur repeater in Kansas.,SCARE on Facebook,,yes,Sherman County Amateur Radio Club (SCARE),,I-70,,,,,,,,,,,3769,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,134.6,SSW,yes,146.79,146.19,88.5,,,,,,,Pueblo,On-Air,,E-power.,,,Pueblo Ham Club,CCARC,yes,Pueblo HC,CSQ,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,134.6,SSW,yes,224.26,222.66,88.5,,,,,,,Pueblo,Off-Air,,E-power.,,,PHC repeaters,CCARC,yes,Pueblo Ham Club,CSQ,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,134.6,SSW,yes,447.95,442.95,88.5,,,,,,,Pueblo,On-Air,,E-power.,,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,Pueblo Ham Club,CCARC,yes,Pueblo Ham Club,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,,144.5,SSW,yes,145.115,144.515,88.5,,,,,,,Pueblo,Off-Air,,E-power.,,,,CCARC,yes,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,144.5,SSW,yes,146.88,146.28,88.5,,,,,,,Pueblo,On-Air,,E-power.,,,,CCARC,yes,Pueblo HC,CSQ,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,169.7,SSW,yes,224.32,222.72,88.5,,,,,,,Custer,Off-Air,,11,,,PHC repeaters,CCARC,yes,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,169.7,SSW,yes,447.175,442.175,88.5,,,,,,,Pueblo,Off-Air,,11,,,Pueblo Ham Club,CCARC,yes,Pueblo HC,,Wide area: Southeast Colorado.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,171.2,SSW,yes,919.1,894.1,88.5,,,,,,,Pueblo,Off-Air,,,,,,CCARC,yes,Pueblo HC,CSQ,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,ND0Q,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,174.8,SSW,yes,146.73,146.13,88.5,,,,,,,Huerfano,On-Air,,6,,,Pueblo Ham Club,CCARC,yes,Pueblo Ham Club,,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,,N2VHZ,Alliance,NE,OPEN,E,136.2,NNE,yes,147.015,147.615,,,,,,,,Box Butte,On-Air,,,,,,,yes,N2VHZ,,Local.,,,,775183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WA7SNU,Wheatland,WY,OPEN,,138.3,NNW,yes,146.88,146.28,100,,,,,,,Platte,On-Air,,,,,,WRCG,yes,GPARA,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,151.4,WA7SNU,Wheatland,WY,OPEN,,138.3,NNW,yes,449.625,444.625,151.4,,,,,,,Platte,On-Air,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.68,-1.6,,AE7AF,Wheatland,WY,OPEN,,138.3,NNW,yes,224.68,223.08,,,,,,,,Platte,On-Air,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,KC0UFO,"Fairplay, Sacramento Mountain",CO,OPEN,,141.2,WSW,yes,447.125,442.125,103.5,,,,,,,Park,On-Air,"Park County Radio Club, AB0PC",Emergency automatic generator.,,"Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.",,CCARC,yes,KC0UFO,103.5,"Covers Fairplay, Alma, and western South Park.","When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",,DM69wf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,141.3,SSW,yes,147,147.6,,,,,,,,Pueblo,On-Air,,,,,,CCARC,yes,Carl Higbee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,142.5,WSW,yes,146.61,146.01,107.2,,,,,,,Eagle,On-Air,,11,,,,CCARC,yes,ECHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,142.7,WSW,yes,224.8,223.2,,,,,,,,Eagle,Off-Air,,,,,,CCARC,yes,ECHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,142.7,WSW,yes,449.9,444.9,107.2,,,,,,,Eagle,Off-Air,,,,,,CCARC,yes,ECHO,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,144.5,SSW,yes,146.655,146.055,123,,,,,,,Pueblo,On-Air,,,,,,CCARC,yes,K0ST,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC0 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,144.5,SSW,yes,447.7,442.7,210.7,yes,0,,,,,Pueblo,Off-Air,,,,,,CCARC,yes,,210.7,,,,,,,,Yes; analog capable.,,,,7389,29228,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,144.5,SSW,yes,449.725,444.725,100,,,,,,,El Paso,On-Air,,,,,,CCARC,yes,N0PWZ,,,,,,,,,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,146.1,SSW,yes,147.24,147.84,103.5,,,,,,,Pueblo,Off-Air,,,,,,CCARC,yes,TARA,CSQ,Pueblo and Fremont Counties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,147.3,SSW,yes,927.7,902.7,D114,,,,,,,Fremont,On-Air,,,,,,CCARC,yes,Royal Gorge ARC,D114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,171.2,SSW,yes,147.06,147.66,77,,,,,,,Custer,On-Air,,E-power,,,,CCARC,yes,http://www.qsl.net/rghc,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,171.2,SSW,yes,448.15,443.15,103.5,,,,,,,Custer,On-Air,,E-power.,,,http://www.qsl.net/rghc,CCARC,yes,Royal George ARC,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,171.2,SSW,yes,927.775,902.775,D116,,,,,,,Custer,On-Air,,,,System uses digital PL,,CCARC,yes,Royal Gorge Amateur Radio Club,D116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,147.4,SSW,yes,145.49,144.89,103.5,,,,,,,Fremont,On-Air,Colorado ARES Region 5 District 1,E-power (Bat),,,Royal Gorge Amateur Radio Club,CCARC,yes,Royal Gorge Amateur Radio Club,103.5,,"RGARC Net: Wed at 19:00. 
ARES Net: Wed at 19:30.",,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,147.4,SSW,yes,223.96,222.36,103.5,,,,,,,Fremont,On-Air,,"E-power (Bat), Remote Base",,,,CCARC,yes,RGARC,103.5,"Wide area. 
   Repeater Coverage Map",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,147.4,SSW,yes,447.75,442.75,103.5,,,,,,,Fremont,On-Air,,E-power (Bat),,,Royal Gorge Amateur Radio Club,CCARC,yes,RGARC,103.5,,,,,,,,,,,,3081,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,147.7,SW,yes,448.575,443.575,103.5,,,,,,,Park,Off-Air,,,"Full-time internet linked to  
        146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,CCARC,yes,,103.5,Western Park County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,171.6,SW,yes,449.925,444.925,103.5,,,,,,,Chaffee,On-Air,Colorado ARES,E-power (Bat),,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,,CCARC,yes,,103.5,"Upper Arkansas and Platte Rivers, and the SLV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,149.3,WSW,yes,147.24,147.84,156.7,,,,,,,Lake,Off-Air,,,,,,CCARC,yes,,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,146.2,WA0VJR,Wallace,KS,OPEN,I,149.4,SE,yes,444.6,449.6,146.2,,,,,,,Wallace,On-Air,,,,Dial 9335 to access K-Link,,,yes,WA0VJR,,"US-40 
   Repeater Coverage Map",,,,,,,,,,,3148,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.75,5,162.2,NV8Q,"Colby, K-Link",KS,OPEN,,154.8,SE,yes,444.75,449.75,162.2,,,,,,,Thomas,,K-Link Repeater Network,"Linked to K-Link Repeater Network 
E-power (batt) 
Allstar 46010",,"Repeater is intermittently off-air, and the Allstar node is down.",K-Link Repeater Network,Kansas Repeater Council,yes,,162.2,"Wide area. 
 Click for coverage map.  50 mi radius.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,156.2,S,yes,147.36,147.96,,,,,,,,Otero,On-Air,KC0ITF,E-power,,Digital Wires-X,,,yes,,123,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,11360,,,,,,,,,,,,,,
446.75,-5,CC0,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,,156.2,S,yes,446.75,441.75,,yes,0,,,,,Otero,On-Air,KC0ITF,E-power.,,Please use Busy Channel LockOut,,,yes,,,La Junta,,,,,yes,Open ↑ / Open ↓,,yes,KC0ITF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,156.7,NW0K,Colby,KS,OPEN,I,156.3,SE,yes,146.82,146.22,156.7,,,,,,,Thomas,On-Air,,"Closed autopatch, e-power.",,,,Kansas Repeater Council,yes,TARC,156.7,Local,,,,,,,,,,,7552,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,141.3,K0ECT,Colby,KS,OPEN,,158.5,SE,yes,444.4,449.4,141.3,,,,,,,Thomas,On-Air,,,Full-time to the  SKECT System .,"Repeater has zero hang-time, which gives the appearance that it's down.  It does work!",http://skect.org/default.aspx,Kansas Repeater Council,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,141.3,K0ECT,Syracuse,KS,OPEN,,180.2,SE,yes,444,449,141.3,,,,,,,Hamilton,On-Air,,E-power.,Full-time to the  SKECT System .,,http://skect.org/default.aspx,Kansas Repeater Council,yes,SKECT,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.3,5,141.3,K0ECT,Elkader,KS,OPEN,,183.8,SE,yes,444.3,449.3,141.3,,,,,,,Logan,On-Air,,E-power.,Full-time to the  SKECT System .,,http://skect.org/default.aspx,Kansas Repeater Council,yes,SKECT,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.5,5,141.3,K0ECT,"Garden City, Tennis",KS,OPEN,I,215.7,SE,yes,442.5,447.5,141.3,,,,,,,Finney,On-Air,,E-power.,Full-time to the  SKECT System .,,http://skect.org/default.aspx,Kansas Repeater Council,yes,SKECT,141.3,,,,,,,,,,,,3885,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,,K0ECT,Ulysses,KS,OPEN,,226.4,SE,yes,147.06,147.66,,,,,,,,Grant,On-Air,,,,,,Kansas Repeater Council,yes,SKECT,,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.525,5,141.3,K0ECT,"Ulysses, Wagon Bed Springs",KS,OPEN,,237.3,SE,yes,444.525,449.525,141.3,,,,,,,Grant,On-Air,,E-power.,Full-time to the  SKECT System .,,http://skect.org/default.aspx,Kansas Repeater Council,yes,SKECT,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.25,5,141.3,K0ECT,Montezuma,KS,OPEN,,254.5,SE,yes,444.25,449.25,141.3,,,,,,,Gray,On-Air,,,Full-time to the  SKECT System .,,http://skect.org/default.aspx,Kansas Repeater Council,yes,SKECT,141.3,Local,ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.5,5,141.3,K0ECT,Jetmore,KS,OPEN,,258.2,SE,yes,444.5,449.5,141.3,,,,,,,Hodgeman,On-Air,,E-power,Full-time to the  SKECT System .,,http://skect.org/default.aspx,Kansas Repeater Council,yes,SKECT,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.55,5,141.3,K0ECT,Dodge City,KS,OPEN,,276.9,SE,yes,444.55,449.55,141.3,,,,,,,Ford,On-Air,,,Full-time to the  SKECT System .,,http://skect.org/default.aspx,Kansas Repeater Council,yes,SKECT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,160.4,W,yes,147.21,147.81,107.2,,,,,,,Routt,On-Air,,"Linked, WX.",,,,CCARC,yes,SSARC,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
