Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,Wide Network,County,Op Status,Coverage,Sponsor,Affiliate,Links,Notes,Web links,Coordination,Last update,Local Network,Features,Downlink Tone,IRLP,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Mixed-Mode,Worldwide,North America,Local/Cluster,D-STAR Enabled,Node,Sources,EchoLink,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Grid,Commands,Nets,Feed,On-air,Worldwide English,DCI Bridge,N. Colorado,P25 Digital Enabled,NAC,Default Reflector,AllStar,YSF Digital Enabled,DG-ID,WIRES-X,English,TAC 310,Mountain Reg USA,Location Photo,Wyoming,WyLOCAL
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,83.1,SE,yes,147.105,147.705,107.2,,,,Elbert,On-Air,"I-70, E. Arapahoe, Elbert, Lincoln Counties",ARES of Douglas and Elbert Counties,Colorado Repeater Association,"Full-time to  
        448.42500 (W0CRA) at Larkspur, Westcreek, CO .",,http://www.w0cra.org/,CCARC,yes,,Linked to CRA 447.150 - Conifer,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,83.5,NNW,yes,147.015,147.615,146.2,,,,Albany,On-Air,Albany County,"Albany County ARES/RACES, University Amateur Radio",,,,http://www.uwyo.edu/uarc/,,yes,,,,,,,,,,,Yes; analog capable.,,,,,,,82070,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,91.3,N,yes,146.61,146.01,,,,,Albany,On-Air,Laramie Valley  30 mi radius.,University ARC,,,,http://www.uwyo.edu/uarc,WRCG,yes,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,84.8,SSE,yes,146.91,146.31,151.4,,,,El Paso,On-Air,,GGARC,,,,,CCARC,yes,,E-power.,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,85.1,SSE,yes,447.35,442.35,151.4,,,,El Paso,On-Air,,GGARC,,,,,CCARC,yes,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,103.5,W0RSH,Colorado Springs,CO,OPEN,,84.8,SSE,yes,146.85,146.25,103.5,,,,El Paso,On-Air,,W0RSH,,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,85,SSE,yes,147.135,147.735,100,,,,El Paso,On-Air,,AA0L,,,,,CCARC,yes,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,85.1,SSE,yes,448.3,443.3,100,,,,El Paso,On-Air,,AA0L,,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,85.1,SSE,yes,447.55,442.55,123,,,,El Paso,On-Air,,WA6IFI,,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,87.1,S,yes,927.725,902.725,D114,,,,Teller,On-Air,"Wide area: Along I-25 from Raton Pass to Pueblo, really solid from Pueblo through Colorado Springs, to Castle Rock, and spotty from Castle Rock north through Denver.  50 mi radius.",WA6IFI,,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .",,Yahoo Group,CCARC,yes,,12,D114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,90.4,SSE,yes,53.13,51.43,107.2,,,,El Paso,On-Air,,Cheyenne Mountain Repeater Group (CMRG),,,,http://www.cmrg.org,CCARC,yes,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,85.1,SSE,yes,447.025,442.025,123,,,,El Paso,Off-Air,,Colorado Springs ARA,,,,,CCARC,yes,,"Closed autopatch, e-power, linked, remote base.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,85.1,SSE,yes,448.25,443.25,123,,,,El Paso,Off-Air,Colorado Springs,,,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,85.8,SSW,yes,448.575,443.575,103.5,,,,Park,Off-Air,Western Park County,,,"Full-time internet linked to  
        146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,CCARC,yes,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,115.1,SSW,yes,449.925,444.925,103.5,,,,Chaffee,On-Air,"Upper Arkansas and Platte Rivers, and the SLV",,Colorado ARES,,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,,CCARC,yes,,E-power (Bat),103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC11,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,86.9,N,yes,447.225,442.225,,yes,11,,Albany,On-Air,Wide area.,Laramie County EM,Wyoming DMR Project,,,,WRCG,yes,,,,,Wyoming DMR Project,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
445.05,-5,CC11,WY7EOC,Rawlins,WY,CLOSED,,160.1,NW,yes,445.05,440.05,,yes,11,,Carbon,On-Air,Wide area.,Laramie County EM,Wyoming DMR Project,,,,WRCG,yes,,,,,Wyoming DMR Project,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
449.9875,-5,CC11,WY7EOC,"Casper, Casper Mountain",WY,CLOSED,,204.3,NNW,yes,449.9875,444.9875,,yes,11,,Natrona,On-Air,Wide Area. 40 mi radius.,Laramie County EM,Wyoming DMR Project,,,,WRCG,yes,,,,,Wyoming DMR Project,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,87.1,S,yes,147.18,147.78,100,,,,El Paso,On-Air,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",AA0SP,,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,CCARC,yes,,E-power (solar).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,87.8,S,yes,1287.7,1267.7,67,,,,Teller,Testing,,WB0WDF,,,Testing in Canon City,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,87.8,S,yes,145.46,144.86,67,,,,Teller,On-Air,,WB0WDF,RGARC,,,,CCARC,yes,,"E-power, 100% Solar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,87.8,S,yes,224.94,223.34,67,,,,Teller,Testing,,,,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,87.8,S,yes,447.4,442.4,67,,,,Teller,On-Air,,WB0WDF,,,,,CCARC,yes,,"E-power, Solar, Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,102.1,S,yes,449,444,67,,,,Fremont,On-Air,,WB0WDF,,Full-time to the  Mega-Link System .,North of the Royal Gorge Bridge.,Mega Link,CCARC,yes,,"E-power (Solar, Wind)",67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,107.8,S,yes,53.03,51.33,88.5,,,,Fremont,On-Air,,WB0WDF,RGARC,,Split site Fremont peak transmitter and 8 mile mountain reciever.,Http://www.qsl.net/rghc,CCARC,yes,,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,88.2,SSE,yes,448.725,443.725,123,,,,El Paso,On-Air,,KA0TTF,,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,88.5,WNW,yes,147.21,147.81,107.2,,,,Routt,On-Air,,SSARC,,,,,CCARC,yes,,"Linked, WX.",107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,89.9,SE,yes,449.25,444.25,123,,,,Elbert,On-Air,"I-70 Limon, Co area.",K0UPS Club c/o N1UPS,,,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",,CCARC,yes,,Full duplex node.,123,3349,,,,,,,,,,,,,,3349,,,,,,,** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie,  Pilot Hill",WY,OPEN,,90,N,yes,53.03,52.03,,,,,Albany,Off-Air,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,K7UWR,,,,http://www.r-vcr.com/k7uwr/repeater.htm,,yes,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,101.2,SW,yes,447.05,442.05,136.5,,,,Pitkin,On-Air,Aspen-Snowmass areas.,Roaring Fork Amateur Repeater Cooperative,,,,,CCARC,yes,,,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,105.3,WSW,yes,447.15,442.15,136.5,,,,Garfield,On-Air,,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,,yes,,,,,,,,,,,,,,,,,,8150,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,113.7,WSW,yes,147.3,147.9,107.2,,,,Garfield,Off-Air,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",Roaring Fork Amateur Repeater Cooperative,,,Single beep courtesy tone when linked and none when unlinked.,,CCARC,yes,,8,,,,,,,,,,,,,,,,266359,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,102.8,SSW,yes,146.745,146.145,100,,,,Chaffee,Off-Air,,CLARA,,,,,CCARC,yes,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,104.6,WSW,yes,146.67,146.07,107.2,,,,Pitkin,On-Air,Wide area.,Ski Country ARC,,,,,CCARC,yes,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC8,K0RTS,"Genoa, Limon",CO,OPEN,,107.1,SE,yes,446.7375,441.7375,,yes,8,,Lincoln,On-Air,"I-70  H-40  H-287  Arriba, Genoa, Hugo, Limon        50 mile radius",K0RTS KC0VJD,RMHam,,"Colorado on TG700 Slot 1
Denver on TG720 Slot 2",,CCARC,yes,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,107.8,S,yes,145.49,144.89,103.5,,,,Fremont,On-Air,,Royal Gorge Amateur Radio Club,Colorado ARES Region 5 District 1,,,Royal Gorge Amateur Radio Club,CCARC,yes,,E-power (Bat),103.5,,,,,,,,,,,,,,,,,,,,,DM78ik,,"RGARC Net: Wed at 19:00. 
ARES Net: Wed at 19:30.",,,,,,,,,,,,,,,,yes,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,107.8,S,yes,223.96,222.36,103.5,,,,Fremont,On-Air,"Wide area. 
   Repeater Coverage Map",RGARC,,,,,CCARC,yes,,"E-power (Bat), Remote Base",103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,107.8,S,yes,447.75,442.75,103.5,,,,Fremont,On-Air,,RGARC,,,,Royal Gorge Amateur Radio Club,CCARC,yes,,E-power (Bat),103.5,3081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,107.9,S,yes,927.7,902.7,D114,,,,Fremont,On-Air,,Royal Gorge ARC,,,,,CCARC,yes,,,D114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,130.3,S,yes,147.06,147.66,77,,,,Custer,On-Air,,http://www.qsl.net/rghc,,,,,CCARC,yes,,E-power,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,130.3,S,yes,448.15,443.15,103.5,,,,Custer,On-Air,,Royal George ARC,,,,http://www.qsl.net/rghc,CCARC,yes,,E-power.,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,130.3,S,yes,927.775,902.775,D116,,,,Custer,On-Air,,Royal Gorge Amateur Radio Club,,,System uses digital PL,,CCARC,yes,,,D116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,EIA,107.9,SE,yes,147.06,147.66,103.5,,,,Lincoln,On-Air,"I-70, US-71, US-287, US-40, US-24",BSARC,,,,http://www.bigsandyradio.com/,CCARC,yes,,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",,3794,,,,,,,Yes; analog capable.,,,,,,,791116,,,,,,,,Big Sandy Net: Wed 19:00,,,,,,,,,42740,yes,Open ↑ / Open ↓,,,,,,,
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,150.1,SE,yes,146.895,146.295,103.5,,,,Kit Carson,On-Air,,Big Sandy ARC,,,,,CCARC,yes,,,,,,,,,,,,,,,,,,830619,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,109.4,SSW,yes,446.975,441.975,,,,,Chaffee,On-Air,,Crestone Amateur Radio Emergency Services,Crestone Amateur Radio Emergency Services,,,KD0QPG,CCARC,yes,,,,,,,,,,,,,,,yes,KD0QPG (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,113.7,WSW,yes,449.85,444.85,131.8,,,,Garfield,On-Air,Glenwood Springs,,Grand Mesa Repeater Assoc,Full-time to the  GMRA Open System .,RACES net Wed 1930 Hrs Local,http://GMRA.org,CCARC,yes,,e-power  Linked to GMRA Open System,131.8,,,,,,,,,,,,,,,,,,,,,,,Colorado State RACES  Wed 1930 local,,,,,,,,,,,,,,,,,,
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,,152.8,WSW,yes,449.8,444.8,107.2,,,,Garfield,On-Air,,,,,,GMRA Repeaters,CCARC,yes,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,170.9,SW,yes,447.2,442.2,107.2,,,,Montrose,On-Air,Delta/Montrose,,Grand Mesa Repeater Assoc,Full-time to the  GMRA Open System .,Closed IRLP out - Ask for a control op,GMRA Repeaters,CCARC,yes,,9,107.2,3710,,,,,,,,,,,,,,,,,,,,,,RACES Net Wed at 1930 Hrs.,,,,,,,,,,,,,,,,,,
449.3,-5,107.2,WA4HND,"Grand Junction, Grand Mesa",CO,OPEN,I,172.3,WSW,yes,449.3,444.3,107.2,,,,Mesa,On-Air,Wide Area I-70 West Rifle to Western Utah,,,,Closed IRLP out,http://www.gmra.org/,CCARC,yes,,e-power Linked to GMRA Open System,107.2,3710,,,,,,,,,,,,,,,,,,,,,,RACES Wed 1930 hrs,,,,,,,,,,,,,,,,,,
449.575,-5,131.8,WA4HND,"Grand Junction, Black Ridge",CO,OPEN,I,196.5,WSW,yes,449.575,444.575,131.8,,,,Mesa,On-Air,Grand Junction,,Grand Mesa Repeater Assoc,,Closed IRLP out,GMRA Repeaters,CCARC,yes,,e-power. Linked to GMRA Open System,131.8,3710,,,,,,,,,,,,,,,,,,,,,,Wed RACES Net 1930 Hrs,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,113.7,WSW,yes,224.02,222.42,,,,,Garfield,,,SCARC,,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,113.7,WSW,yes,447.6,442.6,,,,,Garfield,,40,Ski Country ARC (SCARC),,"Full-time to  
        146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",Link Hub for 146.880.,,CCARC,yes,,50,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,119.3,WSW,yes,146.88,146.28,107.2,,,,Garfield,On-Air,,Ski Country ARC,,"Full-time to  
        447.60000 (KI0G) at Glenwood Springs, CO .",,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,119.3,WSW,yes,447.1,442.1,107.2,,,,Garfield,On-Air,,Ski Country ARC,,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,116.1,SE,yes,449.9,444.9,107.2,,,,Lincoln,On-Air,,,BSAR,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,116.2,SE,yes,447,442,103.5,,,,Lincoln,On-Air,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",Delbert Noakes (KC0VJD),,,,,,yes,,APRS repeater &amp; I-Gate / Weather station,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,DM89gb,,,,,,,,,,,,yes,Open ↑ / Open ↓,30534,,,,,,
145.295,-0.6,,WA0JTB,"Sterling, CO",CO,OPEN,,116.6,E,yes,145.295,144.695,,,,,Logan,On-Air,Wide area,NECARA,,,,,CCARC,yes,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,116.7,WSW,yes,449.725,444.725,179.9,,,,Garfield,On-Air,Wide area.,Roaring Fork Amateur Repeater Cooperative (RFARC),,,,,CCARC,yes,,EchoLink.,,3722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28434,,,,,,,,,
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,116.7,WSW,yes,147.39,147.99,107.2,,,,Garfield,On-Air,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",Roaring Fork Amateur Repeater Cooperative,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,118.4,SW,yes,447.65,442.65,151.4,,,,Gunnison,On-Air,Gunnison valley and along East and west on Highway 50.,KB0YNA,,"Full-time to  
        448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO .
 


Full-time to  
        449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",,,CCARC,yes,,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,151.4,KB0YNA,"Grand Junction, Grand Mesa",CO,OPEN,I,156.4,WSW,yes,449.65,444.65,151.4,,,,Mesa,On-Air,Wide area coverage,Keri Washburn,,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,CCARC,yes,,NWS weather alert system.,151.4,8162,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,,170.9,SW,yes,448.65,443.65,,,,,Montrose,On-Air,Wide area.,KB0YNA,,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,yes,,,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,KB0YNA,"Telluride, Gray Head",CO,OPEN,I,201.5,SW,yes,449.7,444.7,107.2,,,,San Miguel,On-Air,Wide Area via links - Western Colorado - Eastern Utah,Grand Mesa Repeater Association ( GMRA ),,Full-time to the  GMRA Open System .,Closed IRLP out - Ask for a control Op,,CCARC,yes,,E-power.,107.2,3710,,,,,,,,,,,,,,,,,,,,,,RACES: Wed at 19:30.,,,,,,,,,,,,,,,,,,
449.4,-5,131.8,KB0YNA,"Delta, Uncompahgre Butte",CO,OPEN,I,206.1,WSW,yes,449.4,444.4,131.8,,,,Mesa,On-Air,Wide area via links - Western Colorado - Eastern Utah,"WA4HND,  Grand Mesa Repeater Association",,Full-time to the  GMRA Open System .,Closed IRLP out - Ask for a control op,http://www.gmra.org,CCARC,yes,,E-power.,131.8,3710,,,,,,,,,,,,,,,,,,,,,,RACES Wed 1930 Hrs,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,118.5,SSE,yes,146.79,146.19,88.5,,,,Pueblo,On-Air,Wide area.,Pueblo HC,,,,Pueblo Ham Club,CCARC,yes,,E-power.,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,118.5,SSE,yes,224.26,222.66,88.5,,,,Pueblo,Off-Air,Wide area.,Pueblo Ham Club,,,,PHC repeaters,CCARC,yes,,E-power.,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,118.5,SSE,yes,447.95,442.95,88.5,,,,Pueblo,On-Air,Wide area.,Pueblo Ham Club,,,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,Pueblo Ham Club,CCARC,yes,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,,126.7,SSE,yes,145.115,144.515,88.5,,,,Pueblo,Off-Air,,Pueblo Ham Club,,,,,CCARC,yes,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,126.7,SSE,yes,146.88,146.28,88.5,,,,Pueblo,On-Air,Wide area.,Pueblo HC,,,,,CCARC,yes,,E-power.,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,130.3,S,yes,919.1,894.1,88.5,,,,Pueblo,Off-Air,Wide area.,Pueblo HC,,,,,CCARC,yes,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,136.5,S,yes,224.32,222.72,88.5,,,,Custer,Off-Air,,Pueblo Ham Club,,,,PHC repeaters,CCARC,yes,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
