Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,IRLP,Coordination,Last update,DMR Enabled,Color Code,Wide Network,Affiliate,Web links,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Links,Notes,Downlink Tone,Mixed-Mode,Coverage,Local Network,Worldwide,North America,Local/Cluster,Nets,Feed,Grid,EchoLink,AllStar,Commands,YSF Digital Enabled,DG-ID,D-STAR Enabled,Node,Sources,P25 Digital Enabled,NAC,Default Reflector,On-air,Worldwide English,DCI Bridge,N. Colorado,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Location Photo,WIRES-X,English,TAC 310,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
147.135,0.6,100,KB5ITS,"Durango, Smelter Mountain",CO,OPEN,,183.7,SW,yes,147.135,147.735,100,La Plata,On-Air,,,,CCARC,yes,,,,,http://www.sjcham.com,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,KB5ITS,"Ignacio, Spring Creek",CO,OPEN,,185,SSW,yes,147.15,147.75,100,La Plata,On-Air,,E-power.,,CCARC,yes,,,,,http://www.sjcham.com,,,,,,,,,,,Bayfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,100,KB5ITS,"Mancos, Caviness Mountain",CO,OPEN,,185.9,SW,yes,442.375,447.375,100,Montezuma,On-Air,San Juan Connection,,,,yes,,,,,,,,,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KB5ITS,"Mancos, Menefee Mountain",CO,OPEN,,191,SW,yes,145.325,144.725,100,Montezuma,On-Air,,E-power.,,CCARC,yes,,,,,http://www.sjcham.com,,,,,,,,Full time to the San Juan Connection,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,192.5,SW,yes,145.19,144.59,100,Montezuma,On-Air,,,,CCARC,yes,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,192.5,SW,yes,447.275,442.275,100,Montezuma,On-Air,,,,,yes,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5ITS,"Navajo Dam, Navajo Lake",NM,OPEN,,204.2,SSW,yes,147.36,147.96,100,San Juan,On-Air,,,,NMFCC,yes,,,,,http://www.sjcham.com,,,,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,KB5ITS,"Aztec, Tank Mtn",NM,OPEN,,212.2,SSW,yes,146.88,146.28,100,San Juan,On-Air,,,,NMFCC,yes,,,,,http://www.sjcham.com,,,,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,107.2,KB5ITS,Aztec,NM,OPEN,,212.2,SSW,yes,447.45,442.45,107.2,San Juan,On-Air,KB5ITS,"E-power, remote base.",,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,127.3,KB5ITS,Bloomfield,NM,OPEN,,218.7,SSW,yes,448.65,443.65,127.3,San Juan,On-Air,,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,KB5ITS,"Bloomfield, Harris mesa",NM,OPEN,,220.6,SSW,yes,147.1,147.7,100,San Juan,On-Air,San Juan connection,,,NMFCC,yes,,,,,http://www.sjcham.com,,,,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.01,-1,131.8,KB5ITS,Farmington,NM,OPEN,,224.1,SSW,yes,53.01,52.01,131.8,San Juan,On-Air,KB5ITS,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KB5ITS,Farmington,NM,OPEN,,224.1,SSW,yes,146.76,146.16,100,San Juan,On-Air,,"Closed autopatch, e-power.",,NMFCC,yes,,,,,http://www.sjcham.com,,,,,,,Full-time to the  San Juan Connection System .,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KB5ITS,Farmington,NM,OPEN,,224.1,SSW,yes,147,147.6,100,San Juan,On-Air,,"Autopatch, e-power.",,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,122.5,SSW,yes,146.925,146.325,,Mineral,Off-Air,Creede ARC,,,CCARC,yes,,,,,,,,,,,,,WA0JS license expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,123.2,NNE,yes,448.15,443.15,100,Laramie,Off-Air,KB7SWR,,,WRCG,yes,,,,,,,,,,,,"Full-time to  
        145.23500 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,114.8,KB7SWR,Cheyenne,WY,OPEN,,131.3,NNE,yes,145.235,144.635,114.8,Laramie,On-Air,N7GT,,,WRCG,yes,,,,,,,,,,,,"Full-time to  
        448.15000 (KB7SWR) at Cheyenne, WY .",25,,,Local: Cheyenne.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC11,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,127.4,NNE,yes,447.225,442.225,,Albany,On-Air,Laramie County EM,,,WRCG,yes,yes,11,,Wyoming DMR Project,,Wyoming DMR Project,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
445.05,-5,CC11,WY7EOC,Rawlins,WY,CLOSED,,171.5,NNW,yes,445.05,440.05,,Carbon,On-Air,Laramie County EM,,,WRCG,yes,yes,11,,Wyoming DMR Project,,Wyoming DMR Project,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,128.6,N,yes,146.82,146.22,114.8,Albany,On-Air,Shy-Wy Amateur Radio Club,,,WRCG,yes,,,,,,,,,,,,,,,,Wide area.,,,,,Shy-WY ARC: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,130.4,NNE,yes,146.775,146.175,114.8,Laramie,On-Air,Shy-Wy Amateur Radio Club,"E-power, WX.",,WRCG,yes,,,,,,,,,,,,"Full-time to  
        147.16500 (KC7SNO) at Albin, WY .",,,,,,,,,"Weather Net: Daily at 06:45. 
Shy-WY ARC: Sun at 07:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,114.8,KC7SNO,"Cheyenne, North Park",WY,OPEN,,131.3,NNE,yes,147.105,147.705,114.8,Laramie,On-Air,ShyWyArc,,,WRCG,yes,,,,,,,,,,,,,,91.5,,,,,,,,,DN71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,114.8,KC7SNO,Albin,WY,OPEN,,168.2,NE,yes,147.165,147.765,114.8,Laramie,On-Air,Shy-Wy Amateur Radio Club,E-power.,,WRCG,yes,,,,,,,,,,,,"Full-time to  
        147.10500 (KC7SNO) at Cheyenne, North Park, WY .
 


Full-time to  
        146.77500 (KC7SNO) at Cheyenne, Denver Hill, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,128.9,SSW,yes,449.525,444.525,100,Mineral,On-Air,N0PKT,,,,yes,,,,The Fun Machine,,,,,,,,Full-time to the  The Fun Machine System .,,100,,,,,,,,,DM67lt,,43265,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC7,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,130,E,yes,448.2,443.2,,Morgan,On-Air,,Mixed Mode,,CCARC,yes,yes,7,,NEAHR,Rocky Mountain Ham Radio,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,2,Full-time to the  Colorado TRBO System .,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC7,W0FT,Akron,CO,OPEN,,157,E,yes,448.175,443.175,,Morgan,On-Air,W0FT,,,CCARC,yes,yes,7,,Rocky Mountain Ham Radio,http://www.rmham.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie,  Pilot Hill",WY,OPEN,,130,NNE,yes,53.03,52.03,,Albany,Off-Air,K7UWR,8,,,yes,,,,,http://www.r-vcr.com/k7uwr/repeater.htm,,,,,,,,,,,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,WB7GR,"Cheyenne, Chalk Bluffs",WY,OPEN,,130.6,NE,yes,449.3,444.3,,Laramie,On-Air,WU7G,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,
444.125,5,114.8,WB7GR,"Scottsbluff, Stage Hill",NE,OPEN,,197,NE,yes,444.125,449.125,114.8,Scotts Bluff,On-Air,SBCEMA,Linked to Albin (147.165) and Cheyenne (146.775),,,yes,,,,,,,,,,,,,,,,Wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,131.3,NNE,yes,449.9,444.9,100,Laramie,On-Air,N7JJY,,,,yes,,,,,,,,,,,,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,100,,From 5 miles to 25 miles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,CC15 151.4,KC7DHF,"Cheyenne, Old airport control tower",WY,OPEN,,132.2,NNE,yes,448.95,443.95,151.4,Laramie,On-Air,,,,WRCG,yes,yes,15,,,,,,,,,,,Brandmiester and analog.,151.4,,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,132.6,SE,yes,449.9,444.9,107.2,Lincoln,On-Air,,,,CCARC,yes,,,,BSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,135.2,W,yes,145.175,144.575,107.2,Mesa,On-Air,,"E-power,",3161,CCARC,yes,,,,,,,,,,,,,,,,Greater grand Junction area.,,,,,,,,,,Standard IRLP node commands.,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,147.7,W,yes,146.94,146.34,107.2,Mesa,On-Air,Western Colorado Amateur Radio Club,E-power and autopatch for WCARC members,,CCARC,yes,,,,,http://w0rrz.org,,,,,,,,,107.2,,Grand Junction 30-50 mi,,,,,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC8,K0RTS,"Genoa, Limon",CO,OPEN,,136.3,ESE,yes,446.7375,441.7375,,Lincoln,On-Air,K0RTS KC0VJD,,,CCARC,yes,yes,8,,RMHam,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,2,,,"Colorado on TG700 Slot 1
Denver on TG720 Slot 2",,,"I-70  H-40  H-287  Arriba, Genoa, Hugo, Limon        50 mile radius",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,EIA,137,ESE,yes,147.06,147.66,103.5,Lincoln,On-Air,BSARC,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",3794,CCARC,yes,,,,,http://www.bigsandyradio.com/,,,,,,,,,,Yes; analog capable.,"I-70, US-71, US-287, US-40, US-24",,,,,Big Sandy Net: Wed 19:00,,,791116,42740,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,183.7,ESE,yes,146.895,146.295,103.5,Kit Carson,On-Air,Big Sandy ARC,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,830619,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,137.4,WSW,yes,147.39,147.99,107.2,Mesa,,KE0TY,Linked.,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,137.5,WSW,yes,145.22,144.62,107.2,Mesa,,KE0TY,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,W0GJT,Grand Junction,CO,OPEN,A,137.4,WSW,yes,146.82,146.22,107.2,Mesa,On-Air,,,,CCARC,yes,,,,,,,,,,,,,,,,Wide area: North Western Colorado - South to Montrose and East on I-70.,,,,,,,,,28515,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,137.6,WSW,yes,448.15,443.15,100,Mesa,On-Air,,,7963,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,312189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,,K0SSI,Grand Junction,CO,OPEN,,137.5,WSW,yes,147.105,147.705,,Mesa,On-Air,K0SSI,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,,137.5,WSW,yes,447.5,442.5,114.8,Mesa,,KC0ARV,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RED,Grand Junction,CO,OPEN,,137.5,WSW,yes,446.775,441.775,,Mesa,On-Air,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KD0RED (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,137.5,WSW,yes,449.775,444.775,173.8,Mesa,On-Air,,,7573,CCARC,yes,,,,,,,,,,,,,,88.5,,,,,,,,,,7572,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,140,SE,yes,447,442,103.5,Lincoln,On-Air,Delbert Noakes (KC0VJD),APRS repeater &amp; I-Gate / Weather station,,,yes,,,,,,,,,,,,,,,Yes; analog capable.,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",,,,,,,DM89gb,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,30534,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,147.5,SSE,yes,145.355,144.755,100,Huerfano,On-Air,N0JPX,"E-power, linked.",3974,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,100,N7GCR,"Rawlins, Elk Mountain",WY,OPEN,,150.9,N,yes,147.24,147.84,100,Carbon,On-Air,CCARS,,,WRCG,yes,,,,,,,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITT,"Silverton, Engineer Mountain",CO,OPEN,,155.8,SW,yes,147.27,147.87,127.3,San Juan,On-Air,KB5ITT,E-power.,,CCARC,yes,,,,Durango ARC,,,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,,168.3,SSW,yes,146.61,146.01,123,Archuleta,On-Air,,,,CCARC,yes,,,,,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,,WA0JTB,"Sterling, CO",CO,OPEN,,169.3,E,yes,145.295,144.695,,Logan,On-Air,NECARA,"Autopatch, e-power.",,CCARC,yes,,,,,,,,,,,,,,,,Wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,169.6,SE,yes,147.36,147.96,,Otero,On-Air,,E-power,,,yes,,,,KC0ITF,,,,,,,,,Digital Wires-X,123,Yes; analog capable.,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,11360,,,,,,,
446.75,-5,CC0,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,,169.6,SE,yes,446.75,441.75,,Otero,On-Air,,E-power.,,,yes,yes,0,,KC0ITF,,,,,,,,,Please use Busy Channel LockOut,,,La Junta,,,,,,,,,,,yes,Open ↑ / Open ↓,yes,KC0ITF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,162.2,N7RON,Rawlins,WY,OPEN,I,171.5,NNW,yes,146.7,146.1,162.2,Carbon,On-Air,,,7045,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,146.2,N7RON,Rawlins,WY,OPEN,,171.5,NNW,yes,449.8,444.8,146.2,Carbon,,Wyocomm,,,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KC7OZU,Rawlins,WY,OPEN,,171.5,NNW,yes,146.76,146.16,100,Carbon,On-Air,CCARS,,,,yes,,,,,,,,,,,,,,,,Wide area.,,,,,Sunday nite net 2030 local time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,100,KD7BN,Rawlins,WY,OPEN,,171.5,NNW,yes,147.39,147.99,100,Carbon,On-Air,HERC,E-power.,,,yes,,,,N7ZEF (EchoLink).,,,,,,,,"Full-time to  
        146.80500 (W7BEQ) at Shoshoni, Copper Mtn, WY .
 


Full-time to  
        146.94000 (W7VNJ) at Casper, Casper Mountain, WY .",,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,KD7SU,Rawlins,WY,OPEN,,171.5,NNW,yes,448.3,443.3,100,Carbon,,,,,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,
146.7,-0.6,100,K0EP,"Durango, Missionary Ridge",CO,OPEN,,172.9,SSW,yes,146.7,146.1,100,La Plata,On-Air,Durango ARC,9,,CCARC,yes,,,,,http://durangoarc.org/,,,,,,,,,100,,Local.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,K0EP,"Durango, Eagle Pass",CO,OPEN,,178.3,SW,yes,146.67,146.07,100,La Plata,On-Air,Durango ARC,11,,CCARC,yes,,,,,DARC Repeaters,,,,,,,"Part-time to  
        147.37500 (KB5ITS) at Silverton, Kendall Mountain, CO .",Linked active in the summer months only.,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,K0EP,Durango,CO,OPEN,,182.2,SW,yes,449.85,444.85,100,La Plata,On-Air,DARC,,,CCARC,yes,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,136.5,W7BYU,Vernal,UT,OPEN,,175.4,WNW,yes,449.7,444.7,136.5,Uintah,,W7BYU,8,,UVHFS,yes,,,,,,,,,,,,,,,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,
146.92,-0.6,136.5,W7BYU,Roosevelt,UT,OPEN,E,175.5,WNW,yes,146.92,146.32,136.5,Duchesne,Off-Air,,E-power.,,UVHFS,yes,,,,,,,,,,,,,,,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,458695,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,136.5,W7BAR,"Vernal, Blue Mountain",UT,OPEN,EI,175.5,WNW,yes,147.1,147.7,136.5,Uintah,On-Air,""">Borderline ARC","Autopatch, e-power.",3577,UVHFS,yes,,,,,,,,,,,,"Full-time to  
        147.34000 (KG7DSO) at Vernal, Tabby Mountain, UT .",8,,,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,458414,,"IRLP: No access code, bring up your node by it's node no. and bring it down with a 73.",,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,136.5,W7BAR,"Vernal, Uintah County EOC",UT,OPEN,I,182.5,WNW,yes,449.9,444.9,136.5,Uintah,,Borderline Amateur Radio Club,,7705,,yes,,,,,,,,,,,,,,,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,
147.04,0.6,136.5,W7BAR,"Vernal, Grizzly Ridge",UT,OPEN,,201.7,WNW,yes,147.04,147.64,136.5,Uintah,On-Air,Borderline ARC,E-power.,,UVHFS,yes,,,,,,,,,,,,Full-time to the  Sinbad Desert (SDARC) System .,8,,,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,179.9,SSE,yes,446.775,441.775,,Las Animas,On-Air,Cheyenne Mountain Repeater Group (CMRG),,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KD0RDI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Raton, Raton Pass",NM,OPEN,,191.8,SSE,yes,446.775,441.775,,Colfax,On-Air,Cheyenne Mountain Repeater Group,,,NMFCC,yes,,,,,http://www.cmrg.org/,,,,,,,,,,,,,,,,,,,,,,,,yes,KD0RDI (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,
147.08,0.6,162.2,W5SF,"Chama, Overlook Mtn",NM,OPEN,,180.1,S,yes,147.08,147.68,162.2,Rio Arriba,On-Air,SFARC,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,,180.2,SSE,yes,147.375,147.975,100,Las Animas,Off-Air,K0BV,,,CCARC,yes,,,,,,,,,,,,,,100,,Good coverage along I-25 between CO/NM state line and 40 miles north.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,100,KG5JL,"Trinidad, Raton Pass",CO,OPEN,,180.2,SSE,yes,447.375,442.375,100,Las Animas,On-Air,KG5JL,E-power (batt).,,CCARC,yes,,,,,,,,,,,,,,,Yes; analog capable.,"Covers I-25 from CO/NM border to north of Trinidad, CO.",,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,,181.2,S,yes,147.22,147.82,100,Rio Arriba,On-Air,New Mexico Mega Link Assoc,10,,NMFCC,yes,,,,,,,,,,,,Full-time to the  Mega-Link System .,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,100,NM5ML,"Raton, Sierra Grande",NM,OPEN,,198.2,SSE,yes,147.28,147.88,100,Colfax,On-Air,,8,,NMFCC,yes,,,,,,,,,,,,Full-time to the  Mega-Link System .,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,201.9,S,yes,147.14,147.74,67,Taos,On-Air,,11,,,yes,,,,TaosARC,http://www.taosarc.com/,,,,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.35,5,100,NM5ML,"Eagle Nest, Iron Mountain",NM,OPEN,,203.7,SSE,yes,444.35,449.35,100,Colfax,On-Air,,,,NMFCC,yes,,,,,,,,,,,,Full-time to the  Mega-Link System .,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,67,NM5ML,"Bloomfield, Harris Mesa",NM,OPEN,,220.7,SSW,yes,147.28,147.88,67,San Juan,On-Air,,6,,NMFCC,yes,,,,,,,,,,,,Full-time to the  Mega-Link System .,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras,  San Antonio Mountain",NM,OPEN,,181.2,S,yes,146.76,146.16,67,Rio Arriba,On-Air,Taos ARC,11,,,yes,,,,,,,,,,,,,,,,"Most of Taos County, eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
