Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Affiliate,Links,Last update,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,Location Photo,Grid,Coverage,Features,Notes,Web links,Coordination,EchoLink,IRLP,AllStar,Nets,Feed,Sponsor,D-STAR Enabled,Node,Sources,Worldwide,North America,Local/Cluster,Denver Regional,Talkgroup Network,Northern Colorado,Mixed-Mode,Local Network,On-air,Commands,YSF Digital Enabled,DG-ID,WIRES-X,P25 Digital Enabled,NAC,Default Reflector,Worldwide English,DCI Bridge,N. Colorado,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,English,Europe,TAC 310,Southwest USA,Mountain Reg USA,Texas,COMM 1,Texas/Oklahoma Regional USA
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,130.3,N,yes,449.55,444.55,100,,Boulder,On-Air,,"Full-time to  
        224.02000 (W0IA) at Boulder, Lee Hill, CO .",yes,,,,,,,,,Denver metro area.,8,,,CCARC,217336,,,,,Rocky Mtn VHF Soc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,133.7,N,yes,146.76,146.16,100,,Boulder,On-Air,Boulder County ARES,,yes,,,,,,,,,Wide area.,5,"ARES primary repeater. 
 Voting Receivers:  
 
   
    RX Location    Tone    Pitch    PL  
   
   Gunbarrel  single beep  low  100.0 
   
   Lousville  single beep  low  100.0 
   
   Lyons  double beep  high followed by medium  100.0 
   
   Louisville #2  double beep  high followed by low  100.0",,CCARC,,,,,,Rocky Mtn VHF Soc,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,134,N,yes,224.02,222.42,,,Boulder,On-Air,,"Full-time to  
        449.55000 (W0IA) at Boulder, CO .",yes,,,,,,,,,Denver metro area.,8,,RMVHS repeaters,CCARC,217336,,,,,Rocky Mtn VHF Soc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,130.3,N,yes,449.4,444.4,91.5,,Boulder,Off-Air,,,yes,,,,,,,,,,2,,http://www.ked-wireless.com/products1.htm,CCARC,,,,,,BARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,133.4,N,yes,146.73,146.13,91.5,91.5,Boulder,Off-Air,,,yes,,,,,,,,DN70jb,Local,12,,http://www.ked-wireless.com/products1.htm,CCARC,115482,,,,,BARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,N5BOP,Des Moines,NM,OPEN,,130.5,SE,yes,146.85,146.25,100,,Union,Off-Air,,,yes,,,,,,,,,Wide area.,E-power.,,,NMFCC,,,,,,Sierra Grande RC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,77,N5BOP,Des Moines,NM,OPEN,,130.5,SE,yes,444.8,449.8,77,,Union,Off-Air,,,yes,,,,,,,,,Wide area.,E-power.,,,NMFCC,,,,,,Sierra Grande Repeater Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITT,"Silverton, Engineer Mountain",CO,OPEN,,131.1,WSW,yes,147.27,147.87,127.3,,San Juan,On-Air,Durango ARC,,yes,,,,,,,,,Wide area.,E-power.,,,CCARC,,,,,,KB5ITT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC8,K0RTS,"Genoa, Limon",CO,OPEN,,132.2,NE,yes,446.7375,441.7375,,,Lincoln,On-Air,RMHam,,yes,yes,8,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,"I-70  H-40  H-287  Arriba, Genoa, Hugo, Limon        50 mile radius",,"Colorado on TG700 Slot 1
Denver on TG720 Slot 2",,CCARC,,,,,,K0RTS KC0VJD,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,EIA,132.3,NE,yes,147.06,147.66,103.5,,Lincoln,On-Air,,,yes,,,,,,,,,"I-70, US-71, US-287, US-40, US-24","APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",,http://www.bigsandyradio.com/,CCARC,791116,3794,42740,Big Sandy Net: Wed 19:00,,BSARC,,,,,,,,,,Yes; analog capable.,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,174.1,E,yes,146.895,146.295,103.5,,Kit Carson,On-Air,,,yes,,,,,,,,,,,,,CCARC,830619,,,,,Big Sandy ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,132.5,NW,yes,449.725,444.725,179.9,,Garfield,On-Air,,,yes,,,,,,,,,Wide area.,EchoLink.,,,CCARC,,3722,28434,,,Roaring Fork Amateur Repeater Cooperative (RFARC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,132.5,NW,yes,147.39,147.99,107.2,,Garfield,On-Air,,,yes,,,,,,,,,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",,,,,,,,,,Roaring Fork Amateur Repeater Cooperative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,132.8,W,yes,146.91,146.31,107.2,107.2,Montrose,On-Air,,,yes,,,,,,,,,,E-Power,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,132.8,W,yes,146.79,146.19,107.2,107.2,Montrose,On-Air,,,yes,,,,,,,,,,E-power.,,,CCARC,,,,,,KC0UXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,133.3,N,yes,146.91,147.51,123,127.3,Boulder,On-Air,"Town of Gold Hill, Colorado",,yes,,,,,,,,,"East of Gold Hill, The Indian Peaks, Denver, Boulder",,There is a MOU With BCARES for repeater use.,http://goldhilltown.com/,,,,,"Summer Tue at 19:30P, Winter 19:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,135.7,NNE,yes,447.3,442.3,107.2,,Weld,On-Air,,,yes,,,,,,,,,,,,,CCARC,405804,3887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,139.2,NNE,yes,224.96,223.36,CSQ,,Weld,On-Air,,,yes,,,,,,,,,,,,,CCARC,,,,,,AC0KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KD5PX,"Dixon, Cerro Abajo",NM,OPEN,,135.8,S,yes,147.18,147.78,100,100,Rio Arriba,On-Air,,,yes,,,,,,,,DM76BF,Dixon Embudo Ojo Sarco St Rd 68 Rio Grande Canyon,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,136.4,NW,yes,146.88,146.28,107.2,,Garfield,On-Air,,"Full-time to  
        447.60000 (KI0G) at Glenwood Springs, CO .",yes,,,,,,,,,,,,,CCARC,,,,,,Ski Country ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,136.4,NW,yes,447.1,442.1,107.2,,Garfield,On-Air,,,yes,,,,,,,,,,,,,CCARC,,,,,,Ski Country ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,139.9,NW,yes,224.02,222.42,,,Garfield,,,,yes,,,,,,,,,,,,,CCARC,,,,,,SCARC,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,139.9,NW,yes,447.6,442.6,,,Garfield,,,"Full-time to  
        146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",yes,,,,,,,,,40,50,Link Hub for 146.880.,,CCARC,,,,,,Ski Country ARC (SCARC),,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,136.4,NW,yes,449.6,444.6,107.2,,Garfield,On-Air,,,yes,,,,,,,,,Wide area.,e-power Linked to GMRA open system,,http://www.gmra.org,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,K0EP,"Durango, Missionary Ridge",CO,OPEN,,136.6,WSW,yes,146.7,146.1,100,100,La Plata,On-Air,,,yes,,,,,,,,,Local.,9,,http://durangoarc.org/,CCARC,,,,,,Durango ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,K0EP,Durango,CO,OPEN,,144.7,WSW,yes,449.85,444.85,100,100,La Plata,On-Air,,,yes,,,,,,,,,,,,,CCARC,,,,,,DARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,K0EP,"Durango, Eagle Pass",CO,OPEN,,147.7,WSW,yes,146.67,146.07,100,,La Plata,On-Air,,"Part-time to  
        147.37500 (KB5ITS) at Silverton, Kendall Mountain, CO .",yes,,,,,,,,,Wide area.,11,Linked active in the summer months only.,DARC Repeaters,CCARC,,,,,,Durango ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,137.2,N,yes,146.82,146.22,123,,Grand,,,,yes,,,,,,,,,,E-power.,,,CCARC,,,,,,GCARA,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,KD0RG,Hudson,CO,OPEN,E,137.6,NNE,yes,449.925,444.925,114.8,114.8,Weld,On-Air,K0UPS Club,,yes,,,,,,,,DN70,,,,,CCARC,448035,,,,,KD0RG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,140.8,N,yes,147.03,147.63,100,,Boulder,On-Air,Boulder County Amateur Radio Emergency Service,,yes,,,,,,,,,,,,,CCARC,,,,,,KI0HG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,141.8,N,yes,147.27,147.87,100,100,Boulder,On-Air,,"Linkable to  
        448.80000 (W0ENO) at Longmont, CO .",yes,,,,,,,,,Wide area: Northern Colorado.,"Closed autopatch, e-power, EchoLink.",,http://w0eno.org/?q=node/11,CCARC,,,,,,Longmont ARC (LARC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,141.8,N,yes,448.8,443.8,88.5,88.5,Boulder,On-Air,,"Linkable to  
        147.27000 (W0ENO) at Longmont, CO .",yes,,,,,,,,,,30,,,CCARC,,,,LARC: Sun at 20:00.,,Longmont ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,141.8,N,yes,448.525,443.525,151.4,,Boulder,On-Air,,,yes,,,,,,,,,,,,,CCARC,223853,,,,,N0EPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0ALC,Cedaredge,CO,OPEN,,143.2,WNW,yes,147.36,147.96,100,,Delta,,,,yes,,,,,,,,,,,,,CCARC,,,,,,W0ALC,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,100,W0ALC,Cedaredge,CO,OPEN,,143.2,WNW,yes,449.825,444.825,100,,Delta,,,,yes,,,,,,,,,,,,,CCARC,,,,,,W0ALC,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,107.2,KC0QXX,"Cedaredge, Cedar Mesa",CO,OPEN,,143.2,WNW,yes,147.195,147.795,107.2,,Delta,,Colorado District 25 ARES,,yes,,,,,,,,,Local.,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,131.8,KC5EVE,Durango,CO,OPEN,,144.7,WSW,yes,448.625,443.625,131.8,131.8,La Plata,On-Air,,,yes,,,,,,,,,Wide area.,,,,CCARC,,,,,,KC5EVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,,151.4,WSW,yes,145.37,144.77,100,100,La Plata,On-Air,,,yes,,,,,,,,,,E-power.,,http://www.sjcham.com,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,KZ0DEM,"Pritchett,  Tator Butte",CO,OPEN,,151.9,SE,yes,146.64,146.04,100,100,Las Animas,Off-Air,,,yes,,,,,,,,,Wide area: West BACA and East Las Animas counties.,,,KZ0DEM Repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.09,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,,163.6,SE,yes,147.09,147.69,118.8,118.8,Baca,,,,yes,,,,,,,,,,,,,CCARC,,,,,,BCDEARC,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,EI,163.6,SE,yes,147.33,147.93,118.8,118.8,Baca,Off-Air,,,yes,,,,,,,,,,,,KZ0DEM Repeaters,CCARC,97142,7142,,,,Baca County Amateur Emergency Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,118.8,KZ0DEM,Springfield,CO,OPEN,EI,163.6,SE,yes,449.2,444.2,118.8,118.8,Baca,On-Air,,,yes,,,,,,,,,provides coverage to central Baca County,,,,,97142,7142,,,,Baca County Div of Emerg Mgt Communications,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,
444.4,5,100,N7JNI,Wagon Mound,NM,OPEN,,152.7,SSE,yes,444.4,449.4,100,,Mora,Off-Air,,,yes,,,,,,,,,,,,,NMFCC,,,,,,Mora ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,153.8,N,yes,146.685,146.085,123,,Larimer,On-Air,,"Full-time to  
        449.80000 (N0FH) at Estes Park, CO .",yes,,,,,,,,,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),E-power.,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,CCARC,625757,7268,,ARES D-10: Thu at 19:00.,,Estes Valley ARC,,,,,,,,,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,155,N,yes,449.8,444.8,123,,Larimer,On-Air,,"Full-time to  
        146.68500 (N0FH) at Estes Park, CO .",yes,,,,,,,,,,E-Power,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,CCARC,625757,7268,,ARES D-10: Thu at 19:00.,,Estes Valley ARC,,,,,,,,,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,,154.7,WNW,yes,449.5,444.5,107.2,,Mesa,Off-Air,,,yes,,,,,,,,,,E-power.,,,CCARC,,,,,,Grand Mesa Repeater Association (GMRA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,178.5,WNW,yes,449,444,,107.2,Mesa,On-Air,Grand Mesa Repeater Assoc,,yes,,,,,,,,,,,,,CCARC,,,,,,KB0SW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,212.5,WNW,yes,447,442,107.2,,Garfield,On-Air,,,yes,,,,,,,,,Wide area.,8,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,KC0HH,Lamar,CO,OPEN,EI,154.7,ESE,yes,146.61,146.01,123,123,Prowers,On-Air,,"Full-time to  
        449.50000 (KC0HH) at Lamar, CO .",yes,,,,,,,,,Hwy 287 - Springfield to Eads Hwy 50 - Holly to Rocky Ford. 45 mi radius.,,,,CCARC,37784,3774,,,,Lamar Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,123,KC0HH,Lamar,CO,OPEN,EI,154.7,ESE,yes,449.5,444.5,123,,Prowers,On-Air,,"Full-time to  
        146.61000 (KC0HH) at Lamar, CO .",yes,,,,,,,,,45,,,,CCARC,37784,3774,,,,Lamar ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,154.9,NW,yes,146.76,146.16,107.2,,Garfield,Off-Air,,,yes,,,,,,,,DM69cl,"New Castle, Silt, Rifle and Rulison and areas around Parachute.",E-power.,,,CCARC,243117,,,,,"N0SWE,  Roaring Fork Amateur Repeater Cooperative",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,157.5,N,yes,147.195,147.795,100,,Larimer,On-Air,,,yes,,,,,,,,,,"Closed autopatch, e-power.",,,CCARC,,,,,,Loveland Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,157.8,N,yes,449.575,444.575,100,,Larimer,On-Air,,,yes,,,,,,,,,,"Closed autopatch, e-power.",,,CCARC,,,,,,Loveland Rptr Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,100,KN6VV,Loveland,CO,OPEN,,157.8,N,yes,224.32,222.72,100,100,Larimer,Off-Air,,,yes,,,,,,,,,,"Closed autopatch, e-power.",,,CCARC,,,,,,KN6VV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CSQ,W5PDO,"Los Alamos, Barranca Mesa",NM,OPEN,,160.7,SSW,yes,146.88,146.28,CSQ,CSQ,Los Alamos,On-Air,,,yes,,,,,,,,,,Autopatch,Located on the Barranca Mesa water tower.,,NMFCC,,,,LAARC: Sun at 2000.,,Los Alamos ARC,,,,,,,,,,,,,"Autopatch: Up- *88, wait for dialtone, and dial phone nbr. Down- #.",,,,,,,,,,,,,,,,,,,,,,
224.04,-1.6,100,KA5BIW,Los Alamos,NM,OPEN,,161.4,SSW,yes,224.04,222.44,100,100,Los Alamos,On-Air,,,yes,,,,,,,,,,,linked with 442.0 KA5BIW,,,,,,,,KA5BIW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,100,KA5BIW,Los Alamos,NM,OPEN,E,161.4,SSW,yes,442,447,100,,Los Alamos,On-Air,,,yes,,,,,,,,,,Linked with 224.04 KA5BIW,,http://ka5biw.com/ham_radio/repeater.php,,87566,,,,,KA5BIW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,161.6,N,yes,448.025,443.025,100,100,Larimer,On-Air,,,yes,,,,,,,,,,,,,CCARC,,,,,,Northern Colorado ARC,,,,,,,,,,Yes; analog capable.,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,162,NNE,yes,146.85,146.25,100,100,Weld,On-Air,,,yes,,,,,,,,,,"E-power, WX.",,,CCARC,,,,,,Northern Colorado ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,166.8,N,yes,145.115,144.515,100,100,Larimer,On-Air,,,yes,,,,,,,,,Wide area.,7,,,CCARC,4236,,,,,Northern Colorado ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,166.8,N,yes,224.52,222.92,100,100,Larimer,Off-Air,,,yes,,,,,,,,,,E-power.,,,CCARC,,,,,,Northern Colorado ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,166.8,N,yes,447.275,442.275,100,100,Larimer,On-Air,,,yes,,,,,,,,,Wide area.,"Closed autopatch, e-power.",,,CCARC,,,,,,Northern Colorado ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,171.3,N,yes,447.7,442.7,100,100,Larimer,On-Air,,"Linkable to  
        146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .
 


Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Full-time to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",yes,,,,,,,,,Wide Area Coverage,,,http://ncarc.net/,,,,,,,Northern Colorado Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,171.7,N,yes,146.625,146.025,100,100,Larimer,On-Air,,"Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Linkable to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",yes,,,,,,,,,Wide area: Northern front range.,E-power.,,,CCARC,,,,,,Northern Colorado ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,171.7,N,yes,224.84,223.24,100,100,Larimer,On-Air,,"Full-time to  
        447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",yes,,,,,,,,,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY","E-power, 25 watts.",,,,,,,,,Northern Colorado ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.775,5,131.8,WD9CMS,Los Alamos,NM,OPEN,,162,SSW,yes,444.775,449.775,,,Los Alamos,On-Air,,,yes,,,,,,,,,Los Alamos and surrounding areas,E-power.,"Mixed mode analog and digital P25 system, linked with 927.9 WD9CMS",,NMFCC,,,,,,WD9CMS,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,
927.9,-25,131.8,WD9CMS,Los Alamos,NM,OPEN,,162.5,SSW,yes,927.9,902.9,,,Los Alamos,On-Air,,,yes,,,,,,,,,Los Alamos and surrounding areas,,"Mixed mode analog and digital P25 system, linked with 444.775 WD9CMS",,NMFCC,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,162,NNE,yes,449.725,444.725,127.3,,Weld,On-Air,,,yes,,,,,,,,,,"Autopatch, WX.",,,CCARC,,,,,,K0OJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.425,5,,NM5WR,Los Alamos,NM,OPEN,,162,SSW,yes,442.425,447.425,,,Los Alamos,On-Air,,,yes,,,,,,,,,30,,,,,,,,,,,yes,NM5WR (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.265,0,203.5,KC2HSO,Los Alamos,NM,OPEN,I,162.5,SSW,yes,144.265,144.265,203.5,,Los Alamos,On-Air,,,yes,,,,,,,,,,,,,,,8039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.925,5,CC1,KE8AVN,Los Alamos,NM,OPEN,,162.5,SSW,yes,442.925,447.925,,,Los Alamos,On-Air,,,yes,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC,NM5BB,Los Alamos,NM,OPEN,,162.6,SSW,yes,442.25,447.225,,,Los Alamos,Off-Air,,,yes,yes,,,,,,,,,,TS1 only. Rocky Mountain Ham Radio,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,CC1,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,163,WNW,yes,446.9125,441.9125,,,Mesa,On-Air,,,yes,yes,1,,,,,,,"Grand Junction, I70",,Brandmeister network,,,,,,,,Bill Frost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,Greeley,CO,OPEN,I,163.2,NNE,yes,147,147.6,100,100,Weld,On-Air,,,yes,,,,,,,,,,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",,,CCARC,,3839,,,,Weld ARS,,,,,,,,,,Yes; analog capable.,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,163.2,NNE,yes,448.475,443.475,100,,Weld,On-Air,,,yes,,,,,,,,,,,,http://www.warsco.org/,CCARC,,3839,,,,Weld Amateur Radio Society (WARS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.825,5,131.8,KB5ZQE,"Santa Fe, Tesuque Peak",NM,OPEN,,163.3,S,yes,442.825,447.825,131.8,,Santa Fe,On-Air,,"Full-time to  
        146.82000 (W5SF) at Santa Fe,  Tesuque Peak, NM .",yes,,,,,,,,,,Autopatch.,,,NMFCC,,,,,,Santa Fe ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,CSQ,KB5RX,"Los Alamos, Pajarito Mountain",NM,OPEN,,163.5,SSW,yes,223.94,222.34,CSQ,CSQ,Los Alamos,On-Air,,,yes,,,,,,,,,,E-power.,,,NMFCC,,,,,,,,,,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,
