Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Coordination,Last update,Features,YSF Digital Enabled,DG-ID,Coverage,Affiliate,On-air,Web links,Downlink Tone,Links,Nets,Commands,Mixed-Mode,Notes,DMR Enabled,Color Code,Wide Network,Talkgroups,Worldwide,North America,Local/Cluster,Talkgroup Network,Colorado,Southern Colorado,Denver Regional,Northern Colorado,IRLP,Local Network,Feed,D-STAR Enabled,Node,Sources,Grid,EchoLink,AllStar,Location Photo,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,Worldwide English,DCI Bridge,N. Colorado,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,English,TAC 310,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,90.7,SE,yes,147.36,147.96,,Otero,On-Air,,,yes,E-power,yes,Open ↑ / Open ↓,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,KC0ITF,,,123,,,,Yes; analog capable.,Digital Wires-X,,,,,,,,,,,,,,,,,,,,,,,,,,11360,,,,,,,,,,,,,,,
446.75,-5,CC0,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,,90.7,SE,yes,446.75,441.75,,Otero,On-Air,,,yes,E-power.,yes,Open ↑ / Open ↓,La Junta,KC0ITF,,,,,,,,Please use Busy Channel LockOut,yes,0,,,,,,,,,,,,,,yes,KC0ITF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,92.4,S,yes,145.355,144.755,100,Huerfano,On-Air,N0JPX,CCARC,yes,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,92.8,NNW,yes,447.45,442.45,103.5,Grand,On-Air,W0IG,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,93.3,N,yes,448.8,443.8,88.5,Boulder,On-Air,Longmont ARC,CCARC,yes,30,,,,,,,88.5,"Linkable to  
        147.27000 (W0ENO) at Longmont, CO .",LARC: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,93.3,N,yes,147.27,147.87,100,Boulder,On-Air,Longmont ARC (LARC),CCARC,yes,"Closed autopatch, e-power, EchoLink.",,,Wide area: Northern Colorado.,,,http://w0eno.org/?q=node/11,100,"Linkable to  
        448.80000 (W0ENO) at Longmont, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,93.3,N,yes,448.525,443.525,151.4,Boulder,On-Air,N0EPA,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223853,,,,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,94.1,W,yes,447.65,442.65,151.4,Gunnison,On-Air,KB0YNA,CCARC,yes,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",,,Gunnison valley and along East and west on Highway 50.,,,,151.4,"Full-time to  
        448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO .
 


Full-time to  
        449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,,157.1,W,yes,448.65,443.65,,Montrose,On-Air,KB0YNA,,yes,,,,Wide area.,,,,151.4,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,151.4,KB0YNA,"Grand Junction, Grand Mesa",CO,OPEN,I,168.2,W,yes,449.65,444.65,151.4,Mesa,On-Air,Keri Washburn,CCARC,yes,NWS weather alert system.,,,Wide area coverage,,,,151.4,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,11,,,,,,,,,,,,,,,8162,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,KB0YNA,"Telluride, Gray Head",CO,OPEN,I,180.2,WSW,yes,449.7,444.7,107.2,San Miguel,On-Air,Grand Mesa Repeater Association ( GMRA ),CCARC,yes,E-power.,,,Wide Area via links - Western Colorado - Eastern Utah,,,,107.2,Full-time to the  GMRA Open System .,RACES: Wed at 19:30.,,,Closed IRLP out - Ask for a control Op,,,,,,,,,,,,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,131.8,KB0YNA,"Delta, Uncompahgre Butte",CO,OPEN,I,207,W,yes,449.4,444.4,131.8,Mesa,On-Air,"WA4HND,  Grand Mesa Repeater Association",CCARC,yes,E-power.,,,Wide area via links - Western Colorado - Eastern Utah,,,http://www.gmra.org,131.8,Full-time to the  GMRA Open System .,RACES Wed 1930 Hrs,,,Closed IRLP out - Ask for a control op,,,,,,,,,,,,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,98,WNW,yes,146.61,146.01,107.2,Eagle,On-Air,ECHO,CCARC,yes,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,98.7,NNW,yes,147.03,147.63,100,Boulder,On-Air,KI0HG,CCARC,yes,,,,,Boulder County Amateur Radio Emergency Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,100,NW,yes,224.8,223.2,,Eagle,Off-Air,ECHO,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,100,NW,yes,449.9,444.9,107.2,Eagle,Off-Air,ECHO,CCARC,yes,,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,102.2,SW,yes,146.64,146.04,77,Rio Grande,On-Air,,,yes,,,,Low level local coverage,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,28781,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,102.6,SW,yes,447.1,442.1,77,Saguache,On-Air,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,105.1,NW,yes,146.82,146.22,123,Grand,,GCARA,CCARC,yes,E-power.,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,108.6,N,yes,146.85,146.25,100,Weld,On-Air,Northern Colorado ARC,CCARC,yes,"E-power, WX.",,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,111.6,N,yes,448.025,443.025,100,Larimer,On-Air,Northern Colorado ARC,CCARC,yes,,yes,Open ↑ / Open ↓,,,,,100,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,119.5,N,yes,145.115,144.515,100,Larimer,On-Air,Northern Colorado ARC,CCARC,yes,7,,,Wide area.,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,4236,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,119.5,N,yes,447.275,442.275,100,Larimer,On-Air,Northern Colorado ARC,CCARC,yes,"Closed autopatch, e-power.",,,Wide area.,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,119.5,N,yes,224.52,222.92,100,Larimer,Off-Air,Northern Colorado ARC,CCARC,yes,E-power.,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,125.7,NNW,yes,447.7,442.7,100,Larimer,On-Air,Northern Colorado Amateur Radio Club,,yes,,,,Wide Area Coverage,,,http://ncarc.net/,100,"Linkable to  
        146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .
 


Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Full-time to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,126.1,NNW,yes,146.625,146.025,100,Larimer,On-Air,Northern Colorado ARC,CCARC,yes,E-power.,,,Wide area: Northern front range.,,,,100,"Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Linkable to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,126.1,NNW,yes,224.84,223.24,100,Larimer,On-Air,Northern Colorado ARC,,yes,"E-power, 25 watts.",,,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY",,,,100,"Full-time to  
        447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,108.6,N,yes,449.725,444.725,127.3,Weld,On-Air,K0OJ,CCARC,yes,"Autopatch, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,108.9,N,yes,449.575,444.575,100,Larimer,On-Air,Loveland Rptr Assoc,CCARC,yes,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,109.3,N,yes,147.195,147.795,100,Larimer,On-Air,Loveland Repeater Assoc,CCARC,yes,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,100,KN6VV,Loveland,CO,OPEN,,108.9,N,yes,224.32,222.72,100,Larimer,Off-Air,KN6VV,CCARC,yes,"Closed autopatch, e-power.",,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,110,N,yes,448.475,443.475,100,Weld,On-Air,Weld Amateur Radio Society (WARS),CCARC,yes,,,,,,,http://www.warsco.org/,,,,,,,,,,,,,,,,,,,3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,Greeley,CO,OPEN,I,110,N,yes,147,147.6,100,Weld,On-Air,Weld ARS,CCARC,yes,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",yes,Open ↑ / Open ↓,,,,,100,,,,Yes; analog capable.,,,,,,,,,,,,,,3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,110.4,WNW,yes,447.05,442.05,136.5,Pitkin,On-Air,Roaring Fork Amateur Repeater Cooperative,CCARC,yes,,,,Aspen-Snowmass areas.,,,,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,128.6,WNW,yes,447.15,442.15,136.5,Garfield,On-Air,,,yes,,,,,,,,,,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,,,,,,,,,,,,,,,,,,,8150,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,142.9,WNW,yes,147.3,147.9,107.2,Garfield,Off-Air,Roaring Fork Amateur Repeater Cooperative,CCARC,yes,8,,,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",,,,,,,,,Single beep courtesy tone when linked and none when unlinked.,,,,,,,,,,,,,,,,,,,,266359,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,110.7,NNW,yes,146.685,146.085,123,Larimer,On-Air,Estes Valley ARC,CCARC,yes,E-power.,,,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),,,,,"Full-time to  
        449.80000 (N0FH) at Estes Park, CO .",ARES D-10: Thu at 19:00.,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,,,,,,,,,,,,7268,,,,,,,625757,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,112.9,NNW,yes,449.8,444.8,123,Larimer,On-Air,Estes Valley ARC,CCARC,yes,E-Power,,,,,,,,"Full-time to  
        146.68500 (N0FH) at Estes Park, CO .",ARES D-10: Thu at 19:00.,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,,,,,,,,,,,,7268,,,,,,,625757,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC7,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,112,NNE,yes,448.2,443.2,,Morgan,On-Air,,CCARC,yes,Mixed Mode,,,,NEAHR,,Rocky Mountain Ham Radio,,Full-time to the  Colorado TRBO System .,,,,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC7,W0FT,Akron,CO,OPEN,,125.5,NE,yes,448.175,443.175,,Morgan,On-Air,W0FT,CCARC,yes,,,,,Rocky Mountain Ham Radio,,http://www.rmham.org/,,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,,W0VTL,Gunnison,CO,OPEN,,115.2,W,yes,147.12,147.72,,Gunnison,On-Air,W0VTL,CCARC,yes,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,K5GF,Gunnison,CO,OPEN,,115.2,W,yes,449.95,444.95,,Gunnison,,K5GF,CCARC,yes,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,115.7,N,yes,447.725,442.725,131.8,Larimer,On-Air,W7RF,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,100,KG5JL,"Trinidad, Raton Pass",CO,OPEN,,116.3,S,yes,447.375,442.375,100,Las Animas,On-Air,KG5JL,CCARC,yes,E-power (batt).,yes,Open ↑ / Open ↓,"Covers I-25 from CO/NM border to north of Trinidad, CO.",,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,,116.3,S,yes,147.375,147.975,100,Las Animas,Off-Air,K0BV,CCARC,yes,,,,Good coverage along I-25 between CO/NM state line and 40 miles north.,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,116.5,WNW,yes,146.67,146.07,107.2,Pitkin,On-Air,Ski Country ARC,CCARC,yes,Linked.,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,117.4,S,yes,446.775,441.775,,Las Animas,On-Air,Cheyenne Mountain Repeater Group (CMRG),CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KD0RDI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Raton, Raton Pass",NM,OPEN,,128.6,S,yes,446.775,441.775,,Colfax,On-Air,Cheyenne Mountain Repeater Group,NMFCC,yes,,,,,,,http://www.cmrg.org/,,,,,,,,,,,,,,,,,,,,,,yes,KD0RDI (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,117.5,N,yes,1283.55,1263.55,100,Larimer,On-Air,K1TJ Repeater System,CCARC,yes,,,,Northern Colorado Front Range,,,http://www.k1tj.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,K1TJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,119.5,N,yes,927.95,902.95,100,Larimer,On-Air,K1TJ Repeater System,CCARC,yes,25,,,Northern Front Range,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC2,N0AOL,Fort Collins,CO,OPEN,,117.5,N,yes,446.7375,441.7375,,Larimer,On-Air,N0AOL - NoCo C-Bridge Network,CCARC,yes,DMR-MARC World Wide Network,,,Wide area: North Front Range.,,,http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,,,"DMR World Wide Net: Sat at 10:00. 
TS 1 Group Call 1 http://www.dmr-marc.net/ 
Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",,,Repeater ID: 310803,yes,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      TAC 310  1  310      Local/Cluster  2  2      N. Colorado  2  3171    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,1,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,117.5,N,yes,447.45,442.45,123,Larimer,On-Air,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447450,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,118.4,N,yes,147.39,147.99,,Larimer,On-Air,KT0L - NoCo C-Bridge Network,CCARC,yes,,,,"Fort Collins east side, into Red Feather Lakes area.",,,Documentation,,,Tac 310 Net: Sun at 18:00.,,,,yes,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  TAC 310  1  310      DCI Bridge  1  3100      N. Colorado  1  3171      Mountain Reg USA  1  3177      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,2,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,1,,,,
446.775,-5,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,121.7,N,yes,446.775,441.775,,Larimer,On-Air,W0DMR - NoCo C-bridge Network,CCARC,yes,,,,"Fort Collins east side, into Red Feather Lakes area.",Brandmeister Network,,W0DMR,,,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",yes,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,1,2,BrandMeister US,2,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,,,,
927.825,-25,100,AB0SF,"Fort Collins, Horsetooth Mountain",CO,OPEN,,119.5,N,yes,927.825,902.825,100,Larimer,On-Air,AB0SF,CCARC,yes,,,,"Decent coverage throughout northern Fort Collins, out east to beyond Windsor.",,,,100,,,,,Converted 800 MHz beam antenna pointed directly down Horsetooth Road in Fort Collins.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,120.8,N,yes,147.36,147.96,100,Larimer,On-Air,CO State Univ ARC,CCARC,yes,Closed autopatch.,,,Map,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,121.3,N,yes,446.8125,441.8125,,Larimer,On-Air,W0QEY CSU,CCARC,yes,D-Star Gateway,,,Fort Collins Local Area,,,,,,,,,Free Star,,,,,,,,,,,,,,,,yes,W0QEY (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,121.8,N,yes,449.85,444.85,100,Larimer,On-Air,CO State Univ ARC,CCARC,yes,Closed autopatch.,,,Map,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,120.8,N,yes,447.2,442.2,82.5,Weld,On-Air,N6RFI,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,129.6,N,yes,448.325,443.325,110.9,Larimer,On-Air,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,KC0HH,Lamar,CO,OPEN,EI,129.7,SE,yes,146.61,146.01,123,Prowers,On-Air,Lamar Amateur Radio Club,CCARC,yes,,,,Hwy 287 - Springfield to Eads Hwy 50 - Holly to Rocky Ford. 45 mi radius.,,,,123,"Full-time to  
        449.50000 (KC0HH) at Lamar, CO .",,,,,,,,,,,,,,,,,3774,,,,,,,37784,,,,,,,,,,,,,,,,,,,,,
449.5,-5,123,KC0HH,Lamar,CO,OPEN,EI,129.8,SE,yes,449.5,444.5,123,Prowers,On-Air,Lamar ARC,CCARC,yes,,,,45,,,,,"Full-time to  
        146.61000 (KC0HH) at Lamar, CO .",,,,,,,,,,,,,,,,,3774,,,,,,,37784,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,132.8,WSW,yes,146.925,146.325,,Mineral,Off-Air,Creede ARC,CCARC,yes,,,,,,,,,,,,,WA0JS license expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,100,NM5ML,"Raton, Sierra Grande",NM,OPEN,,135,S,yes,147.28,147.88,100,Colfax,On-Air,,NMFCC,yes,8,,,Wide area.,,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,,151.2,SSW,yes,147.22,147.82,100,Rio Arriba,On-Air,New Mexico Mega Link Assoc,NMFCC,yes,10,,,Wide area.,,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.35,5,100,NM5ML,"Eagle Nest, Iron Mountain",NM,OPEN,,156.1,S,yes,444.35,449.35,100,Colfax,On-Air,,NMFCC,yes,,,,,,,,,Full-time to the  Mega-Link System .,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,158.2,SSW,yes,147.14,147.74,67,Taos,On-Air,,,yes,11,,,,TaosARC,,http://www.taosarc.com/,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,67,NM5ML,"Wagon Mound, Turkey Mountain",NM,OPEN,,196.9,S,yes,147.2,147.8,67,Mora,On-Air,,,yes,8,,,,,,http://nm5ml.com/,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,67,NM5ML,"Bloomfield, Harris Mesa",NM,OPEN,,224.2,SW,yes,147.28,147.88,67,San Juan,On-Air,,NMFCC,yes,6,,,Wide area.,,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,67,NM5ML,"Cuba, Eureka Mesa",NM,OPEN,,224.2,SSW,yes,147.24,147.84,67,Sandoval,On-Air,,NMFCC,yes,9,,,Wide area.,,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
