Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Features,Web links,Coordination,Last update,Coverage,Sponsor,Links,Downlink Tone,Notes,Affiliate,IRLP,Nets,Commands,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,Talkgroup Network,Denver Regional,Northern Colorado,Worldwide,North America,Local/Cluster,Mixed-Mode,Local Network,Feed,Grid,AllStar,English,Europe,TAC 310,DCI Bridge,Southwest USA,EchoLink,On-air,D-STAR Enabled,Node,Sources,YSF Digital Enabled,DG-ID,Location Photo,P25 Digital Enabled,NAC,Default Reflector,Worldwide English,N. Colorado,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,Mountain Reg USA,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,183.1,NE,yes,446.7875,441.7875,,Jefferson,On-Air,,http://www.w0tx.org/,CCARC,yes,,Denver Radio Club,,,,Brandmeister Network,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,187,NE,yes,53.09,51.39,107.2,Jefferson,On-Air,E-power.,DRC Repeaters,CCARC,yes,Metro Denver area.,Denver Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,187.5,NE,yes,147.33,147.93,100,Jefferson,On-Air,E-power.,DRC Repeaters,CCARC,yes,Metro Denver and the foothills.,Denver Radio Club,,,Not recommeded to use tone squelch on this repeater.,,,SATERN: Thu at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,187.5,NE,yes,224.38,222.78,100,Jefferson,On-Air,,DRC Repeaters,CCARC,yes,,Denver Radio Club,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,187.5,NE,yes,449.775,444.775,100,Jefferson,On-Air,,Denver Radio Club,CCARC,yes,Metro Denver,Denver Radio Club,,100,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,189.6,NE,yes,447.825,442.825,D073,Jefferson,On-Air,,,CCARC,yes,,Denver Radio Club,,D073,"Now operating in Narrow Band mode with Digital Code Squelch.
 Please reset your programing to use:
 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,174.2,NE,yes,146.67,146.07,100,Clear Creek,On-Air,11,,CCARC,yes,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",Castle Rock Repeater Group,,100,,,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.8,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,200.6,NE,yes,145.4,144.6,100,Arapahoe,On-Air,"Autopatch, e-power.",,CCARC,yes,Greater Denver area.,Castle Rock Repeater Group,"Full-time to  
        448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,202.1,NE,yes,448.5,443.5,100,Denver,On-Air,E-power.,,CCARC,yes,Greater Denver area.,Castle Rock Repeater Group,"Full-time to  
        145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,174.2,NE,yes,146.94,146.34,103.5,Clear Creek,On-Air,11,Repeater,CCARC,yes,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mtn Radio League,"Linkable to  
        449.82500 (W0WYX) at Broomfield, CO .
 


Linkable to  
        449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",103.5,,,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",Autopatch: 911* / Off 0*.,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,201.1,NE,yes,449.825,444.825,103.5,Boulder,On-Air,6,Repeater,CCARC,yes,Along the foothills and into Boulder where the 94 repeater is shadowed.,Rocky Mountain Radio League,,,,,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,174.2,NE,yes,449.45,444.45,103.5,Clear Creek,On-Air,11,Repeater,CCARC,yes,"Wide area: West to the Continental Divide, south to
Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mountain Radio League,,127.3,,,,RMRL: Mon at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,174.3,NE,yes,449,444,136.5,Clear Creek,On-Air,,,CCARC,yes,,CARN,,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,196.3,NE,yes,449.65,444.65,,Denver,On-Air,,,CCARC,yes,,Colorado Amateur Repeater Network (CARN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,196.3,NE,yes,449.675,444.675,,Denver,On-Air,,,CCARC,yes,,Colorado Amateur Repeater Network (CARN),,,,,7708,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,201.5,NE,yes,449.15,444.15,,Arapahoe,On-Air,,,CCARC,yes,,Colorado Amateur Repeater Network (CARN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,240.1,NE,yes,449.325,444.325,,Weld,On-Air,,,CCARC,yes,,Colorado Amateur Repeater Network (CARN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,174.3,NE,yes,147.3,147.9,103.5,Clear Creek,On-Air,,,CCARC,yes,Wide area.,Denver PD EEB,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,188,NE,yes,448.125,443.125,107.2,Jefferson,On-Air,,,CCARC,yes,,Denver PD EEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,188,NE,yes,927.7875,902.7875,156.7,Jefferson,On-Air,,,,yes,Golden and Denver.,N0PYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,174.3,NE,yes,448.675,443.675,100,Denver,On-Air,,,CCARC,yes,Wide area.,W0CFI,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.825,5,131.8,KB5ZQE,"Santa Fe, Tesuque Peak",NM,OPEN,,174.6,SE,yes,442.825,447.825,131.8,Santa Fe,On-Air,Autopatch.,,NMFCC,yes,,Santa Fe ARC,"Full-time to  
        146.82000 (W5SF) at Santa Fe,  Tesuque Peak, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,175.1,E,yes,447.725,442.725,100,El Paso,On-Air,30,http://www.k0nr.com/wordpress/k0nr-repeater/,CCARC,yes,Local.,K0NR,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,175.6,NE,yes,447.5,442.5,88.5,Jefferson,On-Air,E-power.,,CCARC,yes,Wide area.,Aurora Repeater Association,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,175.7,SE,yes,446.775,441.775,,Las Animas,On-Air,,,CCARC,yes,,Cheyenne Mountain Repeater Group (CMRG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KD0RDI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Raton, Raton Pass",NM,OPEN,,184,SE,yes,446.775,441.775,,Colfax,On-Air,,http://www.cmrg.org/,NMFCC,yes,,Cheyenne Mountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KD0RDI (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.275,-5,146.2,K9GAJ,Santa Fe,NM,OPEN,I,175.7,SSE,yes,449.275,444.275,146.2,Santa Fe,On-Air,,,,yes,,Fred Homuth,,,,,3939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.775,-5,100,KF5SGT,Santa Fe,NM,OPEN,I,176.1,SSE,yes,447.775,442.775,100,Santa Fe,On-Air,,,,yes,Santa Fe,,,,,,7326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,110.9,N5GDR,Cimarron,NM,OPEN,A,176.3,SE,yes,145.21,144.61,110.9,Colfax,On-Air,,,NMFCC,yes,,"Gary Reynolds N5GDR, Dale Finley KB5NFT",,110.9,,,,,,,,,,,,,,,,,,,,,,46298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,176.7,NE,yes,449.05,444.05,107.2,Denver,On-Air,E-power.,,CCARC,yes,Wide area.,WG0N,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.95,5,100,KE5FYL,"Grants, La Mosca Peak",NM,OPEN,,176.8,S,yes,444.95,449.95,,Bernalillo,On-Air,,,NMFCC,yes,Wide area.,Cibola County Amateur Radio Club,"Full-time to  
        147.18000 (KE5FYL) at Grants, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,23,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KE5FYL,Grants,NM,OPEN,,184.4,S,yes,147.18,147.78,100,Cibola,On-Air,,,NMFCC,yes,,Cibola County Amateur Radio Club,"Full-time to  
        444.95000 (KE5FYL) at Grants, La Mosca Peak, NM .",100,PL 100.0 must but placed on both RX &amp; TX to avoid hearing Digital Traffic noise. linked to 444.950 La Mosca peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.65,5,CC1,KE5FYL,"Grants, Rogers Rock",NM,OPEN,,184.4,S,yes,444.65,449.65,,Bernalillo,On-Air,,,NMFCC,yes,Local,Cibola County Amateur Radio Club,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,yes,KE5FYL (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,100,WB5EKP,"Grants,  Mt Taylor",NM,OPEN,,177.8,S,yes,146.94,146.34,100,Cibola,On-Air,11,,,yes,Wide area.,Upper Rio FM Society,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,178.1,NE,yes,447.85,442.85,141.3,Clear Creek,On-Air,AllStar node repeater providing wide area coverage along the Front Range,,CCARC,yes,Wide area at 9500',AC0KQ,,141.3,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,29571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,178.5,NE,yes,145.34,144.74,103.5,Jefferson,On-Air,E-power.,Repeater,CCARC,yes,Wide area.,Rocky Mtn Radio League,,127.3,,,3350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,178.5,NNE,yes,447.45,442.45,103.5,Grand,On-Air,,,CCARC,yes,,W0IG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,,179,SE,yes,147.375,147.975,100,Las Animas,Off-Air,,,CCARC,yes,Good coverage along I-25 between CO/NM state line and 40 miles north.,K0BV,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,100,KG5JL,"Trinidad, Raton Pass",CO,OPEN,,179,SE,yes,447.375,442.375,100,Las Animas,On-Air,E-power (batt).,,CCARC,yes,"Covers I-25 from CO/NM border to north of Trinidad, CO.",KG5JL,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,,180,NE,yes,146.88,146.28,100,Jefferson,On-Air,E-power.,DRL Repeaters,CCARC,yes,Wide Area,Denver Radio League,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,EI,180,NE,yes,449.6,444.6,100,Jefferson,On-Air,,DRL Repeaters,CCARC,yes,,Denver Radio League,,,,,3345,,,,,,,,,,,,,,,,,,,,,,,,,690473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,182.7,NE,yes,146.64,146.04,100,Jefferson,On-Air,E-power.,DRL Repeaters,CCARC,yes,"Wide area. 
   Repeater Coverage Map",Denver Radio League,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,100,WA7VHF,"Page, Navajo Mountain",UT,OPEN,,180.1,WSW,yes,448.6,443.6,100,San Juan,On-Air,,http://utahvhfs.org/snowlink.html,UVHFS,yes,Wide Area.,Utah VHF Society,"Full-time to  
        448.87500 (W7ARA) at Flagstaff, Mt. Elden, AZ .
 


Full-time to the  Intermountain Intertie System .",,,Intermountain Intertie,,UVHFS: Tue at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,67,K5URR,"Grants, MW Ridge",NM,OPEN,,181.3,S,yes,146.64,146.04,67,Bernalillo,On-Air,,http://www.urfmsi.org,NMFCC,yes,Wide Area,URFMSI,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,182.4,NNE,yes,146.82,146.22,123,Grand,,E-power.,,CCARC,yes,,GCARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,182.7,NE,yes,145.28,144.68,100,Jefferson,On-Air,"Closed autopatch, e-power, linked.",Intermountain Repeater Group,CCARC,yes,Wide area.,,"Full-time to  
        449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",,"PL is usually off, allowing use by older transceivers.",,,Sun at 19:30. Everyone welcome.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,182.7,NE,yes,449.525,444.525,CSQ,Jefferson,On-Air,E-power.,Intermountain Repeater Group,CCARC,yes,,KE0SJ,"Full-time to  
        145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,196.4,NE,yes,145.475,144.875,100,Jefferson,On-Air,E-power.,Intermountain Repeater Group,CCARC,yes,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,219.4,NE,yes,447.625,442.625,100,Adams,On-Air,,Intermountain Repeater Group,,yes,Local/North Metro,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,182.7,NE,yes,146.985,146.385,100,Denver,On-Air,E-power.,,CCARC,yes,,El Jebel RADOPS,,100,,,3346,RADOPS: Sun at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,196.3,NE,yes,447.925,442.925,100,Denver,On-Air,,,CCARC,yes,,RADOPS El Jebel Shriners,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.75,5,162.2,KC5IPK,Rio Rancho,NM,OPEN,EI,182.7,SSE,yes,442.75,447.75,162.2,Sandoval,On-Air,E-power.,,NMFCC,yes,"Rio Rancho, Albuquerque, Corrales.",KC5IPK,,,,,7855,,,,,,,,,,,,,,,,,,,,,,,,,214956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.75,5,162.2,KC5IPK,"Albuquerque, Sandia Crest",NM,OPEN,I,192.1,SSE,yes,442.75,447.75,162.2,Bernalillo,On-Air,10,,,yes,,,,,,,7855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,182.7,SSE,yes,147.1,147.7,100,Sandoval,On-Air,"E-power, remote base, Linked to 443.100 and 147.080.",http://www.nmscares.org,NMFCC,yes,,Sandoval Co ARES,"Full-time to  
        443.00000 (NM5RR) at Rio Rancho, Rainbow, NM .",100,,,,,,,,,,,,,,,,,,,,,,27749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,182.7,SSE,yes,443,448,100,Sandoval,On-Air,E-power.,http://www.nmscares.org,NMFCC,yes,Rio Rancho and parts of Santa Fe.,Sandoval Co ARES,"Full-time to  
        147.10000 (NM5RR) at Rio Rancho, Rainbow, NM .",,,RACES.,,,,,,,,,,,,,,,,,,,,27750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,183.1,NE,yes,927.8375,902.025,,Jefferson,On-Air,,,CCARC,yes,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills.,,,,The offset is -25.8125,,,,,,,,,,,,,,,,,,,,,45770,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,100,KI0HC,Parker,CO,OPEN,,205.2,NE,yes,927.8375,902.025,,Douglas,On-Air,,,CCARC,yes,This repeater is east of parker so it covers up in the foothills. You can hilltop into Wyoming &amp; on I-80 west to MM323 The Abraham Lincoln Monument. South I-25 to Fountain MM125. The hills are your friends in the 900 world!,,,,"Offset is -25.8125 
In Nac 294 Out Nac 293",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,294,yes,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,136.5,W7BAR,"Vernal, Uintah County EOC",UT,OPEN,I,183.3,NNW,yes,449.9,444.9,136.5,Uintah,,,,,yes,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",Borderline Amateur Radio Club,,,,,7705,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,136.5,W7BAR,"Vernal, Blue Mountain",UT,OPEN,EI,193,NNW,yes,147.1,147.7,136.5,Uintah,On-Air,"Autopatch, e-power.",,UVHFS,yes,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",""">Borderline ARC","Full-time to  
        147.34000 (KG7DSO) at Vernal, Tabby Mountain, UT .",,8,,3577,,"IRLP: No access code, bring up your node by it's node no. and bring it down with a 73.",,,,,,,,,,,,,,,,,,,,,,,458414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.4,5,100,K5AKW,"Placitas, Sandia Peak",NM,OPEN,,183.8,SSE,yes,443.4,448.4,100,Sandoval,On-Air,,http://sandiavista.net,NMFCC,yes,,Sandia Vista ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,NA7DB,"Page (az), Navajo Mountain",UT,OPEN,,183.9,WSW,yes,448.75,443.75,100,San Juan,On-Air,10,,UVHFS,yes,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,100,W7CWI,"Page (AZ), Navajo Mountain",UT,OPEN,,183.9,WSW,yes,449.925,444.925,100,San Juan,On-Air,10,,UVHFS,yes,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",Lake Powell ARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.96,-0.6,100,W7WAC,"Page (AZ), Navajo Mountain",UT,OPEN,,183.9,WSW,yes,146.96,146.36,100,San Juan,On-Air,,,UVHFS,yes,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",KE7OZE,,,10,Intermountain Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-1.7,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,184.2,NE,yes,53.17,51.47,107.2,Jefferson,On-Air,,,CCARC,yes,"I-70,I-76,I-25,I-225",N6LXX,Full-time to the  N6LXX System .,CSQ,,N6LXX,,,,,,,,,,,,,,,,,,,,29883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,184.2,NE,yes,447.875,442.875,107.2,Jefferson,On-Air,,,CCARC,yes,"I-70,I-76,I-25,I-225",N6LXX,Full-time to the  N6LXX System .,107.2,,N6LXX,,,,,,,,,,,,,,,,,,,,29913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,67,K5EMO,"Grants, 515 West High Street",NM,OPEN,,184.4,S,yes,444.975,449.975,67,Cibola,On-Air,Linked to 147.980 NM5EM,,,yes,Local,Cibola County Emergency Manager,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.35,5,100,WA5OLD,Rio Rancho,NM,OPEN,,184.6,SSE,yes,442.35,447.35,100,Sandoval,On-Air,Autopatch.,,NMFCC,yes,,WA5OLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,,K7YI,"Price, Cedar Mountain",UT,OPEN,,185.1,WNW,yes,448.075,443.075,,Carbon,Off-Air,,,,yes,,Sinbad Desert Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,K7YI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,100,K7YI,"Castle Dale, Cedar Mountain",UT,CLOSED,,185.3,WNW,yes,447.125,442.125,100,Emery,,7,,UVHFS,yes,"Wide area: This covers (approximately) from Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",San Rafael Cactus Assoc,,,,Cactus-Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
