Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Affiliate,Features,Links,Notes,Nets,Web links,Coordination,Last update,IRLP,On-air,Sponsor,EchoLink,Feed,AllStar,Grid,Commands,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Mixed-Mode,Local Network,Worldwide,North America,Local/Cluster,YSF Digital Enabled,DG-ID,D-STAR Enabled,Node,Sources,Location Photo,P25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide English,DCI Bridge,N. Colorado,English,TAC 310,WIRES-X,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,171.3,SE,yes,146.88,146.28,88.5,CSQ,Pueblo,On-Air,Wide area.,,E-power.,,,,,CCARC,yes,,,Pueblo HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,ND0Q,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,197.6,SE,yes,146.73,146.13,88.5,,Huerfano,On-Air,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",,6,,,,Pueblo Ham Club,CCARC,yes,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC1,K0PRA,Parker,CO,OPEN,,139.9,ESE,yes,445.075,440.075,,,Douglas,On-Air,,,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,,Mixed Mode,Mondays 20:30 MST,http://www.parkerradio.org,CCARC,yes,,,Parker Radio Association,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,141.7,ESE,yes,446.85,441.85,,,Douglas,On-Air,,,D-Star B module,,,,http://parkerradio.org,CCARC,yes,,,Parker Radio Association,,,,,,,,,,,,,,,,,,,,,,yes,K0PRA (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,140.4,SSE,yes,146.64,146.04,77,77,Rio Grande,On-Air,Low level local coverage,,,,,,,,yes,,,,,,28781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,140.5,SSE,yes,447.1,442.1,77,,Saguache,On-Air,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,K7HEN,"Vernal, Grizzly Ridge",UT,OPEN,,141.2,NW,yes,145.49,144.89,136.5,,Uintah,On-Air,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,"Autopatch, 8,506', linked to (147.320).",,,,,UVHFS,yes,,,"W7BYU,  Borderline ARC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.16,0.6,136.5,K7HEN,"Heber City, Strawberry Peak",UT,OPEN,,217.5,WNW,yes,147.16,147.76,136.5,,Wasatch,Off-Air,,,,,,,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,142.4,SE,yes,224.72,223.12,103.5,103.5,El Paso,On-Air,Local,,,,,,,,yes,,,w0mog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,142.8,SE,yes,147.39,147.99,103.5,,El Paso,On-Air,,,,,,,,CCARC,yes,,,W0MOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,142.9,SE,yes,448.6,443.6,114.8,,El Paso,,,,,"Full-time to  
        927.80000 (W0MOG) at Colorado Springs, CO .",,,,CCARC,yes,,Unknown,W0MOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,142.9,SE,yes,927.8,902.8,D116,,Teller,On-Air,,,6,"Full-time to  
        448.60000 (W0MOG) at Colorado Springs, CO .",,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,142.8,SE,yes,146.91,146.31,151.4,151.4,El Paso,On-Air,,,E-power.,,,,,CCARC,yes,,,GGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,142.9,SE,yes,447.35,442.35,151.4,,El Paso,On-Air,,,E-power.,,,,,CCARC,yes,,,GGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,103.5,W0RSH,Colorado Springs,CO,OPEN,,142.8,SE,yes,146.85,146.25,103.5,,El Paso,On-Air,,,,,,,,CCARC,yes,,,W0RSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,142.9,SE,yes,448.3,443.3,100,,El Paso,On-Air,,,,,,,,CCARC,yes,,,AA0L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,143.8,SE,yes,147.135,147.735,100,,El Paso,On-Air,,,6,,,,,CCARC,yes,,,AA0L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,142.9,SE,yes,448.725,443.725,123,,El Paso,On-Air,,,,,,,,CCARC,yes,,,KA0TTF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,142.9,SE,yes,447.025,442.025,123,,El Paso,Off-Air,,,"Closed autopatch, e-power, linked, remote base.",,,,,CCARC,yes,,,Colorado Springs ARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,142.9,SE,yes,448.25,443.25,123,,El Paso,Off-Air,Colorado Springs,,,,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,143.4,E,yes,147.39,147.99,,,Larimer,On-Air,"Fort Collins east side, into Red Feather Lakes area.",,,,,Tac 310 Net: Sun at 18:00.,Documentation,CCARC,yes,,,KT0L - NoCo C-Bridge Network,,,,,,yes,2,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  TAC 310  1  310      DCI Bridge  1  3100      N. Colorado  1  3171      Mountain Reg USA  1  3177      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,2,,,,,,,,,,,,,,,,1,1,,1,,1,,,,
446.775,-5,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,145.9,E,yes,446.775,441.775,,,Larimer,On-Air,"Fort Collins east side, into Red Feather Lakes area.",Brandmeister Network,,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,W0DMR,CCARC,yes,,,W0DMR - NoCo C-bridge Network,,,,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",yes,2,,BrandMeister US,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,,,,,1,2,,,,,,,,,,,,,,,1,1,2,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,146,NE,yes,448.325,443.325,110.9,,Larimer,On-Air,,,,,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,KD0RG,Hudson,CO,OPEN,E,146.1,E,yes,449.925,444.925,114.8,114.8,Weld,On-Air,,K0UPS Club,,,,,,CCARC,yes,,,KD0RG,448035,,,DN70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,146.4,E,yes,447.2,442.2,82.5,,Weld,On-Air,,,,,,,,CCARC,yes,,,N6RFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,149.4,SE,yes,447.625,442.625,100,100,El Paso,On-Air,,The Fun Machine,Linked.,Full-time to the  The Fun Machine System .,,,,,yes,7301,,KD0MDP,363976,,28299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,100,N7GCR,"Rawlins, Elk Mountain",WY,OPEN,,149.9,NNE,yes,147.24,147.84,100,,Carbon,On-Air,Wide area.,,,,,,,WRCG,yes,,,CCARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,150.8,E,yes,449.725,444.725,127.3,,Weld,On-Air,,,"Autopatch, WX.",,,,,CCARC,yes,,,K0OJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,Greeley,CO,OPEN,I,151,E,yes,147,147.6,100,100,Weld,On-Air,,,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",,,,,CCARC,yes,3839,,Weld ARS,,,,,,,,,,,,,,,Yes; analog capable.,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,151,E,yes,448.475,443.475,100,,Weld,On-Air,,,,,,,http://www.warsco.org/,CCARC,yes,3839,,Weld Amateur Radio Society (WARS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,K0EP,"Durango, Missionary Ridge",CO,OPEN,,151.8,S,yes,146.7,146.1,100,100,La Plata,On-Air,Local.,,9,,,,http://durangoarc.org/,CCARC,yes,,,Durango ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,K0EP,"Durango, Eagle Pass",CO,OPEN,,152.1,SSW,yes,146.67,146.07,100,,La Plata,On-Air,Wide area.,,11,"Part-time to  
        147.37500 (KB5ITS) at Silverton, Kendall Mountain, CO .",Linked active in the summer months only.,,DARC Repeaters,CCARC,yes,,,Durango ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,K0EP,Durango,CO,OPEN,,160.1,S,yes,449.85,444.85,100,100,La Plata,On-Air,,,,,,,,CCARC,yes,,,DARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,152,NE,yes,146.82,146.22,114.8,,Albany,On-Air,Wide area.,,,,,Shy-WY ARC: Thu at 19:00.,,WRCG,yes,,,Shy-Wy Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,171,NE,yes,146.775,146.175,114.8,,Laramie,On-Air,,,"E-power, WX.","Full-time to  
        147.16500 (KC7SNO) at Albin, WY .",,"Weather Net: Daily at 06:45. 
Shy-WY ARC: Sun at 07:00.",,WRCG,yes,,,Shy-Wy Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,114.8,KC7SNO,"Cheyenne, North Park",WY,OPEN,,171.6,NE,yes,147.105,147.705,114.8,91.5,Laramie,On-Air,,,,,,,,WRCG,yes,,,ShyWyArc,,,,DN71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,114.8,KC7SNO,Albin,WY,OPEN,,213,NE,yes,147.165,147.765,114.8,,Laramie,On-Air,,,E-power.,"Full-time to  
        147.10500 (KC7SNO) at Cheyenne, North Park, WY .
 


Full-time to  
        146.77500 (KC7SNO) at Cheyenne, Denver Hill, WY .",,,,WRCG,yes,,,Shy-Wy Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC11,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,154.8,NE,yes,447.225,442.225,,,Albany,On-Air,Wide area.,Wyoming DMR Project,,,,,,WRCG,yes,,,Laramie County EM,,,,,,yes,11,,Wyoming DMR Project,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
445.05,-5,CC11,WY7EOC,Rawlins,WY,CLOSED,,154.9,N,yes,445.05,440.05,,,Carbon,On-Air,Wide area.,Wyoming DMR Project,,,,,,WRCG,yes,,,Laramie County EM,,,,,,yes,11,,Wyoming DMR Project,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
146.7,-0.6,162.2,N7RON,Rawlins,WY,OPEN,I,154.9,N,yes,146.7,146.1,162.2,,Carbon,On-Air,,,,,,,,WRCG,yes,7045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,146.2,N7RON,Rawlins,WY,OPEN,,154.9,N,yes,449.8,444.8,146.2,,Carbon,,,,,,,,,WRCG,yes,,Unknown,Wyocomm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KC7OZU,Rawlins,WY,OPEN,,154.9,N,yes,146.76,146.16,100,,Carbon,On-Air,Wide area.,,,,,Sunday nite net 2030 local time.,,,yes,,,CCARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,100,KD7BN,Rawlins,WY,OPEN,,154.9,N,yes,147.39,147.99,100,,Carbon,On-Air,Wide area.,N7ZEF (EchoLink).,E-power.,"Full-time to  
        146.80500 (W7BEQ) at Shoshoni, Copper Mtn, WY .
 


Full-time to  
        146.94000 (W7VNJ) at Casper, Casper Mountain, WY .",,,,,yes,,,HERC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,KD7SU,Rawlins,WY,OPEN,,154.9,N,yes,448.3,443.3,100,,Carbon,,,,,,,,,WRCG,yes,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie,  Pilot Hill",WY,OPEN,,156.3,NE,yes,53.03,52.03,,,Albany,Off-Air,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,,8,,,,http://www.r-vcr.com/k7uwr/repeater.htm,,yes,,,K7UWR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,156.6,NE,yes,448.15,443.15,100,,Laramie,Off-Air,,,,"Full-time to  
        145.23500 (KB7SWR) at Cheyenne, WY .",,,,WRCG,yes,,,KB7SWR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,114.8,KB7SWR,Cheyenne,WY,OPEN,,171.6,NE,yes,145.235,144.635,114.8,,Laramie,On-Air,Local: Cheyenne.,,,"Full-time to  
        448.15000 (KB7SWR) at Cheyenne, WY .",25,,,WRCG,yes,,,N7GT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,131.8,KC5EVE,Durango,CO,OPEN,,160,S,yes,448.625,443.625,131.8,131.8,La Plata,On-Air,Wide area.,,,,,,,CCARC,yes,,,KC5EVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,,160.1,SSW,yes,145.37,144.77,100,100,La Plata,On-Air,,,E-power.,,,,http://www.sjcham.com,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,N7RUG,"Rock Springs, Aspen Mountain",WY,OPEN,,160.6,NW,yes,146.61,146.01,100,,Sweetwater,On-Air,Wide area: SW Wyoming,,Autopatch.,,,Sun at 19:30.,http://wy7u.angelfire.com,WRCG,yes,,,Sweetwater RACES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,100,WY7U,"Rock Springs, Aspen Mountain",WY,OPEN,E,160.6,NW,yes,146.94,146.34,100,,Sweetwater,On-Air,Wide area.,,,Full-time to the  HERC System .,,,,WRCG,yes,,,Sweetwater ARC,357388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,160.7,W,yes,147.32,147.92,88.5,,Carbon,On-Air,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10. 50 mi radius.",,Remote base.,,110,,http://sdarc.us/repeaters/bruin.html,UVHFS,yes,3270,,Sinbad Desert ARC,64264,,,DM49tp,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
449.05,-5,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,160.7,W,yes,449.05,444.05,88.5,,Carbon,On-Air,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10.",,Remote base.,,,,http://sdarc.us/repeaters/bruin.html,UVHFS,yes,3270,,Sinbad Desert ARC,64264,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
146.61,-0.6,88.5,K7SDC,"Monticello, Abajo Peak",UT,OPEN,EI,165.1,SW,yes,146.61,146.01,88.5,,San Juan,On-Air,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,Remote base.,,11.36,,http://www.sdarc.us/repeaters/abajo.html,UVHFS,yes,3270,,Sinbad Desert ARC,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,I,177.9,W,yes,448.55,443.55,88.5,,Emery,On-Air,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",,Remote base.,,Stand alone.,,,UVHFS,yes,3280,,N7QLO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,EI,178,W,yes,147.14,147.74,88.5,,Emery,On-Air,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",,"Closed autopatch, remote base.",Full-time to the  Sinbad Desert (SDARC) System .,7,,http://sdarc.us/repeaters/cedar.html,UVHFS,yes,3270,,Sinbad Desert ARC,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,K7SDC,"Scofield, Ford Ridge",UT,OPEN,I,195.5,W,yes,145.31,144.71,88.5,,Carbon,On-Air,Wide area: Scofield and Soldier Smt areas as well as into the Price valley as far south as Huntington and as far east as Sunnyside.,,"Closed autopatch, remote base.",,9,,http://sdarc.us/repeaters/ford.html,UVHFS,yes,3270,,Sinbad Desert ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,88.5,K7SDC,"Castle Dale, Horn Mountain",UT,OPEN,EI,205.2,W,yes,147.06,147.66,88.5,,Emery,On-Air,"Wide area: Most of western Emery County including the towns of Castle Dale, Orangeville, Huntington, Cleveland, Ferron, and further east into the San Rafael desert. It also covers the towns of Sunnyside and East Carbon, UT.",,"Closed autopatch, remote base.",Full-time to the  Sinbad Desert (SDARC) System .,8,,http://sdarc.us/repeaters/horn.html,UVHFS,yes,3270,,Sinbad Desert ARC,64264,,,DM49kf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,88.5,K7SDC,"Scofield, Boardinghouse Ridge",UT,OPEN,EI,205.7,W,yes,147.08,147.68,88.5,,Carbon,On-Air,Wide area: Scofield and Soldier Smt areas as well as into the Price valley as far south as Huntington and as far east as Sunnyside.,,"Closed autopatch, remote base.",Full-time to the  Sinbad Desert (SDARC) System .,9,,http://sdarc.us/repeaters/boardinghouse.html,UVHFS,yes,3270,,Sinbad Desert ARC,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,136.5,K7SDC,"Hanksville, Ellen Peak",UT,OPEN,EI,212.9,WSW,yes,147.08,147.68,136.5,,Wayne,On-Air,"Wide area: Areas around the Henry Mountain range in southeastern Utah including Hanksville, Hite, Boulder, Escalante, and Bullfrog.",,"Closed autopatch, remote base.",Full-time to the  Sinbad Desert (SDARC) System .,11,,http://sdarc.us/repeaters/mt-ellen.html,UVHFS,yes,3270,,Sinbad Desert ARC,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,,WX7Y,"Sunny Side, Bruin Peak",UT,OPEN,,161.1,W,yes,145.175,144.575,,,Carbon,On-Air,Eastern Utah,Sinbad Desert A.R.C.,,,,,,,yes,,,SDARC,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.92,-1.6,88.5,WX7Y,"Huntington,  Skyline Dr",UT,OPEN,,205.2,W,yes,223.92,222.32,88.5,,Emery,,"Wide area: Extreme southern end of Utah county (to the north) and the valley communities from Fairview and Nephi down to Salina, with coverage toward Delta.",Sinbad Desert ARC,"Remote base, 8,702'.",,,,,UVHFS,yes,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,123,WX7Y,"Castle Dale, Horn Mountain",UT,OPEN,,205.2,W,yes,447.7,442.7,123,,Emery,,Wide area.,,"Closed autopatch, 8,702'.",,,,,UVHFS,yes,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,88.5,WX7Y,"Scofield, Boardinghouse Rdge",UT,OPEN,,206.4,W,yes,224.98,223.38,88.5,,Carbon,,"Wide area: Price, Wellington, Helper, and Huntington areas.",,Remote base.,,,,,UVHFS,yes,,Unknown,"Intermountain Repeater Emergency Amateur Network,  Sinbad Desert ARC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC6,N5UBJ,"Mancos, Caviness Mountain",CO,OPEN,,161.1,SSW,yes,446.7375,441.7375,,,Montezuma,On-Air,,,,,Talkgroup 700 TS 1 Talkgroup 719 TS 2,,http://www.rmham.org,CCARC,yes,,,RMHAM,,,,,,yes,6,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  1  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC1,N5UBJ,Aztec,NM,OPEN,,192,S,yes,442.25,447.25,,,San Juan,On-Air,,,,,,,http://www.aztrbonet.com/MinimalNetwatch,NMFCC,yes,,,,,,,,,yes,1,,AZ-TrboNet,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,1,1,,,,,,,,,,,,,,,,,2,,1,2,,,,,2,2
442.325,5,CC1,N5UBJ,Farmington,NM,OPEN,,201,SSW,yes,442.325,447.325,,,San Juan,On-Air,,,AZ-TRBONET,,,,http://www.aztrbonet.com/MinimalNetwatch,NMFCC,yes,,,,,,,,,yes,1,,AZ-TrboNet,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,1,1,,,,,,,,,,,,,,,,,2,,1,2,,,,,2,2
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,,163.3,S,yes,146.61,146.01,123,,Archuleta,On-Air,,,,,,,http://durangoarc.org/,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
