Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,IRLP,Coordination,Last update,Coverage,Web links,Downlink Tone,Notes,Affiliate,Links,EchoLink,AllStar,Grid,Nets,Feed,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,Location Photo,D-STAR Enabled,Node,Sources,YSF Digital Enabled,DG-ID,Mixed-Mode,WIRES-X,On-air,Commands,Worldwide,North America,Local/Cluster,Talkgroup Network,Denver Regional,Northern Colorado,Local Network,P25 Digital Enabled,NAC,Default Reflector,English,Europe,TAC 310,DCI Bridge,Southwest USA,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Texas,COMM 1,Texas/Oklahoma Regional USA,Amarillo WIRES-X,N. Colorado,NORCAL 1,NORCAL 5150,Local or Reflector,UA English 1,UA English 2,CAL 1,Hytera USA,Parrott,Audio Test
147.1,0.6,100,KB5ITS,"Bloomfield, Harris mesa",NM,OPEN,,181,WSW,yes,147.1,147.7,100,San Juan,On-Air,San Juan connection,,,NMFCC,yes,,http://www.sjcham.com,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,KB5ITS,"Aztec, Tank Mtn",NM,OPEN,,185.2,WSW,yes,146.88,146.28,100,San Juan,On-Air,,,,NMFCC,yes,,http://www.sjcham.com,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,107.2,KB5ITS,Aztec,NM,OPEN,,185.2,WSW,yes,447.45,442.45,107.2,San Juan,On-Air,KB5ITS,"E-power, remote base.",,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,100,KB5ITS,"Mancos, Caviness Mountain",CO,OPEN,,185.6,W,yes,442.375,447.375,100,Montezuma,On-Air,San Juan Connection,,,,yes,,,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,127.3,KB5ITS,Bloomfield,NM,OPEN,,187.4,WSW,yes,448.65,443.65,127.3,San Juan,On-Air,,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KB5ITS,"Mancos, Menefee Mountain",CO,OPEN,,191.3,W,yes,145.325,144.725,100,Montezuma,On-Air,,E-power.,,CCARC,yes,Wide area.,http://www.sjcham.com,,Full time to the San Juan Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.01,-1,131.8,KB5ITS,Farmington,NM,OPEN,,199.1,WSW,yes,53.01,52.01,131.8,San Juan,On-Air,KB5ITS,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KB5ITS,Farmington,NM,OPEN,,199.1,WSW,yes,146.76,146.16,100,San Juan,On-Air,,"Closed autopatch, e-power.",,NMFCC,yes,,http://www.sjcham.com,100,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KB5ITS,Farmington,NM,OPEN,,199.1,WSW,yes,147,147.6,100,San Juan,On-Air,,"Autopatch, e-power.",,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,204.3,W,yes,145.19,144.59,100,Montezuma,On-Air,,,,CCARC,yes,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,204.3,W,yes,447.275,442.275,100,Montezuma,On-Air,,,,,yes,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,141.8,NNW,yes,145.34,144.74,103.5,Jefferson,On-Air,Rocky Mtn Radio League,E-power.,3350,CCARC,yes,Wide area.,Repeater,127.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.45,-0.6,,KB5WEZ,Las Vegas,NM,OPEN,,142.4,S,yes,145.45,144.85,,San Miguel,Off-Air,KB5WEZ,"E-power, linked.",,NMFCC,yes,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,143.2,N,yes,449.15,444.15,,Arapahoe,On-Air,Colorado Amateur Repeater Network (CARN),,,CCARC,yes,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,146.4,N,yes,449.65,444.65,,Denver,On-Air,Colorado Amateur Repeater Network (CARN),,,CCARC,yes,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,146.4,N,yes,449.675,444.675,,Denver,On-Air,Colorado Amateur Repeater Network (CARN),,7708,CCARC,yes,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,146.5,NNW,yes,449,444,136.5,Clear Creek,On-Air,CARN,,,CCARC,yes,,,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,193.4,N,yes,449.325,444.325,,Weld,On-Air,Colorado Amateur Repeater Network (CARN),,,CCARC,yes,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,143.5,N,yes,147.33,147.93,100,Jefferson,On-Air,Denver Radio Club,E-power.,,CCARC,yes,Metro Denver and the foothills.,DRC Repeaters,,Not recommeded to use tone squelch on this repeater.,,,,,,SATERN: Thu at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,143.5,N,yes,224.38,222.78,100,Jefferson,On-Air,Denver Radio Club,,,CCARC,yes,,DRC Repeaters,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,143.5,N,yes,449.775,444.775,100,Jefferson,On-Air,Denver Radio Club,,,CCARC,yes,Metro Denver,Denver Radio Club,100,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,145.1,N,yes,53.09,51.39,107.2,Jefferson,On-Air,Denver Radio Club,E-power.,,CCARC,yes,Metro Denver area.,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,145.8,N,yes,447.825,442.825,D073,Jefferson,On-Air,Denver Radio Club,,,CCARC,yes,,,D073,"Now operating in Narrow Band mode with Digital Code Squelch.
 Please reset your programing to use:
 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,147.1,NNW,yes,145.49,144.89,100,Jefferson,On-Air,"KB0VIU,  Denver Radio Club",E-power.,,CCARC,yes,,DRC Repeaters,100,,,"Full-time to  
        448.62500 (W0TX) at Golden, Centennial Cone, CO .",,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,147.1,NNW,yes,449.35,444.35,100,Clear Creek,On-Air,Denver Radio Club,11,,CCARC,yes,Wide area.,DRC Repeaters,100,,,,4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,150.3,NNW,yes,448.625,443.625,100,Jefferson,On-Air,Denver Radio Club,E-power.,,CCARC,yes,Denver metro area.,DRC Repeaters,100,,,"Full-time to  
        145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,151.3,NNW,yes,446.7875,441.7875,,Jefferson,On-Air,Denver Radio Club,,,CCARC,yes,,http://www.w0tx.org/,,,Brandmeister Network,,,,,,,yes,1,,,,,,,,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-1.7,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,143.5,N,yes,53.17,51.47,107.2,Jefferson,On-Air,N6LXX,,,CCARC,yes,"I-70,I-76,I-25,I-225",,CSQ,,N6LXX,Full-time to the  N6LXX System .,,29883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,143.5,N,yes,447.875,442.875,107.2,Jefferson,On-Air,N6LXX,,,CCARC,yes,"I-70,I-76,I-25,I-225",,107.2,,N6LXX,Full-time to the  N6LXX System .,,29913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,144.9,N,yes,448.75,443.75,100,Jefferson,On-Air,,E-power.,,CCARC,yes,Local.,,100,,N0ELY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CSQ,W5PDO,"Los Alamos, Barranca Mesa",NM,OPEN,,145.1,SW,yes,146.88,146.28,CSQ,Los Alamos,On-Air,Los Alamos ARC,Autopatch,,NMFCC,yes,,,CSQ,Located on the Barranca Mesa water tower.,,,,,,LAARC: Sun at 2000.,,,,,,,,,,,,,,,,,"Autopatch: Up- *88, wait for dialtone, and dial phone nbr. Down- #.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,145.2,NNW,yes,146.7,146.1,107.2,Summit,On-Air,GRARC,E-power.,3972,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,145.5,N,yes,448.4,443.4,94.8,Arapahoe,On-Air,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,145.5,N,yes,448.275,443.275,156.7,Arapahoe,On-Air,W0BG,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,145.5,N,yes,448.825,443.825,,Arapahoe,On-Air,,,,,yes,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,30584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.04,-1.6,100,KA5BIW,Los Alamos,NM,OPEN,,145.8,SW,yes,224.04,222.44,100,Los Alamos,On-Air,KA5BIW,,,,yes,,,100,linked with 442.0 KA5BIW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,100,KA5BIW,Los Alamos,NM,OPEN,E,145.8,SW,yes,442,447,100,Los Alamos,On-Air,KA5BIW,Linked with 224.04 KA5BIW,,,yes,,http://ka5biw.com/ham_radio/repeater.php,,,,,87566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,146.4,N,yes,447.925,442.925,100,Denver,On-Air,RADOPS El Jebel Shriners,,,CCARC,yes,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,150.3,NNW,yes,146.985,146.385,100,Denver,On-Air,El Jebel RADOPS,E-power.,3346,CCARC,yes,,,100,,,,,,,RADOPS: Sun at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,146.4,N,yes,447.9,442.9,CSQ,Denver,Off-Air,WB0TPT,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,146.5,N,yes,145.475,144.875,100,Jefferson,On-Air,Intermountain Repeater Group,E-power.,,CCARC,yes,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,150.3,NNW,yes,145.28,144.68,100,Jefferson,On-Air,,"Closed autopatch, e-power, linked.",,CCARC,yes,Wide area.,Intermountain Repeater Group,,"PL is usually off, allowing use by older transceivers.",,"Full-time to  
        449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",,,,Sun at 19:30. Everyone welcome.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,150.3,NNW,yes,449.525,444.525,CSQ,Jefferson,On-Air,KE0SJ,E-power.,,CCARC,yes,,Intermountain Repeater Group,,,,"Full-time to  
        145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,164.7,N,yes,447.625,442.625,100,Adams,On-Air,Intermountain Repeater Group,,,,yes,Local/North Metro,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,146.5,N,yes,146.715,146.115,123,Denver,On-Air,EARS,E-power.,,CCARC,yes,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,146.5,N,yes,448.075,443.075,123,Denver,On-Air,W0IG,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,146.5,N,yes,448.55,443.55,82.5,Denver,Off-Air,HPRA,E-power.,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.775,5,131.8,WD9CMS,Los Alamos,NM,OPEN,,146.7,SW,yes,444.775,449.775,,Los Alamos,On-Air,WD9CMS,E-power.,,NMFCC,yes,Los Alamos and surrounding areas,,,"Mixed mode analog and digital P25 system, linked with 927.9 WD9CMS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,131.8,WD9CMS,Los Alamos,NM,OPEN,,147.1,SW,yes,927.9,902.9,,Los Alamos,On-Air,,,,NMFCC,yes,Los Alamos and surrounding areas,,,"Mixed mode analog and digital P25 system, linked with 444.775 WD9CMS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,
442.425,5,,NM5WR,Los Alamos,NM,OPEN,,146.7,SW,yes,442.425,447.425,,Los Alamos,On-Air,,,,,yes,30,,,,,,,,,,,,,,,,,,yes,NM5WR (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,146.9,NNW,yes,147.3,147.9,103.5,Clear Creek,On-Air,Denver PD EEB,,,CCARC,yes,Wide area.,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,149.2,N,yes,448.125,443.125,107.2,Jefferson,On-Air,Denver PD EEB,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,149.2,N,yes,927.7875,902.7875,156.7,Jefferson,On-Air,N0PYY,,,,yes,Golden and Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,146.9,NNW,yes,448.675,443.675,100,Denver,On-Air,W0CFI,,,CCARC,yes,Wide area.,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,147.1,NNW,yes,146.94,146.34,103.5,Clear Creek,On-Air,Rocky Mtn Radio League,11,,CCARC,yes,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",Repeater,103.5,,,"Linkable to  
        449.82500 (W0WYX) at Broomfield, CO .
 


Linkable to  
        449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",,,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",Listen Live,,,,,,,,,,,,,,,,Autopatch: 911* / Off 0*.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,159.5,N,yes,449.825,444.825,103.5,Boulder,On-Air,Rocky Mountain Radio League,6,,CCARC,yes,Along the foothills and into Boulder where the 94 repeater is shadowed.,Repeater,,,,,,,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,147.1,NNW,yes,449.45,444.45,103.5,Clear Creek,On-Air,Rocky Mountain Radio League,11,,CCARC,yes,"Wide area: West to the Continental Divide, south to
Colorado Springs, east to Limon, and north to Cheyenne.",Repeater,127.3,,,,,,,RMRL: Mon at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.265,0,203.5,KC2HSO,Los Alamos,NM,OPEN,I,147.1,SW,yes,144.265,144.265,203.5,Los Alamos,On-Air,,,8039,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.925,5,CC1,KE8AVN,Los Alamos,NM,OPEN,,147.1,SW,yes,442.925,447.925,,Los Alamos,On-Air,,,,,yes,,,,,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC,NM5BB,Los Alamos,NM,OPEN,,147.3,SW,yes,442.25,447.225,,Los Alamos,Off-Air,,,,NMFCC,yes,,,,TS1 only. Rocky Mountain Ham Radio,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,147.6,N,yes,1283.9625,1263.9625,,Jefferson,On-Air,Colorado D-Star,,,CCARC,yes,,Colorado D-Star,,,,,,,,,,,,,,,,,yes,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,147.6,N,yes,1299.9,1299.9,,Jefferson,On-Air,Colorado D-Star,,,,yes,,Colorado D-Star,,,,,,,,,,,,,,,,,yes,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,147.6,N,yes,145.25,144.65,,Jefferson,On-Air,Colorado D-Star,,,CCARC,yes,,Colorado D-Star,,,,,,,,,,,,,,,,,yes,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,147.6,N,yes,446.9625,441.9625,,Jefferson,On-Air,Colorado D-Star,,,CCARC,yes,,Colorado D-Star,,,,,,,,,,,,,,,,,yes,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,147.6,N,yes,446.8375,441.8375,,Jefferson,On-Air,WA2YZT,200,,CCARC,yes,,,,See website for more info on CC/TS/TG programming.  www.rmham.org,,Full-time to the  Colorado TRBO System .,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,147.7,N,yes,447.175,442.175,100,Denver,On-Air,W0JRL,,,CCARC,yes,,,100,,,,201712,29997,,,,,,,,,,,,,,,,,,,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,147.8,N,yes,449.625,444.625,141.3,Jefferson,On-Air,Rocky Mountain Ham Radio,E-power,3750,CCARC,yes,,,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,148.1,N,yes,147.21,147.81,100,Jefferson,On-Air,Denver Water Amateur Radio Club,,3241,,yes,,http://www.dwarc.com,100,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,148.1,N,yes,448.35,443.35,,Jefferson,On-Air,Denver Water Amateur Radio Club (DWARC),,,CCARC,yes,Denver Metro and surrounding,http://www.DWARC.com,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,149,NNW,yes,447.85,442.85,141.3,Clear Creek,On-Air,AC0KQ,AllStar node repeater providing wide area coverage along the Front Range,,CCARC,yes,Wide area at 9500',,141.3,,Rocky Mountain Ham Radio,,,29571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,149.2,N,yes,448.975,443.975,123,Jefferson,On-Air,FRG,Linkable VHF/UHF Remote Base,,CCARC,yes,Wide area.,,,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,CSQ,KB5RX,"Los Alamos, Pajarito Mountain",NM,OPEN,,149.4,SW,yes,223.94,222.34,CSQ,Los Alamos,On-Air,,E-power.,,NMFCC,yes,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.2,-1,107.2,N9PGQ,La Cueva,NM,OPEN,,150.1,SSW,yes,53.2,52.2,107.2,Santa Fe,Off-Air,N9PGQ,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.84,-0.6,107.2,N9PGQ,La Cueva,NM,OPEN,,150.1,SSW,yes,146.84,146.24,107.2,Santa Fe,,N9PGQ,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.125,5,107.2,N9PGQ,La Cueva,NM,OPEN,,150.1,SSW,yes,442.125,447.125,107.2,Santa Fe,,,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
