Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Web links,Coordination,Last update,Features,Coverage,Sponsor,Links,Notes,Downlink Tone,Nets,Affiliate,Feed,Grid,IRLP,EchoLink,Location Photo,AllStar,Commands,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Mixed-Mode
444.5,5,123,N7ABC,Rock Springs,WY,OPEN,,177.9,NNW,yes,444.5,449.5,123,Sweetwater,On-Air,,,yes,,,Sweetwater ARC,,,,,,,,,,,,,,,,,,
447.325,-5,114.8,N7KYY,Springville,UT,OPEN,,178.1,WNW,yes,447.325,442.325,114.8,Utah,On-Air,,UVHFS,yes,4,Utah County from Alpine to Payson.,,,,,,,,,,,,,,,,,,,
147.26,0.6,,N7PQD,Duchense,UT,OPEN,,123.6,NW,yes,147.26,147.86,,Duchesne,On-Air,,UVHFS,yes,5,"Tabby mountain and nearby communities including Duchesne, Roosevelt, and Vernal.",Borderline ARC,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,"Maysville, CO",CO,OPEN,,124.9,SE,yes,145.325,144.725,100,Chaffee,On-Air,,,yes,,wide area,Chaffee Lake Amateur Repeater Association,,,,,,,,,,,,,,,,,,
147.09,0.6,100,KG7VVQ,"Kemmerer, Quealy Peak",WY,OPEN,,217.5,NNW,yes,147.09,147.69,100,Lincoln,On-Air,,WRCG,yes,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,178.9,E,yes,224.74,223.14,88.5,Jefferson,On-Air,ARA Repeaters,CCARC,yes,e-power,,Aurora Repeater Assoc,,,88.5,ARA: Wed at 2000.,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,178.9,E,yes,224,222.4,103.5,Jefferson,On-Air,Repeater,CCARC,yes,8,,Rocky Mountain Radio League,,,103.5,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,178.9,E,yes,147.15,147.75,100,Jefferson,On-Air,ARA Repeaters,CCARC,yes,e-power,"Denver metro, central front range",Aurora Repeater Assoc (ARA),"Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",,100,ARA: Wed at 20:00.,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,178.9,E,yes,449.75,444.75,103.5,Jefferson,On-Air,Repeater,CCARC,yes,8,,Rocky Mtn Radio League,,,103.5,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,178.9,E,yes,448.85,443.85,88.5,Jefferson,On-Air,ARA Repeaters,CCARC,yes,e-power.,"Denver metro, central front range",Aurora Repeater Assoc,,,88.5,ARA: Wed at 20:00.,,,,,,,,,,,,,,
447.475,-5,186.2,WD7N,Springville,UT,OPEN,,179.3,WNW,yes,447.475,442.475,186.2,Utah,On-Air,,UVHFS,yes,4,Utah County from Alpine to Payson.,,,,,,,,,,,,,,,,,,,
449.35,-5,123,W7CWK,Bountiful,UT,OPEN,,217,NW,yes,449.35,444.35,123,Davis,On-Air,,UVHFS,yes,,North Salt Lake to South Ogden,,,,,,,,,,,,,,,,,,,
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,,125.1,SSE,yes,145.37,144.77,100,La Plata,On-Air,http://www.sjcham.com,CCARC,yes,E-power.,,,,,100,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,181,E,yes,146.91,147.51,123,Boulder,On-Air,http://goldhilltown.com/,,yes,,"East of Gold Hill, The Indian Peaks, Denver, Boulder",,,There is a MOU With BCARES for repeater use.,127.3,"Summer Tue at 19:30P, Winter 19:00.","Town of Gold Hill, Colorado",,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,181.1,E,yes,147.03,147.63,100,Boulder,On-Air,,CCARC,yes,,,KI0HG,,,,,Boulder County Amateur Radio Emergency Service,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,181.5,ESE,yes,447.5,442.5,88.5,Jefferson,On-Air,,CCARC,yes,E-power.,Wide area.,Aurora Repeater Association,,,88.5,,,,,,,,,,,,,,,
449.075,-5,123,KC7NAT,Ogden,UT,OPEN,,233.3,NW,yes,449.075,444.075,123,Weber,On-Air,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,
447,-5,100,NV7V,Payson,UT,OPEN,,181.8,WNW,yes,447,442,100,Utah,On-Air,http://nv7v.org,UVHFS,yes,WX.,Metro Utah County,,147.4,"Bulletins from ARRL, Amateur Radio Newsline, Rain Report, Handiham and QSO today are transmitted all day Saturdays.",100,Mountain View Stake net: Sun at 20:00.,,,,,,,,"ABC time 
AAAA voice test records your voice and then replays it.  Start speaking when the repeater says ""ready"". 
Send CC followed by whatever tone you wish to test.",,,,,,
448.025,-5,100,KB7M,Payson,UT,OPEN,I,182.7,WNW,yes,448.025,443.025,100,Utah,On-Air,,UVHFS,yes,Remote base.,Utah County from Alpine to Payson.,,,,,,,,,4482,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,182.7,E,yes,449.625,444.625,141.3,Jefferson,On-Air,,CCARC,yes,E-power,,Rocky Mountain Ham Radio,,,141.3,,,,,3750,,,,,,,,,,
448.05,-5,100,K7CSW,"Salt Lake City, SLC",UT,OPEN,,215.6,NW,yes,448.05,443.05,100,Salt Lake,On-Air,,UVHFS,yes,4,Salt Lake Valley communities from Salt Lake City to Draper. North Salt Lake to South Ogden,Salt Lake Peaks ARC,,,,"CSW Net, Mon-Thur, 7:05am",,,,,,,,,,,,,,
147.2,0.6,88.5,K7GX,"Price, Wood Hill",UT,OPEN,EI,126.6,WNW,yes,147.2,147.8,88.5,Carbon,On-Air,,UVHFS,yes,,,,,,,,,,,3270,64264,,,,,,,,,
447.025,-5,100,W0HU,Salt Lake City,UT,OPEN,,215.6,NW,yes,447.025,442.025,100,Salt Lake,On-Air,,UVHFS,yes,4,Wide area.,Salt Lake Co ARES,,,,,,,DN40as,,,,,,,,,,,
449.825,-5,,KA7SHX,"Kemmerer, Quealy Peak",WY,OPEN,,215.5,NNW,yes,449.825,444.825,,Lincoln,On-Air,,WRCG,yes,,,ORARC,,,,,,,,,,,,,,,,,,
147.08,0.6,162.2,W5SF,"Chama, Overlook Mtn",NM,OPEN,,183.5,SE,yes,147.08,147.68,162.2,Rio Arriba,On-Air,,NMFCC,yes,,,SFARC,,,,,,,,,,,,,,,,,,
449.3,-5,103.5,W7BOZ,Logan,UT,OPEN,EI,252.5,NW,yes,449.3,444.3,103.5,Cache,On-Air,,UVHFS,yes,"EchoLink, IRLP.",,W7BOZ,,,,,,,,7576,558836,,,,,,,,,
147.28,0.6,107.2,AD7ZW,Altamont,UT,OPEN,EI,128.5,NW,yes,147.28,147.88,107.2,Duchesne,On-Air,http://ad7zwrepeater.xyz,UVHFS,yes,Autopatch,,AD7ZW,,,107.2,,,,,3205,458414,,,B21 = 911 B22 = Local Public Safety Dispatch (Non Emergency) B3 = 3 Minute Autopatch Extension B0 = Autopatch Disconnect,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,67.5,E,yes,449.6,444.6,107.2,Garfield,On-Air,http://www.gmra.org,CCARC,yes,e-power Linked to GMRA open system,Wide area.,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,184,E,yes,448.975,443.975,123,Jefferson,On-Air,,CCARC,yes,Linkable VHF/UHF Remote Base,Wide area.,FRG,,,,,,,,,,,42845,,,,,,,
145.47,-0.6,123,KC7SUM,"Ogden, Powder Mountain",UT,OPEN,,232.7,NW,yes,145.47,144.87,123,Weber,On-Air,,UVHFS,yes,,Wide area: Cache and Morgan valleys.,,,,,,,,,,,,,,,,,,,
448.625,-5,131.8,KC5EVE,Durango,CO,OPEN,,128.8,SSE,yes,448.625,443.625,131.8,La Plata,On-Air,,CCARC,yes,,Wide area.,KC5EVE,,,131.8,,,,,,,,,,,,,,,
449.85,-5,146.2,WA7FFM,"Provo, UVRMC",UT,OPEN,,184.8,WNW,yes,449.85,444.85,146.2,Utah,On-Air,,UVHFS,yes,4,,Utah Valley Regional Medical Center,,,,,,,,,,,,,,,,,,
447.525,-5,107.2,K2NWS,"Kearns,  Bacchus Hill",UT,OPEN,,215.1,WNW,yes,447.525,442.525,107.2,Salt Lake,On-Air,,UVHFS,yes,5,Salt Lake Valley communities from Draper to north Davis County,KF6RAL,,National Weather Service Alerts,107.2,,,,,,,,,,,,,,,
447.125,-5,103.5,KC0UFO,"Fairplay, Sacramento Mountain",CO,OPEN,,132.4,ESE,yes,447.125,442.125,103.5,Park,On-Air,,CCARC,yes,Emergency automatic generator.,"Covers Fairplay, Alma, and western South Park.",KC0UFO,,"Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.",103.5,"When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.","Park County Radio Club, AB0PC",,DM69wf,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,134.1,NE,yes,147.21,147.81,107.2,Routt,On-Air,,CCARC,yes,"Linked, WX.",,SSARC,,,107.2,,,,,,,,,,,,,,,
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,70.1,E,yes,147.39,147.99,107.2,Garfield,On-Air,,,yes,,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",Roaring Fork Amateur Repeater Cooperative,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,137.5,E,yes,146.7,146.1,107.2,Summit,On-Air,,CCARC,yes,E-power.,,GRARC,,,,,,,,3972,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,142.8,SE,yes,449.925,444.925,103.5,Chaffee,On-Air,,CCARC,yes,E-power (Bat),"Upper Arkansas and Platte Rivers, and the SLV",,,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,103.5,,Colorado ARES,,,,,,,,,,,,,
224.82,-1.6,167.9,WB6CDN,"Salt Lake City, Meridian Peak",UT,OPEN,,214.3,NW,yes,224.82,223.22,167.9,Salt Lake,On-Air,,UVHFS,yes,"Autopatch, remote base, 6,400'. e-power, link to law enforcement.",Wide area: Salt Lake Valley communities from Salt Lake City to Draper.,Intermountain Repeater Emergency Amateur Network,,,,,,,,,,,,,,,,,,
447.15,-5,114.8,KR7K,Clearfield,UT,OPEN,I,231.8,NW,yes,447.15,442.15,114.8,Davis,On-Air,,UVHFS,yes,,North Salt Lake to Tremonton.,,,,114.8,,,,,3607,,,,IRLP: No special access codes.,,,,,,
147.16,0.6,127.3,WA7SNS,"Salt Lake City, Ensign Peak",UT,OPEN,,214,NW,yes,147.16,147.76,127.3,Salt Lake,On-Air,,UVHFS,yes,"Autopatch, 5,800', linked to (147.240).",Salt Lake Valley communities from Salt Lake City to Draper.,,"Full-time to  
        147.14000 (K7MLA) at West Jordan, Butterfield Peak, UT .",,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,70.1,E,yes,449.725,444.725,179.9,Garfield,On-Air,,CCARC,yes,EchoLink.,Wide area.,Roaring Fork Amateur Repeater Cooperative (RFARC),,,,,,,,3722,,,28434,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,187.6,ESE,yes,449.325,444.325,103.5,Teller,On-Air,,CCARC,yes,E-power. Allstar Node 27976,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Port. St John Florida can be expected.",KA4EPS,,Node # 27976,103.5,"Sunday 1500 MST
Tuesday 1730 MST",Amateur Radio Motorcycle Club,,,,,,27976,,,,,,,
145.21,-0.6,110.9,N5GDR,Cimarron,NM,OPEN,A,265.8,SE,yes,145.21,144.61,110.9,Colfax,On-Air,,NMFCC,yes,,,"Gary Reynolds N5GDR, Dale Finley KB5NFT",,,110.9,,,,,,,,46298,,,,,,,
448,-5,100,W7DES,"Salt Lake City,  Capitol",UT,OPEN,,212.8,NW,yes,448,443,100,Salt Lake,On-Air,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,
449.9,-5,123,KD7HLL,Mexican Hat,UT,OPEN,,145.6,SSW,yes,449.9,444.9,123,San Juan,On-Air,,UVHFS,yes,6,"Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,,Part time link to  two repeaters,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,188.3,E,yes,448.75,443.75,100,Jefferson,On-Air,,CCARC,yes,E-power.,Local.,,,,100,,N0ELY,,,,,,,,,,,,,
146.96,-0.6,100,W7WAC,"Page (AZ), Navajo Mountain",UT,OPEN,,188.6,SW,yes,146.96,146.36,100,San Juan,On-Air,,UVHFS,yes,,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",KE7OZE,,10,,,Intermountain Intertie,,,,,,,,,,,,,
448.75,-5,100,NA7DB,"Page (az), Navajo Mountain",UT,OPEN,,188.6,SW,yes,448.75,443.75,100,San Juan,On-Air,,UVHFS,yes,10,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,,,,,,,,,,,,,,,,,,
449.925,-5,100,W7CWI,"Page (AZ), Navajo Mountain",UT,OPEN,,188.6,SW,yes,449.925,444.925,100,San Juan,On-Air,,UVHFS,yes,10,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",Lake Powell ARG,,,,,,,,,,,,,,,,,,
447.6,-5,162.2,KD7RBR,"Orem, Point of the Mountain",UT,OPEN,,188.8,WNW,yes,447.6,442.6,162.2,Utah,On-Air,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,189,E,yes,147.21,147.81,100,Jefferson,On-Air,http://www.dwarc.com,,yes,,,Denver Water Amateur Radio Club,,,100,,,,,3241,,,,,,,,,,Yes; analog capable.
147.34,0.6,136.5,KG7DSO,"Vernal, Tabby Mountain",UT,OPEN,,149.1,NW,yes,147.34,147.94,136.5,Uintah,On-Air,,UVHFS,yes,,Wide area.,Borderline Amateur Radio Club,"Full-time to  
        147.10000 (W7BAR) at Vernal, Blue Mountain, UT .",9,,,Roosevelt Junior High School Amateur Radio Club,,,,,,,,,,,,,
449.775,-5,,K8BKT,Pleasant Grove,UT,OPEN,,191.8,WNW,yes,449.775,444.775,,Utah,On-Air,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,
448.425,-5,100,WD7SL,"Salt Lake City, LDS HQ",UT,OPEN,I,212.6,NW,yes,448.425,443.425,100,Salt Lake,On-Air,,UVHFS,yes,,Salt Lake Valley communities from Salt Lake City to Draper.,ERC,,,,,,,,3837,,,,,,,,,,
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,0,W,yes,449.775,444.775,173.8,Mesa,On-Air,,CCARC,yes,,,,,,88.5,,,,,7573,7572,,,,,,,,,
147.1,0.6,100,N7GGN,"Holden, Beesting Peak",UT,OPEN,,192.7,W,yes,147.1,147.7,100,Sevier,On-Air,http://www.skylineradioclub.com/repeaters.html,UVHFS,yes,Closed autopatch.,"Wide area: West Desert, Nephi to Delta, Fillmore to Manti, Mt. Pleasant, Richfield",,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WA7HSW,"Monroe, Monroe Peak",UT,OPEN,,193.1,W,yes,146.64,146.04,100,Sevier,On-Air,http://www.sanpeteso.org/skyline/skyline_files/frame.html,UVHFS,yes,Autopatch.,"Richfield and its surrounding communities including Nephi to the north, Fillmore to the west, Ferron and Emery to the east, and Panguitch to the south.",Sanpete Co SO,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,194,E,yes,448.925,443.925,131.8,Boulder,On-Air,,CCARC,yes,,,W0LMA,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,194.3,ESE,yes,145.19,144.59,131.8,Douglas,On-Air,,,yes,,Wide area coverage at 8300,N0OBA Owner,,,131.8,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,,10079,,,,,,,,,
447.175,-5,,W7SAR,Salt Lake City,UT,OPEN,,212.1,NW,yes,447.175,442.175,,Salt Lake,On-Air,,UVHFS,yes,Portable.,Salt Lake Valley communities from Salt Lake City to Draper.,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,194.9,E,yes,449.3,444.3,100,Adams,On-Air,,CCARC,yes,,,N1UPS,,,,,,,,3699,43699,,,,,,,,,
447.5,-5,,NZ6Z,Park City,UT,OPEN,,195.1,NW,yes,447.5,442.5,,Summit,On-Air,,UVHFS,yes,7,"Park City, Heber, Coalville and other nearby communities.",,"Full-time to  
        145.23000 (NZ6Z) at Park City, UT .",,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,211.5,ESE,yes,447.625,442.625,100,El Paso,On-Air,,,yes,Linked.,,KD0MDP,Full-time to the  The Fun Machine System .,,100,,The Fun Machine,,,7301,363976,,28299,,,,,,,
449.175,-5,131.8,KA7EGC,"American Fork, Utah Lake",UT,OPEN,,195.7,WNW,yes,449.175,444.175,131.8,Utah,On-Air,,UVHFS,yes,,Utah Valley.,,,4,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,196,E,yes,146.715,146.115,123,Denver,On-Air,,CCARC,yes,E-power.,,EARS,,,123,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,196,E,yes,448.075,443.075,123,Denver,On-Air,,CCARC,yes,,,W0IG,,,,,,,,,,,,,,,,,,
147.34,0.6,100,N5LEM,"Angel Fire, Agua Fria Peak",NM,OPEN,,261.2,SE,yes,147.34,147.94,100,Colfax,On-Air,Taos Amateur Radio Club,NMFCC,yes,E-power.,Wide area.,Taos ARC,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,,151.4,SSE,yes,146.61,146.01,123,Archuleta,On-Air,http://durangoarc.org/,CCARC,yes,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,196.1,E,yes,447.175,442.175,100,Denver,On-Air,,CCARC,yes,,,W0JRL,,,100,,,,,,201712,,29997,Standard AllStar Link access commands.,,,,,,
447.725,-5,167.9,KX7VC,"Highland, KX7VC QTH",UT,OPEN,,196.4,WNW,yes,447.725,442.725,167.9,Utah,On-Air,,,yes,,,,,Normally connected via Allstar to Alaska Morning Net,167.9,,,,DN40ck,,,,,,,,,,,
448.475,-5,,KB7HAF,"Park City,  Murdock Peak",UT,OPEN,,197.2,NW,yes,448.475,443.475,,Summit,On-Air,,UVHFS,yes,8,"Park City, Heber, Coalville and other nearby communities.",,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,197.3,ESE,yes,447.725,442.725,100,El Paso,On-Air,http://www.k0nr.com/wordpress/k0nr-repeater/,CCARC,yes,30,Local.,K0NR,,,100,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,"Castle Pines, Daniels Park",CO,OPEN,,197.6,ESE,yes,449.95,444.95,77,Douglas,On-Air,,CCARC,yes,,Primarily to the North along I-25 corridor,W9SL Owner,,,77,,,,,,,,,,,,,,,
147.16,0.6,100,N7NKK,"Panguitch, Mount Dutton",UT,OPEN,,210.8,WSW,yes,147.16,147.76,100,Garfield,On-Air,,UVHFS,yes,,Wide area: South-central Utah in the general area of Panguitch and the western portion of Garfield County.,ERC,,,,,,,,,,,,,,,,,,
449.25,-5,118.8,N7HRC,"Herriman, High School",UT,OPEN,,210.8,WNW,yes,449.25,444.25,118.8,Salt Lake,On-Air,,UVHFS,yes,,,Herriman Amateur Radio Club,,,,Emergency Communications Net: Sun at 21:00.,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,198.3,E,yes,147.045,147.645,123,Adams,On-Air,,CCARC,yes,E-power.,,Northglenn RA,,,CSQ,,,,,,,,,,,,,,,
145.41,-0.6,123,WB7TSQ,"Ogden,  foothills",UT,OPEN,,231.5,NW,yes,145.41,144.81,123,Weber,On-Air,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KD7FDH,"Ogden, Weber State University",UT,OPEN,,231.6,NW,yes,145.25,144.65,123,Weber,On-Air,Weber State University Amateur Radio Club,UVHFS,yes,Autopatch.,Ogden and surrounding area,Weber State University Amateur Radio Club,,,123,,,,,,,,,,,,,,,
449.95,-5,123,NJ7J,"Clearfield,  civic center",UT,OPEN,I,231.8,NW,yes,449.95,444.95,123,Davis,On-Air,,UVHFS,yes,4,Ogden and South Ogden area.,City of Clearfield.,,,,,,,,3876,,,,,,,,,,
449.65,-5,100,AC7II,"Logan, Mt Pisgah",UT,OPEN,,247.7,NW,yes,449.65,444.65,100,Cache,On-Air,http://barconline.org/,UVHFS,yes,,"Communities in the Cache Valley as well as Mantua.  The Intermountain Intertie network covers much of Utah as well as parts of Idaho, Montana, Arizona, Nevada, and occasionally California.",,Full-time to the  Intermountain Intertie System .,http://utahvhfs.org/,100,,,,,,,,,,,,,,,
224.42,-1.6,156.7,W7WJC,"Provo, Lake Mountain",UT,OPEN,,198.8,WNW,yes,224.42,222.82,156.7,Utah,On-Air,,UVHFS,yes,,,Utah County Radio Club,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,198.8,E,yes,448.525,443.525,151.4,Boulder,On-Air,,CCARC,yes,,,N0EPA,,,,,,,,,223853,,,,,,,,,
146.84,-0.6,,N7PCE,"Salt Lake City, Jordan Vly Hospital",UT,OPEN,,210.1,WNW,yes,146.84,146.24,,Salt Lake,On-Air,,UVHFS,yes,4,Salt Lake Valley communities from Salt Lake City to Draper.,Salt Lake Co ARES,,,,,,,,,,,,,,,,,,
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,41.7,NNW,yes,447,442,107.2,Garfield,On-Air,,CCARC,yes,8,Wide area.,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,199.9,ESE,yes,448.725,443.725,123,El Paso,On-Air,,CCARC,yes,,,KA0TTF,,,,,,,,,,,,,,,,,,
447.7,-5,100,KF7YXL,"South Salt Lake City, Fire Station 43",UT,OPEN,,209.9,WNW,yes,447.7,442.7,100,Salt Lake,On-Air,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,162.2,N7RON,Rawlins,WY,OPEN,I,200.7,NNE,yes,146.7,146.1,162.2,Carbon,On-Air,,WRCG,yes,,,,,,,,,,,7045,,,,,,,,,,
146.76,-0.6,100,KC7OZU,Rawlins,WY,OPEN,,200.7,NNE,yes,146.76,146.16,100,Carbon,On-Air,,,yes,,Wide area.,CCARS,,,,Sunday nite net 2030 local time.,,,,,,,,,,,,,,
147.39,0.6,100,KD7BN,Rawlins,WY,OPEN,,200.7,NNE,yes,147.39,147.99,100,Carbon,On-Air,,,yes,E-power.,Wide area.,HERC,"Full-time to  
        146.80500 (W7BEQ) at Shoshoni, Copper Mtn, WY .
 


Full-time to  
        146.94000 (W7VNJ) at Casper, Casper Mountain, WY .",,,,N7ZEF (EchoLink).,,,,,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,209.2,E,yes,447.725,442.725,131.8,Larimer,On-Air,,CCARC,yes,,,W7RF,,,,,,,,,,,,,,,,,,
448.025,-5,123,W7DBA,Huntsville,UT,OPEN,I,227.5,NW,yes,448.025,443.025,123,Weber,On-Air,,UVHFS,yes,,,,,,,,,,,3211,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,159.1,E,yes,447.45,442.45,103.5,Grand,On-Air,,CCARC,yes,,,W0IG,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,K0GUR,"Denver, Green Valley Ranch",CO,OPEN,EA,209.1,E,yes,448.15,443.15,141.3,Denver,On-Air,k0jsc.com,CCARC,yes,E-power (batt).  2 meter and 70cm channel steerable remote bases.,"Small coverage of the East Denver area SW of DIA. 
   Repeater Coverage Map",K0GUR,Full-time to the  The Fun Machine System .,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list.  The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,141.3,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",,Listen Live,DM79pt,,24340,,29436,,,,,,,
146.85,-0.6,103.5,W0RSH,Colorado Springs,CO,OPEN,,201,ESE,yes,146.85,146.25,103.5,El Paso,On-Air,,CCARC,yes,,,W0RSH,,,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,87.1,ESE,yes,146.67,146.07,107.2,Pitkin,On-Air,,CCARC,yes,Linked.,Wide area.,Ski Country ARC,,,,,,,,,,,,,,,,,,
449.325,-5,114.8,N7UEO,Pleasant Grove,UT,OPEN,,209.1,WNW,yes,449.325,444.325,114.8,Utah,On-Air,,UVHFS,yes,4,Utah County from Alpine to Payson.,,,,,,,,,,,,,,,,,,,
447.675,-5,100,AC7DU,Saratoga Springs,UT,OPEN,,201.6,WNW,yes,447.675,442.675,100,Utah,On-Air,,UVHFS,yes,,,,,,,,,,DN40aj,,,,,,,,,,,
145.235,-0.6,114.8,KB7SWR,Cheyenne,WY,OPEN,,243.8,NE,yes,145.235,144.635,114.8,Laramie,On-Air,,WRCG,yes,,Local: Cheyenne.,N7GT,"Full-time to  
        448.15000 (KB7SWR) at Cheyenne, WY .",25,,,,,,,,,,,,,,,,
145.35,-0.6,100,NM7P,Murray,UT,OPEN,,208.8,WNW,yes,145.35,144.75,100,Salt Lake,On-Air,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,,W0VTL,Gunnison,CO,OPEN,,94.6,SE,yes,147.12,147.72,,Gunnison,On-Air,,CCARC,yes,E-power.,,W0VTL,,,,,,,,,,,,,,,,,,
449.7,-5,127.3,KO7R,"Cedar Fort, Internet Mountain",UT,OPEN,,208.1,WNW,yes,449.7,444.7,127.3,Utah,On-Air,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,
447.1,-5,100,KG7EGM,"Draper, Fire Station",UT,OPEN,,202.8,WNW,yes,447.1,442.1,100,Salt Lake,On-Air,http://draperhamradio.wordpress.com,,yes,,Wide area.,DHRA,,,,,,,,,,,,,,,,,,
147.24,0.6,100,N7GCR,"Rawlins, Elk Mountain",WY,OPEN,,207.1,NNE,yes,147.24,147.84,100,Carbon,On-Air,,WRCG,yes,,Wide area.,CCARS,,,,,,,,,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,203.7,ESE,yes,448.7,443.7,146.2,Douglas,On-Air,,,yes,,Local North Parker only,,,,,,,,,,,,,,,,,,,
